STOP_NAME;STOP_NUMBER;EVENT;85:151:2864;85:151:2865;85:151:2866;85:151:2867;85:151:2868;85:151:2869;85:151:2870;85:151:2871;85:151:2872;85:151:2873;85:151:2874;85:151:2875;85:151:2876;85:151:2877;85:151:2878;85:151:2879;85:151:2880;85:151:2881;85:151:2882;85:151:2883;85:151:2884;85:151:2885;85:151:2886;85:151:2887;85:151:2888;85:151:2889;85:151:2890;85:151:2893;85:151:2894;85:151:2895;85:151:2896;85:151:2897;85:151:2898;85:151:2899;85:151:2900;85:151:2901;85:151:2902;85:151:2903;85:151:2904;85:151:2905;85:151:2906;85:151:2907;85:151:2908;85:151:2909;85:151:2910;85:151:2911;85:151:2912;85:151:2913;85:151:2914;85:151:2915;85:151:2916;85:151:2917;85:151:2918;85:151:2919;85:151:2922;85:151:2923;85:151:2924;85:151:2925;85:151:2926;85:151:2927;85:151:2928;85:151:2929;85:151:2930;85:151:2931;85:151:2932;85:151:2933;85:151:2934;85:151:2935;85:151:2936;85:151:2937;85:151:2938;85:151:2939;85:151:2940;85:151:2941;85:151:2942;85:151:2943;85:151:2946;85:151:2947;85:151:2948;85:151:2949;85:151:2950;85:151:2951;85:151:2952;85:151:2953;85:151:2954;85:151:2955;85:151:2956;85:151:2957;85:151:2958;85:151:2959;85:151:2960;85:151:2961;85:151:2962;85:151:2963;85:151:2964;85:151:2965;85:151:2966;85:151:2967;85:151:2968;85:151:2969;85:151:2970;85:151:2971;85:151:2974;85:151:2975;85:151:2976;85:151:2977;85:151:2978;85:151:2979;85:151:2980;85:151:2981;85:151:2982;85:151:2983;85:151:2984;85:151:2985;85:151:2986;85:151:2987;85:151:2988;85:151:2989;85:151:2990;85:151:2991;85:151:2992;85:151:2993;85:151:2994;85:151:2995;85:151:2996;85:151:2997;85:151:2998;85:151:2999;85:151:3002;85:151:3003;85:151:3004;85:151:3005;85:151:3006;85:151:3007;85:151:3008;85:151:3009;85:151:3010;85:151:3011;85:151:3012;85:151:3013;85:151:3014;85:151:3015;85:151:3016;85:151:3017;85:151:3018;85:151:3019;85:151:3020;85:151:3021;85:151:3022;85:151:3023;85:151:3024;85:151:3025;85:151:3026;85:151:3027;POSITION_X;POSITION_Y
Lausanne, Malley;8501209;ARRIVAL;2025-03-01 05:32:00;2025-03-01 05:59:00;2025-03-01 07:01:00;2025-03-01 07:30:00;2025-03-01 08:31:00;2025-03-01 08:59:00;2025-03-01 10:01:00;2025-03-01 10:29:00;2025-03-01 11:31:00;2025-03-01 11:59:00;2025-03-01 13:01:00;2025-03-01 13:29:00;2025-03-01 14:31:00;2025-03-01 15:00:00;2025-03-01 15:59:00;2025-03-01 16:29:00;2025-03-01 17:29:00;2025-03-01 18:00:00;2025-03-01 19:01:00;2025-03-01 19:29:00;2025-03-01 20:32:00;2025-03-01 21:00:00;2025-03-01 22:01:00;2025-03-01 22:26:00;2025-03-01 23:16:00;2025-03-01 23:41:00;2025-04-01 00:29:00;2025-03-01 05:29:00;2025-03-01 06:32:00;2025-03-01 07:00:00;2025-03-01 08:01:00;2025-03-01 08:30:00;2025-03-01 09:31:00;2025-03-01 09:59:00;2025-03-01 11:01:00;2025-03-01 11:29:00;2025-03-01 12:31:00;2025-03-01 12:59:00;2025-03-01 14:01:00;2025-03-01 14:30:00;2025-03-01 15:31:00;2025-03-01 15:59:00;2025-03-01 16:59:00;2025-03-01 17:30:00;2025-03-01 18:30:00;2025-03-01 19:00:00;2025-03-01 20:01:00;2025-03-01 20:29:00;2025-03-01 21:31:00;2025-03-01 21:57:00;2025-03-01 22:46:00;2025-03-01 23:11:00;2025-04-01 00:01:00;2025-04-01 00:26:00;2025-03-01 05:46:00;2025-03-01 06:14:00;2025-03-01 07:16:00;2025-03-01 07:45:00;2025-03-01 08:46:00;2025-03-01 09:14:00;2025-03-01 10:16:00;2025-03-01 10:44:00;2025-03-01 11:46:00;2025-03-01 12:14:00;2025-03-01 13:16:00;2025-03-01 13:44:00;2025-03-01 14:46:00;2025-03-01 15:15:00;2025-03-01 16:14:00;2025-03-01 16:45:00;2025-03-01 17:44:00;2025-03-01 18:15:00;2025-03-01 19:15:00;2025-03-01 19:44:00;2025-03-01 20:46:00;2025-03-01 21:11:00;2025-03-01 06:01:00;2025-03-01 06:29:00;2025-03-01 07:31:00;2025-03-01 08:00:00;2025-03-01 09:01:00;2025-03-01 09:29:00;2025-03-01 10:31:00;2025-03-01 10:59:00;2025-03-01 12:01:00;2025-03-01 12:29:00;2025-03-01 13:31:00;2025-03-01 13:59:00;2025-03-01 15:01:00;2025-03-01 15:30:00;2025-03-01 16:29:00;2025-03-01 17:00:00;2025-03-01 17:59:00;2025-03-01 18:29:00;2025-03-01 19:30:00;2025-03-01 19:59:00;2025-03-01 21:01:00;2025-03-01 21:26:00;2025-03-01 22:16:00;2025-03-01 22:41:00;2025-03-01 23:31:00;2025-03-01 23:56:00;2025-03-01 05:44:00;2025-03-01 06:47:00;2025-03-01 07:15:00;2025-03-01 08:16:00;2025-03-01 08:45:00;2025-03-01 09:46:00;2025-03-01 10:14:00;2025-03-01 11:16:00;2025-03-01 11:44:00;2025-03-01 12:46:00;2025-03-01 13:14:00;2025-03-01 14:16:00;2025-03-01 14:45:00;2025-03-01 15:45:00;2025-03-01 16:14:00;2025-03-01 17:14:00;2025-03-01 17:45:00;2025-03-01 18:45:00;2025-03-01 19:14:00;2025-03-01 20:17:00;2025-03-01 20:45:00;2025-03-01 21:46:00;2025-03-01 22:11:00;2025-03-01 23:01:00;2025-03-01 23:26:00;2025-04-01 00:14:00;2025-03-01 06:16:00;2025-03-01 06:45:00;2025-03-01 07:46:00;2025-03-01 08:15:00;2025-03-01 09:16:00;2025-03-01 09:44:00;2025-03-01 10:46:00;2025-03-01 11:14:00;2025-03-01 12:16:00;2025-03-01 12:44:00;2025-03-01 13:46:00;2025-03-01 14:15:00;2025-03-01 15:16:00;2025-03-01 15:44:00;2025-03-01 16:44:00;2025-03-01 17:15:00;2025-03-01 18:14:00;2025-03-01 18:45:00;2025-03-01 19:46:00;2025-03-01 20:14:00;2025-03-01 21:16:00;2025-03-01 21:42:00;2025-03-01 22:31:00;2025-03-01 22:56:00;2025-03-01 23:46:00;2025-04-01 00:11:00;2535848;1152880
Lausanne, Malley;8501209;DEPARTURE;2025-03-01 05:32:00;2025-03-01 05:59:00;2025-03-01 07:01:00;2025-03-01 07:30:00;2025-03-01 08:31:00;2025-03-01 08:59:00;2025-03-01 10:01:00;2025-03-01 10:29:00;2025-03-01 11:31:00;2025-03-01 11:59:00;2025-03-01 13:01:00;2025-03-01 13:29:00;2025-03-01 14:31:00;2025-03-01 15:00:00;2025-03-01 15:59:00;2025-03-01 16:29:00;2025-03-01 17:29:00;2025-03-01 18:00:00;2025-03-01 19:01:00;2025-03-01 19:29:00;2025-03-01 20:32:00;2025-03-01 21:00:00;2025-03-01 22:01:00;2025-03-01 22:26:00;2025-03-01 23:16:00;2025-03-01 23:41:00;2025-04-01 00:29:00;2025-03-01 05:29:00;2025-03-01 06:32:00;2025-03-01 07:00:00;2025-03-01 08:01:00;2025-03-01 08:30:00;2025-03-01 09:31:00;2025-03-01 09:59:00;2025-03-01 11:01:00;2025-03-01 11:29:00;2025-03-01 12:31:00;2025-03-01 12:59:00;2025-03-01 14:01:00;2025-03-01 14:30:00;2025-03-01 15:31:00;2025-03-01 15:59:00;2025-03-01 16:59:00;2025-03-01 17:30:00;2025-03-01 18:30:00;2025-03-01 19:00:00;2025-03-01 20:01:00;2025-03-01 20:29:00;2025-03-01 21:31:00;2025-03-01 21:57:00;2025-03-01 22:46:00;2025-03-01 23:11:00;2025-04-01 00:01:00;2025-04-01 00:26:00;2025-03-01 05:46:00;2025-03-01 06:14:00;2025-03-01 07:16:00;2025-03-01 07:45:00;2025-03-01 08:46:00;2025-03-01 09:14:00;2025-03-01 10:16:00;2025-03-01 10:44:00;2025-03-01 11:46:00;2025-03-01 12:14:00;2025-03-01 13:16:00;2025-03-01 13:44:00;2025-03-01 14:46:00;2025-03-01 15:15:00;2025-03-01 16:14:00;2025-03-01 16:45:00;2025-03-01 17:44:00;2025-03-01 18:15:00;2025-03-01 19:15:00;2025-03-01 19:44:00;2025-03-01 20:46:00;2025-03-01 21:11:00;2025-03-01 06:01:00;2025-03-01 06:29:00;2025-03-01 07:31:00;2025-03-01 08:00:00;2025-03-01 09:01:00;2025-03-01 09:29:00;2025-03-01 10:31:00;2025-03-01 10:59:00;2025-03-01 12:01:00;2025-03-01 12:29:00;2025-03-01 13:31:00;2025-03-01 13:59:00;2025-03-01 15:01:00;2025-03-01 15:30:00;2025-03-01 16:29:00;2025-03-01 17:00:00;2025-03-01 17:59:00;2025-03-01 18:29:00;2025-03-01 19:30:00;2025-03-01 19:59:00;2025-03-01 21:01:00;2025-03-01 21:26:00;2025-03-01 22:16:00;2025-03-01 22:41:00;2025-03-01 23:31:00;2025-03-01 23:56:00;2025-03-01 05:44:00;2025-03-01 06:47:00;2025-03-01 07:15:00;2025-03-01 08:16:00;2025-03-01 08:45:00;2025-03-01 09:46:00;2025-03-01 10:14:00;2025-03-01 11:16:00;2025-03-01 11:44:00;2025-03-01 12:46:00;2025-03-01 13:14:00;2025-03-01 14:16:00;2025-03-01 14:45:00;2025-03-01 15:45:00;2025-03-01 16:14:00;2025-03-01 17:14:00;2025-03-01 17:45:00;2025-03-01 18:45:00;2025-03-01 19:14:00;2025-03-01 20:17:00;2025-03-01 20:45:00;2025-03-01 21:46:00;2025-03-01 22:11:00;2025-03-01 23:01:00;2025-03-01 23:26:00;2025-04-01 00:14:00;2025-03-01 06:16:00;2025-03-01 06:45:00;2025-03-01 07:46:00;2025-03-01 08:15:00;2025-03-01 09:16:00;2025-03-01 09:44:00;2025-03-01 10:46:00;2025-03-01 11:14:00;2025-03-01 12:16:00;2025-03-01 12:44:00;2025-03-01 13:46:00;2025-03-01 14:15:00;2025-03-01 15:16:00;2025-03-01 15:44:00;2025-03-01 16:44:00;2025-03-01 17:15:00;2025-03-01 18:14:00;2025-03-01 18:45:00;2025-03-01 19:46:00;2025-03-01 20:14:00;2025-03-01 21:16:00;2025-03-01 21:42:00;2025-03-01 22:31:00;2025-03-01 22:56:00;2025-03-01 23:46:00;2025-04-01 00:11:00;2535848;1152880
Ecublens VD, Epenex/Pont-Bleu;8510721;ARRIVAL;2025-03-01 05:23:00;2025-03-01 06:08:00;2025-03-01 06:49:00;2025-03-01 07:40:00;2025-03-01 08:20:00;2025-03-01 09:09:00;2025-03-01 09:50:00;2025-03-01 10:39:00;2025-03-01 11:20:00;2025-03-01 12:09:00;2025-03-01 12:50:00;2025-03-01 13:39:00;2025-03-01 14:20:00;2025-03-01 15:10:00;2025-03-01 15:48:00;2025-03-01 16:40:00;2025-03-01 17:17:00;2025-03-01 18:10:00;2025-03-01 18:49:00;2025-03-01 19:39:00;2025-03-01 20:22:00;2025-03-01 21:08:00;2025-03-01 21:51:00;2025-03-01 22:34:00;2025-03-01 23:07:00;2025-03-01 23:49:00;2025-04-01 00:20:00;2025-03-01 05:38:00;2025-03-01 06:21:00;2025-03-01 07:10:00;2025-03-01 07:49:00;2025-03-01 08:40:00;2025-03-01 09:20:00;2025-03-01 10:09:00;2025-03-01 10:50:00;2025-03-01 11:39:00;2025-03-01 12:20:00;2025-03-01 13:09:00;2025-03-01 13:50:00;2025-03-01 14:40:00;2025-03-01 15:20:00;2025-03-01 16:10:00;2025-03-01 16:47:00;2025-03-01 17:41:00;2025-03-01 18:18:00;2025-03-01 19:10:00;2025-03-01 19:50:00;2025-03-01 20:38:00;2025-03-01 21:21:00;2025-03-01 22:05:00;2025-03-01 22:36:00;2025-03-01 23:19:00;2025-03-01 23:52:00;2025-04-01 00:34:00;2025-03-01 05:37:00;2025-03-01 06:23:00;2025-03-01 07:04:00;2025-03-01 07:55:00;2025-03-01 08:35:00;2025-03-01 09:24:00;2025-03-01 10:05:00;2025-03-01 10:54:00;2025-03-01 11:35:00;2025-03-01 12:24:00;2025-03-01 13:05:00;2025-03-01 13:54:00;2025-03-01 14:35:00;2025-03-01 15:25:00;2025-03-01 16:03:00;2025-03-01 16:56:00;2025-03-01 17:32:00;2025-03-01 18:25:00;2025-03-01 19:04:00;2025-03-01 19:53:00;2025-03-01 20:36:00;2025-03-01 21:19:00;2025-03-01 05:52:00;2025-03-01 06:38:00;2025-03-01 07:19:00;2025-03-01 08:10:00;2025-03-01 08:50:00;2025-03-01 09:39:00;2025-03-01 10:20:00;2025-03-01 11:09:00;2025-03-01 11:50:00;2025-03-01 12:39:00;2025-03-01 13:20:00;2025-03-01 14:09:00;2025-03-01 14:50:00;2025-03-01 15:40:00;2025-03-01 16:18:00;2025-03-01 17:11:00;2025-03-01 17:47:00;2025-03-01 18:39:00;2025-03-01 19:19:00;2025-03-01 20:08:00;2025-03-01 20:51:00;2025-03-01 21:34:00;2025-03-01 22:06:00;2025-03-01 22:49:00;2025-03-01 23:22:00;2025-04-01 00:04:00;2025-03-01 05:53:00;2025-03-01 06:35:00;2025-03-01 07:25:00;2025-03-01 08:04:00;2025-03-01 08:55:00;2025-03-01 09:35:00;2025-03-01 10:24:00;2025-03-01 11:05:00;2025-03-01 11:54:00;2025-03-01 12:35:00;2025-03-01 13:24:00;2025-03-01 14:05:00;2025-03-01 14:55:00;2025-03-01 15:34:00;2025-03-01 16:25:00;2025-03-01 17:02:00;2025-03-01 17:56:00;2025-03-01 18:33:00;2025-03-01 19:24:00;2025-03-01 20:07:00;2025-03-01 20:54:00;2025-03-01 21:36:00;2025-03-01 22:19:00;2025-03-01 22:51:00;2025-03-01 23:34:00;2025-04-01 00:05:00;2025-03-01 06:07:00;2025-03-01 06:55:00;2025-03-01 07:34:00;2025-03-01 08:25:00;2025-03-01 09:05:00;2025-03-01 09:54:00;2025-03-01 10:35:00;2025-03-01 11:24:00;2025-03-01 12:05:00;2025-03-01 12:54:00;2025-03-01 13:35:00;2025-03-01 14:25:00;2025-03-01 15:05:00;2025-03-01 15:54:00;2025-03-01 16:32:00;2025-03-01 17:26:00;2025-03-01 18:02:00;2025-03-01 18:55:00;2025-03-01 19:35:00;2025-03-01 20:23:00;2025-03-01 21:06:00;2025-03-01 21:50:00;2025-03-01 22:21:00;2025-03-01 23:04:00;2025-03-01 23:37:00;2025-04-01 00:19:00;2533763;1154498
Ecublens VD, Epenex/Pont-Bleu;8510721;DEPARTURE;2025-03-01 05:23:00;2025-03-01 06:08:00;2025-03-01 06:49:00;2025-03-01 07:40:00;2025-03-01 08:20:00;2025-03-01 09:09:00;2025-03-01 09:50:00;2025-03-01 10:39:00;2025-03-01 11:20:00;2025-03-01 12:09:00;2025-03-01 12:50:00;2025-03-01 13:39:00;2025-03-01 14:20:00;2025-03-01 15:10:00;2025-03-01 15:48:00;2025-03-01 16:40:00;2025-03-01 17:17:00;2025-03-01 18:10:00;2025-03-01 18:49:00;2025-03-01 19:39:00;2025-03-01 20:22:00;2025-03-01 21:08:00;2025-03-01 21:51:00;2025-03-01 22:34:00;2025-03-01 23:07:00;2025-03-01 23:49:00;2025-04-01 00:20:00;2025-03-01 05:38:00;2025-03-01 06:21:00;2025-03-01 07:10:00;2025-03-01 07:49:00;2025-03-01 08:40:00;2025-03-01 09:20:00;2025-03-01 10:09:00;2025-03-01 10:50:00;2025-03-01 11:39:00;2025-03-01 12:20:00;2025-03-01 13:09:00;2025-03-01 13:50:00;2025-03-01 14:40:00;2025-03-01 15:20:00;2025-03-01 16:10:00;2025-03-01 16:47:00;2025-03-01 17:41:00;2025-03-01 18:18:00;2025-03-01 19:10:00;2025-03-01 19:50:00;2025-03-01 20:38:00;2025-03-01 21:21:00;2025-03-01 22:05:00;2025-03-01 22:36:00;2025-03-01 23:19:00;2025-03-01 23:52:00;2025-04-01 00:34:00;2025-03-01 05:37:00;2025-03-01 06:23:00;2025-03-01 07:04:00;2025-03-01 07:55:00;2025-03-01 08:35:00;2025-03-01 09:24:00;2025-03-01 10:05:00;2025-03-01 10:54:00;2025-03-01 11:35:00;2025-03-01 12:24:00;2025-03-01 13:05:00;2025-03-01 13:54:00;2025-03-01 14:35:00;2025-03-01 15:25:00;2025-03-01 16:03:00;2025-03-01 16:56:00;2025-03-01 17:32:00;2025-03-01 18:25:00;2025-03-01 19:04:00;2025-03-01 19:53:00;2025-03-01 20:36:00;2025-03-01 21:19:00;2025-03-01 05:52:00;2025-03-01 06:38:00;2025-03-01 07:19:00;2025-03-01 08:10:00;2025-03-01 08:50:00;2025-03-01 09:39:00;2025-03-01 10:20:00;2025-03-01 11:09:00;2025-03-01 11:50:00;2025-03-01 12:39:00;2025-03-01 13:20:00;2025-03-01 14:09:00;2025-03-01 14:50:00;2025-03-01 15:40:00;2025-03-01 16:18:00;2025-03-01 17:11:00;2025-03-01 17:47:00;2025-03-01 18:39:00;2025-03-01 19:19:00;2025-03-01 20:08:00;2025-03-01 20:51:00;2025-03-01 21:34:00;2025-03-01 22:06:00;2025-03-01 22:49:00;2025-03-01 23:22:00;2025-04-01 00:04:00;2025-03-01 05:53:00;2025-03-01 06:35:00;2025-03-01 07:25:00;2025-03-01 08:04:00;2025-03-01 08:55:00;2025-03-01 09:35:00;2025-03-01 10:24:00;2025-03-01 11:05:00;2025-03-01 11:54:00;2025-03-01 12:35:00;2025-03-01 13:24:00;2025-03-01 14:05:00;2025-03-01 14:55:00;2025-03-01 15:34:00;2025-03-01 16:25:00;2025-03-01 17:02:00;2025-03-01 17:56:00;2025-03-01 18:33:00;2025-03-01 19:24:00;2025-03-01 20:07:00;2025-03-01 20:54:00;2025-03-01 21:36:00;2025-03-01 22:19:00;2025-03-01 22:51:00;2025-03-01 23:34:00;2025-04-01 00:05:00;2025-03-01 06:07:00;2025-03-01 06:55:00;2025-03-01 07:34:00;2025-03-01 08:25:00;2025-03-01 09:05:00;2025-03-01 09:54:00;2025-03-01 10:35:00;2025-03-01 11:24:00;2025-03-01 12:05:00;2025-03-01 12:54:00;2025-03-01 13:35:00;2025-03-01 14:25:00;2025-03-01 15:05:00;2025-03-01 15:54:00;2025-03-01 16:32:00;2025-03-01 17:26:00;2025-03-01 18:02:00;2025-03-01 18:55:00;2025-03-01 19:35:00;2025-03-01 20:23:00;2025-03-01 21:06:00;2025-03-01 21:50:00;2025-03-01 22:21:00;2025-03-01 23:04:00;2025-03-01 23:37:00;2025-04-01 00:19:00;2533763;1154498
Ecublens VD, Pontet;8588873;ARRIVAL;2025-03-01 05:17:00;2025-03-01 06:15:00;2025-03-01 06:42:00;2025-03-01 07:48:00;2025-03-01 08:12:00;2025-03-01 09:17:00;2025-03-01 09:42:00;2025-03-01 10:47:00;2025-03-01 11:12:00;2025-03-01 12:17:00;2025-03-01 12:42:00;2025-03-01 13:47:00;2025-03-01 14:12:00;2025-03-01 15:18:00;2025-03-01 15:40:00;2025-03-01 16:48:00;2025-03-01 17:09:00;2025-03-01 18:18:00;2025-03-01 18:41:00;2025-03-01 19:47:00;2025-03-01 20:15:00;2025-03-01 21:16:00;2025-03-01 21:44:00;2025-03-01 22:41:00;2025-03-01 23:01:00;2025-03-01 23:55:00;2025-04-01 00:14:00;2025-03-01 05:45:00;2025-03-01 06:14:00;2025-03-01 07:18:00;2025-03-01 07:41:00;2025-03-01 08:48:00;2025-03-01 09:12:00;2025-03-01 10:17:00;2025-03-01 10:42:00;2025-03-01 11:47:00;2025-03-01 12:12:00;2025-03-01 13:17:00;2025-03-01 13:42:00;2025-03-01 14:48:00;2025-03-01 15:12:00;2025-03-01 16:18:00;2025-03-01 16:39:00;2025-03-01 17:49:00;2025-03-01 18:10:00;2025-03-01 19:18:00;2025-03-01 19:43:00;2025-03-01 20:46:00;2025-03-01 21:14:00;2025-03-01 22:12:00;2025-03-01 22:30:00;2025-03-01 23:25:00;2025-03-01 23:46:00;2025-04-01 00:40:00;2025-03-01 05:31:00;2025-03-01 06:30:00;2025-03-01 06:57:00;2025-03-01 08:03:00;2025-03-01 08:27:00;2025-03-01 09:32:00;2025-03-01 09:57:00;2025-03-01 11:02:00;2025-03-01 11:27:00;2025-03-01 12:32:00;2025-03-01 12:57:00;2025-03-01 14:02:00;2025-03-01 14:27:00;2025-03-01 15:33:00;2025-03-01 15:55:00;2025-03-01 17:04:00;2025-03-01 17:24:00;2025-03-01 18:33:00;2025-03-01 18:56:00;2025-03-01 20:01:00;2025-03-01 20:29:00;2025-03-01 21:27:00;2025-03-01 05:46:00;2025-03-01 06:45:00;2025-03-01 07:11:00;2025-03-01 08:18:00;2025-03-01 08:42:00;2025-03-01 09:47:00;2025-03-01 10:12:00;2025-03-01 11:17:00;2025-03-01 11:42:00;2025-03-01 12:47:00;2025-03-01 13:12:00;2025-03-01 14:17:00;2025-03-01 14:42:00;2025-03-01 15:48:00;2025-03-01 16:10:00;2025-03-01 17:19:00;2025-03-01 17:39:00;2025-03-01 18:47:00;2025-03-01 19:12:00;2025-03-01 20:16:00;2025-03-01 20:44:00;2025-03-01 21:42:00;2025-03-01 22:00:00;2025-03-01 22:56:00;2025-03-01 23:16:00;2025-04-01 00:10:00;2025-03-01 06:00:00;2025-03-01 06:28:00;2025-03-01 07:33:00;2025-03-01 07:56:00;2025-03-01 09:03:00;2025-03-01 09:27:00;2025-03-01 10:32:00;2025-03-01 10:57:00;2025-03-01 12:02:00;2025-03-01 12:27:00;2025-03-01 13:32:00;2025-03-01 13:57:00;2025-03-01 15:03:00;2025-03-01 15:26:00;2025-03-01 16:33:00;2025-03-01 16:54:00;2025-03-01 18:04:00;2025-03-01 18:25:00;2025-03-01 19:32:00;2025-03-01 20:00:00;2025-03-01 21:02:00;2025-03-01 21:29:00;2025-03-01 22:26:00;2025-03-01 22:45:00;2025-03-01 23:40:00;2025-03-01 23:59:00;2025-03-01 06:00:00;2025-03-01 07:02:00;2025-03-01 07:26:00;2025-03-01 08:33:00;2025-03-01 08:57:00;2025-03-01 10:02:00;2025-03-01 10:27:00;2025-03-01 11:32:00;2025-03-01 11:57:00;2025-03-01 13:02:00;2025-03-01 13:27:00;2025-03-01 14:33:00;2025-03-01 14:57:00;2025-03-01 16:02:00;2025-03-01 16:24:00;2025-03-01 17:34:00;2025-03-01 17:54:00;2025-03-01 19:03:00;2025-03-01 19:28:00;2025-03-01 20:31:00;2025-03-01 20:59:00;2025-03-01 21:58:00;2025-03-01 22:15:00;2025-03-01 23:10:00;2025-03-01 23:31:00;2025-04-01 00:25:00;2533051;1153539
Ecublens VD, Pontet;8588873;DEPARTURE;2025-03-01 05:17:00;2025-03-01 06:15:00;2025-03-01 06:42:00;2025-03-01 07:48:00;2025-03-01 08:12:00;2025-03-01 09:17:00;2025-03-01 09:42:00;2025-03-01 10:47:00;2025-03-01 11:12:00;2025-03-01 12:17:00;2025-03-01 12:42:00;2025-03-01 13:47:00;2025-03-01 14:12:00;2025-03-01 15:18:00;2025-03-01 15:40:00;2025-03-01 16:48:00;2025-03-01 17:09:00;2025-03-01 18:18:00;2025-03-01 18:41:00;2025-03-01 19:47:00;2025-03-01 20:15:00;2025-03-01 21:16:00;2025-03-01 21:44:00;2025-03-01 22:41:00;2025-03-01 23:01:00;2025-03-01 23:55:00;2025-04-01 00:14:00;2025-03-01 05:45:00;2025-03-01 06:14:00;2025-03-01 07:18:00;2025-03-01 07:41:00;2025-03-01 08:48:00;2025-03-01 09:12:00;2025-03-01 10:17:00;2025-03-01 10:42:00;2025-03-01 11:47:00;2025-03-01 12:12:00;2025-03-01 13:17:00;2025-03-01 13:42:00;2025-03-01 14:48:00;2025-03-01 15:12:00;2025-03-01 16:18:00;2025-03-01 16:39:00;2025-03-01 17:49:00;2025-03-01 18:10:00;2025-03-01 19:18:00;2025-03-01 19:43:00;2025-03-01 20:46:00;2025-03-01 21:14:00;2025-03-01 22:12:00;2025-03-01 22:30:00;2025-03-01 23:25:00;2025-03-01 23:46:00;2025-04-01 00:40:00;2025-03-01 05:31:00;2025-03-01 06:30:00;2025-03-01 06:57:00;2025-03-01 08:03:00;2025-03-01 08:27:00;2025-03-01 09:32:00;2025-03-01 09:57:00;2025-03-01 11:02:00;2025-03-01 11:27:00;2025-03-01 12:32:00;2025-03-01 12:57:00;2025-03-01 14:02:00;2025-03-01 14:27:00;2025-03-01 15:33:00;2025-03-01 15:55:00;2025-03-01 17:04:00;2025-03-01 17:24:00;2025-03-01 18:33:00;2025-03-01 18:56:00;2025-03-01 20:01:00;2025-03-01 20:29:00;2025-03-01 21:27:00;2025-03-01 05:46:00;2025-03-01 06:45:00;2025-03-01 07:11:00;2025-03-01 08:18:00;2025-03-01 08:42:00;2025-03-01 09:47:00;2025-03-01 10:12:00;2025-03-01 11:17:00;2025-03-01 11:42:00;2025-03-01 12:47:00;2025-03-01 13:12:00;2025-03-01 14:17:00;2025-03-01 14:42:00;2025-03-01 15:48:00;2025-03-01 16:10:00;2025-03-01 17:19:00;2025-03-01 17:39:00;2025-03-01 18:47:00;2025-03-01 19:12:00;2025-03-01 20:16:00;2025-03-01 20:44:00;2025-03-01 21:42:00;2025-03-01 22:00:00;2025-03-01 22:56:00;2025-03-01 23:16:00;2025-04-01 00:10:00;2025-03-01 06:00:00;2025-03-01 06:28:00;2025-03-01 07:33:00;2025-03-01 07:56:00;2025-03-01 09:03:00;2025-03-01 09:27:00;2025-03-01 10:32:00;2025-03-01 10:57:00;2025-03-01 12:02:00;2025-03-01 12:27:00;2025-03-01 13:32:00;2025-03-01 13:57:00;2025-03-01 15:03:00;2025-03-01 15:26:00;2025-03-01 16:33:00;2025-03-01 16:54:00;2025-03-01 18:04:00;2025-03-01 18:25:00;2025-03-01 19:32:00;2025-03-01 20:00:00;2025-03-01 21:02:00;2025-03-01 21:29:00;2025-03-01 22:26:00;2025-03-01 22:45:00;2025-03-01 23:40:00;2025-03-01 23:59:00;2025-03-01 06:00:00;2025-03-01 07:02:00;2025-03-01 07:26:00;2025-03-01 08:33:00;2025-03-01 08:57:00;2025-03-01 10:02:00;2025-03-01 10:27:00;2025-03-01 11:32:00;2025-03-01 11:57:00;2025-03-01 13:02:00;2025-03-01 13:27:00;2025-03-01 14:33:00;2025-03-01 14:57:00;2025-03-01 16:02:00;2025-03-01 16:24:00;2025-03-01 17:34:00;2025-03-01 17:54:00;2025-03-01 19:03:00;2025-03-01 19:28:00;2025-03-01 20:31:00;2025-03-01 20:59:00;2025-03-01 21:58:00;2025-03-01 22:15:00;2025-03-01 23:10:00;2025-03-01 23:31:00;2025-04-01 00:25:00;2533051;1153539
