       STOP_NAME       ; STOP_NUMBER ;     EVENT      ;     85:151:6012     ;     85:151:6024     ;     85:151:6013     ;     85:151:6014     ;     85:151:6025     ;     85:151:6026     ;     85:151:6015     ;     85:151:6016     ;     85:151:6027     ;     85:151:6028     ;     85:151:6017     ;     85:151:6018     ;     85:151:6029     ;     85:151:6030     ;     85:151:6019     ;     85:151:6020     ;     85:151:6031     ;     85:151:6032     ;     85:151:6021     ;     85:151:6033     ;     85:151:6034     ;     85:151:6035     ;     85:151:6036     ;     85:151:6037     ;     85:151:6038     ;     85:151:6039     ;     85:151:6040     ;     85:151:6041     ;     85:151:6042     ;     85:151:6064     ;     85:151:6043     ;     85:151:6044     ;     85:151:6065     ;     85:151:6066     ;     85:151:6045     ;     85:151:6046     ;     85:151:6067     ;     85:151:6068     ;     85:151:6047     ;     85:151:6048     ;     85:151:6069     ;     85:151:6070     ;     85:151:6049     ;     85:151:6050     ;     85:151:6071     ;     85:151:6072     ;     85:151:6051     ;     85:151:6052     ;     85:151:6073     ;     85:151:6053     ;     85:151:6054     ;     85:151:6055     ;     85:151:6056     ;     85:151:6057     ;     85:151:6058     ;     85:151:6059     ;     85:151:6060     ;     85:151:6061     
        Lutry, Ponfilet;      8592159;    ARRIVAL_REAL;  2025-07-01 05:20:03;  2025-07-01 05:53:45;  2025-07-01 06:03:44;  2025-07-01 06:23:39;  2025-07-01 06:34:19;  2025-07-01 06:52:03;  2025-07-01 07:05:29;  2025-07-01 07:21:46;  2025-07-01 07:34:20;  2025-07-01 07:51:30;  2025-07-01 08:06:40;  2025-07-01 08:24:37;  2025-07-01 08:35:50;  2025-07-01 08:51:50;  2025-07-01 09:05:45;  2025-07-01 09:21:48;  2025-07-01 09:35:49;  2025-07-01 09:52:20;  2025-07-01 10:04:28;  2025-07-01 10:34:43;  2025-07-01 10:54:34;  2025-07-01 11:36:08;  2025-07-01 11:52:40;  2025-07-01 12:33:53;  2025-07-01 12:52:52;  2025-07-01 13:34:33;  2025-07-01 13:52:52;  2025-07-01 14:33:44;  2025-07-01 14:51:24;  2025-07-01 15:23:09;  2025-07-01 15:34:17;  2025-07-01 15:51:41;  2025-07-01 16:04:27;  2025-07-01 16:21:06;  2025-07-01 16:34:45;  2025-07-01 16:52:09;  2025-07-01 17:05:34;  2025-07-01 17:23:01;  2025-07-01 17:35:45;  2025-07-01 17:51:00;  2025-07-01 18:08:00;  2025-07-01 18:36:36;  2025-07-01 18:35:50;  2025-07-01 18:53:15;  2025-07-01 19:03:00;  2025-07-01 19:22:00;  2025-07-01 19:34:11;  2025-07-01 19:50:50;  2025-07-01 20:03:00;  2025-07-01 20:36:03;  2025-07-01 20:52:13;  2025-07-01 21:33:14;  2025-07-01 21:52:59;  2025-07-01 22:32:30;  2025-07-01 22:51:33;  2025-07-01 23:32:08;  2025-07-01 23:52:20;  2025-08-01 00:34:40
        Lutry, Ponfilet;      8592159;  DEPARTURE_REAL;  2025-07-01 05:20:03;  2025-07-01 05:53:45;  2025-07-01 06:03:45;  2025-07-01 06:23:39;  2025-07-01 06:34:27;  2025-07-01 06:52:25;  2025-07-01 07:05:29;  2025-07-01 07:21:46;  2025-07-01 07:34:27;  2025-07-01 07:51:51;  2025-07-01 08:07:02;  2025-07-01 08:24:45;  2025-07-01 08:35:50;  2025-07-01 08:52:33;  2025-07-01 09:05:45;  2025-07-01 09:22:00;  2025-07-01 09:35:49;  2025-07-01 09:52:20;  2025-07-01 10:04:28;  2025-07-01 10:34:51;  2025-07-01 10:54:34;  2025-07-01 11:36:08;  2025-07-01 11:52:40;  2025-07-01 12:33:53;  2025-07-01 12:52:52;  2025-07-01 13:34:33;  2025-07-01 13:52:52;  2025-07-01 14:34:05;  2025-07-01 14:51:24;  2025-07-01 15:23:09;  2025-07-01 15:34:17;  2025-07-01 15:51:41;  2025-07-01 16:04:35;  2025-07-01 16:21:18;  2025-07-01 16:34:45;  2025-07-01 16:52:09;  2025-07-01 17:05:34;  2025-07-01 17:23:21;  2025-07-01 17:36:13;  2025-07-01 17:51:00;  2025-07-01 18:08:20;  2025-07-01 18:36:56;  2025-07-01 18:35:50;  2025-07-01 18:53:15;  2025-07-01 19:03:00;  2025-07-01 19:22:00;  2025-07-01 19:34:11;  2025-07-01 19:50:57;  2025-07-01 20:03:00;  2025-07-01 20:36:39;  2025-07-01 20:52:31;  2025-07-01 21:33:25;  2025-07-01 21:53:19;  2025-07-01 22:32:35;  2025-07-01 22:51:53;  2025-07-01 23:32:08;  2025-07-01 23:52:33;  2025-08-01 00:34:40
    Lutry, Marionnettes;      8592157;    ARRIVAL_REAL;  2025-07-01 05:20:36;  2025-07-01 05:54:45;  2025-07-01 06:02:56;  2025-07-01 06:24:20;  2025-07-01 06:33:31;  2025-07-01 06:53:16;  2025-07-01 07:04:09;  2025-07-01 07:22:53;  2025-07-01 07:33:32;  2025-07-01 07:52:51;  2025-07-01 08:05:42;  2025-07-01 08:26:09;  2025-07-01 08:34:59;  2025-07-01 08:52:53;  2025-07-01 09:04:15;  2025-07-01 09:23:03;  2025-07-01 09:34:40;  2025-07-01 09:53:02;  2025-07-01 10:03:35;  2025-07-01 10:33:43;  2025-07-01 10:55:20;  2025-07-01 11:35:02;  2025-07-01 11:53:20;  2025-07-01 12:32:53;  2025-07-01 12:53:50;  2025-07-01 13:33:34;  2025-07-01 13:53:33;  2025-07-01 14:32:43;  2025-07-01 14:52:25;  2025-07-01 15:24:08;  2025-07-01 15:32:58;  2025-07-01 15:52:44;  2025-07-01 16:03:27;  2025-07-01 16:22:27;  2025-07-01 16:33:41;  2025-07-01 16:53:01;  2025-07-01 17:04:27;  2025-07-01 17:24:24;  2025-07-01 17:34:34;  2025-07-01 17:52:03;  2025-07-01 18:06:21;  2025-07-01 18:37:56;  2025-07-01 18:35:02;  2025-07-01 18:54:15;  2025-07-01 19:02:11;  2025-07-01 19:22:42;  2025-07-01 19:32:49;  2025-07-01 19:51:47;  2025-07-01 20:02:11;  2025-07-01 20:33:35;  2025-07-01 20:53:12;  2025-07-01 21:32:26;  2025-07-01 21:54:01;  2025-07-01 22:31:34;  2025-07-01 22:52:34;  2025-07-01 23:31:14;  2025-07-01 23:53:13;  2025-08-01 00:33:41
    Lutry, Marionnettes;      8592157;  DEPARTURE_REAL;  2025-07-01 05:20:45;  2025-07-01 05:54:45;  2025-07-01 06:02:56;  2025-07-01 06:24:20;  2025-07-01 06:33:31;  2025-07-01 06:53:41;  2025-07-01 07:04:09;  2025-07-01 07:23:26;  2025-07-01 07:33:32;  2025-07-01 07:52:51;  2025-07-01 08:05:42;  2025-07-01 08:26:29;  2025-07-01 08:34:59;  2025-07-01 08:53:07;  2025-07-01 09:04:51;  2025-07-01 09:23:03;  2025-07-01 09:34:40;  2025-07-01 09:53:06;  2025-07-01 10:03:35;  2025-07-01 10:34:03;  2025-07-01 10:55:20;  2025-07-01 11:35:20;  2025-07-01 11:53:20;  2025-07-01 12:33:05;  2025-07-01 12:53:55;  2025-07-01 13:33:45;  2025-07-01 13:53:53;  2025-07-01 14:32:56;  2025-07-01 14:52:25;  2025-07-01 15:24:08;  2025-07-01 15:33:22;  2025-07-01 15:52:44;  2025-07-01 16:03:39;  2025-07-01 16:22:27;  2025-07-01 16:33:53;  2025-07-01 16:53:12;  2025-07-01 17:04:39;  2025-07-01 17:24:24;  2025-07-01 17:34:54;  2025-07-01 17:52:03;  2025-07-01 18:06:40;  2025-07-01 18:37:56;  2025-07-01 18:35:02;  2025-07-01 18:54:15;  2025-07-01 19:02:11;  2025-07-01 19:22:42;  2025-07-01 19:32:49;  2025-07-01 19:51:47;  2025-07-01 20:02:11;  2025-07-01 20:35:15;  2025-07-01 20:53:12;  2025-07-01 21:32:26;  2025-07-01 21:54:09;  2025-07-01 22:31:42;  2025-07-01 22:52:34;  2025-07-01 23:31:26;  2025-07-01 23:53:13;  2025-08-01 00:33:41
   Lutry, Corsy-Dessous;      8592149;    ARRIVAL_REAL;  2025-07-01 05:22:01;  2025-07-01 05:56:07;  2025-07-01 06:01:44;  2025-07-01 06:25:40;  2025-07-01 06:32:10;  2025-07-01 06:55:08;  2025-07-01 07:02:13;  2025-07-01 07:25:08;  2025-07-01 07:31:44;  2025-07-01 07:54:38;  2025-07-01 08:04:02;  2025-07-01 08:27:53;  2025-07-01 08:33:42;  2025-07-01 08:54:08;  2025-07-01 09:02:49;  2025-07-01 09:24:30;  2025-07-01 09:33:28;  2025-07-01 09:54:24;  2025-07-01 10:02:15;  2025-07-01 10:32:41;  2025-07-01 10:56:38;  2025-07-01 11:34:00;  2025-07-01 11:54:38;  2025-07-01 12:31:37;  2025-07-01 12:55:17;  2025-07-01 13:32:21;  2025-07-01 13:54:44;  2025-07-01 14:31:16;  2025-07-01 14:54:12;  2025-07-01 15:25:14;  2025-07-01 15:31:46;  2025-07-01 15:54:19;  2025-07-01 16:01:53;  2025-07-01 16:23:49;  2025-07-01 16:32:15;  2025-07-01 16:54:57;  2025-07-01 17:02:47;  2025-07-01 17:26:02;  2025-07-01 17:33:11;  2025-07-01 17:54:00;  2025-07-01 18:04:07;  2025-07-01 18:39:02;  2025-07-01 18:32:59;  2025-07-01 18:56:01;  2025-07-01 19:01:00;  2025-07-01 19:24:00;  2025-07-01 19:31:37;  2025-07-01 19:53:28;  2025-07-01 20:01:00;  2025-07-01 20:31:55;  2025-07-01 20:54:30;  2025-07-01 21:31:08;  2025-07-01 21:55:22;  2025-07-01 22:30:22;  2025-07-01 22:53:28;  2025-07-01 23:29:57;  2025-07-01 23:54:16;  2025-08-01 00:32:26
   Lutry, Corsy-Dessous;      8592149;  DEPARTURE_REAL;  2025-07-01 05:22:01;  2025-07-01 05:56:07;  2025-07-01 06:01:44;  2025-07-01 06:25:40;  2025-07-01 06:32:10;  2025-07-01 06:55:41;  2025-07-01 07:02:29;  2025-07-01 07:25:46;  2025-07-01 07:32:20;  2025-07-01 07:55:09;  2025-07-01 08:04:22;  2025-07-01 08:28:09;  2025-07-01 08:34:02;  2025-07-01 08:54:20;  2025-07-01 09:02:56;  2025-07-01 09:25:07;  2025-07-01 09:33:28;  2025-07-01 09:54:46;  2025-07-01 10:02:15;  2025-07-01 10:32:52;  2025-07-01 10:56:38;  2025-07-01 11:34:00;  2025-07-01 11:54:38;  2025-07-01 12:31:53;  2025-07-01 12:55:33;  2025-07-01 13:32:33;  2025-07-01 13:55:13;  2025-07-01 14:31:31;  2025-07-01 14:54:45;  2025-07-01 15:26:08;  2025-07-01 15:32:02;  2025-07-01 15:54:41;  2025-07-01 16:02:27;  2025-07-01 16:24:34;  2025-07-01 16:32:41;  2025-07-01 16:54:57;  2025-07-01 17:03:27;  2025-07-01 17:26:21;  2025-07-01 17:33:11;  2025-07-01 17:54:00;  2025-07-01 18:04:40;  2025-07-01 18:39:16;  2025-07-01 18:33:50;  2025-07-01 18:56:19;  2025-07-01 19:01:00;  2025-07-01 19:24:00;  2025-07-01 19:31:37;  2025-07-01 19:53:28;  2025-07-01 20:01:00;  2025-07-01 20:31:55;  2025-07-01 20:54:30;  2025-07-01 21:31:08;  2025-07-01 21:55:27;  2025-07-01 22:30:25;  2025-07-01 22:53:28;  2025-07-01 23:30:14;  2025-07-01 23:54:31;  2025-08-01 00:32:41
    La Conversion, gare;      8591976;    ARRIVAL_REAL;  2025-07-01 05:23:29;  2025-07-01 05:57:45;  2025-07-01 05:59:41;  2025-07-01 06:27:15;  2025-07-01 06:30:49;  2025-07-01 06:57:23;  2025-07-01 07:00:49;  2025-07-01 07:27:19;  2025-07-01 07:30:15;  2025-07-01 07:56:50;  2025-07-01 08:02:02;  2025-07-01 08:29:37;  2025-07-01 08:31:22;  2025-07-01 08:55:43;  2025-07-01 09:01:20;  2025-07-01 09:26:47;  2025-07-01 09:32:10;  2025-07-01 09:56:22;  2025-07-01 10:00:36;  2025-07-01 10:31:43;  2025-07-01 10:59:38;  2025-07-01 11:32:00;  2025-07-01 11:56:00;  2025-07-01 12:30:42;  2025-07-01 12:56:35;  2025-07-01 13:30:53;  2025-07-01 13:56:24;  2025-07-01 14:29:51;  2025-07-01 14:56:30;  2025-07-01 15:27:50;  2025-07-01 15:30:05;  2025-07-01 15:56:02;  2025-07-01 16:00:12;  2025-07-01 16:26:07;  2025-07-01 16:30:51;  2025-07-01 16:57:20;  2025-07-01 17:01:07;  2025-07-01 17:28:20;  2025-07-01 17:31:13;  2025-07-01 17:57:00;  2025-07-01 18:01:40;  2025-07-01 18:40:18;  2025-07-01 18:31:50;  2025-07-01 18:57:53;  2025-07-01 19:00:00;  2025-07-01 19:27:00;  2025-07-01 19:30:00;  2025-07-01 19:55:02;  2025-07-01 20:00:00;  2025-07-01 20:30:25;  2025-07-01 20:56:10;  2025-07-01 21:29:50;  2025-07-01 21:56:47;  2025-07-01 22:29:22;  2025-07-01 22:55:01;  2025-07-01 23:28:54;  2025-07-01 23:55:34;  2025-08-01 00:31:27
    La Conversion, gare;      8591976;  DEPARTURE_REAL;  2025-07-01 05:23:44;  2025-07-01 05:58:05;  2025-07-01 06:00:44;  2025-07-01 06:27:55;  2025-07-01 06:31:05;  2025-07-01 06:58:21;  2025-07-01 07:01:09;  2025-07-01 07:28:37;  2025-07-01 07:30:40;  2025-07-01 07:57:29;  2025-07-01 08:03:02;  2025-07-01 08:30:30;  2025-07-01 08:32:42;  2025-07-01 08:57:40;  2025-07-01 09:01:56;  2025-07-01 09:27:27;  2025-07-01 09:32:30;  2025-07-01 09:57:00;  2025-07-01 10:01:15;  2025-07-01 10:31:52;  2025-07-01 10:59:38;  2025-07-01 11:33:00;  2025-07-01 11:57:00;  2025-07-01 12:30:53;  2025-07-01 12:57:13;  2025-07-01 13:31:13;  2025-07-01 13:57:33;  2025-07-01 14:30:11;  2025-07-01 14:57:25;  2025-07-01 15:28:30;  2025-07-01 15:30:42;  2025-07-01 15:57:02;  2025-07-01 16:00:47;  2025-07-01 16:27:27;  2025-07-01 16:31:01;  2025-07-01 16:57:40;  2025-07-01 17:01:27;  2025-07-01 17:29:01;  2025-07-01 17:31:33;  2025-07-01 17:57:00;  2025-07-01 18:02:01;  2025-07-01 18:40:31;  2025-07-01 18:32:10;  2025-07-01 18:58:14;  2025-07-01 19:00:00;  2025-07-01 19:27:00;  2025-07-01 19:30:37;  2025-07-01 19:56:24;  2025-07-01 20:00:00;  2025-07-01 20:31:00;  2025-07-01 20:56:10;  2025-07-01 21:30:08;  2025-07-01 21:57:20;  2025-07-01 22:29:25;  2025-07-01 22:56:28;  2025-07-01 23:29:23;  2025-07-01 23:55:53;  2025-08-01 00:32:02
         Lutry, Colline;      8592151;    ARRIVAL_REAL;  2025-07-01 05:23:59;  2025-07-01 05:58:26;  2025-07-01 05:59:04;  2025-07-01 06:28:15;  2025-07-01 06:30:20;  2025-07-01 06:58:42;  2025-07-01 06:59:13;  2025-07-01 07:28:57;  2025-07-01 07:29:20;  2025-07-01 07:58:12;  2025-07-01 08:00:51;  2025-07-01 08:30:54;  2025-07-01 08:31:22;  2025-07-01 08:58:11;  2025-07-01 09:00:23;  2025-07-01 09:28:09;  2025-07-01 09:31:31;  2025-07-01 09:57:15;  2025-07-01 09:59:35;  2025-07-01 10:30:38;  2025-07-01 10:59:59;  2025-07-01 11:31:20;  2025-07-01 11:57:20;  2025-07-01 12:29:37;  2025-07-01 12:57:29;  2025-07-01 13:29:54;  2025-07-01 13:57:46;  2025-07-01 14:29:10;  2025-07-01 14:57:54;  2025-07-01 15:28:51;  2025-07-01 15:29:22;  2025-07-01 15:57:57;  2025-07-01 15:59:46;  2025-07-01 16:27:50;  2025-07-01 16:29:42;  2025-07-01 16:58:11;  2025-07-01 17:00:06;  2025-07-01 17:29:22;  2025-07-01 17:30:33;  2025-07-01 17:57:30;  2025-07-01 18:00:24;  2025-07-01 18:40:52;  2025-07-01 18:30:14;  2025-07-01 18:58:48;  2025-07-01 18:59:10;  2025-07-01 19:27:20;  2025-07-01 19:29:17;  2025-07-01 19:56:53;  2025-07-01 19:59:10;  2025-07-01 20:29:40;  2025-07-01 20:56:30;  2025-07-01 21:29:01;  2025-07-01 21:57:35;  2025-07-01 22:28:36;  2025-07-01 22:56:49;  2025-07-01 23:28:14;  2025-07-01 23:56:07;  2025-08-01 00:30:51
         Lutry, Colline;      8592151;  DEPARTURE_REAL;  2025-07-01 05:24:05;  2025-07-01 05:58:26;  2025-07-01 05:59:04;  2025-07-01 06:28:15;  2025-07-01 06:30:20;  2025-07-01 06:58:46;  2025-07-01 06:59:20;  2025-07-01 07:28:57;  2025-07-01 07:29:34;  2025-07-01 07:58:29;  2025-07-01 08:00:51;  2025-07-01 08:31:01;  2025-07-01 08:31:22;  2025-07-01 08:58:16;  2025-07-01 09:00:43;  2025-07-01 09:28:09;  2025-07-01 09:31:31;  2025-07-01 09:57:15;  2025-07-01 09:59:55;  2025-07-01 10:31:03;  2025-07-01 10:59:59;  2025-07-01 11:31:20;  2025-07-01 11:57:20;  2025-07-01 12:29:53;  2025-07-01 12:57:29;  2025-07-01 13:30:13;  2025-07-01 13:57:46;  2025-07-01 14:29:10;  2025-07-01 14:57:54;  2025-07-01 15:28:51;  2025-07-01 15:29:22;  2025-07-01 15:57:57;  2025-07-01 15:59:46;  2025-07-01 16:27:58;  2025-07-01 16:30:02;  2025-07-01 16:58:20;  2025-07-01 17:00:27;  2025-07-01 17:29:22;  2025-07-01 17:30:33;  2025-07-01 17:57:30;  2025-07-01 18:00:40;  2025-07-01 18:40:57;  2025-07-01 18:30:50;  2025-07-01 18:59:13;  2025-07-01 18:59:10;  2025-07-01 19:27:20;  2025-07-01 19:29:17;  2025-07-01 19:56:53;  2025-07-01 19:59:10;  2025-07-01 20:29:40;  2025-07-01 20:56:30;  2025-07-01 21:29:17;  2025-07-01 21:57:35;  2025-07-01 22:28:36;  2025-07-01 22:56:49;  2025-07-01 23:28:34;  2025-07-01 23:56:07;  2025-08-01 00:31:22
  Lutry, avenue William;      8592145;    ARRIVAL_REAL;  2025-07-01 05:24:25;  2025-07-01 05:58:47;  2025-07-01 05:58:40;  2025-07-01 06:28:35;  2025-07-01 06:29:11;  2025-07-01 06:59:41;  2025-07-01 06:58:25;  2025-07-01 07:29:37;  2025-07-01 07:28:39;  2025-07-01 07:59:07;  2025-07-01 07:59:52;  2025-07-01 08:31:33;  2025-07-01 08:30:54;  2025-07-01 08:58:41;  2025-07-01 09:00:03;  2025-07-01 09:28:35;  2025-07-01 09:30:49;  2025-07-01 09:57:41;  2025-07-01 09:59:19;  2025-07-01 10:29:43;  2025-07-01 11:00:25;  2025-07-01 11:31:20;  2025-07-01 11:57:40;  2025-07-01 12:28:14;  2025-07-01 12:57:54;  2025-07-01 13:29:33;  2025-07-01 13:58:12;  2025-07-01 14:28:31;  2025-07-01 14:58:25;  2025-07-01 15:29:08;  2025-07-01 15:28:24;  2025-07-01 15:58:23;  2025-07-01 15:58:51;  2025-07-01 16:28:29;  2025-07-01 16:28:42;  2025-07-01 16:58:42;  2025-07-01 16:59:32;  2025-07-01 17:29:42;  2025-07-01 17:29:36;  2025-07-01 17:58:09;  2025-07-01 17:59:20;  2025-07-01 18:41:13;  2025-07-01 18:29:35;  2025-07-01 18:59:39;  2025-07-01 18:58:15;  2025-07-01 19:27:46;  2025-07-01 19:28:58;  2025-07-01 19:57:19;  2025-07-01 19:58:15;  2025-07-01 20:29:36;  2025-07-01 20:56:56;  2025-07-01 21:28:37;  2025-07-01 21:58:01;  2025-07-01 22:28:22;  2025-07-01 22:57:15;  2025-07-01 23:28:14;  2025-07-01 23:56:33;  2025-08-01 00:30:27
  Lutry, avenue William;      8592145;  DEPARTURE_REAL;  2025-07-01 05:24:25;  2025-07-01 05:58:47;  2025-07-01 05:58:40;  2025-07-01 06:28:35;  2025-07-01 06:29:25;  2025-07-01 06:59:41;  2025-07-01 06:58:25;  2025-07-01 07:29:49;  2025-07-01 07:28:39;  2025-07-01 07:59:29;  2025-07-01 07:59:52;  2025-07-01 08:31:49;  2025-07-01 08:30:54;  2025-07-01 08:58:54;  2025-07-01 09:00:03;  2025-07-01 09:28:35;  2025-07-01 09:30:55;  2025-07-01 09:57:41;  2025-07-01 09:59:19;  2025-07-01 10:30:23;  2025-07-01 11:00:25;  2025-07-01 11:31:20;  2025-07-01 11:57:40;  2025-07-01 12:28:53;  2025-07-01 12:57:55;  2025-07-01 13:29:33;  2025-07-01 13:58:33;  2025-07-01 14:28:51;  2025-07-01 14:58:45;  2025-07-01 15:29:08;  2025-07-01 15:28:46;  2025-07-01 15:58:42;  2025-07-01 15:58:51;  2025-07-01 16:28:37;  2025-07-01 16:29:01;  2025-07-01 16:59:01;  2025-07-01 16:59:32;  2025-07-01 17:30:01;  2025-07-01 17:29:53;  2025-07-01 17:58:09;  2025-07-01 17:59:41;  2025-07-01 18:41:30;  2025-07-01 18:29:50;  2025-07-01 18:59:39;  2025-07-01 18:58:15;  2025-07-01 19:27:46;  2025-07-01 19:28:58;  2025-07-01 19:57:45;  2025-07-01 19:58:15;  2025-07-01 20:29:36;  2025-07-01 20:56:56;  2025-07-01 21:28:37;  2025-07-01 21:58:01;  2025-07-01 22:28:22;  2025-07-01 22:57:15;  2025-07-01 23:28:14;  2025-07-01 23:56:35;  2025-08-01 00:30:27
          Lutry, Orzens;      8592158;    ARRIVAL_REAL;  2025-07-01 05:24:53;  2025-07-01 05:59:15;  2025-07-01 05:57:56;  2025-07-01 06:28:56;  2025-07-01 06:28:17;  2025-07-01 07:00:09;  2025-07-01 06:57:41;  2025-07-01 07:30:31;  2025-07-01 07:28:15;  2025-07-01 08:00:12;  2025-07-01 07:57:32;  2025-07-01 08:32:32;  2025-07-01 08:30:10;  2025-07-01 08:59:20;  2025-07-01 08:57:32;  2025-07-01 09:28:56;  2025-07-01 09:30:03;  2025-07-01 09:58:09;  2025-07-01 09:58:35;  2025-07-01 10:29:43;  2025-07-01 11:00:53;  2025-07-01 11:30:45;  2025-07-01 11:58:08;  2025-07-01 12:27:54;  2025-07-01 12:58:23;  2025-07-01 13:28:33;  2025-07-01 13:59:01;  2025-07-01 14:28:11;  2025-07-01 14:59:13;  2025-07-01 15:29:36;  2025-07-01 15:28:02;  2025-07-01 15:59:42;  2025-07-01 15:58:07;  2025-07-01 16:29:23;  2025-07-01 16:28:02;  2025-07-01 16:59:44;  2025-07-01 16:58:59;  2025-07-01 17:30:21;  2025-07-01 17:29:05;  2025-07-01 17:58:52;  2025-07-01 17:58:20;  2025-07-01 18:41:56;  2025-07-01 18:29:25;  2025-07-01 19:00:07;  2025-07-01 18:57:32;  2025-07-01 19:28:14;  2025-07-01 19:28:19;  2025-07-01 19:58:12;  2025-07-01 19:57:32;  2025-07-01 20:28:52;  2025-07-01 20:57:17;  2025-07-01 21:27:55;  2025-07-01 21:58:29;  2025-07-01 22:28:02;  2025-07-01 22:57:43;  2025-07-01 23:27:46;  2025-07-01 23:57:01;  2025-08-01 00:30:06
          Lutry, Orzens;      8592158;  DEPARTURE_REAL;  2025-07-01 05:24:55;  2025-07-01 05:59:15;  2025-07-01 05:57:56;  2025-07-01 06:28:56;  2025-07-01 06:28:17;  2025-07-01 07:00:09;  2025-07-01 06:57:41;  2025-07-01 07:30:31;  2025-07-01 07:28:15;  2025-07-01 08:00:12;  2025-07-01 07:59:08;  2025-07-01 08:32:32;  2025-07-01 08:30:10;  2025-07-01 08:59:20;  2025-07-01 08:59:23;  2025-07-01 09:28:56;  2025-07-01 09:30:11;  2025-07-01 09:58:09;  2025-07-01 09:58:35;  2025-07-01 10:29:43;  2025-07-01 11:00:53;  2025-07-01 11:30:45;  2025-07-01 11:58:08;  2025-07-01 12:27:54;  2025-07-01 12:58:23;  2025-07-01 13:29:05;  2025-07-01 13:59:01;  2025-07-01 14:28:23;  2025-07-01 14:59:35;  2025-07-01 15:29:36;  2025-07-01 15:28:02;  2025-07-01 15:59:42;  2025-07-01 15:58:07;  2025-07-01 16:29:23;  2025-07-01 16:28:02;  2025-07-01 16:59:44;  2025-07-01 16:59:07;  2025-07-01 17:30:21;  2025-07-01 17:29:13;  2025-07-01 17:58:52;  2025-07-01 17:58:32;  2025-07-01 18:42:06;  2025-07-01 18:29:25;  2025-07-01 19:00:07;  2025-07-01 18:57:32;  2025-07-01 19:28:14;  2025-07-01 19:28:37;  2025-07-01 19:58:12;  2025-07-01 19:57:32;  2025-07-01 20:28:52;  2025-07-01 20:57:17;  2025-07-01 21:27:55;  2025-07-01 21:58:29;  2025-07-01 22:28:02;  2025-07-01 22:57:43;  2025-07-01 23:27:46;  2025-07-01 23:57:01;  2025-08-01 00:30:06
      Lutry, Les Champs;      8592154;    ARRIVAL_REAL;  2025-07-01 05:25:38;  2025-07-01 06:00:00;  2025-07-01 05:56:24;  2025-07-01 06:29:41;  2025-07-01 06:26:25;  2025-07-01 07:01:21;  2025-07-01 06:56:09;  2025-07-01 07:31:17;  2025-07-01 07:26:41;  2025-07-01 08:01:29;  2025-07-01 07:56:00;  2025-07-01 08:33:40;  2025-07-01 08:28:05;  2025-07-01 09:00:27;  2025-07-01 08:56:00;  2025-07-01 09:29:41;  2025-07-01 09:28:11;  2025-07-01 09:58:54;  2025-07-01 09:56:35;  2025-07-01 10:27:47;  2025-07-01 11:01:38;  2025-07-01 11:29:20;  2025-07-01 11:58:46;  2025-07-01 12:26:53;  2025-07-01 12:59:08;  2025-07-01 13:27:14;  2025-07-01 13:59:53;  2025-07-01 14:26:51;  2025-07-01 15:00:20;  2025-07-01 15:30:28;  2025-07-01 15:26:26;  2025-07-01 16:00:28;  2025-07-01 15:56:47;  2025-07-01 16:30:31;  2025-07-01 16:26:00;  2025-07-01 17:01:00;  2025-07-01 16:56:51;  2025-07-01 17:31:01;  2025-07-01 17:27:18;  2025-07-01 18:00:00;  2025-07-01 17:56:40;  2025-07-01 18:42:46;  2025-07-01 18:27:36;  2025-07-01 19:00:52;  2025-07-01 18:56:00;  2025-07-01 19:29:00;  2025-07-01 19:26:59;  2025-07-01 19:59:17;  2025-07-01 19:56:00;  2025-07-01 20:27:02;  2025-07-01 20:58:02;  2025-07-01 21:26:26;  2025-07-01 21:59:14;  2025-07-01 22:26:05;  2025-07-01 22:58:17;  2025-07-01 23:26:00;  2025-07-01 23:57:46;  2025-08-01 00:29:02
