       STOP_NAME       ; STOP_NUMBER ;   EVENT   ;     85:151:6012     ;     85:151:6024     ;     85:151:6013     ;     85:151:6014     ;     85:151:6025     ;     85:151:6026     ;     85:151:6015     ;     85:151:6016     ;     85:151:6027     ;     85:151:6028     ;     85:151:6017     ;     85:151:6018     ;     85:151:6029     ;     85:151:6030     ;     85:151:6019     ;     85:151:6020     ;     85:151:6031     ;     85:151:6032     ;     85:151:6021     ;     85:151:6033     ;     85:151:6034     ;     85:151:6035     ;     85:151:6036     ;     85:151:6037     ;     85:151:6038     ;     85:151:6039     ;     85:151:6040     ;     85:151:6041     ;     85:151:6042     ;     85:151:6064     ;     85:151:6043     ;     85:151:6044     ;     85:151:6065     ;     85:151:6066     ;     85:151:6045     ;     85:151:6046     ;     85:151:6067     ;     85:151:6068     ;     85:151:6047     ;     85:151:6048     ;     85:151:6069     ;     85:151:6070     ;     85:151:6049     ;     85:151:6050     ;     85:151:6071     ;     85:151:6072     ;     85:151:6051     ;     85:151:6052     ;     85:151:6073     ;     85:151:6053     ;     85:151:6054     ;     85:151:6055     ;     85:151:6056     ;     85:151:6057     ;     85:151:6058     ;     85:151:6059     ;     85:151:6060     ;     85:151:6061     
        Lutry, Ponfilet;      8592159;    ARRIVAL;  2025-07-01 05:18:00;  2025-07-01 05:52:00;  2025-07-01 06:03:00;  2025-07-01 06:22:00;  2025-07-01 06:33:00;  2025-07-01 06:51:00;  2025-07-01 07:03:00;  2025-07-01 07:21:00;  2025-07-01 07:34:00;  2025-07-01 07:52:00;  2025-07-01 08:04:00;  2025-07-01 08:22:00;  2025-07-01 08:34:00;  2025-07-01 08:52:00;  2025-07-01 09:03:00;  2025-07-01 09:21:00;  2025-07-01 09:33:00;  2025-07-01 09:52:00;  2025-07-01 10:03:00;  2025-07-01 10:33:00;  2025-07-01 10:52:00;  2025-07-01 11:33:00;  2025-07-01 11:52:00;  2025-07-01 12:33:00;  2025-07-01 12:51:00;  2025-07-01 13:33:00;  2025-07-01 13:51:00;  2025-07-01 14:33:00;  2025-07-01 14:51:00;  2025-07-01 15:21:00;  2025-07-01 15:34:00;  2025-07-01 15:51:00;  2025-07-01 16:04:00;  2025-07-01 16:21:00;  2025-07-01 16:34:00;  2025-07-01 16:51:00;  2025-07-01 17:04:00;  2025-07-01 17:21:00;  2025-07-01 17:34:00;  2025-07-01 17:51:00;  2025-07-01 18:04:00;  2025-07-01 18:21:00;  2025-07-01 18:34:00;  2025-07-01 18:51:00;  2025-07-01 19:03:00;  2025-07-01 19:22:00;  2025-07-01 19:33:00;  2025-07-01 19:52:00;  2025-07-01 20:03:00;  2025-07-01 20:33:00;  2025-07-01 20:52:00;  2025-07-01 21:33:00;  2025-07-01 21:52:00;  2025-07-01 22:33:00;  2025-07-01 22:52:00;  2025-07-01 23:33:00;  2025-07-01 23:52:00;  2025-08-01 00:36:00
        Lutry, Ponfilet;      8592159;  DEPARTURE;  2025-07-01 05:18:00;  2025-07-01 05:52:00;  2025-07-01 06:03:00;  2025-07-01 06:22:00;  2025-07-01 06:33:00;  2025-07-01 06:51:00;  2025-07-01 07:03:00;  2025-07-01 07:21:00;  2025-07-01 07:34:00;  2025-07-01 07:52:00;  2025-07-01 08:04:00;  2025-07-01 08:22:00;  2025-07-01 08:34:00;  2025-07-01 08:52:00;  2025-07-01 09:03:00;  2025-07-01 09:21:00;  2025-07-01 09:33:00;  2025-07-01 09:52:00;  2025-07-01 10:03:00;  2025-07-01 10:33:00;  2025-07-01 10:52:00;  2025-07-01 11:33:00;  2025-07-01 11:52:00;  2025-07-01 12:33:00;  2025-07-01 12:51:00;  2025-07-01 13:33:00;  2025-07-01 13:51:00;  2025-07-01 14:33:00;  2025-07-01 14:51:00;  2025-07-01 15:21:00;  2025-07-01 15:34:00;  2025-07-01 15:51:00;  2025-07-01 16:04:00;  2025-07-01 16:21:00;  2025-07-01 16:34:00;  2025-07-01 16:51:00;  2025-07-01 17:04:00;  2025-07-01 17:21:00;  2025-07-01 17:34:00;  2025-07-01 17:51:00;  2025-07-01 18:04:00;  2025-07-01 18:21:00;  2025-07-01 18:34:00;  2025-07-01 18:51:00;  2025-07-01 19:03:00;  2025-07-01 19:22:00;  2025-07-01 19:33:00;  2025-07-01 19:52:00;  2025-07-01 20:03:00;  2025-07-01 20:33:00;  2025-07-01 20:52:00;  2025-07-01 21:33:00;  2025-07-01 21:52:00;  2025-07-01 22:33:00;  2025-07-01 22:52:00;  2025-07-01 23:33:00;  2025-07-01 23:52:00;  2025-08-01 00:36:00
    Lutry, Marionnettes;      8592157;    ARRIVAL;  2025-07-01 05:18:00;  2025-07-01 05:52:00;  2025-07-01 06:02:00;  2025-07-01 06:22:00;  2025-07-01 06:32:00;  2025-07-01 06:52:00;  2025-07-01 07:02:00;  2025-07-01 07:22:00;  2025-07-01 07:33:00;  2025-07-01 07:53:00;  2025-07-01 08:03:00;  2025-07-01 08:23:00;  2025-07-01 08:33:00;  2025-07-01 08:53:00;  2025-07-01 09:02:00;  2025-07-01 09:22:00;  2025-07-01 09:32:00;  2025-07-01 09:52:00;  2025-07-01 10:02:00;  2025-07-01 10:32:00;  2025-07-01 10:52:00;  2025-07-01 11:32:00;  2025-07-01 11:52:00;  2025-07-01 12:32:00;  2025-07-01 12:52:00;  2025-07-01 13:32:00;  2025-07-01 13:52:00;  2025-07-01 14:32:00;  2025-07-01 14:52:00;  2025-07-01 15:22:00;  2025-07-01 15:33:00;  2025-07-01 15:52:00;  2025-07-01 16:03:00;  2025-07-01 16:22:00;  2025-07-01 16:33:00;  2025-07-01 16:52:00;  2025-07-01 17:03:00;  2025-07-01 17:22:00;  2025-07-01 17:33:00;  2025-07-01 17:52:00;  2025-07-01 18:03:00;  2025-07-01 18:22:00;  2025-07-01 18:33:00;  2025-07-01 18:52:00;  2025-07-01 19:02:00;  2025-07-01 19:22:00;  2025-07-01 19:32:00;  2025-07-01 19:52:00;  2025-07-01 20:02:00;  2025-07-01 20:32:00;  2025-07-01 20:52:00;  2025-07-01 21:32:00;  2025-07-01 21:52:00;  2025-07-01 22:32:00;  2025-07-01 22:52:00;  2025-07-01 23:32:00;  2025-07-01 23:52:00;  2025-08-01 00:35:00
    Lutry, Marionnettes;      8592157;  DEPARTURE;  2025-07-01 05:18:00;  2025-07-01 05:52:00;  2025-07-01 06:02:00;  2025-07-01 06:22:00;  2025-07-01 06:32:00;  2025-07-01 06:52:00;  2025-07-01 07:02:00;  2025-07-01 07:22:00;  2025-07-01 07:33:00;  2025-07-01 07:53:00;  2025-07-01 08:03:00;  2025-07-01 08:23:00;  2025-07-01 08:33:00;  2025-07-01 08:53:00;  2025-07-01 09:02:00;  2025-07-01 09:22:00;  2025-07-01 09:32:00;  2025-07-01 09:52:00;  2025-07-01 10:02:00;  2025-07-01 10:32:00;  2025-07-01 10:52:00;  2025-07-01 11:32:00;  2025-07-01 11:52:00;  2025-07-01 12:32:00;  2025-07-01 12:52:00;  2025-07-01 13:32:00;  2025-07-01 13:52:00;  2025-07-01 14:32:00;  2025-07-01 14:52:00;  2025-07-01 15:22:00;  2025-07-01 15:33:00;  2025-07-01 15:52:00;  2025-07-01 16:03:00;  2025-07-01 16:22:00;  2025-07-01 16:33:00;  2025-07-01 16:52:00;  2025-07-01 17:03:00;  2025-07-01 17:22:00;  2025-07-01 17:33:00;  2025-07-01 17:52:00;  2025-07-01 18:03:00;  2025-07-01 18:22:00;  2025-07-01 18:33:00;  2025-07-01 18:52:00;  2025-07-01 19:02:00;  2025-07-01 19:22:00;  2025-07-01 19:32:00;  2025-07-01 19:52:00;  2025-07-01 20:02:00;  2025-07-01 20:32:00;  2025-07-01 20:52:00;  2025-07-01 21:32:00;  2025-07-01 21:52:00;  2025-07-01 22:32:00;  2025-07-01 22:52:00;  2025-07-01 23:32:00;  2025-07-01 23:52:00;  2025-08-01 00:35:00
   Lutry, Corsy-Dessous;      8592149;    ARRIVAL;  2025-07-01 05:20:00;  2025-07-01 05:54:00;  2025-07-01 06:01:00;  2025-07-01 06:24:00;  2025-07-01 06:31:00;  2025-07-01 06:54:00;  2025-07-01 07:01:00;  2025-07-01 07:24:00;  2025-07-01 07:32:00;  2025-07-01 07:55:00;  2025-07-01 08:02:00;  2025-07-01 08:25:00;  2025-07-01 08:32:00;  2025-07-01 08:55:00;  2025-07-01 09:01:00;  2025-07-01 09:24:00;  2025-07-01 09:31:00;  2025-07-01 09:54:00;  2025-07-01 10:01:00;  2025-07-01 10:31:00;  2025-07-01 10:54:00;  2025-07-01 11:31:00;  2025-07-01 11:54:00;  2025-07-01 12:31:00;  2025-07-01 12:54:00;  2025-07-01 13:31:00;  2025-07-01 13:54:00;  2025-07-01 14:31:00;  2025-07-01 14:54:00;  2025-07-01 15:24:00;  2025-07-01 15:32:00;  2025-07-01 15:54:00;  2025-07-01 16:02:00;  2025-07-01 16:24:00;  2025-07-01 16:32:00;  2025-07-01 16:54:00;  2025-07-01 17:02:00;  2025-07-01 17:24:00;  2025-07-01 17:32:00;  2025-07-01 17:54:00;  2025-07-01 18:02:00;  2025-07-01 18:24:00;  2025-07-01 18:32:00;  2025-07-01 18:54:00;  2025-07-01 19:01:00;  2025-07-01 19:24:00;  2025-07-01 19:31:00;  2025-07-01 19:54:00;  2025-07-01 20:01:00;  2025-07-01 20:31:00;  2025-07-01 20:54:00;  2025-07-01 21:31:00;  2025-07-01 21:54:00;  2025-07-01 22:31:00;  2025-07-01 22:54:00;  2025-07-01 23:31:00;  2025-07-01 23:54:00;  2025-08-01 00:34:00
   Lutry, Corsy-Dessous;      8592149;  DEPARTURE;  2025-07-01 05:20:00;  2025-07-01 05:54:00;  2025-07-01 06:01:00;  2025-07-01 06:24:00;  2025-07-01 06:31:00;  2025-07-01 06:54:00;  2025-07-01 07:01:00;  2025-07-01 07:24:00;  2025-07-01 07:32:00;  2025-07-01 07:55:00;  2025-07-01 08:02:00;  2025-07-01 08:25:00;  2025-07-01 08:32:00;  2025-07-01 08:55:00;  2025-07-01 09:01:00;  2025-07-01 09:24:00;  2025-07-01 09:31:00;  2025-07-01 09:54:00;  2025-07-01 10:01:00;  2025-07-01 10:31:00;  2025-07-01 10:54:00;  2025-07-01 11:31:00;  2025-07-01 11:54:00;  2025-07-01 12:31:00;  2025-07-01 12:54:00;  2025-07-01 13:31:00;  2025-07-01 13:54:00;  2025-07-01 14:31:00;  2025-07-01 14:54:00;  2025-07-01 15:24:00;  2025-07-01 15:32:00;  2025-07-01 15:54:00;  2025-07-01 16:02:00;  2025-07-01 16:24:00;  2025-07-01 16:32:00;  2025-07-01 16:54:00;  2025-07-01 17:02:00;  2025-07-01 17:24:00;  2025-07-01 17:32:00;  2025-07-01 17:54:00;  2025-07-01 18:02:00;  2025-07-01 18:24:00;  2025-07-01 18:32:00;  2025-07-01 18:54:00;  2025-07-01 19:01:00;  2025-07-01 19:24:00;  2025-07-01 19:31:00;  2025-07-01 19:54:00;  2025-07-01 20:01:00;  2025-07-01 20:31:00;  2025-07-01 20:54:00;  2025-07-01 21:31:00;  2025-07-01 21:54:00;  2025-07-01 22:31:00;  2025-07-01 22:54:00;  2025-07-01 23:31:00;  2025-07-01 23:54:00;  2025-08-01 00:34:00
    La Conversion, gare;      8591976;    ARRIVAL;  2025-07-01 05:23:00;  2025-07-01 05:57:00;  2025-07-01 06:00:00;  2025-07-01 06:27:00;  2025-07-01 06:30:00;  2025-07-01 06:57:00;  2025-07-01 07:00:00;  2025-07-01 07:27:00;  2025-07-01 07:30:00;  2025-07-01 07:58:00;  2025-07-01 08:00:00;  2025-07-01 08:28:00;  2025-07-01 08:30:00;  2025-07-01 08:58:00;  2025-07-01 09:00:00;  2025-07-01 09:27:00;  2025-07-01 09:30:00;  2025-07-01 09:57:00;  2025-07-01 10:00:00;  2025-07-01 10:30:00;  2025-07-01 10:57:00;  2025-07-01 11:30:00;  2025-07-01 11:57:00;  2025-07-01 12:30:00;  2025-07-01 12:57:00;  2025-07-01 13:30:00;  2025-07-01 13:57:00;  2025-07-01 14:30:00;  2025-07-01 14:57:00;  2025-07-01 15:27:00;  2025-07-01 15:30:00;  2025-07-01 15:57:00;  2025-07-01 16:00:00;  2025-07-01 16:27:00;  2025-07-01 16:30:00;  2025-07-01 16:57:00;  2025-07-01 17:00:00;  2025-07-01 17:27:00;  2025-07-01 17:30:00;  2025-07-01 17:57:00;  2025-07-01 18:00:00;  2025-07-01 18:27:00;  2025-07-01 18:30:00;  2025-07-01 18:57:00;  2025-07-01 19:00:00;  2025-07-01 19:27:00;  2025-07-01 19:30:00;  2025-07-01 19:57:00;  2025-07-01 20:00:00;  2025-07-01 20:30:00;  2025-07-01 20:57:00;  2025-07-01 21:30:00;  2025-07-01 21:57:00;  2025-07-01 22:30:00;  2025-07-01 22:57:00;  2025-07-01 23:30:00;  2025-07-01 23:57:00;  2025-08-01 00:33:00
    La Conversion, gare;      8591976;  DEPARTURE;  2025-07-01 05:23:00;  2025-07-01 05:57:00;  2025-07-01 06:00:00;  2025-07-01 06:27:00;  2025-07-01 06:30:00;  2025-07-01 06:57:00;  2025-07-01 07:00:00;  2025-07-01 07:27:00;  2025-07-01 07:30:00;  2025-07-01 07:58:00;  2025-07-01 08:00:00;  2025-07-01 08:28:00;  2025-07-01 08:30:00;  2025-07-01 08:58:00;  2025-07-01 09:00:00;  2025-07-01 09:27:00;  2025-07-01 09:30:00;  2025-07-01 09:57:00;  2025-07-01 10:00:00;  2025-07-01 10:30:00;  2025-07-01 10:57:00;  2025-07-01 11:30:00;  2025-07-01 11:57:00;  2025-07-01 12:30:00;  2025-07-01 12:57:00;  2025-07-01 13:30:00;  2025-07-01 13:57:00;  2025-07-01 14:30:00;  2025-07-01 14:57:00;  2025-07-01 15:27:00;  2025-07-01 15:30:00;  2025-07-01 15:57:00;  2025-07-01 16:00:00;  2025-07-01 16:27:00;  2025-07-01 16:30:00;  2025-07-01 16:57:00;  2025-07-01 17:00:00;  2025-07-01 17:27:00;  2025-07-01 17:30:00;  2025-07-01 17:57:00;  2025-07-01 18:00:00;  2025-07-01 18:27:00;  2025-07-01 18:30:00;  2025-07-01 18:57:00;  2025-07-01 19:00:00;  2025-07-01 19:27:00;  2025-07-01 19:30:00;  2025-07-01 19:57:00;  2025-07-01 20:00:00;  2025-07-01 20:30:00;  2025-07-01 20:57:00;  2025-07-01 21:30:00;  2025-07-01 21:57:00;  2025-07-01 22:30:00;  2025-07-01 22:57:00;  2025-07-01 23:30:00;  2025-07-01 23:57:00;  2025-08-01 00:33:00
         Lutry, Colline;      8592151;    ARRIVAL;  2025-07-01 05:23:00;  2025-07-01 05:57:00;  2025-07-01 05:59:00;  2025-07-01 06:27:00;  2025-07-01 06:29:00;  2025-07-01 06:57:00;  2025-07-01 06:59:00;  2025-07-01 07:27:00;  2025-07-01 07:29:00;  2025-07-01 07:58:00;  2025-07-01 07:59:00;  2025-07-01 08:28:00;  2025-07-01 08:29:00;  2025-07-01 08:58:00;  2025-07-01 08:59:00;  2025-07-01 09:27:00;  2025-07-01 09:29:00;  2025-07-01 09:57:00;  2025-07-01 09:59:00;  2025-07-01 10:29:00;  2025-07-01 10:57:00;  2025-07-01 11:29:00;  2025-07-01 11:57:00;  2025-07-01 12:29:00;  2025-07-01 12:57:00;  2025-07-01 13:29:00;  2025-07-01 13:57:00;  2025-07-01 14:29:00;  2025-07-01 14:57:00;  2025-07-01 15:27:00;  2025-07-01 15:29:00;  2025-07-01 15:57:00;  2025-07-01 15:59:00;  2025-07-01 16:27:00;  2025-07-01 16:29:00;  2025-07-01 16:57:00;  2025-07-01 16:59:00;  2025-07-01 17:27:00;  2025-07-01 17:29:00;  2025-07-01 17:57:00;  2025-07-01 17:59:00;  2025-07-01 18:27:00;  2025-07-01 18:29:00;  2025-07-01 18:57:00;  2025-07-01 18:59:00;  2025-07-01 19:27:00;  2025-07-01 19:29:00;  2025-07-01 19:57:00;  2025-07-01 19:59:00;  2025-07-01 20:29:00;  2025-07-01 20:57:00;  2025-07-01 21:29:00;  2025-07-01 21:57:00;  2025-07-01 22:29:00;  2025-07-01 22:57:00;  2025-07-01 23:29:00;  2025-07-01 23:57:00;  2025-08-01 00:32:00
         Lutry, Colline;      8592151;  DEPARTURE;  2025-07-01 05:23:00;  2025-07-01 05:57:00;  2025-07-01 05:59:00;  2025-07-01 06:27:00;  2025-07-01 06:29:00;  2025-07-01 06:57:00;  2025-07-01 06:59:00;  2025-07-01 07:27:00;  2025-07-01 07:29:00;  2025-07-01 07:58:00;  2025-07-01 07:59:00;  2025-07-01 08:28:00;  2025-07-01 08:29:00;  2025-07-01 08:58:00;  2025-07-01 08:59:00;  2025-07-01 09:27:00;  2025-07-01 09:29:00;  2025-07-01 09:57:00;  2025-07-01 09:59:00;  2025-07-01 10:29:00;  2025-07-01 10:57:00;  2025-07-01 11:29:00;  2025-07-01 11:57:00;  2025-07-01 12:29:00;  2025-07-01 12:57:00;  2025-07-01 13:29:00;  2025-07-01 13:57:00;  2025-07-01 14:29:00;  2025-07-01 14:57:00;  2025-07-01 15:27:00;  2025-07-01 15:29:00;  2025-07-01 15:57:00;  2025-07-01 15:59:00;  2025-07-01 16:27:00;  2025-07-01 16:29:00;  2025-07-01 16:57:00;  2025-07-01 16:59:00;  2025-07-01 17:27:00;  2025-07-01 17:29:00;  2025-07-01 17:57:00;  2025-07-01 17:59:00;  2025-07-01 18:27:00;  2025-07-01 18:29:00;  2025-07-01 18:57:00;  2025-07-01 18:59:00;  2025-07-01 19:27:00;  2025-07-01 19:29:00;  2025-07-01 19:57:00;  2025-07-01 19:59:00;  2025-07-01 20:29:00;  2025-07-01 20:57:00;  2025-07-01 21:29:00;  2025-07-01 21:57:00;  2025-07-01 22:29:00;  2025-07-01 22:57:00;  2025-07-01 23:29:00;  2025-07-01 23:57:00;  2025-08-01 00:32:00
  Lutry, avenue William;      8592145;    ARRIVAL;  2025-07-01 05:23:00;  2025-07-01 05:57:00;  2025-07-01 05:58:00;  2025-07-01 06:27:00;  2025-07-01 06:28:00;  2025-07-01 06:57:00;  2025-07-01 06:58:00;  2025-07-01 07:27:00;  2025-07-01 07:28:00;  2025-07-01 07:59:00;  2025-07-01 07:58:00;  2025-07-01 08:29:00;  2025-07-01 08:28:00;  2025-07-01 08:59:00;  2025-07-01 08:58:00;  2025-07-01 09:27:00;  2025-07-01 09:28:00;  2025-07-01 09:57:00;  2025-07-01 09:58:00;  2025-07-01 10:28:00;  2025-07-01 10:57:00;  2025-07-01 11:28:00;  2025-07-01 11:57:00;  2025-07-01 12:28:00;  2025-07-01 12:57:00;  2025-07-01 13:28:00;  2025-07-01 13:57:00;  2025-07-01 14:28:00;  2025-07-01 14:57:00;  2025-07-01 15:27:00;  2025-07-01 15:28:00;  2025-07-01 15:57:00;  2025-07-01 15:58:00;  2025-07-01 16:28:00;  2025-07-01 16:28:00;  2025-07-01 16:58:00;  2025-07-01 16:58:00;  2025-07-01 17:28:00;  2025-07-01 17:28:00;  2025-07-01 17:58:00;  2025-07-01 17:58:00;  2025-07-01 18:28:00;  2025-07-01 18:28:00;  2025-07-01 18:57:00;  2025-07-01 18:58:00;  2025-07-01 19:27:00;  2025-07-01 19:28:00;  2025-07-01 19:57:00;  2025-07-01 19:58:00;  2025-07-01 20:28:00;  2025-07-01 20:57:00;  2025-07-01 21:28:00;  2025-07-01 21:57:00;  2025-07-01 22:28:00;  2025-07-01 22:57:00;  2025-07-01 23:28:00;  2025-07-01 23:57:00;  2025-08-01 00:31:00
  Lutry, avenue William;      8592145;  DEPARTURE;  2025-07-01 05:23:00;  2025-07-01 05:57:00;  2025-07-01 05:58:00;  2025-07-01 06:27:00;  2025-07-01 06:28:00;  2025-07-01 06:57:00;  2025-07-01 06:58:00;  2025-07-01 07:27:00;  2025-07-01 07:28:00;  2025-07-01 07:59:00;  2025-07-01 07:58:00;  2025-07-01 08:29:00;  2025-07-01 08:28:00;  2025-07-01 08:59:00;  2025-07-01 08:58:00;  2025-07-01 09:27:00;  2025-07-01 09:28:00;  2025-07-01 09:57:00;  2025-07-01 09:58:00;  2025-07-01 10:28:00;  2025-07-01 10:57:00;  2025-07-01 11:28:00;  2025-07-01 11:57:00;  2025-07-01 12:28:00;  2025-07-01 12:57:00;  2025-07-01 13:28:00;  2025-07-01 13:57:00;  2025-07-01 14:28:00;  2025-07-01 14:57:00;  2025-07-01 15:27:00;  2025-07-01 15:28:00;  2025-07-01 15:57:00;  2025-07-01 15:58:00;  2025-07-01 16:28:00;  2025-07-01 16:28:00;  2025-07-01 16:58:00;  2025-07-01 16:58:00;  2025-07-01 17:28:00;  2025-07-01 17:28:00;  2025-07-01 17:58:00;  2025-07-01 17:58:00;  2025-07-01 18:28:00;  2025-07-01 18:28:00;  2025-07-01 18:57:00;  2025-07-01 18:58:00;  2025-07-01 19:27:00;  2025-07-01 19:28:00;  2025-07-01 19:57:00;  2025-07-01 19:58:00;  2025-07-01 20:28:00;  2025-07-01 20:57:00;  2025-07-01 21:28:00;  2025-07-01 21:57:00;  2025-07-01 22:28:00;  2025-07-01 22:57:00;  2025-07-01 23:28:00;  2025-07-01 23:57:00;  2025-08-01 00:31:00
          Lutry, Orzens;      8592158;    ARRIVAL;  2025-07-01 05:24:00;  2025-07-01 05:58:00;  2025-07-01 05:57:00;  2025-07-01 06:28:00;  2025-07-01 06:27:00;  2025-07-01 06:58:00;  2025-07-01 06:57:00;  2025-07-01 07:28:00;  2025-07-01 07:27:00;  2025-07-01 07:59:00;  2025-07-01 07:57:00;  2025-07-01 08:29:00;  2025-07-01 08:27:00;  2025-07-01 08:59:00;  2025-07-01 08:57:00;  2025-07-01 09:28:00;  2025-07-01 09:27:00;  2025-07-01 09:58:00;  2025-07-01 09:57:00;  2025-07-01 10:27:00;  2025-07-01 10:58:00;  2025-07-01 11:27:00;  2025-07-01 11:58:00;  2025-07-01 12:27:00;  2025-07-01 12:58:00;  2025-07-01 13:27:00;  2025-07-01 13:58:00;  2025-07-01 14:27:00;  2025-07-01 14:58:00;  2025-07-01 15:28:00;  2025-07-01 15:27:00;  2025-07-01 15:58:00;  2025-07-01 15:57:00;  2025-07-01 16:28:00;  2025-07-01 16:27:00;  2025-07-01 16:58:00;  2025-07-01 16:57:00;  2025-07-01 17:28:00;  2025-07-01 17:27:00;  2025-07-01 17:58:00;  2025-07-01 17:57:00;  2025-07-01 18:28:00;  2025-07-01 18:27:00;  2025-07-01 18:58:00;  2025-07-01 18:57:00;  2025-07-01 19:28:00;  2025-07-01 19:27:00;  2025-07-01 19:58:00;  2025-07-01 19:57:00;  2025-07-01 20:27:00;  2025-07-01 20:58:00;  2025-07-01 21:27:00;  2025-07-01 21:58:00;  2025-07-01 22:27:00;  2025-07-01 22:58:00;  2025-07-01 23:27:00;  2025-07-01 23:58:00;  2025-08-01 00:30:00
          Lutry, Orzens;      8592158;  DEPARTURE;  2025-07-01 05:24:00;  2025-07-01 05:58:00;  2025-07-01 05:57:00;  2025-07-01 06:28:00;  2025-07-01 06:27:00;  2025-07-01 06:58:00;  2025-07-01 06:57:00;  2025-07-01 07:28:00;  2025-07-01 07:27:00;  2025-07-01 07:59:00;  2025-07-01 07:57:00;  2025-07-01 08:29:00;  2025-07-01 08:27:00;  2025-07-01 08:59:00;  2025-07-01 08:57:00;  2025-07-01 09:28:00;  2025-07-01 09:27:00;  2025-07-01 09:58:00;  2025-07-01 09:57:00;  2025-07-01 10:27:00;  2025-07-01 10:58:00;  2025-07-01 11:27:00;  2025-07-01 11:58:00;  2025-07-01 12:27:00;  2025-07-01 12:58:00;  2025-07-01 13:27:00;  2025-07-01 13:58:00;  2025-07-01 14:27:00;  2025-07-01 14:58:00;  2025-07-01 15:28:00;  2025-07-01 15:27:00;  2025-07-01 15:58:00;  2025-07-01 15:57:00;  2025-07-01 16:28:00;  2025-07-01 16:27:00;  2025-07-01 16:58:00;  2025-07-01 16:57:00;  2025-07-01 17:28:00;  2025-07-01 17:27:00;  2025-07-01 17:58:00;  2025-07-01 17:57:00;  2025-07-01 18:28:00;  2025-07-01 18:27:00;  2025-07-01 18:58:00;  2025-07-01 18:57:00;  2025-07-01 19:28:00;  2025-07-01 19:27:00;  2025-07-01 19:58:00;  2025-07-01 19:57:00;  2025-07-01 20:27:00;  2025-07-01 20:58:00;  2025-07-01 21:27:00;  2025-07-01 21:58:00;  2025-07-01 22:27:00;  2025-07-01 22:58:00;  2025-07-01 23:27:00;  2025-07-01 23:58:00;  2025-08-01 00:30:00
      Lutry, Les Champs;      8592154;    ARRIVAL;  2025-07-01 05:25:00;  2025-07-01 05:59:00;  2025-07-01 05:56:00;  2025-07-01 06:29:00;  2025-07-01 06:26:00;  2025-07-01 06:59:00;  2025-07-01 06:56:00;  2025-07-01 07:29:00;  2025-07-01 07:26:00;  2025-07-01 08:01:00;  2025-07-01 07:56:00;  2025-07-01 08:31:00;  2025-07-01 08:26:00;  2025-07-01 09:01:00;  2025-07-01 08:56:00;  2025-07-01 09:29:00;  2025-07-01 09:26:00;  2025-07-01 09:59:00;  2025-07-01 09:56:00;  2025-07-01 10:26:00;  2025-07-01 10:59:00;  2025-07-01 11:26:00;  2025-07-01 11:59:00;  2025-07-01 12:26:00;  2025-07-01 12:59:00;  2025-07-01 13:26:00;  2025-07-01 13:59:00;  2025-07-01 14:26:00;  2025-07-01 14:59:00;  2025-07-01 15:29:00;  2025-07-01 15:26:00;  2025-07-01 15:59:00;  2025-07-01 15:56:00;  2025-07-01 16:30:00;  2025-07-01 16:26:00;  2025-07-01 17:00:00;  2025-07-01 16:56:00;  2025-07-01 17:30:00;  2025-07-01 17:26:00;  2025-07-01 18:00:00;  2025-07-01 17:56:00;  2025-07-01 18:30:00;  2025-07-01 18:26:00;  2025-07-01 18:59:00;  2025-07-01 18:56:00;  2025-07-01 19:29:00;  2025-07-01 19:26:00;  2025-07-01 19:59:00;  2025-07-01 19:56:00;  2025-07-01 20:26:00;  2025-07-01 20:59:00;  2025-07-01 21:26:00;  2025-07-01 21:59:00;  2025-07-01 22:26:00;  2025-07-01 22:59:00;  2025-07-01 23:26:00;  2025-07-01 23:59:00;  2025-08-01 00:29:00
