          STOP_NAME           ; STOP_NUMBER ;   EVENT   ;   85:801:536203-64  ;   85:801:536204-64  ;   85:801:536205-64  ;   85:801:536206-64  ;   85:801:536207-64  ;   85:801:536209-64  ;   85:801:536211-64  ;   85:801:536213-64  ;   85:801:536210-64  ;   85:801:536215-64  ;   85:801:536212-64  ;   85:801:536217-64  ;   85:801:536219-64  ;   85:801:536216-64  ;   85:801:536221-64  ;   85:801:536218-64  ;   85:801:536223-64  ;   85:801:536222-64  ;   85:801:536227-64  ;   85:801:536229-64  ;   85:801:536226-64  ;   85:801:536231-64  ;   85:801:536228-64  ;   85:801:536230-64  ;   85:801:536233-64  ;   85:801:536235-64  ;   85:801:536232-64  ;   85:801:536237-64  ;   85:801:536234-64  ;   85:801:536239-64  ;   85:801:536236-64  ;   85:801:536241-64  ;   85:801:536238-64  ;   85:801:536243-64  ;   85:801:536240-64  ;   85:801:536245-64  ;   85:801:536242-64  ;   85:801:536247-64  ;   85:801:536244-64  ;   85:801:536249-64  ;   85:801:536246-64  ;   85:801:536251-64  ;   85:801:536248-64  ;   85:801:536253-64  ;   85:801:536252-64  ;   85:801:536257-64  ;   85:801:536254-64  ;   85:801:536259-64  ;   85:801:536256-64  ;   85:801:536258-64  ;   85:801:536263-64  ;   85:801:536265-64  ;   85:801:536262-64  ;   85:801:536264-64  ;   85:801:536269-64  ;   85:801:536271-64  ;   85:801:536268-64  ;   85:801:536273-64  ;   85:801:536270-64  ;   85:801:536275-64  ;   85:801:536272-64  ;   85:801:536274-64  ;   85:801:536277-64  ;   85:801:536276-64  
              Vucherens, Closy;      8591934;    ARRIVAL;  2025-07-01 05:34:00;  2025-07-01 06:20:00;  2025-07-01 06:04:00;  2025-07-01 06:50:00;  2025-07-01 06:34:00;                     ;  2025-07-01 07:04:00;                     ;  2025-07-01 07:50:00;  2025-07-01 07:34:00;  2025-07-01 08:20:00;  2025-07-01 08:04:00;  2025-07-01 08:34:00;  2025-07-01 09:20:00;  2025-07-01 09:04:00;  2025-07-01 09:50:00;  2025-07-01 09:37:00;  2025-07-01 10:46:00;  2025-07-01 10:37:00;  2025-07-01 11:07:00;  2025-07-01 11:46:00;  2025-07-01 11:37:00;  2025-07-01 12:16:00;  2025-07-01 12:32:00;  2025-07-01 12:15:00;  2025-07-01 12:37:00;  2025-07-01 13:16:00;  2025-07-01 13:07:00;  2025-07-01 13:46:00;  2025-07-01 13:32:00;  2025-07-01 14:16:00;  2025-07-01 14:07:00;  2025-07-01 14:46:00;  2025-07-01 14:37:00;  2025-07-01 15:16:00;  2025-07-01 15:07:00;  2025-07-01 15:46:00;  2025-07-01 15:34:00;  2025-07-01 16:16:00;  2025-07-01 16:04:00;  2025-07-01 16:50:00;  2025-07-01 16:34:00;  2025-07-01 17:20:00;  2025-07-01 17:04:00;  2025-07-01 18:20:00;  2025-07-01 18:04:00;  2025-07-01 18:50:00;  2025-07-01 18:34:00;  2025-07-01 19:20:00;  2025-07-01 19:50:00;  2025-07-01 19:34:00;  2025-07-01 20:07:00;  2025-07-01 20:46:00;  2025-07-01 21:16:00;  2025-07-01 21:07:00;  2025-07-01 21:37:00;  2025-07-01 22:16:00;  2025-07-01 22:07:00;  2025-07-01 22:46:00;  2025-07-01 22:37:00;  2025-07-01 23:16:00;  2025-07-01 23:46:00;  2025-07-01 23:37:00;  2025-08-01 00:46:00
              Vucherens, Closy;      8591934;  DEPARTURE;  2025-07-01 05:34:00;  2025-07-01 06:20:00;  2025-07-01 06:04:00;  2025-07-01 06:50:00;  2025-07-01 06:34:00;                     ;  2025-07-01 07:04:00;                     ;  2025-07-01 07:50:00;  2025-07-01 07:34:00;  2025-07-01 08:20:00;  2025-07-01 08:04:00;  2025-07-01 08:34:00;  2025-07-01 09:20:00;  2025-07-01 09:04:00;  2025-07-01 09:50:00;  2025-07-01 09:37:00;  2025-07-01 10:46:00;  2025-07-01 10:37:00;  2025-07-01 11:07:00;  2025-07-01 11:46:00;  2025-07-01 11:37:00;  2025-07-01 12:16:00;  2025-07-01 12:32:00;  2025-07-01 12:15:00;  2025-07-01 12:37:00;  2025-07-01 13:16:00;  2025-07-01 13:07:00;  2025-07-01 13:46:00;  2025-07-01 13:32:00;  2025-07-01 14:16:00;  2025-07-01 14:07:00;  2025-07-01 14:46:00;  2025-07-01 14:37:00;  2025-07-01 15:16:00;  2025-07-01 15:07:00;  2025-07-01 15:46:00;  2025-07-01 15:34:00;  2025-07-01 16:16:00;  2025-07-01 16:04:00;  2025-07-01 16:50:00;  2025-07-01 16:34:00;  2025-07-01 17:20:00;  2025-07-01 17:04:00;  2025-07-01 18:20:00;  2025-07-01 18:04:00;  2025-07-01 18:50:00;  2025-07-01 18:34:00;  2025-07-01 19:20:00;  2025-07-01 19:50:00;  2025-07-01 19:34:00;  2025-07-01 20:07:00;  2025-07-01 20:46:00;  2025-07-01 21:16:00;  2025-07-01 21:07:00;  2025-07-01 21:37:00;  2025-07-01 22:16:00;  2025-07-01 22:07:00;  2025-07-01 22:46:00;  2025-07-01 22:37:00;  2025-07-01 23:16:00;  2025-07-01 23:46:00;  2025-07-01 23:37:00;  2025-08-01 00:46:00
            Vucherens, village;      8504163;    ARRIVAL;  2025-07-01 05:36:00;  2025-07-01 06:19:00;  2025-07-01 06:06:00;  2025-07-01 06:49:00;  2025-07-01 06:36:00;                     ;  2025-07-01 07:06:00;                     ;  2025-07-01 07:49:00;  2025-07-01 07:36:00;  2025-07-01 08:19:00;  2025-07-01 08:06:00;  2025-07-01 08:36:00;  2025-07-01 09:19:00;  2025-07-01 09:06:00;  2025-07-01 09:49:00;  2025-07-01 09:39:00;  2025-07-01 10:45:00;  2025-07-01 10:39:00;  2025-07-01 11:09:00;  2025-07-01 11:45:00;  2025-07-01 11:39:00;  2025-07-01 12:15:00;  2025-07-01 12:31:00;  2025-07-01 12:17:00;  2025-07-01 12:39:00;  2025-07-01 13:15:00;  2025-07-01 13:09:00;  2025-07-01 13:45:00;  2025-07-01 13:34:00;  2025-07-01 14:15:00;  2025-07-01 14:09:00;  2025-07-01 14:45:00;  2025-07-01 14:39:00;  2025-07-01 15:15:00;  2025-07-01 15:09:00;  2025-07-01 15:45:00;  2025-07-01 15:36:00;  2025-07-01 16:15:00;  2025-07-01 16:06:00;  2025-07-01 16:49:00;  2025-07-01 16:36:00;  2025-07-01 17:19:00;  2025-07-01 17:06:00;  2025-07-01 18:19:00;  2025-07-01 18:06:00;  2025-07-01 18:49:00;  2025-07-01 18:36:00;  2025-07-01 19:19:00;  2025-07-01 19:49:00;  2025-07-01 19:36:00;  2025-07-01 20:09:00;  2025-07-01 20:45:00;  2025-07-01 21:15:00;  2025-07-01 21:09:00;  2025-07-01 21:39:00;  2025-07-01 22:15:00;  2025-07-01 22:09:00;  2025-07-01 22:45:00;  2025-07-01 22:39:00;  2025-07-01 23:15:00;  2025-07-01 23:45:00;  2025-07-01 23:39:00;  2025-08-01 00:45:00
            Vucherens, village;      8504163;  DEPARTURE;  2025-07-01 05:36:00;  2025-07-01 06:19:00;  2025-07-01 06:06:00;  2025-07-01 06:49:00;  2025-07-01 06:36:00;                     ;  2025-07-01 07:06:00;                     ;  2025-07-01 07:49:00;  2025-07-01 07:36:00;  2025-07-01 08:19:00;  2025-07-01 08:06:00;  2025-07-01 08:36:00;  2025-07-01 09:19:00;  2025-07-01 09:06:00;  2025-07-01 09:49:00;  2025-07-01 09:39:00;  2025-07-01 10:45:00;  2025-07-01 10:39:00;  2025-07-01 11:09:00;  2025-07-01 11:45:00;  2025-07-01 11:39:00;  2025-07-01 12:15:00;  2025-07-01 12:31:00;  2025-07-01 12:17:00;  2025-07-01 12:39:00;  2025-07-01 13:15:00;  2025-07-01 13:09:00;  2025-07-01 13:45:00;  2025-07-01 13:34:00;  2025-07-01 14:15:00;  2025-07-01 14:09:00;  2025-07-01 14:45:00;  2025-07-01 14:39:00;  2025-07-01 15:15:00;  2025-07-01 15:09:00;  2025-07-01 15:45:00;  2025-07-01 15:36:00;  2025-07-01 16:15:00;  2025-07-01 16:06:00;  2025-07-01 16:49:00;  2025-07-01 16:36:00;  2025-07-01 17:19:00;  2025-07-01 17:06:00;  2025-07-01 18:19:00;  2025-07-01 18:06:00;  2025-07-01 18:49:00;  2025-07-01 18:36:00;  2025-07-01 19:19:00;  2025-07-01 19:49:00;  2025-07-01 19:36:00;  2025-07-01 20:09:00;  2025-07-01 20:45:00;  2025-07-01 21:15:00;  2025-07-01 21:09:00;  2025-07-01 21:39:00;  2025-07-01 22:15:00;  2025-07-01 22:09:00;  2025-07-01 22:45:00;  2025-07-01 22:39:00;  2025-07-01 23:15:00;  2025-07-01 23:45:00;  2025-07-01 23:39:00;  2025-08-01 00:45:00
        Vulliens, Praz-Botsard;      8504164;    ARRIVAL;  2025-07-01 05:37:00;  2025-07-01 06:18:00;  2025-07-01 06:07:00;  2025-07-01 06:48:00;  2025-07-01 06:37:00;                     ;  2025-07-01 07:07:00;                     ;  2025-07-01 07:48:00;  2025-07-01 07:37:00;  2025-07-01 08:18:00;  2025-07-01 08:07:00;  2025-07-01 08:37:00;  2025-07-01 09:18:00;  2025-07-01 09:07:00;  2025-07-01 09:48:00;  2025-07-01 09:40:00;  2025-07-01 10:44:00;  2025-07-01 10:40:00;  2025-07-01 11:10:00;  2025-07-01 11:44:00;  2025-07-01 11:40:00;  2025-07-01 12:14:00;  2025-07-01 12:30:00;  2025-07-01 12:18:00;  2025-07-01 12:40:00;  2025-07-01 13:14:00;  2025-07-01 13:10:00;  2025-07-01 13:44:00;  2025-07-01 13:35:00;  2025-07-01 14:14:00;  2025-07-01 14:10:00;  2025-07-01 14:44:00;  2025-07-01 14:40:00;  2025-07-01 15:14:00;  2025-07-01 15:10:00;  2025-07-01 15:44:00;  2025-07-01 15:37:00;  2025-07-01 16:14:00;  2025-07-01 16:07:00;  2025-07-01 16:48:00;  2025-07-01 16:37:00;  2025-07-01 17:18:00;  2025-07-01 17:07:00;  2025-07-01 18:18:00;  2025-07-01 18:07:00;  2025-07-01 18:48:00;  2025-07-01 18:37:00;  2025-07-01 19:18:00;  2025-07-01 19:48:00;  2025-07-01 19:37:00;  2025-07-01 20:10:00;  2025-07-01 20:44:00;  2025-07-01 21:14:00;  2025-07-01 21:10:00;  2025-07-01 21:40:00;  2025-07-01 22:14:00;  2025-07-01 22:10:00;  2025-07-01 22:44:00;  2025-07-01 22:40:00;  2025-07-01 23:14:00;  2025-07-01 23:44:00;  2025-07-01 23:40:00;  2025-08-01 00:44:00
        Vulliens, Praz-Botsard;      8504164;  DEPARTURE;  2025-07-01 05:37:00;  2025-07-01 06:18:00;  2025-07-01 06:07:00;  2025-07-01 06:48:00;  2025-07-01 06:37:00;                     ;  2025-07-01 07:07:00;                     ;  2025-07-01 07:48:00;  2025-07-01 07:37:00;  2025-07-01 08:18:00;  2025-07-01 08:07:00;  2025-07-01 08:37:00;  2025-07-01 09:18:00;  2025-07-01 09:07:00;  2025-07-01 09:48:00;  2025-07-01 09:40:00;  2025-07-01 10:44:00;  2025-07-01 10:40:00;  2025-07-01 11:10:00;  2025-07-01 11:44:00;  2025-07-01 11:40:00;  2025-07-01 12:14:00;  2025-07-01 12:30:00;  2025-07-01 12:18:00;  2025-07-01 12:40:00;  2025-07-01 13:14:00;  2025-07-01 13:10:00;  2025-07-01 13:44:00;  2025-07-01 13:35:00;  2025-07-01 14:14:00;  2025-07-01 14:10:00;  2025-07-01 14:44:00;  2025-07-01 14:40:00;  2025-07-01 15:14:00;  2025-07-01 15:10:00;  2025-07-01 15:44:00;  2025-07-01 15:37:00;  2025-07-01 16:14:00;  2025-07-01 16:07:00;  2025-07-01 16:48:00;  2025-07-01 16:37:00;  2025-07-01 17:18:00;  2025-07-01 17:07:00;  2025-07-01 18:18:00;  2025-07-01 18:07:00;  2025-07-01 18:48:00;  2025-07-01 18:37:00;  2025-07-01 19:18:00;  2025-07-01 19:48:00;  2025-07-01 19:37:00;  2025-07-01 20:10:00;  2025-07-01 20:44:00;  2025-07-01 21:14:00;  2025-07-01 21:10:00;  2025-07-01 21:40:00;  2025-07-01 22:14:00;  2025-07-01 22:10:00;  2025-07-01 22:44:00;  2025-07-01 22:40:00;  2025-07-01 23:14:00;  2025-07-01 23:44:00;  2025-07-01 23:40:00;  2025-08-01 00:44:00
           Carrouge VD, centre;      8504165;    ARRIVAL;  2025-07-01 05:39:00;  2025-07-01 06:16:00;  2025-07-01 06:09:00;  2025-07-01 06:46:00;  2025-07-01 06:39:00;                     ;  2025-07-01 07:09:00;                     ;  2025-07-01 07:46:00;  2025-07-01 07:39:00;  2025-07-01 08:16:00;  2025-07-01 08:09:00;  2025-07-01 08:39:00;  2025-07-01 09:16:00;  2025-07-01 09:09:00;  2025-07-01 09:46:00;  2025-07-01 09:42:00;  2025-07-01 10:42:00;  2025-07-01 10:42:00;  2025-07-01 11:12:00;  2025-07-01 11:42:00;  2025-07-01 11:42:00;  2025-07-01 12:12:00;  2025-07-01 12:28:00;  2025-07-01 12:20:00;  2025-07-01 12:42:00;  2025-07-01 13:12:00;  2025-07-01 13:12:00;  2025-07-01 13:42:00;  2025-07-01 13:37:00;  2025-07-01 14:12:00;  2025-07-01 14:12:00;  2025-07-01 14:42:00;  2025-07-01 14:42:00;  2025-07-01 15:12:00;  2025-07-01 15:12:00;  2025-07-01 15:42:00;  2025-07-01 15:39:00;  2025-07-01 16:12:00;  2025-07-01 16:09:00;  2025-07-01 16:46:00;  2025-07-01 16:39:00;  2025-07-01 17:16:00;  2025-07-01 17:09:00;  2025-07-01 18:16:00;  2025-07-01 18:09:00;  2025-07-01 18:46:00;  2025-07-01 18:39:00;  2025-07-01 19:16:00;  2025-07-01 19:46:00;  2025-07-01 19:39:00;  2025-07-01 20:12:00;  2025-07-01 20:42:00;  2025-07-01 21:12:00;  2025-07-01 21:12:00;  2025-07-01 21:42:00;  2025-07-01 22:12:00;  2025-07-01 22:12:00;  2025-07-01 22:42:00;  2025-07-01 22:42:00;  2025-07-01 23:12:00;  2025-07-01 23:42:00;  2025-07-01 23:42:00;  2025-08-01 00:42:00
           Carrouge VD, centre;      8504165;  DEPARTURE;  2025-07-01 05:39:00;  2025-07-01 06:16:00;  2025-07-01 06:09:00;  2025-07-01 06:46:00;  2025-07-01 06:39:00;                     ;  2025-07-01 07:09:00;                     ;  2025-07-01 07:46:00;  2025-07-01 07:39:00;  2025-07-01 08:16:00;  2025-07-01 08:09:00;  2025-07-01 08:39:00;  2025-07-01 09:16:00;  2025-07-01 09:09:00;  2025-07-01 09:46:00;  2025-07-01 09:42:00;  2025-07-01 10:42:00;  2025-07-01 10:42:00;  2025-07-01 11:12:00;  2025-07-01 11:42:00;  2025-07-01 11:42:00;  2025-07-01 12:12:00;  2025-07-01 12:28:00;  2025-07-01 12:20:00;  2025-07-01 12:42:00;  2025-07-01 13:12:00;  2025-07-01 13:12:00;  2025-07-01 13:42:00;  2025-07-01 13:37:00;  2025-07-01 14:12:00;  2025-07-01 14:12:00;  2025-07-01 14:42:00;  2025-07-01 14:42:00;  2025-07-01 15:12:00;  2025-07-01 15:12:00;  2025-07-01 15:42:00;  2025-07-01 15:39:00;  2025-07-01 16:12:00;  2025-07-01 16:09:00;  2025-07-01 16:46:00;  2025-07-01 16:39:00;  2025-07-01 17:16:00;  2025-07-01 17:09:00;  2025-07-01 18:16:00;  2025-07-01 18:09:00;  2025-07-01 18:46:00;  2025-07-01 18:39:00;  2025-07-01 19:16:00;  2025-07-01 19:46:00;  2025-07-01 19:39:00;  2025-07-01 20:12:00;  2025-07-01 20:42:00;  2025-07-01 21:12:00;  2025-07-01 21:12:00;  2025-07-01 21:42:00;  2025-07-01 22:12:00;  2025-07-01 22:12:00;  2025-07-01 22:42:00;  2025-07-01 22:42:00;  2025-07-01 23:12:00;  2025-07-01 23:42:00;  2025-07-01 23:42:00;  2025-08-01 00:42:00
    Carrouge VD, Champ du Trey;      8511214;    ARRIVAL;  2025-07-01 05:40:00;                     ;  2025-07-01 06:10:00;                     ;  2025-07-01 06:40:00;                     ;  2025-07-01 07:10:00;                     ;                     ;  2025-07-01 07:40:00;                     ;  2025-07-01 08:10:00;  2025-07-01 08:40:00;                     ;  2025-07-01 09:10:00;                     ;  2025-07-01 09:43:00;                     ;  2025-07-01 10:43:00;  2025-07-01 11:13:00;                     ;  2025-07-01 11:43:00;                     ;                     ;  2025-07-01 12:21:00;  2025-07-01 12:43:00;                     ;  2025-07-01 13:13:00;                     ;  2025-07-01 13:38:00;                     ;  2025-07-01 14:13:00;                     ;  2025-07-01 14:43:00;                     ;  2025-07-01 15:13:00;                     ;  2025-07-01 15:40:00;                     ;  2025-07-01 16:10:00;                     ;  2025-07-01 16:40:00;                     ;  2025-07-01 17:10:00;                     ;  2025-07-01 18:10:00;                     ;  2025-07-01 18:40:00;                     ;                     ;  2025-07-01 19:40:00;  2025-07-01 20:13:00;                     ;                     ;  2025-07-01 21:13:00;  2025-07-01 21:43:00;                     ;  2025-07-01 22:13:00;                     ;  2025-07-01 22:43:00;                     ;                     ;  2025-07-01 23:43:00;                     
    Carrouge VD, Champ du Trey;      8511214;  DEPARTURE;  2025-07-01 05:40:00;                     ;  2025-07-01 06:10:00;                     ;  2025-07-01 06:40:00;                     ;  2025-07-01 07:10:00;                     ;                     ;  2025-07-01 07:40:00;                     ;  2025-07-01 08:10:00;  2025-07-01 08:40:00;                     ;  2025-07-01 09:10:00;                     ;  2025-07-01 09:43:00;                     ;  2025-07-01 10:43:00;  2025-07-01 11:13:00;                     ;  2025-07-01 11:43:00;                     ;                     ;  2025-07-01 12:21:00;  2025-07-01 12:43:00;                     ;  2025-07-01 13:13:00;                     ;  2025-07-01 13:38:00;                     ;  2025-07-01 14:13:00;                     ;  2025-07-01 14:43:00;                     ;  2025-07-01 15:13:00;                     ;  2025-07-01 15:40:00;                     ;  2025-07-01 16:10:00;                     ;  2025-07-01 16:40:00;                     ;  2025-07-01 17:10:00;                     ;  2025-07-01 18:10:00;                     ;  2025-07-01 18:40:00;                     ;                     ;  2025-07-01 19:40:00;  2025-07-01 20:13:00;                     ;                     ;  2025-07-01 21:13:00;  2025-07-01 21:43:00;                     ;  2025-07-01 22:13:00;                     ;  2025-07-01 22:43:00;                     ;                     ;  2025-07-01 23:43:00;                     
          Mézières VD, station;      8504166;    ARRIVAL;  2025-07-01 05:41:00;  2025-07-01 06:15:00;  2025-07-01 06:11:00;  2025-07-01 06:45:00;  2025-07-01 06:41:00;  2025-07-01 07:02:00;  2025-07-01 07:11:00;  2025-07-01 07:20:00;  2025-07-01 07:45:00;  2025-07-01 07:41:00;  2025-07-01 08:15:00;  2025-07-01 08:11:00;  2025-07-01 08:41:00;  2025-07-01 09:15:00;  2025-07-01 09:11:00;  2025-07-01 09:45:00;  2025-07-01 09:44:00;  2025-07-01 10:41:00;  2025-07-01 10:44:00;  2025-07-01 11:14:00;  2025-07-01 11:41:00;  2025-07-01 11:44:00;  2025-07-01 12:11:00;  2025-07-01 12:27:00;  2025-07-01 12:22:00;  2025-07-01 12:44:00;  2025-07-01 13:11:00;  2025-07-01 13:14:00;  2025-07-01 13:41:00;  2025-07-01 13:39:00;  2025-07-01 14:11:00;  2025-07-01 14:14:00;  2025-07-01 14:41:00;  2025-07-01 14:44:00;  2025-07-01 15:11:00;  2025-07-01 15:14:00;  2025-07-01 15:41:00;  2025-07-01 15:41:00;  2025-07-01 16:11:00;  2025-07-01 16:11:00;  2025-07-01 16:45:00;  2025-07-01 16:41:00;  2025-07-01 17:15:00;  2025-07-01 17:11:00;  2025-07-01 18:15:00;  2025-07-01 18:11:00;  2025-07-01 18:45:00;  2025-07-01 18:41:00;  2025-07-01 19:15:00;  2025-07-01 19:45:00;  2025-07-01 19:41:00;  2025-07-01 20:14:00;  2025-07-01 20:41:00;  2025-07-01 21:11:00;  2025-07-01 21:14:00;  2025-07-01 21:44:00;  2025-07-01 22:11:00;  2025-07-01 22:14:00;  2025-07-01 22:41:00;  2025-07-01 22:44:00;  2025-07-01 23:11:00;  2025-07-01 23:41:00;  2025-07-01 23:44:00;  2025-08-01 00:41:00
          Mézières VD, station;      8504166;  DEPARTURE;  2025-07-01 05:41:00;  2025-07-01 06:15:00;  2025-07-01 06:11:00;  2025-07-01 06:45:00;  2025-07-01 06:41:00;  2025-07-01 07:02:00;  2025-07-01 07:11:00;  2025-07-01 07:20:00;  2025-07-01 07:45:00;  2025-07-01 07:41:00;  2025-07-01 08:15:00;  2025-07-01 08:11:00;  2025-07-01 08:41:00;  2025-07-01 09:15:00;  2025-07-01 09:11:00;  2025-07-01 09:45:00;  2025-07-01 09:44:00;  2025-07-01 10:41:00;  2025-07-01 10:44:00;  2025-07-01 11:14:00;  2025-07-01 11:41:00;  2025-07-01 11:44:00;  2025-07-01 12:11:00;  2025-07-01 12:27:00;  2025-07-01 12:22:00;  2025-07-01 12:44:00;  2025-07-01 13:11:00;  2025-07-01 13:14:00;  2025-07-01 13:41:00;  2025-07-01 13:39:00;  2025-07-01 14:11:00;  2025-07-01 14:14:00;  2025-07-01 14:41:00;  2025-07-01 14:44:00;  2025-07-01 15:11:00;  2025-07-01 15:14:00;  2025-07-01 15:41:00;  2025-07-01 15:41:00;  2025-07-01 16:11:00;  2025-07-01 16:11:00;  2025-07-01 16:45:00;  2025-07-01 16:41:00;  2025-07-01 17:15:00;  2025-07-01 17:11:00;  2025-07-01 18:15:00;  2025-07-01 18:11:00;  2025-07-01 18:45:00;  2025-07-01 18:41:00;  2025-07-01 19:15:00;  2025-07-01 19:45:00;  2025-07-01 19:41:00;  2025-07-01 20:14:00;  2025-07-01 20:41:00;  2025-07-01 21:11:00;  2025-07-01 21:14:00;  2025-07-01 21:44:00;  2025-07-01 22:11:00;  2025-07-01 22:14:00;  2025-07-01 22:41:00;  2025-07-01 22:44:00;  2025-07-01 23:11:00;  2025-07-01 23:41:00;  2025-07-01 23:44:00;  2025-08-01 00:41:00
          Mézières VD, village;      8504758;    ARRIVAL;  2025-07-01 05:42:00;  2025-07-01 06:14:00;  2025-07-01 06:12:00;  2025-07-01 06:44:00;  2025-07-01 06:42:00;  2025-07-01 07:03:00;  2025-07-01 07:12:00;  2025-07-01 07:21:00;  2025-07-01 07:44:00;  2025-07-01 07:42:00;  2025-07-01 08:14:00;  2025-07-01 08:12:00;  2025-07-01 08:42:00;  2025-07-01 09:14:00;  2025-07-01 09:12:00;  2025-07-01 09:44:00;  2025-07-01 09:45:00;  2025-07-01 10:40:00;  2025-07-01 10:45:00;  2025-07-01 11:15:00;  2025-07-01 11:40:00;  2025-07-01 11:45:00;  2025-07-01 12:10:00;  2025-07-01 12:26:00;  2025-07-01 12:23:00;  2025-07-01 12:45:00;  2025-07-01 13:10:00;  2025-07-01 13:15:00;  2025-07-01 13:40:00;  2025-07-01 13:40:00;  2025-07-01 14:10:00;  2025-07-01 14:15:00;  2025-07-01 14:40:00;  2025-07-01 14:45:00;  2025-07-01 15:10:00;  2025-07-01 15:15:00;  2025-07-01 15:40:00;  2025-07-01 15:42:00;  2025-07-01 16:10:00;  2025-07-01 16:12:00;  2025-07-01 16:44:00;  2025-07-01 16:42:00;  2025-07-01 17:14:00;  2025-07-01 17:12:00;  2025-07-01 18:14:00;  2025-07-01 18:12:00;  2025-07-01 18:44:00;  2025-07-01 18:42:00;  2025-07-01 19:14:00;  2025-07-01 19:44:00;  2025-07-01 19:42:00;  2025-07-01 20:15:00;  2025-07-01 20:40:00;  2025-07-01 21:10:00;  2025-07-01 21:15:00;  2025-07-01 21:45:00;  2025-07-01 22:10:00;  2025-07-01 22:15:00;  2025-07-01 22:40:00;  2025-07-01 22:45:00;  2025-07-01 23:10:00;  2025-07-01 23:40:00;  2025-07-01 23:45:00;  2025-08-01 00:40:00
          Mézières VD, village;      8504758;  DEPARTURE;  2025-07-01 05:42:00;  2025-07-01 06:14:00;  2025-07-01 06:12:00;  2025-07-01 06:44:00;  2025-07-01 06:42:00;  2025-07-01 07:03:00;  2025-07-01 07:12:00;  2025-07-01 07:21:00;  2025-07-01 07:44:00;  2025-07-01 07:42:00;  2025-07-01 08:14:00;  2025-07-01 08:12:00;  2025-07-01 08:42:00;  2025-07-01 09:14:00;  2025-07-01 09:12:00;  2025-07-01 09:44:00;  2025-07-01 09:45:00;  2025-07-01 10:40:00;  2025-07-01 10:45:00;  2025-07-01 11:15:00;  2025-07-01 11:40:00;  2025-07-01 11:45:00;  2025-07-01 12:10:00;  2025-07-01 12:26:00;  2025-07-01 12:23:00;  2025-07-01 12:45:00;  2025-07-01 13:10:00;  2025-07-01 13:15:00;  2025-07-01 13:40:00;  2025-07-01 13:40:00;  2025-07-01 14:10:00;  2025-07-01 14:15:00;  2025-07-01 14:40:00;  2025-07-01 14:45:00;  2025-07-01 15:10:00;  2025-07-01 15:15:00;  2025-07-01 15:40:00;  2025-07-01 15:42:00;  2025-07-01 16:10:00;  2025-07-01 16:12:00;  2025-07-01 16:44:00;  2025-07-01 16:42:00;  2025-07-01 17:14:00;  2025-07-01 17:12:00;  2025-07-01 18:14:00;  2025-07-01 18:12:00;  2025-07-01 18:44:00;  2025-07-01 18:42:00;  2025-07-01 19:14:00;  2025-07-01 19:44:00;  2025-07-01 19:42:00;  2025-07-01 20:15:00;  2025-07-01 20:40:00;  2025-07-01 21:10:00;  2025-07-01 21:15:00;  2025-07-01 21:45:00;  2025-07-01 22:10:00;  2025-07-01 22:15:00;  2025-07-01 22:40:00;  2025-07-01 22:45:00;  2025-07-01 23:10:00;  2025-07-01 23:40:00;  2025-07-01 23:45:00;  2025-08-01 00:40:00
  Mézières VD, collège Raffort;      8557141;    ARRIVAL;  2025-07-01 05:43:00;  2025-07-01 06:13:00;  2025-07-01 06:13:00;  2025-07-01 06:43:00;  2025-07-01 06:43:00;  2025-07-01 07:04:00;  2025-07-01 07:13:00;  2025-07-01 07:22:00;  2025-07-01 07:43:00;  2025-07-01 07:43:00;  2025-07-01 08:13:00;  2025-07-01 08:13:00;  2025-07-01 08:43:00;  2025-07-01 09:13:00;  2025-07-01 09:13:00;  2025-07-01 09:43:00;  2025-07-01 09:45:00;  2025-07-01 10:39:00;  2025-07-01 10:45:00;  2025-07-01 11:15:00;  2025-07-01 11:39:00;  2025-07-01 11:45:00;  2025-07-01 12:09:00;  2025-07-01 12:25:00;  2025-07-01 12:23:00;  2025-07-01 12:45:00;  2025-07-01 13:09:00;  2025-07-01 13:15:00;  2025-07-01 13:39:00;  2025-07-01 13:40:00;  2025-07-01 14:09:00;  2025-07-01 14:15:00;  2025-07-01 14:39:00;  2025-07-01 14:45:00;  2025-07-01 15:09:00;  2025-07-01 15:15:00;  2025-07-01 15:39:00;  2025-07-01 15:43:00;  2025-07-01 16:09:00;  2025-07-01 16:13:00;  2025-07-01 16:43:00;  2025-07-01 16:43:00;  2025-07-01 17:13:00;  2025-07-01 17:13:00;  2025-07-01 18:13:00;  2025-07-01 18:13:00;  2025-07-01 18:43:00;  2025-07-01 18:43:00;  2025-07-01 19:13:00;  2025-07-01 19:43:00;  2025-07-01 19:43:00;  2025-07-01 20:15:00;  2025-07-01 20:39:00;  2025-07-01 21:09:00;  2025-07-01 21:15:00;  2025-07-01 21:45:00;  2025-07-01 22:09:00;  2025-07-01 22:15:00;  2025-07-01 22:39:00;  2025-07-01 22:45:00;  2025-07-01 23:09:00;  2025-07-01 23:39:00;  2025-07-01 23:45:00;  2025-08-01 00:39:00
