           STOP_NAME            ; STOP_NUMBER ;   EVENT   ;     85:151:1889     ;     85:151:1901     ;     85:151:1890     ;     85:151:1919     ;     85:151:1902     ;     85:151:1891     ;     85:151:1920     ;     85:151:1903     ;     85:151:1892     ;     85:151:1921     ;     85:151:1904     ;     85:151:1893     ;     85:151:1922     ;     85:151:1905     ;     85:151:1894     ;     85:151:1923     ;     85:151:1906     ;     85:151:1895     ;     85:151:1924     ;     85:151:1907     ;     85:151:1896     ;     85:151:1925     ;     85:151:1908     ;     85:151:1897     ;     85:151:1926     ;     85:151:1909     ;     85:151:1898     ;     85:151:1927     ;     85:151:1910     ;     85:151:1943     ;     85:151:1928     ;     85:151:1911     ;     85:151:1944     ;     85:151:1929     ;     85:151:1912     ;     85:151:1945     ;     85:151:1930     ;     85:151:1913     ;     85:151:1946     ;     85:151:1931     ;     85:151:1914     ;     85:151:1947     ;     85:151:1932     ;     85:151:1915     ;     85:151:1948     ;     85:151:1933     ;     85:151:1916     ;     85:151:1949     ;     85:151:1934     ;     85:151:1965     ;     85:151:1950     ;     85:151:1935     ;     85:151:1966     ;     85:151:1951     ;     85:151:1936     ;     85:151:1967     ;     85:151:1952     ;     85:151:1937     ;     85:151:1968     ;     85:151:1953     ;     85:151:1938     ;     85:151:1969     ;     85:151:1954     ;     85:151:1939     ;     85:151:1970     ;     85:151:1955     ;     85:151:1940     ;     85:151:1971     ;     85:151:1956     ;     85:151:1989     ;     85:151:1972     ;     85:151:1957     ;     85:151:1990     ;     85:151:1973     ;     85:151:1958     ;     85:151:1991     ;     85:151:1974     ;     85:151:1959     ;     85:151:1992     ;     85:151:1975     ;     85:151:1960     ;     85:151:1993     ;     85:151:1976     ;     85:151:1961     ;     85:151:1994     ;     85:151:1977     ;     85:151:1962     ;     85:151:1995     ;     85:151:1978     ;     85:151:2015     ;     85:151:1996     ;     85:151:1979     ;     85:151:2016     ;     85:151:1997     ;     85:151:1980     ;     85:151:2017     ;     85:151:1998     ;     85:151:1981     ;     85:151:2018     ;     85:151:1999     ;     85:151:1982     ;     85:151:2019     ;     85:151:2000     ;     85:151:1983     ;     85:151:2020     ;     85:151:2001     ;     85:151:1984     ;     85:151:2021     ;     85:151:2002     ;     85:151:1985     ;     85:151:2022     ;     85:151:2003     ;     85:151:1986     ;     85:151:2023     ;     85:151:2004     ;     85:151:2005     ;     85:151:2024     ;     85:151:2025     ;     85:151:2006     ;     85:151:2007     ;     85:151:2026     ;     85:151:2027     ;     85:151:2008     ;     85:151:2009     ;     85:151:2028     ;     85:151:2029     ;     85:151:2010     ;     85:151:2011     ;     85:151:2030     ;     85:151:2012     ;     85:151:2031     
          Lausanne, Bourdonnette;      8501210;    ARRIVAL;                     ;                     ;  2025-03-01 06:38:00;                     ;  2025-03-01 06:51:00;                     ;  2025-03-01 07:04:00;                     ;  2025-03-01 07:18:00;                     ;  2025-03-01 07:34:00;                     ;  2025-03-01 07:50:00;                     ;  2025-03-01 08:05:00;                     ;  2025-03-01 08:19:00;                     ;  2025-03-01 08:33:00;                     ;  2025-03-01 08:48:00;                     ;  2025-03-01 09:02:00;                     ;  2025-03-01 09:16:00;                     ;  2025-03-01 09:30:00;                     ;  2025-03-01 09:45:00;                     ;  2025-03-01 10:00:00;                     ;  2025-03-01 10:15:00;                     ;  2025-03-01 10:30:00;                     ;  2025-03-01 10:45:00;                     ;  2025-03-01 11:01:00;                     ;  2025-03-01 11:16:00;                     ;  2025-03-01 11:31:00;                     ;  2025-03-01 11:46:00;                     ;  2025-03-01 12:01:00;                     ;  2025-03-01 12:16:00;                     ;  2025-03-01 12:31:00;                     ;  2025-03-01 12:46:00;                     ;  2025-03-01 13:01:00;                     ;  2025-03-01 13:16:00;                     ;  2025-03-01 13:31:00;                     ;  2025-03-01 13:46:00;                     ;  2025-03-01 14:01:00;                     ;  2025-03-01 14:16:00;                     ;  2025-03-01 14:31:00;                     ;  2025-03-01 14:46:00;                     ;  2025-03-01 15:02:00;                     ;  2025-03-01 15:17:00;                     ;  2025-03-01 15:32:00;                     ;  2025-03-01 15:47:00;                     ;  2025-03-01 16:03:00;                     ;  2025-03-01 16:17:00;                     ;  2025-03-01 16:32:00;                     ;  2025-03-01 16:48:00;                     ;  2025-03-01 17:03:00;                     ;  2025-03-01 17:18:00;                     ;  2025-03-01 17:34:00;                     ;  2025-03-01 17:49:00;                     ;  2025-03-01 18:04:00;                     ;  2025-03-01 18:20:00;                     ;  2025-03-01 18:35:00;                     ;  2025-03-01 18:49:00;                     ;  2025-03-01 19:05:00;                     ;  2025-03-01 19:19:00;                     ;  2025-03-01 19:34:00;                     ;  2025-03-01 19:49:00;                     ;  2025-03-01 20:04:00;                     ;  2025-03-01 20:18:00;                     ;  2025-03-01 20:33:00;                     ;  2025-03-01 21:03:00;                     ;  2025-03-01 21:32:00;                     ;  2025-03-01 22:02:00;                     ;  2025-03-01 22:32:00;                     ;  2025-03-01 22:57:00;                     ;  2025-03-01 23:27:00;                     ;  2025-03-01 23:57:00;  2025-04-01 00:16:00;                     
          Lausanne, Bourdonnette;      8501210;  DEPARTURE;  2025-03-01 06:06:00;  2025-03-01 06:18:00;                     ;  2025-03-01 06:30:00;                     ;  2025-03-01 06:43:00;                     ;  2025-03-01 06:56:00;                     ;  2025-03-01 07:10:00;                     ;  2025-03-01 07:25:00;                     ;  2025-03-01 07:39:00;                     ;  2025-03-01 07:54:00;                     ;  2025-03-01 08:09:00;                     ;  2025-03-01 08:23:00;                     ;  2025-03-01 08:38:00;                     ;  2025-03-01 08:55:00;                     ;  2025-03-01 09:10:00;                     ;  2025-03-01 09:25:00;                     ;  2025-03-01 09:40:00;                     ;  2025-03-01 09:55:00;                     ;  2025-03-01 10:10:00;                     ;  2025-03-01 10:25:00;                     ;  2025-03-01 10:40:00;                     ;  2025-03-01 10:55:00;                     ;  2025-03-01 11:10:00;                     ;  2025-03-01 11:25:00;                     ;  2025-03-01 11:40:00;                     ;  2025-03-01 11:55:00;                     ;  2025-03-01 12:10:00;                     ;  2025-03-01 12:25:00;                     ;  2025-03-01 12:40:00;                     ;  2025-03-01 12:55:00;                     ;  2025-03-01 13:10:00;                     ;  2025-03-01 13:25:00;                     ;  2025-03-01 13:40:00;                     ;  2025-03-01 13:55:00;                     ;  2025-03-01 14:10:00;                     ;  2025-03-01 14:25:00;                     ;  2025-03-01 14:40:00;                     ;  2025-03-01 14:55:00;                     ;  2025-03-01 15:10:00;                     ;  2025-03-01 15:24:00;                     ;  2025-03-01 15:38:00;                     ;  2025-03-01 15:52:00;                     ;  2025-03-01 16:07:00;                     ;  2025-03-01 16:22:00;                     ;  2025-03-01 16:37:00;                     ;  2025-03-01 16:53:00;                     ;  2025-03-01 17:08:00;                     ;  2025-03-01 17:23:00;                     ;  2025-03-01 17:39:00;                     ;  2025-03-01 17:54:00;                     ;  2025-03-01 18:09:00;                     ;  2025-03-01 18:25:00;                     ;  2025-03-01 18:40:00;                     ;  2025-03-01 18:55:00;                     ;  2025-03-01 19:10:00;                     ;  2025-03-01 19:25:00;                     ;  2025-03-01 19:40:00;                     ;  2025-03-01 19:55:00;                     ;  2025-03-01 20:11:00;                     ;  2025-03-01 20:41:00;                     ;  2025-03-01 21:12:00;                     ;  2025-03-01 21:42:00;                     ;  2025-03-01 22:12:00;                     ;  2025-03-01 22:42:00;                     ;  2025-03-01 23:12:00;                     ;  2025-03-01 23:42:00;                     ;                     ;  2025-04-01 00:12:00
      Lausanne, sports UNIL-EPFL;      8595937;    ARRIVAL;  2025-03-01 06:08:00;  2025-03-01 06:20:00;  2025-03-01 06:36:00;  2025-03-01 06:32:00;  2025-03-01 06:49:00;  2025-03-01 06:45:00;  2025-03-01 07:02:00;  2025-03-01 06:58:00;  2025-03-01 07:16:00;  2025-03-01 07:12:00;  2025-03-01 07:32:00;  2025-03-01 07:27:00;  2025-03-01 07:48:00;  2025-03-01 07:41:00;  2025-03-01 08:03:00;  2025-03-01 07:56:00;  2025-03-01 08:17:00;  2025-03-01 08:11:00;  2025-03-01 08:31:00;  2025-03-01 08:25:00;  2025-03-01 08:46:00;  2025-03-01 08:40:00;  2025-03-01 09:00:00;  2025-03-01 08:57:00;  2025-03-01 09:14:00;  2025-03-01 09:12:00;  2025-03-01 09:28:00;  2025-03-01 09:27:00;  2025-03-01 09:43:00;  2025-03-01 09:42:00;  2025-03-01 09:58:00;  2025-03-01 09:57:00;  2025-03-01 10:13:00;  2025-03-01 10:12:00;  2025-03-01 10:28:00;  2025-03-01 10:27:00;  2025-03-01 10:43:00;  2025-03-01 10:42:00;  2025-03-01 10:59:00;  2025-03-01 10:57:00;  2025-03-01 11:14:00;  2025-03-01 11:12:00;  2025-03-01 11:29:00;  2025-03-01 11:27:00;  2025-03-01 11:44:00;  2025-03-01 11:42:00;  2025-03-01 11:59:00;  2025-03-01 11:57:00;  2025-03-01 12:14:00;  2025-03-01 12:12:00;  2025-03-01 12:29:00;  2025-03-01 12:27:00;  2025-03-01 12:44:00;  2025-03-01 12:42:00;  2025-03-01 12:59:00;  2025-03-01 12:57:00;  2025-03-01 13:14:00;  2025-03-01 13:12:00;  2025-03-01 13:29:00;  2025-03-01 13:27:00;  2025-03-01 13:44:00;  2025-03-01 13:42:00;  2025-03-01 13:59:00;  2025-03-01 13:57:00;  2025-03-01 14:14:00;  2025-03-01 14:12:00;  2025-03-01 14:29:00;  2025-03-01 14:27:00;  2025-03-01 14:44:00;  2025-03-01 14:42:00;  2025-03-01 15:00:00;  2025-03-01 14:57:00;  2025-03-01 15:15:00;  2025-03-01 15:12:00;  2025-03-01 15:30:00;  2025-03-01 15:26:00;  2025-03-01 15:45:00;  2025-03-01 15:40:00;  2025-03-01 16:01:00;  2025-03-01 15:54:00;  2025-03-01 16:15:00;  2025-03-01 16:09:00;  2025-03-01 16:30:00;  2025-03-01 16:24:00;  2025-03-01 16:46:00;  2025-03-01 16:39:00;  2025-03-01 17:01:00;  2025-03-01 16:55:00;  2025-03-01 17:16:00;  2025-03-01 17:10:00;  2025-03-01 17:32:00;  2025-03-01 17:25:00;  2025-03-01 17:47:00;  2025-03-01 17:41:00;  2025-03-01 18:02:00;  2025-03-01 17:56:00;  2025-03-01 18:18:00;  2025-03-01 18:11:00;  2025-03-01 18:33:00;  2025-03-01 18:27:00;  2025-03-01 18:47:00;  2025-03-01 18:42:00;  2025-03-01 19:03:00;  2025-03-01 18:57:00;  2025-03-01 19:17:00;  2025-03-01 19:12:00;  2025-03-01 19:32:00;  2025-03-01 19:27:00;  2025-03-01 19:47:00;  2025-03-01 19:42:00;  2025-03-01 20:02:00;  2025-03-01 19:57:00;  2025-03-01 20:16:00;  2025-03-01 20:13:00;  2025-03-01 20:31:00;  2025-03-01 20:43:00;  2025-03-01 21:01:00;  2025-03-01 21:14:00;  2025-03-01 21:30:00;  2025-03-01 21:44:00;  2025-03-01 22:00:00;  2025-03-01 22:14:00;  2025-03-01 22:30:00;  2025-03-01 22:44:00;  2025-03-01 22:55:00;  2025-03-01 23:14:00;  2025-03-01 23:25:00;  2025-03-01 23:44:00;  2025-03-01 23:55:00;  2025-04-01 00:14:00;  2025-04-01 00:14:00
      Lausanne, sports UNIL-EPFL;      8595937;  DEPARTURE;  2025-03-01 06:08:00;  2025-03-01 06:20:00;  2025-03-01 06:36:00;  2025-03-01 06:32:00;  2025-03-01 06:49:00;  2025-03-01 06:45:00;  2025-03-01 07:02:00;  2025-03-01 06:58:00;  2025-03-01 07:16:00;  2025-03-01 07:12:00;  2025-03-01 07:32:00;  2025-03-01 07:27:00;  2025-03-01 07:48:00;  2025-03-01 07:41:00;  2025-03-01 08:03:00;  2025-03-01 07:56:00;  2025-03-01 08:17:00;  2025-03-01 08:11:00;  2025-03-01 08:31:00;  2025-03-01 08:25:00;  2025-03-01 08:46:00;  2025-03-01 08:40:00;  2025-03-01 09:00:00;  2025-03-01 08:57:00;  2025-03-01 09:14:00;  2025-03-01 09:12:00;  2025-03-01 09:28:00;  2025-03-01 09:27:00;  2025-03-01 09:43:00;  2025-03-01 09:42:00;  2025-03-01 09:58:00;  2025-03-01 09:57:00;  2025-03-01 10:13:00;  2025-03-01 10:12:00;  2025-03-01 10:28:00;  2025-03-01 10:27:00;  2025-03-01 10:43:00;  2025-03-01 10:42:00;  2025-03-01 10:59:00;  2025-03-01 10:57:00;  2025-03-01 11:14:00;  2025-03-01 11:12:00;  2025-03-01 11:29:00;  2025-03-01 11:27:00;  2025-03-01 11:44:00;  2025-03-01 11:42:00;  2025-03-01 11:59:00;  2025-03-01 11:57:00;  2025-03-01 12:14:00;  2025-03-01 12:12:00;  2025-03-01 12:29:00;  2025-03-01 12:27:00;  2025-03-01 12:44:00;  2025-03-01 12:42:00;  2025-03-01 12:59:00;  2025-03-01 12:57:00;  2025-03-01 13:14:00;  2025-03-01 13:12:00;  2025-03-01 13:29:00;  2025-03-01 13:27:00;  2025-03-01 13:44:00;  2025-03-01 13:42:00;  2025-03-01 13:59:00;  2025-03-01 13:57:00;  2025-03-01 14:14:00;  2025-03-01 14:12:00;  2025-03-01 14:29:00;  2025-03-01 14:27:00;  2025-03-01 14:44:00;  2025-03-01 14:42:00;  2025-03-01 15:00:00;  2025-03-01 14:57:00;  2025-03-01 15:15:00;  2025-03-01 15:12:00;  2025-03-01 15:30:00;  2025-03-01 15:26:00;  2025-03-01 15:45:00;  2025-03-01 15:40:00;  2025-03-01 16:01:00;  2025-03-01 15:54:00;  2025-03-01 16:15:00;  2025-03-01 16:09:00;  2025-03-01 16:30:00;  2025-03-01 16:24:00;  2025-03-01 16:46:00;  2025-03-01 16:39:00;  2025-03-01 17:01:00;  2025-03-01 16:55:00;  2025-03-01 17:16:00;  2025-03-01 17:10:00;  2025-03-01 17:32:00;  2025-03-01 17:25:00;  2025-03-01 17:47:00;  2025-03-01 17:41:00;  2025-03-01 18:02:00;  2025-03-01 17:56:00;  2025-03-01 18:18:00;  2025-03-01 18:11:00;  2025-03-01 18:33:00;  2025-03-01 18:27:00;  2025-03-01 18:47:00;  2025-03-01 18:42:00;  2025-03-01 19:03:00;  2025-03-01 18:57:00;  2025-03-01 19:17:00;  2025-03-01 19:12:00;  2025-03-01 19:32:00;  2025-03-01 19:27:00;  2025-03-01 19:47:00;  2025-03-01 19:42:00;  2025-03-01 20:02:00;  2025-03-01 19:57:00;  2025-03-01 20:16:00;  2025-03-01 20:13:00;  2025-03-01 20:31:00;  2025-03-01 20:43:00;  2025-03-01 21:01:00;  2025-03-01 21:14:00;  2025-03-01 21:30:00;  2025-03-01 21:44:00;  2025-03-01 22:00:00;  2025-03-01 22:14:00;  2025-03-01 22:30:00;  2025-03-01 22:44:00;  2025-03-01 22:55:00;  2025-03-01 23:14:00;  2025-03-01 23:25:00;  2025-03-01 23:44:00;  2025-03-01 23:55:00;  2025-04-01 00:14:00;  2025-04-01 00:14:00
          Lausanne, Parc Bourget;      8595939;    ARRIVAL;  2025-03-01 06:09:00;  2025-03-01 06:21:00;  2025-03-01 06:34:00;  2025-03-01 06:33:00;  2025-03-01 06:47:00;  2025-03-01 06:46:00;  2025-03-01 07:00:00;  2025-03-01 06:59:00;  2025-03-01 07:14:00;  2025-03-01 07:13:00;  2025-03-01 07:29:00;  2025-03-01 07:28:00;  2025-03-01 07:45:00;  2025-03-01 07:43:00;  2025-03-01 08:00:00;  2025-03-01 07:58:00;  2025-03-01 08:14:00;  2025-03-01 08:13:00;  2025-03-01 08:28:00;  2025-03-01 08:27:00;  2025-03-01 08:43:00;  2025-03-01 08:42:00;  2025-03-01 08:57:00;  2025-03-01 08:59:00;  2025-03-01 09:12:00;  2025-03-01 09:14:00;  2025-03-01 09:26:00;  2025-03-01 09:29:00;  2025-03-01 09:41:00;  2025-03-01 09:44:00;  2025-03-01 09:56:00;  2025-03-01 09:59:00;  2025-03-01 10:11:00;  2025-03-01 10:14:00;  2025-03-01 10:26:00;  2025-03-01 10:29:00;  2025-03-01 10:41:00;  2025-03-01 10:44:00;  2025-03-01 10:57:00;  2025-03-01 10:59:00;  2025-03-01 11:12:00;  2025-03-01 11:14:00;  2025-03-01 11:27:00;  2025-03-01 11:29:00;  2025-03-01 11:42:00;  2025-03-01 11:44:00;  2025-03-01 11:57:00;  2025-03-01 11:59:00;  2025-03-01 12:12:00;  2025-03-01 12:14:00;  2025-03-01 12:27:00;  2025-03-01 12:29:00;  2025-03-01 12:42:00;  2025-03-01 12:44:00;  2025-03-01 12:57:00;  2025-03-01 12:59:00;  2025-03-01 13:12:00;  2025-03-01 13:14:00;  2025-03-01 13:27:00;  2025-03-01 13:29:00;  2025-03-01 13:42:00;  2025-03-01 13:44:00;  2025-03-01 13:57:00;  2025-03-01 13:59:00;  2025-03-01 14:12:00;  2025-03-01 14:14:00;  2025-03-01 14:27:00;  2025-03-01 14:29:00;  2025-03-01 14:42:00;  2025-03-01 14:44:00;  2025-03-01 14:57:00;  2025-03-01 14:59:00;  2025-03-01 15:12:00;  2025-03-01 15:14:00;  2025-03-01 15:27:00;  2025-03-01 15:28:00;  2025-03-01 15:42:00;  2025-03-01 15:42:00;  2025-03-01 15:58:00;  2025-03-01 15:56:00;  2025-03-01 16:12:00;  2025-03-01 16:11:00;  2025-03-01 16:27:00;  2025-03-01 16:26:00;  2025-03-01 16:43:00;  2025-03-01 16:41:00;  2025-03-01 16:58:00;  2025-03-01 16:57:00;  2025-03-01 17:13:00;  2025-03-01 17:12:00;  2025-03-01 17:29:00;  2025-03-01 17:27:00;  2025-03-01 17:44:00;  2025-03-01 17:43:00;  2025-03-01 17:59:00;  2025-03-01 17:58:00;  2025-03-01 18:15:00;  2025-03-01 18:13:00;  2025-03-01 18:30:00;  2025-03-01 18:29:00;  2025-03-01 18:44:00;  2025-03-01 18:44:00;  2025-03-01 19:00:00;  2025-03-01 18:59:00;  2025-03-01 19:14:00;  2025-03-01 19:14:00;  2025-03-01 19:30:00;  2025-03-01 19:29:00;  2025-03-01 19:45:00;  2025-03-01 19:44:00;  2025-03-01 20:00:00;  2025-03-01 19:59:00;  2025-03-01 20:14:00;  2025-03-01 20:14:00;  2025-03-01 20:29:00;  2025-03-01 20:44:00;  2025-03-01 20:59:00;  2025-03-01 21:15:00;  2025-03-01 21:28:00;  2025-03-01 21:45:00;  2025-03-01 21:58:00;  2025-03-01 22:15:00;  2025-03-01 22:28:00;  2025-03-01 22:45:00;  2025-03-01 22:54:00;  2025-03-01 23:15:00;  2025-03-01 23:24:00;  2025-03-01 23:45:00;  2025-03-01 23:54:00;  2025-04-01 00:13:00;  2025-04-01 00:15:00
          Lausanne, Parc Bourget;      8595939;  DEPARTURE;  2025-03-01 06:09:00;  2025-03-01 06:21:00;  2025-03-01 06:34:00;  2025-03-01 06:33:00;  2025-03-01 06:47:00;  2025-03-01 06:46:00;  2025-03-01 07:00:00;  2025-03-01 06:59:00;  2025-03-01 07:14:00;  2025-03-01 07:13:00;  2025-03-01 07:29:00;  2025-03-01 07:28:00;  2025-03-01 07:45:00;  2025-03-01 07:43:00;  2025-03-01 08:00:00;  2025-03-01 07:58:00;  2025-03-01 08:14:00;  2025-03-01 08:13:00;  2025-03-01 08:28:00;  2025-03-01 08:27:00;  2025-03-01 08:43:00;  2025-03-01 08:42:00;  2025-03-01 08:57:00;  2025-03-01 08:59:00;  2025-03-01 09:12:00;  2025-03-01 09:14:00;  2025-03-01 09:26:00;  2025-03-01 09:29:00;  2025-03-01 09:41:00;  2025-03-01 09:44:00;  2025-03-01 09:56:00;  2025-03-01 09:59:00;  2025-03-01 10:11:00;  2025-03-01 10:14:00;  2025-03-01 10:26:00;  2025-03-01 10:29:00;  2025-03-01 10:41:00;  2025-03-01 10:44:00;  2025-03-01 10:57:00;  2025-03-01 10:59:00;  2025-03-01 11:12:00;  2025-03-01 11:14:00;  2025-03-01 11:27:00;  2025-03-01 11:29:00;  2025-03-01 11:42:00;  2025-03-01 11:44:00;  2025-03-01 11:57:00;  2025-03-01 11:59:00;  2025-03-01 12:12:00;  2025-03-01 12:14:00;  2025-03-01 12:27:00;  2025-03-01 12:29:00;  2025-03-01 12:42:00;  2025-03-01 12:44:00;  2025-03-01 12:57:00;  2025-03-01 12:59:00;  2025-03-01 13:12:00;  2025-03-01 13:14:00;  2025-03-01 13:27:00;  2025-03-01 13:29:00;  2025-03-01 13:42:00;  2025-03-01 13:44:00;  2025-03-01 13:57:00;  2025-03-01 13:59:00;  2025-03-01 14:12:00;  2025-03-01 14:14:00;  2025-03-01 14:27:00;  2025-03-01 14:29:00;  2025-03-01 14:42:00;  2025-03-01 14:44:00;  2025-03-01 14:57:00;  2025-03-01 14:59:00;  2025-03-01 15:12:00;  2025-03-01 15:14:00;  2025-03-01 15:27:00;  2025-03-01 15:28:00;  2025-03-01 15:42:00;  2025-03-01 15:42:00;  2025-03-01 15:58:00;  2025-03-01 15:56:00;  2025-03-01 16:12:00;  2025-03-01 16:11:00;  2025-03-01 16:27:00;  2025-03-01 16:26:00;  2025-03-01 16:43:00;  2025-03-01 16:41:00;  2025-03-01 16:58:00;  2025-03-01 16:57:00;  2025-03-01 17:13:00;  2025-03-01 17:12:00;  2025-03-01 17:29:00;  2025-03-01 17:27:00;  2025-03-01 17:44:00;  2025-03-01 17:43:00;  2025-03-01 17:59:00;  2025-03-01 17:58:00;  2025-03-01 18:15:00;  2025-03-01 18:13:00;  2025-03-01 18:30:00;  2025-03-01 18:29:00;  2025-03-01 18:44:00;  2025-03-01 18:44:00;  2025-03-01 19:00:00;  2025-03-01 18:59:00;  2025-03-01 19:14:00;  2025-03-01 19:14:00;  2025-03-01 19:30:00;  2025-03-01 19:29:00;  2025-03-01 19:45:00;  2025-03-01 19:44:00;  2025-03-01 20:00:00;  2025-03-01 19:59:00;  2025-03-01 20:14:00;  2025-03-01 20:14:00;  2025-03-01 20:29:00;  2025-03-01 20:44:00;  2025-03-01 20:59:00;  2025-03-01 21:15:00;  2025-03-01 21:28:00;  2025-03-01 21:45:00;  2025-03-01 21:58:00;  2025-03-01 22:15:00;  2025-03-01 22:28:00;  2025-03-01 22:45:00;  2025-03-01 22:54:00;  2025-03-01 23:15:00;  2025-03-01 23:24:00;  2025-03-01 23:45:00;  2025-03-01 23:54:00;  2025-04-01 00:13:00;  2025-04-01 00:15:00
          Lausanne, Siège du CIO;      8595934;    ARRIVAL;  2025-03-01 06:11:00;  2025-03-01 06:23:00;  2025-03-01 06:33:00;  2025-03-01 06:35:00;  2025-03-01 06:46:00;  2025-03-01 06:48:00;  2025-03-01 06:59:00;  2025-03-01 07:01:00;  2025-03-01 07:13:00;  2025-03-01 07:15:00;  2025-03-01 07:28:00;  2025-03-01 07:30:00;  2025-03-01 07:44:00;  2025-03-01 07:45:00;  2025-03-01 07:59:00;  2025-03-01 08:00:00;  2025-03-01 08:13:00;  2025-03-01 08:15:00;  2025-03-01 08:27:00;  2025-03-01 08:29:00;  2025-03-01 08:42:00;  2025-03-01 08:44:00;  2025-03-01 08:56:00;  2025-03-01 09:01:00;  2025-03-01 09:11:00;  2025-03-01 09:16:00;  2025-03-01 09:25:00;  2025-03-01 09:31:00;  2025-03-01 09:40:00;  2025-03-01 09:46:00;  2025-03-01 09:55:00;  2025-03-01 10:01:00;  2025-03-01 10:10:00;  2025-03-01 10:16:00;  2025-03-01 10:25:00;  2025-03-01 10:31:00;  2025-03-01 10:40:00;  2025-03-01 10:46:00;  2025-03-01 10:56:00;  2025-03-01 11:01:00;  2025-03-01 11:11:00;  2025-03-01 11:16:00;  2025-03-01 11:26:00;  2025-03-01 11:31:00;  2025-03-01 11:41:00;  2025-03-01 11:46:00;  2025-03-01 11:56:00;  2025-03-01 12:01:00;  2025-03-01 12:11:00;  2025-03-01 12:16:00;  2025-03-01 12:26:00;  2025-03-01 12:31:00;  2025-03-01 12:41:00;  2025-03-01 12:46:00;  2025-03-01 12:56:00;  2025-03-01 13:01:00;  2025-03-01 13:11:00;  2025-03-01 13:16:00;  2025-03-01 13:26:00;  2025-03-01 13:31:00;  2025-03-01 13:41:00;  2025-03-01 13:46:00;  2025-03-01 13:56:00;  2025-03-01 14:01:00;  2025-03-01 14:11:00;  2025-03-01 14:16:00;  2025-03-01 14:26:00;  2025-03-01 14:31:00;  2025-03-01 14:41:00;  2025-03-01 14:46:00;  2025-03-01 14:56:00;  2025-03-01 15:01:00;  2025-03-01 15:11:00;  2025-03-01 15:16:00;  2025-03-01 15:26:00;  2025-03-01 15:30:00;  2025-03-01 15:41:00;  2025-03-01 15:44:00;  2025-03-01 15:57:00;  2025-03-01 15:58:00;  2025-03-01 16:11:00;  2025-03-01 16:13:00;  2025-03-01 16:26:00;  2025-03-01 16:28:00;  2025-03-01 16:42:00;  2025-03-01 16:43:00;  2025-03-01 16:57:00;  2025-03-01 16:59:00;  2025-03-01 17:12:00;  2025-03-01 17:14:00;  2025-03-01 17:28:00;  2025-03-01 17:29:00;  2025-03-01 17:43:00;  2025-03-01 17:45:00;  2025-03-01 17:58:00;  2025-03-01 18:00:00;  2025-03-01 18:14:00;  2025-03-01 18:15:00;  2025-03-01 18:29:00;  2025-03-01 18:31:00;  2025-03-01 18:43:00;  2025-03-01 18:46:00;  2025-03-01 18:59:00;  2025-03-01 19:01:00;  2025-03-01 19:13:00;  2025-03-01 19:16:00;  2025-03-01 19:29:00;  2025-03-01 19:31:00;  2025-03-01 19:44:00;  2025-03-01 19:46:00;  2025-03-01 19:59:00;  2025-03-01 20:01:00;  2025-03-01 20:13:00;  2025-03-01 20:16:00;  2025-03-01 20:28:00;  2025-03-01 20:46:00;  2025-03-01 20:58:00;  2025-03-01 21:17:00;  2025-03-01 21:27:00;  2025-03-01 21:47:00;  2025-03-01 21:57:00;  2025-03-01 22:17:00;  2025-03-01 22:27:00;  2025-03-01 22:47:00;  2025-03-01 22:53:00;  2025-03-01 23:17:00;  2025-03-01 23:23:00;  2025-03-01 23:47:00;  2025-03-01 23:53:00;  2025-04-01 00:12:00;  2025-04-01 00:17:00
