           STOP_NAME            ; STOP_NUMBER ;   EVENT   ;     85:151:5158     ;     85:151:5159     ;     85:151:5160     ;     85:151:5161     ;     85:151:5162     ;     85:151:5200     ;     85:151:5163     ;     85:151:5164     ;     85:151:5201     ;     85:151:5202     ;     85:151:5103     ;     85:151:5165     ;     85:151:5166     ;     85:151:5203     ;     85:151:5204     ;     85:151:5167     ;     85:151:5168     ;     85:151:5205     ;     85:151:5206     ;     85:151:5169     ;     85:151:5170     ;     85:151:5207     ;     85:151:5208     ;     85:151:5171     ;     85:151:5172     ;     85:151:5209     ;     85:151:5173     ;     85:151:5174     ;     85:151:5175     ;     85:151:5176     ;     85:151:5177     ;     85:151:5178     ;     85:151:5179     ;     85:151:5180     ;     85:151:5181     ;     85:151:5182     ;     85:151:5183     ;     85:151:5184     ;     85:151:5126     ;     85:151:5212     ;     85:151:5127     ;     85:151:5185     ;     85:151:5213     ;     85:151:5128     ;     85:151:5186     ;     85:151:5214     ;     85:151:5129     ;     85:151:5215     ;     85:151:5187     ;     85:151:5188     ;     85:151:5216     ;     85:151:5217     ;     85:151:5189     ;     85:151:5190     ;     85:151:5218     ;     85:151:5219     ;     85:151:5191     ;     85:151:5192     ;     85:151:5220     ;     85:151:5221     ;     85:151:5193     ;     85:151:5194     ;     85:151:5222     ;     85:151:5223     ;     85:151:5195     ;     85:151:5196     ;     85:151:5224     ;     85:151:5225     ;     85:151:5197     ;     85:151:5241     ;     85:151:5242     ;     85:151:5226     ;     85:151:5227     ;     85:151:5243     ;     85:151:5244     ;     85:151:5228     ;     85:151:5229     ;     85:151:5245     ;     85:151:5246     ;     85:151:5230     ;     85:151:5231     ;     85:151:5247     ;     85:151:5248     ;     85:151:5232     ;     85:151:5233     ;     85:151:5249     ;     85:151:5250     ;     85:151:5234     ;     85:151:5235     ;     85:151:5251     ;     85:151:5252     ;     85:151:5236     ;     85:151:5237     ;     85:151:5253     ;     85:151:5254     ;     85:151:5238     ;     85:151:5255     ;     85:151:5256     ;     85:151:5257     ;     85:151:5258     ;     85:151:5259     ;     85:151:5260     ;     85:151:5261     ;     85:151:5262     ;     85:151:5263     ;     85:151:5264     ;     85:151:5265     ;     85:151:5266     ;     85:151:5267     ;     85:151:5268     ;     85:151:5269     ;     85:151:5270     ;     85:151:5271     ;     85:151:5272     ;     85:151:5273     ;     85:151:5274     ;     85:151:5275     
                 Pully, Clergère;      8588446;    ARRIVAL;  2025-07-01 05:45:00;                     ;  2025-07-01 06:15:00;                     ;  2025-07-01 06:45:00;  2025-07-01 07:00:00;                     ;  2025-07-01 07:15:00;                     ;  2025-07-01 07:30:00;  2025-07-01 07:31:00;                     ;  2025-07-01 07:45:00;                     ;  2025-07-01 08:00:00;                     ;  2025-07-01 08:15:00;                     ;  2025-07-01 08:30:00;                     ;  2025-07-01 08:45:00;                     ;  2025-07-01 09:00:00;                     ;  2025-07-01 09:15:00;                     ;                     ;  2025-07-01 09:45:00;                     ;  2025-07-01 10:15:00;                     ;  2025-07-01 10:45:00;                     ;  2025-07-01 11:15:00;                     ;  2025-07-01 11:46:00;                     ;  2025-07-01 12:17:00;                     ;                     ;  2025-07-01 12:35:00;                     ;  2025-07-01 12:50:00;                     ;  2025-07-01 13:05:00;                     ;  2025-07-01 13:13:00;  2025-07-01 13:20:00;                     ;  2025-07-01 13:35:00;                     ;  2025-07-01 13:50:00;                     ;  2025-07-01 14:05:00;                     ;  2025-07-01 14:20:00;                     ;  2025-07-01 14:35:00;                     ;  2025-07-01 14:50:00;                     ;  2025-07-01 15:05:00;                     ;  2025-07-01 15:20:00;                     ;  2025-07-01 15:35:00;                     ;  2025-07-01 15:50:00;                     ;                     ;  2025-07-01 16:05:00;                     ;  2025-07-01 16:20:00;                     ;  2025-07-01 16:36:00;                     ;  2025-07-01 16:51:00;                     ;  2025-07-01 17:06:00;                     ;  2025-07-01 17:21:00;                     ;  2025-07-01 17:36:00;                     ;  2025-07-01 17:51:00;                     ;  2025-07-01 18:06:00;                     ;  2025-07-01 18:21:00;                     ;  2025-07-01 18:36:00;                     ;  2025-07-01 18:51:00;                     ;  2025-07-01 19:05:00;                     ;                     ;  2025-07-01 19:34:00;                     ;  2025-07-01 20:04:00;                     ;  2025-07-01 20:34:00;                     ;  2025-07-01 21:03:00;                     ;  2025-07-01 21:33:00;                     ;  2025-07-01 22:03:00;                     ;  2025-07-01 22:32:00;                     ;  2025-07-01 23:02:00;                     ;  2025-07-01 23:32:00;                     ;  2025-08-01 00:02:00;                     
                 Pully, Clergère;      8588446;  DEPARTURE;                     ;  2025-07-01 05:55:00;                     ;  2025-07-01 06:24:00;                     ;                     ;  2025-07-01 06:52:00;                     ;  2025-07-01 07:06:00;                     ;                     ;  2025-07-01 07:21:00;                     ;  2025-07-01 07:36:00;                     ;  2025-07-01 07:51:00;                     ;  2025-07-01 08:06:00;                     ;  2025-07-01 08:22:00;                     ;  2025-07-01 08:38:00;                     ;  2025-07-01 08:53:00;                     ;  2025-07-01 09:08:00;  2025-07-01 09:24:00;                     ;  2025-07-01 09:54:00;                     ;  2025-07-01 10:24:00;                     ;  2025-07-01 10:54:00;                     ;  2025-07-01 11:24:00;                     ;  2025-07-01 11:54:00;                     ;  2025-07-01 12:12:00;  2025-07-01 12:13:00;                     ;  2025-07-01 12:28:00;                     ;  2025-07-01 12:43:00;                     ;  2025-07-01 12:58:00;                     ;                     ;  2025-07-01 13:13:00;                     ;  2025-07-01 13:28:00;                     ;  2025-07-01 13:43:00;                     ;  2025-07-01 13:58:00;                     ;  2025-07-01 14:13:00;                     ;  2025-07-01 14:28:00;                     ;  2025-07-01 14:43:00;                     ;  2025-07-01 14:58:00;                     ;  2025-07-01 15:13:00;                     ;  2025-07-01 15:28:00;                     ;  2025-07-01 15:42:00;  2025-07-01 15:43:00;                     ;  2025-07-01 15:58:00;                     ;  2025-07-01 16:13:00;                     ;  2025-07-01 16:28:00;                     ;  2025-07-01 16:43:00;                     ;  2025-07-01 16:58:00;                     ;  2025-07-01 17:13:00;                     ;  2025-07-01 17:28:00;                     ;  2025-07-01 17:43:00;                     ;  2025-07-01 17:58:00;                     ;  2025-07-01 18:13:00;                     ;  2025-07-01 18:28:00;                     ;  2025-07-01 18:43:00;                     ;  2025-07-01 18:58:00;  2025-07-01 19:13:00;                     ;  2025-07-01 19:43:00;                     ;  2025-07-01 20:13:00;                     ;  2025-07-01 20:43:00;                     ;  2025-07-01 21:13:00;                     ;  2025-07-01 21:43:00;                     ;  2025-07-01 22:13:00;                     ;  2025-07-01 22:43:00;                     ;  2025-07-01 23:13:00;                     ;  2025-07-01 23:43:00;                     ;  2025-08-01 00:13:00
                Pully, Ruisselet;      8595192;    ARRIVAL;  2025-07-01 05:41:00;  2025-07-01 05:55:00;  2025-07-01 06:11:00;  2025-07-01 06:24:00;  2025-07-01 06:41:00;  2025-07-01 06:56:00;  2025-07-01 06:53:00;  2025-07-01 07:11:00;  2025-07-01 07:07:00;  2025-07-01 07:26:00;  2025-07-01 07:27:00;  2025-07-01 07:22:00;  2025-07-01 07:41:00;  2025-07-01 07:37:00;  2025-07-01 07:56:00;  2025-07-01 07:52:00;  2025-07-01 08:11:00;  2025-07-01 08:07:00;  2025-07-01 08:26:00;  2025-07-01 08:23:00;  2025-07-01 08:41:00;  2025-07-01 08:39:00;  2025-07-01 08:56:00;  2025-07-01 08:54:00;  2025-07-01 09:11:00;  2025-07-01 09:09:00;  2025-07-01 09:25:00;  2025-07-01 09:41:00;  2025-07-01 09:55:00;  2025-07-01 10:11:00;  2025-07-01 10:25:00;  2025-07-01 10:41:00;  2025-07-01 10:55:00;  2025-07-01 11:11:00;  2025-07-01 11:25:00;  2025-07-01 11:42:00;  2025-07-01 11:55:00;  2025-07-01 12:13:00;  2025-07-01 12:13:00;  2025-07-01 12:14:00;  2025-07-01 12:31:00;  2025-07-01 12:29:00;  2025-07-01 12:46:00;  2025-07-01 12:44:00;  2025-07-01 13:01:00;  2025-07-01 12:59:00;  2025-07-01 13:09:00;  2025-07-01 13:16:00;  2025-07-01 13:14:00;  2025-07-01 13:31:00;  2025-07-01 13:29:00;  2025-07-01 13:46:00;  2025-07-01 13:44:00;  2025-07-01 14:01:00;  2025-07-01 13:59:00;  2025-07-01 14:16:00;  2025-07-01 14:14:00;  2025-07-01 14:31:00;  2025-07-01 14:29:00;  2025-07-01 14:46:00;  2025-07-01 14:44:00;  2025-07-01 15:01:00;  2025-07-01 14:59:00;  2025-07-01 15:16:00;  2025-07-01 15:14:00;  2025-07-01 15:31:00;  2025-07-01 15:29:00;  2025-07-01 15:46:00;  2025-07-01 15:43:00;  2025-07-01 15:44:00;  2025-07-01 16:01:00;  2025-07-01 15:59:00;  2025-07-01 16:16:00;  2025-07-01 16:14:00;  2025-07-01 16:32:00;  2025-07-01 16:29:00;  2025-07-01 16:47:00;  2025-07-01 16:44:00;  2025-07-01 17:02:00;  2025-07-01 16:59:00;  2025-07-01 17:17:00;  2025-07-01 17:14:00;  2025-07-01 17:32:00;  2025-07-01 17:29:00;  2025-07-01 17:47:00;  2025-07-01 17:44:00;  2025-07-01 18:02:00;  2025-07-01 17:59:00;  2025-07-01 18:17:00;  2025-07-01 18:14:00;  2025-07-01 18:32:00;  2025-07-01 18:29:00;  2025-07-01 18:47:00;  2025-07-01 18:44:00;  2025-07-01 19:01:00;  2025-07-01 18:59:00;  2025-07-01 19:14:00;  2025-07-01 19:31:00;  2025-07-01 19:44:00;  2025-07-01 20:01:00;  2025-07-01 20:14:00;  2025-07-01 20:31:00;  2025-07-01 20:43:00;  2025-07-01 21:00:00;  2025-07-01 21:13:00;  2025-07-01 21:30:00;  2025-07-01 21:43:00;  2025-07-01 22:00:00;  2025-07-01 22:13:00;  2025-07-01 22:29:00;  2025-07-01 22:43:00;  2025-07-01 22:59:00;  2025-07-01 23:13:00;  2025-07-01 23:29:00;  2025-07-01 23:43:00;  2025-07-01 23:59:00;  2025-08-01 00:13:00
                Pully, Ruisselet;      8595192;  DEPARTURE;  2025-07-01 05:41:00;  2025-07-01 05:55:00;  2025-07-01 06:11:00;  2025-07-01 06:24:00;  2025-07-01 06:41:00;  2025-07-01 06:56:00;  2025-07-01 06:53:00;  2025-07-01 07:11:00;  2025-07-01 07:07:00;  2025-07-01 07:26:00;  2025-07-01 07:27:00;  2025-07-01 07:22:00;  2025-07-01 07:41:00;  2025-07-01 07:37:00;  2025-07-01 07:56:00;  2025-07-01 07:52:00;  2025-07-01 08:11:00;  2025-07-01 08:07:00;  2025-07-01 08:26:00;  2025-07-01 08:23:00;  2025-07-01 08:41:00;  2025-07-01 08:39:00;  2025-07-01 08:56:00;  2025-07-01 08:54:00;  2025-07-01 09:11:00;  2025-07-01 09:09:00;  2025-07-01 09:25:00;  2025-07-01 09:41:00;  2025-07-01 09:55:00;  2025-07-01 10:11:00;  2025-07-01 10:25:00;  2025-07-01 10:41:00;  2025-07-01 10:55:00;  2025-07-01 11:11:00;  2025-07-01 11:25:00;  2025-07-01 11:42:00;  2025-07-01 11:55:00;  2025-07-01 12:13:00;  2025-07-01 12:13:00;  2025-07-01 12:14:00;  2025-07-01 12:31:00;  2025-07-01 12:29:00;  2025-07-01 12:46:00;  2025-07-01 12:44:00;  2025-07-01 13:01:00;  2025-07-01 12:59:00;  2025-07-01 13:09:00;  2025-07-01 13:16:00;  2025-07-01 13:14:00;  2025-07-01 13:31:00;  2025-07-01 13:29:00;  2025-07-01 13:46:00;  2025-07-01 13:44:00;  2025-07-01 14:01:00;  2025-07-01 13:59:00;  2025-07-01 14:16:00;  2025-07-01 14:14:00;  2025-07-01 14:31:00;  2025-07-01 14:29:00;  2025-07-01 14:46:00;  2025-07-01 14:44:00;  2025-07-01 15:01:00;  2025-07-01 14:59:00;  2025-07-01 15:16:00;  2025-07-01 15:14:00;  2025-07-01 15:31:00;  2025-07-01 15:29:00;  2025-07-01 15:46:00;  2025-07-01 15:43:00;  2025-07-01 15:44:00;  2025-07-01 16:01:00;  2025-07-01 15:59:00;  2025-07-01 16:16:00;  2025-07-01 16:14:00;  2025-07-01 16:32:00;  2025-07-01 16:29:00;  2025-07-01 16:47:00;  2025-07-01 16:44:00;  2025-07-01 17:02:00;  2025-07-01 16:59:00;  2025-07-01 17:17:00;  2025-07-01 17:14:00;  2025-07-01 17:32:00;  2025-07-01 17:29:00;  2025-07-01 17:47:00;  2025-07-01 17:44:00;  2025-07-01 18:02:00;  2025-07-01 17:59:00;  2025-07-01 18:17:00;  2025-07-01 18:14:00;  2025-07-01 18:32:00;  2025-07-01 18:29:00;  2025-07-01 18:47:00;  2025-07-01 18:44:00;  2025-07-01 19:01:00;  2025-07-01 18:59:00;  2025-07-01 19:14:00;  2025-07-01 19:31:00;  2025-07-01 19:44:00;  2025-07-01 20:01:00;  2025-07-01 20:14:00;  2025-07-01 20:31:00;  2025-07-01 20:43:00;  2025-07-01 21:00:00;  2025-07-01 21:13:00;  2025-07-01 21:30:00;  2025-07-01 21:43:00;  2025-07-01 22:00:00;  2025-07-01 22:13:00;  2025-07-01 22:29:00;  2025-07-01 22:43:00;  2025-07-01 22:59:00;  2025-07-01 23:13:00;  2025-07-01 23:29:00;  2025-07-01 23:43:00;  2025-07-01 23:59:00;  2025-08-01 00:13:00
                   Pully, Caudoz;      8593850;    ARRIVAL;  2025-07-01 05:40:00;  2025-07-01 05:56:00;  2025-07-01 06:10:00;  2025-07-01 06:25:00;  2025-07-01 06:40:00;  2025-07-01 06:55:00;  2025-07-01 06:54:00;  2025-07-01 07:09:00;  2025-07-01 07:08:00;  2025-07-01 07:24:00;  2025-07-01 07:25:00;  2025-07-01 07:23:00;  2025-07-01 07:39:00;  2025-07-01 07:38:00;  2025-07-01 07:54:00;  2025-07-01 07:53:00;  2025-07-01 08:09:00;  2025-07-01 08:08:00;  2025-07-01 08:24:00;  2025-07-01 08:24:00;  2025-07-01 08:40:00;  2025-07-01 08:40:00;  2025-07-01 08:55:00;  2025-07-01 08:55:00;  2025-07-01 09:10:00;  2025-07-01 09:10:00;  2025-07-01 09:26:00;  2025-07-01 09:40:00;  2025-07-01 09:56:00;  2025-07-01 10:10:00;  2025-07-01 10:26:00;  2025-07-01 10:40:00;  2025-07-01 10:56:00;  2025-07-01 11:10:00;  2025-07-01 11:26:00;  2025-07-01 11:40:00;  2025-07-01 11:56:00;  2025-07-01 12:11:00;  2025-07-01 12:14:00;  2025-07-01 12:15:00;  2025-07-01 12:30:00;  2025-07-01 12:30:00;  2025-07-01 12:45:00;  2025-07-01 12:45:00;  2025-07-01 13:00:00;  2025-07-01 13:00:00;  2025-07-01 13:08:00;  2025-07-01 13:15:00;  2025-07-01 13:15:00;  2025-07-01 13:30:00;  2025-07-01 13:30:00;  2025-07-01 13:45:00;  2025-07-01 13:45:00;  2025-07-01 14:00:00;  2025-07-01 14:00:00;  2025-07-01 14:15:00;  2025-07-01 14:15:00;  2025-07-01 14:30:00;  2025-07-01 14:30:00;  2025-07-01 14:45:00;  2025-07-01 14:45:00;  2025-07-01 15:00:00;  2025-07-01 15:00:00;  2025-07-01 15:15:00;  2025-07-01 15:15:00;  2025-07-01 15:30:00;  2025-07-01 15:30:00;  2025-07-01 15:45:00;  2025-07-01 15:44:00;  2025-07-01 15:45:00;  2025-07-01 16:00:00;  2025-07-01 16:00:00;  2025-07-01 16:15:00;  2025-07-01 16:15:00;  2025-07-01 16:30:00;  2025-07-01 16:30:00;  2025-07-01 16:45:00;  2025-07-01 16:45:00;  2025-07-01 17:00:00;  2025-07-01 17:00:00;  2025-07-01 17:15:00;  2025-07-01 17:15:00;  2025-07-01 17:30:00;  2025-07-01 17:30:00;  2025-07-01 17:45:00;  2025-07-01 17:45:00;  2025-07-01 18:00:00;  2025-07-01 18:00:00;  2025-07-01 18:15:00;  2025-07-01 18:15:00;  2025-07-01 18:30:00;  2025-07-01 18:30:00;  2025-07-01 18:45:00;  2025-07-01 18:45:00;  2025-07-01 19:00:00;  2025-07-01 19:00:00;  2025-07-01 19:15:00;  2025-07-01 19:30:00;  2025-07-01 19:45:00;  2025-07-01 20:00:00;  2025-07-01 20:15:00;  2025-07-01 20:30:00;  2025-07-01 20:44:00;  2025-07-01 20:59:00;  2025-07-01 21:14:00;  2025-07-01 21:29:00;  2025-07-01 21:44:00;  2025-07-01 21:59:00;  2025-07-01 22:14:00;  2025-07-01 22:28:00;  2025-07-01 22:44:00;  2025-07-01 22:58:00;  2025-07-01 23:14:00;  2025-07-01 23:28:00;  2025-07-01 23:44:00;  2025-07-01 23:58:00;  2025-08-01 00:14:00
                   Pully, Caudoz;      8593850;  DEPARTURE;  2025-07-01 05:40:00;  2025-07-01 05:56:00;  2025-07-01 06:10:00;  2025-07-01 06:25:00;  2025-07-01 06:40:00;  2025-07-01 06:55:00;  2025-07-01 06:54:00;  2025-07-01 07:09:00;  2025-07-01 07:08:00;  2025-07-01 07:24:00;  2025-07-01 07:25:00;  2025-07-01 07:23:00;  2025-07-01 07:39:00;  2025-07-01 07:38:00;  2025-07-01 07:54:00;  2025-07-01 07:53:00;  2025-07-01 08:09:00;  2025-07-01 08:08:00;  2025-07-01 08:24:00;  2025-07-01 08:24:00;  2025-07-01 08:40:00;  2025-07-01 08:40:00;  2025-07-01 08:55:00;  2025-07-01 08:55:00;  2025-07-01 09:10:00;  2025-07-01 09:10:00;  2025-07-01 09:26:00;  2025-07-01 09:40:00;  2025-07-01 09:56:00;  2025-07-01 10:10:00;  2025-07-01 10:26:00;  2025-07-01 10:40:00;  2025-07-01 10:56:00;  2025-07-01 11:10:00;  2025-07-01 11:26:00;  2025-07-01 11:40:00;  2025-07-01 11:56:00;  2025-07-01 12:11:00;  2025-07-01 12:14:00;  2025-07-01 12:15:00;  2025-07-01 12:30:00;  2025-07-01 12:30:00;  2025-07-01 12:45:00;  2025-07-01 12:45:00;  2025-07-01 13:00:00;  2025-07-01 13:00:00;  2025-07-01 13:08:00;  2025-07-01 13:15:00;  2025-07-01 13:15:00;  2025-07-01 13:30:00;  2025-07-01 13:30:00;  2025-07-01 13:45:00;  2025-07-01 13:45:00;  2025-07-01 14:00:00;  2025-07-01 14:00:00;  2025-07-01 14:15:00;  2025-07-01 14:15:00;  2025-07-01 14:30:00;  2025-07-01 14:30:00;  2025-07-01 14:45:00;  2025-07-01 14:45:00;  2025-07-01 15:00:00;  2025-07-01 15:00:00;  2025-07-01 15:15:00;  2025-07-01 15:15:00;  2025-07-01 15:30:00;  2025-07-01 15:30:00;  2025-07-01 15:45:00;  2025-07-01 15:44:00;  2025-07-01 15:45:00;  2025-07-01 16:00:00;  2025-07-01 16:00:00;  2025-07-01 16:15:00;  2025-07-01 16:15:00;  2025-07-01 16:30:00;  2025-07-01 16:30:00;  2025-07-01 16:45:00;  2025-07-01 16:45:00;  2025-07-01 17:00:00;  2025-07-01 17:00:00;  2025-07-01 17:15:00;  2025-07-01 17:15:00;  2025-07-01 17:30:00;  2025-07-01 17:30:00;  2025-07-01 17:45:00;  2025-07-01 17:45:00;  2025-07-01 18:00:00;  2025-07-01 18:00:00;  2025-07-01 18:15:00;  2025-07-01 18:15:00;  2025-07-01 18:30:00;  2025-07-01 18:30:00;  2025-07-01 18:45:00;  2025-07-01 18:45:00;  2025-07-01 19:00:00;  2025-07-01 19:00:00;  2025-07-01 19:15:00;  2025-07-01 19:30:00;  2025-07-01 19:45:00;  2025-07-01 20:00:00;  2025-07-01 20:15:00;  2025-07-01 20:30:00;  2025-07-01 20:44:00;  2025-07-01 20:59:00;  2025-07-01 21:14:00;  2025-07-01 21:29:00;  2025-07-01 21:44:00;  2025-07-01 21:59:00;  2025-07-01 22:14:00;  2025-07-01 22:28:00;  2025-07-01 22:44:00;  2025-07-01 22:58:00;  2025-07-01 23:14:00;  2025-07-01 23:28:00;  2025-07-01 23:44:00;  2025-07-01 23:58:00;  2025-08-01 00:14:00
  Pully,Centre Sportif Rochettaz;      8595191;    ARRIVAL;  2025-07-01 05:40:00;  2025-07-01 05:57:00;  2025-07-01 06:10:00;  2025-07-01 06:26:00;  2025-07-01 06:40:00;  2025-07-01 06:55:00;  2025-07-01 06:55:00;  2025-07-01 07:09:00;  2025-07-01 07:09:00;  2025-07-01 07:24:00;  2025-07-01 07:25:00;  2025-07-01 07:24:00;  2025-07-01 07:39:00;  2025-07-01 07:39:00;  2025-07-01 07:54:00;  2025-07-01 07:54:00;  2025-07-01 08:09:00;  2025-07-01 08:09:00;  2025-07-01 08:24:00;  2025-07-01 08:25:00;  2025-07-01 08:40:00;  2025-07-01 08:41:00;  2025-07-01 08:55:00;  2025-07-01 08:56:00;  2025-07-01 09:10:00;  2025-07-01 09:11:00;  2025-07-01 09:27:00;  2025-07-01 09:40:00;  2025-07-01 09:57:00;  2025-07-01 10:10:00;  2025-07-01 10:27:00;  2025-07-01 10:40:00;  2025-07-01 10:57:00;  2025-07-01 11:10:00;  2025-07-01 11:27:00;  2025-07-01 11:40:00;  2025-07-01 11:57:00;  2025-07-01 12:11:00;  2025-07-01 12:15:00;  2025-07-01 12:16:00;  2025-07-01 12:30:00;  2025-07-01 12:31:00;  2025-07-01 12:45:00;  2025-07-01 12:46:00;  2025-07-01 13:00:00;  2025-07-01 13:01:00;  2025-07-01 13:08:00;  2025-07-01 13:15:00;  2025-07-01 13:16:00;  2025-07-01 13:30:00;  2025-07-01 13:31:00;  2025-07-01 13:45:00;  2025-07-01 13:46:00;  2025-07-01 14:00:00;  2025-07-01 14:01:00;  2025-07-01 14:15:00;  2025-07-01 14:16:00;  2025-07-01 14:30:00;  2025-07-01 14:31:00;  2025-07-01 14:45:00;  2025-07-01 14:46:00;  2025-07-01 15:00:00;  2025-07-01 15:01:00;  2025-07-01 15:15:00;  2025-07-01 15:16:00;  2025-07-01 15:30:00;  2025-07-01 15:31:00;  2025-07-01 15:45:00;  2025-07-01 15:45:00;  2025-07-01 15:46:00;  2025-07-01 16:00:00;  2025-07-01 16:01:00;  2025-07-01 16:15:00;  2025-07-01 16:16:00;  2025-07-01 16:30:00;  2025-07-01 16:31:00;  2025-07-01 16:45:00;  2025-07-01 16:46:00;  2025-07-01 17:00:00;  2025-07-01 17:01:00;  2025-07-01 17:15:00;  2025-07-01 17:16:00;  2025-07-01 17:30:00;  2025-07-01 17:31:00;  2025-07-01 17:45:00;  2025-07-01 17:46:00;  2025-07-01 18:00:00;  2025-07-01 18:01:00;  2025-07-01 18:15:00;  2025-07-01 18:16:00;  2025-07-01 18:30:00;  2025-07-01 18:31:00;  2025-07-01 18:45:00;  2025-07-01 18:46:00;  2025-07-01 19:00:00;  2025-07-01 19:01:00;  2025-07-01 19:16:00;  2025-07-01 19:30:00;  2025-07-01 19:46:00;  2025-07-01 20:00:00;  2025-07-01 20:16:00;  2025-07-01 20:30:00;  2025-07-01 20:45:00;  2025-07-01 20:59:00;  2025-07-01 21:15:00;  2025-07-01 21:29:00;  2025-07-01 21:45:00;  2025-07-01 21:59:00;  2025-07-01 22:15:00;  2025-07-01 22:28:00;  2025-07-01 22:45:00;  2025-07-01 22:58:00;  2025-07-01 23:15:00;  2025-07-01 23:28:00;  2025-07-01 23:45:00;  2025-07-01 23:58:00;  2025-08-01 00:15:00
  Pully,Centre Sportif Rochettaz;      8595191;  DEPARTURE;  2025-07-01 05:40:00;  2025-07-01 05:57:00;  2025-07-01 06:10:00;  2025-07-01 06:26:00;  2025-07-01 06:40:00;  2025-07-01 06:55:00;  2025-07-01 06:55:00;  2025-07-01 07:09:00;  2025-07-01 07:09:00;  2025-07-01 07:24:00;  2025-07-01 07:25:00;  2025-07-01 07:24:00;  2025-07-01 07:39:00;  2025-07-01 07:39:00;  2025-07-01 07:54:00;  2025-07-01 07:54:00;  2025-07-01 08:09:00;  2025-07-01 08:09:00;  2025-07-01 08:24:00;  2025-07-01 08:25:00;  2025-07-01 08:40:00;  2025-07-01 08:41:00;  2025-07-01 08:55:00;  2025-07-01 08:56:00;  2025-07-01 09:10:00;  2025-07-01 09:11:00;  2025-07-01 09:27:00;  2025-07-01 09:40:00;  2025-07-01 09:57:00;  2025-07-01 10:10:00;  2025-07-01 10:27:00;  2025-07-01 10:40:00;  2025-07-01 10:57:00;  2025-07-01 11:10:00;  2025-07-01 11:27:00;  2025-07-01 11:40:00;  2025-07-01 11:57:00;  2025-07-01 12:11:00;  2025-07-01 12:15:00;  2025-07-01 12:16:00;  2025-07-01 12:30:00;  2025-07-01 12:31:00;  2025-07-01 12:45:00;  2025-07-01 12:46:00;  2025-07-01 13:00:00;  2025-07-01 13:01:00;  2025-07-01 13:08:00;  2025-07-01 13:15:00;  2025-07-01 13:16:00;  2025-07-01 13:30:00;  2025-07-01 13:31:00;  2025-07-01 13:45:00;  2025-07-01 13:46:00;  2025-07-01 14:00:00;  2025-07-01 14:01:00;  2025-07-01 14:15:00;  2025-07-01 14:16:00;  2025-07-01 14:30:00;  2025-07-01 14:31:00;  2025-07-01 14:45:00;  2025-07-01 14:46:00;  2025-07-01 15:00:00;  2025-07-01 15:01:00;  2025-07-01 15:15:00;  2025-07-01 15:16:00;  2025-07-01 15:30:00;  2025-07-01 15:31:00;  2025-07-01 15:45:00;  2025-07-01 15:45:00;  2025-07-01 15:46:00;  2025-07-01 16:00:00;  2025-07-01 16:01:00;  2025-07-01 16:15:00;  2025-07-01 16:16:00;  2025-07-01 16:30:00;  2025-07-01 16:31:00;  2025-07-01 16:45:00;  2025-07-01 16:46:00;  2025-07-01 17:00:00;  2025-07-01 17:01:00;  2025-07-01 17:15:00;  2025-07-01 17:16:00;  2025-07-01 17:30:00;  2025-07-01 17:31:00;  2025-07-01 17:45:00;  2025-07-01 17:46:00;  2025-07-01 18:00:00;  2025-07-01 18:01:00;  2025-07-01 18:15:00;  2025-07-01 18:16:00;  2025-07-01 18:30:00;  2025-07-01 18:31:00;  2025-07-01 18:45:00;  2025-07-01 18:46:00;  2025-07-01 19:00:00;  2025-07-01 19:01:00;  2025-07-01 19:16:00;  2025-07-01 19:30:00;  2025-07-01 19:46:00;  2025-07-01 20:00:00;  2025-07-01 20:16:00;  2025-07-01 20:30:00;  2025-07-01 20:45:00;  2025-07-01 20:59:00;  2025-07-01 21:15:00;  2025-07-01 21:29:00;  2025-07-01 21:45:00;  2025-07-01 21:59:00;  2025-07-01 22:15:00;  2025-07-01 22:28:00;  2025-07-01 22:45:00;  2025-07-01 22:58:00;  2025-07-01 23:15:00;  2025-07-01 23:28:00;  2025-07-01 23:45:00;  2025-07-01 23:58:00;  2025-08-01 00:15:00
