         STOP_NAME          ; STOP_NUMBER ;   EVENT   ;     85:151:1209     ;     85:151:1238     ;     85:151:1267     ;     85:151:1210     ;     85:151:1295     ;     85:151:1239     ;     85:151:1323     ;     85:151:1268     ;     85:151:1296     ;     85:151:1324     ;     85:151:1211     ;     85:151:1240     ;     85:151:1351     ;     85:151:1269     ;     85:151:1297     ;     85:151:1325     ;     85:151:1352     ;     85:151:1212     ;     85:151:1241     ;     85:151:1298     ;     85:151:1270     ;     85:151:1326     ;     85:151:1353     ;     85:151:1213     ;     85:151:1242     ;     85:151:1299     ;     85:151:1271     ;     85:151:1327     ;     85:151:1354     ;     85:151:1243     ;     85:151:1214     ;     85:151:1272     ;     85:151:1300     ;     85:151:1355     ;     85:151:1328     ;     85:151:1215     ;     85:151:1244     ;     85:151:1301     ;     85:151:1273     ;     85:151:1356     ;     85:151:1329     ;     85:151:1245     ;     85:151:1216     ;     85:151:1302     ;     85:151:1274     ;     85:151:1357     ;     85:151:1330     ;     85:151:1246     ;     85:151:1217     ;     85:151:1275     ;     85:151:1303     ;     85:151:1331     ;     85:151:1358     ;     85:151:1247     ;     85:151:1218     ;     85:151:1304     ;     85:151:1276     ;     85:151:1359     ;     85:151:1332     ;     85:151:1219     ;     85:151:1248     ;     85:151:1277     ;     85:151:1305     ;     85:151:1333     ;     85:151:1360     ;     85:151:1249     ;     85:151:1220     ;     85:151:1306     ;     85:151:1278     ;     85:151:1361     ;     85:151:1334     ;     85:151:1221     ;     85:151:1250     ;     85:151:1279     ;     85:151:1307     ;     85:151:1335     ;     85:151:1362     ;     85:151:1251     ;     85:151:1222     ;     85:151:1308     ;     85:151:1280     ;     85:151:1363     ;     85:151:1336     ;     85:151:1223     ;     85:151:1252     ;     85:151:1309     ;     85:151:1281     ;     85:151:1364     ;     85:151:1337     ;     85:151:1224     ;     85:151:1253     ;     85:151:1282     ;     85:151:1310     ;     85:151:1338     ;     85:151:1365     ;     85:151:1254     ;     85:151:1225     ;     85:151:1311     ;     85:151:1283     ;     85:151:1339     ;     85:151:1366     ;     85:151:1226     ;     85:151:1255     ;     85:151:1284     ;     85:151:1312     ;     85:151:1340     ;     85:151:1367     ;     85:151:1256     ;     85:151:1227     ;     85:151:1313     ;     85:151:1285     ;     85:151:1368     ;     85:151:1341     ;     85:151:1228     ;     85:151:1257     ;     85:151:1286     ;     85:151:1314     ;     85:151:1342     ;     85:151:1369     ;     85:151:1258     ;     85:151:1229     ;     85:151:1315     ;     85:151:1287     ;     85:151:1370     ;     85:151:1343     ;     85:151:1230     ;     85:151:1259     ;     85:151:1288     ;     85:151:1316     ;     85:151:1344     ;     85:151:1371     ;     85:151:1260     ;     85:151:1231     ;     85:151:1317     ;     85:151:1289     ;     85:151:1372     ;     85:151:1345     ;     85:151:1232     ;     85:151:1261     ;     85:151:1290     ;     85:151:1318     ;     85:151:1346     ;     85:151:1373     ;     85:151:1262     ;     85:151:1233     ;     85:151:1319     ;     85:151:1291     ;     85:151:1374     ;     85:151:1347     ;     85:151:1263     ;     85:151:1234     ;     85:151:1292     ;     85:151:1320     ;     85:151:1348     ;     85:151:1375     ;     85:151:1264     ;     85:151:1235     
     Lausanne, Chauderon-Ale;      8592011;    ARRIVAL;                     ;  2025-07-01 06:55:00;                     ;  2025-07-01 07:15:00;  2025-07-01 07:05:00;                     ;                     ;  2025-07-01 07:27:00;                     ;  2025-07-01 07:36:00;                     ;  2025-07-01 07:49:00;                     ;                     ;  2025-07-01 07:57:00;                     ;  2025-07-01 08:06:00;  2025-07-01 08:15:00;                     ;                     ;  2025-07-01 08:26:00;  2025-07-01 08:35:00;                     ;                     ;  2025-07-01 08:47:00;  2025-07-01 08:56:00;                     ;                     ;  2025-07-01 09:06:00;                     ;  2025-07-01 09:16:00;  2025-07-01 09:25:00;                     ;                     ;  2025-07-01 09:36:00;                     ;  2025-07-01 09:46:00;  2025-07-01 09:55:00;                     ;  2025-07-01 10:05:00;                     ;                     ;  2025-07-01 10:18:00;                     ;  2025-07-01 10:27:00;                     ;  2025-07-01 10:37:00;  2025-07-01 10:47:00;                     ;                     ;  2025-07-01 10:58:00;                     ;  2025-07-01 11:08:00;                     ;  2025-07-01 11:18:00;                     ;  2025-07-01 11:28:00;                     ;  2025-07-01 11:38:00;                     ;  2025-07-01 11:48:00;                     ;  2025-07-01 11:58:00;                     ;  2025-07-01 12:08:00;                     ;  2025-07-01 12:18:00;                     ;  2025-07-01 12:28:00;                     ;  2025-07-01 12:38:00;                     ;  2025-07-01 12:48:00;                     ;  2025-07-01 12:58:00;                     ;  2025-07-01 13:08:00;                     ;  2025-07-01 13:19:00;                     ;  2025-07-01 13:29:00;                     ;  2025-07-01 13:39:00;                     ;  2025-07-01 13:49:00;  2025-07-01 13:59:00;                     ;  2025-07-01 14:07:00;                     ;  2025-07-01 14:17:00;                     ;  2025-07-01 14:27:00;                     ;  2025-07-01 14:36:00;                     ;  2025-07-01 14:46:00;                     ;  2025-07-01 14:55:00;                     ;                     ;  2025-07-01 15:07:00;  2025-07-01 15:16:00;                     ;  2025-07-01 15:27:00;                     ;  2025-07-01 15:37:00;                     ;  2025-07-01 15:47:00;                     ;  2025-07-01 15:55:00;                     ;  2025-07-01 16:05:00;                     ;  2025-07-01 16:17:00;                     ;  2025-07-01 16:27:00;                     ;  2025-07-01 16:37:00;                     ;  2025-07-01 16:46:00;                     ;  2025-07-01 16:58:00;                     ;  2025-07-01 17:07:00;                     ;  2025-07-01 17:16:00;                     ;  2025-07-01 17:28:00;                     ;  2025-07-01 17:38:00;                     ;  2025-07-01 17:48:00;                     ;  2025-07-01 17:58:00;                     ;  2025-07-01 18:07:00;                     ;  2025-07-01 18:19:00;                     ;  2025-07-01 18:26:00;                     ;  2025-07-01 18:36:00;                     ;  2025-07-01 18:45:00;                     ;  2025-07-01 18:55:00;                     ;  2025-07-01 19:04:00;                     ;                     ;  2025-07-01 19:14:00;                     ;                     ;                     ;                     ;                     ;                     
     Lausanne, Chauderon-Ale;      8592011;  DEPARTURE;                     ;  2025-07-01 06:55:00;                     ;  2025-07-01 07:15:00;  2025-07-01 07:05:00;                     ;                     ;  2025-07-01 07:27:00;                     ;  2025-07-01 07:36:00;                     ;  2025-07-01 07:49:00;                     ;                     ;  2025-07-01 07:57:00;                     ;  2025-07-01 08:06:00;  2025-07-01 08:15:00;                     ;                     ;  2025-07-01 08:26:00;  2025-07-01 08:35:00;                     ;                     ;  2025-07-01 08:47:00;  2025-07-01 08:56:00;                     ;                     ;  2025-07-01 09:06:00;                     ;  2025-07-01 09:16:00;  2025-07-01 09:25:00;                     ;                     ;  2025-07-01 09:36:00;                     ;  2025-07-01 09:46:00;  2025-07-01 09:55:00;                     ;  2025-07-01 10:05:00;                     ;                     ;  2025-07-01 10:18:00;                     ;  2025-07-01 10:27:00;                     ;  2025-07-01 10:37:00;  2025-07-01 10:47:00;                     ;                     ;  2025-07-01 10:58:00;                     ;  2025-07-01 11:08:00;                     ;  2025-07-01 11:18:00;                     ;  2025-07-01 11:28:00;                     ;  2025-07-01 11:38:00;                     ;  2025-07-01 11:48:00;                     ;  2025-07-01 11:58:00;                     ;  2025-07-01 12:08:00;                     ;  2025-07-01 12:18:00;                     ;  2025-07-01 12:28:00;                     ;  2025-07-01 12:38:00;                     ;  2025-07-01 12:48:00;                     ;  2025-07-01 12:58:00;                     ;  2025-07-01 13:08:00;                     ;  2025-07-01 13:19:00;                     ;  2025-07-01 13:29:00;                     ;  2025-07-01 13:39:00;                     ;  2025-07-01 13:49:00;  2025-07-01 13:59:00;                     ;  2025-07-01 14:07:00;                     ;  2025-07-01 14:17:00;                     ;  2025-07-01 14:27:00;                     ;  2025-07-01 14:36:00;                     ;  2025-07-01 14:46:00;                     ;  2025-07-01 14:55:00;                     ;                     ;  2025-07-01 15:07:00;  2025-07-01 15:16:00;                     ;  2025-07-01 15:27:00;                     ;  2025-07-01 15:37:00;                     ;  2025-07-01 15:47:00;                     ;  2025-07-01 15:55:00;                     ;  2025-07-01 16:05:00;                     ;  2025-07-01 16:17:00;                     ;  2025-07-01 16:27:00;                     ;  2025-07-01 16:37:00;                     ;  2025-07-01 16:46:00;                     ;  2025-07-01 16:58:00;                     ;  2025-07-01 17:07:00;                     ;  2025-07-01 17:16:00;                     ;  2025-07-01 17:28:00;                     ;  2025-07-01 17:38:00;                     ;  2025-07-01 17:48:00;                     ;  2025-07-01 17:58:00;                     ;  2025-07-01 18:07:00;                     ;  2025-07-01 18:19:00;                     ;  2025-07-01 18:26:00;                     ;  2025-07-01 18:36:00;                     ;  2025-07-01 18:45:00;                     ;  2025-07-01 18:55:00;                     ;  2025-07-01 19:04:00;                     ;                     ;  2025-07-01 19:14:00;                     ;                     ;                     ;                     ;                     ;                     
         Lausanne, Chauderon;      8592010;    ARRIVAL;                     ;  2025-07-01 06:54:00;                     ;  2025-07-01 07:13:00;  2025-07-01 07:06:00;                     ;                     ;  2025-07-01 07:28:00;                     ;  2025-07-01 07:34:00;                     ;  2025-07-01 07:47:00;                     ;                     ;  2025-07-01 07:55:00;                     ;  2025-07-01 08:04:00;  2025-07-01 08:13:00;                     ;                     ;  2025-07-01 08:27:00;  2025-07-01 08:36:00;                     ;                     ;  2025-07-01 08:45:00;  2025-07-01 08:54:00;                     ;                     ;  2025-07-01 09:04:00;                     ;  2025-07-01 09:14:00;  2025-07-01 09:26:00;                     ;                     ;  2025-07-01 09:37:00;                     ;  2025-07-01 09:47:00;  2025-07-01 09:54:00;                     ;  2025-07-01 10:04:00;                     ;                     ;  2025-07-01 10:17:00;                     ;  2025-07-01 10:28:00;                     ;  2025-07-01 10:38:00;  2025-07-01 10:46:00;                     ;                     ;  2025-07-01 10:57:00;                     ;  2025-07-01 11:07:00;                     ;  2025-07-01 11:17:00;                     ;  2025-07-01 11:29:00;                     ;  2025-07-01 11:39:00;                     ;  2025-07-01 11:49:00;                     ;  2025-07-01 11:57:00;                     ;  2025-07-01 12:07:00;                     ;  2025-07-01 12:17:00;                     ;  2025-07-01 12:29:00;                     ;  2025-07-01 12:39:00;                     ;  2025-07-01 12:49:00;                     ;  2025-07-01 12:57:00;                     ;  2025-07-01 13:07:00;                     ;  2025-07-01 13:17:00;                     ;  2025-07-01 13:30:00;                     ;  2025-07-01 13:40:00;                     ;  2025-07-01 13:47:00;  2025-07-01 13:57:00;                     ;  2025-07-01 14:05:00;                     ;  2025-07-01 14:15:00;                     ;  2025-07-01 14:28:00;                     ;  2025-07-01 14:37:00;                     ;  2025-07-01 14:47:00;                     ;  2025-07-01 14:56:00;                     ;                     ;  2025-07-01 15:05:00;  2025-07-01 15:14:00;                     ;  2025-07-01 15:28:00;                     ;  2025-07-01 15:38:00;                     ;  2025-07-01 15:45:00;                     ;  2025-07-01 15:56:00;                     ;  2025-07-01 16:03:00;                     ;  2025-07-01 16:15:00;                     ;  2025-07-01 16:28:00;                     ;  2025-07-01 16:38:00;                     ;  2025-07-01 16:47:00;                     ;  2025-07-01 16:59:00;                     ;  2025-07-01 17:05:00;                     ;  2025-07-01 17:14:00;                     ;  2025-07-01 17:29:00;                     ;  2025-07-01 17:39:00;                     ;  2025-07-01 17:46:00;                     ;  2025-07-01 17:56:00;                     ;  2025-07-01 18:05:00;                     ;  2025-07-01 18:17:00;                     ;  2025-07-01 18:27:00;                     ;  2025-07-01 18:34:00;                     ;  2025-07-01 18:43:00;                     ;  2025-07-01 18:53:00;                     ;  2025-07-01 19:02:00;                     ;                     ;  2025-07-01 19:12:00;                     ;                     ;                     ;                     ;                     ;                     
         Lausanne, Chauderon;      8592010;  DEPARTURE;                     ;  2025-07-01 06:54:00;                     ;  2025-07-01 07:13:00;                     ;  2025-07-01 07:01:00;                     ;                     ;  2025-07-01 07:11:00;  2025-07-01 07:34:00;  2025-07-01 07:25:00;  2025-07-01 07:47:00;                     ;  2025-07-01 07:34:00;  2025-07-01 07:55:00;  2025-07-01 07:45:00;  2025-07-01 08:04:00;  2025-07-01 08:13:00;  2025-07-01 07:55:00;  2025-07-01 08:05:00;                     ;                     ;  2025-07-01 08:15:00;  2025-07-01 08:25:00;  2025-07-01 08:45:00;  2025-07-01 08:54:00;  2025-07-01 08:36:00;  2025-07-01 08:45:00;  2025-07-01 09:04:00;  2025-07-01 08:55:00;  2025-07-01 09:14:00;                     ;  2025-07-01 09:05:00;  2025-07-01 09:15:00;                     ;  2025-07-01 09:25:00;                     ;  2025-07-01 09:54:00;  2025-07-01 09:37:00;  2025-07-01 10:04:00;  2025-07-01 09:46:00;  2025-07-01 09:56:00;  2025-07-01 10:17:00;  2025-07-01 10:06:00;                     ;  2025-07-01 10:17:00;                     ;  2025-07-01 10:46:00;  2025-07-01 10:27:00;  2025-07-01 10:37:00;  2025-07-01 10:57:00;  2025-07-01 10:47:00;  2025-07-01 11:07:00;  2025-07-01 10:57:00;  2025-07-01 11:17:00;  2025-07-01 11:07:00;                     ;  2025-07-01 11:17:00;                     ;  2025-07-01 11:27:00;                     ;  2025-07-01 11:37:00;  2025-07-01 11:57:00;  2025-07-01 11:47:00;  2025-07-01 12:07:00;  2025-07-01 11:57:00;  2025-07-01 12:17:00;  2025-07-01 12:07:00;                     ;  2025-07-01 12:17:00;                     ;  2025-07-01 12:27:00;                     ;  2025-07-01 12:37:00;  2025-07-01 12:57:00;  2025-07-01 12:47:00;  2025-07-01 13:07:00;  2025-07-01 12:57:00;  2025-07-01 13:17:00;  2025-07-01 13:07:00;                     ;  2025-07-01 13:17:00;                     ;  2025-07-01 13:28:00;  2025-07-01 13:47:00;  2025-07-01 13:57:00;  2025-07-01 13:38:00;  2025-07-01 14:05:00;  2025-07-01 13:48:00;  2025-07-01 14:15:00;  2025-07-01 13:58:00;                     ;  2025-07-01 14:06:00;                     ;  2025-07-01 14:16:00;                     ;  2025-07-01 14:26:00;                     ;  2025-07-01 14:36:00;  2025-07-01 14:46:00;  2025-07-01 15:05:00;  2025-07-01 15:14:00;  2025-07-01 14:56:00;                     ;  2025-07-01 15:06:00;                     ;  2025-07-01 15:16:00;  2025-07-01 15:45:00;  2025-07-01 15:26:00;                     ;  2025-07-01 15:36:00;  2025-07-01 16:03:00;  2025-07-01 15:47:00;  2025-07-01 16:15:00;  2025-07-01 15:55:00;                     ;  2025-07-01 16:03:00;                     ;  2025-07-01 16:14:00;                     ;  2025-07-01 16:24:00;                     ;  2025-07-01 16:35:00;  2025-07-01 17:05:00;  2025-07-01 16:45:00;  2025-07-01 17:14:00;  2025-07-01 16:55:00;                     ;  2025-07-01 17:05:00;                     ;  2025-07-01 17:15:00;  2025-07-01 17:46:00;  2025-07-01 17:25:00;  2025-07-01 17:56:00;  2025-07-01 17:35:00;  2025-07-01 18:05:00;  2025-07-01 17:46:00;  2025-07-01 18:17:00;  2025-07-01 17:56:00;                     ;  2025-07-01 18:06:00;  2025-07-01 18:34:00;  2025-07-01 18:16:00;  2025-07-01 18:43:00;  2025-07-01 18:26:00;  2025-07-01 18:53:00;  2025-07-01 18:34:00;  2025-07-01 19:02:00;  2025-07-01 18:44:00;  2025-07-01 18:53:00;  2025-07-01 19:12:00;                     ;  2025-07-01 19:02:00;                     ;  2025-07-01 19:13:00;                     ;  2025-07-01 19:22:00
            Lausanne, Boston;      8592001;    ARRIVAL;                     ;  2025-07-01 06:52:00;                     ;  2025-07-01 07:11:00;  2025-07-01 07:01:00;  2025-07-01 07:02:00;                     ;  2025-07-01 07:23:00;  2025-07-01 07:12:00;  2025-07-01 07:32:00;  2025-07-01 07:26:00;  2025-07-01 07:45:00;                     ;  2025-07-01 07:35:00;  2025-07-01 07:53:00;  2025-07-01 07:46:00;  2025-07-01 08:02:00;  2025-07-01 08:11:00;  2025-07-01 07:56:00;  2025-07-01 08:06:00;  2025-07-01 08:22:00;  2025-07-01 08:31:00;  2025-07-01 08:16:00;  2025-07-01 08:26:00;  2025-07-01 08:43:00;  2025-07-01 08:52:00;  2025-07-01 08:37:00;  2025-07-01 08:46:00;  2025-07-01 09:02:00;  2025-07-01 08:56:00;  2025-07-01 09:12:00;  2025-07-01 09:21:00;  2025-07-01 09:06:00;  2025-07-01 09:16:00;  2025-07-01 09:32:00;  2025-07-01 09:26:00;  2025-07-01 09:43:00;  2025-07-01 09:52:00;  2025-07-01 09:38:00;  2025-07-01 10:02:00;  2025-07-01 09:47:00;  2025-07-01 09:57:00;  2025-07-01 10:15:00;  2025-07-01 10:07:00;  2025-07-01 10:24:00;  2025-07-01 10:18:00;  2025-07-01 10:34:00;  2025-07-01 10:44:00;  2025-07-01 10:28:00;  2025-07-01 10:38:00;  2025-07-01 10:55:00;  2025-07-01 10:48:00;  2025-07-01 11:05:00;  2025-07-01 10:58:00;  2025-07-01 11:15:00;  2025-07-01 11:08:00;  2025-07-01 11:25:00;  2025-07-01 11:18:00;  2025-07-01 11:35:00;  2025-07-01 11:28:00;  2025-07-01 11:45:00;  2025-07-01 11:38:00;  2025-07-01 11:55:00;  2025-07-01 11:48:00;  2025-07-01 12:05:00;  2025-07-01 11:58:00;  2025-07-01 12:15:00;  2025-07-01 12:08:00;  2025-07-01 12:25:00;  2025-07-01 12:18:00;  2025-07-01 12:35:00;  2025-07-01 12:28:00;  2025-07-01 12:45:00;  2025-07-01 12:38:00;  2025-07-01 12:55:00;  2025-07-01 12:48:00;  2025-07-01 13:05:00;  2025-07-01 12:58:00;  2025-07-01 13:15:00;  2025-07-01 13:08:00;  2025-07-01 13:25:00;  2025-07-01 13:18:00;  2025-07-01 13:35:00;  2025-07-01 13:29:00;  2025-07-01 13:45:00;  2025-07-01 13:55:00;  2025-07-01 13:39:00;  2025-07-01 14:03:00;  2025-07-01 13:49:00;  2025-07-01 14:13:00;  2025-07-01 13:59:00;  2025-07-01 14:23:00;  2025-07-01 14:07:00;  2025-07-01 14:32:00;  2025-07-01 14:17:00;  2025-07-01 14:42:00;  2025-07-01 14:27:00;  2025-07-01 14:51:00;  2025-07-01 14:37:00;  2025-07-01 14:47:00;  2025-07-01 15:03:00;  2025-07-01 15:12:00;  2025-07-01 14:57:00;  2025-07-01 15:23:00;  2025-07-01 15:07:00;  2025-07-01 15:33:00;  2025-07-01 15:17:00;  2025-07-01 15:43:00;  2025-07-01 15:27:00;  2025-07-01 15:51:00;  2025-07-01 15:37:00;  2025-07-01 16:01:00;  2025-07-01 15:48:00;  2025-07-01 16:13:00;  2025-07-01 15:56:00;  2025-07-01 16:23:00;  2025-07-01 16:04:00;  2025-07-01 16:33:00;  2025-07-01 16:15:00;  2025-07-01 16:42:00;  2025-07-01 16:25:00;  2025-07-01 16:54:00;  2025-07-01 16:37:00;  2025-07-01 17:03:00;  2025-07-01 16:47:00;  2025-07-01 17:12:00;  2025-07-01 16:57:00;  2025-07-01 17:24:00;  2025-07-01 17:07:00;  2025-07-01 17:34:00;  2025-07-01 17:17:00;  2025-07-01 17:44:00;  2025-07-01 17:27:00;  2025-07-01 17:54:00;  2025-07-01 17:37:00;  2025-07-01 18:03:00;  2025-07-01 17:47:00;  2025-07-01 18:15:00;  2025-07-01 17:57:00;  2025-07-01 18:22:00;  2025-07-01 18:07:00;  2025-07-01 18:32:00;  2025-07-01 18:17:00;  2025-07-01 18:41:00;  2025-07-01 18:27:00;  2025-07-01 18:51:00;  2025-07-01 18:35:00;  2025-07-01 19:00:00;  2025-07-01 18:45:00;  2025-07-01 18:54:00;  2025-07-01 19:10:00;                     ;  2025-07-01 19:03:00;                     ;  2025-07-01 19:14:00;                     ;  2025-07-01 19:23:00
            Lausanne, Boston;      8592001;  DEPARTURE;                     ;  2025-07-01 06:52:00;                     ;  2025-07-01 07:11:00;  2025-07-01 07:01:00;  2025-07-01 07:02:00;                     ;  2025-07-01 07:23:00;  2025-07-01 07:12:00;  2025-07-01 07:32:00;  2025-07-01 07:26:00;  2025-07-01 07:45:00;                     ;  2025-07-01 07:35:00;  2025-07-01 07:53:00;  2025-07-01 07:46:00;  2025-07-01 08:02:00;  2025-07-01 08:11:00;  2025-07-01 07:56:00;  2025-07-01 08:06:00;  2025-07-01 08:22:00;  2025-07-01 08:31:00;  2025-07-01 08:16:00;  2025-07-01 08:26:00;  2025-07-01 08:43:00;  2025-07-01 08:52:00;  2025-07-01 08:37:00;  2025-07-01 08:46:00;  2025-07-01 09:02:00;  2025-07-01 08:56:00;  2025-07-01 09:12:00;  2025-07-01 09:21:00;  2025-07-01 09:06:00;  2025-07-01 09:16:00;  2025-07-01 09:32:00;  2025-07-01 09:26:00;  2025-07-01 09:43:00;  2025-07-01 09:52:00;  2025-07-01 09:38:00;  2025-07-01 10:02:00;  2025-07-01 09:47:00;  2025-07-01 09:57:00;  2025-07-01 10:15:00;  2025-07-01 10:07:00;  2025-07-01 10:24:00;  2025-07-01 10:18:00;  2025-07-01 10:34:00;  2025-07-01 10:44:00;  2025-07-01 10:28:00;  2025-07-01 10:38:00;  2025-07-01 10:55:00;  2025-07-01 10:48:00;  2025-07-01 11:05:00;  2025-07-01 10:58:00;  2025-07-01 11:15:00;  2025-07-01 11:08:00;  2025-07-01 11:25:00;  2025-07-01 11:18:00;  2025-07-01 11:35:00;  2025-07-01 11:28:00;  2025-07-01 11:45:00;  2025-07-01 11:38:00;  2025-07-01 11:55:00;  2025-07-01 11:48:00;  2025-07-01 12:05:00;  2025-07-01 11:58:00;  2025-07-01 12:15:00;  2025-07-01 12:08:00;  2025-07-01 12:25:00;  2025-07-01 12:18:00;  2025-07-01 12:35:00;  2025-07-01 12:28:00;  2025-07-01 12:45:00;  2025-07-01 12:38:00;  2025-07-01 12:55:00;  2025-07-01 12:48:00;  2025-07-01 13:05:00;  2025-07-01 12:58:00;  2025-07-01 13:15:00;  2025-07-01 13:08:00;  2025-07-01 13:25:00;  2025-07-01 13:18:00;  2025-07-01 13:35:00;  2025-07-01 13:29:00;  2025-07-01 13:45:00;  2025-07-01 13:55:00;  2025-07-01 13:39:00;  2025-07-01 14:03:00;  2025-07-01 13:49:00;  2025-07-01 14:13:00;  2025-07-01 13:59:00;  2025-07-01 14:23:00;  2025-07-01 14:07:00;  2025-07-01 14:32:00;  2025-07-01 14:17:00;  2025-07-01 14:42:00;  2025-07-01 14:27:00;  2025-07-01 14:51:00;  2025-07-01 14:37:00;  2025-07-01 14:47:00;  2025-07-01 15:03:00;  2025-07-01 15:12:00;  2025-07-01 14:57:00;  2025-07-01 15:23:00;  2025-07-01 15:07:00;  2025-07-01 15:33:00;  2025-07-01 15:17:00;  2025-07-01 15:43:00;  2025-07-01 15:27:00;  2025-07-01 15:51:00;  2025-07-01 15:37:00;  2025-07-01 16:01:00;  2025-07-01 15:48:00;  2025-07-01 16:13:00;  2025-07-01 15:56:00;  2025-07-01 16:23:00;  2025-07-01 16:04:00;  2025-07-01 16:33:00;  2025-07-01 16:15:00;  2025-07-01 16:42:00;  2025-07-01 16:25:00;  2025-07-01 16:54:00;  2025-07-01 16:37:00;  2025-07-01 17:03:00;  2025-07-01 16:47:00;  2025-07-01 17:12:00;  2025-07-01 16:57:00;  2025-07-01 17:24:00;  2025-07-01 17:07:00;  2025-07-01 17:34:00;  2025-07-01 17:17:00;  2025-07-01 17:44:00;  2025-07-01 17:27:00;  2025-07-01 17:54:00;  2025-07-01 17:37:00;  2025-07-01 18:03:00;  2025-07-01 17:47:00;  2025-07-01 18:15:00;  2025-07-01 17:57:00;  2025-07-01 18:22:00;  2025-07-01 18:07:00;  2025-07-01 18:32:00;  2025-07-01 18:17:00;  2025-07-01 18:41:00;  2025-07-01 18:27:00;  2025-07-01 18:51:00;  2025-07-01 18:35:00;  2025-07-01 19:00:00;  2025-07-01 18:45:00;  2025-07-01 18:54:00;  2025-07-01 19:10:00;                     ;  2025-07-01 19:03:00;                     ;  2025-07-01 19:14:00;                     ;  2025-07-01 19:23:00
