        STOP_NAME         ; STOP_NUMBER ;   EVENT   ;     85:151:4605     ;     85:151:4606     ;     85:151:4670     ;     85:151:4671     ;     85:151:4607     ;     85:151:4608     ;     85:151:4672     ;     85:151:4673     ;     85:151:4609     ;     85:151:4610     ;     85:151:4674     ;     85:151:4675     ;     85:151:4611     ;     85:151:4612     ;     85:151:4676     ;     85:151:4613     ;     85:151:4677     ;     85:151:4614     ;     85:151:4678     ;     85:151:4679     ;     85:151:4615     ;     85:151:4616     ;     85:151:4680     ;     85:151:4681     ;     85:151:4617     ;     85:151:4618     ;     85:151:4682     ;     85:151:4683     ;     85:151:4619     ;     85:151:4620     ;     85:151:4684     ;     85:151:4685     ;     85:151:4621     ;     85:151:4622     ;     85:151:4686     ;     85:151:4687     ;     85:151:4623     ;     85:151:4624     ;     85:151:4688     ;     85:151:4689     ;     85:151:4625     ;     85:151:4626     ;     85:151:4690     ;     85:151:4691     ;     85:151:4627     ;     85:151:4628     ;     85:151:4692     ;     85:151:4693     ;     85:151:4629     ;     85:151:4630     ;     85:151:4694     ;     85:151:4695     ;     85:151:4631     ;     85:151:4632     ;     85:151:4696     ;     85:151:4697     ;     85:151:4633     ;     85:151:4634     ;     85:151:4698     ;     85:151:4699     ;     85:151:4635     ;     85:151:4700     ;     85:151:4636     ;     85:151:4701     ;     85:151:4637     ;     85:151:4702     ;     85:151:4638     ;     85:151:4703     ;     85:151:4639     ;     85:151:4640     ;     85:151:4704     ;     85:151:4705     ;     85:151:4641     ;     85:151:4642     ;     85:151:4706     ;     85:151:4707     ;     85:151:4643     ;     85:151:4644     ;     85:151:4708     ;     85:151:4709     ;     85:151:4645     ;     85:151:4646     ;     85:151:4710     ;     85:151:4711     ;     85:151:4647     ;     85:151:4648     ;     85:151:4712     ;     85:151:4713     ;     85:151:4649     ;     85:151:4650     ;     85:151:4714     ;     85:151:4715     ;     85:151:4651     ;     85:151:4652     ;     85:151:4716     ;     85:151:4717     ;     85:151:4653     ;     85:151:4654     ;     85:151:4718     ;     85:151:4719     ;     85:151:4655     ;     85:151:4656     ;     85:151:4720     ;     85:151:4657     ;     85:151:4721     ;     85:151:4658     ;     85:151:4722     ;     85:151:4723     ;     85:151:4659     ;     85:151:4660     ;     85:151:4724     ;     85:151:4725     ;     85:151:4661     ;     85:151:4662     ;     85:151:4726     ;     85:151:4727     ;     85:151:4663     ;     85:151:4664     ;     85:151:4728     ;     85:151:4729     ;     85:151:4665     ;     85:151:4666     ;     85:151:4730     ;     85:151:4667     ;     85:151:4731     ;     85:151:4732     ;     85:151:4532     ;     85:151:4533     ;     85:151:4475     ;     85:151:4476     ;     85:151:4592     ;     85:151:4593     ;     85:151:4735     ;     85:151:4736     ;     85:151:4536     ;     85:151:4537     ;     85:151:4479     ;     85:151:4480     ;     85:151:4596     ;     85:151:4597     ;     85:151:4739     ;     85:151:4740     ;     85:151:4540     ;     85:151:4541     ;     85:151:4483     ;     85:151:4484     ;     85:151:4600     ;     85:151:4601     ;     85:151:4743     ;     85:151:4744     ;     85:151:4544     ;     85:151:4545     ;     85:151:4487     
       Epalinges, Ballègue;      8591962;    ARRIVAL;                     ;  2025-07-01 05:52:00;                     ;  2025-07-01 06:07:00;                     ;  2025-07-01 06:22:00;                     ;  2025-07-01 06:38:00;                     ;  2025-07-01 06:53:00;                     ;  2025-07-01 07:08:00;                     ;  2025-07-01 07:24:00;                     ;                     ;  2025-07-01 07:39:00;  2025-07-01 07:54:00;                     ;  2025-07-01 08:09:00;                     ;  2025-07-01 08:24:00;                     ;  2025-07-01 08:39:00;                     ;  2025-07-01 08:54:00;                     ;  2025-07-01 09:08:00;                     ;  2025-07-01 09:23:00;                     ;  2025-07-01 09:38:00;                     ;  2025-07-01 09:53:00;                     ;  2025-07-01 10:08:00;                     ;  2025-07-01 10:23:00;                     ;  2025-07-01 10:38:00;                     ;  2025-07-01 10:53:00;                     ;  2025-07-01 11:08:00;                     ;  2025-07-01 11:23:00;                     ;  2025-07-01 11:38:00;                     ;  2025-07-01 11:53:00;                     ;  2025-07-01 12:09:00;                     ;  2025-07-01 12:24:00;                     ;  2025-07-01 12:39:00;                     ;  2025-07-01 12:53:00;                     ;  2025-07-01 13:08:00;                     ;                     ;  2025-07-01 13:23:00;  2025-07-01 13:38:00;                     ;                     ;  2025-07-01 13:53:00;  2025-07-01 14:08:00;                     ;  2025-07-01 14:23:00;                     ;  2025-07-01 14:38:00;                     ;  2025-07-01 14:53:00;                     ;  2025-07-01 15:08:00;                     ;  2025-07-01 15:24:00;                     ;  2025-07-01 15:39:00;                     ;  2025-07-01 15:54:00;                     ;  2025-07-01 16:09:00;                     ;  2025-07-01 16:24:00;                     ;  2025-07-01 16:39:00;                     ;  2025-07-01 16:54:00;                     ;  2025-07-01 17:09:00;                     ;  2025-07-01 17:24:00;                     ;  2025-07-01 17:39:00;                     ;  2025-07-01 17:54:00;                     ;  2025-07-01 18:09:00;                     ;  2025-07-01 18:24:00;                     ;                     ;  2025-07-01 18:39:00;  2025-07-01 18:54:00;                     ;  2025-07-01 19:09:00;                     ;  2025-07-01 19:24:00;                     ;  2025-07-01 19:38:00;                     ;  2025-07-01 19:52:00;                     ;  2025-07-01 20:07:00;                     ;  2025-07-01 20:22:00;                     ;  2025-07-01 20:37:00;                     ;  2025-07-01 20:52:00;                     ;                     ;  2025-07-01 21:07:00;                     ;  2025-07-01 21:22:00;                     ;  2025-07-01 21:37:00;                     ;  2025-07-01 21:52:00;                     ;  2025-07-01 22:07:00;                     ;  2025-07-01 22:22:00;                     ;  2025-07-01 22:37:00;                     ;  2025-07-01 22:52:00;                     ;  2025-07-01 23:07:00;                     ;  2025-07-01 23:22:00;                     ;  2025-07-01 23:37:00;                     ;  2025-07-01 23:52:00;                     ;  2025-08-01 00:07:00;                     ;  2025-08-01 00:22:00;                     ;  2025-08-01 00:37:00
       Epalinges, Ballègue;      8591962;  DEPARTURE;  2025-07-01 05:29:00;                     ;  2025-07-01 05:44:00;                     ;  2025-07-01 05:59:00;                     ;  2025-07-01 06:14:00;                     ;  2025-07-01 06:29:00;                     ;  2025-07-01 06:44:00;                     ;  2025-07-01 06:58:00;                     ;  2025-07-01 07:12:00;  2025-07-01 07:27:00;                     ;                     ;  2025-07-01 07:42:00;                     ;  2025-07-01 07:58:00;                     ;  2025-07-01 08:13:00;                     ;  2025-07-01 08:28:00;                     ;  2025-07-01 08:43:00;                     ;  2025-07-01 08:58:00;                     ;  2025-07-01 09:13:00;                     ;  2025-07-01 09:28:00;                     ;  2025-07-01 09:43:00;                     ;  2025-07-01 09:58:00;                     ;  2025-07-01 10:13:00;                     ;  2025-07-01 10:28:00;                     ;  2025-07-01 10:43:00;                     ;  2025-07-01 10:58:00;                     ;  2025-07-01 11:13:00;                     ;  2025-07-01 11:28:00;                     ;  2025-07-01 11:43:00;                     ;  2025-07-01 11:58:00;                     ;  2025-07-01 12:13:00;                     ;  2025-07-01 12:28:00;                     ;  2025-07-01 12:43:00;                     ;  2025-07-01 12:57:00;  2025-07-01 13:12:00;                     ;                     ;  2025-07-01 13:27:00;  2025-07-01 13:42:00;                     ;                     ;  2025-07-01 13:58:00;                     ;  2025-07-01 14:13:00;                     ;  2025-07-01 14:28:00;                     ;  2025-07-01 14:43:00;                     ;  2025-07-01 14:58:00;                     ;  2025-07-01 15:13:00;                     ;  2025-07-01 15:28:00;                     ;  2025-07-01 15:43:00;                     ;  2025-07-01 15:58:00;                     ;  2025-07-01 16:13:00;                     ;  2025-07-01 16:27:00;                     ;  2025-07-01 16:42:00;                     ;  2025-07-01 16:57:00;                     ;  2025-07-01 17:12:00;                     ;  2025-07-01 17:27:00;                     ;  2025-07-01 17:42:00;                     ;  2025-07-01 17:57:00;                     ;  2025-07-01 18:12:00;  2025-07-01 18:27:00;                     ;                     ;  2025-07-01 18:43:00;                     ;  2025-07-01 18:58:00;                     ;  2025-07-01 19:13:00;                     ;  2025-07-01 19:28:00;                     ;  2025-07-01 19:43:00;                     ;  2025-07-01 19:58:00;                     ;  2025-07-01 20:13:00;                     ;  2025-07-01 20:28:00;                     ;  2025-07-01 20:43:00;  2025-07-01 20:57:00;                     ;  2025-07-01 21:09:00;                     ;  2025-07-01 21:24:00;                     ;  2025-07-01 21:39:00;                     ;  2025-07-01 21:54:00;                     ;  2025-07-01 22:09:00;                     ;  2025-07-01 22:24:00;                     ;  2025-07-01 22:39:00;                     ;  2025-07-01 22:54:00;                     ;  2025-07-01 23:09:00;                     ;  2025-07-01 23:24:00;                     ;  2025-07-01 23:39:00;                     ;  2025-07-01 23:54:00;                     ;  2025-08-01 00:09:00;                     ;  2025-08-01 00:24:00;                     
          Epalinges, Polny;      8591969;    ARRIVAL;                     ;  2025-07-01 05:50:00;                     ;  2025-07-01 06:05:00;                     ;  2025-07-01 06:20:00;                     ;  2025-07-01 06:35:00;                     ;  2025-07-01 06:50:00;                     ;  2025-07-01 07:05:00;                     ;  2025-07-01 07:21:00;                     ;                     ;  2025-07-01 07:36:00;  2025-07-01 07:51:00;                     ;  2025-07-01 08:06:00;                     ;  2025-07-01 08:21:00;                     ;  2025-07-01 08:36:00;                     ;  2025-07-01 08:51:00;                     ;  2025-07-01 09:06:00;                     ;  2025-07-01 09:21:00;                     ;  2025-07-01 09:36:00;                     ;  2025-07-01 09:51:00;                     ;  2025-07-01 10:06:00;                     ;  2025-07-01 10:21:00;                     ;  2025-07-01 10:36:00;                     ;  2025-07-01 10:51:00;                     ;  2025-07-01 11:06:00;                     ;  2025-07-01 11:21:00;                     ;  2025-07-01 11:36:00;                     ;  2025-07-01 11:51:00;                     ;  2025-07-01 12:06:00;                     ;  2025-07-01 12:21:00;                     ;  2025-07-01 12:36:00;                     ;  2025-07-01 12:51:00;                     ;  2025-07-01 13:06:00;                     ;                     ;  2025-07-01 13:21:00;  2025-07-01 13:36:00;                     ;                     ;  2025-07-01 13:51:00;  2025-07-01 14:06:00;                     ;  2025-07-01 14:21:00;                     ;  2025-07-01 14:36:00;                     ;  2025-07-01 14:51:00;                     ;  2025-07-01 15:06:00;                     ;  2025-07-01 15:21:00;                     ;  2025-07-01 15:36:00;                     ;  2025-07-01 15:51:00;                     ;  2025-07-01 16:06:00;                     ;  2025-07-01 16:21:00;                     ;  2025-07-01 16:36:00;                     ;  2025-07-01 16:51:00;                     ;  2025-07-01 17:06:00;                     ;  2025-07-01 17:21:00;                     ;  2025-07-01 17:36:00;                     ;  2025-07-01 17:51:00;                     ;  2025-07-01 18:06:00;                     ;  2025-07-01 18:21:00;                     ;                     ;  2025-07-01 18:36:00;  2025-07-01 18:51:00;                     ;  2025-07-01 19:06:00;                     ;  2025-07-01 19:21:00;                     ;  2025-07-01 19:36:00;                     ;  2025-07-01 19:50:00;                     ;  2025-07-01 20:05:00;                     ;  2025-07-01 20:20:00;                     ;  2025-07-01 20:35:00;                     ;  2025-07-01 20:50:00;                     ;                     ;  2025-07-01 21:05:00;                     ;  2025-07-01 21:20:00;                     ;  2025-07-01 21:35:00;                     ;  2025-07-01 21:50:00;                     ;  2025-07-01 22:05:00;                     ;  2025-07-01 22:20:00;                     ;  2025-07-01 22:35:00;                     ;  2025-07-01 22:50:00;                     ;  2025-07-01 23:05:00;                     ;  2025-07-01 23:20:00;                     ;  2025-07-01 23:35:00;                     ;  2025-07-01 23:50:00;                     ;  2025-08-01 00:05:00;                     ;  2025-08-01 00:20:00;                     ;  2025-08-01 00:35:00
          Epalinges, Polny;      8591969;  DEPARTURE;                     ;  2025-07-01 05:50:00;                     ;  2025-07-01 06:05:00;                     ;  2025-07-01 06:20:00;                     ;  2025-07-01 06:35:00;                     ;  2025-07-01 06:50:00;                     ;  2025-07-01 07:05:00;                     ;  2025-07-01 07:21:00;                     ;                     ;  2025-07-01 07:36:00;  2025-07-01 07:51:00;                     ;  2025-07-01 08:06:00;                     ;  2025-07-01 08:21:00;                     ;  2025-07-01 08:36:00;                     ;  2025-07-01 08:51:00;                     ;  2025-07-01 09:06:00;                     ;  2025-07-01 09:21:00;                     ;  2025-07-01 09:36:00;                     ;  2025-07-01 09:51:00;                     ;  2025-07-01 10:06:00;                     ;  2025-07-01 10:21:00;                     ;  2025-07-01 10:36:00;                     ;  2025-07-01 10:51:00;                     ;  2025-07-01 11:06:00;                     ;  2025-07-01 11:21:00;                     ;  2025-07-01 11:36:00;                     ;  2025-07-01 11:51:00;                     ;  2025-07-01 12:06:00;                     ;  2025-07-01 12:21:00;                     ;  2025-07-01 12:36:00;                     ;  2025-07-01 12:51:00;                     ;  2025-07-01 13:06:00;                     ;                     ;  2025-07-01 13:21:00;  2025-07-01 13:36:00;                     ;                     ;  2025-07-01 13:51:00;  2025-07-01 14:06:00;                     ;  2025-07-01 14:21:00;                     ;  2025-07-01 14:36:00;                     ;  2025-07-01 14:51:00;                     ;  2025-07-01 15:06:00;                     ;  2025-07-01 15:21:00;                     ;  2025-07-01 15:36:00;                     ;  2025-07-01 15:51:00;                     ;  2025-07-01 16:06:00;                     ;  2025-07-01 16:21:00;                     ;  2025-07-01 16:36:00;                     ;  2025-07-01 16:51:00;                     ;  2025-07-01 17:06:00;                     ;  2025-07-01 17:21:00;                     ;  2025-07-01 17:36:00;                     ;  2025-07-01 17:51:00;                     ;  2025-07-01 18:06:00;                     ;  2025-07-01 18:21:00;                     ;                     ;  2025-07-01 18:36:00;  2025-07-01 18:51:00;                     ;  2025-07-01 19:06:00;                     ;  2025-07-01 19:21:00;                     ;  2025-07-01 19:36:00;                     ;  2025-07-01 19:50:00;                     ;  2025-07-01 20:05:00;                     ;  2025-07-01 20:20:00;                     ;  2025-07-01 20:35:00;                     ;  2025-07-01 20:50:00;                     ;                     ;  2025-07-01 21:05:00;                     ;  2025-07-01 21:20:00;                     ;  2025-07-01 21:35:00;                     ;  2025-07-01 21:50:00;                     ;  2025-07-01 22:05:00;                     ;  2025-07-01 22:20:00;                     ;  2025-07-01 22:35:00;                     ;  2025-07-01 22:50:00;                     ;  2025-07-01 23:05:00;                     ;  2025-07-01 23:20:00;                     ;  2025-07-01 23:35:00;                     ;  2025-07-01 23:50:00;                     ;  2025-08-01 00:05:00;                     ;  2025-08-01 00:20:00;                     ;  2025-08-01 00:35:00
      Epalinges, Biolleyre;      8591963;    ARRIVAL;  2025-07-01 05:29:00;  2025-07-01 05:49:00;  2025-07-01 05:44:00;  2025-07-01 06:04:00;  2025-07-01 05:59:00;  2025-07-01 06:19:00;  2025-07-01 06:14:00;  2025-07-01 06:35:00;  2025-07-01 06:29:00;  2025-07-01 06:50:00;  2025-07-01 06:44:00;  2025-07-01 07:05:00;  2025-07-01 06:58:00;  2025-07-01 07:21:00;  2025-07-01 07:13:00;  2025-07-01 07:28:00;  2025-07-01 07:36:00;  2025-07-01 07:51:00;  2025-07-01 07:43:00;  2025-07-01 08:06:00;  2025-07-01 07:58:00;  2025-07-01 08:21:00;  2025-07-01 08:13:00;  2025-07-01 08:36:00;  2025-07-01 08:28:00;  2025-07-01 08:51:00;  2025-07-01 08:43:00;  2025-07-01 09:05:00;  2025-07-01 08:58:00;  2025-07-01 09:20:00;  2025-07-01 09:13:00;  2025-07-01 09:35:00;  2025-07-01 09:28:00;  2025-07-01 09:50:00;  2025-07-01 09:43:00;  2025-07-01 10:05:00;  2025-07-01 09:58:00;  2025-07-01 10:20:00;  2025-07-01 10:13:00;  2025-07-01 10:35:00;  2025-07-01 10:28:00;  2025-07-01 10:50:00;  2025-07-01 10:43:00;  2025-07-01 11:05:00;  2025-07-01 10:58:00;  2025-07-01 11:20:00;  2025-07-01 11:13:00;  2025-07-01 11:35:00;  2025-07-01 11:28:00;  2025-07-01 11:50:00;  2025-07-01 11:43:00;  2025-07-01 12:06:00;  2025-07-01 11:58:00;  2025-07-01 12:21:00;  2025-07-01 12:13:00;  2025-07-01 12:36:00;  2025-07-01 12:28:00;  2025-07-01 12:50:00;  2025-07-01 12:43:00;  2025-07-01 13:05:00;  2025-07-01 12:58:00;  2025-07-01 13:13:00;  2025-07-01 13:20:00;  2025-07-01 13:35:00;  2025-07-01 13:28:00;  2025-07-01 13:43:00;  2025-07-01 13:50:00;  2025-07-01 14:05:00;  2025-07-01 13:58:00;  2025-07-01 14:20:00;  2025-07-01 14:13:00;  2025-07-01 14:35:00;  2025-07-01 14:28:00;  2025-07-01 14:50:00;  2025-07-01 14:43:00;  2025-07-01 15:05:00;  2025-07-01 14:58:00;  2025-07-01 15:21:00;  2025-07-01 15:13:00;  2025-07-01 15:36:00;  2025-07-01 15:28:00;  2025-07-01 15:51:00;  2025-07-01 15:43:00;  2025-07-01 16:06:00;  2025-07-01 15:58:00;  2025-07-01 16:21:00;  2025-07-01 16:13:00;  2025-07-01 16:36:00;  2025-07-01 16:28:00;  2025-07-01 16:51:00;  2025-07-01 16:43:00;  2025-07-01 17:06:00;  2025-07-01 16:58:00;  2025-07-01 17:21:00;  2025-07-01 17:13:00;  2025-07-01 17:36:00;  2025-07-01 17:28:00;  2025-07-01 17:51:00;  2025-07-01 17:43:00;  2025-07-01 18:06:00;  2025-07-01 17:58:00;  2025-07-01 18:21:00;  2025-07-01 18:13:00;  2025-07-01 18:28:00;  2025-07-01 18:36:00;  2025-07-01 18:51:00;  2025-07-01 18:43:00;  2025-07-01 19:06:00;  2025-07-01 18:58:00;  2025-07-01 19:21:00;  2025-07-01 19:13:00;  2025-07-01 19:35:00;  2025-07-01 19:28:00;  2025-07-01 19:49:00;  2025-07-01 19:43:00;  2025-07-01 20:04:00;  2025-07-01 19:58:00;  2025-07-01 20:19:00;  2025-07-01 20:13:00;  2025-07-01 20:34:00;  2025-07-01 20:28:00;  2025-07-01 20:49:00;  2025-07-01 20:43:00;  2025-07-01 20:57:00;  2025-07-01 21:04:00;  2025-07-01 21:09:00;  2025-07-01 21:19:00;  2025-07-01 21:24:00;  2025-07-01 21:34:00;  2025-07-01 21:39:00;  2025-07-01 21:49:00;  2025-07-01 21:54:00;  2025-07-01 22:04:00;  2025-07-01 22:09:00;  2025-07-01 22:19:00;  2025-07-01 22:24:00;  2025-07-01 22:34:00;  2025-07-01 22:39:00;  2025-07-01 22:49:00;  2025-07-01 22:54:00;  2025-07-01 23:04:00;  2025-07-01 23:09:00;  2025-07-01 23:19:00;  2025-07-01 23:24:00;  2025-07-01 23:34:00;  2025-07-01 23:39:00;  2025-07-01 23:49:00;  2025-07-01 23:54:00;  2025-08-01 00:04:00;  2025-08-01 00:09:00;  2025-08-01 00:19:00;  2025-08-01 00:24:00;  2025-08-01 00:34:00
      Epalinges, Biolleyre;      8591963;  DEPARTURE;  2025-07-01 05:29:00;  2025-07-01 05:49:00;  2025-07-01 05:44:00;  2025-07-01 06:04:00;  2025-07-01 05:59:00;  2025-07-01 06:19:00;  2025-07-01 06:14:00;  2025-07-01 06:35:00;  2025-07-01 06:29:00;  2025-07-01 06:50:00;  2025-07-01 06:44:00;  2025-07-01 07:05:00;  2025-07-01 06:58:00;  2025-07-01 07:21:00;  2025-07-01 07:13:00;  2025-07-01 07:28:00;  2025-07-01 07:36:00;  2025-07-01 07:51:00;  2025-07-01 07:43:00;  2025-07-01 08:06:00;  2025-07-01 07:58:00;  2025-07-01 08:21:00;  2025-07-01 08:13:00;  2025-07-01 08:36:00;  2025-07-01 08:28:00;  2025-07-01 08:51:00;  2025-07-01 08:43:00;  2025-07-01 09:05:00;  2025-07-01 08:58:00;  2025-07-01 09:20:00;  2025-07-01 09:13:00;  2025-07-01 09:35:00;  2025-07-01 09:28:00;  2025-07-01 09:50:00;  2025-07-01 09:43:00;  2025-07-01 10:05:00;  2025-07-01 09:58:00;  2025-07-01 10:20:00;  2025-07-01 10:13:00;  2025-07-01 10:35:00;  2025-07-01 10:28:00;  2025-07-01 10:50:00;  2025-07-01 10:43:00;  2025-07-01 11:05:00;  2025-07-01 10:58:00;  2025-07-01 11:20:00;  2025-07-01 11:13:00;  2025-07-01 11:35:00;  2025-07-01 11:28:00;  2025-07-01 11:50:00;  2025-07-01 11:43:00;  2025-07-01 12:06:00;  2025-07-01 11:58:00;  2025-07-01 12:21:00;  2025-07-01 12:13:00;  2025-07-01 12:36:00;  2025-07-01 12:28:00;  2025-07-01 12:50:00;  2025-07-01 12:43:00;  2025-07-01 13:05:00;  2025-07-01 12:58:00;  2025-07-01 13:13:00;  2025-07-01 13:20:00;  2025-07-01 13:35:00;  2025-07-01 13:28:00;  2025-07-01 13:43:00;  2025-07-01 13:50:00;  2025-07-01 14:05:00;  2025-07-01 13:58:00;  2025-07-01 14:20:00;  2025-07-01 14:13:00;  2025-07-01 14:35:00;  2025-07-01 14:28:00;  2025-07-01 14:50:00;  2025-07-01 14:43:00;  2025-07-01 15:05:00;  2025-07-01 14:58:00;  2025-07-01 15:21:00;  2025-07-01 15:13:00;  2025-07-01 15:36:00;  2025-07-01 15:28:00;  2025-07-01 15:51:00;  2025-07-01 15:43:00;  2025-07-01 16:06:00;  2025-07-01 15:58:00;  2025-07-01 16:21:00;  2025-07-01 16:13:00;  2025-07-01 16:36:00;  2025-07-01 16:28:00;  2025-07-01 16:51:00;  2025-07-01 16:43:00;  2025-07-01 17:06:00;  2025-07-01 16:58:00;  2025-07-01 17:21:00;  2025-07-01 17:13:00;  2025-07-01 17:36:00;  2025-07-01 17:28:00;  2025-07-01 17:51:00;  2025-07-01 17:43:00;  2025-07-01 18:06:00;  2025-07-01 17:58:00;  2025-07-01 18:21:00;  2025-07-01 18:13:00;  2025-07-01 18:28:00;  2025-07-01 18:36:00;  2025-07-01 18:51:00;  2025-07-01 18:43:00;  2025-07-01 19:06:00;  2025-07-01 18:58:00;  2025-07-01 19:21:00;  2025-07-01 19:13:00;  2025-07-01 19:35:00;  2025-07-01 19:28:00;  2025-07-01 19:49:00;  2025-07-01 19:43:00;  2025-07-01 20:04:00;  2025-07-01 19:58:00;  2025-07-01 20:19:00;  2025-07-01 20:13:00;  2025-07-01 20:34:00;  2025-07-01 20:28:00;  2025-07-01 20:49:00;  2025-07-01 20:43:00;  2025-07-01 20:57:00;  2025-07-01 21:04:00;  2025-07-01 21:09:00;  2025-07-01 21:19:00;  2025-07-01 21:24:00;  2025-07-01 21:34:00;  2025-07-01 21:39:00;  2025-07-01 21:49:00;  2025-07-01 21:54:00;  2025-07-01 22:04:00;  2025-07-01 22:09:00;  2025-07-01 22:19:00;  2025-07-01 22:24:00;  2025-07-01 22:34:00;  2025-07-01 22:39:00;  2025-07-01 22:49:00;  2025-07-01 22:54:00;  2025-07-01 23:04:00;  2025-07-01 23:09:00;  2025-07-01 23:19:00;  2025-07-01 23:24:00;  2025-07-01 23:34:00;  2025-07-01 23:39:00;  2025-07-01 23:49:00;  2025-07-01 23:54:00;  2025-08-01 00:04:00;  2025-08-01 00:09:00;  2025-08-01 00:19:00;  2025-08-01 00:24:00;  2025-08-01 00:34:00
    Epalinges, En Praz Bin;      8591967;    ARRIVAL;  2025-07-01 05:30:00;  2025-07-01 05:48:00;  2025-07-01 05:45:00;  2025-07-01 06:03:00;  2025-07-01 06:00:00;  2025-07-01 06:18:00;  2025-07-01 06:15:00;  2025-07-01 06:33:00;  2025-07-01 06:30:00;  2025-07-01 06:48:00;  2025-07-01 06:45:00;  2025-07-01 07:03:00;  2025-07-01 06:59:00;  2025-07-01 07:19:00;  2025-07-01 07:14:00;  2025-07-01 07:29:00;  2025-07-01 07:34:00;  2025-07-01 07:49:00;  2025-07-01 07:44:00;  2025-07-01 08:04:00;  2025-07-01 07:59:00;  2025-07-01 08:19:00;  2025-07-01 08:14:00;  2025-07-01 08:34:00;  2025-07-01 08:29:00;  2025-07-01 08:49:00;  2025-07-01 08:44:00;  2025-07-01 09:04:00;  2025-07-01 08:59:00;  2025-07-01 09:19:00;  2025-07-01 09:14:00;  2025-07-01 09:34:00;  2025-07-01 09:29:00;  2025-07-01 09:49:00;  2025-07-01 09:44:00;  2025-07-01 10:04:00;  2025-07-01 09:59:00;  2025-07-01 10:19:00;  2025-07-01 10:14:00;  2025-07-01 10:34:00;  2025-07-01 10:29:00;  2025-07-01 10:49:00;  2025-07-01 10:44:00;  2025-07-01 11:04:00;  2025-07-01 10:59:00;  2025-07-01 11:19:00;  2025-07-01 11:14:00;  2025-07-01 11:34:00;  2025-07-01 11:29:00;  2025-07-01 11:49:00;  2025-07-01 11:44:00;  2025-07-01 12:04:00;  2025-07-01 11:59:00;  2025-07-01 12:19:00;  2025-07-01 12:14:00;  2025-07-01 12:34:00;  2025-07-01 12:29:00;  2025-07-01 12:49:00;  2025-07-01 12:44:00;  2025-07-01 13:04:00;  2025-07-01 12:59:00;  2025-07-01 13:14:00;  2025-07-01 13:19:00;  2025-07-01 13:34:00;  2025-07-01 13:29:00;  2025-07-01 13:44:00;  2025-07-01 13:49:00;  2025-07-01 14:04:00;  2025-07-01 13:59:00;  2025-07-01 14:19:00;  2025-07-01 14:14:00;  2025-07-01 14:34:00;  2025-07-01 14:29:00;  2025-07-01 14:49:00;  2025-07-01 14:44:00;  2025-07-01 15:04:00;  2025-07-01 14:59:00;  2025-07-01 15:19:00;  2025-07-01 15:14:00;  2025-07-01 15:34:00;  2025-07-01 15:29:00;  2025-07-01 15:49:00;  2025-07-01 15:44:00;  2025-07-01 16:04:00;  2025-07-01 15:59:00;  2025-07-01 16:19:00;  2025-07-01 16:14:00;  2025-07-01 16:34:00;  2025-07-01 16:29:00;  2025-07-01 16:49:00;  2025-07-01 16:44:00;  2025-07-01 17:04:00;  2025-07-01 16:59:00;  2025-07-01 17:19:00;  2025-07-01 17:14:00;  2025-07-01 17:34:00;  2025-07-01 17:29:00;  2025-07-01 17:49:00;  2025-07-01 17:44:00;  2025-07-01 18:04:00;  2025-07-01 17:59:00;  2025-07-01 18:19:00;  2025-07-01 18:14:00;  2025-07-01 18:29:00;  2025-07-01 18:34:00;  2025-07-01 18:49:00;  2025-07-01 18:44:00;  2025-07-01 19:04:00;  2025-07-01 18:59:00;  2025-07-01 19:19:00;  2025-07-01 19:14:00;  2025-07-01 19:34:00;  2025-07-01 19:29:00;  2025-07-01 19:48:00;  2025-07-01 19:44:00;  2025-07-01 20:03:00;  2025-07-01 19:59:00;  2025-07-01 20:18:00;  2025-07-01 20:14:00;  2025-07-01 20:33:00;  2025-07-01 20:29:00;  2025-07-01 20:48:00;  2025-07-01 20:44:00;  2025-07-01 20:58:00;  2025-07-01 21:03:00;  2025-07-01 21:10:00;  2025-07-01 21:18:00;  2025-07-01 21:25:00;  2025-07-01 21:33:00;  2025-07-01 21:40:00;  2025-07-01 21:48:00;  2025-07-01 21:55:00;  2025-07-01 22:03:00;  2025-07-01 22:10:00;  2025-07-01 22:18:00;  2025-07-01 22:25:00;  2025-07-01 22:33:00;  2025-07-01 22:40:00;  2025-07-01 22:48:00;  2025-07-01 22:55:00;  2025-07-01 23:03:00;  2025-07-01 23:10:00;  2025-07-01 23:18:00;  2025-07-01 23:25:00;  2025-07-01 23:33:00;  2025-07-01 23:40:00;  2025-07-01 23:48:00;  2025-07-01 23:55:00;  2025-08-01 00:03:00;  2025-08-01 00:10:00;  2025-08-01 00:18:00;  2025-08-01 00:25:00;  2025-08-01 00:33:00
