         STOP_NAME          ; STOP_NUMBER ;   EVENT   ;     85:151:5278     ;     85:151:5301     ;     85:151:5322     ;     85:151:5279     ;     85:151:5302     ;     85:151:5323     ;     85:151:5280     ;     85:151:5303     ;     85:151:5324     ;     85:151:5281     ;     85:151:5304     ;     85:151:5325     ;     85:151:5282     ;     85:151:5305     ;     85:151:5326     ;     85:151:5283     ;     85:151:5306     ;     85:151:5327     ;     85:151:5284     ;     85:151:5307     ;     85:151:5328     ;     85:151:5285     ;     85:151:5308     ;     85:151:5329     ;     85:151:5286     ;     85:151:5309     ;     85:151:5330     ;     85:151:5287     ;     85:151:5310     ;     85:151:5331     ;     85:151:5288     ;     85:151:5311     ;     85:151:5332     ;     85:151:5289     ;     85:151:5312     ;     85:151:5333     ;     85:151:5290     ;     85:151:5313     ;     85:151:5334     ;     85:151:5291     ;     85:151:5314     ;     85:151:5335     ;     85:151:5292     ;     85:151:5315     ;     85:151:5336     ;     85:151:5293     ;     85:151:5316     ;     85:151:5337     ;     85:151:5294     ;     85:151:5317     ;     85:151:5338     ;     85:151:5295     ;     85:151:5318     ;     85:151:5339     ;     85:151:5296     ;     85:151:5319     ;     85:151:5340     ;     85:151:5297     ;     85:151:5341     ;     85:151:5298     
              Cugy VD, poste;      8504178;    ARRIVAL;  2025-07-01 06:16:00;  2025-07-01 06:12:00;  2025-07-01 06:46:00;  2025-07-01 06:42:00;  2025-07-01 07:16:00;  2025-07-01 07:12:00;  2025-07-01 07:46:00;  2025-07-01 07:42:00;  2025-07-01 08:16:00;  2025-07-01 08:12:00;  2025-07-01 08:46:00;  2025-07-01 08:42:00;  2025-07-01 09:16:00;  2025-07-01 09:12:00;  2025-07-01 09:46:00;  2025-07-01 09:42:00;  2025-07-01 10:16:00;  2025-07-01 10:12:00;  2025-07-01 10:46:00;  2025-07-01 10:42:00;  2025-07-01 11:16:00;  2025-07-01 11:12:00;  2025-07-01 11:46:00;  2025-07-01 11:42:00;  2025-07-01 12:16:00;  2025-07-01 12:12:00;  2025-07-01 12:46:00;  2025-07-01 12:42:00;  2025-07-01 13:16:00;  2025-07-01 13:12:00;  2025-07-01 13:46:00;  2025-07-01 13:42:00;  2025-07-01 14:16:00;  2025-07-01 14:12:00;  2025-07-01 14:46:00;  2025-07-01 14:42:00;  2025-07-01 15:16:00;  2025-07-01 15:12:00;  2025-07-01 15:46:00;  2025-07-01 15:42:00;  2025-07-01 16:16:00;  2025-07-01 16:12:00;  2025-07-01 16:46:00;  2025-07-01 16:42:00;  2025-07-01 17:16:00;  2025-07-01 17:12:00;  2025-07-01 17:46:00;  2025-07-01 17:42:00;  2025-07-01 18:16:00;  2025-07-01 18:12:00;  2025-07-01 18:46:00;  2025-07-01 18:42:00;  2025-07-01 19:16:00;  2025-07-01 19:12:00;  2025-07-01 19:46:00;  2025-07-01 19:42:00;  2025-07-01 20:16:00;  2025-07-01 20:12:00;  2025-07-01 20:42:00;  2025-07-01 21:16:00
              Cugy VD, poste;      8504178;  DEPARTURE;  2025-07-01 06:16:00;  2025-07-01 06:12:00;  2025-07-01 06:46:00;  2025-07-01 06:42:00;  2025-07-01 07:16:00;  2025-07-01 07:12:00;  2025-07-01 07:46:00;  2025-07-01 07:42:00;  2025-07-01 08:16:00;  2025-07-01 08:12:00;  2025-07-01 08:46:00;  2025-07-01 08:42:00;  2025-07-01 09:16:00;  2025-07-01 09:12:00;  2025-07-01 09:46:00;  2025-07-01 09:42:00;  2025-07-01 10:16:00;  2025-07-01 10:12:00;  2025-07-01 10:46:00;  2025-07-01 10:42:00;  2025-07-01 11:16:00;  2025-07-01 11:12:00;  2025-07-01 11:46:00;  2025-07-01 11:42:00;  2025-07-01 12:16:00;  2025-07-01 12:12:00;  2025-07-01 12:46:00;  2025-07-01 12:42:00;  2025-07-01 13:16:00;  2025-07-01 13:12:00;  2025-07-01 13:46:00;  2025-07-01 13:42:00;  2025-07-01 14:16:00;  2025-07-01 14:12:00;  2025-07-01 14:46:00;  2025-07-01 14:42:00;  2025-07-01 15:16:00;  2025-07-01 15:12:00;  2025-07-01 15:46:00;  2025-07-01 15:42:00;  2025-07-01 16:16:00;  2025-07-01 16:12:00;  2025-07-01 16:46:00;  2025-07-01 16:42:00;  2025-07-01 17:16:00;  2025-07-01 17:12:00;  2025-07-01 17:46:00;  2025-07-01 17:42:00;  2025-07-01 18:16:00;  2025-07-01 18:12:00;  2025-07-01 18:46:00;  2025-07-01 18:42:00;  2025-07-01 19:16:00;  2025-07-01 19:12:00;  2025-07-01 19:46:00;  2025-07-01 19:42:00;  2025-07-01 20:16:00;  2025-07-01 20:12:00;  2025-07-01 20:42:00;  2025-07-01 21:16:00
            Cugy VD, village;      8573634;    ARRIVAL;  2025-07-01 06:15:00;  2025-07-01 06:13:00;  2025-07-01 06:45:00;  2025-07-01 06:43:00;  2025-07-01 07:15:00;  2025-07-01 07:13:00;  2025-07-01 07:45:00;  2025-07-01 07:43:00;  2025-07-01 08:15:00;  2025-07-01 08:13:00;  2025-07-01 08:45:00;  2025-07-01 08:43:00;  2025-07-01 09:15:00;  2025-07-01 09:13:00;  2025-07-01 09:45:00;  2025-07-01 09:43:00;  2025-07-01 10:15:00;  2025-07-01 10:13:00;  2025-07-01 10:45:00;  2025-07-01 10:43:00;  2025-07-01 11:15:00;  2025-07-01 11:13:00;  2025-07-01 11:45:00;  2025-07-01 11:43:00;  2025-07-01 12:15:00;  2025-07-01 12:13:00;  2025-07-01 12:45:00;  2025-07-01 12:43:00;  2025-07-01 13:15:00;  2025-07-01 13:13:00;  2025-07-01 13:45:00;  2025-07-01 13:43:00;  2025-07-01 14:15:00;  2025-07-01 14:13:00;  2025-07-01 14:45:00;  2025-07-01 14:43:00;  2025-07-01 15:15:00;  2025-07-01 15:13:00;  2025-07-01 15:45:00;  2025-07-01 15:43:00;  2025-07-01 16:15:00;  2025-07-01 16:13:00;  2025-07-01 16:45:00;  2025-07-01 16:43:00;  2025-07-01 17:15:00;  2025-07-01 17:13:00;  2025-07-01 17:45:00;  2025-07-01 17:43:00;  2025-07-01 18:15:00;  2025-07-01 18:13:00;  2025-07-01 18:45:00;  2025-07-01 18:43:00;  2025-07-01 19:15:00;  2025-07-01 19:13:00;  2025-07-01 19:45:00;  2025-07-01 19:43:00;  2025-07-01 20:15:00;  2025-07-01 20:13:00;  2025-07-01 20:43:00;  2025-07-01 21:15:00
            Cugy VD, village;      8573634;  DEPARTURE;  2025-07-01 06:15:00;  2025-07-01 06:13:00;  2025-07-01 06:45:00;  2025-07-01 06:43:00;  2025-07-01 07:15:00;  2025-07-01 07:13:00;  2025-07-01 07:45:00;  2025-07-01 07:43:00;  2025-07-01 08:15:00;  2025-07-01 08:13:00;  2025-07-01 08:45:00;  2025-07-01 08:43:00;  2025-07-01 09:15:00;  2025-07-01 09:13:00;  2025-07-01 09:45:00;  2025-07-01 09:43:00;  2025-07-01 10:15:00;  2025-07-01 10:13:00;  2025-07-01 10:45:00;  2025-07-01 10:43:00;  2025-07-01 11:15:00;  2025-07-01 11:13:00;  2025-07-01 11:45:00;  2025-07-01 11:43:00;  2025-07-01 12:15:00;  2025-07-01 12:13:00;  2025-07-01 12:45:00;  2025-07-01 12:43:00;  2025-07-01 13:15:00;  2025-07-01 13:13:00;  2025-07-01 13:45:00;  2025-07-01 13:43:00;  2025-07-01 14:15:00;  2025-07-01 14:13:00;  2025-07-01 14:45:00;  2025-07-01 14:43:00;  2025-07-01 15:15:00;  2025-07-01 15:13:00;  2025-07-01 15:45:00;  2025-07-01 15:43:00;  2025-07-01 16:15:00;  2025-07-01 16:13:00;  2025-07-01 16:45:00;  2025-07-01 16:43:00;  2025-07-01 17:15:00;  2025-07-01 17:13:00;  2025-07-01 17:45:00;  2025-07-01 17:43:00;  2025-07-01 18:15:00;  2025-07-01 18:13:00;  2025-07-01 18:45:00;  2025-07-01 18:43:00;  2025-07-01 19:15:00;  2025-07-01 19:13:00;  2025-07-01 19:45:00;  2025-07-01 19:43:00;  2025-07-01 20:15:00;  2025-07-01 20:13:00;  2025-07-01 20:43:00;  2025-07-01 21:15:00
            Cugy VD, Grillon;      8507540;    ARRIVAL;  2025-07-01 06:13:00;  2025-07-01 06:14:00;  2025-07-01 06:43:00;  2025-07-01 06:44:00;  2025-07-01 07:13:00;  2025-07-01 07:14:00;  2025-07-01 07:43:00;  2025-07-01 07:44:00;  2025-07-01 08:13:00;  2025-07-01 08:14:00;  2025-07-01 08:43:00;  2025-07-01 08:44:00;  2025-07-01 09:13:00;  2025-07-01 09:14:00;  2025-07-01 09:43:00;  2025-07-01 09:44:00;  2025-07-01 10:13:00;  2025-07-01 10:14:00;  2025-07-01 10:43:00;  2025-07-01 10:44:00;  2025-07-01 11:13:00;  2025-07-01 11:14:00;  2025-07-01 11:43:00;  2025-07-01 11:44:00;  2025-07-01 12:13:00;  2025-07-01 12:14:00;  2025-07-01 12:43:00;  2025-07-01 12:44:00;  2025-07-01 13:13:00;  2025-07-01 13:14:00;  2025-07-01 13:43:00;  2025-07-01 13:44:00;  2025-07-01 14:13:00;  2025-07-01 14:14:00;  2025-07-01 14:43:00;  2025-07-01 14:44:00;  2025-07-01 15:13:00;  2025-07-01 15:14:00;  2025-07-01 15:43:00;  2025-07-01 15:44:00;  2025-07-01 16:13:00;  2025-07-01 16:14:00;  2025-07-01 16:43:00;  2025-07-01 16:44:00;  2025-07-01 17:13:00;  2025-07-01 17:14:00;  2025-07-01 17:43:00;  2025-07-01 17:44:00;  2025-07-01 18:13:00;  2025-07-01 18:14:00;  2025-07-01 18:43:00;  2025-07-01 18:44:00;  2025-07-01 19:13:00;  2025-07-01 19:14:00;  2025-07-01 19:43:00;  2025-07-01 19:44:00;  2025-07-01 20:13:00;  2025-07-01 20:14:00;  2025-07-01 20:44:00;  2025-07-01 21:13:00
            Cugy VD, Grillon;      8507540;  DEPARTURE;  2025-07-01 06:13:00;  2025-07-01 06:14:00;  2025-07-01 06:43:00;  2025-07-01 06:44:00;  2025-07-01 07:13:00;  2025-07-01 07:14:00;  2025-07-01 07:43:00;  2025-07-01 07:44:00;  2025-07-01 08:13:00;  2025-07-01 08:14:00;  2025-07-01 08:43:00;  2025-07-01 08:44:00;  2025-07-01 09:13:00;  2025-07-01 09:14:00;  2025-07-01 09:43:00;  2025-07-01 09:44:00;  2025-07-01 10:13:00;  2025-07-01 10:14:00;  2025-07-01 10:43:00;  2025-07-01 10:44:00;  2025-07-01 11:13:00;  2025-07-01 11:14:00;  2025-07-01 11:43:00;  2025-07-01 11:44:00;  2025-07-01 12:13:00;  2025-07-01 12:14:00;  2025-07-01 12:43:00;  2025-07-01 12:44:00;  2025-07-01 13:13:00;  2025-07-01 13:14:00;  2025-07-01 13:43:00;  2025-07-01 13:44:00;  2025-07-01 14:13:00;  2025-07-01 14:14:00;  2025-07-01 14:43:00;  2025-07-01 14:44:00;  2025-07-01 15:13:00;  2025-07-01 15:14:00;  2025-07-01 15:43:00;  2025-07-01 15:44:00;  2025-07-01 16:13:00;  2025-07-01 16:14:00;  2025-07-01 16:43:00;  2025-07-01 16:44:00;  2025-07-01 17:13:00;  2025-07-01 17:14:00;  2025-07-01 17:43:00;  2025-07-01 17:44:00;  2025-07-01 18:13:00;  2025-07-01 18:14:00;  2025-07-01 18:43:00;  2025-07-01 18:44:00;  2025-07-01 19:13:00;  2025-07-01 19:14:00;  2025-07-01 19:43:00;  2025-07-01 19:44:00;  2025-07-01 20:13:00;  2025-07-01 20:14:00;  2025-07-01 20:44:00;  2025-07-01 21:13:00
         Morrens VD, village;      8582065;    ARRIVAL;  2025-07-01 06:11:00;  2025-07-01 06:16:00;  2025-07-01 06:41:00;  2025-07-01 06:46:00;  2025-07-01 07:11:00;  2025-07-01 07:16:00;  2025-07-01 07:41:00;  2025-07-01 07:46:00;  2025-07-01 08:11:00;  2025-07-01 08:16:00;  2025-07-01 08:41:00;  2025-07-01 08:46:00;  2025-07-01 09:11:00;  2025-07-01 09:16:00;  2025-07-01 09:41:00;  2025-07-01 09:46:00;  2025-07-01 10:11:00;  2025-07-01 10:16:00;  2025-07-01 10:41:00;  2025-07-01 10:46:00;  2025-07-01 11:11:00;  2025-07-01 11:16:00;  2025-07-01 11:41:00;  2025-07-01 11:46:00;  2025-07-01 12:11:00;  2025-07-01 12:16:00;  2025-07-01 12:41:00;  2025-07-01 12:46:00;  2025-07-01 13:11:00;  2025-07-01 13:16:00;  2025-07-01 13:41:00;  2025-07-01 13:46:00;  2025-07-01 14:11:00;  2025-07-01 14:16:00;  2025-07-01 14:41:00;  2025-07-01 14:46:00;  2025-07-01 15:11:00;  2025-07-01 15:16:00;  2025-07-01 15:41:00;  2025-07-01 15:46:00;  2025-07-01 16:11:00;  2025-07-01 16:16:00;  2025-07-01 16:41:00;  2025-07-01 16:46:00;  2025-07-01 17:11:00;  2025-07-01 17:16:00;  2025-07-01 17:41:00;  2025-07-01 17:46:00;  2025-07-01 18:11:00;  2025-07-01 18:16:00;  2025-07-01 18:41:00;  2025-07-01 18:46:00;  2025-07-01 19:11:00;  2025-07-01 19:16:00;  2025-07-01 19:41:00;  2025-07-01 19:46:00;  2025-07-01 20:11:00;  2025-07-01 20:16:00;  2025-07-01 20:46:00;  2025-07-01 21:11:00
         Morrens VD, village;      8582065;  DEPARTURE;  2025-07-01 06:11:00;  2025-07-01 06:16:00;  2025-07-01 06:41:00;  2025-07-01 06:46:00;  2025-07-01 07:11:00;  2025-07-01 07:16:00;  2025-07-01 07:41:00;  2025-07-01 07:46:00;  2025-07-01 08:11:00;  2025-07-01 08:16:00;  2025-07-01 08:41:00;  2025-07-01 08:46:00;  2025-07-01 09:11:00;  2025-07-01 09:16:00;  2025-07-01 09:41:00;  2025-07-01 09:46:00;  2025-07-01 10:11:00;  2025-07-01 10:16:00;  2025-07-01 10:41:00;  2025-07-01 10:46:00;  2025-07-01 11:11:00;  2025-07-01 11:16:00;  2025-07-01 11:41:00;  2025-07-01 11:46:00;  2025-07-01 12:11:00;  2025-07-01 12:16:00;  2025-07-01 12:41:00;  2025-07-01 12:46:00;  2025-07-01 13:11:00;  2025-07-01 13:16:00;  2025-07-01 13:41:00;  2025-07-01 13:46:00;  2025-07-01 14:11:00;  2025-07-01 14:16:00;  2025-07-01 14:41:00;  2025-07-01 14:46:00;  2025-07-01 15:11:00;  2025-07-01 15:16:00;  2025-07-01 15:41:00;  2025-07-01 15:46:00;  2025-07-01 16:11:00;  2025-07-01 16:16:00;  2025-07-01 16:41:00;  2025-07-01 16:46:00;  2025-07-01 17:11:00;  2025-07-01 17:16:00;  2025-07-01 17:41:00;  2025-07-01 17:46:00;  2025-07-01 18:11:00;  2025-07-01 18:16:00;  2025-07-01 18:41:00;  2025-07-01 18:46:00;  2025-07-01 19:11:00;  2025-07-01 19:16:00;  2025-07-01 19:41:00;  2025-07-01 19:46:00;  2025-07-01 20:11:00;  2025-07-01 20:16:00;  2025-07-01 20:46:00;  2025-07-01 21:11:00
       Cheseaux-sur-L., gare;      8570063;    ARRIVAL;  2025-07-01 06:05:00;  2025-07-01 06:24:00;  2025-07-01 06:35:00;  2025-07-01 06:54:00;  2025-07-01 07:05:00;  2025-07-01 07:24:00;  2025-07-01 07:35:00;  2025-07-01 07:54:00;  2025-07-01 08:05:00;  2025-07-01 08:24:00;  2025-07-01 08:35:00;  2025-07-01 08:54:00;  2025-07-01 09:05:00;  2025-07-01 09:24:00;  2025-07-01 09:35:00;  2025-07-01 09:54:00;  2025-07-01 10:05:00;  2025-07-01 10:24:00;  2025-07-01 10:35:00;  2025-07-01 10:54:00;  2025-07-01 11:05:00;  2025-07-01 11:24:00;  2025-07-01 11:35:00;  2025-07-01 11:54:00;  2025-07-01 12:05:00;  2025-07-01 12:24:00;  2025-07-01 12:35:00;  2025-07-01 12:54:00;  2025-07-01 13:05:00;  2025-07-01 13:24:00;  2025-07-01 13:35:00;  2025-07-01 13:54:00;  2025-07-01 14:05:00;  2025-07-01 14:24:00;  2025-07-01 14:35:00;  2025-07-01 14:54:00;  2025-07-01 15:05:00;  2025-07-01 15:24:00;  2025-07-01 15:35:00;  2025-07-01 15:54:00;  2025-07-01 16:05:00;  2025-07-01 16:24:00;  2025-07-01 16:35:00;  2025-07-01 16:54:00;  2025-07-01 17:05:00;  2025-07-01 17:24:00;  2025-07-01 17:35:00;  2025-07-01 17:54:00;  2025-07-01 18:05:00;  2025-07-01 18:24:00;  2025-07-01 18:35:00;  2025-07-01 18:54:00;  2025-07-01 19:05:00;  2025-07-01 19:24:00;  2025-07-01 19:35:00;  2025-07-01 19:54:00;  2025-07-01 20:05:00;  2025-07-01 20:24:00;  2025-07-01 20:54:00;  2025-07-01 21:05:00
       Cheseaux-sur-L., gare;      8570063;  DEPARTURE;  2025-07-01 06:06:00;  2025-07-01 06:25:00;  2025-07-01 06:36:00;  2025-07-01 06:55:00;  2025-07-01 07:06:00;  2025-07-01 07:25:00;  2025-07-01 07:36:00;  2025-07-01 07:55:00;  2025-07-01 08:06:00;  2025-07-01 08:25:00;  2025-07-01 08:36:00;  2025-07-01 08:55:00;  2025-07-01 09:06:00;  2025-07-01 09:25:00;  2025-07-01 09:36:00;  2025-07-01 09:55:00;  2025-07-01 10:06:00;  2025-07-01 10:25:00;  2025-07-01 10:36:00;  2025-07-01 10:55:00;  2025-07-01 11:06:00;  2025-07-01 11:25:00;  2025-07-01 11:36:00;  2025-07-01 11:55:00;  2025-07-01 12:06:00;  2025-07-01 12:25:00;  2025-07-01 12:36:00;  2025-07-01 12:55:00;  2025-07-01 13:06:00;  2025-07-01 13:25:00;  2025-07-01 13:36:00;  2025-07-01 13:55:00;  2025-07-01 14:06:00;  2025-07-01 14:25:00;  2025-07-01 14:36:00;  2025-07-01 14:55:00;  2025-07-01 15:06:00;  2025-07-01 15:25:00;  2025-07-01 15:36:00;  2025-07-01 15:55:00;  2025-07-01 16:06:00;  2025-07-01 16:25:00;  2025-07-01 16:36:00;  2025-07-01 16:55:00;  2025-07-01 17:06:00;  2025-07-01 17:25:00;  2025-07-01 17:36:00;  2025-07-01 17:55:00;  2025-07-01 18:06:00;  2025-07-01 18:25:00;  2025-07-01 18:36:00;  2025-07-01 18:55:00;  2025-07-01 19:06:00;  2025-07-01 19:25:00;  2025-07-01 19:36:00;  2025-07-01 19:55:00;  2025-07-01 20:06:00;  2025-07-01 20:25:00;  2025-07-01 20:55:00;  2025-07-01 21:06:00
  Cheseaux-sur-L., Martheray;      8577645;    ARRIVAL;  2025-07-01 06:00:00;  2025-07-01 06:27:00;  2025-07-01 06:30:00;  2025-07-01 06:57:00;  2025-07-01 07:00:00;  2025-07-01 07:27:00;  2025-07-01 07:30:00;  2025-07-01 07:57:00;  2025-07-01 08:00:00;  2025-07-01 08:27:00;  2025-07-01 08:30:00;  2025-07-01 08:57:00;  2025-07-01 09:00:00;  2025-07-01 09:27:00;  2025-07-01 09:30:00;  2025-07-01 09:57:00;  2025-07-01 10:00:00;  2025-07-01 10:27:00;  2025-07-01 10:30:00;  2025-07-01 10:57:00;  2025-07-01 11:00:00;  2025-07-01 11:27:00;  2025-07-01 11:30:00;  2025-07-01 11:57:00;  2025-07-01 12:00:00;  2025-07-01 12:27:00;  2025-07-01 12:30:00;  2025-07-01 12:57:00;  2025-07-01 13:00:00;  2025-07-01 13:27:00;  2025-07-01 13:30:00;  2025-07-01 13:57:00;  2025-07-01 14:00:00;  2025-07-01 14:27:00;  2025-07-01 14:30:00;  2025-07-01 14:57:00;  2025-07-01 15:00:00;  2025-07-01 15:27:00;  2025-07-01 15:30:00;  2025-07-01 15:57:00;  2025-07-01 16:00:00;  2025-07-01 16:27:00;  2025-07-01 16:30:00;  2025-07-01 16:57:00;  2025-07-01 17:00:00;  2025-07-01 17:27:00;  2025-07-01 17:30:00;  2025-07-01 17:57:00;  2025-07-01 18:00:00;  2025-07-01 18:27:00;  2025-07-01 18:30:00;  2025-07-01 18:57:00;  2025-07-01 19:00:00;  2025-07-01 19:27:00;  2025-07-01 19:30:00;  2025-07-01 19:57:00;  2025-07-01 20:00:00;  2025-07-01 20:27:00;  2025-07-01 20:57:00;  2025-07-01 21:00:00
  Cheseaux-sur-L., Martheray;      8577645;  DEPARTURE;  2025-07-01 06:00:00;  2025-07-01 06:27:00;  2025-07-01 06:30:00;  2025-07-01 06:57:00;  2025-07-01 07:00:00;  2025-07-01 07:27:00;  2025-07-01 07:30:00;  2025-07-01 07:57:00;  2025-07-01 08:00:00;  2025-07-01 08:27:00;  2025-07-01 08:30:00;  2025-07-01 08:57:00;  2025-07-01 09:00:00;  2025-07-01 09:27:00;  2025-07-01 09:30:00;  2025-07-01 09:57:00;  2025-07-01 10:00:00;  2025-07-01 10:27:00;  2025-07-01 10:30:00;  2025-07-01 10:57:00;  2025-07-01 11:00:00;  2025-07-01 11:27:00;  2025-07-01 11:30:00;  2025-07-01 11:57:00;  2025-07-01 12:00:00;  2025-07-01 12:27:00;  2025-07-01 12:30:00;  2025-07-01 12:57:00;  2025-07-01 13:00:00;  2025-07-01 13:27:00;  2025-07-01 13:30:00;  2025-07-01 13:57:00;  2025-07-01 14:00:00;  2025-07-01 14:27:00;  2025-07-01 14:30:00;  2025-07-01 14:57:00;  2025-07-01 15:00:00;  2025-07-01 15:27:00;  2025-07-01 15:30:00;  2025-07-01 15:57:00;  2025-07-01 16:00:00;  2025-07-01 16:27:00;  2025-07-01 16:30:00;  2025-07-01 16:57:00;  2025-07-01 17:00:00;  2025-07-01 17:27:00;  2025-07-01 17:30:00;  2025-07-01 17:57:00;  2025-07-01 18:00:00;  2025-07-01 18:27:00;  2025-07-01 18:30:00;  2025-07-01 18:57:00;  2025-07-01 19:00:00;  2025-07-01 19:27:00;  2025-07-01 19:30:00;  2025-07-01 19:57:00;  2025-07-01 20:00:00;  2025-07-01 20:27:00;  2025-07-01 20:57:00;  2025-07-01 21:00:00
  Cheseaux-sur-L., Châtelard;      8595147;    ARRIVAL;  2025-07-01 05:59:00;  2025-07-01 06:28:00;  2025-07-01 06:29:00;  2025-07-01 06:58:00;  2025-07-01 06:59:00;  2025-07-01 07:28:00;  2025-07-01 07:29:00;  2025-07-01 07:58:00;  2025-07-01 07:59:00;  2025-07-01 08:28:00;  2025-07-01 08:29:00;  2025-07-01 08:58:00;  2025-07-01 08:59:00;  2025-07-01 09:28:00;  2025-07-01 09:29:00;  2025-07-01 09:58:00;  2025-07-01 09:59:00;  2025-07-01 10:28:00;  2025-07-01 10:29:00;  2025-07-01 10:58:00;  2025-07-01 10:59:00;  2025-07-01 11:28:00;  2025-07-01 11:29:00;  2025-07-01 11:58:00;  2025-07-01 11:59:00;  2025-07-01 12:28:00;  2025-07-01 12:29:00;  2025-07-01 12:58:00;  2025-07-01 12:59:00;  2025-07-01 13:28:00;  2025-07-01 13:29:00;  2025-07-01 13:58:00;  2025-07-01 13:59:00;  2025-07-01 14:28:00;  2025-07-01 14:29:00;  2025-07-01 14:58:00;  2025-07-01 14:59:00;  2025-07-01 15:28:00;  2025-07-01 15:29:00;  2025-07-01 15:58:00;  2025-07-01 15:59:00;  2025-07-01 16:28:00;  2025-07-01 16:29:00;  2025-07-01 16:58:00;  2025-07-01 16:59:00;  2025-07-01 17:28:00;  2025-07-01 17:29:00;  2025-07-01 17:58:00;  2025-07-01 17:59:00;  2025-07-01 18:28:00;  2025-07-01 18:29:00;  2025-07-01 18:58:00;  2025-07-01 18:59:00;  2025-07-01 19:28:00;  2025-07-01 19:29:00;  2025-07-01 19:58:00;  2025-07-01 19:59:00;  2025-07-01 20:28:00;  2025-07-01 20:58:00;  2025-07-01 20:59:00
  Cheseaux-sur-L., Châtelard;      8595147;  DEPARTURE;  2025-07-01 05:59:00;  2025-07-01 06:28:00;  2025-07-01 06:29:00;  2025-07-01 06:58:00;  2025-07-01 06:59:00;  2025-07-01 07:28:00;  2025-07-01 07:29:00;  2025-07-01 07:58:00;  2025-07-01 07:59:00;  2025-07-01 08:28:00;  2025-07-01 08:29:00;  2025-07-01 08:58:00;  2025-07-01 08:59:00;  2025-07-01 09:28:00;  2025-07-01 09:29:00;  2025-07-01 09:58:00;  2025-07-01 09:59:00;  2025-07-01 10:28:00;  2025-07-01 10:29:00;  2025-07-01 10:58:00;  2025-07-01 10:59:00;  2025-07-01 11:28:00;  2025-07-01 11:29:00;  2025-07-01 11:58:00;  2025-07-01 11:59:00;  2025-07-01 12:28:00;  2025-07-01 12:29:00;  2025-07-01 12:58:00;  2025-07-01 12:59:00;  2025-07-01 13:28:00;  2025-07-01 13:29:00;  2025-07-01 13:58:00;  2025-07-01 13:59:00;  2025-07-01 14:28:00;  2025-07-01 14:29:00;  2025-07-01 14:58:00;  2025-07-01 14:59:00;  2025-07-01 15:28:00;  2025-07-01 15:29:00;  2025-07-01 15:58:00;  2025-07-01 15:59:00;  2025-07-01 16:28:00;  2025-07-01 16:29:00;  2025-07-01 16:58:00;  2025-07-01 16:59:00;  2025-07-01 17:28:00;  2025-07-01 17:29:00;  2025-07-01 17:58:00;  2025-07-01 17:59:00;  2025-07-01 18:28:00;  2025-07-01 18:29:00;  2025-07-01 18:58:00;  2025-07-01 18:59:00;  2025-07-01 19:28:00;  2025-07-01 19:29:00;  2025-07-01 19:58:00;  2025-07-01 19:59:00;  2025-07-01 20:28:00;  2025-07-01 20:58:00;  2025-07-01 20:59:00
        Crissier, Montremoën;      8507632;    ARRIVAL;  2025-07-01 05:56:00;  2025-07-01 06:30:00;  2025-07-01 06:26:00;  2025-07-01 07:00:00;  2025-07-01 06:56:00;  2025-07-01 07:30:00;  2025-07-01 07:26:00;  2025-07-01 08:00:00;  2025-07-01 07:56:00;  2025-07-01 08:30:00;  2025-07-01 08:26:00;  2025-07-01 09:00:00;  2025-07-01 08:56:00;  2025-07-01 09:30:00;  2025-07-01 09:26:00;  2025-07-01 10:00:00;  2025-07-01 09:56:00;  2025-07-01 10:30:00;  2025-07-01 10:26:00;  2025-07-01 11:00:00;  2025-07-01 10:56:00;  2025-07-01 11:30:00;  2025-07-01 11:26:00;  2025-07-01 12:00:00;  2025-07-01 11:56:00;  2025-07-01 12:30:00;  2025-07-01 12:26:00;  2025-07-01 13:00:00;  2025-07-01 12:56:00;  2025-07-01 13:30:00;  2025-07-01 13:26:00;  2025-07-01 14:00:00;  2025-07-01 13:56:00;  2025-07-01 14:30:00;  2025-07-01 14:26:00;  2025-07-01 15:00:00;  2025-07-01 14:56:00;  2025-07-01 15:30:00;  2025-07-01 15:26:00;  2025-07-01 16:00:00;  2025-07-01 15:56:00;  2025-07-01 16:30:00;  2025-07-01 16:26:00;  2025-07-01 17:00:00;  2025-07-01 16:56:00;  2025-07-01 17:30:00;  2025-07-01 17:26:00;  2025-07-01 18:00:00;  2025-07-01 17:56:00;  2025-07-01 18:30:00;  2025-07-01 18:26:00;  2025-07-01 19:00:00;  2025-07-01 18:56:00;  2025-07-01 19:30:00;  2025-07-01 19:26:00;  2025-07-01 20:00:00;  2025-07-01 19:56:00;  2025-07-01 20:30:00;  2025-07-01 21:00:00;  2025-07-01 20:56:00
