  index  ; Le Mont-sur-L., Grand-Mont ; Le Mont-sur-L., Etavez ; Le Mont-sur-L., Fougères ; Le Mont-sur-L., Budron ; Cugy VD, Cavenette ; Cugy VD, poste ; Cugy VD, village ; Cugy VD, Grillon ; Morrens VD, village ; Cheseaux-sur-L., gare ; Cheseaux-sur-L., Martheray ; Cheseaux-sur-L., Châtelard ; Crissier, Montremoën ; Crissier, Timonet ; Crissier, centre ; Crissier, Chisaz ; Crissier, Marcolet ; Crissier, Zinguerie ; Crissier, Jura ; Renens VD, gare nord ; Count ; Direction 
  Route_A;                         Yes;                     Yes;                       Yes;                     Yes;                 Yes;             Yes;               Yes;               Yes;                  Yes;                    Yes;                         Yes;                         Yes;                   Yes;                Yes;               Yes;               Yes;                 Yes;                  Yes;             Yes;                   Yes;     60;         RO
