       STOP_NAME        ; STOP_NUMBER ;   EVENT   ;     85:151:4296     ;     85:151:4297     ;     85:151:4298     ;     85:151:4299     ;     85:151:4300     ;     85:151:4301     ;     85:151:4302     ;     85:151:4400     ;     85:151:4303     ;     85:151:4304     ;     85:151:4401     ;     85:151:4402     ;     85:151:4305     ;     85:151:4306     ;     85:151:4403     ;     85:151:4404     ;     85:151:4307     ;     85:151:4308     ;     85:151:4405     ;     85:151:4406     ;     85:151:4309     ;     85:151:4310     ;     85:151:4407     ;     85:151:4408     ;     85:151:4311     ;     85:151:4312     ;     85:151:4409     ;     85:151:4313     ;     85:151:4410     ;     85:151:4411     ;     85:151:4314     ;     85:151:4315     ;     85:151:4316     ;     85:151:4317     ;     85:151:4318     ;     85:151:4319     ;     85:151:4320     ;     85:151:4321     ;     85:151:4322     ;     85:151:4323     ;     85:151:4324     ;     85:151:4325     ;     85:151:4326     ;     85:151:4327     ;     85:151:4328     ;     85:151:4329     ;     85:151:4330     ;     85:151:4331     ;     85:151:4332     ;     85:151:4333     ;     85:151:4334     ;     85:151:4335     ;     85:151:4336     ;     85:151:4337     ;     85:151:4338     ;     85:151:4339     ;     85:151:4340     ;     85:151:4341     ;     85:151:4342     ;     85:151:4343     ;     85:151:4344     ;     85:151:4345     ;     85:151:4346     ;     85:151:4347     ;     85:151:4348     ;     85:151:4349     ;     85:151:4350     ;     85:151:4414     ;     85:151:4415     ;     85:151:4351     ;     85:151:4416     ;     85:151:4352     ;     85:151:4353     ;     85:151:4417     ;     85:151:4354     ;     85:151:4418     ;     85:151:4419     ;     85:151:4355     ;     85:151:4420     ;     85:151:4356     ;     85:151:4421     ;     85:151:4357     ;     85:151:4422     ;     85:151:4358     ;     85:151:4423     ;     85:151:4359     ;     85:151:4424     ;     85:151:4360     ;     85:151:4425     ;     85:151:4361     ;     85:151:4426     ;     85:151:4362     ;     85:151:4427     ;     85:151:4363     ;     85:151:4428     ;     85:151:4364     ;     85:151:4429     ;     85:151:4365     ;     85:151:4366     ;     85:151:4367     ;     85:151:4368     ;     85:151:4369     ;     85:151:4370     ;     85:151:4371     ;     85:151:4372     ;     85:151:4373     ;     85:151:4374     ;     85:151:4375     ;     85:151:4376     ;     85:151:4377     ;     85:151:4378     ;     85:151:4379     ;     85:151:4380     ;     85:151:4381     ;     85:151:4382     ;     85:151:4383     ;     85:151:4384     ;     85:151:4385     ;     85:151:4386     ;     85:151:4387     ;     85:151:4388     ;     85:151:4389     ;     85:151:4390     ;     85:151:4391     ;     85:151:4392     ;     85:151:4393     ;     85:151:4394     ;     85:151:4395     ;     85:151:4396     ;     85:151:4397     
   Epalinges, Croisettes;      8579239;    ARRIVAL;  2025-07-01 05:29:00;                     ;  2025-07-01 05:49:00;                     ;  2025-07-01 06:09:00;                     ;  2025-07-01 06:29:00;  2025-07-01 06:42:00;                     ;  2025-07-01 06:57:00;                     ;  2025-07-01 07:12:00;                     ;  2025-07-01 07:27:00;                     ;  2025-07-01 07:42:00;                     ;  2025-07-01 07:57:00;                     ;  2025-07-01 08:12:00;                     ;  2025-07-01 08:27:00;                     ;  2025-07-01 08:42:00;                     ;  2025-07-01 08:57:00;                     ;                     ;  2025-07-01 09:11:00;                     ;  2025-07-01 09:31:00;                     ;  2025-07-01 09:51:00;                     ;  2025-07-01 10:11:00;                     ;  2025-07-01 10:31:00;                     ;  2025-07-01 10:51:00;                     ;  2025-07-01 11:11:00;                     ;  2025-07-01 11:31:00;                     ;  2025-07-01 11:51:00;                     ;  2025-07-01 12:11:00;                     ;  2025-07-01 12:31:00;                     ;  2025-07-01 12:51:00;                     ;  2025-07-01 13:11:00;                     ;  2025-07-01 13:31:00;                     ;  2025-07-01 13:51:00;                     ;  2025-07-01 14:11:00;                     ;  2025-07-01 14:31:00;                     ;  2025-07-01 14:51:00;                     ;  2025-07-01 15:11:00;                     ;  2025-07-01 15:31:00;                     ;  2025-07-01 15:47:00;                     ;                     ;  2025-07-01 16:02:00;                     ;  2025-07-01 16:17:00;  2025-07-01 16:32:00;                     ;  2025-07-01 16:47:00;                     ;                     ;  2025-07-01 17:02:00;  2025-07-01 17:17:00;                     ;                     ;  2025-07-01 17:32:00;  2025-07-01 17:47:00;                     ;                     ;  2025-07-01 18:02:00;  2025-07-01 18:17:00;                     ;                     ;  2025-07-01 18:32:00;  2025-07-01 18:47:00;                     ;                     ;  2025-07-01 19:02:00;  2025-07-01 19:12:00;                     ;  2025-07-01 19:23:00;                     ;  2025-07-01 19:43:00;                     ;  2025-07-01 20:03:00;                     ;  2025-07-01 20:23:00;                     ;  2025-07-01 20:43:00;                     ;  2025-07-01 21:03:00;                     ;  2025-07-01 21:22:00;                     ;  2025-07-01 21:42:00;                     ;  2025-07-01 22:02:00;                     ;  2025-07-01 22:22:00;                     ;  2025-07-01 22:42:00;                     ;  2025-07-01 23:02:00;                     ;  2025-07-01 23:22:00;                     ;  2025-07-01 23:42:00;                     ;  2025-08-01 00:02:00;                     ;  2025-08-01 00:22:00;                     
   Epalinges, Croisettes;      8579239;  DEPARTURE;                     ;  2025-07-01 05:34:00;                     ;  2025-07-01 05:54:00;                     ;  2025-07-01 06:14:00;                     ;                     ;  2025-07-01 06:34:00;                     ;  2025-07-01 06:49:00;                     ;  2025-07-01 07:04:00;                     ;  2025-07-01 07:19:00;                     ;  2025-07-01 07:34:00;                     ;  2025-07-01 07:49:00;                     ;  2025-07-01 08:04:00;                     ;  2025-07-01 08:19:00;                     ;  2025-07-01 08:34:00;                     ;  2025-07-01 08:49:00;  2025-07-01 09:02:00;                     ;  2025-07-01 09:19:00;                     ;  2025-07-01 09:36:00;                     ;  2025-07-01 09:56:00;                     ;  2025-07-01 10:16:00;                     ;  2025-07-01 10:36:00;                     ;  2025-07-01 10:56:00;                     ;  2025-07-01 11:16:00;                     ;  2025-07-01 11:36:00;                     ;  2025-07-01 11:56:00;                     ;  2025-07-01 12:16:00;                     ;  2025-07-01 12:36:00;                     ;  2025-07-01 12:56:00;                     ;  2025-07-01 13:16:00;                     ;  2025-07-01 13:36:00;                     ;  2025-07-01 13:56:00;                     ;  2025-07-01 14:16:00;                     ;  2025-07-01 14:36:00;                     ;  2025-07-01 14:56:00;                     ;  2025-07-01 15:16:00;                     ;  2025-07-01 15:27:00;                     ;  2025-07-01 15:38:00;  2025-07-01 15:53:00;                     ;  2025-07-01 16:08:00;                     ;                     ;  2025-07-01 16:23:00;                     ;  2025-07-01 16:38:00;  2025-07-01 16:53:00;                     ;                     ;  2025-07-01 17:08:00;  2025-07-01 17:23:00;                     ;                     ;  2025-07-01 17:38:00;  2025-07-01 17:53:00;                     ;                     ;  2025-07-01 18:08:00;  2025-07-01 18:23:00;                     ;                     ;  2025-07-01 18:38:00;  2025-07-01 18:53:00;                     ;                     ;  2025-07-01 19:08:00;                     ;  2025-07-01 19:28:00;                     ;  2025-07-01 19:48:00;                     ;  2025-07-01 20:08:00;                     ;  2025-07-01 20:28:00;                     ;  2025-07-01 20:48:00;                     ;  2025-07-01 21:08:00;                     ;  2025-07-01 21:28:00;                     ;  2025-07-01 21:48:00;                     ;  2025-07-01 22:08:00;                     ;  2025-07-01 22:28:00;                     ;  2025-07-01 22:48:00;                     ;  2025-07-01 23:08:00;                     ;  2025-07-01 23:28:00;                     ;  2025-07-01 23:48:00;                     ;  2025-08-01 00:08:00;                     ;  2025-08-01 00:29:00
     Epalinges, Vaugueny;      8511383;    ARRIVAL;  2025-07-01 05:26:00;  2025-07-01 05:35:00;  2025-07-01 05:46:00;  2025-07-01 05:55:00;  2025-07-01 06:06:00;  2025-07-01 06:15:00;  2025-07-01 06:26:00;  2025-07-01 06:39:00;  2025-07-01 06:35:00;  2025-07-01 06:54:00;  2025-07-01 06:50:00;  2025-07-01 07:09:00;  2025-07-01 07:05:00;  2025-07-01 07:24:00;  2025-07-01 07:20:00;  2025-07-01 07:39:00;  2025-07-01 07:35:00;  2025-07-01 07:54:00;  2025-07-01 07:50:00;  2025-07-01 08:09:00;  2025-07-01 08:05:00;  2025-07-01 08:24:00;  2025-07-01 08:20:00;  2025-07-01 08:39:00;  2025-07-01 08:35:00;  2025-07-01 08:54:00;  2025-07-01 08:50:00;  2025-07-01 09:03:00;  2025-07-01 09:08:00;  2025-07-01 09:20:00;  2025-07-01 09:28:00;  2025-07-01 09:37:00;  2025-07-01 09:48:00;  2025-07-01 09:57:00;  2025-07-01 10:08:00;  2025-07-01 10:17:00;  2025-07-01 10:28:00;  2025-07-01 10:37:00;  2025-07-01 10:48:00;  2025-07-01 10:57:00;  2025-07-01 11:08:00;  2025-07-01 11:17:00;  2025-07-01 11:28:00;  2025-07-01 11:37:00;  2025-07-01 11:48:00;  2025-07-01 11:57:00;  2025-07-01 12:08:00;  2025-07-01 12:17:00;  2025-07-01 12:28:00;  2025-07-01 12:37:00;  2025-07-01 12:48:00;  2025-07-01 12:57:00;  2025-07-01 13:08:00;  2025-07-01 13:17:00;  2025-07-01 13:28:00;  2025-07-01 13:37:00;  2025-07-01 13:48:00;  2025-07-01 13:57:00;  2025-07-01 14:08:00;  2025-07-01 14:17:00;  2025-07-01 14:28:00;  2025-07-01 14:37:00;  2025-07-01 14:48:00;  2025-07-01 14:57:00;  2025-07-01 15:08:00;  2025-07-01 15:17:00;  2025-07-01 15:28:00;  2025-07-01 15:28:00;  2025-07-01 15:44:00;  2025-07-01 15:39:00;  2025-07-01 15:54:00;  2025-07-01 15:59:00;  2025-07-01 16:09:00;  2025-07-01 16:14:00;  2025-07-01 16:29:00;  2025-07-01 16:24:00;  2025-07-01 16:44:00;  2025-07-01 16:39:00;  2025-07-01 16:54:00;  2025-07-01 16:59:00;  2025-07-01 17:14:00;  2025-07-01 17:09:00;  2025-07-01 17:24:00;  2025-07-01 17:29:00;  2025-07-01 17:44:00;  2025-07-01 17:39:00;  2025-07-01 17:54:00;  2025-07-01 17:59:00;  2025-07-01 18:14:00;  2025-07-01 18:09:00;  2025-07-01 18:24:00;  2025-07-01 18:29:00;  2025-07-01 18:44:00;  2025-07-01 18:39:00;  2025-07-01 18:54:00;  2025-07-01 18:59:00;  2025-07-01 19:09:00;  2025-07-01 19:09:00;  2025-07-01 19:20:00;  2025-07-01 19:29:00;  2025-07-01 19:40:00;  2025-07-01 19:49:00;  2025-07-01 20:00:00;  2025-07-01 20:09:00;  2025-07-01 20:20:00;  2025-07-01 20:29:00;  2025-07-01 20:40:00;  2025-07-01 20:49:00;  2025-07-01 21:00:00;  2025-07-01 21:09:00;  2025-07-01 21:19:00;  2025-07-01 21:29:00;  2025-07-01 21:39:00;  2025-07-01 21:49:00;  2025-07-01 21:59:00;  2025-07-01 22:09:00;  2025-07-01 22:19:00;  2025-07-01 22:29:00;  2025-07-01 22:39:00;  2025-07-01 22:49:00;  2025-07-01 22:59:00;  2025-07-01 23:09:00;  2025-07-01 23:19:00;  2025-07-01 23:29:00;  2025-07-01 23:39:00;  2025-07-01 23:49:00;  2025-07-01 23:59:00;  2025-08-01 00:09:00;  2025-08-01 00:19:00;  2025-08-01 00:30:00
     Epalinges, Vaugueny;      8511383;  DEPARTURE;  2025-07-01 05:26:00;  2025-07-01 05:35:00;  2025-07-01 05:46:00;  2025-07-01 05:55:00;  2025-07-01 06:06:00;  2025-07-01 06:15:00;  2025-07-01 06:26:00;  2025-07-01 06:39:00;  2025-07-01 06:35:00;  2025-07-01 06:54:00;  2025-07-01 06:50:00;  2025-07-01 07:09:00;  2025-07-01 07:05:00;  2025-07-01 07:24:00;  2025-07-01 07:20:00;  2025-07-01 07:39:00;  2025-07-01 07:35:00;  2025-07-01 07:54:00;  2025-07-01 07:50:00;  2025-07-01 08:09:00;  2025-07-01 08:05:00;  2025-07-01 08:24:00;  2025-07-01 08:20:00;  2025-07-01 08:39:00;  2025-07-01 08:35:00;  2025-07-01 08:54:00;  2025-07-01 08:50:00;  2025-07-01 09:03:00;  2025-07-01 09:08:00;  2025-07-01 09:20:00;  2025-07-01 09:28:00;  2025-07-01 09:37:00;  2025-07-01 09:48:00;  2025-07-01 09:57:00;  2025-07-01 10:08:00;  2025-07-01 10:17:00;  2025-07-01 10:28:00;  2025-07-01 10:37:00;  2025-07-01 10:48:00;  2025-07-01 10:57:00;  2025-07-01 11:08:00;  2025-07-01 11:17:00;  2025-07-01 11:28:00;  2025-07-01 11:37:00;  2025-07-01 11:48:00;  2025-07-01 11:57:00;  2025-07-01 12:08:00;  2025-07-01 12:17:00;  2025-07-01 12:28:00;  2025-07-01 12:37:00;  2025-07-01 12:48:00;  2025-07-01 12:57:00;  2025-07-01 13:08:00;  2025-07-01 13:17:00;  2025-07-01 13:28:00;  2025-07-01 13:37:00;  2025-07-01 13:48:00;  2025-07-01 13:57:00;  2025-07-01 14:08:00;  2025-07-01 14:17:00;  2025-07-01 14:28:00;  2025-07-01 14:37:00;  2025-07-01 14:48:00;  2025-07-01 14:57:00;  2025-07-01 15:08:00;  2025-07-01 15:17:00;  2025-07-01 15:28:00;  2025-07-01 15:28:00;  2025-07-01 15:44:00;  2025-07-01 15:39:00;  2025-07-01 15:54:00;  2025-07-01 15:59:00;  2025-07-01 16:09:00;  2025-07-01 16:14:00;  2025-07-01 16:29:00;  2025-07-01 16:24:00;  2025-07-01 16:44:00;  2025-07-01 16:39:00;  2025-07-01 16:54:00;  2025-07-01 16:59:00;  2025-07-01 17:14:00;  2025-07-01 17:09:00;  2025-07-01 17:24:00;  2025-07-01 17:29:00;  2025-07-01 17:44:00;  2025-07-01 17:39:00;  2025-07-01 17:54:00;  2025-07-01 17:59:00;  2025-07-01 18:14:00;  2025-07-01 18:09:00;  2025-07-01 18:24:00;  2025-07-01 18:29:00;  2025-07-01 18:44:00;  2025-07-01 18:39:00;  2025-07-01 18:54:00;  2025-07-01 18:59:00;  2025-07-01 19:09:00;  2025-07-01 19:09:00;  2025-07-01 19:20:00;  2025-07-01 19:29:00;  2025-07-01 19:40:00;  2025-07-01 19:49:00;  2025-07-01 20:00:00;  2025-07-01 20:09:00;  2025-07-01 20:20:00;  2025-07-01 20:29:00;  2025-07-01 20:40:00;  2025-07-01 20:49:00;  2025-07-01 21:00:00;  2025-07-01 21:09:00;  2025-07-01 21:19:00;  2025-07-01 21:29:00;  2025-07-01 21:39:00;  2025-07-01 21:49:00;  2025-07-01 21:59:00;  2025-07-01 22:09:00;  2025-07-01 22:19:00;  2025-07-01 22:29:00;  2025-07-01 22:39:00;  2025-07-01 22:49:00;  2025-07-01 22:59:00;  2025-07-01 23:09:00;  2025-07-01 23:19:00;  2025-07-01 23:29:00;  2025-07-01 23:39:00;  2025-07-01 23:49:00;  2025-07-01 23:59:00;  2025-08-01 00:09:00;  2025-08-01 00:19:00;  2025-08-01 00:30:00
    Epalinges, Florimont;      8593820;    ARRIVAL;  2025-07-01 05:25:00;  2025-07-01 05:35:00;  2025-07-01 05:45:00;  2025-07-01 05:55:00;  2025-07-01 06:05:00;  2025-07-01 06:15:00;  2025-07-01 06:25:00;  2025-07-01 06:37:00;  2025-07-01 06:36:00;  2025-07-01 06:52:00;  2025-07-01 06:51:00;  2025-07-01 07:07:00;  2025-07-01 07:06:00;  2025-07-01 07:22:00;  2025-07-01 07:21:00;  2025-07-01 07:37:00;  2025-07-01 07:36:00;  2025-07-01 07:52:00;  2025-07-01 07:51:00;  2025-07-01 08:07:00;  2025-07-01 08:06:00;  2025-07-01 08:22:00;  2025-07-01 08:21:00;  2025-07-01 08:37:00;  2025-07-01 08:36:00;  2025-07-01 08:52:00;  2025-07-01 08:51:00;  2025-07-01 09:03:00;  2025-07-01 09:07:00;  2025-07-01 09:20:00;  2025-07-01 09:27:00;  2025-07-01 09:37:00;  2025-07-01 09:47:00;  2025-07-01 09:57:00;  2025-07-01 10:07:00;  2025-07-01 10:17:00;  2025-07-01 10:27:00;  2025-07-01 10:37:00;  2025-07-01 10:47:00;  2025-07-01 10:57:00;  2025-07-01 11:07:00;  2025-07-01 11:17:00;  2025-07-01 11:27:00;  2025-07-01 11:37:00;  2025-07-01 11:47:00;  2025-07-01 11:57:00;  2025-07-01 12:07:00;  2025-07-01 12:17:00;  2025-07-01 12:27:00;  2025-07-01 12:37:00;  2025-07-01 12:47:00;  2025-07-01 12:57:00;  2025-07-01 13:07:00;  2025-07-01 13:17:00;  2025-07-01 13:27:00;  2025-07-01 13:37:00;  2025-07-01 13:47:00;  2025-07-01 13:57:00;  2025-07-01 14:07:00;  2025-07-01 14:17:00;  2025-07-01 14:27:00;  2025-07-01 14:37:00;  2025-07-01 14:47:00;  2025-07-01 14:57:00;  2025-07-01 15:07:00;  2025-07-01 15:17:00;  2025-07-01 15:27:00;  2025-07-01 15:28:00;  2025-07-01 15:42:00;  2025-07-01 15:40:00;  2025-07-01 15:55:00;  2025-07-01 15:57:00;  2025-07-01 16:10:00;  2025-07-01 16:12:00;  2025-07-01 16:27:00;  2025-07-01 16:25:00;  2025-07-01 16:42:00;  2025-07-01 16:40:00;  2025-07-01 16:55:00;  2025-07-01 16:57:00;  2025-07-01 17:12:00;  2025-07-01 17:10:00;  2025-07-01 17:25:00;  2025-07-01 17:27:00;  2025-07-01 17:42:00;  2025-07-01 17:40:00;  2025-07-01 17:55:00;  2025-07-01 17:57:00;  2025-07-01 18:12:00;  2025-07-01 18:10:00;  2025-07-01 18:25:00;  2025-07-01 18:27:00;  2025-07-01 18:42:00;  2025-07-01 18:40:00;  2025-07-01 18:55:00;  2025-07-01 18:57:00;  2025-07-01 19:08:00;  2025-07-01 19:09:00;  2025-07-01 19:19:00;  2025-07-01 19:29:00;  2025-07-01 19:39:00;  2025-07-01 19:49:00;  2025-07-01 19:59:00;  2025-07-01 20:09:00;  2025-07-01 20:19:00;  2025-07-01 20:29:00;  2025-07-01 20:39:00;  2025-07-01 20:49:00;  2025-07-01 20:59:00;  2025-07-01 21:09:00;  2025-07-01 21:18:00;  2025-07-01 21:29:00;  2025-07-01 21:38:00;  2025-07-01 21:49:00;  2025-07-01 21:58:00;  2025-07-01 22:09:00;  2025-07-01 22:18:00;  2025-07-01 22:29:00;  2025-07-01 22:38:00;  2025-07-01 22:49:00;  2025-07-01 22:58:00;  2025-07-01 23:09:00;  2025-07-01 23:18:00;  2025-07-01 23:29:00;  2025-07-01 23:38:00;  2025-07-01 23:49:00;  2025-07-01 23:58:00;  2025-08-01 00:09:00;  2025-08-01 00:18:00;  2025-08-01 00:30:00
    Epalinges, Florimont;      8593820;  DEPARTURE;  2025-07-01 05:25:00;  2025-07-01 05:35:00;  2025-07-01 05:45:00;  2025-07-01 05:55:00;  2025-07-01 06:05:00;  2025-07-01 06:15:00;  2025-07-01 06:25:00;  2025-07-01 06:37:00;  2025-07-01 06:36:00;  2025-07-01 06:52:00;  2025-07-01 06:51:00;  2025-07-01 07:07:00;  2025-07-01 07:06:00;  2025-07-01 07:22:00;  2025-07-01 07:21:00;  2025-07-01 07:37:00;  2025-07-01 07:36:00;  2025-07-01 07:52:00;  2025-07-01 07:51:00;  2025-07-01 08:07:00;  2025-07-01 08:06:00;  2025-07-01 08:22:00;  2025-07-01 08:21:00;  2025-07-01 08:37:00;  2025-07-01 08:36:00;  2025-07-01 08:52:00;  2025-07-01 08:51:00;  2025-07-01 09:03:00;  2025-07-01 09:07:00;  2025-07-01 09:20:00;  2025-07-01 09:27:00;  2025-07-01 09:37:00;  2025-07-01 09:47:00;  2025-07-01 09:57:00;  2025-07-01 10:07:00;  2025-07-01 10:17:00;  2025-07-01 10:27:00;  2025-07-01 10:37:00;  2025-07-01 10:47:00;  2025-07-01 10:57:00;  2025-07-01 11:07:00;  2025-07-01 11:17:00;  2025-07-01 11:27:00;  2025-07-01 11:37:00;  2025-07-01 11:47:00;  2025-07-01 11:57:00;  2025-07-01 12:07:00;  2025-07-01 12:17:00;  2025-07-01 12:27:00;  2025-07-01 12:37:00;  2025-07-01 12:47:00;  2025-07-01 12:57:00;  2025-07-01 13:07:00;  2025-07-01 13:17:00;  2025-07-01 13:27:00;  2025-07-01 13:37:00;  2025-07-01 13:47:00;  2025-07-01 13:57:00;  2025-07-01 14:07:00;  2025-07-01 14:17:00;  2025-07-01 14:27:00;  2025-07-01 14:37:00;  2025-07-01 14:47:00;  2025-07-01 14:57:00;  2025-07-01 15:07:00;  2025-07-01 15:17:00;  2025-07-01 15:27:00;  2025-07-01 15:28:00;  2025-07-01 15:42:00;  2025-07-01 15:40:00;  2025-07-01 15:55:00;  2025-07-01 15:57:00;  2025-07-01 16:10:00;  2025-07-01 16:12:00;  2025-07-01 16:27:00;  2025-07-01 16:25:00;  2025-07-01 16:42:00;  2025-07-01 16:40:00;  2025-07-01 16:55:00;  2025-07-01 16:57:00;  2025-07-01 17:12:00;  2025-07-01 17:10:00;  2025-07-01 17:25:00;  2025-07-01 17:27:00;  2025-07-01 17:42:00;  2025-07-01 17:40:00;  2025-07-01 17:55:00;  2025-07-01 17:57:00;  2025-07-01 18:12:00;  2025-07-01 18:10:00;  2025-07-01 18:25:00;  2025-07-01 18:27:00;  2025-07-01 18:42:00;  2025-07-01 18:40:00;  2025-07-01 18:55:00;  2025-07-01 18:57:00;  2025-07-01 19:08:00;  2025-07-01 19:09:00;  2025-07-01 19:19:00;  2025-07-01 19:29:00;  2025-07-01 19:39:00;  2025-07-01 19:49:00;  2025-07-01 19:59:00;  2025-07-01 20:09:00;  2025-07-01 20:19:00;  2025-07-01 20:29:00;  2025-07-01 20:39:00;  2025-07-01 20:49:00;  2025-07-01 20:59:00;  2025-07-01 21:09:00;  2025-07-01 21:18:00;  2025-07-01 21:29:00;  2025-07-01 21:38:00;  2025-07-01 21:49:00;  2025-07-01 21:58:00;  2025-07-01 22:09:00;  2025-07-01 22:18:00;  2025-07-01 22:29:00;  2025-07-01 22:38:00;  2025-07-01 22:49:00;  2025-07-01 22:58:00;  2025-07-01 23:09:00;  2025-07-01 23:18:00;  2025-07-01 23:29:00;  2025-07-01 23:38:00;  2025-07-01 23:49:00;  2025-07-01 23:58:00;  2025-08-01 00:09:00;  2025-08-01 00:18:00;  2025-08-01 00:30:00
   Epalinges, Montéclard;      8593822;    ARRIVAL;  2025-07-01 05:24:00;  2025-07-01 05:37:00;  2025-07-01 05:44:00;  2025-07-01 05:57:00;  2025-07-01 06:04:00;  2025-07-01 06:17:00;  2025-07-01 06:24:00;  2025-07-01 06:36:00;  2025-07-01 06:38:00;  2025-07-01 06:51:00;  2025-07-01 06:53:00;  2025-07-01 07:06:00;  2025-07-01 07:08:00;  2025-07-01 07:21:00;  2025-07-01 07:23:00;  2025-07-01 07:36:00;  2025-07-01 07:38:00;  2025-07-01 07:51:00;  2025-07-01 07:53:00;  2025-07-01 08:06:00;  2025-07-01 08:08:00;  2025-07-01 08:21:00;  2025-07-01 08:23:00;  2025-07-01 08:36:00;  2025-07-01 08:38:00;  2025-07-01 08:51:00;  2025-07-01 08:53:00;  2025-07-01 09:05:00;  2025-07-01 09:06:00;  2025-07-01 09:22:00;  2025-07-01 09:26:00;  2025-07-01 09:39:00;  2025-07-01 09:46:00;  2025-07-01 09:59:00;  2025-07-01 10:06:00;  2025-07-01 10:19:00;  2025-07-01 10:26:00;  2025-07-01 10:39:00;  2025-07-01 10:46:00;  2025-07-01 10:59:00;  2025-07-01 11:06:00;  2025-07-01 11:19:00;  2025-07-01 11:26:00;  2025-07-01 11:39:00;  2025-07-01 11:46:00;  2025-07-01 11:59:00;  2025-07-01 12:06:00;  2025-07-01 12:19:00;  2025-07-01 12:26:00;  2025-07-01 12:39:00;  2025-07-01 12:46:00;  2025-07-01 12:59:00;  2025-07-01 13:06:00;  2025-07-01 13:19:00;  2025-07-01 13:26:00;  2025-07-01 13:39:00;  2025-07-01 13:46:00;  2025-07-01 13:59:00;  2025-07-01 14:06:00;  2025-07-01 14:19:00;  2025-07-01 14:26:00;  2025-07-01 14:39:00;  2025-07-01 14:46:00;  2025-07-01 14:59:00;  2025-07-01 15:06:00;  2025-07-01 15:19:00;  2025-07-01 15:26:00;  2025-07-01 15:30:00;  2025-07-01 15:41:00;  2025-07-01 15:42:00;  2025-07-01 15:57:00;  2025-07-01 15:56:00;  2025-07-01 16:12:00;  2025-07-01 16:11:00;  2025-07-01 16:26:00;  2025-07-01 16:27:00;  2025-07-01 16:41:00;  2025-07-01 16:42:00;  2025-07-01 16:57:00;  2025-07-01 16:56:00;  2025-07-01 17:11:00;  2025-07-01 17:12:00;  2025-07-01 17:27:00;  2025-07-01 17:26:00;  2025-07-01 17:41:00;  2025-07-01 17:42:00;  2025-07-01 17:57:00;  2025-07-01 17:56:00;  2025-07-01 18:11:00;  2025-07-01 18:12:00;  2025-07-01 18:27:00;  2025-07-01 18:26:00;  2025-07-01 18:41:00;  2025-07-01 18:42:00;  2025-07-01 18:57:00;  2025-07-01 18:56:00;  2025-07-01 19:07:00;  2025-07-01 19:11:00;  2025-07-01 19:18:00;  2025-07-01 19:31:00;  2025-07-01 19:38:00;  2025-07-01 19:51:00;  2025-07-01 19:58:00;  2025-07-01 20:11:00;  2025-07-01 20:18:00;  2025-07-01 20:31:00;  2025-07-01 20:38:00;  2025-07-01 20:51:00;  2025-07-01 20:58:00;  2025-07-01 21:11:00;  2025-07-01 21:17:00;  2025-07-01 21:31:00;  2025-07-01 21:37:00;  2025-07-01 21:51:00;  2025-07-01 21:57:00;  2025-07-01 22:11:00;  2025-07-01 22:17:00;  2025-07-01 22:31:00;  2025-07-01 22:37:00;  2025-07-01 22:51:00;  2025-07-01 22:57:00;  2025-07-01 23:11:00;  2025-07-01 23:17:00;  2025-07-01 23:31:00;  2025-07-01 23:37:00;  2025-07-01 23:51:00;  2025-07-01 23:57:00;  2025-08-01 00:11:00;  2025-08-01 00:17:00;  2025-08-01 00:32:00
