Name,BPUIC,,BPUIC,85:151:100,85:151:101,85:151:102,85:151:103,85:151:11,85:151:114,85:151:115,85:151:116,85:151:117,85:151:12,85:151:129,85:151:13,85:151:130,85:151:131,85:151:132,85:151:14,85:151:143,85:151:144,85:151:145,85:151:146,85:151:157,85:151:158,85:151:159,85:151:160,85:151:169,85:151:170,85:151:171,85:151:172,85:151:180,85:151:181,85:151:182,85:151:183,85:151:187,85:151:188,85:151:189,85:151:190,85:151:199,85:151:200,85:151:201,85:151:202,85:151:216,85:151:217,85:151:218,85:151:219,85:151:228,85:151:229,85:151:23,85:151:239,85:151:24,85:151:240,85:151:241,85:151:245,85:151:246,85:151:247,85:151:25,85:151:251,85:151:252,85:151:26,85:151:263,85:151:264,85:151:265,85:151:266,85:151:278,85:151:279,85:151:280,85:151:281,85:151:290,85:151:291,85:151:292,85:151:293,85:151:298,85:151:299,85:151:300,85:151:304,85:151:305,85:151:306,85:151:309,85:151:31,85:151:310,85:151:311,85:151:312,85:151:315,85:151:316,85:151:317,85:151:318,85:151:32,85:151:322,85:151:323,85:151:324,85:151:325,85:151:328,85:151:329,85:151:33,85:151:330,85:151:334,85:151:335,85:151:336,85:151:34,85:151:340,85:151:341,85:151:342,85:151:4,85:151:45,85:151:46,85:151:47,85:151:5,85:151:52,85:151:53,85:151:54,85:151:55,85:151:64,85:151:65,85:151:66,85:151:67,85:151:72,85:151:73,85:151:74,85:151:75,85:151:84,85:151:85,85:151:86,85:151:87,lv95East,lv95North,Distance
"Ecublens VD, Blévallaire",8596053,ANKUNFTSZEIT,8596053,2024-05-12 06:25:00,2024-05-12 06:38:00,2024-05-12 08:05:00,2024-05-12 08:28:00,2024-05-12 07:02:00,2024-05-12 16:48:00,2024-05-12 17:07:00,2024-05-12 18:40:00,2024-05-12 19:02:00,2024-05-12 07:20:00,2024-05-12 06:20:00,2024-05-12 08:50:00,2024-05-12 06:33:00,2024-05-12 07:59:00,2024-05-12 08:19:00,2024-05-12 09:07:00,2024-05-12 16:41:00,2024-05-12 17:01:00,2024-05-12 18:34:00,2024-05-12 18:53:00,2024-05-12 06:41:00,2024-05-12 06:56:00,2024-05-12 08:25:00,2024-05-12 08:44:00,2024-05-12 15:41:00,2024-05-12 16:04:00,2024-05-12 17:38:00,2024-05-12 17:54:00,2024-05-12 06:29:00,2024-05-12 06:44:00,2024-05-12 08:12:00,2024-05-12 08:32:00,2024-05-12 06:55:00,2024-05-12 07:14:00,2024-05-12 08:43:00,2024-05-12 08:59:00,2024-05-12 15:56:00,2024-05-12 16:15:00,2024-05-12 17:51:00,2024-05-12 18:07:00,2024-05-12 07:08:00,2024-05-12 07:27:00,2024-05-12 08:56:00,2024-05-12 09:14:00,2024-05-12 16:12:00,2024-05-12 16:35:00,2024-05-12 16:05:00,2024-05-12 06:51:00,2024-05-12 16:28:00,2024-05-12 07:08:00,2024-05-12 08:38:00,2024-05-12 07:44:00,2024-05-12 08:04:00,2024-05-12 09:34:00,2024-05-12 18:04:00,2024-05-12 07:51:00,2024-05-12 08:11:00,2024-05-12 18:22:00,2024-05-12 16:33:00,2024-05-12 16:54:00,2024-05-12 18:28:00,2024-05-12 18:44:00,2024-05-12 07:22:00,2024-05-12 07:38:00,2024-05-12 09:09:00,2024-05-12 09:29:00,2024-05-12 16:26:00,2024-05-12 16:48:00,2024-05-12 18:23:00,2024-05-12 18:39:00,2024-05-12 07:38:00,2024-05-12 07:58:00,2024-05-12 09:28:00,2024-05-12 07:34:00,2024-05-12 07:51:00,2024-05-12 09:21:00,2024-05-12 15:31:00,2024-05-12 06:33:00,2024-05-12 17:02:00,2024-05-12 17:20:00,2024-05-12 18:53:00,2024-05-12 15:38:00,2024-05-12 17:09:00,2024-05-12 17:26:00,2024-05-12 18:59:00,2024-05-12 06:49:00,2024-05-12 16:01:00,2024-05-12 16:22:00,2024-05-12 17:58:00,2024-05-12 18:15:00,2024-05-12 15:45:00,2024-05-12 17:18:00,2024-05-12 08:19:00,2024-05-12 17:33:00,2024-05-12 15:51:00,2024-05-12 17:24:00,2024-05-12 17:40:00,2024-05-12 08:36:00,2024-05-12 15:58:00,2024-05-12 17:32:00,2024-05-12 17:47:00,2024-05-12 07:30:00,2024-05-12 16:55:00,2024-05-12 17:14:00,2024-05-12 18:46:00,2024-05-12 07:45:00,2024-05-12 07:16:00,2024-05-12 07:33:00,2024-05-12 09:03:00,2024-05-12 09:22:00,2024-05-12 16:19:00,2024-05-12 16:41:00,2024-05-12 18:16:00,2024-05-12 18:34:00,2024-05-12 06:48:00,2024-05-12 07:02:00,2024-05-12 08:31:00,2024-05-12 08:51:00,2024-05-12 15:49:00,2024-05-12 16:10:00,2024-05-12 17:45:00,2024-05-12 18:00:00,2533903.21836,1152393.15561,16973.282692927547
"Ecublens VD, Blévallaire",8596053,ABFAHRTSZEIT,8596053,2024-05-12 06:25:00,2024-05-12 06:38:00,2024-05-12 08:05:00,2024-05-12 08:28:00,2024-05-12 07:02:00,2024-05-12 16:48:00,2024-05-12 17:07:00,2024-05-12 18:40:00,2024-05-12 19:02:00,2024-05-12 07:20:00,2024-05-12 06:20:00,2024-05-12 08:50:00,2024-05-12 06:33:00,2024-05-12 07:59:00,2024-05-12 08:19:00,2024-05-12 09:07:00,2024-05-12 16:41:00,2024-05-12 17:01:00,2024-05-12 18:34:00,2024-05-12 18:53:00,2024-05-12 06:41:00,2024-05-12 06:56:00,2024-05-12 08:25:00,2024-05-12 08:44:00,2024-05-12 15:41:00,2024-05-12 16:04:00,2024-05-12 17:38:00,2024-05-12 17:54:00,2024-05-12 06:29:00,2024-05-12 06:44:00,2024-05-12 08:12:00,2024-05-12 08:32:00,2024-05-12 06:55:00,2024-05-12 07:14:00,2024-05-12 08:43:00,2024-05-12 08:59:00,2024-05-12 15:56:00,2024-05-12 16:15:00,2024-05-12 17:51:00,2024-05-12 18:07:00,2024-05-12 07:08:00,2024-05-12 07:27:00,2024-05-12 08:56:00,2024-05-12 09:14:00,2024-05-12 16:12:00,2024-05-12 16:35:00,2024-05-12 16:05:00,2024-05-12 06:51:00,2024-05-12 16:28:00,2024-05-12 07:08:00,2024-05-12 08:38:00,2024-05-12 07:44:00,2024-05-12 08:04:00,2024-05-12 09:34:00,2024-05-12 18:04:00,2024-05-12 07:51:00,2024-05-12 08:11:00,2024-05-12 18:22:00,2024-05-12 16:33:00,2024-05-12 16:54:00,2024-05-12 18:28:00,2024-05-12 18:44:00,2024-05-12 07:22:00,2024-05-12 07:38:00,2024-05-12 09:09:00,2024-05-12 09:29:00,2024-05-12 16:26:00,2024-05-12 16:48:00,2024-05-12 18:23:00,2024-05-12 18:39:00,2024-05-12 07:38:00,2024-05-12 07:58:00,2024-05-12 09:28:00,2024-05-12 07:34:00,2024-05-12 07:51:00,2024-05-12 09:21:00,2024-05-12 15:31:00,2024-05-12 06:33:00,2024-05-12 17:02:00,2024-05-12 17:20:00,2024-05-12 18:53:00,2024-05-12 15:38:00,2024-05-12 17:09:00,2024-05-12 17:26:00,2024-05-12 18:59:00,2024-05-12 06:49:00,2024-05-12 16:01:00,2024-05-12 16:22:00,2024-05-12 17:58:00,2024-05-12 18:15:00,2024-05-12 15:45:00,2024-05-12 17:18:00,2024-05-12 08:19:00,2024-05-12 17:33:00,2024-05-12 15:51:00,2024-05-12 17:24:00,2024-05-12 17:40:00,2024-05-12 08:36:00,2024-05-12 15:58:00,2024-05-12 17:32:00,2024-05-12 17:47:00,2024-05-12 07:30:00,2024-05-12 16:55:00,2024-05-12 17:14:00,2024-05-12 18:46:00,2024-05-12 07:45:00,2024-05-12 07:16:00,2024-05-12 07:33:00,2024-05-12 09:03:00,2024-05-12 09:22:00,2024-05-12 16:19:00,2024-05-12 16:41:00,2024-05-12 18:16:00,2024-05-12 18:34:00,2024-05-12 06:48:00,2024-05-12 07:02:00,2024-05-12 08:31:00,2024-05-12 08:51:00,2024-05-12 15:49:00,2024-05-12 16:10:00,2024-05-12 17:45:00,2024-05-12 18:00:00,2533903.21836,1152393.15561,16973.282692927547
"Ecublens VD, Champagne",8591945,ANKUNFTSZEIT,8591945,2024-05-12 06:26:00,2024-05-12 06:38:00,2024-05-12 08:06:00,2024-05-12 08:28:00,2024-05-12 07:03:00,2024-05-12 16:49:00,2024-05-12 17:07:00,2024-05-12 18:41:00,2024-05-12 19:02:00,2024-05-12 07:20:00,2024-05-12 06:21:00,2024-05-12 08:51:00,2024-05-12 06:33:00,2024-05-12 08:00:00,2024-05-12 08:19:00,2024-05-12 09:07:00,2024-05-12 16:42:00,2024-05-12 17:01:00,2024-05-12 18:35:00,2024-05-12 18:53:00,2024-05-12 06:42:00,2024-05-12 06:56:00,2024-05-12 08:26:00,2024-05-12 08:44:00,2024-05-12 15:42:00,2024-05-12 16:04:00,2024-05-12 17:39:00,2024-05-12 17:54:00,2024-05-12 06:30:00,2024-05-12 06:44:00,2024-05-12 08:13:00,2024-05-12 08:32:00,2024-05-12 06:56:00,2024-05-12 07:14:00,2024-05-12 08:44:00,2024-05-12 08:59:00,2024-05-12 15:57:00,2024-05-12 16:15:00,2024-05-12 17:52:00,2024-05-12 18:07:00,2024-05-12 07:09:00,2024-05-12 07:27:00,2024-05-12 08:57:00,2024-05-12 09:14:00,2024-05-12 16:13:00,2024-05-12 16:35:00,2024-05-12 16:06:00,2024-05-12 06:52:00,2024-05-12 16:28:00,2024-05-12 07:08:00,2024-05-12 08:39:00,2024-05-12 07:45:00,2024-05-12 08:04:00,2024-05-12 09:35:00,2024-05-12 18:05:00,2024-05-12 07:52:00,2024-05-12 08:11:00,2024-05-12 18:22:00,2024-05-12 16:34:00,2024-05-12 16:54:00,2024-05-12 18:29:00,2024-05-12 18:44:00,2024-05-12 07:23:00,2024-05-12 07:38:00,2024-05-12 09:10:00,2024-05-12 09:29:00,2024-05-12 16:27:00,2024-05-12 16:48:00,2024-05-12 18:24:00,2024-05-12 18:39:00,2024-05-12 07:39:00,2024-05-12 07:58:00,2024-05-12 09:29:00,2024-05-12 07:35:00,2024-05-12 07:51:00,2024-05-12 09:22:00,2024-05-12 15:31:00,2024-05-12 06:34:00,2024-05-12 17:03:00,2024-05-12 17:20:00,2024-05-12 18:54:00,2024-05-12 15:38:00,2024-05-12 17:10:00,2024-05-12 17:26:00,2024-05-12 19:00:00,2024-05-12 06:49:00,2024-05-12 16:02:00,2024-05-12 16:22:00,2024-05-12 17:59:00,2024-05-12 18:15:00,2024-05-12 15:45:00,2024-05-12 17:19:00,2024-05-12 08:20:00,2024-05-12 17:33:00,2024-05-12 15:51:00,2024-05-12 17:25:00,2024-05-12 17:40:00,2024-05-12 08:36:00,2024-05-12 15:58:00,2024-05-12 17:33:00,2024-05-12 17:47:00,2024-05-12 07:31:00,2024-05-12 16:56:00,2024-05-12 17:14:00,2024-05-12 18:47:00,2024-05-12 07:45:00,2024-05-12 07:17:00,2024-05-12 07:33:00,2024-05-12 09:04:00,2024-05-12 09:22:00,2024-05-12 16:20:00,2024-05-12 16:41:00,2024-05-12 18:17:00,2024-05-12 18:34:00,2024-05-12 06:49:00,2024-05-12 07:02:00,2024-05-12 08:32:00,2024-05-12 08:51:00,2024-05-12 15:50:00,2024-05-12 16:10:00,2024-05-12 17:46:00,2024-05-12 18:00:00,2533572.50547,1152258.17793,17859.729557263105
"Ecublens VD, Champagne",8591945,ABFAHRTSZEIT,8591945,2024-05-12 06:26:00,2024-05-12 06:38:00,2024-05-12 08:06:00,2024-05-12 08:28:00,2024-05-12 07:03:00,2024-05-12 16:49:00,2024-05-12 17:07:00,2024-05-12 18:41:00,2024-05-12 19:02:00,2024-05-12 07:20:00,2024-05-12 06:21:00,2024-05-12 08:51:00,2024-05-12 06:33:00,2024-05-12 08:00:00,2024-05-12 08:19:00,2024-05-12 09:07:00,2024-05-12 16:42:00,2024-05-12 17:01:00,2024-05-12 18:35:00,2024-05-12 18:53:00,2024-05-12 06:42:00,2024-05-12 06:56:00,2024-05-12 08:26:00,2024-05-12 08:44:00,2024-05-12 15:42:00,2024-05-12 16:04:00,2024-05-12 17:39:00,2024-05-12 17:54:00,2024-05-12 06:30:00,2024-05-12 06:44:00,2024-05-12 08:13:00,2024-05-12 08:32:00,2024-05-12 06:56:00,2024-05-12 07:14:00,2024-05-12 08:44:00,2024-05-12 08:59:00,2024-05-12 15:57:00,2024-05-12 16:15:00,2024-05-12 17:52:00,2024-05-12 18:07:00,2024-05-12 07:09:00,2024-05-12 07:27:00,2024-05-12 08:57:00,2024-05-12 09:14:00,2024-05-12 16:13:00,2024-05-12 16:35:00,2024-05-12 16:06:00,2024-05-12 06:52:00,2024-05-12 16:28:00,2024-05-12 07:08:00,2024-05-12 08:39:00,2024-05-12 07:45:00,2024-05-12 08:04:00,2024-05-12 09:35:00,2024-05-12 18:05:00,2024-05-12 07:52:00,2024-05-12 08:11:00,2024-05-12 18:22:00,2024-05-12 16:34:00,2024-05-12 16:54:00,2024-05-12 18:29:00,2024-05-12 18:44:00,2024-05-12 07:23:00,2024-05-12 07:38:00,2024-05-12 09:10:00,2024-05-12 09:29:00,2024-05-12 16:27:00,2024-05-12 16:48:00,2024-05-12 18:24:00,2024-05-12 18:39:00,2024-05-12 07:39:00,2024-05-12 07:58:00,2024-05-12 09:29:00,2024-05-12 07:35:00,2024-05-12 07:51:00,2024-05-12 09:22:00,2024-05-12 15:31:00,2024-05-12 06:34:00,2024-05-12 17:03:00,2024-05-12 17:20:00,2024-05-12 18:54:00,2024-05-12 15:38:00,2024-05-12 17:10:00,2024-05-12 17:26:00,2024-05-12 19:00:00,2024-05-12 06:49:00,2024-05-12 16:02:00,2024-05-12 16:22:00,2024-05-12 17:59:00,2024-05-12 18:15:00,2024-05-12 15:45:00,2024-05-12 17:19:00,2024-05-12 08:20:00,2024-05-12 17:33:00,2024-05-12 15:51:00,2024-05-12 17:25:00,2024-05-12 17:40:00,2024-05-12 08:36:00,2024-05-12 15:58:00,2024-05-12 17:33:00,2024-05-12 17:47:00,2024-05-12 07:31:00,2024-05-12 16:56:00,2024-05-12 17:14:00,2024-05-12 18:47:00,2024-05-12 07:45:00,2024-05-12 07:17:00,2024-05-12 07:33:00,2024-05-12 09:04:00,2024-05-12 09:22:00,2024-05-12 16:20:00,2024-05-12 16:41:00,2024-05-12 18:17:00,2024-05-12 18:34:00,2024-05-12 06:49:00,2024-05-12 07:02:00,2024-05-12 08:32:00,2024-05-12 08:51:00,2024-05-12 15:50:00,2024-05-12 16:10:00,2024-05-12 17:46:00,2024-05-12 18:00:00,2533572.50547,1152258.17793,17859.729557263105
"Ecublens VD, EPFL/Colladon",8510727,ANKUNFTSZEIT,8510727,2024-05-12 06:30:00,,2024-05-12 08:11:00,,2024-05-12 07:07:00,2024-05-12 16:53:00,,2024-05-12 18:46:00,,,2024-05-12 06:25:00,2024-05-12 08:56:00,,2024-05-12 08:05:00,,,2024-05-12 16:46:00,,2024-05-12 18:40:00,,2024-05-12 06:46:00,,2024-05-12 08:31:00,,2024-05-12 15:46:00,,2024-05-12 17:44:00,,2024-05-12 06:34:00,,2024-05-12 08:18:00,,2024-05-12 07:00:00,,2024-05-12 08:49:00,,2024-05-12 16:01:00,,2024-05-12 17:57:00,,2024-05-12 07:13:00,,2024-05-12 09:02:00,,2024-05-12 16:17:00,,2024-05-12 16:10:00,2024-05-12 06:56:00,,,2024-05-12 08:44:00,2024-05-12 07:50:00,,2024-05-12 09:39:00,2024-05-12 18:10:00,2024-05-12 07:57:00,,,2024-05-12 16:38:00,,2024-05-12 18:34:00,,2024-05-12 07:27:00,,2024-05-12 09:15:00,,2024-05-12 16:31:00,,2024-05-12 18:29:00,,2024-05-12 07:44:00,,2024-05-12 09:33:00,2024-05-12 07:40:00,,2024-05-12 09:26:00,,2024-05-12 06:38:00,2024-05-12 17:07:00,,2024-05-12 18:58:00,,2024-05-12 17:14:00,,2024-05-12 19:04:00,,2024-05-12 16:06:00,,2024-05-12 18:04:00,,,2024-05-12 17:24:00,2024-05-12 08:25:00,,,2024-05-12 17:30:00,,,,2024-05-12 17:38:00,,2024-05-12 07:36:00,2024-05-12 17:00:00,,2024-05-12 18:51:00,,2024-05-12 07:21:00,,2024-05-12 09:09:00,,2024-05-12 16:24:00,,2024-05-12 18:22:00,,2024-05-12 06:53:00,,2024-05-12 08:37:00,,2024-05-12 15:54:00,,2024-05-12 17:51:00,,2532850.46709,1152239.5379,22841.86941386201
"Ecublens VD, EPFL/Colladon",8510727,ABFAHRTSZEIT,8510727,,2024-05-12 06:36:00,,2024-05-12 08:26:00,,,2024-05-12 17:05:00,,2024-05-12 19:00:00,2024-05-12 07:18:00,,,2024-05-12 06:31:00,,2024-05-12 08:17:00,2024-05-12 09:05:00,,2024-05-12 16:59:00,,2024-05-12 18:51:00,,2024-05-12 06:54:00,,2024-05-12 08:42:00,,2024-05-12 16:02:00,,2024-05-12 17:52:00,,2024-05-12 06:42:00,,2024-05-12 08:30:00,,2024-05-12 07:12:00,,2024-05-12 08:57:00,,2024-05-12 16:13:00,,2024-05-12 18:05:00,,2024-05-12 07:25:00,,2024-05-12 09:12:00,,2024-05-12 16:33:00,,,2024-05-12 16:26:00,2024-05-12 07:06:00,,,2024-05-12 08:02:00,,,,2024-05-12 08:09:00,2024-05-12 18:20:00,,2024-05-12 16:52:00,,2024-05-12 18:42:00,,2024-05-12 07:36:00,,2024-05-12 09:27:00,,2024-05-12 16:46:00,,2024-05-12 18:37:00,,2024-05-12 07:56:00,,,2024-05-12 07:49:00,,2024-05-12 15:29:00,,,2024-05-12 17:18:00,,2024-05-12 15:36:00,,2024-05-12 17:24:00,,2024-05-12 06:47:00,,2024-05-12 16:20:00,,2024-05-12 18:13:00,2024-05-12 15:43:00,,,2024-05-12 17:31:00,2024-05-12 15:49:00,,2024-05-12 17:38:00,2024-05-12 08:34:00,2024-05-12 15:56:00,,2024-05-12 17:45:00,,,2024-05-12 17:12:00,,2024-05-12 07:43:00,,2024-05-12 07:31:00,,2024-05-12 09:20:00,,2024-05-12 16:39:00,,2024-05-12 18:32:00,,2024-05-12 07:00:00,,2024-05-12 08:49:00,,2024-05-12 16:08:00,,2024-05-12 17:58:00,2532850.46709,1152239.5379,
"Ecublens VD, allée de Dorigny",8591950,ANKUNFTSZEIT,8591950,2024-05-12 06:24:00,2024-05-12 06:40:00,2024-05-12 08:04:00,2024-05-12 08:30:00,2024-05-12 07:01:00,2024-05-12 16:47:00,2024-05-12 17:09:00,2024-05-12 18:39:00,2024-05-12 19:04:00,2024-05-12 07:22:00,2024-05-12 06:19:00,2024-05-12 08:49:00,2024-05-12 06:35:00,2024-05-12 07:58:00,2024-05-12 08:21:00,2024-05-12 09:09:00,2024-05-12 16:40:00,2024-05-12 17:03:00,2024-05-12 18:33:00,2024-05-12 18:55:00,2024-05-12 06:40:00,2024-05-12 06:58:00,2024-05-12 08:24:00,2024-05-12 08:46:00,2024-05-12 15:40:00,2024-05-12 16:06:00,2024-05-12 17:37:00,2024-05-12 17:56:00,2024-05-12 06:28:00,2024-05-12 06:46:00,2024-05-12 08:11:00,2024-05-12 08:34:00,2024-05-12 06:54:00,2024-05-12 07:16:00,2024-05-12 08:42:00,2024-05-12 09:01:00,2024-05-12 15:55:00,2024-05-12 16:17:00,2024-05-12 17:50:00,2024-05-12 18:09:00,2024-05-12 07:07:00,2024-05-12 07:29:00,2024-05-12 08:55:00,2024-05-12 09:16:00,2024-05-12 16:11:00,2024-05-12 16:37:00,2024-05-12 16:04:00,2024-05-12 06:50:00,2024-05-12 16:30:00,2024-05-12 07:10:00,2024-05-12 08:37:00,2024-05-12 07:43:00,2024-05-12 08:06:00,2024-05-12 09:33:00,2024-05-12 18:03:00,2024-05-12 07:50:00,2024-05-12 08:13:00,2024-05-12 18:24:00,2024-05-12 16:32:00,2024-05-12 16:56:00,2024-05-12 18:27:00,2024-05-12 18:46:00,2024-05-12 07:21:00,2024-05-12 07:40:00,2024-05-12 09:08:00,2024-05-12 09:31:00,2024-05-12 16:25:00,2024-05-12 16:50:00,2024-05-12 18:22:00,2024-05-12 18:41:00,2024-05-12 07:37:00,2024-05-12 08:00:00,2024-05-12 09:27:00,2024-05-12 07:33:00,2024-05-12 07:53:00,2024-05-12 09:20:00,2024-05-12 15:33:00,2024-05-12 06:32:00,2024-05-12 17:01:00,2024-05-12 17:22:00,2024-05-12 18:52:00,2024-05-12 15:40:00,2024-05-12 17:08:00,2024-05-12 17:28:00,2024-05-12 18:58:00,2024-05-12 06:51:00,2024-05-12 16:00:00,2024-05-12 16:24:00,2024-05-12 17:57:00,2024-05-12 18:17:00,2024-05-12 15:47:00,2024-05-12 17:17:00,2024-05-12 08:18:00,2024-05-12 17:35:00,2024-05-12 15:53:00,2024-05-12 17:23:00,2024-05-12 17:42:00,2024-05-12 08:38:00,2024-05-12 16:00:00,2024-05-12 17:31:00,2024-05-12 17:49:00,2024-05-12 07:29:00,2024-05-12 16:54:00,2024-05-12 17:16:00,2024-05-12 18:45:00,2024-05-12 07:47:00,2024-05-12 07:15:00,2024-05-12 07:35:00,2024-05-12 09:02:00,2024-05-12 09:24:00,2024-05-12 16:18:00,2024-05-12 16:43:00,2024-05-12 18:15:00,2024-05-12 18:36:00,2024-05-12 06:47:00,2024-05-12 07:04:00,2024-05-12 08:30:00,2024-05-12 08:53:00,2024-05-12 15:48:00,2024-05-12 16:12:00,2024-05-12 17:44:00,2024-05-12 18:02:00,2534284.0,1152491.0,16580.131091104926
"Ecublens VD, allée de Dorigny",8591950,ABFAHRTSZEIT,8591950,2024-05-12 06:24:00,2024-05-12 06:40:00,2024-05-12 08:04:00,2024-05-12 08:30:00,2024-05-12 07:01:00,2024-05-12 16:47:00,2024-05-12 17:09:00,2024-05-12 18:39:00,2024-05-12 19:04:00,2024-05-12 07:22:00,2024-05-12 06:19:00,2024-05-12 08:49:00,2024-05-12 06:35:00,2024-05-12 07:58:00,2024-05-12 08:21:00,2024-05-12 09:09:00,2024-05-12 16:40:00,2024-05-12 17:03:00,2024-05-12 18:33:00,2024-05-12 18:55:00,2024-05-12 06:40:00,2024-05-12 06:58:00,2024-05-12 08:24:00,2024-05-12 08:46:00,2024-05-12 15:40:00,2024-05-12 16:06:00,2024-05-12 17:37:00,2024-05-12 17:56:00,2024-05-12 06:28:00,2024-05-12 06:46:00,2024-05-12 08:11:00,2024-05-12 08:34:00,2024-05-12 06:54:00,2024-05-12 07:16:00,2024-05-12 08:42:00,2024-05-12 09:01:00,2024-05-12 15:55:00,2024-05-12 16:17:00,2024-05-12 17:50:00,2024-05-12 18:09:00,2024-05-12 07:07:00,2024-05-12 07:29:00,2024-05-12 08:55:00,2024-05-12 09:16:00,2024-05-12 16:11:00,2024-05-12 16:37:00,2024-05-12 16:04:00,2024-05-12 06:50:00,2024-05-12 16:30:00,2024-05-12 07:10:00,2024-05-12 08:37:00,2024-05-12 07:43:00,2024-05-12 08:06:00,2024-05-12 09:33:00,2024-05-12 18:03:00,2024-05-12 07:50:00,2024-05-12 08:13:00,2024-05-12 18:24:00,2024-05-12 16:32:00,2024-05-12 16:56:00,2024-05-12 18:27:00,2024-05-12 18:46:00,2024-05-12 07:21:00,2024-05-12 07:40:00,2024-05-12 09:08:00,2024-05-12 09:31:00,2024-05-12 16:25:00,2024-05-12 16:50:00,2024-05-12 18:22:00,2024-05-12 18:41:00,2024-05-12 07:37:00,2024-05-12 08:00:00,2024-05-12 09:27:00,2024-05-12 07:33:00,2024-05-12 07:53:00,2024-05-12 09:20:00,2024-05-12 15:33:00,2024-05-12 06:32:00,2024-05-12 17:01:00,2024-05-12 17:22:00,2024-05-12 18:52:00,2024-05-12 15:40:00,2024-05-12 17:08:00,2024-05-12 17:28:00,2024-05-12 18:58:00,2024-05-12 06:51:00,2024-05-12 16:00:00,2024-05-12 16:24:00,2024-05-12 17:57:00,2024-05-12 18:17:00,2024-05-12 15:47:00,2024-05-12 17:17:00,2024-05-12 08:18:00,2024-05-12 17:35:00,2024-05-12 15:53:00,2024-05-12 17:23:00,2024-05-12 17:42:00,2024-05-12 08:38:00,2024-05-12 16:00:00,2024-05-12 17:31:00,2024-05-12 17:49:00,2024-05-12 07:29:00,2024-05-12 16:54:00,2024-05-12 17:16:00,2024-05-12 18:45:00,2024-05-12 07:47:00,2024-05-12 07:15:00,2024-05-12 07:35:00,2024-05-12 09:02:00,2024-05-12 09:24:00,2024-05-12 16:18:00,2024-05-12 16:43:00,2024-05-12 18:15:00,2024-05-12 18:36:00,2024-05-12 06:47:00,2024-05-12 07:04:00,2024-05-12 08:30:00,2024-05-12 08:53:00,2024-05-12 15:48:00,2024-05-12 16:12:00,2024-05-12 17:44:00,2024-05-12 18:02:00,2534284.0,1152491.0,16580.131091104926
