LINE_ID;LINE_NAME;TRANSPORTER;MEAN_OF_TRANSPORT;JOURNEY_ID;STOP_NUMBER;CANCELLED;ARRIVAL;ARRIVAL_REAL;ARRIVAL_REAL_STATUS;DEPARTURE;DEPARTURE_REAL;DEPARTURE_REAL_STATUS
85:764:705;705;MBC Auto;Bus;85:764:5043_705-A-102_0946_BPS3;8591944;False;08.01.2025 09:57;08.01.2025 09:58:06;REAL;08.01.2025 09:57;08.01.2025 09:58:11;REAL
85:764:705;705;MBC Auto;Bus;85:764:5043_705-A-102_0946_BPS3;8579234;False;08.01.2025 09:59;08.01.2025 09:59:33;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8579234;False;;;;08.01.2025 10:43;08.01.2025 10:44:39;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8579233;False;08.01.2025 10:43;08.01.2025 10:45:25;REAL;08.01.2025 10:43;08.01.2025 10:45:39;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8591952;False;08.01.2025 10:46;08.01.2025 10:47:23;REAL;08.01.2025 10:46;08.01.2025 10:47:28;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8591949;False;08.01.2025 10:47;08.01.2025 10:48:01;REAL;08.01.2025 10:47;08.01.2025 10:48:06;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8591954;False;08.01.2025 10:47;08.01.2025 10:48:25;REAL;08.01.2025 10:47;08.01.2025 10:48:30;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8591961;False;08.01.2025 10:48;08.01.2025 10:49:36;REAL;08.01.2025 10:48;08.01.2025 10:49:41;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8592248;False;08.01.2025 10:50;08.01.2025 10:50:53;REAL;08.01.2025 10:50;08.01.2025 10:50:58;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8592244;False;08.01.2025 10:53;08.01.2025 10:52:30;REAL;08.01.2025 10:53;08.01.2025 10:53:18;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8592243;False;08.01.2025 10:54;08.01.2025 10:54:21;REAL;08.01.2025 10:54;08.01.2025 10:54:26;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8588875;False;08.01.2025 10:55;08.01.2025 10:55:12;REAL;08.01.2025 10:55;08.01.2025 10:55:17;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8595213;False;08.01.2025 10:55;08.01.2025 10:56:00;REAL;08.01.2025 10:55;08.01.2025 10:56:05;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8588872;False;08.01.2025 10:57;08.01.2025 10:57:36;REAL;08.01.2025 10:57;08.01.2025 10:57:41;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8592242;False;08.01.2025 10:58;08.01.2025 10:59:09;REAL;08.01.2025 10:58;08.01.2025 10:59:14;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8592239;False;08.01.2025 11:00;08.01.2025 11:00:38;REAL;08.01.2025 11:00;08.01.2025 11:00:43;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8592241;False;08.01.2025 11:01;08.01.2025 11:01:37;REAL;08.01.2025 11:01;08.01.2025 11:01:42;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8592240;False;08.01.2025 11:03;08.01.2025 11:03:38;REAL;08.01.2025 11:03;08.01.2025 11:03:41;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8579230;False;08.01.2025 11:05;08.01.2025 11:05:15;REAL;08.01.2025 11:05;08.01.2025 11:05:22;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8588898;False;08.01.2025 11:06;08.01.2025 11:06:29;REAL;08.01.2025 11:06;08.01.2025 11:06:29;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8595218;False;08.01.2025 11:08;08.01.2025 11:08:53;REAL;08.01.2025 11:08;08.01.2025 11:08:58;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8511344;False;08.01.2025 11:08;08.01.2025 11:09:13;REAL;08.01.2025 11:08;08.01.2025 11:09:18;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8595219;False;08.01.2025 11:09;08.01.2025 11:09:36;REAL;08.01.2025 11:09;08.01.2025 11:09:41;REAL
85:764:705;705;MBC Auto;Bus;85:764:5044_705-R-201_1043_BPS3;8592254;False;08.01.2025 11:11;08.01.2025 11:11:22;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8592254;False;;;;08.01.2025 10:00;08.01.2025 10:00:38;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8595219;False;08.01.2025 10:01;08.01.2025 10:01:38;REAL;08.01.2025 10:01;08.01.2025 10:01:43;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8511344;False;08.01.2025 10:02;08.01.2025 10:02:16;REAL;08.01.2025 10:02;08.01.2025 10:02:21;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8595218;False;08.01.2025 10:02;08.01.2025 10:03:03;REAL;08.01.2025 10:02;08.01.2025 10:03:08;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8588898;False;08.01.2025 10:04;08.01.2025 10:04:39;REAL;08.01.2025 10:04;08.01.2025 10:04:51;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8579230;False;08.01.2025 10:05;08.01.2025 10:06:12;REAL;08.01.2025 10:05;08.01.2025 10:06:17;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8592240;False;08.01.2025 10:08;08.01.2025 10:08:00;REAL;08.01.2025 10:08;08.01.2025 10:08:00;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8592241;False;08.01.2025 10:09;08.01.2025 10:09:19;REAL;08.01.2025 10:09;08.01.2025 10:09:24;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8592239;False;08.01.2025 10:10;08.01.2025 10:10:33;REAL;08.01.2025 10:10;08.01.2025 10:10:38;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8592242;False;08.01.2025 10:12;08.01.2025 10:12:44;REAL;08.01.2025 10:12;08.01.2025 10:12:52;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8588872;False;08.01.2025 10:13;08.01.2025 10:13:58;REAL;08.01.2025 10:13;08.01.2025 10:14:03;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8595213;False;08.01.2025 10:15;08.01.2025 10:15:26;REAL;08.01.2025 10:15;08.01.2025 10:15:31;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8588875;False;08.01.2025 10:16;08.01.2025 10:16:50;REAL;08.01.2025 10:16;08.01.2025 10:17:03;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8592243;False;08.01.2025 10:16;08.01.2025 10:17:33;REAL;08.01.2025 10:16;08.01.2025 10:17:38;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8592244;False;08.01.2025 10:17;08.01.2025 10:18:37;REAL;08.01.2025 10:17;08.01.2025 10:19:19;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8592248;False;08.01.2025 10:20;08.01.2025 10:20:36;REAL;08.01.2025 10:20;08.01.2025 10:20:41;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8591961;False;08.01.2025 10:22;08.01.2025 10:22:08;REAL;08.01.2025 10:22;08.01.2025 10:22:13;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8591946;False;08.01.2025 10:22;08.01.2025 10:22:36;REAL;08.01.2025 10:22;08.01.2025 10:22:36;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8591951;False;08.01.2025 10:23;08.01.2025 10:24:23;REAL;08.01.2025 10:23;08.01.2025 10:24:28;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8591947;False;08.01.2025 10:24;08.01.2025 10:24:42;REAL;08.01.2025 10:24;08.01.2025 10:24:47;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8579233;False;08.01.2025 10:26;08.01.2025 10:26:49;REAL;08.01.2025 10:26;08.01.2025 10:26:54;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8591944;False;08.01.2025 10:27;08.01.2025 10:28:15;REAL;08.01.2025 10:27;08.01.2025 10:28:20;REAL
85:764:705;705;MBC Auto;Bus;85:764:5045_705-A-101_1000_BPS3;8579234;False;08.01.2025 10:29;08.01.2025 10:29:42;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8579234;False;;;;08.01.2025 11:03;08.01.2025 11:04:23;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8579233;False;08.01.2025 11:03;08.01.2025 11:05:25;REAL;08.01.2025 11:03;08.01.2025 11:06:05;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8591952;False;08.01.2025 11:06;08.01.2025 11:07:48;REAL;08.01.2025 11:06;08.01.2025 11:07:53;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8591949;False;08.01.2025 11:07;08.01.2025 11:08:35;REAL;08.01.2025 11:07;08.01.2025 11:08:40;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8591954;False;08.01.2025 11:07;08.01.2025 11:09:26;REAL;08.01.2025 11:07;08.01.2025 11:09:31;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8591961;False;08.01.2025 11:08;08.01.2025 11:10:31;REAL;08.01.2025 11:08;08.01.2025 11:10:51;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8592248;False;08.01.2025 11:10;08.01.2025 11:12:35;REAL;08.01.2025 11:10;08.01.2025 11:12:40;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8592244;False;08.01.2025 11:13;08.01.2025 11:15:57;REAL;08.01.2025 11:13;08.01.2025 11:16:02;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8592243;False;08.01.2025 11:14;08.01.2025 11:15:53;REAL;08.01.2025 11:14;08.01.2025 11:16:07;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8588875;False;08.01.2025 11:15;08.01.2025 11:16:42;REAL;08.01.2025 11:15;08.01.2025 11:16:47;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8595213;False;08.01.2025 11:15;08.01.2025 11:17:36;REAL;08.01.2025 11:15;08.01.2025 11:17:41;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8588872;False;08.01.2025 11:17;08.01.2025 11:19:00;REAL;08.01.2025 11:17;08.01.2025 11:19:05;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8592242;False;08.01.2025 11:18;08.01.2025 11:19:50;REAL;08.01.2025 11:18;08.01.2025 11:19:55;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8592239;False;08.01.2025 11:20;08.01.2025 11:21:15;REAL;08.01.2025 11:20;08.01.2025 11:21:20;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8592241;False;08.01.2025 11:21;08.01.2025 11:21:56;REAL;08.01.2025 11:21;08.01.2025 11:22:01;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8592240;False;08.01.2025 11:23;08.01.2025 11:23:21;REAL;08.01.2025 11:23;08.01.2025 11:23:26;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8579230;False;08.01.2025 11:25;08.01.2025 11:24:51;REAL;08.01.2025 11:25;08.01.2025 11:26:02;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8588898;False;08.01.2025 11:26;08.01.2025 11:27:18;REAL;08.01.2025 11:26;08.01.2025 11:27:23;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8595218;False;08.01.2025 11:28;08.01.2025 11:28:06;REAL;08.01.2025 11:28;08.01.2025 11:28:11;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8511344;False;08.01.2025 11:28;08.01.2025 11:28:56;REAL;08.01.2025 11:28;08.01.2025 11:29:01;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8595219;False;08.01.2025 11:29;08.01.2025 11:29:17;REAL;08.01.2025 11:29;08.01.2025 11:29:22;REAL
85:764:705;705;MBC Auto;Bus;85:764:5046_705-R-201_1103_BPS3;8592254;False;08.01.2025 11:31;08.01.2025 11:31:03;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8592254;False;;;;08.01.2025 10:20;08.01.2025 10:21:06;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8595219;False;08.01.2025 10:21;08.01.2025 10:22:12;REAL;08.01.2025 10:21;08.01.2025 10:22:17;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8511344;False;08.01.2025 10:22;08.01.2025 10:23:17;REAL;08.01.2025 10:22;08.01.2025 10:23:22;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8595218;False;08.01.2025 10:22;08.01.2025 10:23:13;REAL;08.01.2025 10:22;08.01.2025 10:23:18;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8588898;False;08.01.2025 10:24;08.01.2025 10:25:02;REAL;08.01.2025 10:24;08.01.2025 10:25:07;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8579230;False;08.01.2025 10:25;08.01.2025 10:26:24;REAL;08.01.2025 10:25;08.01.2025 10:26:29;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8592240;False;08.01.2025 10:28;08.01.2025 10:28:07;REAL;08.01.2025 10:28;08.01.2025 10:28:12;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8592241;False;08.01.2025 10:29;08.01.2025 10:29:34;REAL;08.01.2025 10:29;08.01.2025 10:29:39;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8592239;False;08.01.2025 10:30;08.01.2025 10:31:43;REAL;08.01.2025 10:30;08.01.2025 10:31:48;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8592242;False;08.01.2025 10:32;08.01.2025 10:33:08;REAL;08.01.2025 10:32;08.01.2025 10:33:13;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8588872;False;08.01.2025 10:33;08.01.2025 10:34:22;REAL;08.01.2025 10:33;08.01.2025 10:34:33;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8595213;False;08.01.2025 10:35;08.01.2025 10:35:50;REAL;08.01.2025 10:35;08.01.2025 10:35:55;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8588875;False;08.01.2025 10:36;08.01.2025 10:36:51;REAL;08.01.2025 10:36;08.01.2025 10:36:56;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8592243;False;08.01.2025 10:36;08.01.2025 10:37:37;REAL;08.01.2025 10:36;08.01.2025 10:37:50;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8592244;False;08.01.2025 10:37;08.01.2025 10:38:37;REAL;08.01.2025 10:37;08.01.2025 10:38:54;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8592248;False;08.01.2025 10:40;08.01.2025 10:40:17;REAL;08.01.2025 10:40;08.01.2025 10:40:22;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8591961;False;08.01.2025 10:42;08.01.2025 10:41:31;REAL;08.01.2025 10:42;08.01.2025 10:41:41;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8591946;False;08.01.2025 10:42;08.01.2025 10:42:14;REAL;08.01.2025 10:42;08.01.2025 10:42:26;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8591951;False;08.01.2025 10:43;08.01.2025 10:43:09;REAL;08.01.2025 10:43;08.01.2025 10:43:20;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8591947;False;08.01.2025 10:44;08.01.2025 10:44:04;REAL;08.01.2025 10:44;08.01.2025 10:44:09;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8579233;False;08.01.2025 10:46;08.01.2025 10:46:15;REAL;08.01.2025 10:46;08.01.2025 10:46:20;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8591944;False;08.01.2025 10:47;08.01.2025 10:46:55;REAL;08.01.2025 10:47;08.01.2025 10:47:03;REAL
85:764:705;705;MBC Auto;Bus;85:764:5047_705-A-101_1020_BPS3;8579234;False;08.01.2025 10:49;08.01.2025 10:48:09;REAL;;;
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8579234;False;;;;08.01.2025 11:23;08.01.2025 11:24:29;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8579233;False;08.01.2025 11:23;08.01.2025 11:25:24;REAL;08.01.2025 11:23;08.01.2025 11:25:29;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8591952;False;08.01.2025 11:26;08.01.2025 11:27:53;REAL;08.01.2025 11:26;08.01.2025 11:27:58;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8591949;False;08.01.2025 11:27;08.01.2025 11:28:18;REAL;08.01.2025 11:27;08.01.2025 11:28:23;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8591954;False;08.01.2025 11:27;08.01.2025 11:28:47;REAL;08.01.2025 11:27;08.01.2025 11:28:52;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8591961;False;08.01.2025 11:28;08.01.2025 11:29:50;REAL;08.01.2025 11:28;08.01.2025 11:30:47;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8592248;False;08.01.2025 11:30;08.01.2025 11:31:43;REAL;08.01.2025 11:30;08.01.2025 11:31:48;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8592244;False;08.01.2025 11:33;08.01.2025 11:34:52;REAL;08.01.2025 11:33;08.01.2025 11:34:57;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8592243;False;08.01.2025 11:34;08.01.2025 11:34:59;REAL;08.01.2025 11:34;08.01.2025 11:35:04;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8588875;False;08.01.2025 11:35;08.01.2025 11:35:49;REAL;08.01.2025 11:35;08.01.2025 11:36:29;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8595213;False;08.01.2025 11:35;08.01.2025 11:36:54;REAL;08.01.2025 11:35;08.01.2025 11:36:59;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8588872;False;08.01.2025 11:37;08.01.2025 11:38:21;REAL;08.01.2025 11:37;08.01.2025 11:38:26;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8592242;False;08.01.2025 11:38;08.01.2025 11:39:48;REAL;08.01.2025 11:38;08.01.2025 11:39:53;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8592239;False;08.01.2025 11:40;08.01.2025 11:41:33;REAL;08.01.2025 11:40;08.01.2025 11:41:38;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8592241;False;08.01.2025 11:41;08.01.2025 11:42:39;REAL;08.01.2025 11:41;08.01.2025 11:42:44;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8592240;False;08.01.2025 11:43;08.01.2025 11:44:15;REAL;08.01.2025 11:43;08.01.2025 11:44:20;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8579230;False;08.01.2025 11:45;08.01.2025 11:46:17;REAL;08.01.2025 11:45;08.01.2025 11:46:28;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8588898;False;08.01.2025 11:46;08.01.2025 11:48:29;REAL;08.01.2025 11:46;08.01.2025 11:48:34;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8595218;False;08.01.2025 11:48;08.01.2025 11:49:35;REAL;08.01.2025 11:48;08.01.2025 11:49:40;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8511344;False;08.01.2025 11:48;08.01.2025 11:50:02;REAL;08.01.2025 11:48;08.01.2025 11:50:07;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8595219;False;08.01.2025 11:49;08.01.2025 11:50:45;REAL;08.01.2025 11:49;08.01.2025 11:50:50;REAL
85:764:705;705;MBC Auto;Bus;85:764:5048_705-R-201_1123_BPS3;8592254;False;08.01.2025 11:51;08.01.2025 11:52:31;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8592254;False;;;;08.01.2025 10:40;08.01.2025 10:41:53;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8595219;False;08.01.2025 10:41;08.01.2025 10:42:34;REAL;08.01.2025 10:41;08.01.2025 10:42:39;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8511344;False;08.01.2025 10:42;08.01.2025 10:43:14;REAL;08.01.2025 10:42;08.01.2025 10:43:19;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8595218;False;08.01.2025 10:42;08.01.2025 10:44:04;REAL;08.01.2025 10:42;08.01.2025 10:44:09;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8588898;False;08.01.2025 10:44;08.01.2025 10:44:52;REAL;08.01.2025 10:44;08.01.2025 10:44:57;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8579230;False;08.01.2025 10:45;08.01.2025 10:46:30;REAL;08.01.2025 10:45;08.01.2025 10:45:35;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8592240;False;08.01.2025 10:48;08.01.2025 10:48:50;REAL;08.01.2025 10:48;08.01.2025 10:48:00;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8592241;False;08.01.2025 10:49;08.01.2025 10:50:38;REAL;08.01.2025 10:49;08.01.2025 10:50:43;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8592239;False;08.01.2025 10:50;08.01.2025 10:52:13;REAL;08.01.2025 10:50;08.01.2025 10:52:18;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8592242;False;08.01.2025 10:52;08.01.2025 10:54:58;REAL;08.01.2025 10:52;08.01.2025 10:55:03;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8588872;False;08.01.2025 10:53;08.01.2025 10:56:00;REAL;08.01.2025 10:53;08.01.2025 10:56:05;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8595213;False;08.01.2025 10:55;08.01.2025 10:56:23;REAL;08.01.2025 10:55;08.01.2025 10:56:28;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8588875;False;08.01.2025 10:56;08.01.2025 10:57:21;REAL;08.01.2025 10:56;08.01.2025 10:57:33;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8592243;False;08.01.2025 10:56;08.01.2025 10:58:42;REAL;08.01.2025 10:56;08.01.2025 10:58:47;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8592244;False;08.01.2025 10:57;08.01.2025 10:59:21;REAL;08.01.2025 10:57;08.01.2025 10:59:33;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8592248;False;08.01.2025 11:00;08.01.2025 11:01:19;REAL;08.01.2025 11:00;08.01.2025 11:01:24;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8591961;False;08.01.2025 11:02;08.01.2025 11:02:30;REAL;08.01.2025 11:02;08.01.2025 11:02:35;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8591946;False;08.01.2025 11:02;08.01.2025 11:03:14;REAL;08.01.2025 11:02;08.01.2025 11:03:19;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8591951;False;08.01.2025 11:03;08.01.2025 11:04:13;REAL;08.01.2025 11:03;08.01.2025 11:04:18;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8591947;False;08.01.2025 11:04;08.01.2025 11:04:57;REAL;08.01.2025 11:04;08.01.2025 11:05:02;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8579233;False;08.01.2025 11:06;08.01.2025 11:06:54;REAL;08.01.2025 11:06;08.01.2025 11:07:19;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8591944;False;08.01.2025 11:07;08.01.2025 11:08:18;REAL;08.01.2025 11:07;08.01.2025 11:08:23;REAL
85:764:705;705;MBC Auto;Bus;85:764:5049_705-A-101_1040_BPS3;8579234;False;08.01.2025 11:09;08.01.2025 11:09:45;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5050_705-R-201_1143_BPS3;8579234;False;;;;08.01.2025 11:43;08.01.2025 11:44:58;REAL
85:764:705;705;MBC Auto;Bus;85:764:5050_705-R-201_1143_BPS3;8579233;False;08.01.2025 11:43;08.01.2025 11:45:50;REAL;08.01.2025 11:43;08.01.2025 11:45:55;REAL
