  index  ; Lausanne, Foyer ; Lausanne, Craivavers ; Lausanne, Les Chavannes ; Lausanne, Rozavère ; Lausanne, Pont-de-Chailly ; Lausanne, Devin ; Lausanne, Champ-Rond ; Lausanne, Sallaz ; Count ; Direction 
  Route_A;              Yes;                   Yes;                      Yes;                 Yes;                        Yes;              Yes;                   Yes;               Yes;    146;         RO
