        STOP_NAME         ; STOP_NUMBER ;     EVENT      ;      85:151:343     ;      85:151:344     ;      85:151:345     ;      85:151:346     ;      85:151:347     ;      85:151:348     ;      85:151:431     ;      85:151:432     ;      85:151:349     ;      85:151:350     ;      85:151:433     ;      85:151:434     ;      85:151:351     ;      85:151:352     ;      85:151:435     ;      85:151:436     ;      85:151:353     ;      85:151:354     ;      85:151:437     ;      85:151:438     ;      85:151:355     ;      85:151:356     ;      85:151:439     ;      85:151:440     ;      85:151:357     ;      85:151:358     ;      85:151:441     ;      85:151:442     ;      85:151:359     ;      85:151:360     ;      85:151:443     ;      85:151:444     ;      85:151:361     ;      85:151:362     ;      85:151:445     ;      85:151:446     ;      85:151:363     ;      85:151:364     ;      85:151:447     ;      85:151:448     ;      85:151:365     ;      85:151:366     ;      85:151:449     ;      85:151:450     ;      85:151:367     ;      85:151:368     ;      85:151:451     ;      85:151:452     ;      85:151:369     ;      85:151:370     ;      85:151:453     ;      85:151:454     ;      85:151:371     ;      85:151:372     ;      85:151:455     ;      85:151:456     ;      85:151:373     ;      85:151:374     ;      85:151:457     ;      85:151:458     ;      85:151:375     ;      85:151:376     ;      85:151:459     ;      85:151:460     ;      85:151:377     ;      85:151:378     ;      85:151:461     ;      85:151:462     ;      85:151:379     ;      85:151:380     ;      85:151:463     ;      85:151:464     ;      85:151:381     ;      85:151:382     ;      85:151:465     ;      85:151:466     ;      85:151:383     ;      85:151:384     ;      85:151:467     ;      85:151:468     ;      85:151:385     ;      85:151:386     ;      85:151:469     ;      85:151:470     ;      85:151:387     ;      85:151:388     ;      85:151:471     ;      85:151:472     ;      85:151:389     ;      85:151:390     ;      85:151:473     ;      85:151:474     ;      85:151:391     ;      85:151:392     ;      85:151:475     ;      85:151:476     ;      85:151:393     ;      85:151:394     ;      85:151:477     ;      85:151:478     ;      85:151:395     ;      85:151:396     ;      85:151:479     ;      85:151:480     ;      85:151:397     ;      85:151:398     ;      85:151:481     ;      85:151:482     ;      85:151:399     ;      85:151:400     ;      85:151:483     ;      85:151:484     ;      85:151:401     ;      85:151:402     ;      85:151:485     ;      85:151:486     ;      85:151:403     ;      85:151:404     ;      85:151:487     ;      85:151:488     ;      85:151:405     ;      85:151:406     ;      85:151:489     ;      85:151:490     ;      85:151:407     ;      85:151:408     ;      85:151:409     ;      85:151:410     ;      85:151:411     ;      85:151:412     ;      85:151:413     ;      85:151:414     ;      85:151:415     ;      85:151:416     ;      85:151:417     ;      85:151:418     ;      85:151:419     ;      85:151:420     ;      85:151:421     ;      85:151:422     ;      85:151:423     ;      85:151:424     ;      85:151:425     ;      85:151:426     ;      85:151:427     ;      85:151:428     
       Lausanne, Montbenon;      8579253;         ARRIVAL;                     ;  2025-07-01 05:36:00;                     ;  2025-07-01 05:51:00;                     ;  2025-07-01 06:07:00;                     ;  2025-07-01 06:22:00;                     ;  2025-07-01 06:38:00;                     ;  2025-07-01 06:53:00;                     ;  2025-07-01 07:09:00;                     ;  2025-07-01 07:24:00;                     ;  2025-07-01 07:39:00;                     ;  2025-07-01 07:54:00;                     ;  2025-07-01 08:09:00;                     ;  2025-07-01 08:24:00;                     ;  2025-07-01 08:39:00;                     ;  2025-07-01 08:54:00;                     ;  2025-07-01 09:09:00;                     ;  2025-07-01 09:24:00;                     ;  2025-07-01 09:39:00;                     ;  2025-07-01 09:54:00;                     ;  2025-07-01 10:09:00;                     ;  2025-07-01 10:24:00;                     ;  2025-07-01 10:39:00;                     ;  2025-07-01 10:54:00;                     ;  2025-07-01 11:09:00;                     ;  2025-07-01 11:24:00;                     ;  2025-07-01 11:39:00;                     ;  2025-07-01 11:54:00;                     ;  2025-07-01 12:09:00;                     ;  2025-07-01 12:24:00;                     ;  2025-07-01 12:39:00;                     ;  2025-07-01 12:54:00;                     ;  2025-07-01 13:09:00;                     ;  2025-07-01 13:24:00;                     ;  2025-07-01 13:39:00;                     ;  2025-07-01 13:54:00;                     ;  2025-07-01 14:09:00;                     ;  2025-07-01 14:24:00;                     ;  2025-07-01 14:39:00;                     ;  2025-07-01 14:54:00;                     ;  2025-07-01 15:09:00;                     ;  2025-07-01 15:24:00;                     ;  2025-07-01 15:39:00;                     ;  2025-07-01 15:54:00;                     ;  2025-07-01 16:09:00;                     ;  2025-07-01 16:24:00;                     ;  2025-07-01 16:39:00;                     ;  2025-07-01 16:54:00;                     ;  2025-07-01 17:09:00;                     ;  2025-07-01 17:24:00;                     ;  2025-07-01 17:39:00;                     ;  2025-07-01 17:54:00;                     ;  2025-07-01 18:09:00;                     ;  2025-07-01 18:24:00;                     ;  2025-07-01 18:39:00;                     ;  2025-07-01 18:54:00;                     ;  2025-07-01 19:08:00;                     ;  2025-07-01 19:23:00;                     ;  2025-07-01 19:38:00;                     ;  2025-07-01 19:53:00;                     ;  2025-07-01 20:08:00;                     ;  2025-07-01 20:23:00;                     ;  2025-07-01 20:37:00;                     ;  2025-07-01 20:52:00;                     ;  2025-07-01 21:06:00;                     ;  2025-07-01 21:26:00;                     ;  2025-07-01 21:46:00;                     ;  2025-07-01 22:06:00;                     ;  2025-07-01 22:26:00;                     ;  2025-07-01 22:46:00;                     ;  2025-07-01 23:06:00;                     ;  2025-07-01 23:26:00;                     ;  2025-07-01 23:46:00;                     ;  2025-08-01 00:06:00;                     ;  2025-08-01 00:26:00
       Lausanne, Montbenon;      8579253;    ARRIVAL_REAL;                     ;  2025-07-01 05:37:03;                     ;  2025-07-01 05:50:29;                     ;  2025-07-01 06:05:47;                     ;  2025-07-01 06:22:58;                     ;  2025-07-01 06:37:12;                     ;  2025-07-01 06:52:33;                     ;  2025-07-01 07:08:58;                     ;  2025-07-01 07:25:09;                     ;  2025-07-01 07:39:50;                     ;  2025-07-01 07:58:16;                     ;  2025-07-01 08:10:17;                     ;  2025-07-01 08:26:05;                     ;  2025-07-01 08:38:38;                     ;  2025-07-01 08:56:34;                     ;  2025-07-01 09:07:51;                     ;  2025-07-01 09:25:01;                     ;  2025-07-01 09:37:30;                     ;  2025-07-01 09:55:06;                     ;  2025-07-01 10:08:11;                     ;  2025-07-01 10:26:43;                     ;  2025-07-01 10:39:37;                     ;  2025-07-01 10:55:07;                     ;  2025-07-01 11:10:04;                     ;  2025-07-01 11:25:14;                     ;  2025-07-01 11:39:28;                     ;  2025-07-01 11:55:15;                     ;  2025-07-01 12:09:48;                     ;  2025-07-01 12:25:15;                     ;  2025-07-01 12:39:52;                     ;  2025-07-01 12:52:33;                     ;  2025-07-01 13:10:27;                     ;  2025-07-01 13:22:32;                     ;  2025-07-01 13:37:22;                     ;  2025-07-01 13:52:54;                     ;  2025-07-01 14:10:05;                     ;  2025-07-01 14:21:01;                     ;  2025-07-01 14:43:06;                     ;  2025-07-01 14:52:54;                     ;  2025-07-01 15:11:34;                     ;  2025-07-01 15:22:08;                     ;  2025-07-01 15:40:16;                     ;  2025-07-01 15:54:12;                     ;  2025-07-01 16:12:51;                     ;  2025-07-01 16:24:25;                     ;  2025-07-01 16:43:18;                     ;  2025-07-01 16:52:49;                     ;  2025-07-01 17:12:50;                     ;  2025-07-01 17:26:15;                     ;  2025-07-01 17:43:33;                     ;  2025-07-01 17:56:10;                     ;  2025-07-01 18:10:31;                     ;  2025-07-01 18:26:53;                     ;  2025-07-01 18:39:57;                     ;  2025-07-01 18:52:06;                     ;  2025-07-01 19:07:31;                     ;  2025-07-01 19:22:14;                     ;  2025-07-01 19:38:34;                     ;  2025-07-01 19:50:56;                     ;  2025-07-01 20:08:05;                     ;  2025-07-01 20:20:40;                     ;  2025-07-01 20:38:06;                     ;  2025-07-01 20:50:27;                     ;  2025-07-01 21:06:28;                     ;  2025-07-01 21:26:29;                     ;  2025-07-01 21:47:05;                     ;  2025-07-01 22:05:10;                     ;  2025-07-01 22:26:26;                     ;  2025-07-01 22:45:01;                     ;  2025-07-01 23:05:17;                     ;  2025-07-01 23:25:35;                     ;  2025-07-01 23:45:27;                     ;  2025-08-01 00:06:07;                     ;  2025-08-01 00:24:22
       Lausanne, Montbenon;      8579253;       DEPARTURE;  2025-07-01 05:24:00;                     ;  2025-07-01 05:39:00;                     ;  2025-07-01 05:54:00;                     ;  2025-07-01 06:09:00;                     ;  2025-07-01 06:23:00;                     ;  2025-07-01 06:38:00;                     ;  2025-07-01 06:53:00;                     ;  2025-07-01 07:07:00;                     ;  2025-07-01 07:22:00;                     ;  2025-07-01 07:36:00;                     ;  2025-07-01 07:51:00;                     ;  2025-07-01 08:06:00;                     ;  2025-07-01 08:21:00;                     ;  2025-07-01 08:36:00;                     ;  2025-07-01 08:51:00;                     ;  2025-07-01 09:06:00;                     ;  2025-07-01 09:21:00;                     ;  2025-07-01 09:36:00;                     ;  2025-07-01 09:51:00;                     ;  2025-07-01 10:06:00;                     ;  2025-07-01 10:21:00;                     ;  2025-07-01 10:36:00;                     ;  2025-07-01 10:51:00;                     ;  2025-07-01 11:06:00;                     ;  2025-07-01 11:21:00;                     ;  2025-07-01 11:36:00;                     ;  2025-07-01 11:51:00;                     ;  2025-07-01 12:06:00;                     ;  2025-07-01 12:21:00;                     ;  2025-07-01 12:36:00;                     ;  2025-07-01 12:51:00;                     ;  2025-07-01 13:06:00;                     ;  2025-07-01 13:21:00;                     ;  2025-07-01 13:36:00;                     ;  2025-07-01 13:51:00;                     ;  2025-07-01 14:06:00;                     ;  2025-07-01 14:21:00;                     ;  2025-07-01 14:36:00;                     ;  2025-07-01 14:51:00;                     ;  2025-07-01 15:06:00;                     ;  2025-07-01 15:21:00;                     ;  2025-07-01 15:36:00;                     ;  2025-07-01 15:51:00;                     ;  2025-07-01 16:06:00;                     ;  2025-07-01 16:21:00;                     ;  2025-07-01 16:36:00;                     ;  2025-07-01 16:51:00;                     ;  2025-07-01 17:06:00;                     ;  2025-07-01 17:21:00;                     ;  2025-07-01 17:36:00;                     ;  2025-07-01 17:51:00;                     ;  2025-07-01 18:06:00;                     ;  2025-07-01 18:21:00;                     ;  2025-07-01 18:36:00;                     ;  2025-07-01 18:51:00;                     ;  2025-07-01 19:07:00;                     ;  2025-07-01 19:22:00;                     ;  2025-07-01 19:37:00;                     ;  2025-07-01 19:52:00;                     ;  2025-07-01 20:07:00;                     ;  2025-07-01 20:22:00;                     ;  2025-07-01 20:37:00;                     ;  2025-07-01 20:52:00;                     ;  2025-07-01 21:13:00;                     ;  2025-07-01 21:33:00;                     ;  2025-07-01 21:53:00;                     ;  2025-07-01 22:13:00;                     ;  2025-07-01 22:33:00;                     ;  2025-07-01 22:53:00;                     ;  2025-07-01 23:13:00;                     ;  2025-07-01 23:33:00;                     ;  2025-07-01 23:53:00;                     ;  2025-08-01 00:13:00;                     
       Lausanne, Montbenon;      8579253;  DEPARTURE_REAL;  2025-07-01 05:24:09;                     ;  2025-07-01 05:39:09;                     ;  2025-07-01 05:54:09;                     ;  2025-07-01 06:09:59;                     ;  2025-07-01 06:23:00;                     ;  2025-07-01 06:38:13;                     ;  2025-07-01 06:53:00;                     ;  2025-07-01 07:07:51;                     ;  2025-07-01 07:22:00;                     ;  2025-07-01 07:36:45;                     ;  2025-07-01 07:51:09;                     ;  2025-07-01 08:06:44;                     ;  2025-07-01 08:21:00;                     ;  2025-07-01 08:37:21;                     ;  2025-07-01 08:51:16;                     ;  2025-07-01 09:06:53;                     ;  2025-07-01 09:22:41;                     ;  2025-07-01 09:36:49;                     ;  2025-07-01 09:51:49;                     ;  2025-07-01 10:06:16;                     ;  2025-07-01 10:21:06;                     ;  2025-07-01 10:36:44;                     ;  2025-07-01 10:51:39;                     ;  2025-07-01 11:06:43;                     ;  2025-07-01 11:22:14;                     ;  2025-07-01 11:36:22;                     ;  2025-07-01 11:51:29;                     ;  2025-07-01 12:06:15;                     ;  2025-07-01 12:21:29;                     ;  2025-07-01 12:36:14;                     ;  2025-07-01 12:51:21;                     ;  2025-07-01 13:06:12;                     ;  2025-07-01 13:21:21;                     ;  2025-07-01 13:36:12;                     ;  2025-07-01 13:51:20;                     ;  2025-07-01 14:06:31;                     ;  2025-07-01 14:21:29;                     ;  2025-07-01 14:35:49;                     ;  2025-07-01 14:51:41;                     ;  2025-07-01 15:06:14;                     ;  2025-07-01 15:21:59;                     ;  2025-07-01 15:36:26;                     ;  2025-07-01 15:51:36;                     ;  2025-07-01 16:06:26;                     ;  2025-07-01 16:21:32;                     ;  2025-07-01 16:36:45;                     ;  2025-07-01 16:51:51;                     ;  2025-07-01 17:06:25;                     ;  2025-07-01 17:21:21;                     ;  2025-07-01 17:35:43;                     ;  2025-07-01 17:51:40;                     ;  2025-07-01 18:06:00;                     ;  2025-07-01 18:21:20;                     ;  2025-07-01 18:35:40;                     ;  2025-07-01 18:51:15;                     ;  2025-07-01 19:07:00;                     ;  2025-07-01 19:22:06;                     ;  2025-07-01 19:37:00;                     ;  2025-07-01 19:52:11;                     ;  2025-07-01 20:06:37;                     ;  2025-07-01 20:22:11;                     ;  2025-07-01 20:36:32;                     ;  2025-07-01 20:52:18;                     ;  2025-07-01 21:13:15;                     ;  2025-07-01 21:33:00;                     ;  2025-07-01 21:53:31;                     ;  2025-07-01 22:13:07;                     ;  2025-07-01 22:33:26;                     ;  2025-07-01 22:53:18;                     ;  2025-07-01 23:13:15;                     ;  2025-07-01 23:33:13;                     ;  2025-07-01 23:53:27;                     ;  2025-08-01 00:13:27;                     
     Lausanne, St-François;      8579254;         ARRIVAL;  2025-07-01 05:25:00;  2025-07-01 05:34:00;  2025-07-01 05:40:00;  2025-07-01 05:49:00;  2025-07-01 05:55:00;  2025-07-01 06:05:00;  2025-07-01 06:10:00;  2025-07-01 06:20:00;  2025-07-01 06:24:00;  2025-07-01 06:36:00;  2025-07-01 06:39:00;  2025-07-01 06:51:00;  2025-07-01 06:54:00;  2025-07-01 07:07:00;  2025-07-01 07:08:00;  2025-07-01 07:22:00;  2025-07-01 07:23:00;  2025-07-01 07:37:00;  2025-07-01 07:37:00;  2025-07-01 07:52:00;  2025-07-01 07:52:00;  2025-07-01 08:07:00;  2025-07-01 08:07:00;  2025-07-01 08:22:00;  2025-07-01 08:22:00;  2025-07-01 08:37:00;  2025-07-01 08:37:00;  2025-07-01 08:52:00;  2025-07-01 08:52:00;  2025-07-01 09:07:00;  2025-07-01 09:07:00;  2025-07-01 09:22:00;  2025-07-01 09:22:00;  2025-07-01 09:37:00;  2025-07-01 09:37:00;  2025-07-01 09:52:00;  2025-07-01 09:52:00;  2025-07-01 10:07:00;  2025-07-01 10:07:00;  2025-07-01 10:22:00;  2025-07-01 10:22:00;  2025-07-01 10:37:00;  2025-07-01 10:37:00;  2025-07-01 10:52:00;  2025-07-01 10:52:00;  2025-07-01 11:07:00;  2025-07-01 11:07:00;  2025-07-01 11:22:00;  2025-07-01 11:22:00;  2025-07-01 11:37:00;  2025-07-01 11:37:00;  2025-07-01 11:52:00;  2025-07-01 11:52:00;  2025-07-01 12:07:00;  2025-07-01 12:07:00;  2025-07-01 12:22:00;  2025-07-01 12:22:00;  2025-07-01 12:37:00;  2025-07-01 12:37:00;  2025-07-01 12:52:00;  2025-07-01 12:52:00;  2025-07-01 13:07:00;  2025-07-01 13:07:00;  2025-07-01 13:22:00;  2025-07-01 13:22:00;  2025-07-01 13:37:00;  2025-07-01 13:37:00;  2025-07-01 13:52:00;  2025-07-01 13:52:00;  2025-07-01 14:07:00;  2025-07-01 14:07:00;  2025-07-01 14:22:00;  2025-07-01 14:22:00;  2025-07-01 14:37:00;  2025-07-01 14:37:00;  2025-07-01 14:52:00;  2025-07-01 14:52:00;  2025-07-01 15:07:00;  2025-07-01 15:07:00;  2025-07-01 15:22:00;  2025-07-01 15:22:00;  2025-07-01 15:37:00;  2025-07-01 15:37:00;  2025-07-01 15:52:00;  2025-07-01 15:52:00;  2025-07-01 16:07:00;  2025-07-01 16:07:00;  2025-07-01 16:22:00;  2025-07-01 16:22:00;  2025-07-01 16:37:00;  2025-07-01 16:37:00;  2025-07-01 16:52:00;  2025-07-01 16:52:00;  2025-07-01 17:07:00;  2025-07-01 17:07:00;  2025-07-01 17:22:00;  2025-07-01 17:22:00;  2025-07-01 17:37:00;  2025-07-01 17:37:00;  2025-07-01 17:52:00;  2025-07-01 17:52:00;  2025-07-01 18:07:00;  2025-07-01 18:07:00;  2025-07-01 18:22:00;  2025-07-01 18:22:00;  2025-07-01 18:37:00;  2025-07-01 18:37:00;  2025-07-01 18:52:00;  2025-07-01 18:52:00;  2025-07-01 19:06:00;  2025-07-01 19:08:00;  2025-07-01 19:21:00;  2025-07-01 19:23:00;  2025-07-01 19:36:00;  2025-07-01 19:38:00;  2025-07-01 19:51:00;  2025-07-01 19:53:00;  2025-07-01 20:06:00;  2025-07-01 20:08:00;  2025-07-01 20:21:00;  2025-07-01 20:23:00;  2025-07-01 20:35:00;  2025-07-01 20:38:00;  2025-07-01 20:50:00;  2025-07-01 20:53:00;  2025-07-01 21:04:00;  2025-07-01 21:14:00;  2025-07-01 21:24:00;  2025-07-01 21:34:00;  2025-07-01 21:44:00;  2025-07-01 21:54:00;  2025-07-01 22:04:00;  2025-07-01 22:14:00;  2025-07-01 22:24:00;  2025-07-01 22:34:00;  2025-07-01 22:44:00;  2025-07-01 22:54:00;  2025-07-01 23:04:00;  2025-07-01 23:14:00;  2025-07-01 23:24:00;  2025-07-01 23:34:00;  2025-07-01 23:44:00;  2025-07-01 23:54:00;  2025-08-01 00:04:00;  2025-08-01 00:14:00;  2025-08-01 00:24:00
     Lausanne, St-François;      8579254;    ARRIVAL_REAL;  2025-07-01 05:24:53;  2025-07-01 05:34:47;  2025-07-01 05:40:05;  2025-07-01 05:49:33;  2025-07-01 05:54:49;  2025-07-01 06:04:34;  2025-07-01 06:11:19;  2025-07-01 06:21:20;  2025-07-01 06:23:51;  2025-07-01 06:35:48;  2025-07-01 06:39:45;  2025-07-01 06:50:47;  2025-07-01 06:53:45;  2025-07-01 07:06:33;  2025-07-01 07:08:34;  2025-07-01 07:22:41;  2025-07-01 07:23:36;  2025-07-01 07:37:32;  2025-07-01 07:38:26;  2025-07-01 07:55:20;  2025-07-01 07:52:09;  2025-07-01 08:07:39;  2025-07-01 08:08:15;  2025-07-01 08:22:49;  2025-07-01 08:22:15;  2025-07-01 08:36:06;  2025-07-01 08:38:39;  2025-07-01 08:54:08;  2025-07-01 08:53:38;  2025-07-01 09:06:16;  2025-07-01 09:08:26;  2025-07-01 09:22:42;  2025-07-01 09:23:37;  2025-07-01 09:36:07;  2025-07-01 09:38:12;  2025-07-01 09:52:31;  2025-07-01 09:53:27;  2025-07-01 10:06:04;  2025-07-01 10:06:58;  2025-07-01 10:24:11;  2025-07-01 10:22:18;  2025-07-01 10:37:19;  2025-07-01 10:38:17;  2025-07-01 10:52:52;  2025-07-01 10:53:26;  2025-07-01 11:07:29;  2025-07-01 11:08:32;  2025-07-01 11:22:59;  2025-07-01 11:23:33;  2025-07-01 11:37:28;  2025-07-01 11:37:24;  2025-07-01 11:52:51;  2025-07-01 11:53:11;  2025-07-01 12:07:27;  2025-07-01 12:07:08;  2025-07-01 12:22:47;  2025-07-01 12:23:30;  2025-07-01 12:37:34;  2025-07-01 12:37:14;  2025-07-01 12:51:12;  2025-07-01 12:52:16;  2025-07-01 13:08:01;  2025-07-01 13:07:10;  2025-07-01 13:21:15;  2025-07-01 13:22:17;  2025-07-01 13:36:19;  2025-07-01 13:37:12;  2025-07-01 13:50:50;  2025-07-01 13:52:24;  2025-07-01 14:07:18;  2025-07-01 14:07:18;  2025-07-01 14:19:39;  2025-07-01 14:23:19;  2025-07-01 14:40:36;  2025-07-01 14:36:47;  2025-07-01 14:51:06;  2025-07-01 14:53:22;  2025-07-01 15:08:59;  2025-07-01 15:07:06;  2025-07-01 15:20:51;  2025-07-01 15:23:36;  2025-07-01 15:37:44;  2025-07-01 15:37:13;  2025-07-01 15:51:32;  2025-07-01 15:53:38;  2025-07-01 16:10:19;  2025-07-01 16:07:26;  2025-07-01 16:21:08;  2025-07-01 16:23:20;  2025-07-01 16:40:27;  2025-07-01 16:38:17;  2025-07-01 16:50:54;  2025-07-01 16:53:25;  2025-07-01 17:10:24;  2025-07-01 17:08:18;  2025-07-01 17:24:19;  2025-07-01 17:22:17;  2025-07-01 17:40:59;  2025-07-01 17:36:51;  2025-07-01 17:53:52;  2025-07-01 17:52:21;  2025-07-01 18:07:59;  2025-07-01 18:07:09;  2025-07-01 18:24:22;  2025-07-01 18:22:17;  2025-07-01 18:37:36;  2025-07-01 18:36:57;  2025-07-01 18:50:55;  2025-07-01 18:52:07;  2025-07-01 19:06:13;  2025-07-01 19:08:24;  2025-07-01 19:21:03;  2025-07-01 19:23:17;  2025-07-01 19:36:00;  2025-07-01 19:38:22;  2025-07-01 19:49:29;  2025-07-01 19:53:25;  2025-07-01 20:06:03;  2025-07-01 20:07:20;  2025-07-01 20:19:37;  2025-07-01 20:23:21;  2025-07-01 20:35:55;  2025-07-01 20:37:36;  2025-07-01 20:49:32;  2025-07-01 20:53:03;  2025-07-01 21:04:28;  2025-07-01 21:14:29;  2025-07-01 21:24:29;  2025-07-01 21:33:57;  2025-07-01 21:45:03;  2025-07-01 21:54:21;  2025-07-01 22:04:10;  2025-07-01 22:13:56;  2025-07-01 22:24:09;  2025-07-01 22:34:42;  2025-07-01 22:43:44;  2025-07-01 22:54:21;  2025-07-01 23:03:38;  2025-07-01 23:14:15;  2025-07-01 23:24:15;  2025-07-01 23:34:21;  2025-07-01 23:44:13;  2025-07-01 23:54:23;  2025-08-01 00:04:07;  2025-08-01 00:14:11;  2025-08-01 00:23:40
     Lausanne, St-François;      8579254;       DEPARTURE;  2025-07-01 05:25:00;  2025-07-01 05:34:00;  2025-07-01 05:40:00;  2025-07-01 05:49:00;  2025-07-01 05:55:00;  2025-07-01 06:05:00;  2025-07-01 06:10:00;  2025-07-01 06:20:00;  2025-07-01 06:24:00;  2025-07-01 06:36:00;  2025-07-01 06:39:00;  2025-07-01 06:51:00;  2025-07-01 06:54:00;  2025-07-01 07:07:00;  2025-07-01 07:08:00;  2025-07-01 07:22:00;  2025-07-01 07:23:00;  2025-07-01 07:37:00;  2025-07-01 07:37:00;  2025-07-01 07:52:00;  2025-07-01 07:52:00;  2025-07-01 08:07:00;  2025-07-01 08:07:00;  2025-07-01 08:22:00;  2025-07-01 08:22:00;  2025-07-01 08:37:00;  2025-07-01 08:37:00;  2025-07-01 08:52:00;  2025-07-01 08:52:00;  2025-07-01 09:07:00;  2025-07-01 09:07:00;  2025-07-01 09:22:00;  2025-07-01 09:22:00;  2025-07-01 09:37:00;  2025-07-01 09:37:00;  2025-07-01 09:52:00;  2025-07-01 09:52:00;  2025-07-01 10:07:00;  2025-07-01 10:07:00;  2025-07-01 10:22:00;  2025-07-01 10:22:00;  2025-07-01 10:37:00;  2025-07-01 10:37:00;  2025-07-01 10:52:00;  2025-07-01 10:52:00;  2025-07-01 11:07:00;  2025-07-01 11:07:00;  2025-07-01 11:22:00;  2025-07-01 11:22:00;  2025-07-01 11:37:00;  2025-07-01 11:37:00;  2025-07-01 11:52:00;  2025-07-01 11:52:00;  2025-07-01 12:07:00;  2025-07-01 12:07:00;  2025-07-01 12:22:00;  2025-07-01 12:22:00;  2025-07-01 12:37:00;  2025-07-01 12:37:00;  2025-07-01 12:52:00;  2025-07-01 12:52:00;  2025-07-01 13:07:00;  2025-07-01 13:07:00;  2025-07-01 13:22:00;  2025-07-01 13:22:00;  2025-07-01 13:37:00;  2025-07-01 13:37:00;  2025-07-01 13:52:00;  2025-07-01 13:52:00;  2025-07-01 14:07:00;  2025-07-01 14:07:00;  2025-07-01 14:22:00;  2025-07-01 14:22:00;  2025-07-01 14:37:00;  2025-07-01 14:37:00;  2025-07-01 14:52:00;  2025-07-01 14:52:00;  2025-07-01 15:07:00;  2025-07-01 15:07:00;  2025-07-01 15:22:00;  2025-07-01 15:22:00;  2025-07-01 15:37:00;  2025-07-01 15:37:00;  2025-07-01 15:52:00;  2025-07-01 15:52:00;  2025-07-01 16:07:00;  2025-07-01 16:07:00;  2025-07-01 16:22:00;  2025-07-01 16:22:00;  2025-07-01 16:37:00;  2025-07-01 16:37:00;  2025-07-01 16:52:00;  2025-07-01 16:52:00;  2025-07-01 17:07:00;  2025-07-01 17:07:00;  2025-07-01 17:22:00;  2025-07-01 17:22:00;  2025-07-01 17:37:00;  2025-07-01 17:37:00;  2025-07-01 17:52:00;  2025-07-01 17:52:00;  2025-07-01 18:07:00;  2025-07-01 18:07:00;  2025-07-01 18:22:00;  2025-07-01 18:22:00;  2025-07-01 18:37:00;  2025-07-01 18:37:00;  2025-07-01 18:52:00;  2025-07-01 18:52:00;  2025-07-01 19:06:00;  2025-07-01 19:08:00;  2025-07-01 19:21:00;  2025-07-01 19:23:00;  2025-07-01 19:36:00;  2025-07-01 19:38:00;  2025-07-01 19:51:00;  2025-07-01 19:53:00;  2025-07-01 20:06:00;  2025-07-01 20:08:00;  2025-07-01 20:21:00;  2025-07-01 20:23:00;  2025-07-01 20:35:00;  2025-07-01 20:38:00;  2025-07-01 20:50:00;  2025-07-01 20:53:00;  2025-07-01 21:04:00;  2025-07-01 21:14:00;  2025-07-01 21:24:00;  2025-07-01 21:34:00;  2025-07-01 21:44:00;  2025-07-01 21:54:00;  2025-07-01 22:04:00;  2025-07-01 22:14:00;  2025-07-01 22:24:00;  2025-07-01 22:34:00;  2025-07-01 22:44:00;  2025-07-01 22:54:00;  2025-07-01 23:04:00;  2025-07-01 23:14:00;  2025-07-01 23:24:00;  2025-07-01 23:34:00;  2025-07-01 23:44:00;  2025-07-01 23:54:00;  2025-08-01 00:04:00;  2025-08-01 00:14:00;  2025-08-01 00:24:00
