  index  ; Lausanne, Montbenon ; Lausanne, St-François ; Lausanne, Benj. Constant ; Lausanne, Mon Repos ; Lausanne, Chandolin ; Lausanne, Mousquines ; Lausanne, Floreyres ; Lausanne, Verdeil ; Count ; Direction 
  Route_A;                  Yes;                    Yes;                       Yes;                  Yes;                  Yes;                   Yes;                  Yes;                Yes;    146;         OR
