          STOP_NAME           ; STOP_NUMBER ;   EVENT   ; 85:764:5001_705-A-101_0540_BPS124 ; 85:764:5003_705-A-101_0600_BPS124 ; 85:764:5000_705-R-201_0618_BPS124 ; 85:764:5005_705-A-101_0620_BPS124 ; 85:764:5007_705-A-101_0635_BPS124 ; 85:764:5002_705-R-201_0638_BPS124 ; 85:764:5009_705-A-101_0650_BPS124 ; 85:764:5004_705-R-201_0658_BPS124 ; 85:764:5011_705-A-101_0700_BPS124 ; 85:764:5006_705-R-203_0713_BPS124 ; 85:764:5013_705-A-101_0720_BPS124 ; 85:764:5008_705-R-201_0723_BPS124 ; 85:764:5015_705-A-102_0726_BPS124 ; 85:764:5017_705-A-101_0727_BPS124 ; 85:764:5010_705-R-203_0733_BPS124 ; 85:764:5012_705-R-201_0743_BPS124 ; 85:764:5014_705-R-203_0750_BPS124 ; 85:764:5019_705-A-102_0753_BPS124 ; 85:764:5021_705-A-101_0757_BPS124 ; 85:764:5016_705-R-203_0800_BPS124 ; 85:764:5023_705-A-102_0803_BPS124 ; 85:764:5018_705-R-201_0810_BPS124 ; 85:764:5020_705-R-201_0820_BPS124 ; 85:764:5025_705-A-101_0820_BPS124 ; 85:764:5027_705-A-102_0823_BPS124 ; 85:764:5022_705-R-203_0833_BPS124 ; 85:764:5029_705-A-101_0840_BPS124 ; 85:764:5024_705-R-201_0843_BPS124 ; 85:764:5031_705-A-102_0846_BPS124 ; 85:764:5026_705-R-203_0853_BPS124 ; 85:764:5033_705-A-101_0900_BPS124 ; 85:764:5028_705-R-201_0903_BPS124 ; 85:764:5035_705-A-102_0906_BPS124 ; 85:764:5030_705-R-203_0913_BPS124 ; 85:764:5037_705-A-101_0920_BPS124 ; 85:764:5032_705-R-201_0923_BPS124 ; 85:764:5039_705-A-102_0926_BPS124 ; 85:764:5034_705-R-203_0933_BPS124 ; 85:764:5041_705-A-101_0940_BPS124 ; 85:764:5036_705-R-201_0943_BPS124 ; 85:764:5043_705-A-102_0946_BPS124 ; 85:764:5038_705-R-201_0953_BPS124 ; 85:764:5045_705-A-101_1000_BPS124 ; 85:764:5040_705-R-201_1003_BPS124 ; 85:764:5047_705-A-101_1020_BPS124 ; 85:764:5042_705-R-201_1023_BPS124 ; 85:764:5049_705-A-101_1040_BPS124 ; 85:764:5044_705-R-201_1043_BPS124 ; 85:764:5051_705-A-101_1100_BPS124 ; 85:764:5046_705-R-201_1103_BPS124 ; 85:764:5053_705-A-101_1120_BPS124 ; 85:764:5048_705-R-201_1123_BPS124 ; 85:764:5055_705-A-101_1140_BPS124 ; 85:764:5050_705-R-201_1143_BPS124 ; 85:764:5057_705-A-101_1200_BPS124 ; 85:764:5052_705-R-201_1203_BPS124 ; 85:764:5059_705-A-101_1220_BPS124 ; 85:764:5054_705-R-201_1223_BPS124 ; 85:764:5061_705-A-101_1240_BPS124 ; 85:764:5056_705-R-201_1243_BPS124 ; 85:764:5063_705-A-101_1300_BPS124 ; 85:764:5058_705-R-201_1303_BPS124 ; 85:764:5065_705-A-101_1320_BPS124 ; 85:764:5060_705-R-201_1323_BPS124 ; 85:764:5067_705-A-101_1340_BPS124 ; 85:764:5062_705-R-201_1343_BPS124 ; 85:764:5069_705-A-101_1400_BPS124 ; 85:764:5064_705-R-201_1403_BPS124 ; 85:764:5071_705-A-101_1420_BPS124 ; 85:764:5066_705-R-201_1423_BPS124 ; 85:764:5073_705-A-101_1440_BPS124 ; 85:764:5068_705-R-201_1443_BPS124 ; 85:764:5075_705-A-101_1500_BPS124 ; 85:764:5070_705-R-201_1503_BPS124 ; 85:764:5077_705-A-101_1520_BPS124 ; 85:764:5072_705-R-201_1523_BPS124 ; 85:764:5079_705-A-101_1540_BPS124 ; 85:764:5074_705-R-201_1543_BPS124 ; 85:764:5081_705-A-101_1550_BPS124 ; 85:764:5083_705-A-101_1600_BPS124 ; 85:764:5076_705-R-201_1603_BPS124 ; 85:764:5078_705-R-203_1613_BPS124 ; 85:764:5085_705-A-101_1620_BPS124 ; 85:764:5080_705-R-201_1623_BPS124 ; 85:764:5087_705-A-102_1626_BPS124 ; 85:764:5082_705-R-203_1633_BPS124 ; 85:764:5089_705-A-101_1640_BPS124 ; 85:764:5084_705-R-201_1643_BPS124 ; 85:764:5091_705-A-102_1646_BPS124 ; 85:764:5086_705-R-203_1653_BPS124 ; 85:764:5093_705-A-101_1700_BPS124 ; 85:764:5088_705-R-201_1703_BPS124 ; 85:764:5095_705-A-102_1706_BPS124 ; 85:764:5090_705-R-203_1713_BPS124 ; 85:764:5097_705-A-101_1720_BPS124 ; 85:764:5092_705-R-201_1723_BPS124 ; 85:764:5099_705-A-102_1726_BPS124 ; 85:764:5094_705-R-203_1733_BPS124 ; 85:764:5101_705-A-101_1740_BPS124 ; 85:764:5096_705-R-201_1743_BPS124 ; 85:764:5103_705-A-102_1746_BPS124 ; 85:764:5098_705-R-203_1753_BPS124 ; 85:764:5105_705-A-101_1800_BPS124 ; 85:764:5100_705-R-201_1803_BPS124 ; 85:764:5107_705-A-102_1806_BPS124 ; 85:764:5102_705-R-203_1813_BPS124 ; 85:764:5109_705-A-101_1820_BPS124 ; 85:764:5104_705-R-201_1823_BPS124 ; 85:764:5111_705-A-102_1826_BPS124 ; 85:764:5106_705-R-203_1833_BPS124 ; 85:764:5113_705-A-101_1840_BPS124 ; 85:764:5108_705-R-201_1843_BPS124 ; 85:764:5115_705-A-102_1846_BPS124 ; 85:764:5110_705-R-201_1853_BPS124 ; 85:764:5117_705-A-101_1900_BPS124 ; 85:764:5112_705-R-201_1903_BPS124 ; 85:764:5119_705-A-101_1920_BPS124 ; 85:764:5114_705-R-201_1923_BPS124 ; 85:764:5121_705-A-101_1940_BPS124 ; 85:764:5116_705-R-201_1943_BPS124 ; 85:764:5123_705-A-101_2000_BPS124 ; 85:764:5118_705-R-201_2000_BPS124 ; 85:764:5120_705-R-201_2015_BPS124 ; 85:764:5125_705-A-101_2030_BPS124 ; 85:764:5122_705-R-201_2030_BPS124 ; 85:764:5124_705-R-201_2100_BPS124 ; 85:764:5127_705-A-101_2100_BPS124 ; 85:764:5126_705-R-201_2130_BPS124 ; 85:764:5129_705-A-101_2130_BPS124 ; 85:764:5131_705-A-101_2200_BPS124 ; 85:764:5128_705-R-201_2200_BPS124 ; 85:764:5130_705-R-201_2230_BPS124 ; 85:764:5133_705-A-101_2230_BPS124 ; 85:764:5132_705-R-201_2300_BPS124 ; 85:764:5135_705-A-101_2300_BPS124 ; 85:764:5134_705-R-201_2330_BPS124 ; 85:764:5137_705-A-101_2330_BPS124 ; 85:764:5139_705-A-101_2400_BPS124 ; 85:764:5136_705-R-201_2400_BPS124 ; 85:764:5138_705-R-201_2430_BPS124 
     Ecublens VD, EPFL Piccard;      8579234;    ARRIVAL;                2025-01-30 06:07:00;                2025-01-30 06:27:00;                                   ;                2025-01-30 06:47:00;                2025-01-30 07:02:00;                                   ;                2025-01-30 07:17:00;                                   ;                2025-01-30 07:29:00;                                   ;                2025-01-30 07:49:00;                                   ;                2025-01-30 07:39:00;                2025-01-30 07:56:00;                                   ;                                   ;                                   ;                2025-01-30 08:06:00;                2025-01-30 08:26:00;                                   ;                2025-01-30 08:16:00;                                   ;                                   ;                2025-01-30 08:49:00;                2025-01-30 08:36:00;                                   ;                2025-01-30 09:09:00;                                   ;                2025-01-30 08:59:00;                                   ;                2025-01-30 09:29:00;                                   ;                2025-01-30 09:19:00;                                   ;                2025-01-30 09:49:00;                                   ;                2025-01-30 09:39:00;                                   ;                2025-01-30 10:09:00;                                   ;                2025-01-30 09:59:00;                                   ;                2025-01-30 10:29:00;                                   ;                2025-01-30 10:49:00;                                   ;                2025-01-30 11:09:00;                                   ;                2025-01-30 11:29:00;                                   ;                2025-01-30 11:49:00;                                   ;                2025-01-30 12:09:00;                                   ;                2025-01-30 12:29:00;                                   ;                2025-01-30 12:49:00;                                   ;                2025-01-30 13:09:00;                                   ;                2025-01-30 13:29:00;                                   ;                2025-01-30 13:49:00;                                   ;                2025-01-30 14:09:00;                                   ;                2025-01-30 14:29:00;                                   ;                2025-01-30 14:49:00;                                   ;                2025-01-30 15:09:00;                                   ;                2025-01-30 15:29:00;                                   ;                2025-01-30 15:49:00;                                   ;                2025-01-30 16:09:00;                                   ;                2025-01-30 16:19:00;                2025-01-30 16:29:00;                                   ;                                   ;                2025-01-30 16:49:00;                                   ;                2025-01-30 16:39:00;                                   ;                2025-01-30 17:09:00;                                   ;                2025-01-30 16:59:00;                                   ;                2025-01-30 17:29:00;                                   ;                2025-01-30 17:19:00;                                   ;                2025-01-30 17:49:00;                                   ;                2025-01-30 17:39:00;                                   ;                2025-01-30 18:09:00;                                   ;                2025-01-30 17:59:00;                                   ;                2025-01-30 18:29:00;                                   ;                2025-01-30 18:19:00;                                   ;                2025-01-30 18:49:00;                                   ;                2025-01-30 18:39:00;                                   ;                2025-01-30 19:09:00;                                   ;                2025-01-30 18:59:00;                                   ;                2025-01-30 19:27:00;                                   ;                2025-01-30 19:47:00;                                   ;                2025-01-30 20:07:00;                                   ;                2025-01-30 20:27:00;                                   ;                                   ;                2025-01-30 20:57:00;                                   ;                                   ;                2025-01-30 21:27:00;                                   ;                2025-01-30 21:57:00;                2025-01-30 22:27:00;                                   ;                                   ;                2025-01-30 22:57:00;                                   ;                2025-01-30 23:27:00;                                   ;                2025-01-30 23:57:00;                2025-01-31 00:27:00;                                   ;                                   
     Ecublens VD, EPFL Piccard;      8579234;  DEPARTURE;                                   ;                                   ;                2025-01-30 06:18:00;                                   ;                                   ;                2025-01-30 06:38:00;                                   ;                2025-01-30 06:58:00;                                   ;                2025-01-30 07:13:00;                                   ;                2025-01-30 07:23:00;                                   ;                                   ;                2025-01-30 07:33:00;                2025-01-30 07:43:00;                2025-01-30 07:50:00;                                   ;                                   ;                2025-01-30 08:00:00;                                   ;                2025-01-30 08:10:00;                2025-01-30 08:20:00;                                   ;                                   ;                2025-01-30 08:33:00;                                   ;                2025-01-30 08:43:00;                                   ;                2025-01-30 08:53:00;                                   ;                2025-01-30 09:03:00;                                   ;                2025-01-30 09:13:00;                                   ;                2025-01-30 09:23:00;                                   ;                2025-01-30 09:33:00;                                   ;                2025-01-30 09:43:00;                                   ;                2025-01-30 09:53:00;                                   ;                2025-01-30 10:03:00;                                   ;                2025-01-30 10:23:00;                                   ;                2025-01-30 10:43:00;                                   ;                2025-01-30 11:03:00;                                   ;                2025-01-30 11:23:00;                                   ;                2025-01-30 11:43:00;                                   ;                2025-01-30 12:03:00;                                   ;                2025-01-30 12:23:00;                                   ;                2025-01-30 12:43:00;                                   ;                2025-01-30 13:03:00;                                   ;                2025-01-30 13:23:00;                                   ;                2025-01-30 13:43:00;                                   ;                2025-01-30 14:03:00;                                   ;                2025-01-30 14:23:00;                                   ;                2025-01-30 14:43:00;                                   ;                2025-01-30 15:03:00;                                   ;                2025-01-30 15:23:00;                                   ;                2025-01-30 15:43:00;                                   ;                                   ;                2025-01-30 16:03:00;                2025-01-30 16:13:00;                                   ;                2025-01-30 16:23:00;                                   ;                2025-01-30 16:33:00;                                   ;                2025-01-30 16:43:00;                                   ;                2025-01-30 16:53:00;                                   ;                2025-01-30 17:03:00;                                   ;                2025-01-30 17:13:00;                                   ;                2025-01-30 17:23:00;                                   ;                2025-01-30 17:33:00;                                   ;                2025-01-30 17:43:00;                                   ;                2025-01-30 17:53:00;                                   ;                2025-01-30 18:03:00;                                   ;                2025-01-30 18:13:00;                                   ;                2025-01-30 18:23:00;                                   ;                2025-01-30 18:33:00;                                   ;                2025-01-30 18:43:00;                                   ;                2025-01-30 18:53:00;                                   ;                2025-01-30 19:03:00;                                   ;                2025-01-30 19:23:00;                                   ;                2025-01-30 19:43:00;                                   ;                2025-01-30 20:00:00;                2025-01-30 20:15:00;                                   ;                2025-01-30 20:30:00;                2025-01-30 21:00:00;                                   ;                2025-01-30 21:30:00;                                   ;                                   ;                2025-01-30 22:00:00;                2025-01-30 22:30:00;                                   ;                2025-01-30 23:00:00;                                   ;                2025-01-30 23:30:00;                                   ;                                   ;                2025-01-31 00:00:00;                2025-01-31 00:30:00
           Ecublens VD, Argand;      8591944;    ARRIVAL;                2025-01-30 06:05:00;                2025-01-30 06:25:00;                                   ;                2025-01-30 06:45:00;                2025-01-30 07:00:00;                                   ;                2025-01-30 07:15:00;                                   ;                2025-01-30 07:27:00;                                   ;                2025-01-30 07:47:00;                                   ;                2025-01-30 07:37:00;                2025-01-30 07:54:00;                                   ;                                   ;                                   ;                2025-01-30 08:04:00;                2025-01-30 08:24:00;                                   ;                2025-01-30 08:14:00;                                   ;                                   ;                2025-01-30 08:47:00;                2025-01-30 08:34:00;                                   ;                2025-01-30 09:07:00;                                   ;                2025-01-30 08:57:00;                                   ;                2025-01-30 09:27:00;                                   ;                2025-01-30 09:17:00;                                   ;                2025-01-30 09:47:00;                                   ;                2025-01-30 09:37:00;                                   ;                2025-01-30 10:07:00;                                   ;                2025-01-30 09:57:00;                                   ;                2025-01-30 10:27:00;                                   ;                2025-01-30 10:47:00;                                   ;                2025-01-30 11:07:00;                                   ;                2025-01-30 11:27:00;                                   ;                2025-01-30 11:47:00;                                   ;                2025-01-30 12:07:00;                                   ;                2025-01-30 12:27:00;                                   ;                2025-01-30 12:47:00;                                   ;                2025-01-30 13:07:00;                                   ;                2025-01-30 13:27:00;                                   ;                2025-01-30 13:47:00;                                   ;                2025-01-30 14:07:00;                                   ;                2025-01-30 14:27:00;                                   ;                2025-01-30 14:47:00;                                   ;                2025-01-30 15:07:00;                                   ;                2025-01-30 15:27:00;                                   ;                2025-01-30 15:47:00;                                   ;                2025-01-30 16:07:00;                                   ;                2025-01-30 16:17:00;                2025-01-30 16:27:00;                                   ;                                   ;                2025-01-30 16:47:00;                                   ;                2025-01-30 16:37:00;                                   ;                2025-01-30 17:07:00;                                   ;                2025-01-30 16:57:00;                                   ;                2025-01-30 17:27:00;                                   ;                2025-01-30 17:17:00;                                   ;                2025-01-30 17:47:00;                                   ;                2025-01-30 17:37:00;                                   ;                2025-01-30 18:07:00;                                   ;                2025-01-30 17:57:00;                                   ;                2025-01-30 18:27:00;                                   ;                2025-01-30 18:17:00;                                   ;                2025-01-30 18:47:00;                                   ;                2025-01-30 18:37:00;                                   ;                2025-01-30 19:07:00;                                   ;                2025-01-30 18:57:00;                                   ;                2025-01-30 19:25:00;                                   ;                2025-01-30 19:45:00;                                   ;                2025-01-30 20:05:00;                                   ;                2025-01-30 20:25:00;                                   ;                                   ;                2025-01-30 20:55:00;                                   ;                                   ;                2025-01-30 21:25:00;                                   ;                2025-01-30 21:55:00;                2025-01-30 22:25:00;                                   ;                                   ;                2025-01-30 22:55:00;                                   ;                2025-01-30 23:25:00;                                   ;                2025-01-30 23:55:00;                2025-01-31 00:25:00;                                   ;                                   
           Ecublens VD, Argand;      8591944;  DEPARTURE;                2025-01-30 06:05:00;                2025-01-30 06:25:00;                                   ;                2025-01-30 06:45:00;                2025-01-30 07:00:00;                                   ;                2025-01-30 07:15:00;                                   ;                2025-01-30 07:27:00;                                   ;                2025-01-30 07:47:00;                                   ;                2025-01-30 07:37:00;                2025-01-30 07:54:00;                                   ;                                   ;                                   ;                2025-01-30 08:04:00;                2025-01-30 08:24:00;                                   ;                2025-01-30 08:14:00;                                   ;                                   ;                2025-01-30 08:47:00;                2025-01-30 08:34:00;                                   ;                2025-01-30 09:07:00;                                   ;                2025-01-30 08:57:00;                                   ;                2025-01-30 09:27:00;                                   ;                2025-01-30 09:17:00;                                   ;                2025-01-30 09:47:00;                                   ;                2025-01-30 09:37:00;                                   ;                2025-01-30 10:07:00;                                   ;                2025-01-30 09:57:00;                                   ;                2025-01-30 10:27:00;                                   ;                2025-01-30 10:47:00;                                   ;                2025-01-30 11:07:00;                                   ;                2025-01-30 11:27:00;                                   ;                2025-01-30 11:47:00;                                   ;                2025-01-30 12:07:00;                                   ;                2025-01-30 12:27:00;                                   ;                2025-01-30 12:47:00;                                   ;                2025-01-30 13:07:00;                                   ;                2025-01-30 13:27:00;                                   ;                2025-01-30 13:47:00;                                   ;                2025-01-30 14:07:00;                                   ;                2025-01-30 14:27:00;                                   ;                2025-01-30 14:47:00;                                   ;                2025-01-30 15:07:00;                                   ;                2025-01-30 15:27:00;                                   ;                2025-01-30 15:47:00;                                   ;                2025-01-30 16:07:00;                                   ;                2025-01-30 16:17:00;                2025-01-30 16:27:00;                                   ;                                   ;                2025-01-30 16:47:00;                                   ;                2025-01-30 16:37:00;                                   ;                2025-01-30 17:07:00;                                   ;                2025-01-30 16:57:00;                                   ;                2025-01-30 17:27:00;                                   ;                2025-01-30 17:17:00;                                   ;                2025-01-30 17:47:00;                                   ;                2025-01-30 17:37:00;                                   ;                2025-01-30 18:07:00;                                   ;                2025-01-30 17:57:00;                                   ;                2025-01-30 18:27:00;                                   ;                2025-01-30 18:17:00;                                   ;                2025-01-30 18:47:00;                                   ;                2025-01-30 18:37:00;                                   ;                2025-01-30 19:07:00;                                   ;                2025-01-30 18:57:00;                                   ;                2025-01-30 19:25:00;                                   ;                2025-01-30 19:45:00;                                   ;                2025-01-30 20:05:00;                                   ;                2025-01-30 20:25:00;                                   ;                                   ;                2025-01-30 20:55:00;                                   ;                                   ;                2025-01-30 21:25:00;                                   ;                2025-01-30 21:55:00;                2025-01-30 22:25:00;                                   ;                                   ;                2025-01-30 22:55:00;                                   ;                2025-01-30 23:25:00;                                   ;                2025-01-30 23:55:00;                2025-01-31 00:25:00;                                   ;                                   
       Ecublens VD, EPFL (bus);      8579233;    ARRIVAL;                2025-01-30 06:04:00;                2025-01-30 06:24:00;                2025-01-30 06:18:00;                2025-01-30 06:44:00;                2025-01-30 06:59:00;                2025-01-30 06:38:00;                2025-01-30 07:14:00;                2025-01-30 06:58:00;                2025-01-30 07:26:00;                2025-01-30 07:13:00;                2025-01-30 07:46:00;                2025-01-30 07:23:00;                2025-01-30 07:36:00;                2025-01-30 07:53:00;                2025-01-30 07:33:00;                2025-01-30 07:43:00;                2025-01-30 07:50:00;                2025-01-30 08:03:00;                2025-01-30 08:23:00;                2025-01-30 08:00:00;                2025-01-30 08:13:00;                2025-01-30 08:10:00;                2025-01-30 08:20:00;                2025-01-30 08:46:00;                2025-01-30 08:33:00;                2025-01-30 08:33:00;                2025-01-30 09:06:00;                2025-01-30 08:43:00;                2025-01-30 08:56:00;                2025-01-30 08:53:00;                2025-01-30 09:26:00;                2025-01-30 09:03:00;                2025-01-30 09:16:00;                2025-01-30 09:13:00;                2025-01-30 09:46:00;                2025-01-30 09:23:00;                2025-01-30 09:36:00;                2025-01-30 09:33:00;                2025-01-30 10:06:00;                2025-01-30 09:43:00;                2025-01-30 09:56:00;                2025-01-30 09:53:00;                2025-01-30 10:26:00;                2025-01-30 10:03:00;                2025-01-30 10:46:00;                2025-01-30 10:23:00;                2025-01-30 11:06:00;                2025-01-30 10:43:00;                2025-01-30 11:26:00;                2025-01-30 11:03:00;                2025-01-30 11:46:00;                2025-01-30 11:23:00;                2025-01-30 12:06:00;                2025-01-30 11:43:00;                2025-01-30 12:26:00;                2025-01-30 12:03:00;                2025-01-30 12:46:00;                2025-01-30 12:23:00;                2025-01-30 13:06:00;                2025-01-30 12:43:00;                2025-01-30 13:26:00;                2025-01-30 13:03:00;                2025-01-30 13:46:00;                2025-01-30 13:23:00;                2025-01-30 14:06:00;                2025-01-30 13:43:00;                2025-01-30 14:26:00;                2025-01-30 14:03:00;                2025-01-30 14:46:00;                2025-01-30 14:23:00;                2025-01-30 15:06:00;                2025-01-30 14:43:00;                2025-01-30 15:26:00;                2025-01-30 15:03:00;                2025-01-30 15:46:00;                2025-01-30 15:23:00;                2025-01-30 16:06:00;                2025-01-30 15:43:00;                2025-01-30 16:16:00;                2025-01-30 16:26:00;                2025-01-30 16:03:00;                2025-01-30 16:13:00;                2025-01-30 16:46:00;                2025-01-30 16:23:00;                2025-01-30 16:36:00;                2025-01-30 16:33:00;                2025-01-30 17:06:00;                2025-01-30 16:43:00;                2025-01-30 16:56:00;                2025-01-30 16:53:00;                2025-01-30 17:26:00;                2025-01-30 17:03:00;                2025-01-30 17:16:00;                2025-01-30 17:13:00;                2025-01-30 17:46:00;                2025-01-30 17:23:00;                2025-01-30 17:36:00;                2025-01-30 17:33:00;                2025-01-30 18:06:00;                2025-01-30 17:43:00;                2025-01-30 17:56:00;                2025-01-30 17:53:00;                2025-01-30 18:26:00;                2025-01-30 18:03:00;                2025-01-30 18:16:00;                2025-01-30 18:13:00;                2025-01-30 18:46:00;                2025-01-30 18:23:00;                2025-01-30 18:36:00;                2025-01-30 18:33:00;                2025-01-30 19:06:00;                2025-01-30 18:43:00;                2025-01-30 18:56:00;                2025-01-30 18:53:00;                2025-01-30 19:24:00;                2025-01-30 19:03:00;                2025-01-30 19:44:00;                2025-01-30 19:23:00;                2025-01-30 20:04:00;                2025-01-30 19:43:00;                2025-01-30 20:24:00;                2025-01-30 20:00:00;                2025-01-30 20:15:00;                2025-01-30 20:54:00;                2025-01-30 20:30:00;                2025-01-30 21:00:00;                2025-01-30 21:24:00;                2025-01-30 21:30:00;                2025-01-30 21:54:00;                2025-01-30 22:24:00;                2025-01-30 22:00:00;                2025-01-30 22:30:00;                2025-01-30 22:54:00;                2025-01-30 23:00:00;                2025-01-30 23:24:00;                2025-01-30 23:30:00;                2025-01-30 23:54:00;                2025-01-31 00:24:00;                2025-01-31 00:00:00;                2025-01-31 00:30:00
       Ecublens VD, EPFL (bus);      8579233;  DEPARTURE;                2025-01-30 06:04:00;                2025-01-30 06:24:00;                2025-01-30 06:18:00;                2025-01-30 06:44:00;                2025-01-30 06:59:00;                2025-01-30 06:38:00;                2025-01-30 07:14:00;                2025-01-30 06:58:00;                2025-01-30 07:26:00;                2025-01-30 07:13:00;                2025-01-30 07:46:00;                2025-01-30 07:23:00;                2025-01-30 07:36:00;                2025-01-30 07:53:00;                2025-01-30 07:33:00;                2025-01-30 07:43:00;                2025-01-30 07:50:00;                2025-01-30 08:03:00;                2025-01-30 08:23:00;                2025-01-30 08:00:00;                2025-01-30 08:13:00;                2025-01-30 08:10:00;                2025-01-30 08:20:00;                2025-01-30 08:46:00;                2025-01-30 08:33:00;                2025-01-30 08:33:00;                2025-01-30 09:06:00;                2025-01-30 08:43:00;                2025-01-30 08:56:00;                2025-01-30 08:53:00;                2025-01-30 09:26:00;                2025-01-30 09:03:00;                2025-01-30 09:16:00;                2025-01-30 09:13:00;                2025-01-30 09:46:00;                2025-01-30 09:23:00;                2025-01-30 09:36:00;                2025-01-30 09:33:00;                2025-01-30 10:06:00;                2025-01-30 09:43:00;                2025-01-30 09:56:00;                2025-01-30 09:53:00;                2025-01-30 10:26:00;                2025-01-30 10:03:00;                2025-01-30 10:46:00;                2025-01-30 10:23:00;                2025-01-30 11:06:00;                2025-01-30 10:43:00;                2025-01-30 11:26:00;                2025-01-30 11:03:00;                2025-01-30 11:46:00;                2025-01-30 11:23:00;                2025-01-30 12:06:00;                2025-01-30 11:43:00;                2025-01-30 12:26:00;                2025-01-30 12:03:00;                2025-01-30 12:46:00;                2025-01-30 12:23:00;                2025-01-30 13:06:00;                2025-01-30 12:43:00;                2025-01-30 13:26:00;                2025-01-30 13:03:00;                2025-01-30 13:46:00;                2025-01-30 13:23:00;                2025-01-30 14:06:00;                2025-01-30 13:43:00;                2025-01-30 14:26:00;                2025-01-30 14:03:00;                2025-01-30 14:46:00;                2025-01-30 14:23:00;                2025-01-30 15:06:00;                2025-01-30 14:43:00;                2025-01-30 15:26:00;                2025-01-30 15:03:00;                2025-01-30 15:46:00;                2025-01-30 15:23:00;                2025-01-30 16:06:00;                2025-01-30 15:43:00;                2025-01-30 16:16:00;                2025-01-30 16:26:00;                2025-01-30 16:03:00;                2025-01-30 16:13:00;                2025-01-30 16:46:00;                2025-01-30 16:23:00;                2025-01-30 16:36:00;                2025-01-30 16:33:00;                2025-01-30 17:06:00;                2025-01-30 16:43:00;                2025-01-30 16:56:00;                2025-01-30 16:53:00;                2025-01-30 17:26:00;                2025-01-30 17:03:00;                2025-01-30 17:16:00;                2025-01-30 17:13:00;                2025-01-30 17:46:00;                2025-01-30 17:23:00;                2025-01-30 17:36:00;                2025-01-30 17:33:00;                2025-01-30 18:06:00;                2025-01-30 17:43:00;                2025-01-30 17:56:00;                2025-01-30 17:53:00;                2025-01-30 18:26:00;                2025-01-30 18:03:00;                2025-01-30 18:16:00;                2025-01-30 18:13:00;                2025-01-30 18:46:00;                2025-01-30 18:23:00;                2025-01-30 18:36:00;                2025-01-30 18:33:00;                2025-01-30 19:06:00;                2025-01-30 18:43:00;                2025-01-30 18:56:00;                2025-01-30 18:53:00;                2025-01-30 19:24:00;                2025-01-30 19:03:00;                2025-01-30 19:44:00;                2025-01-30 19:23:00;                2025-01-30 20:04:00;                2025-01-30 19:43:00;                2025-01-30 20:24:00;                2025-01-30 20:00:00;                2025-01-30 20:15:00;                2025-01-30 20:54:00;                2025-01-30 20:30:00;                2025-01-30 21:00:00;                2025-01-30 21:24:00;                2025-01-30 21:30:00;                2025-01-30 21:54:00;                2025-01-30 22:24:00;                2025-01-30 22:00:00;                2025-01-30 22:30:00;                2025-01-30 22:54:00;                2025-01-30 23:00:00;                2025-01-30 23:24:00;                2025-01-30 23:30:00;                2025-01-30 23:54:00;                2025-01-31 00:24:00;                2025-01-31 00:00:00;                2025-01-31 00:30:00
