  index  ; Bussigny, gare ; Bussigny, Grand-Record ; Bussigny, Dallaz ; Bussigny, Sottelles ; Bussigny, Rente ; Mex VD, Faraz ; Vufflens-la-Ville, église ; Vufflens-la-Ville, Cuvillard ; Vufflens-la-Ville, gare ; Count ; Direction 
  Route_A;             Yes;                     Yes;               Yes;                  Yes;              Yes;            Yes;                        Yes;                           Yes;                      Yes;     26;         OR
