           STOP_NAME            ; STOP_NUMBER ;   EVENT   ; 85:764:1001_701-A-111_0510_BPS124 ; 85:764:1003_701-A-111_0525_BPS124 ; 85:764:1005_701-A-111_0540_BPS124 ; 85:764:1000_701-R-201_0545_BPS124 ; 85:764:1007_701-A-111_0550_BPS124 ; 85:764:1009_701-A-111_0600_BPS124 ; 85:764:1002_701-R-201_0600_BPS124 ; 85:764:1011_701-A-111_0610_BPS124 ; 85:764:1004_701-R-201_0615_BPS124 ; 85:764:1013_701-A-101_0617_BPS124 ; 85:764:1006_701-R-201_0625_BPS124 ; 85:764:1015_701-A-111_0625_BPS124 ; 85:764:1017_701-A-111_0633_BPS124 ; 85:764:1008_701-R-201_0635_BPS124 ; 85:764:1019_701-A-101_0640_BPS124 ; 85:764:1010_701-R-201_0645_BPS124 ; 85:764:1021_701-A-101_0647_BPS124 ; 85:764:1012_701-R-201_0655_BPS124 ; 85:764:1023_701-A-111_0655_BPS124 ; 85:764:1014_701-R-201_0700_BPS124 ; 85:764:1025_701-A-101_0700_BPS124 ; 85:764:1016_701-R-201_0708_BPS124 ; 85:764:1027_701-A-101_0708_BPS124 ; 85:764:1029_701-A-111_0716_BPS124 ; 85:764:1018_701-R-201_0716_BPS124 ; 85:764:1020_701-R-201_0723_BPS124 ; 85:764:1031_701-A-101_0723_BPS124 ; 85:764:1033_701-A-101_0730_BPS124 ; 85:764:1022_701-R-201_0731_BPS124 ; 85:764:1035_701-A-101_0737_BPS124 ; 85:764:1024_701-R-201_0738_BPS124 ; 85:764:1037_701-A-101_0745_BPS124 ; 85:764:1026_701-R-201_0746_BPS124 ; 85:764:1039_701-A-101_0752_BPS124 ; 85:764:1028_701-R-201_0753_BPS124 ; 85:764:1041_701-A-101_0800_BPS124 ; 85:764:1030_701-R-201_0801_BPS124 ; 85:764:1043_701-A-101_0807_BPS124 ; 85:764:1032_701-R-201_0808_BPS124 ; 85:764:1045_701-A-101_0815_BPS124 ; 85:764:1034_701-R-201_0815_BPS124 ; 85:764:1047_701-A-101_0822_BPS124 ; 85:764:1036_701-R-201_0823_BPS124 ; 85:764:1049_701-A-101_0830_BPS124 ; 85:764:1038_701-R-201_0830_BPS124 ; 85:764:1051_701-A-101_0837_BPS124 ; 85:764:1040_701-R-201_0838_BPS124 ; 85:764:1053_701-A-101_0845_BPS124 ; 85:764:1042_701-R-201_0845_BPS124 ; 85:764:1044_701-R-201_0853_BPS124 ; 85:764:1055_701-A-101_0855_BPS124 ; 85:764:1046_701-R-201_0900_BPS124 ; 85:764:1057_701-A-101_0905_BPS124 ; 85:764:1048_701-R-201_0908_BPS124 ; 85:764:1059_701-A-101_0915_BPS124 ; 85:764:1050_701-R-201_0915_BPS124 ; 85:764:1052_701-R-201_0921_BPS124 ; 85:764:1061_701-A-101_0925_BPS124 ; 85:764:1054_701-R-201_0931_BPS124 ; 85:764:1063_701-A-101_0935_BPS124 ; 85:764:1056_701-R-201_0941_BPS124 ; 85:764:1065_701-A-101_0945_BPS124 ; 85:764:1058_701-R-201_0951_BPS124 ; 85:764:1067_701-A-101_0955_BPS124 ; 85:764:1060_701-R-201_1001_BPS124 ; 85:764:1069_701-A-101_1005_BPS124 ; 85:764:1062_701-R-201_1011_BPS124 ; 85:764:1071_701-A-101_1015_BPS124 ; 85:764:1064_701-R-201_1021_BPS124 ; 85:764:1073_701-A-101_1025_BPS124 ; 85:764:1066_701-R-201_1031_BPS124 ; 85:764:1075_701-A-101_1035_BPS124 ; 85:764:1068_701-R-201_1041_BPS124 ; 85:764:1077_701-A-101_1045_BPS124 ; 85:764:1070_701-R-201_1051_BPS124 ; 85:764:1079_701-A-101_1055_BPS124 ; 85:764:1072_701-R-201_1101_BPS124 ; 85:764:1081_701-A-101_1105_BPS124 ; 85:764:1074_701-R-201_1111_BPS124 ; 85:764:1083_701-A-101_1115_BPS124 ; 85:764:1076_701-R-201_1121_BPS124 ; 85:764:1085_701-A-101_1125_BPS124 ; 85:764:1078_701-R-201_1131_BPS124 ; 85:764:1087_701-A-101_1135_BPS124 ; 85:764:1080_701-R-201_1141_BPS124 ; 85:764:1089_701-A-101_1145_BPS124 ; 85:764:1082_701-R-201_1151_BPS124 ; 85:764:1091_701-A-101_1155_BPS124 ; 85:764:1084_701-R-201_1201_BPS124 ; 85:764:1093_701-A-101_1205_BPS124 ; 85:764:1086_701-R-201_1211_BPS124 ; 85:764:1095_701-A-101_1215_BPS124 ; 85:764:1088_701-R-201_1221_BPS124 ; 85:764:1097_701-A-101_1225_BPS124 ; 85:764:1090_701-R-201_1231_BPS124 ; 85:764:1099_701-A-101_1235_BPS124 ; 85:764:1092_701-R-201_1241_BPS124 ; 85:764:1101_701-A-101_1245_BPS124 ; 85:764:1094_701-R-201_1251_BPS124 ; 85:764:1103_701-A-101_1255_BPS124 ; 85:764:1096_701-R-201_1301_BPS124 ; 85:764:1105_701-A-101_1305_BPS124 ; 85:764:1098_701-R-201_1311_BPS124 ; 85:764:1107_701-A-101_1315_BPS124 ; 85:764:1100_701-R-201_1321_BPS124 ; 85:764:1109_701-A-101_1325_BPS124 ; 85:764:1102_701-R-201_1331_BPS124 ; 85:764:1111_701-A-101_1335_BPS124 ; 85:764:1104_701-R-201_1341_BPS124 ; 85:764:1113_701-A-101_1345_BPS124 ; 85:764:1106_701-R-201_1351_BPS124 ; 85:764:1115_701-A-101_1355_BPS124 ; 85:764:1108_701-R-201_1401_BPS124 ; 85:764:1117_701-A-101_1405_BPS124 ; 85:764:1110_701-R-201_1411_BPS124 ; 85:764:1119_701-A-101_1415_BPS124 ; 85:764:1112_701-R-201_1421_BPS124 ; 85:764:1121_701-A-101_1425_BPS124 ; 85:764:1114_701-R-201_1431_BPS124 ; 85:764:1123_701-A-101_1435_BPS124 ; 85:764:1116_701-R-201_1441_BPS124 ; 85:764:1125_701-A-101_1445_BPS124 ; 85:764:1118_701-R-201_1451_BPS124 ; 85:764:1127_701-A-101_1455_BPS124 ; 85:764:1120_701-R-201_1501_BPS124 ; 85:764:1129_701-A-101_1505_BPS124 ; 85:764:1122_701-R-201_1511_BPS124 ; 85:764:1131_701-A-101_1515_BPS124 ; 85:764:1124_701-R-201_1521_BPS124 ; 85:764:1133_701-A-101_1525_BPS124 ; 85:764:1126_701-R-201_1531_BPS124 ; 85:764:1135_701-A-101_1535_BPS124 ; 85:764:1128_701-R-201_1541_BPS124 ; 85:764:1137_701-A-111_1545_BPS124 ; 85:764:1130_701-R-201_1551_BPS124 ; 85:764:1139_701-A-101_1553_BPS124 ; 85:764:1132_701-R-201_1601_BPS124 ; 85:764:1141_701-A-101_1601_BPS124 ; 85:764:1143_701-A-101_1609_BPS124 ; 85:764:1134_701-R-201_1611_BPS124 ; 85:764:1145_701-A-111_1617_BPS124 ; 85:764:1136_701-R-201_1621_BPS124 ; 85:764:1147_701-A-101_1622_BPS124 ; 85:764:1149_701-A-101_1630_BPS124 ; 85:764:1138_701-R-201_1631_BPS124 ; 85:764:1151_701-A-111_1638_BPS124 ; 85:764:1140_701-R-201_1639_BPS124 ; 85:764:1153_701-A-101_1645_BPS124 ; 85:764:1142_701-R-201_1646_BPS124 ; 85:764:1155_701-A-101_1652_BPS124 ; 85:764:1144_701-R-201_1654_BPS124 ; 85:764:1157_701-A-111_1700_BPS124 ; 85:764:1146_701-R-201_1701_BPS124 ; 85:764:1159_701-A-101_1706_BPS124 ; 85:764:1148_701-R-201_1709_BPS124 ; 85:764:1161_701-A-101_1713_BPS124 ; 85:764:1150_701-R-201_1717_BPS124 ; 85:764:1163_701-A-101_1720_BPS124 ; 85:764:1152_701-R-201_1724_BPS124 ; 85:764:1165_701-A-101_1728_BPS124 ; 85:764:1154_701-R-201_1731_BPS124 ; 85:764:1167_701-A-101_1735_BPS124 ; 85:764:1156_701-R-201_1738_BPS124 ; 85:764:1169_701-A-101_1743_BPS124 ; 85:764:1158_701-R-201_1745_BPS124 ; 85:764:1171_701-A-101_1750_BPS124 ; 85:764:1160_701-R-201_1753_BPS124 ; 85:764:1173_701-A-101_1758_BPS124 ; 85:764:1162_701-R-201_1800_BPS124 ; 85:764:1175_701-A-101_1805_BPS124 ; 85:764:1164_701-R-201_1808_BPS124 ; 85:764:1177_701-A-101_1814_BPS124 ; 85:764:1166_701-R-201_1815_BPS124 ; 85:764:1179_701-A-101_1822_BPS124 ; 85:764:1168_701-R-201_1823_BPS124 ; 85:764:1170_701-R-201_1830_BPS124 ; 85:764:1181_701-A-101_1830_BPS124 ; 85:764:1183_701-A-101_1837_BPS124 ; 85:764:1172_701-R-201_1838_BPS124 ; 85:764:1174_701-R-201_1845_BPS124 ; 85:764:1185_701-A-101_1845_BPS124 ; 85:764:1176_701-R-201_1853_BPS124 ; 85:764:1187_701-A-101_1855_BPS124 ; 85:764:1178_701-R-201_1900_BPS124 ; 85:764:1189_701-A-101_1905_BPS124 ; 85:764:1180_701-R-201_1908_BPS124 ; 85:764:1191_701-A-101_1915_BPS124 ; 85:764:1182_701-R-201_1915_BPS124 ; 85:764:1184_701-R-201_1924_BPS124 ; 85:764:1193_701-A-101_1925_BPS124 ; 85:764:1186_701-R-201_1934_BPS124 ; 85:764:1195_701-A-101_1940_BPS124 ; 85:764:1188_701-R-201_1944_BPS124 ; 85:764:1190_701-R-201_1954_BPS124 ; 85:764:1197_701-A-101_1955_BPS124 ; 85:764:1192_701-R-201_2005_BPS124 ; 85:764:1194_701-R-201_2015_BPS124 ; 85:764:1199_701-A-101_2015_BPS124 ; 85:764:1201_701-A-101_2035_BPS124 ; 85:764:1196_701-R-201_2035_BPS124 ; 85:764:1198_701-R-201_2055_BPS124 ; 85:764:1203_701-A-101_2055_BPS124 ; 85:764:1205_701-A-101_2115_BPS124 ; 85:764:1200_701-R-201_2115_BPS124 ; 85:764:1202_701-R-201_2135_BPS124 ; 85:764:1207_701-A-101_2135_BPS124 ; 85:764:1209_701-A-101_2155_BPS124 ; 85:764:1204_701-R-201_2155_BPS124 ; 85:764:1206_701-R-201_2205_BPS124 ; 85:764:1211_701-A-101_2215_BPS124 ; 85:764:1208_701-R-201_2225_BPS124 ; 85:764:1213_701-A-101_2235_BPS124 ; 85:764:1210_701-R-201_2245_BPS124 ; 85:764:1215_701-A-101_2255_BPS124 ; 85:764:1212_701-R-201_2305_BPS124 ; 85:764:1217_701-A-101_2315_BPS124 ; 85:764:1214_701-R-201_2325_BPS124 ; 85:764:1219_701-A-101_2335_BPS124 ; 85:764:1216_701-R-201_2345_BPS124 ; 85:764:1221_701-A-101_2355_BPS124 ; 85:764:1218_701-R-201_2405_BPS124 ; 85:764:1223_701-A-101_2415_BPS124 ; 85:764:1220_701-R-201_2425_BPS124 ; 85:764:1225_701-A-102_2444_BPS124 ; 85:764:1222_701-R-201_2445_BPS124 
          Lausanne, Bourdonnette;      8501210;    ARRIVAL;                2025-07-01 05:37:00;                2025-07-01 05:52:00;                2025-07-01 06:07:00;                                   ;                2025-07-01 06:19:00;                2025-07-01 06:30:00;                                   ;                2025-07-01 06:40:00;                                   ;                2025-07-01 06:48:00;                                   ;                2025-07-01 06:55:00;                2025-07-01 07:03:00;                                   ;                2025-07-01 07:11:00;                                   ;                2025-07-01 07:18:00;                                   ;                2025-07-01 07:26:00;                                   ;                2025-07-01 07:33:00;                                   ;                2025-07-01 07:41:00;                2025-07-01 07:48:00;                                   ;                                   ;                2025-07-01 07:56:00;                2025-07-01 08:03:00;                                   ;                2025-07-01 08:10:00;                                   ;                2025-07-01 08:18:00;                                   ;                2025-07-01 08:25:00;                                   ;                2025-07-01 08:33:00;                                   ;                2025-07-01 08:40:00;                                   ;                2025-07-01 08:48:00;                                   ;                2025-07-01 08:55:00;                                   ;                2025-07-01 09:03:00;                                   ;                2025-07-01 09:10:00;                                   ;                2025-07-01 09:17:00;                                   ;                                   ;                2025-07-01 09:26:00;                                   ;                2025-07-01 09:36:00;                                   ;                2025-07-01 09:46:00;                                   ;                                   ;                2025-07-01 09:56:00;                                   ;                2025-07-01 10:06:00;                                   ;                2025-07-01 10:16:00;                                   ;                2025-07-01 10:26:00;                                   ;                2025-07-01 10:36:00;                                   ;                2025-07-01 10:46:00;                                   ;                2025-07-01 10:56:00;                                   ;                2025-07-01 11:06:00;                                   ;                2025-07-01 11:16:00;                                   ;                2025-07-01 11:26:00;                                   ;                2025-07-01 11:36:00;                                   ;                2025-07-01 11:46:00;                                   ;                2025-07-01 11:56:00;                                   ;                2025-07-01 12:06:00;                                   ;                2025-07-01 12:16:00;                                   ;                2025-07-01 12:26:00;                                   ;                2025-07-01 12:36:00;                                   ;                2025-07-01 12:46:00;                                   ;                2025-07-01 12:56:00;                                   ;                2025-07-01 13:06:00;                                   ;                2025-07-01 13:16:00;                                   ;                2025-07-01 13:26:00;                                   ;                2025-07-01 13:36:00;                                   ;                2025-07-01 13:46:00;                                   ;                2025-07-01 13:56:00;                                   ;                2025-07-01 14:06:00;                                   ;                2025-07-01 14:16:00;                                   ;                2025-07-01 14:26:00;                                   ;                2025-07-01 14:36:00;                                   ;                2025-07-01 14:46:00;                                   ;                2025-07-01 14:56:00;                                   ;                2025-07-01 15:06:00;                                   ;                2025-07-01 15:16:00;                                   ;                2025-07-01 15:26:00;                                   ;                2025-07-01 15:36:00;                                   ;                2025-07-01 15:46:00;                                   ;                2025-07-01 15:57:00;                                   ;                2025-07-01 16:07:00;                                   ;                2025-07-01 16:16:00;                                   ;                2025-07-01 16:25:00;                                   ;                2025-07-01 16:33:00;                2025-07-01 16:41:00;                                   ;                2025-07-01 16:49:00;                                   ;                2025-07-01 16:56:00;                2025-07-01 17:04:00;                                   ;                2025-07-01 17:11:00;                                   ;                2025-07-01 17:19:00;                                   ;                2025-07-01 17:26:00;                                   ;                2025-07-01 17:33:00;                                   ;                2025-07-01 17:40:00;                                   ;                2025-07-01 17:47:00;                                   ;                2025-07-01 17:54:00;                                   ;                2025-07-01 18:02:00;                                   ;                2025-07-01 18:09:00;                                   ;                2025-07-01 18:17:00;                                   ;                2025-07-01 18:24:00;                                   ;                2025-07-01 18:31:00;                                   ;                2025-07-01 18:38:00;                                   ;                2025-07-01 18:47:00;                                   ;                2025-07-01 18:55:00;                                   ;                                   ;                2025-07-01 19:03:00;                2025-07-01 19:10:00;                                   ;                                   ;                2025-07-01 19:18:00;                                   ;                2025-07-01 19:25:00;                                   ;                2025-07-01 19:35:00;                                   ;                2025-07-01 19:45:00;                                   ;                                   ;                2025-07-01 19:55:00;                                   ;                2025-07-01 20:10:00;                                   ;                                   ;                2025-07-01 20:24:00;                                   ;                                   ;                2025-07-01 20:44:00;                2025-07-01 21:04:00;                                   ;                                   ;                2025-07-01 21:23:00;                2025-07-01 21:42:00;                                   ;                                   ;                2025-07-01 22:02:00;                2025-07-01 22:22:00;                                   ;                                   ;                2025-07-01 22:42:00;                                   ;                2025-07-01 23:02:00;                                   ;                2025-07-01 23:22:00;                                   ;                2025-07-01 23:42:00;                                   ;                2025-08-01 00:02:00;                                   ;                2025-08-01 00:22:00;                                   ;                2025-08-01 00:42:00;                                   ;                                   ;                                   
          Lausanne, Bourdonnette;      8501210;  DEPARTURE;                                   ;                                   ;                                   ;                2025-07-01 05:45:00;                                   ;                                   ;                2025-07-01 06:00:00;                                   ;                2025-07-01 06:15:00;                                   ;                2025-07-01 06:25:00;                                   ;                                   ;                2025-07-01 06:35:00;                                   ;                2025-07-01 06:45:00;                                   ;                2025-07-01 06:55:00;                                   ;                2025-07-01 07:00:00;                                   ;                2025-07-01 07:08:00;                                   ;                                   ;                2025-07-01 07:16:00;                2025-07-01 07:23:00;                                   ;                                   ;                2025-07-01 07:31:00;                                   ;                2025-07-01 07:38:00;                                   ;                2025-07-01 07:46:00;                                   ;                2025-07-01 07:53:00;                                   ;                2025-07-01 08:01:00;                                   ;                2025-07-01 08:08:00;                                   ;                2025-07-01 08:15:00;                                   ;                2025-07-01 08:23:00;                                   ;                2025-07-01 08:30:00;                                   ;                2025-07-01 08:38:00;                                   ;                2025-07-01 08:45:00;                2025-07-01 08:53:00;                                   ;                2025-07-01 09:00:00;                                   ;                2025-07-01 09:08:00;                                   ;                2025-07-01 09:15:00;                2025-07-01 09:21:00;                                   ;                2025-07-01 09:31:00;                                   ;                2025-07-01 09:41:00;                                   ;                2025-07-01 09:51:00;                                   ;                2025-07-01 10:01:00;                                   ;                2025-07-01 10:11:00;                                   ;                2025-07-01 10:21:00;                                   ;                2025-07-01 10:31:00;                                   ;                2025-07-01 10:41:00;                                   ;                2025-07-01 10:51:00;                                   ;                2025-07-01 11:01:00;                                   ;                2025-07-01 11:11:00;                                   ;                2025-07-01 11:21:00;                                   ;                2025-07-01 11:31:00;                                   ;                2025-07-01 11:41:00;                                   ;                2025-07-01 11:51:00;                                   ;                2025-07-01 12:01:00;                                   ;                2025-07-01 12:11:00;                                   ;                2025-07-01 12:21:00;                                   ;                2025-07-01 12:31:00;                                   ;                2025-07-01 12:41:00;                                   ;                2025-07-01 12:51:00;                                   ;                2025-07-01 13:01:00;                                   ;                2025-07-01 13:11:00;                                   ;                2025-07-01 13:21:00;                                   ;                2025-07-01 13:31:00;                                   ;                2025-07-01 13:41:00;                                   ;                2025-07-01 13:51:00;                                   ;                2025-07-01 14:01:00;                                   ;                2025-07-01 14:11:00;                                   ;                2025-07-01 14:21:00;                                   ;                2025-07-01 14:31:00;                                   ;                2025-07-01 14:41:00;                                   ;                2025-07-01 14:51:00;                                   ;                2025-07-01 15:01:00;                                   ;                2025-07-01 15:11:00;                                   ;                2025-07-01 15:21:00;                                   ;                2025-07-01 15:31:00;                                   ;                2025-07-01 15:41:00;                                   ;                2025-07-01 15:51:00;                                   ;                2025-07-01 16:01:00;                                   ;                                   ;                2025-07-01 16:11:00;                                   ;                2025-07-01 16:21:00;                                   ;                                   ;                2025-07-01 16:31:00;                                   ;                2025-07-01 16:39:00;                                   ;                2025-07-01 16:46:00;                                   ;                2025-07-01 16:54:00;                                   ;                2025-07-01 17:01:00;                                   ;                2025-07-01 17:09:00;                                   ;                2025-07-01 17:17:00;                                   ;                2025-07-01 17:24:00;                                   ;                2025-07-01 17:31:00;                                   ;                2025-07-01 17:38:00;                                   ;                2025-07-01 17:45:00;                                   ;                2025-07-01 17:53:00;                                   ;                2025-07-01 18:00:00;                                   ;                2025-07-01 18:08:00;                                   ;                2025-07-01 18:15:00;                                   ;                2025-07-01 18:23:00;                2025-07-01 18:30:00;                                   ;                                   ;                2025-07-01 18:38:00;                2025-07-01 18:45:00;                                   ;                2025-07-01 18:53:00;                                   ;                2025-07-01 19:00:00;                                   ;                2025-07-01 19:08:00;                                   ;                2025-07-01 19:15:00;                2025-07-01 19:24:00;                                   ;                2025-07-01 19:34:00;                                   ;                2025-07-01 19:44:00;                2025-07-01 19:54:00;                                   ;                2025-07-01 20:05:00;                2025-07-01 20:15:00;                                   ;                                   ;                2025-07-01 20:35:00;                2025-07-01 20:55:00;                                   ;                                   ;                2025-07-01 21:15:00;                2025-07-01 21:35:00;                                   ;                                   ;                2025-07-01 21:55:00;                2025-07-01 22:05:00;                                   ;                2025-07-01 22:25:00;                                   ;                2025-07-01 22:45:00;                                   ;                2025-07-01 23:05:00;                                   ;                2025-07-01 23:25:00;                                   ;                2025-07-01 23:45:00;                                   ;                2025-08-01 00:05:00;                                   ;                2025-08-01 00:25:00;                                   ;                2025-08-01 00:45:00
   Ecublens VD, allée de Dorigny;      8591950;    ARRIVAL;                2025-07-01 05:34:00;                2025-07-01 05:49:00;                2025-07-01 06:04:00;                2025-07-01 05:46:00;                2025-07-01 06:16:00;                2025-07-01 06:27:00;                2025-07-01 06:01:00;                2025-07-01 06:37:00;                2025-07-01 06:16:00;                2025-07-01 06:45:00;                2025-07-01 06:26:00;                2025-07-01 06:52:00;                2025-07-01 07:00:00;                2025-07-01 06:36:00;                2025-07-01 07:08:00;                2025-07-01 06:46:00;                2025-07-01 07:15:00;                2025-07-01 06:56:00;                2025-07-01 07:23:00;                2025-07-01 07:01:00;                2025-07-01 07:30:00;                2025-07-01 07:09:00;                2025-07-01 07:38:00;                2025-07-01 07:45:00;                2025-07-01 07:17:00;                2025-07-01 07:24:00;                2025-07-01 07:53:00;                2025-07-01 08:00:00;                2025-07-01 07:32:00;                2025-07-01 08:07:00;                2025-07-01 07:39:00;                2025-07-01 08:15:00;                2025-07-01 07:47:00;                2025-07-01 08:22:00;                2025-07-01 07:54:00;                2025-07-01 08:30:00;                2025-07-01 08:02:00;                2025-07-01 08:37:00;                2025-07-01 08:09:00;                2025-07-01 08:45:00;                2025-07-01 08:16:00;                2025-07-01 08:52:00;                2025-07-01 08:24:00;                2025-07-01 09:00:00;                2025-07-01 08:31:00;                2025-07-01 09:07:00;                2025-07-01 08:39:00;                2025-07-01 09:14:00;                2025-07-01 08:46:00;                2025-07-01 08:54:00;                2025-07-01 09:23:00;                2025-07-01 09:01:00;                2025-07-01 09:33:00;                2025-07-01 09:09:00;                2025-07-01 09:43:00;                2025-07-01 09:16:00;                2025-07-01 09:22:00;                2025-07-01 09:53:00;                2025-07-01 09:32:00;                2025-07-01 10:03:00;                2025-07-01 09:42:00;                2025-07-01 10:13:00;                2025-07-01 09:52:00;                2025-07-01 10:23:00;                2025-07-01 10:02:00;                2025-07-01 10:33:00;                2025-07-01 10:12:00;                2025-07-01 10:43:00;                2025-07-01 10:22:00;                2025-07-01 10:53:00;                2025-07-01 10:32:00;                2025-07-01 11:03:00;                2025-07-01 10:42:00;                2025-07-01 11:13:00;                2025-07-01 10:52:00;                2025-07-01 11:23:00;                2025-07-01 11:02:00;                2025-07-01 11:33:00;                2025-07-01 11:12:00;                2025-07-01 11:43:00;                2025-07-01 11:22:00;                2025-07-01 11:53:00;                2025-07-01 11:32:00;                2025-07-01 12:03:00;                2025-07-01 11:42:00;                2025-07-01 12:13:00;                2025-07-01 11:52:00;                2025-07-01 12:23:00;                2025-07-01 12:02:00;                2025-07-01 12:33:00;                2025-07-01 12:12:00;                2025-07-01 12:43:00;                2025-07-01 12:22:00;                2025-07-01 12:53:00;                2025-07-01 12:32:00;                2025-07-01 13:03:00;                2025-07-01 12:42:00;                2025-07-01 13:13:00;                2025-07-01 12:52:00;                2025-07-01 13:23:00;                2025-07-01 13:02:00;                2025-07-01 13:33:00;                2025-07-01 13:12:00;                2025-07-01 13:43:00;                2025-07-01 13:22:00;                2025-07-01 13:53:00;                2025-07-01 13:32:00;                2025-07-01 14:03:00;                2025-07-01 13:42:00;                2025-07-01 14:13:00;                2025-07-01 13:52:00;                2025-07-01 14:23:00;                2025-07-01 14:02:00;                2025-07-01 14:33:00;                2025-07-01 14:12:00;                2025-07-01 14:43:00;                2025-07-01 14:22:00;                2025-07-01 14:53:00;                2025-07-01 14:32:00;                2025-07-01 15:03:00;                2025-07-01 14:42:00;                2025-07-01 15:13:00;                2025-07-01 14:52:00;                2025-07-01 15:23:00;                2025-07-01 15:02:00;                2025-07-01 15:33:00;                2025-07-01 15:12:00;                2025-07-01 15:43:00;                2025-07-01 15:22:00;                2025-07-01 15:54:00;                2025-07-01 15:32:00;                2025-07-01 16:04:00;                2025-07-01 15:42:00;                2025-07-01 16:13:00;                2025-07-01 15:52:00;                2025-07-01 16:22:00;                2025-07-01 16:02:00;                2025-07-01 16:30:00;                2025-07-01 16:38:00;                2025-07-01 16:12:00;                2025-07-01 16:46:00;                2025-07-01 16:22:00;                2025-07-01 16:53:00;                2025-07-01 17:01:00;                2025-07-01 16:32:00;                2025-07-01 17:08:00;                2025-07-01 16:40:00;                2025-07-01 17:16:00;                2025-07-01 16:47:00;                2025-07-01 17:23:00;                2025-07-01 16:55:00;                2025-07-01 17:30:00;                2025-07-01 17:02:00;                2025-07-01 17:37:00;                2025-07-01 17:10:00;                2025-07-01 17:44:00;                2025-07-01 17:18:00;                2025-07-01 17:51:00;                2025-07-01 17:25:00;                2025-07-01 17:59:00;                2025-07-01 17:32:00;                2025-07-01 18:06:00;                2025-07-01 17:39:00;                2025-07-01 18:14:00;                2025-07-01 17:46:00;                2025-07-01 18:21:00;                2025-07-01 17:54:00;                2025-07-01 18:28:00;                2025-07-01 18:01:00;                2025-07-01 18:35:00;                2025-07-01 18:09:00;                2025-07-01 18:44:00;                2025-07-01 18:16:00;                2025-07-01 18:52:00;                2025-07-01 18:24:00;                2025-07-01 18:31:00;                2025-07-01 19:00:00;                2025-07-01 19:07:00;                2025-07-01 18:39:00;                2025-07-01 18:46:00;                2025-07-01 19:15:00;                2025-07-01 18:54:00;                2025-07-01 19:22:00;                2025-07-01 19:01:00;                2025-07-01 19:32:00;                2025-07-01 19:09:00;                2025-07-01 19:42:00;                2025-07-01 19:16:00;                2025-07-01 19:25:00;                2025-07-01 19:52:00;                2025-07-01 19:35:00;                2025-07-01 20:07:00;                2025-07-01 19:45:00;                2025-07-01 19:55:00;                2025-07-01 20:21:00;                2025-07-01 20:06:00;                2025-07-01 20:16:00;                2025-07-01 20:41:00;                2025-07-01 21:01:00;                2025-07-01 20:36:00;                2025-07-01 20:56:00;                2025-07-01 21:20:00;                2025-07-01 21:39:00;                2025-07-01 21:16:00;                2025-07-01 21:36:00;                2025-07-01 21:59:00;                2025-07-01 22:19:00;                2025-07-01 21:56:00;                2025-07-01 22:06:00;                2025-07-01 22:39:00;                2025-07-01 22:26:00;                2025-07-01 22:59:00;                2025-07-01 22:46:00;                2025-07-01 23:19:00;                2025-07-01 23:06:00;                2025-07-01 23:39:00;                2025-07-01 23:26:00;                2025-07-01 23:59:00;                2025-07-01 23:46:00;                2025-08-01 00:19:00;                2025-08-01 00:06:00;                2025-08-01 00:39:00;                2025-08-01 00:26:00;                                   ;                2025-08-01 00:46:00
