  index  ; Epalinges, Croisettes ; Epalinges, Lion d'Or ; Lausanne, En Marin ; Lausanne, Vert-Bois/EHL ; Lausanne, Chalet-à-Gobet ; Lausanne, Chalet-Fontaine ; Villars-Tiercelin, sentier H&N ; Villars-Tiercelin, La Sapelle ; Villars-Tiercelin, village ; Peney-le-Jorat, Chalet Renards ; Peney-le-Jorat, poste ; Villars-Mendraz, Praz-Longet ; Villars-Mendraz, croisée ; Sottens, croisée ; Sottens, Radio ; Chapelle-sur-Moudon, poste ; Chapelle-sur-Moudon, Mulles ; St-Cierges, La Tondiaz ; St-Cierges, Grande Salle ; St-Cierges, Transformateur ; Thierrens, La Rapaz ; Thierrens, Prouty ; Thierrens, poste ; Thierrens, gare routière ; Count ; Direction 
  Route_A;                    Yes;                   Yes;                 Yes;                      Yes;                       Yes;                        Yes;                             Yes;                            Yes;                         Yes;                             Yes;                    Yes;                           Yes;                       Yes;               Yes;             Yes;                         Yes;                          Yes;                     Yes;                       Yes;                         Yes;                  Yes;                Yes;               Yes;                       Yes;     42;         RO
