           STOP_NAME            ; STOP_NUMBER ;   EVENT   ;   85:801:43501-171  ;   85:801:43503-171  ;   85:801:43502-171  ;   85:801:43507-171  ;   85:801:43504-171  ;   85:801:43509-171  ;   85:801:43510-171  ;   85:801:43511-171  ;   85:801:43512-171  ;   85:801:43518-171  ;   85:801:43515-171  ;   85:801:43520-171  ;   85:801:43519-171  ;   85:801:43524-171  ;   85:801:43525-171  ;   85:801:43529-171  ;   85:801:43526-171  ;   85:801:43532-171  ;   85:801:43531-171  ;   85:801:43534-171  ;   85:801:43537-171  ;   85:801:43543-171  ;   85:801:43538-171  ;   85:801:43545-171  ;   85:801:43542-171  ;   85:801:43547-171  ;   85:801:43544-171  ;   85:801:43551-171  ;   85:801:43546-171  ;   85:801:43553-171  ;   85:801:43550-171  ;   85:801:43555-171  ;   85:801:43552-171  ;   85:801:43559-171  ;   85:801:43556-171  ;   85:801:43558-171  ;   85:801:43561-171  ;   85:801:43560-171  ;   85:801:43565-171  ;   85:801:43564-171  ;   85:801:43569-171  ;   85:801:43568-171  
           Peney-le-Jorat, poste;      8570174;    ARRIVAL;  2025-07-01 05:49:00;  2025-07-01 06:19:00;  2025-07-01 06:34:00;  2025-07-01 06:49:00;  2025-07-01 07:04:00;  2025-07-01 07:19:00;  2025-07-01 07:34:00;  2025-07-01 07:49:00;  2025-07-01 08:04:00;  2025-07-01 08:34:00;  2025-07-01 09:19:00;  2025-07-01 10:04:00;  2025-07-01 10:49:00;  2025-07-01 11:34:00;  2025-07-01 12:19:00;  2025-07-01 12:49:00;  2025-07-01 13:04:00;  2025-07-01 13:34:00;  2025-07-01 13:49:00;  2025-07-01 14:34:00;  2025-07-01 15:19:00;  2025-07-01 15:49:00;  2025-07-01 16:04:00;  2025-07-01 16:19:00;  2025-07-01 16:34:00;  2025-07-01 16:49:00;  2025-07-01 17:04:00;  2025-07-01 17:19:00;  2025-07-01 17:34:00;  2025-07-01 17:49:00;  2025-07-01 18:04:00;  2025-07-01 18:19:00;  2025-07-01 18:34:00;  2025-07-01 18:49:00;  2025-07-01 19:04:00;  2025-07-01 19:34:00;  2025-07-01 19:49:00;  2025-07-01 20:34:00;  2025-07-01 21:19:00;  2025-07-01 22:04:00;  2025-07-01 22:49:00;  2025-07-01 23:34:00
           Peney-le-Jorat, poste;      8570174;  DEPARTURE;  2025-07-01 05:49:00;  2025-07-01 06:19:00;  2025-07-01 06:34:00;  2025-07-01 06:49:00;  2025-07-01 07:04:00;  2025-07-01 07:19:00;  2025-07-01 07:34:00;  2025-07-01 07:49:00;  2025-07-01 08:04:00;  2025-07-01 08:34:00;  2025-07-01 09:19:00;  2025-07-01 10:04:00;  2025-07-01 10:49:00;  2025-07-01 11:34:00;  2025-07-01 12:19:00;  2025-07-01 12:49:00;  2025-07-01 13:04:00;  2025-07-01 13:34:00;  2025-07-01 13:49:00;  2025-07-01 14:34:00;  2025-07-01 15:19:00;  2025-07-01 15:49:00;  2025-07-01 16:04:00;  2025-07-01 16:19:00;  2025-07-01 16:34:00;  2025-07-01 16:49:00;  2025-07-01 17:04:00;  2025-07-01 17:19:00;  2025-07-01 17:34:00;  2025-07-01 17:49:00;  2025-07-01 18:04:00;  2025-07-01 18:19:00;  2025-07-01 18:34:00;  2025-07-01 18:49:00;  2025-07-01 19:04:00;  2025-07-01 19:34:00;  2025-07-01 19:49:00;  2025-07-01 20:34:00;  2025-07-01 21:19:00;  2025-07-01 22:04:00;  2025-07-01 22:49:00;  2025-07-01 23:34:00
    Villars-Mendraz, Praz-Longet;      8570175;    ARRIVAL;  2025-07-01 05:47:00;  2025-07-01 06:17:00;  2025-07-01 06:35:00;  2025-07-01 06:47:00;  2025-07-01 07:05:00;  2025-07-01 07:17:00;  2025-07-01 07:35:00;  2025-07-01 07:47:00;  2025-07-01 08:05:00;  2025-07-01 08:35:00;  2025-07-01 09:17:00;  2025-07-01 10:05:00;  2025-07-01 10:47:00;  2025-07-01 11:35:00;  2025-07-01 12:17:00;  2025-07-01 12:47:00;  2025-07-01 13:05:00;  2025-07-01 13:35:00;  2025-07-01 13:47:00;  2025-07-01 14:35:00;  2025-07-01 15:17:00;  2025-07-01 15:47:00;  2025-07-01 16:05:00;  2025-07-01 16:17:00;  2025-07-01 16:35:00;  2025-07-01 16:47:00;  2025-07-01 17:05:00;  2025-07-01 17:17:00;  2025-07-01 17:35:00;  2025-07-01 17:47:00;  2025-07-01 18:05:00;  2025-07-01 18:17:00;  2025-07-01 18:35:00;  2025-07-01 18:47:00;  2025-07-01 19:05:00;  2025-07-01 19:35:00;  2025-07-01 19:47:00;  2025-07-01 20:35:00;  2025-07-01 21:17:00;  2025-07-01 22:05:00;  2025-07-01 22:47:00;  2025-07-01 23:35:00
    Villars-Mendraz, Praz-Longet;      8570175;  DEPARTURE;  2025-07-01 05:47:00;  2025-07-01 06:17:00;  2025-07-01 06:35:00;  2025-07-01 06:47:00;  2025-07-01 07:05:00;  2025-07-01 07:17:00;  2025-07-01 07:35:00;  2025-07-01 07:47:00;  2025-07-01 08:05:00;  2025-07-01 08:35:00;  2025-07-01 09:17:00;  2025-07-01 10:05:00;  2025-07-01 10:47:00;  2025-07-01 11:35:00;  2025-07-01 12:17:00;  2025-07-01 12:47:00;  2025-07-01 13:05:00;  2025-07-01 13:35:00;  2025-07-01 13:47:00;  2025-07-01 14:35:00;  2025-07-01 15:17:00;  2025-07-01 15:47:00;  2025-07-01 16:05:00;  2025-07-01 16:17:00;  2025-07-01 16:35:00;  2025-07-01 16:47:00;  2025-07-01 17:05:00;  2025-07-01 17:17:00;  2025-07-01 17:35:00;  2025-07-01 17:47:00;  2025-07-01 18:05:00;  2025-07-01 18:17:00;  2025-07-01 18:35:00;  2025-07-01 18:47:00;  2025-07-01 19:05:00;  2025-07-01 19:35:00;  2025-07-01 19:47:00;  2025-07-01 20:35:00;  2025-07-01 21:17:00;  2025-07-01 22:05:00;  2025-07-01 22:47:00;  2025-07-01 23:35:00
        Villars-Mendraz, croisée;      8570347;    ARRIVAL;  2025-07-01 05:46:00;  2025-07-01 06:16:00;  2025-07-01 06:37:00;  2025-07-01 06:46:00;  2025-07-01 07:07:00;  2025-07-01 07:16:00;  2025-07-01 07:37:00;  2025-07-01 07:46:00;  2025-07-01 08:07:00;  2025-07-01 08:37:00;  2025-07-01 09:16:00;  2025-07-01 10:07:00;  2025-07-01 10:46:00;  2025-07-01 11:37:00;  2025-07-01 12:16:00;  2025-07-01 12:46:00;  2025-07-01 13:07:00;  2025-07-01 13:37:00;  2025-07-01 13:46:00;  2025-07-01 14:37:00;  2025-07-01 15:16:00;  2025-07-01 15:46:00;  2025-07-01 16:07:00;  2025-07-01 16:16:00;  2025-07-01 16:37:00;  2025-07-01 16:46:00;  2025-07-01 17:07:00;  2025-07-01 17:16:00;  2025-07-01 17:37:00;  2025-07-01 17:46:00;  2025-07-01 18:07:00;  2025-07-01 18:16:00;  2025-07-01 18:37:00;  2025-07-01 18:46:00;  2025-07-01 19:07:00;  2025-07-01 19:37:00;  2025-07-01 19:46:00;  2025-07-01 20:37:00;  2025-07-01 21:16:00;  2025-07-01 22:07:00;  2025-07-01 22:46:00;  2025-07-01 23:37:00
        Villars-Mendraz, croisée;      8570347;  DEPARTURE;  2025-07-01 05:46:00;  2025-07-01 06:16:00;  2025-07-01 06:37:00;  2025-07-01 06:46:00;  2025-07-01 07:07:00;  2025-07-01 07:16:00;  2025-07-01 07:37:00;  2025-07-01 07:46:00;  2025-07-01 08:07:00;  2025-07-01 08:37:00;  2025-07-01 09:16:00;  2025-07-01 10:07:00;  2025-07-01 10:46:00;  2025-07-01 11:37:00;  2025-07-01 12:16:00;  2025-07-01 12:46:00;  2025-07-01 13:07:00;  2025-07-01 13:37:00;  2025-07-01 13:46:00;  2025-07-01 14:37:00;  2025-07-01 15:16:00;  2025-07-01 15:46:00;  2025-07-01 16:07:00;  2025-07-01 16:16:00;  2025-07-01 16:37:00;  2025-07-01 16:46:00;  2025-07-01 17:07:00;  2025-07-01 17:16:00;  2025-07-01 17:37:00;  2025-07-01 17:46:00;  2025-07-01 18:07:00;  2025-07-01 18:16:00;  2025-07-01 18:37:00;  2025-07-01 18:46:00;  2025-07-01 19:07:00;  2025-07-01 19:37:00;  2025-07-01 19:46:00;  2025-07-01 20:37:00;  2025-07-01 21:16:00;  2025-07-01 22:07:00;  2025-07-01 22:46:00;  2025-07-01 23:37:00
                Sottens, croisée;      8570348;    ARRIVAL;  2025-07-01 05:44:00;  2025-07-01 06:14:00;  2025-07-01 06:39:00;  2025-07-01 06:44:00;  2025-07-01 07:09:00;  2025-07-01 07:14:00;  2025-07-01 07:39:00;  2025-07-01 07:44:00;  2025-07-01 08:09:00;  2025-07-01 08:39:00;  2025-07-01 09:14:00;  2025-07-01 10:09:00;  2025-07-01 10:44:00;  2025-07-01 11:39:00;  2025-07-01 12:14:00;  2025-07-01 12:44:00;  2025-07-01 13:09:00;  2025-07-01 13:39:00;  2025-07-01 13:44:00;  2025-07-01 14:39:00;  2025-07-01 15:14:00;  2025-07-01 15:44:00;  2025-07-01 16:09:00;  2025-07-01 16:14:00;  2025-07-01 16:39:00;  2025-07-01 16:44:00;  2025-07-01 17:09:00;  2025-07-01 17:14:00;  2025-07-01 17:39:00;  2025-07-01 17:44:00;  2025-07-01 18:09:00;  2025-07-01 18:14:00;  2025-07-01 18:39:00;  2025-07-01 18:44:00;  2025-07-01 19:09:00;  2025-07-01 19:39:00;  2025-07-01 19:44:00;  2025-07-01 20:39:00;  2025-07-01 21:14:00;  2025-07-01 22:09:00;  2025-07-01 22:44:00;  2025-07-01 23:39:00
                Sottens, croisée;      8570348;  DEPARTURE;  2025-07-01 05:44:00;  2025-07-01 06:14:00;  2025-07-01 06:39:00;  2025-07-01 06:44:00;  2025-07-01 07:09:00;  2025-07-01 07:14:00;  2025-07-01 07:39:00;  2025-07-01 07:44:00;  2025-07-01 08:09:00;  2025-07-01 08:39:00;  2025-07-01 09:14:00;  2025-07-01 10:09:00;  2025-07-01 10:44:00;  2025-07-01 11:39:00;  2025-07-01 12:14:00;  2025-07-01 12:44:00;  2025-07-01 13:09:00;  2025-07-01 13:39:00;  2025-07-01 13:44:00;  2025-07-01 14:39:00;  2025-07-01 15:14:00;  2025-07-01 15:44:00;  2025-07-01 16:09:00;  2025-07-01 16:14:00;  2025-07-01 16:39:00;  2025-07-01 16:44:00;  2025-07-01 17:09:00;  2025-07-01 17:14:00;  2025-07-01 17:39:00;  2025-07-01 17:44:00;  2025-07-01 18:09:00;  2025-07-01 18:14:00;  2025-07-01 18:39:00;  2025-07-01 18:44:00;  2025-07-01 19:09:00;  2025-07-01 19:39:00;  2025-07-01 19:44:00;  2025-07-01 20:39:00;  2025-07-01 21:14:00;  2025-07-01 22:09:00;  2025-07-01 22:44:00;  2025-07-01 23:39:00
                  Sottens, Radio;      8570349;    ARRIVAL;  2025-07-01 05:43:00;  2025-07-01 06:13:00;  2025-07-01 06:40:00;  2025-07-01 06:43:00;  2025-07-01 07:10:00;  2025-07-01 07:13:00;  2025-07-01 07:40:00;  2025-07-01 07:43:00;  2025-07-01 08:10:00;  2025-07-01 08:40:00;  2025-07-01 09:13:00;  2025-07-01 10:10:00;  2025-07-01 10:43:00;  2025-07-01 11:40:00;  2025-07-01 12:13:00;  2025-07-01 12:43:00;  2025-07-01 13:10:00;  2025-07-01 13:40:00;  2025-07-01 13:43:00;  2025-07-01 14:40:00;  2025-07-01 15:13:00;  2025-07-01 15:43:00;  2025-07-01 16:10:00;  2025-07-01 16:13:00;  2025-07-01 16:40:00;  2025-07-01 16:43:00;  2025-07-01 17:10:00;  2025-07-01 17:13:00;  2025-07-01 17:40:00;  2025-07-01 17:43:00;  2025-07-01 18:10:00;  2025-07-01 18:13:00;  2025-07-01 18:40:00;  2025-07-01 18:43:00;  2025-07-01 19:10:00;  2025-07-01 19:40:00;  2025-07-01 19:43:00;  2025-07-01 20:40:00;  2025-07-01 21:13:00;  2025-07-01 22:10:00;  2025-07-01 22:43:00;  2025-07-01 23:40:00
                  Sottens, Radio;      8570349;  DEPARTURE;  2025-07-01 05:43:00;  2025-07-01 06:13:00;  2025-07-01 06:40:00;  2025-07-01 06:43:00;  2025-07-01 07:10:00;  2025-07-01 07:13:00;  2025-07-01 07:40:00;  2025-07-01 07:43:00;  2025-07-01 08:10:00;  2025-07-01 08:40:00;  2025-07-01 09:13:00;  2025-07-01 10:10:00;  2025-07-01 10:43:00;  2025-07-01 11:40:00;  2025-07-01 12:13:00;  2025-07-01 12:43:00;  2025-07-01 13:10:00;  2025-07-01 13:40:00;  2025-07-01 13:43:00;  2025-07-01 14:40:00;  2025-07-01 15:13:00;  2025-07-01 15:43:00;  2025-07-01 16:10:00;  2025-07-01 16:13:00;  2025-07-01 16:40:00;  2025-07-01 16:43:00;  2025-07-01 17:10:00;  2025-07-01 17:13:00;  2025-07-01 17:40:00;  2025-07-01 17:43:00;  2025-07-01 18:10:00;  2025-07-01 18:13:00;  2025-07-01 18:40:00;  2025-07-01 18:43:00;  2025-07-01 19:10:00;  2025-07-01 19:40:00;  2025-07-01 19:43:00;  2025-07-01 20:40:00;  2025-07-01 21:13:00;  2025-07-01 22:10:00;  2025-07-01 22:43:00;  2025-07-01 23:40:00
      Chapelle-sur-Moudon, poste;      8507661;    ARRIVAL;  2025-07-01 05:40:00;  2025-07-01 06:10:00;  2025-07-01 06:43:00;  2025-07-01 06:40:00;  2025-07-01 07:13:00;  2025-07-01 07:10:00;  2025-07-01 07:43:00;  2025-07-01 07:40:00;  2025-07-01 08:13:00;  2025-07-01 08:43:00;  2025-07-01 09:10:00;  2025-07-01 10:13:00;  2025-07-01 10:40:00;  2025-07-01 11:43:00;  2025-07-01 12:10:00;  2025-07-01 12:40:00;  2025-07-01 13:13:00;  2025-07-01 13:43:00;  2025-07-01 13:40:00;  2025-07-01 14:43:00;  2025-07-01 15:10:00;  2025-07-01 15:40:00;  2025-07-01 16:13:00;  2025-07-01 16:10:00;  2025-07-01 16:43:00;  2025-07-01 16:40:00;  2025-07-01 17:13:00;  2025-07-01 17:10:00;  2025-07-01 17:43:00;  2025-07-01 17:40:00;  2025-07-01 18:13:00;  2025-07-01 18:10:00;  2025-07-01 18:43:00;  2025-07-01 18:40:00;  2025-07-01 19:13:00;  2025-07-01 19:43:00;  2025-07-01 19:40:00;  2025-07-01 20:43:00;  2025-07-01 21:10:00;  2025-07-01 22:13:00;  2025-07-01 22:40:00;  2025-07-01 23:43:00
      Chapelle-sur-Moudon, poste;      8507661;  DEPARTURE;  2025-07-01 05:40:00;  2025-07-01 06:10:00;  2025-07-01 06:43:00;  2025-07-01 06:40:00;  2025-07-01 07:13:00;  2025-07-01 07:10:00;  2025-07-01 07:43:00;  2025-07-01 07:40:00;  2025-07-01 08:13:00;  2025-07-01 08:43:00;  2025-07-01 09:10:00;  2025-07-01 10:13:00;  2025-07-01 10:40:00;  2025-07-01 11:43:00;  2025-07-01 12:10:00;  2025-07-01 12:40:00;  2025-07-01 13:13:00;  2025-07-01 13:43:00;  2025-07-01 13:40:00;  2025-07-01 14:43:00;  2025-07-01 15:10:00;  2025-07-01 15:40:00;  2025-07-01 16:13:00;  2025-07-01 16:10:00;  2025-07-01 16:43:00;  2025-07-01 16:40:00;  2025-07-01 17:13:00;  2025-07-01 17:10:00;  2025-07-01 17:43:00;  2025-07-01 17:40:00;  2025-07-01 18:13:00;  2025-07-01 18:10:00;  2025-07-01 18:43:00;  2025-07-01 18:40:00;  2025-07-01 19:13:00;  2025-07-01 19:43:00;  2025-07-01 19:40:00;  2025-07-01 20:43:00;  2025-07-01 21:10:00;  2025-07-01 22:13:00;  2025-07-01 22:40:00;  2025-07-01 23:43:00
     Chapelle-sur-Moudon, Mulles;      8570350;    ARRIVAL;  2025-07-01 05:40:00;  2025-07-01 06:10:00;  2025-07-01 06:43:00;  2025-07-01 06:40:00;  2025-07-01 07:13:00;  2025-07-01 07:10:00;  2025-07-01 07:43:00;  2025-07-01 07:40:00;  2025-07-01 08:13:00;  2025-07-01 08:43:00;  2025-07-01 09:10:00;  2025-07-01 10:13:00;  2025-07-01 10:40:00;  2025-07-01 11:43:00;  2025-07-01 12:10:00;  2025-07-01 12:40:00;  2025-07-01 13:13:00;  2025-07-01 13:43:00;  2025-07-01 13:40:00;  2025-07-01 14:43:00;  2025-07-01 15:10:00;  2025-07-01 15:40:00;  2025-07-01 16:13:00;  2025-07-01 16:10:00;  2025-07-01 16:43:00;  2025-07-01 16:40:00;  2025-07-01 17:13:00;  2025-07-01 17:10:00;  2025-07-01 17:43:00;  2025-07-01 17:40:00;  2025-07-01 18:13:00;  2025-07-01 18:10:00;  2025-07-01 18:43:00;  2025-07-01 18:40:00;  2025-07-01 19:13:00;  2025-07-01 19:43:00;  2025-07-01 19:40:00;  2025-07-01 20:43:00;  2025-07-01 21:10:00;  2025-07-01 22:13:00;  2025-07-01 22:40:00;  2025-07-01 23:43:00
     Chapelle-sur-Moudon, Mulles;      8570350;  DEPARTURE;  2025-07-01 05:40:00;  2025-07-01 06:10:00;  2025-07-01 06:43:00;  2025-07-01 06:40:00;  2025-07-01 07:13:00;  2025-07-01 07:10:00;  2025-07-01 07:43:00;  2025-07-01 07:40:00;  2025-07-01 08:13:00;  2025-07-01 08:43:00;  2025-07-01 09:10:00;  2025-07-01 10:13:00;  2025-07-01 10:40:00;  2025-07-01 11:43:00;  2025-07-01 12:10:00;  2025-07-01 12:40:00;  2025-07-01 13:13:00;  2025-07-01 13:43:00;  2025-07-01 13:40:00;  2025-07-01 14:43:00;  2025-07-01 15:10:00;  2025-07-01 15:40:00;  2025-07-01 16:13:00;  2025-07-01 16:10:00;  2025-07-01 16:43:00;  2025-07-01 16:40:00;  2025-07-01 17:13:00;  2025-07-01 17:10:00;  2025-07-01 17:43:00;  2025-07-01 17:40:00;  2025-07-01 18:13:00;  2025-07-01 18:10:00;  2025-07-01 18:43:00;  2025-07-01 18:40:00;  2025-07-01 19:13:00;  2025-07-01 19:43:00;  2025-07-01 19:40:00;  2025-07-01 20:43:00;  2025-07-01 21:10:00;  2025-07-01 22:13:00;  2025-07-01 22:40:00;  2025-07-01 23:43:00
          St-Cierges, La Tondiaz;      8570351;    ARRIVAL;  2025-07-01 05:38:00;  2025-07-01 06:08:00;  2025-07-01 06:47:00;  2025-07-01 06:38:00;  2025-07-01 07:17:00;  2025-07-01 07:08:00;  2025-07-01 07:47:00;  2025-07-01 07:38:00;  2025-07-01 08:17:00;  2025-07-01 08:47:00;  2025-07-01 09:08:00;  2025-07-01 10:17:00;  2025-07-01 10:38:00;  2025-07-01 11:47:00;  2025-07-01 12:08:00;  2025-07-01 12:38:00;  2025-07-01 13:17:00;  2025-07-01 13:47:00;  2025-07-01 13:38:00;  2025-07-01 14:47:00;  2025-07-01 15:08:00;  2025-07-01 15:38:00;  2025-07-01 16:17:00;  2025-07-01 16:08:00;  2025-07-01 16:47:00;  2025-07-01 16:38:00;  2025-07-01 17:17:00;  2025-07-01 17:08:00;  2025-07-01 17:47:00;  2025-07-01 17:38:00;  2025-07-01 18:17:00;  2025-07-01 18:08:00;  2025-07-01 18:47:00;  2025-07-01 18:38:00;  2025-07-01 19:17:00;  2025-07-01 19:47:00;  2025-07-01 19:38:00;  2025-07-01 20:47:00;  2025-07-01 21:08:00;  2025-07-01 22:17:00;  2025-07-01 22:38:00;  2025-07-01 23:47:00
          St-Cierges, La Tondiaz;      8570351;  DEPARTURE;  2025-07-01 05:38:00;  2025-07-01 06:08:00;  2025-07-01 06:47:00;  2025-07-01 06:38:00;  2025-07-01 07:17:00;  2025-07-01 07:08:00;  2025-07-01 07:47:00;  2025-07-01 07:38:00;  2025-07-01 08:17:00;  2025-07-01 08:47:00;  2025-07-01 09:08:00;  2025-07-01 10:17:00;  2025-07-01 10:38:00;  2025-07-01 11:47:00;  2025-07-01 12:08:00;  2025-07-01 12:38:00;  2025-07-01 13:17:00;  2025-07-01 13:47:00;  2025-07-01 13:38:00;  2025-07-01 14:47:00;  2025-07-01 15:08:00;  2025-07-01 15:38:00;  2025-07-01 16:17:00;  2025-07-01 16:08:00;  2025-07-01 16:47:00;  2025-07-01 16:38:00;  2025-07-01 17:17:00;  2025-07-01 17:08:00;  2025-07-01 17:47:00;  2025-07-01 17:38:00;  2025-07-01 18:17:00;  2025-07-01 18:08:00;  2025-07-01 18:47:00;  2025-07-01 18:38:00;  2025-07-01 19:17:00;  2025-07-01 19:47:00;  2025-07-01 19:38:00;  2025-07-01 20:47:00;  2025-07-01 21:08:00;  2025-07-01 22:17:00;  2025-07-01 22:38:00;  2025-07-01 23:47:00
        St-Cierges, Grande Salle;      8507960;    ARRIVAL;  2025-07-01 05:37:00;  2025-07-01 06:07:00;  2025-07-01 06:47:00;  2025-07-01 06:37:00;  2025-07-01 07:17:00;  2025-07-01 07:07:00;  2025-07-01 07:47:00;  2025-07-01 07:37:00;  2025-07-01 08:17:00;  2025-07-01 08:47:00;  2025-07-01 09:07:00;  2025-07-01 10:17:00;  2025-07-01 10:37:00;  2025-07-01 11:47:00;  2025-07-01 12:07:00;  2025-07-01 12:37:00;  2025-07-01 13:17:00;  2025-07-01 13:47:00;  2025-07-01 13:37:00;  2025-07-01 14:47:00;  2025-07-01 15:07:00;  2025-07-01 15:37:00;  2025-07-01 16:17:00;  2025-07-01 16:07:00;  2025-07-01 16:47:00;  2025-07-01 16:37:00;  2025-07-01 17:17:00;  2025-07-01 17:07:00;  2025-07-01 17:47:00;  2025-07-01 17:37:00;  2025-07-01 18:17:00;  2025-07-01 18:07:00;  2025-07-01 18:47:00;  2025-07-01 18:37:00;  2025-07-01 19:17:00;  2025-07-01 19:47:00;  2025-07-01 19:37:00;  2025-07-01 20:47:00;  2025-07-01 21:07:00;  2025-07-01 22:17:00;  2025-07-01 22:37:00;  2025-07-01 23:47:00
        St-Cierges, Grande Salle;      8507960;  DEPARTURE;  2025-07-01 05:37:00;  2025-07-01 06:07:00;  2025-07-01 06:47:00;  2025-07-01 06:37:00;  2025-07-01 07:17:00;  2025-07-01 07:07:00;  2025-07-01 07:47:00;  2025-07-01 07:37:00;  2025-07-01 08:17:00;  2025-07-01 08:47:00;  2025-07-01 09:07:00;  2025-07-01 10:17:00;  2025-07-01 10:37:00;  2025-07-01 11:47:00;  2025-07-01 12:07:00;  2025-07-01 12:37:00;  2025-07-01 13:17:00;  2025-07-01 13:47:00;  2025-07-01 13:37:00;  2025-07-01 14:47:00;  2025-07-01 15:07:00;  2025-07-01 15:37:00;  2025-07-01 16:17:00;  2025-07-01 16:07:00;  2025-07-01 16:47:00;  2025-07-01 16:37:00;  2025-07-01 17:17:00;  2025-07-01 17:07:00;  2025-07-01 17:47:00;  2025-07-01 17:37:00;  2025-07-01 18:17:00;  2025-07-01 18:07:00;  2025-07-01 18:47:00;  2025-07-01 18:37:00;  2025-07-01 19:17:00;  2025-07-01 19:47:00;  2025-07-01 19:37:00;  2025-07-01 20:47:00;  2025-07-01 21:07:00;  2025-07-01 22:17:00;  2025-07-01 22:37:00;  2025-07-01 23:47:00
      St-Cierges, Transformateur;      8581512;    ARRIVAL;  2025-07-01 05:37:00;  2025-07-01 06:07:00;  2025-07-01 06:48:00;  2025-07-01 06:37:00;  2025-07-01 07:18:00;  2025-07-01 07:07:00;  2025-07-01 07:48:00;  2025-07-01 07:37:00;  2025-07-01 08:18:00;  2025-07-01 08:48:00;  2025-07-01 09:07:00;  2025-07-01 10:18:00;  2025-07-01 10:37:00;  2025-07-01 11:48:00;  2025-07-01 12:07:00;  2025-07-01 12:37:00;  2025-07-01 13:18:00;  2025-07-01 13:48:00;  2025-07-01 13:37:00;  2025-07-01 14:48:00;  2025-07-01 15:07:00;  2025-07-01 15:37:00;  2025-07-01 16:18:00;  2025-07-01 16:07:00;  2025-07-01 16:48:00;  2025-07-01 16:37:00;  2025-07-01 17:18:00;  2025-07-01 17:07:00;  2025-07-01 17:48:00;  2025-07-01 17:37:00;  2025-07-01 18:18:00;  2025-07-01 18:07:00;  2025-07-01 18:48:00;  2025-07-01 18:37:00;  2025-07-01 19:18:00;  2025-07-01 19:48:00;  2025-07-01 19:37:00;  2025-07-01 20:48:00;  2025-07-01 21:07:00;  2025-07-01 22:18:00;  2025-07-01 22:37:00;  2025-07-01 23:48:00
      St-Cierges, Transformateur;      8581512;  DEPARTURE;  2025-07-01 05:37:00;  2025-07-01 06:07:00;  2025-07-01 06:48:00;  2025-07-01 06:37:00;  2025-07-01 07:18:00;  2025-07-01 07:07:00;  2025-07-01 07:48:00;  2025-07-01 07:37:00;  2025-07-01 08:18:00;  2025-07-01 08:48:00;  2025-07-01 09:07:00;  2025-07-01 10:18:00;  2025-07-01 10:37:00;  2025-07-01 11:48:00;  2025-07-01 12:07:00;  2025-07-01 12:37:00;  2025-07-01 13:18:00;  2025-07-01 13:48:00;  2025-07-01 13:37:00;  2025-07-01 14:48:00;  2025-07-01 15:07:00;  2025-07-01 15:37:00;  2025-07-01 16:18:00;  2025-07-01 16:07:00;  2025-07-01 16:48:00;  2025-07-01 16:37:00;  2025-07-01 17:18:00;  2025-07-01 17:07:00;  2025-07-01 17:48:00;  2025-07-01 17:37:00;  2025-07-01 18:18:00;  2025-07-01 18:07:00;  2025-07-01 18:48:00;  2025-07-01 18:37:00;  2025-07-01 19:18:00;  2025-07-01 19:48:00;  2025-07-01 19:37:00;  2025-07-01 20:48:00;  2025-07-01 21:07:00;  2025-07-01 22:18:00;  2025-07-01 22:37:00;  2025-07-01 23:48:00
             Thierrens, La Rapaz;      8570352;    ARRIVAL;  2025-07-01 05:34:00;  2025-07-01 06:04:00;  2025-07-01 06:51:00;  2025-07-01 06:34:00;  2025-07-01 07:21:00;  2025-07-01 07:04:00;  2025-07-01 07:51:00;  2025-07-01 07:34:00;  2025-07-01 08:21:00;  2025-07-01 08:51:00;  2025-07-01 09:04:00;  2025-07-01 10:21:00;  2025-07-01 10:34:00;  2025-07-01 11:51:00;  2025-07-01 12:04:00;  2025-07-01 12:34:00;  2025-07-01 13:21:00;  2025-07-01 13:51:00;  2025-07-01 13:34:00;  2025-07-01 14:51:00;  2025-07-01 15:04:00;  2025-07-01 15:34:00;  2025-07-01 16:21:00;  2025-07-01 16:04:00;  2025-07-01 16:51:00;  2025-07-01 16:34:00;  2025-07-01 17:21:00;  2025-07-01 17:04:00;  2025-07-01 17:51:00;  2025-07-01 17:34:00;  2025-07-01 18:21:00;  2025-07-01 18:04:00;  2025-07-01 18:51:00;  2025-07-01 18:34:00;  2025-07-01 19:21:00;  2025-07-01 19:51:00;  2025-07-01 19:34:00;  2025-07-01 20:51:00;  2025-07-01 21:04:00;  2025-07-01 22:21:00;  2025-07-01 22:34:00;  2025-07-01 23:51:00
