  index  ; St-Sulpice VD, Venoge nord ; Ecublens VD, Champs-Courbes ; Ecublens VD, Montaney ; Ecublens VD, Renges ; Ecublens VD, En Enjalin ; Ecublens VD, Perrettes ; Ecublens VD, Villars ; Ecublens VD, Pontet ; Ecublens VD, Veilloud ; Ecublens VD, Stand ; Ecublens VD, place de sport ; Ecublens VD, Croset ; Ecublens VD, Parc ; Ecublens VD, Suchet-Forêt ; Ecublens VD, Epenex/Pont-Bleu ; Renens VD, gare sud ; Renens VD, Censuy ; Renens VD, Caudray ; Renens VD, Chêne ; Renens VD, rue du Lac ; Renens VD, Longemalle ; Lausanne, Malley ; Prilly, Galicien ; Prilly, Flumeaux ; Prilly, Grand Vigne ; Prilly, centre ; Prilly, Chasseur ; Prilly, Coudraie ; Prilly, Mont-Goulin ; Count ; Direction 
  Route_A;                         Yes;                          Yes;                    Yes;                  Yes;                      Yes;                     Yes;                   Yes;                  Yes;                    Yes;                 Yes;                          Yes;                  Yes;                Yes;                        Yes;                            Yes;                  Yes;                Yes;                 Yes;               Yes;                    Yes;                    Yes;               Yes;               Yes;               Yes;                  Yes;             Yes;               Yes;               Yes;                  Yes;    154;         RO
