number;designationOfficial;lv95East;lv95North
8579258;Belmont-sur-L., Blessoney;2542087.0;1152303.0
8579259;Lutry, Landar;2542551.73301;1152101.85475
8579256;Pully, Val-Vert;2540789.0;1152580.0
8579257;Belmont-sur-L., centre;2541665.0;1152317.0
8581054;Romanel-sur-Morges, Pra-Vuatte;2528955.29277;1155959.18658
8581114;Penthalaz, Verney;2530301.0;1161861.0
8581512;St-Cierges, Transformateur;2546236.0;1171425.0
8581429;Servion, Grange Rouge;2549434.0;1157989.0
8581916;Bussigny, Condémine;2532675.0;1156402.0
8581917;Bussigny, Dallaz;2531961.0;1156056.0
8581914;Bussigny, gare;2532020.0;1155520.0
8581922;Bussigny, Riettaz;2532570.0;1156183.0
8581920;Bussigny, Sauge;2532141.0;1156421.0
8581921;Bussigny, Vieux-Four;2532420.0;1156200.0
8581918;Bussigny, Grand-Record;2531996.0;1155800.0
8581924;Bussigny, Sullens;2532707.0;1156096.0
8581943;Thierrens, gare routière;2547890.0;1172946.0
8583395;Villars-Tiercelin, La Sapelle;2544050.0;1163666.0
8583748;Villars-Ste-Croix, En Coulaye;2532574.57735;1157569.64818
8587357;Lausanne, Bellevaux;2538273.0;1154496.0
8587727;Les Ripes;2536349.917;1160440.529
8587547;Lausanne, Chalet à Matthey;2542689.0;1155810.0
8587546;Epalinges, Lion d'Or;2541876.40084;1155906.05425
8587545;Essertes, Le Pralet;2549615.0;1156584.0
8587550;Montblesson, Perronnaz;2541755.0;1154852.0
8587549;Lausanne, Vulliette;2541936.72241;1156586.71698
8587548;Lausanne, Vers-chez-les-Blanc;2542964.0;1156215.0
8587929;Lausanne, Chalet-à-Gobet;2542711.22235;1157328.42147
8587853;Le Mont-sur-L., Petit-Mont;2538305.0;1156124.0
8588193;Gryon Bois-Gentil;2571395.897;1125213.599
8588158;St-Sulpice VD, centre;2532419.0;1151355.0
8588157;St-Sulpice VD, Bochet;2532528.0;1151716.0
8588156;St-Sulpice VD, Laviau;2531846.0;1151495.0
8588155;St-Sulpice VD, Chantres;2532069.0;1151404.0
8588435;Pully, Chenaulaz;2541240.0;1153150.0
8588434;Pully, Rosiaz;2540422.0;1152551.0
8588432;Lausanne, Chailly-Village;2539887.0;1152731.0
8588439;Pully, port;2540343.0;1150847.0
8588445;Pully, gare;2540150.0;1151300.0
8588438;Lutry, Echerins;2543380.0;1152174.0
8588451;Lutry, Sapelle;2543634.0;1151444.0
8588450;Pully, Pré Pariset;2540788.48971;1152267.40681
8588436;Belmont-sur-L., Grands Champs;2541580.0;1152630.0
8588449;Pully, Vallon;2540792.86684;1152151.91395
8588448;Pully, Boverattes;2540695.0;1151962.0
8588442;Pully, Osches;2539795.52654;1151141.92033
8588454;Grandvaux, Pra Grana;2544426.55754;1150424.38954
8588441;Pully, Châtaignier;2539759.75342;1150874.90376
8588453;Aran, Pra Forny;2544176.09157;1150705.78695
8588431;Lausanne, Béthusy;2539255.0;1152581.0
8588452;Lutry, Jordillon;2543937.0;1151128.0
8588440;Pully, Somais;2540046.15497;1150898.8468
8588447;Pully, Rochettaz;2540503.85892;1151719.0632
8588446;Pully, Clergère;2540392.0;1151396.0
8588983;Renens VD, gare sud;2534082.0;1154287.0
8588839;Renens VD, 14 Avril;2534113.0;1154587.0
8588838;Renens VD, gare nord;2534082.0;1154390.0
8588853;Mex VD, village;2532198.56117;1158917.43419
8588843;Crissier, centre;2533922.0;1156187.0
8588842;Crissier, Bré;2534093.0;1155828.0
8588873;Ecublens VD, Pontet;2533051.0;1153539.0
8588872;Denges, Les Oches;2531178.62831;1153155.79499
8588841;Crissier, scierie;2534095.0;1155420.0
8588840;Crissier, Noutes;2534099.0;1155053.0
8588898;Préverenges, Capellan;2529954.0;1152437.0
8588847;Villars-Ste-Croix, village;2532765.12513;1157793.40264
8588846;Villars-Ste-Croix, Croix Péage;2533051.0;1157027.0
8588845;Crissier, Timonet;2533672.0;1156420.0
8588851;Mex VD, Trésy;2532806.001;1158614.733
8588850;Mex VD, Les Esserts;2533130.0;1158729.0
8588848;Villars-Ste-Croix, Le Sansy;2533042.0;1157804.0
8588871;Morges, St-Jean nord;2528535.0;1152349.0
8588875;Echandens, centre;2531142.0;1154096.0
8588874;Echandens, poste;2531133.09486;1153602.2721
8589249;Morges, Riond-Bosson;2526825.4576;1150749.45376
8589248;Morges, ch. du Bochet;2527463.23767;1151107.91838
8589523;Lausanne, Bessières;2538492.0;1152472.0
8589525;Epalinges, Planches;2540791.0;1155095.0
8590442;Lausanne, Riponne-M. Béjart;2538107.47618;1152738.3363
8592009;Lausanne, Chandolin;2539062.0;1152109.0
8592008;Lausanne, Champ-Rond;2539516.16629;1153707.23559
8592035;Lausanne, Ecole Commerce;2537347.0;1153121.0
8592015;Lausanne, Chevreuils;2543109.0;1156627.0
8592034;Lausanne, Druey-Collège;2537996.0;1153331.0
8592012;Lausanne, chemin du Cap;2539425.0;1151786.0
8592032;Lausanne, Dranse;2536920.0;1153535.0
8592019;Lausanne, Clochatte;2538625.0;1154924.0
8592039;Lausanne, Elysée;2538118.0;1151378.0
8592018;Lausanne, Cigale;2539293.0;1154975.0
8592055;Lausanne, Grangette;2538222.0;1154770.0
8592038;Lausanne, Eglantine;2538856.0;1151981.0
8592054;Lausanne, Grand Vennes;2539217.0;1154621.0
8592016;Lausanne, Chocolatière;2538800.0;1154206.0
8592037;Lausanne, Cojonnex/EHL;2542025.0;1157007.0
8592053;Lausanne, Grande-Borde;2538097.0;1153502.0
8592023;Lausanne, Coudrette;2540131.80455;1152643.61328
8592036;Lausanne, Ecole des Métiers;2536967.0;1152879.0
8592059;Lausanne, Hermitage;2538438.0;1153525.0
8592022;Lausanne, Couchirard;2536661.0;1152983.0
8592003;Lausanne, casernes;2537827.0;1153699.0
8592043;Lausanne, Faverges;2539172.0;1151695.0
8592058;Lausanne, Haute Combe;2542181.0;1155116.0
8592021;Lausanne, Cottages;2536418.0;1152560.0
8592002;Lausanne, Boveresses;2540551.0;1154093.0
8592042;Lausanne, Fauconnières;2539464.0;1152883.0
8592057;Lausanne, Grey;2537130.0;1153913.0
8592020;Lausanne, Closelet;2538179.0;1151892.0
8592001;Lausanne, Boston;2537405.0;1152837.0
8592056;Lausanne, Grattapaille;2537115.0;1154262.0
8592041;Lausanne, EPSIC;2537244.0;1152787.0
8592027;Lausanne, Dapples;2537591.0;1151819.0
8592063;Lausanne, Lac Sauvabelin;2538663.0;1154391.0
8592040;Lausanne, Epinettes;2537608.0;1151949.0
8592000;Lausanne, Bossons;2536993.0;1154558.0
8592062;Lausanne, Jurigoz;2538442.0;1151585.0
8592047;Lausanne, Forêt;2538223.0;1154124.0
8592026;Lausanne, Croix d'Ouchy;2537907.0;1151513.0
8592061;Lausanne, Jordils;2537740.0;1151281.0
8592046;Lausanne, Fontenay;2537089.0;1152040.0
8592025;Lausanne, Craivavers;2540203.0;1153643.0
8592060;Lausanne, Beaulieu-Jomini;2537680.0;1153210.0
8592045;Lausanne, Floreyres;2539378.0;1152066.0
8592006;Lausanne, Chalet-Fontaine;2543347.0;1157654.0
8592024;Lausanne, Cour;2537618.0;1151575.0
8592067;Lausanne, Lisière;2538539.0;1153774.0
8592005;Lausanne, Cèdres;2537110.0;1151830.0
8592044;Lausanne, Figuiers;2536461.0;1152063.0
8592031;Lausanne, Devin;2539644.0;1153517.0
8592066;Lausanne, Libellules;2539058.0;1154690.0
8592051;Lausanne, Georgette;2538569.0;1152150.0
8592030;Lausanne, Désert;2536617.0;1154621.0
8592004;Lausanne, Cécil;2537401.0;1152495.0
8592065;Lausanne, Les Chavannes;2540037.0;1153517.0
8592029;Lausanne, Denantou;2538623.0;1151049.0
8592011;Lausanne, Chauderon-Ale;2537745.0;1152823.0
8592050;Lausanne, gare;2537919.0;1152132.0
8592064;Lausanne, Languedoc;2536956.0;1152175.0
8592028;Lausanne, Délices;2537789.0;1151513.0
8592010;Lausanne, Chauderon;2537555.0;1152802.0
8592071;Lausanne, Mémise;2538205.0;1153223.0
8592049;Prilly, Galicien;2535968.0;1153319.0
8592070;Lausanne, Mauvernay;2542517.0;1157305.0
8592068;Lausanne, Maladière;2536058.50913;1152132.39076
8592090;Lausanne, Pêcheurs;2537175.0;1151272.0
8592075;Lausanne, Mont d'Or;2536805.0;1152071.0
8592089;Lausanne, Pavement;2538290.0;1154743.0
8592104;Lausanne, Presbytère;2537302.0;1153412.0
8592074;Lausanne, Mon Repos;2538798.0;1152258.0
8592111;Lausanne, Rouvraie;2538089.0;1153799.0
8592088;Lausanne, Parc Vélodrome;2537488.0;1154184.0
8592073;Lausanne, Molliettes;2542833.0;1156009.0
8592110;Lausanne, Riant-Cour;2536871.0;1151918.0
8592125;Lausanne, Valentin;2538052.0;1152903.0
8592109;Lausanne, Recordon;2537035.0;1153025.0
8592072;Lausanne, Mirabeau;2538313.0;1152052.0
8592094;Lausanne, Pierrefleur;2536943.0;1154041.0
8592115;Lausanne, Signal;2538765.0;1153789.0
8592079;Lausanne, Mont-Fleuri;2538079.0;1151784.0
8592114;Lausanne, Sablons;2535323.0;1152691.0
8592092;Lausanne, Piécettes;2538454.0;1154810.0
8592077;Lausanne, Montchoisi;2538477.0;1151406.0
8592112;Lausanne, Rozavère;2539917.0;1153367.0
8592099;Lausanne, Praz-Berthoud;2539407.0;1154224.0
8592119;Lausanne, St-Paul;2537027.0;1153210.0
8592076;Lausanne, Mont-Blanc;2537726.0;1153527.0
8592098;Lausanne, Port-Franc;2537729.0;1152641.0
8592083;Lausanne, Mousquines;2539260.0;1152033.0
8592118;Lausanne, St-Etienne;2539426.63968;1154014.5275
8592097;Lausanne, Pont Marc Dufour;2537034.0;1152301.0
8592082;Lausanne, Motte;2538225.0;1153863.0
8592117;Lausanne, Ste-Catherine;2544036.0;1158005.0
8592096;Lausanne, Pont Chauderon;2537522.0;1152762.0
8592116;Lausanne, Stade Olympique;2537662.0;1153939.0
8592081;Lausanne, Montolieu;2539042.0;1154963.0
8592103;Lausanne, Prélaz-les-Roses;2536179.0;1153200.0
8592123;Lausanne, Trabandan;2539048.0;1151780.0
8592122;Lausanne, Tivoli;2537305.0;1152534.0
8592080;Lausanne, Montoie;2536302.0;1152226.0
8592102;Lausanne, Prélaz;2536612.0;1153116.0
8592121;Lausanne, Théâtre de Vidy;2536530.0;1151767.0
8592087;Lausanne, Parc Rivier;2536851.0;1154197.0
8592101;Lausanne, Praz-Séchaud;2540808.0;1154324.0
8592120;Lausanne, St-Roch;2537658.0;1153021.0
8592086;Lausanne, Ouchy-Olympique;2537676.0;1151008.0
8592127;Lausanne, Valmont;2539915.16211;1154072.13795
8592100;Lausanne, Praz-Collet;2543078.0;1156812.0
8592085;Lausanne, Oiseaux;2537925.0;1153626.0
8592107;Lausanne, Rapille;2536602.0;1154252.0
8592126;Lausanne, Vallonnette;2539378.0;1153324.0
8592084;Lausanne, Musée Olympique;2538334.0;1151239.0
8592106;Lausanne, Provence sud;2536282.0;1152609.0
8592091;Lausanne, Petit Château;2538382.0;1153245.0
8592105;Lausanne, Provence nord;2536122.0;1152877.0
8591930;Bussigny, Croix de Plan;2532879.0;1155575.0
8591950;Ecublens VD, allée de Dorigny;2534284.0;1152491.0
8591949;Ecublens VD, En Enjalin;2532358.0;1152927.0
8591935;Crissier, Arc-en-Ciel;2533201.0;1155270.0
8591948;Ecublens VD, Croset;2533084.0;1154084.0
8591955;Ecublens VD, place de sport;2532890.0;1154149.0
8591934;Vucherens, Closy;2549792.0;1164320.0
8591954;Ecublens VD, Perrettes;2532466.0;1153147.0
8591933;Chavannes-R., Planta;2533594.0;1154023.0
8591953;Ecublens VD, Parc;2533217.0;1154336.0
8591952;Ecublens VD, Ormet;2532495.0;1152858.0
8591939;Crissier, Zinguerie;2533415.0;1155074.0
8591959;Ecublens VD, Champs-Courbes;2531812.0;1152058.0
8591958;Ecublens VD, Suchet-Forêt;2533411.0;1154656.0
8591936;Crissier, Closalet;2533350.0;1156170.8
8591905;Ropraz, Ussières;2547629.0;1161327.0
8591957;Ecublens VD, Stand;2532783.0;1153872.0
8591956;Ecublens VD, Renges;2532177.0;1152742.0
8591904;Carrouge VD, Ecorcheboeuf;2548085.0;1161098.0
8591963;Epalinges, Biolleyre;2540931.0;1155977.0
8591962;Epalinges, Ballègue;2541045.0;1156245.0
8591940;Cugy VD, Cavenette;2538452.0;1159076.0
8591961;Ecublens VD, Villars;2532675.0;1153514.0
8591947;Ecublens VD, Coquerellaz;2532646.40257;1152941.46273
8591960;Ecublens VD, Veilloud;2532936.0;1153704.0
8591970;Epalinges, Pré-d'Yverdon;2541241.0;1155021.0
8591967;Epalinges, En Praz Bin;2541166.0;1155782.0
8591946;Ecublens VD, Cocarde;2532620.0;1153341.0
8591969;Epalinges, Polny;2540711.0;1156155.0
8591966;Epalinges, Croix-Blanche;2541117.0;1155439.0
8591945;Ecublens VD, Champagne;2533572.50547;1152258.17793
8591968;Epalinges, Grand Chemin;2542135.36618;1156183.06574
8591975;Forel (Lavaux), Les Confréries;2548372.0;1154800.0
8591944;Ecublens VD, Argand;2533488.0;1152483.0
8591965;Epalinges, Girarde;2541317.67128;1155626.46796
8591931;Bussigny, Buyère;2532885.1;1155781.4
8591951;Ecublens VD, Motty;2532705.0;1153108.0
8591973;Forel (Lavaux), Casard;2549285.0;1155923.0
8591964;Epalinges, Bois-Murat;2539851.70926;1155168.42522
8591979;Lausanne, Alpes;2538458.0;1151843.0
8591971;Epalinges, Tuileries;2540112.86043;1155099.18912
8591978;Lausanne, Allières/CHUV;2539301.0;1152823.0
8591977;Lausanne, Abeilles;2539344.0;1154726.0
8591991;Lausanne, Benj. Constant;2538520.0;1152320.0
8591976;La Conversion, gare;2541641.0;1151557.0
8591990;Lausanne, Belvédère;2536962.0;1152509.0
8591983;Lausanne, Batelière;2536637.0;1152009.0
8591989;Lausanne, Bellerive;2536967.0;1151471.0
8591982;Lausanne, Barre;2538417.24892;1153032.68062
8591988;Lausanne, Bel-Air;2537880.0;1152653.0
8592266;Morges, La Prairie;2527004.15254;1151243.2246
8591981;Lausanne, avenue du Léman;2539123.0;1151908.0
8591995;Lausanne, Bois de Vaux;2535630.0;1152359.0
8591980;Lausanne, Aubépines;2537134.0;1153225.0
8591994;Lausanne, Blécherette;2537294.0;1154878.0
8591987;Lausanne, Beau-Site;2537255.0;1154063.0
8591993;Lausanne, Béthanie;2536699.0;1154033.0
8591986;Lausanne, Beau-Rivage;2537743.0;1151100.0
8591992;Lausanne, Bergières;2537082.0;1153601.0
8592270;Morges, Prélionne;2526400.0;1151338.0
8591985;Lausanne, jardin botanique;2537407.0;1151579.0
8591999;Lausanne, Bonne-Espérance;2539510.1314;1151833.44599
8592284;Tolochenaz, Molliau;2526507.0;1150479.0
8591998;Lausanne, Boisy;2537151.0;1153864.0
8591984;Lausanne, Beaulieu;2537467.0;1153306.0
8592268;Morges, Grosse-Pierre;2528054.0;1152260.0
8591997;Lausanne, Boissonnet;2539219.0;1154506.0
8591996;Lausanne, Bois-Gentil;2537375.0;1154479.0
8592274;Morges, Auguste-Forel;2528237.0;1152234.0
8592259;Morges, Bief;2528912.0;1152181.0
8592273;Morges, Eglantine;2526774.0;1151568.0
8592258;Morges, Bellevue;2527762.0;1152172.0
8592272;Morges, St-Jean sud;2528655.0;1152144.0
8592257;Morges, Banc-Vert;2527497.96759;1151964.26438
8592279;Préverenges, Taudaz;2529331.0;1152250.0
8592263;Morges, de Beausobre;2528116.72958;1152144.75222
8592278;Morges, temple;2527966.0;1151460.0
8592262;Morges, Charpentiers;2527706.0;1151398.0
8592277;Morges, St-Louis;2527951.0;1151533.0
8592261;Morges, Casino;2527894.0;1151272.0
8592260;Morges, Blancherie;2528220.0;1151923.0
8592283;Tolochenaz, Les Saux;2525949.0;1150196.0
8592282;Tolochenaz, Les Noyers;2526242.0;1150218.0
8592131;Lausanne, Victor-Ruffy;2539380.0;1153679.0
8592133;Lausanne, Vigie;2537484.0;1152574.0
8592132;Lausanne, Vieux-Moulin;2537971.0;1153870.0
8592130;Lausanne, Vert-Bois/EHL;2542209.37895;1156858.07414
8592139;Le Mont-sur-L., Budron;2538283.0;1158564.0
8592129;Lausanne, Verdeil;2539457.0;1152187.0
8592138;Lausanne, Vulliemin;2538270.0;1153254.0
8592155;Lutry, Corniche;2542845.0;1150204.0
8592137;Lausanne, Cascades;2538831.0;1154630.0
8592154;Lutry, Les Champs;2542304.0;1150660.0
8592136;Lausanne, Virgile-Rossel;2539374.0;1153068.0
8592135;Lausanne, Vinet;2537854.0;1153111.0
8592143;Le Mont-sur-L., Martines;2538121.0;1155324.0
8592168;Paudex, Verrière;2541082.0;1150789.0
8592153;Lutry, Gravesse;2542980.0;1151383.0
8592134;Lausanne, Villard;2537465.83676;1152353.98006
8592175;Prilly, Chasseur;2536176.0;1154545.0
8592142;Le Mont-sur-L., Fougères;2538314.0;1158063.0
8592152;Lutry, Corsy-Dessus;2542263.0;1151785.0
8592141;Le Mont-sur-L., Etavez;2538307.0;1157528.0
8592159;Lutry, Ponfilet;2542512.0;1151588.0
8592140;Le Mont-sur-L., Côtes;2538107.0;1155728.0
8592158;Lutry, Orzens;2542037.0;1150911.0
8592147;Lutry, Brûlées;2542587.0;1151735.0
8592172;Pully, C. F. Ramuz;2539332.0;1151221.0
8592157;Lutry, Marionnettes;2542172.0;1151540.0
8592188;Pully, Montillier;2540062.0;1151528.0
8592179;Prilly, Flumeaux;2535710.0;1153529.0
8592146;Lutry, Brélaz;2543124.0;1151589.0
8592156;Lutry, port;2542078.0;1150336.0
8592178;Prilly, église;2535587.0;1154532.0
8592195;Pully, Reymondin;2540670.16259;1151175.14903
8592145;Lutry, avenue William;2541911.0;1151183.0
8592177;Pully, Daillettes;2540728.0;1152702.0
8592144;Montpreveyres, Riau-Graubon;2545233.0;1158452.0
8592194;Pully, Ravessoud;2543103.0;1154479.0
8592162;Lutry, Savuit-place;2542825.0;1150935.0
8592176;Prilly, Coudraie;2536413.0;1154670.0
8592151;Lutry, Colline;2541723.0;1151319.0
8592193;Pully, Pierraz-Portay;2538971.0;1151206.0
8592161;Lutry, Savoie;2543401.0;1151913.0
8592150;Lutry, Grand-Pont;2541843.0;1150593.0
8592183;Pully, Les Liaudes;2539984.0;1152138.0
8592192;Prilly, Perréaz;2535854.0;1154305.0
8592160;Lutry, Rive;2542522.0;1150282.0
8592149;Lutry, Corsy-Dessous;2541788.0;1151646.0
8592182;Pully, Joliette;2539720.0;1151257.0
8592199;Pully, Vignes;2540659.0;1150950.0
8592167;Paudex, Marronnier;2541418.0;1150778.0
8592181;Prilly, Huttins;2536308.0;1153887.0
8592198;Pully, Verney;2539447.0;1150879.0
8592180;Prilly, Grand Vigne;2535964.0;1153723.0
8592166;Moudon, Verger;2551020.0;1168574.0
8592197;Pully, Tour Haldimand;2538893.0;1150902.0
8592187;Prilly, Mont-Goulin;2536517.0;1154484.0
8592186;Pully, Métairie;2538767.0;1151286.0
8592196;Pully, Roses;2539984.0;1151832.0
8592165;Moudon, Sorbiers;2550763.0;1168088.0
8592185;Pully, Margerol;2540323.45115;1152366.83944
8592164;Lutry, Voisinand;2542253.0;1150541.0
8592208;Renens VD, Bugnon;2535374.0;1154630.0
8592201;Renens VD, 1er Mai;2534396.0;1154741.0
8592215;Renens VD, Longemalle;2535392.0;1153045.0
8592171;Pully, Bruyère;2540486.40233;1152810.50203
8592214;Renens VD, Industrie;2534209.0;1154779.0
8592191;Pully, Pavillard;2540137.79436;1152345.32185
8592170;Pully, Bourdonnière;2539206.0;1150888.0
8592207;Renens VD, Broye;2535527.0;1154137.0
8592213;Renens VD, Hôtel-de-Ville;2534645.0;1154215.0
8592169;Paudex, village;2541227.0;1150883.0
8592190;Pully, Perraudettaz;2539805.0;1151717.0
8592206;Renens VD, Bourg-Dessus;2535271.0;1154453.0
8592212;Renens VD, Follieu;2535129.0;1154615.0
8592205;Renens VD, Borjod;2534803.0;1154610.0
8592189;Pully, Moulins;2541006.0;1151079.0
8592219;Renens VD, rue du Lac;2535061.0;1153251.0
8592204;Renens VD, Bois-Genoud;2534471.0;1155359.0
8592218;Renens VD, Caudray;2534580.0;1153738.0
8592217;Renens VD, Perrelet;2535581.0;1153551.0
8592210;Renens VD, Chêne;2534899.0;1153437.0
8592209;Renens VD, Censuy;2534431.0;1153812.0
8592229;Savigny, Clair-Matin;2546955.0;1155673.0
8592223;Renens VD, village;2535064.0;1153838.0
8592249;Lonay, Carouge;2529959.458;1153227.00749
8592228;Savigny, ancienne poste;2545242.0;1154537.0
8592248;Ecublens VD, Larges Pièces;2532232.11857;1153795.57806
8592221;Renens VD, Sous l'Eglise;2534795.0;1154107.0
8592255;Lonay, Vozy;2530254.0;1153378.0
8592220;Renens VD, Saugiaz;2534621.0;1154688.0
8592254;Lonay, parc;2529262.0;1153429.0
8592234;Savigny, St-Amour;2546849.0;1155407.0
8592253;Lonay, Levant;2529166.36639;1152805.93024
8592233;Savigny, Publoz;2544546.0;1154761.0
8592252;Lonay, Gracieuse;2528710.0;1152508.0
8592226;St-Sulpice VD, Russel;2532871.0;1151912.0
8592232;Savigny, Palaz;2546033.0;1154707.0
8592225;Ropraz, Home du Jorat;2547305.0;1160740.0
8592239;Denges, La Pale;2531209.31847;1152347.6803
8592224;Ropraz, Corcelles-Jorat;2546855.0;1160216.0
8592231;Savigny, Grange-la-Ville;2547048.0;1155895.0
8592230;Savigny, Crêt-Rouge;2546326.0;1154921.0
8592243;Echandens, Riaz;2531227.4023;1154311.99642
8592242;Denges, village;2531088.48382;1152835.77612
8592241;Denges, Sur les Moulins;2531176.04448;1151922.30311
8592240;Denges, Pierraz-Mur;2530776.0;1151938.0
8592244;Echandens, Chocolatière;2531587.78513;1154297.10699
8592251;Lonay, Grassiaz;2528967.0;1152724.0
8593249;Le Mont-sur-L., Rionzi;2538184.54784;1155002.64232
8593467;Pont de Fayot;2558724.138;1118760.345
8593806;Belmont-sur-L., Rouvène;2541386.0;1152519.0
8593795;Belmont-sur-L., Chaffeises;2541288.0;1151711.0
8593798;Belmont-sur-L., Burenoz;2541214.0;1152498.0
8593815;Crissier, Jura;2533622.0;1154891.0
8593822;Epalinges, Montéclard;2540455.97352;1155859.53345
8593821;Epalinges, Giziaux;2541398.0;1155548.0
8593820;Epalinges, Florimont;2540197.61036;1155513.88937
8593838;Lausanne, Maladière-Lac;2536057.0;1151995.0
8593819;Epalinges, Bois-de-Ban;2540707.75061;1156238.88387
8593837;Lausanne, Maladière-Figuiers;2536113.0;1152075.0
8593816;Crissier, Marcolet;2533751.0;1155437.0
8593856;Lutry, Bossières;2543076.0;1151210.0
8593845;Le Mont-sur-L., Coppoz-Poste;2538409.0;1156497.0
8593844;Lausanne,Vallée de la Jeunesse;2536240.0;1152782.0
8593861;Lutry, gare;2542553.0;1150550.0
8593850;Pully, Caudoz;2540789.0;1151460.0
8593867;Chavannes-R., Plaine;2533535.1;1153397.8
8593866;Chavannes-R., Préfaully;2534059.0;1153950.0
8593869;Chavannes-R., Glycines;2533869.0;1154252.0
8593868;Chavannes-R., Concorde;2533691.0;1153816.0
8593772;Gryon-Chalméry;2570188.12;1124764.779
8593779;Vufflens-la-Ville,grande salle;2531275.4665;1159311.65052
8593782;Vufflens-la-Ville, gare;2530452.0;1158837.0
8593781;Vufflens-la-Ville, église;2531065.88983;1158810.88808
8593780;Vufflens-la-Ville, Cuvillard;2530730.47133;1159105.80759
8594178;Bussigny, Rente;2532809.0;1156577.0
8594177;Bussigny, Cocagne;2532760.0;1156315.0
8594270;Mex VD, Faraz;2531907.2;1157602.4
8594890;Ecublens VD, Montaney;2532022.0;1152331.0
8595148;Crissier, Chisaz;2533916.0;1155821.0
8595147;Cheseaux-sur-L., Châtelard;2535123.0;1158887.0
8595191;Pully,Centre Sportif Rochettaz;2541012.0;1151453.0
8595190;Belmont-sur-L., Malavaux;2541506.0;1152430.0
8595192;Pully, Ruisselet;2540590.0;1151575.0
8594988;St-Sulpice VD, Venoge nord;2531466.0;1151782.0
8594987;Chavannes-R., Mouline;2534069.0;1153126.0
8594986;Chavannes-R., Berges;2533735.0;1153276.0
8595005;Le Mont-sur-L., Maillefer;2537723.0;1154897.0
8595215;Bussigny, Reculan;2532172.05601;1154924.78485
8595214;Bussigny, Bosquet;2532192.0;1155291.0
8595213;Echandens, collège;2531135.13246;1153844.1333
8595219;Lonay, Pressoirs;2529507.31315;1153105.17853
8595217;Bussigny, Vallon;2532119.94899;1155068.15231
8595216;Bussigny, gare sud;2531993.31708;1155456.17983
8595223;St-Sulpice VD, Parc Scient.;2532863.0;1152073.0
8595220;Lonay, collège sud;2529640.51501;1153013.18921
8595602;Chavannes-R., Dorigny;2534420.24726;1153186.97503
8595625;Belmont-sur-L., Pâquis;2541568.5;1152386.7
8595475;Mézières VD, Praz Joret;2548959.0;1159382.0
8595474;Mézières VD, centre médical;2548831.0;1160321.0
8595516;Crissier, Mongevon;2533644.0;1155602.0
8595521;Lausanne, Bourdonnette nord;2534825.0;1152975.0
8595534;Renens VD, piscine;2534529.0;1153591.0
8595935;Lausanne, Stade de Coubertin;2535848.0;1151907.0
8595934;Lausanne, Siège du CIO;2535573.0;1152152.0
8595933;Lausanne, Parc Musée Olympique;2538156.0;1150989.0
8595939;Lausanne, Parc Bourget;2535156.0;1152304.0
8595938;Lausanne, Vidy-Port;2536177.0;1151807.0
8595937;Lausanne, sports UNIL-EPFL;2534561.0;1152552.0
8595936;Lausanne, Tour Haldimand-Lac;2538756.0;1150758.0
8595978;Villars-Ste-Croix, Colice;2533113.0;1157179.0
8595986;Crissier, Lentillières;2533574.0;1155873.0
8596054;Morges, En Bonjean;2527129.0;1150994.0
8596053;Ecublens VD, Blévallaire;2533903.21836;1152393.15561
8596091;Forel (Lavaux), Pra Pélisson;2547722.0;1154848.0
8501058;La Joy-Clinique;2506112.467;1144622.986
8570132;Penthaz, La Vaux;2530469.00051;1161616.00115
8504178;Cugy VD, poste;2538705.0;1159474.0
8595218;Lonay-Préverenges, gare sud;2529592.0;1152847.0
8582065;Morrens VD, village;2537817.0;1160152.0
8591818;Lausanne, Flon;2537993.26376;1152461.19768
8583891;Vufflens-Aclens, zone industr.;2529929.71858;1157463.97825
8510727;Ecublens VD, EPFL/Colladon;2532850.46709;1152239.5379
8511813;Ecublens VD, Campus des médias;2533321.79839;1152163.77392
8501097;Pampigny-Sévery;2522849.82;1158907.91
8501098;Montricher;2519879.991;1161098.056
8592173;Prilly, centre;2536064.6179;1154037.43158
8592078;Lausanne, Montétan;2536743.87961;1153437.52084
8509167;Trin;2746580.939;1186840.153
8509184;Bonaduz;2749515.828;1186214.397
8509185;Rhäzüns;2749659.756;1185038.131
8509058;Seewis-Pardisla;2766911.342;1205202.307
8592211;Renens VD, Florissant;2535545.62013;1153832.63271
8592203;Renens VD, Baumettes;2534907.90761;1155089.87
8592222;Renens VD, Sur-la-Croix;2535153.1883;1154807.45208
8530749;Renens VD, gare;2534019.52076;1154398.91644
8592124;Lausanne, Valency;2536528.26003;1153673.44173
8592227;St-Sulpice VD, Pâqueret;2533389.0391;1152057.10831
8592033;Lausanne, Druey;2537779.74354;1153494.27025
8595004;Lausanne, Entre-Bois;2538085.04858;1154739.36915
8511245;Le Mont-sur-L., Rionzi/collège;2537975.47321;1155100.10369
8592202;Renens VD, Avenir;2534348.3731;1154498.66053
8593817;Crissier, Feleire;2533436.5518;1155951.2754
8501214;Ecublens VD, EPFL;2533051.0;1152695.0
8511344;Lonay-Préverenges, gare nord;2529438.71944;1152899.15485
8501171;Etagnières;2536865.64481;1161600.56099
8504018;Ecublens-Rue;2551921.982;1162323.311
