       STOP_NAME        ; STOP_NUMBER ;     EVENT      ;     85:151:3223     ;     85:151:3224     ;     85:151:3225     ;     85:151:3226     ;     85:151:3227     ;     85:151:3228     ;     85:151:3229     ;     85:151:3230     ;     85:151:3231     ;     85:151:3232     ;     85:151:3233     ;     85:151:3234     ;     85:151:3235     ;     85:151:3236     ;     85:151:3237     ;     85:151:3238     ;     85:151:3239     ;     85:151:3240     ;     85:151:3241     ;     85:151:3242     ;     85:151:3243     ;     85:151:3244     ;     85:151:3245     ;     85:151:3246     ;     85:151:3247     ;     85:151:3248     ;     85:151:3249     ;     85:151:3250     ;     85:151:3251     ;     85:151:3252     ;     85:151:3253     ;     85:151:3254     ;     85:151:3255     ;     85:151:3256     ;     85:151:3257     ;     85:151:3258     ;     85:151:3259     ;     85:151:3260     ;     85:151:3261     ;     85:151:3262     ;     85:151:3263     ;     85:151:3264     ;     85:151:3265     ;     85:151:3266     ;     85:151:3267     ;     85:151:3268     ;     85:151:3269     ;     85:151:3270     ;     85:151:3271     ;     85:151:3272     ;     85:151:3273     ;     85:151:3274     ;     85:151:3275     ;     85:151:3276     ;     85:151:3277     ;     85:151:3278     ;     85:151:3279     ;     85:151:3280     ;     85:151:3281     ;     85:151:3282     ;     85:151:3283     ;     85:151:3284     ;     85:151:3285     
     Bussigny, Sottelles;      8506903;    ARRIVAL_REAL;  2025-07-01 06:17:40;  2025-07-01 06:27:42;  2025-07-01 06:47:41;  2025-07-01 06:57:55;  2025-07-01 07:18:14;  2025-07-01 07:28:09;  2025-07-01 07:48:23;  2025-07-01 07:58:15;  2025-07-01 08:18:24;  2025-07-01 08:28:15;  2025-07-01 08:51:12;  2025-07-01 08:59:14;  2025-07-01 09:18:06;  2025-07-01 09:27:24;  2025-07-01 09:48:09;  2025-07-01 09:58:28;  2025-07-01 10:18:11;  2025-07-01 10:27:47;  2025-07-01 10:48:07;  2025-07-01 10:57:56;  2025-07-01 11:18:05;  2025-07-01 11:28:10;  2025-07-01 11:47:45;  2025-07-01 11:58:19;  2025-07-01 12:18:40;  2025-07-01 12:28:22;  2025-07-01 12:47:43;  2025-07-01 12:58:03;  2025-07-01 13:18:41;  2025-07-01 13:27:55;  2025-07-01 13:47:36;  2025-07-01 13:57:36;  2025-07-01 14:17:15;  2025-07-01 14:31:11;  2025-07-01 14:50:06;  2025-07-01 14:58:38;  2025-07-01 15:19:43;  2025-07-01 15:29:21;  2025-07-01 15:49:14;  2025-07-01 15:59:49;  2025-07-01 16:20:08;  2025-07-01 16:29:31;  2025-07-01 16:49:01;  2025-07-01 16:58:59;  2025-07-01 17:19:37;  2025-07-01 17:27:51;  2025-07-01 17:48:59;  2025-07-01 17:59:40;  2025-07-01 18:18:38;  2025-07-01 18:30:29;  2025-07-01 18:48:42;  2025-07-01 18:58:31;  2025-07-01 19:18:35;  2025-07-01 19:28:25;  2025-07-01 19:48:55;  2025-07-01 19:57:56;  2025-07-01 20:18:39;  2025-07-01 20:28:13;  2025-07-01 20:48:50;  2025-07-01 20:58:35;  2025-07-01 21:18:33;  2025-07-01 21:28:57;  2025-07-01 21:48:31
     Bussigny, Sottelles;      8506903;  DEPARTURE_REAL;  2025-07-01 06:17:40;  2025-07-01 06:28:05;  2025-07-01 06:48:00;  2025-07-01 06:58:16;  2025-07-01 07:18:21;  2025-07-01 07:29:04;  2025-07-01 07:48:43;  2025-07-01 07:58:35;  2025-07-01 08:18:26;  2025-07-01 08:28:37;  2025-07-01 08:51:12;  2025-07-01 08:59:21;  2025-07-01 09:18:25;  2025-07-01 09:27:53;  2025-07-01 09:48:40;  2025-07-01 09:58:44;  2025-07-01 10:18:29;  2025-07-01 10:27:47;  2025-07-01 10:48:20;  2025-07-01 10:57:56;  2025-07-01 11:18:05;  2025-07-01 11:28:16;  2025-07-01 11:48:09;  2025-07-01 11:58:19;  2025-07-01 12:19:08;  2025-07-01 12:28:41;  2025-07-01 12:48:00;  2025-07-01 12:58:28;  2025-07-01 13:18:45;  2025-07-01 13:27:55;  2025-07-01 13:47:36;  2025-07-01 13:57:49;  2025-07-01 14:17:35;  2025-07-01 14:31:15;  2025-07-01 14:50:21;  2025-07-01 14:58:47;  2025-07-01 15:20:04;  2025-07-01 15:29:37;  2025-07-01 15:49:37;  2025-07-01 16:00:02;  2025-07-01 16:20:31;  2025-07-01 16:29:42;  2025-07-01 16:49:12;  2025-07-01 16:59:25;  2025-07-01 17:19:58;  2025-07-01 17:28:18;  2025-07-01 17:49:15;  2025-07-01 17:59:55;  2025-07-01 18:19:10;  2025-07-01 18:30:51;  2025-07-01 18:49:05;  2025-07-01 18:58:39;  2025-07-01 19:19:04;  2025-07-01 19:28:25;  2025-07-01 19:49:15;  2025-07-01 19:57:56;  2025-07-01 20:18:58;  2025-07-01 20:28:18;  2025-07-01 20:49:04;  2025-07-01 20:58:35;  2025-07-01 21:18:33;  2025-07-01 21:28:57;  2025-07-01 21:48:48
         Bussigny, Sauge;      8581920;    ARRIVAL_REAL;  2025-07-01 06:18:30;  2025-07-01 06:26:52;  2025-07-01 06:49:00;  2025-07-01 06:57:02;  2025-07-01 07:19:13;  2025-07-01 07:26:54;  2025-07-01 07:49:33;  2025-07-01 07:57:03;  2025-07-01 08:19:03;  2025-07-01 08:27:23;  2025-07-01 08:51:54;  2025-07-01 08:58:28;  2025-07-01 09:19:08;  2025-07-01 09:26:33;  2025-07-01 09:49:34;  2025-07-01 09:56:53;  2025-07-01 10:19:14;  2025-07-01 10:26:51;  2025-07-01 10:49:01;  2025-07-01 10:57:10;  2025-07-01 11:18:51;  2025-07-01 11:27:23;  2025-07-01 11:48:50;  2025-07-01 11:57:31;  2025-07-01 12:19:43;  2025-07-01 12:27:06;  2025-07-01 12:48:40;  2025-07-01 12:57:23;  2025-07-01 13:19:28;  2025-07-01 13:27:01;  2025-07-01 13:48:17;  2025-07-01 13:56:41;  2025-07-01 14:18:14;  2025-07-01 14:30:11;  2025-07-01 14:51:07;  2025-07-01 14:57:44;  2025-07-01 15:20:42;  2025-07-01 15:28:37;  2025-07-01 15:50:20;  2025-07-01 15:58:51;  2025-07-01 16:21:13;  2025-07-01 16:28:44;  2025-07-01 16:49:58;  2025-07-01 16:57:52;  2025-07-01 17:20:44;  2025-07-01 17:27:10;  2025-07-01 17:49:57;  2025-07-01 17:58:34;  2025-07-01 18:20:02;  2025-07-01 18:29:43;  2025-07-01 18:49:52;  2025-07-01 18:57:17;  2025-07-01 19:19:49;  2025-07-01 19:27:12;  2025-07-01 19:50:12;  2025-07-01 19:57:01;  2025-07-01 20:20:00;  2025-07-01 20:27:21;  2025-07-01 20:50:00;  2025-07-01 20:57:44;  2025-07-01 21:19:19;  2025-07-01 21:27:56;  2025-07-01 21:49:28
         Bussigny, Sauge;      8581920;  DEPARTURE_REAL;  2025-07-01 06:18:30;  2025-07-01 06:26:52;  2025-07-01 06:49:00;  2025-07-01 06:57:02;  2025-07-01 07:19:21;  2025-07-01 07:27:04;  2025-07-01 07:49:44;  2025-07-01 07:57:05;  2025-07-01 08:19:05;  2025-07-01 08:27:23;  2025-07-01 08:51:54;  2025-07-01 08:58:28;  2025-07-01 09:19:08;  2025-07-01 09:26:33;  2025-07-01 09:49:34;  2025-07-01 09:57:17;  2025-07-01 10:19:16;  2025-07-01 10:26:51;  2025-07-01 10:49:20;  2025-07-01 10:57:10;  2025-07-01 11:19:06;  2025-07-01 11:27:37;  2025-07-01 11:48:50;  2025-07-01 11:57:31;  2025-07-01 12:19:43;  2025-07-01 12:27:31;  2025-07-01 12:48:40;  2025-07-01 12:57:23;  2025-07-01 13:19:45;  2025-07-01 13:27:01;  2025-07-01 13:48:36;  2025-07-01 13:56:49;  2025-07-01 14:18:15;  2025-07-01 14:30:11;  2025-07-01 14:51:07;  2025-07-01 14:57:47;  2025-07-01 15:21:01;  2025-07-01 15:28:37;  2025-07-01 15:50:37;  2025-07-01 15:59:02;  2025-07-01 16:21:13;  2025-07-01 16:28:44;  2025-07-01 16:49:58;  2025-07-01 16:58:11;  2025-07-01 17:20:55;  2025-07-01 17:27:10;  2025-07-01 17:50:14;  2025-07-01 17:58:52;  2025-07-01 18:20:13;  2025-07-01 18:29:43;  2025-07-01 18:49:52;  2025-07-01 18:57:17;  2025-07-01 19:20:04;  2025-07-01 19:27:25;  2025-07-01 19:50:12;  2025-07-01 19:57:01;  2025-07-01 20:20:13;  2025-07-01 20:27:21;  2025-07-01 20:50:00;  2025-07-01 20:57:46;  2025-07-01 21:19:41;  2025-07-01 21:27:56;  2025-07-01 21:49:28
    Bussigny, Vieux-Four;      8581921;    ARRIVAL_REAL;  2025-07-01 06:19:29;  2025-07-01 06:25:26;  2025-07-01 06:50:06;  2025-07-01 06:55:39;  2025-07-01 07:20:26;  2025-07-01 07:25:42;  2025-07-01 07:50:48;  2025-07-01 07:55:45;  2025-07-01 08:20:17;  2025-07-01 08:25:50;  2025-07-01 08:52:48;  2025-07-01 08:57:17;  2025-07-01 09:20:19;  2025-07-01 09:25:34;  2025-07-01 09:50:39;  2025-07-01 09:55:47;  2025-07-01 10:20:15;  2025-07-01 10:25:57;  2025-07-01 10:50:25;  2025-07-01 10:56:05;  2025-07-01 11:20:17;  2025-07-01 11:26:07;  2025-07-01 11:50:00;  2025-07-01 11:56:17;  2025-07-01 12:20:41;  2025-07-01 12:26:05;  2025-07-01 12:49:40;  2025-07-01 12:56:22;  2025-07-01 13:20:48;  2025-07-01 13:25:45;  2025-07-01 13:49:35;  2025-07-01 13:55:42;  2025-07-01 14:19:29;  2025-07-01 14:28:54;  2025-07-01 14:52:06;  2025-07-01 14:56:23;  2025-07-01 15:21:48;  2025-07-01 15:27:46;  2025-07-01 15:51:36;  2025-07-01 15:57:45;  2025-07-01 16:22:06;  2025-07-01 16:27:24;  2025-07-01 16:50:51;  2025-07-01 16:56:46;  2025-07-01 17:21:49;  2025-07-01 17:26:19;  2025-07-01 17:51:07;  2025-07-01 17:56:56;  2025-07-01 18:21:25;  2025-07-01 18:28:34;  2025-07-01 18:50:52;  2025-07-01 18:56:12;  2025-07-01 19:21:07;  2025-07-01 19:25:59;  2025-07-01 19:50:58;  2025-07-01 19:55:57;  2025-07-01 20:21:17;  2025-07-01 20:25:56;  2025-07-01 20:51:06;  2025-07-01 20:56:42;  2025-07-01 21:20:39;  2025-07-01 21:26:57;  2025-07-01 21:50:28
    Bussigny, Vieux-Four;      8581921;  DEPARTURE_REAL;  2025-07-01 06:19:29;  2025-07-01 06:25:43;  2025-07-01 06:50:20;  2025-07-01 06:55:56;  2025-07-01 07:20:41;  2025-07-01 07:25:42;  2025-07-01 07:51:13;  2025-07-01 07:55:45;  2025-07-01 08:20:17;  2025-07-01 08:26:17;  2025-07-01 08:53:17;  2025-07-01 08:57:17;  2025-07-01 09:20:19;  2025-07-01 09:25:34;  2025-07-01 09:50:39;  2025-07-01 09:55:47;  2025-07-01 10:20:15;  2025-07-01 10:25:57;  2025-07-01 10:50:48;  2025-07-01 10:56:05;  2025-07-01 11:20:27;  2025-07-01 11:26:19;  2025-07-01 11:50:31;  2025-07-01 11:56:17;  2025-07-01 12:21:03;  2025-07-01 12:26:05;  2025-07-01 12:49:50;  2025-07-01 12:56:22;  2025-07-01 13:20:59;  2025-07-01 13:25:45;  2025-07-01 13:49:57;  2025-07-01 13:55:42;  2025-07-01 14:19:49;  2025-07-01 14:28:54;  2025-07-01 14:52:37;  2025-07-01 14:56:33;  2025-07-01 15:22:07;  2025-07-01 15:27:46;  2025-07-01 15:51:57;  2025-07-01 15:57:45;  2025-07-01 16:22:23;  2025-07-01 16:27:44;  2025-07-01 16:51:12;  2025-07-01 16:56:46;  2025-07-01 17:22:17;  2025-07-01 17:26:19;  2025-07-01 17:51:15;  2025-07-01 17:57:34;  2025-07-01 18:21:25;  2025-07-01 18:28:35;  2025-07-01 18:51:10;  2025-07-01 18:56:12;  2025-07-01 19:21:26;  2025-07-01 19:26:08;  2025-07-01 19:51:23;  2025-07-01 19:55:57;  2025-07-01 20:21:33;  2025-07-01 20:26:14;  2025-07-01 20:51:24;  2025-07-01 20:56:42;  2025-07-01 21:21:00;  2025-07-01 21:26:57;  2025-07-01 21:51:00
     Bussigny, Condémine;      8581916;    ARRIVAL_REAL;  2025-07-01 06:20:36;                     ;  2025-07-01 06:51:21;                     ;  2025-07-01 07:21:41;                     ;  2025-07-01 07:52:04;                     ;  2025-07-01 08:21:17;                     ;  2025-07-01 08:54:26;                     ;  2025-07-01 09:21:13;                     ;  2025-07-01 09:51:39;                     ;  2025-07-01 10:21:15;                     ;  2025-07-01 10:51:48;                     ;  2025-07-01 11:21:35;                     ;  2025-07-01 11:51:24;                     ;  2025-07-01 12:21:50;                     ;  2025-07-01 12:50:40;                     ;  2025-07-01 13:22:02;                     ;  2025-07-01 13:50:57;                     ;  2025-07-01 14:20:42;                     ;  2025-07-01 14:53:36;                     ;  2025-07-01 15:23:03;                     ;  2025-07-01 15:52:39;                     ;  2025-07-01 16:23:30;                     ;  2025-07-01 16:51:55;                     ;  2025-07-01 17:23:11;                     ;  2025-07-01 17:52:25;                     ;  2025-07-01 18:22:45;                     ;  2025-07-01 18:52:04;                     ;  2025-07-01 19:22:23;                     ;  2025-07-01 19:52:12;                     ;  2025-07-01 20:22:37;                     ;  2025-07-01 20:52:30;                     ;  2025-07-01 21:21:49;                     ;  2025-07-01 21:51:48
     Bussigny, Condémine;      8581916;  DEPARTURE_REAL;  2025-07-01 06:20:36;                     ;  2025-07-01 06:51:21;                     ;  2025-07-01 07:21:56;                     ;  2025-07-01 07:52:26;                     ;  2025-07-01 08:21:37;                     ;  2025-07-01 08:55:09;                     ;  2025-07-01 09:21:13;                     ;  2025-07-01 09:51:57;                     ;  2025-07-01 10:21:28;                     ;  2025-07-01 10:51:48;                     ;  2025-07-01 11:21:45;                     ;  2025-07-01 11:51:37;                     ;  2025-07-01 12:22:03;                     ;  2025-07-01 12:50:40;                     ;  2025-07-01 13:22:19;                     ;  2025-07-01 13:51:17;                     ;  2025-07-01 14:20:42;                     ;  2025-07-01 14:53:36;                     ;  2025-07-01 15:23:19;                     ;  2025-07-01 15:52:39;                     ;  2025-07-01 16:23:42;                     ;  2025-07-01 16:52:10;                     ;  2025-07-01 17:23:11;                     ;  2025-07-01 17:52:25;                     ;  2025-07-01 18:22:45;                     ;  2025-07-01 18:52:10;                     ;  2025-07-01 19:22:40;                     ;  2025-07-01 19:52:12;                     ;  2025-07-01 20:22:37;                     ;  2025-07-01 20:52:30;                     ;  2025-07-01 21:21:49;                     ;  2025-07-01 21:51:48
       Bussigny, Cocagne;      8594177;    ARRIVAL_REAL;  2025-07-01 06:21:14;                     ;  2025-07-01 06:52:03;                     ;  2025-07-01 07:22:38;                     ;  2025-07-01 07:53:20;                     ;  2025-07-01 08:22:12;                     ;  2025-07-01 08:55:41;                     ;  2025-07-01 09:21:44;                     ;  2025-07-01 09:52:44;                     ;  2025-07-01 10:22:13;                     ;  2025-07-01 10:52:40;                     ;  2025-07-01 11:22:27;                     ;  2025-07-01 11:52:17;                     ;  2025-07-01 12:22:41;                     ;  2025-07-01 12:51:20;                     ;  2025-07-01 13:23:07;                     ;  2025-07-01 13:51:57;                     ;  2025-07-01 14:21:13;                     ;  2025-07-01 14:54:11;                     ;  2025-07-01 15:23:53;                     ;  2025-07-01 15:53:10;                     ;  2025-07-01 16:24:24;                     ;  2025-07-01 16:52:42;                     ;  2025-07-01 17:23:51;                     ;  2025-07-01 17:53:19;                     ;  2025-07-01 18:23:45;                     ;  2025-07-01 18:53:03;                     ;  2025-07-01 19:23:24;                     ;  2025-07-01 19:52:46;                     ;  2025-07-01 20:23:33;                     ;  2025-07-01 20:53:01;                     ;  2025-07-01 21:22:26;                     ;  2025-07-01 21:52:16
       Bussigny, Cocagne;      8594177;  DEPARTURE_REAL;  2025-07-01 06:21:36;                     ;  2025-07-01 06:52:55;                     ;  2025-07-01 07:22:52;                     ;  2025-07-01 07:53:42;                     ;  2025-07-01 08:22:31;                     ;  2025-07-01 08:55:41;                     ;  2025-07-01 09:22:42;                     ;  2025-07-01 09:53:09;                     ;  2025-07-01 10:23:19;                     ;  2025-07-01 10:53:07;                     ;  2025-07-01 11:22:45;                     ;  2025-07-01 11:52:17;                     ;  2025-07-01 12:23:00;                     ;  2025-07-01 12:51:40;                     ;  2025-07-01 13:23:33;                     ;  2025-07-01 13:51:57;                     ;  2025-07-01 14:26:11;                     ;  2025-07-01 14:54:29;                     ;  2025-07-01 15:24:06;                     ;  2025-07-01 15:53:37;                     ;  2025-07-01 16:24:47;                     ;  2025-07-01 16:53:00;                     ;  2025-07-01 17:24:11;                     ;  2025-07-01 17:53:35;                     ;  2025-07-01 18:25:54;                     ;  2025-07-01 18:53:22;                     ;  2025-07-01 19:23:35;                     ;  2025-07-01 19:52:46;                     ;  2025-07-01 20:23:33;                     ;  2025-07-01 20:53:01;                     ;  2025-07-01 21:22:40;                     ;  2025-07-01 21:52:43
       Bussigny, Sullens;      8581924;    ARRIVAL_REAL;  2025-07-01 06:22:46;                     ;  2025-07-01 06:53:44;                     ;  2025-07-01 07:23:32;                     ;  2025-07-01 07:54:18;                     ;  2025-07-01 08:23:03;                     ;  2025-07-01 08:56:14;                     ;  2025-07-01 09:23:35;                     ;  2025-07-01 09:53:57;                     ;  2025-07-01 10:24:02;                     ;  2025-07-01 10:53:48;                     ;  2025-07-01 11:23:30;                     ;  2025-07-01 11:52:56;                     ;  2025-07-01 12:23:44;                     ;  2025-07-01 12:52:20;                     ;  2025-07-01 13:24:03;                     ;  2025-07-01 13:52:57;                     ;  2025-07-01 14:26:53;                     ;  2025-07-01 14:55:12;                     ;  2025-07-01 15:24:48;                     ;  2025-07-01 15:54:09;                     ;  2025-07-01 16:25:40;                     ;  2025-07-01 16:53:43;                     ;  2025-07-01 17:25:02;                     ;  2025-07-01 17:54:23;                     ;  2025-07-01 18:26:52;                     ;  2025-07-01 18:54:01;                     ;  2025-07-01 19:24:22;                     ;  2025-07-01 19:53:24;                     ;  2025-07-01 20:24:02;                     ;  2025-07-01 20:53:44;                     ;  2025-07-01 21:23:21;                     ;  2025-07-01 21:53:19
       Bussigny, Sullens;      8581924;  DEPARTURE_REAL;  2025-07-01 06:23:22;                     ;  2025-07-01 06:53:44;                     ;  2025-07-01 07:23:58;                     ;  2025-07-01 07:54:18;                     ;  2025-07-01 08:23:25;                     ;  2025-07-01 08:56:15;                     ;  2025-07-01 09:23:35;                     ;  2025-07-01 09:54:16;                     ;  2025-07-01 10:24:02;                     ;  2025-07-01 10:53:48;                     ;  2025-07-01 11:23:52;                     ;  2025-07-01 11:52:56;                     ;  2025-07-01 12:23:44;                     ;  2025-07-01 12:52:20;                     ;  2025-07-01 13:24:19;                     ;  2025-07-01 13:53:08;                     ;  2025-07-01 14:26:53;                     ;  2025-07-01 14:55:12;                     ;  2025-07-01 15:24:48;                     ;  2025-07-01 15:54:27;                     ;  2025-07-01 16:25:46;                     ;  2025-07-01 16:54:10;                     ;  2025-07-01 17:25:02;                     ;  2025-07-01 17:54:38;                     ;  2025-07-01 18:27:10;                     ;  2025-07-01 18:54:24;                     ;  2025-07-01 19:24:22;                     ;  2025-07-01 19:53:41;                     ;  2025-07-01 20:24:02;                     ;  2025-07-01 20:53:55;                     ;  2025-07-01 21:23:21;                     ;  2025-07-01 21:53:19
       Bussigny, Riettaz;      8581922;    ARRIVAL_REAL;  2025-07-01 06:23:46;                     ;  2025-07-01 06:54:15;                     ;  2025-07-01 07:24:27;                     ;  2025-07-01 07:55:18;                     ;  2025-07-01 08:24:04;                     ;  2025-07-01 08:57:15;                     ;  2025-07-01 09:24:02;                     ;  2025-07-01 09:54:32;                     ;  2025-07-01 10:24:29;                     ;  2025-07-01 10:54:33;                     ;  2025-07-01 11:24:24;                     ;  2025-07-01 11:53:46;                     ;  2025-07-01 12:24:01;                     ;  2025-07-01 12:53:04;                     ;  2025-07-01 13:25:19;                     ;  2025-07-01 13:53:37;                     ;  2025-07-01 14:27:53;                     ;  2025-07-01 14:56:12;                     ;  2025-07-01 15:25:48;                     ;  2025-07-01 15:55:27;                     ;  2025-07-01 16:26:46;                     ;  2025-07-01 16:54:25;                     ;  2025-07-01 17:26:02;                     ;  2025-07-01 17:55:38;                     ;  2025-07-01 18:28:10;                     ;  2025-07-01 18:55:24;                     ;  2025-07-01 19:24:44;                     ;  2025-07-01 19:54:00;                     ;  2025-07-01 20:25:02;                     ;  2025-07-01 20:54:55;                     ;  2025-07-01 21:23:56;                     ;  2025-07-01 21:54:11
       Bussigny, Riettaz;      8581922;  DEPARTURE_REAL;                     ;  2025-07-01 06:24:47;                     ;  2025-07-01 06:55:00;                     ;  2025-07-01 07:25:00;                     ;  2025-07-01 07:55:05;                     ;  2025-07-01 08:25:00;                     ;  2025-07-01 08:56:35;                     ;  2025-07-01 09:24:52;                     ;  2025-07-01 09:55:02;                     ;  2025-07-01 10:25:09;                     ;  2025-07-01 10:55:07;                     ;  2025-07-01 11:25:25;                     ;  2025-07-01 11:55:37;                     ;  2025-07-01 12:25:21;                     ;  2025-07-01 12:55:40;                     ;  2025-07-01 13:25:00;                     ;  2025-07-01 13:55:00;                     ;  2025-07-01 14:28:12;                     ;  2025-07-01 14:55:41;                     ;  2025-07-01 15:27:06;                     ;  2025-07-01 15:57:03;                     ;  2025-07-01 16:26:42;                     ;  2025-07-01 16:56:02;                     ;  2025-07-01 17:25:37;                     ;  2025-07-01 17:56:14;                     ;  2025-07-01 18:27:53;                     ;  2025-07-01 18:55:30;                     ;  2025-07-01 19:25:00;                     ;  2025-07-01 19:55:15;                     ;  2025-07-01 20:25:13;                     ;  2025-07-01 20:56:00;                     ;  2025-07-01 21:26:15;                     
