  index  ; Renens VD, gare nord ; Crissier, Jura ; Crissier, Zinguerie ; Crissier, Marcolet ; Crissier, Mongevon ; Crissier, Lentillières ; Crissier, Feleire ; Crissier, Closalet ; Count ; Direction 
  Route_A;                   Yes;             Yes;                  Yes;                 Yes;                 Yes;                     Yes;                Yes;                 Yes;    206;         RO
