           STOP_NAME           ; STOP_NUMBER ;   EVENT   ;     85:151:3053     ;     85:151:3109     ;     85:151:3081     ;     85:151:3143     ;     85:151:3137     ;     85:151:3054     ;     85:151:3162     ;     85:151:3082     ;     85:151:3110     ;     85:151:3138     ;     85:151:3144     ;     85:151:3163     ;     85:151:3055     ;     85:151:3083     ;     85:151:3111     ;     85:151:3139     ;     85:151:3145     ;     85:151:3164     ;     85:151:3056     ;     85:151:3189     ;     85:151:3084     ;     85:151:3112     ;     85:151:3140     ;     85:151:3146     ;     85:151:3165     ;     85:151:3057     ;     85:151:3190     ;     85:151:3085     ;     85:151:3113     ;     85:151:3147     ;     85:151:3166     ;     85:151:3058     ;     85:151:3191     ;     85:151:3086     ;     85:151:3114     ;     85:151:3167     ;     85:151:3148     ;     85:151:3192     ;     85:151:3059     ;     85:151:3115     ;     85:151:3087     ;     85:151:3149     ;     85:151:3168     ;     85:151:3060     ;     85:151:3193     ;     85:151:3088     ;     85:151:3116     ;     85:151:3169     ;     85:151:3150     ;     85:151:3194     ;     85:151:3061     ;     85:151:3117     ;     85:151:3089     ;     85:151:3170     ;     85:151:3151     ;     85:151:3062     ;     85:151:3195     ;     85:151:3090     ;     85:151:3118     ;     85:151:3171     ;     85:151:3152     ;     85:151:3196     ;     85:151:3063     ;     85:151:3091     ;     85:151:3119     ;     85:151:3153     ;     85:151:3172     ;     85:151:3064     ;     85:151:3197     ;     85:151:3092     ;     85:151:3120     ;     85:151:3173     ;     85:151:3154     ;     85:151:3198     ;     85:151:3065     ;     85:151:3121     ;     85:151:3093     ;     85:151:3155     ;     85:151:3174     ;     85:151:3199     ;     85:151:3066     ;     85:151:3122     ;     85:151:3094     ;     85:151:3156     ;     85:151:3175     ;     85:151:3209     ;     85:151:3200     ;     85:151:3067     ;     85:151:3123     ;     85:151:3095     ;     85:151:3157     ;     85:151:3176     ;     85:151:3210     ;     85:151:3201     ;     85:151:3068     ;     85:151:3124     ;     85:151:3096     ;     85:151:3158     ;     85:151:3177     ;     85:151:3211     ;     85:151:3202     ;     85:151:3069     ;     85:151:3125     ;     85:151:3097     ;     85:151:3159     ;     85:151:3212     ;     85:151:3178     ;     85:151:3070     ;     85:151:3203     ;     85:151:3098     ;     85:151:3126     ;     85:151:3179     ;     85:151:3213     ;     85:151:3204     ;     85:151:3071     ;     85:151:3127     ;     85:151:3099     ;     85:151:3214     ;     85:151:3180     ;     85:151:3072     ;     85:151:3205     ;     85:151:3100     ;     85:151:3128     ;     85:151:3181     ;     85:151:3215     ;     85:151:3206     ;     85:151:3073     ;     85:151:3129     ;     85:151:3101     ;     85:151:3216     ;     85:151:3182     ;     85:151:3074     ;     85:151:3130     ;     85:151:3102     ;     85:151:3217     ;     85:151:3183     ;     85:151:3075     ;     85:151:3131     ;     85:151:3103     ;     85:151:3218     ;     85:151:3184     ;     85:151:3076     ;     85:151:3132     ;     85:151:3104     ;     85:151:3219     ;     85:151:3185     ;     85:151:3077     ;     85:151:3133     ;     85:151:3105     ;     85:151:3220     ;     85:151:3186     ;     85:151:3078     ;     85:151:3134     ;     85:151:3106     
     St-Sulpice VD, Venoge nord;      8594988;    ARRIVAL;                     ;  2025-07-01 05:51:00;                     ;  2025-07-01 06:06:00;                     ;  2025-07-01 06:21:00;                     ;  2025-07-01 06:39:00;                     ;  2025-07-01 06:54:00;                     ;  2025-07-01 07:09:00;                     ;                     ;  2025-07-01 07:26:00;                     ;  2025-07-01 07:45:00;                     ;  2025-07-01 08:00:00;                     ;  2025-07-01 08:16:00;                     ;  2025-07-01 08:31:00;                     ;  2025-07-01 08:44:00;                     ;  2025-07-01 08:58:00;                     ;  2025-07-01 09:12:00;  2025-07-01 09:25:00;                     ;  2025-07-01 09:39:00;                     ;  2025-07-01 09:54:00;                     ;  2025-07-01 10:09:00;                     ;  2025-07-01 10:24:00;                     ;  2025-07-01 10:39:00;                     ;  2025-07-01 10:54:00;                     ;  2025-07-01 11:09:00;                     ;  2025-07-01 11:24:00;                     ;  2025-07-01 11:39:00;                     ;  2025-07-01 11:54:00;                     ;  2025-07-01 12:12:00;                     ;                     ;  2025-07-01 12:28:00;  2025-07-01 12:42:00;                     ;  2025-07-01 12:55:00;                     ;  2025-07-01 13:09:00;                     ;  2025-07-01 13:24:00;                     ;                     ;  2025-07-01 13:39:00;  2025-07-01 13:54:00;                     ;  2025-07-01 14:09:00;                     ;  2025-07-01 14:24:00;                     ;  2025-07-01 14:39:00;                     ;  2025-07-01 14:54:00;                     ;  2025-07-01 15:09:00;                     ;  2025-07-01 15:25:00;                     ;                     ;  2025-07-01 15:41:00;                     ;  2025-07-01 15:56:00;                     ;  2025-07-01 16:12:00;                     ;  2025-07-01 16:27:00;                     ;  2025-07-01 16:45:00;                     ;  2025-07-01 17:03:00;                     ;  2025-07-01 17:18:00;                     ;  2025-07-01 17:33:00;                     ;  2025-07-01 17:49:00;                     ;  2025-07-01 18:04:00;                     ;  2025-07-01 18:19:00;                     ;  2025-07-01 18:32:00;                     ;  2025-07-01 18:44:00;  2025-07-01 18:58:00;                     ;  2025-07-01 19:12:00;                     ;  2025-07-01 19:26:00;                     ;  2025-07-01 19:40:00;                     ;  2025-07-01 19:55:00;                     ;  2025-07-01 20:09:00;                     ;  2025-07-01 20:24:00;                     ;  2025-07-01 20:37:00;                     ;  2025-07-01 20:52:00;                     ;  2025-07-01 21:06:00;                     ;  2025-07-01 21:19:00;                     ;  2025-07-01 21:35:00;                     ;  2025-07-01 21:50:00;                     ;  2025-07-01 22:06:00;                     ;  2025-07-01 22:20:00;                     ;  2025-07-01 22:34:00;                     ;  2025-07-01 22:49:00;                     ;  2025-07-01 23:04:00;                     ;  2025-07-01 23:17:00;                     ;  2025-07-01 23:32:00;                     ;  2025-07-01 23:47:00;                     ;  2025-08-01 00:02:00;                     ;  2025-08-01 00:16:00;                     ;  2025-08-01 00:31:00;                     ;  2025-08-01 00:46:00
     St-Sulpice VD, Venoge nord;      8594988;  DEPARTURE;  2025-07-01 05:06:00;                     ;  2025-07-01 05:21:00;                     ;  2025-07-01 05:36:00;                     ;  2025-07-01 05:51:00;                     ;  2025-07-01 06:06:00;                     ;  2025-07-01 06:19:00;                     ;  2025-07-01 06:31:00;  2025-07-01 06:45:00;                     ;  2025-07-01 07:00:00;                     ;  2025-07-01 07:14:00;                     ;  2025-07-01 07:29:00;                     ;  2025-07-01 07:44:00;                     ;  2025-07-01 07:59:00;                     ;  2025-07-01 08:13:00;                     ;  2025-07-01 08:29:00;                     ;                     ;  2025-07-01 08:48:00;                     ;  2025-07-01 09:03:00;                     ;  2025-07-01 09:18:00;                     ;  2025-07-01 09:33:00;                     ;  2025-07-01 09:48:00;                     ;  2025-07-01 10:03:00;                     ;  2025-07-01 10:18:00;                     ;  2025-07-01 10:33:00;                     ;  2025-07-01 10:48:00;                     ;  2025-07-01 11:03:00;                     ;  2025-07-01 11:18:00;                     ;  2025-07-01 11:31:00;  2025-07-01 11:45:00;                     ;                     ;  2025-07-01 12:01:00;                     ;  2025-07-01 12:18:00;                     ;  2025-07-01 12:33:00;                     ;  2025-07-01 12:48:00;  2025-07-01 13:00:00;                     ;                     ;  2025-07-01 13:15:00;                     ;  2025-07-01 13:33:00;                     ;  2025-07-01 13:48:00;                     ;  2025-07-01 14:03:00;                     ;  2025-07-01 14:18:00;                     ;  2025-07-01 14:33:00;                     ;  2025-07-01 14:46:00;  2025-07-01 15:00:00;                     ;  2025-07-01 15:14:00;                     ;  2025-07-01 15:29:00;                     ;  2025-07-01 15:43:00;                     ;  2025-07-01 15:57:00;                     ;  2025-07-01 16:12:00;                     ;  2025-07-01 16:27:00;                     ;  2025-07-01 16:42:00;                     ;  2025-07-01 16:56:00;                     ;  2025-07-01 17:11:00;                     ;  2025-07-01 17:27:00;                     ;  2025-07-01 17:44:00;                     ;  2025-07-01 18:00:00;                     ;                     ;  2025-07-01 18:16:00;                     ;  2025-07-01 18:32:00;                     ;  2025-07-01 18:49:00;                     ;  2025-07-01 19:05:00;                     ;  2025-07-01 19:20:00;                     ;  2025-07-01 19:36:00;                     ;  2025-07-01 19:51:00;                     ;  2025-07-01 20:06:00;                     ;  2025-07-01 20:22:00;                     ;  2025-07-01 20:37:00;                     ;  2025-07-01 20:53:00;                     ;  2025-07-01 21:08:00;                     ;  2025-07-01 21:23:00;                     ;  2025-07-01 21:38:00;                     ;  2025-07-01 21:54:00;                     ;  2025-07-01 22:09:00;                     ;  2025-07-01 22:24:00;                     ;  2025-07-01 22:39:00;                     ;  2025-07-01 22:55:00;                     ;  2025-07-01 23:10:00;                     ;  2025-07-01 23:25:00;                     ;  2025-07-01 23:40:00;                     ;  2025-07-01 23:53:00;                     ;  2025-08-01 00:08:00;                     
    Ecublens VD, Champs-Courbes;      8591959;    ARRIVAL;  2025-07-01 05:06:00;  2025-07-01 05:48:00;  2025-07-01 05:21:00;  2025-07-01 06:03:00;  2025-07-01 05:36:00;  2025-07-01 06:18:00;  2025-07-01 05:51:00;  2025-07-01 06:36:00;  2025-07-01 06:06:00;  2025-07-01 06:51:00;  2025-07-01 06:19:00;  2025-07-01 07:06:00;  2025-07-01 06:31:00;  2025-07-01 06:45:00;  2025-07-01 07:23:00;  2025-07-01 07:00:00;  2025-07-01 07:42:00;  2025-07-01 07:14:00;  2025-07-01 07:57:00;  2025-07-01 07:29:00;  2025-07-01 08:13:00;  2025-07-01 07:44:00;  2025-07-01 08:29:00;  2025-07-01 07:59:00;  2025-07-01 08:41:00;  2025-07-01 08:13:00;  2025-07-01 08:55:00;  2025-07-01 08:29:00;  2025-07-01 09:09:00;  2025-07-01 09:22:00;  2025-07-01 08:48:00;  2025-07-01 09:36:00;  2025-07-01 09:03:00;  2025-07-01 09:51:00;  2025-07-01 09:18:00;  2025-07-01 10:06:00;  2025-07-01 09:33:00;  2025-07-01 10:21:00;  2025-07-01 09:48:00;  2025-07-01 10:36:00;  2025-07-01 10:03:00;  2025-07-01 10:51:00;  2025-07-01 10:18:00;  2025-07-01 11:06:00;  2025-07-01 10:33:00;  2025-07-01 11:21:00;  2025-07-01 10:48:00;  2025-07-01 11:36:00;  2025-07-01 11:03:00;  2025-07-01 11:51:00;  2025-07-01 11:18:00;  2025-07-01 12:09:00;  2025-07-01 11:31:00;  2025-07-01 11:45:00;  2025-07-01 12:25:00;  2025-07-01 12:39:00;  2025-07-01 12:01:00;  2025-07-01 12:52:00;  2025-07-01 12:18:00;  2025-07-01 13:06:00;  2025-07-01 12:33:00;  2025-07-01 13:21:00;  2025-07-01 12:48:00;  2025-07-01 13:00:00;  2025-07-01 13:36:00;  2025-07-01 13:51:00;  2025-07-01 13:15:00;  2025-07-01 14:06:00;  2025-07-01 13:33:00;  2025-07-01 14:21:00;  2025-07-01 13:48:00;  2025-07-01 14:36:00;  2025-07-01 14:03:00;  2025-07-01 14:51:00;  2025-07-01 14:18:00;  2025-07-01 15:06:00;  2025-07-01 14:33:00;  2025-07-01 15:22:00;  2025-07-01 14:46:00;  2025-07-01 15:00:00;  2025-07-01 15:38:00;  2025-07-01 15:14:00;  2025-07-01 15:53:00;  2025-07-01 15:29:00;  2025-07-01 16:09:00;  2025-07-01 15:43:00;  2025-07-01 16:24:00;  2025-07-01 15:57:00;  2025-07-01 16:42:00;  2025-07-01 16:12:00;  2025-07-01 17:00:00;  2025-07-01 16:27:00;  2025-07-01 17:15:00;  2025-07-01 16:42:00;  2025-07-01 17:30:00;  2025-07-01 16:56:00;  2025-07-01 17:46:00;  2025-07-01 17:11:00;  2025-07-01 18:01:00;  2025-07-01 17:27:00;  2025-07-01 18:16:00;  2025-07-01 17:44:00;  2025-07-01 18:29:00;  2025-07-01 18:00:00;  2025-07-01 18:42:00;  2025-07-01 18:55:00;  2025-07-01 18:16:00;  2025-07-01 19:09:00;  2025-07-01 18:32:00;  2025-07-01 19:23:00;  2025-07-01 18:49:00;  2025-07-01 19:37:00;  2025-07-01 19:05:00;  2025-07-01 19:52:00;  2025-07-01 19:20:00;  2025-07-01 20:06:00;  2025-07-01 19:36:00;  2025-07-01 20:21:00;  2025-07-01 19:51:00;  2025-07-01 20:34:00;  2025-07-01 20:06:00;  2025-07-01 20:49:00;  2025-07-01 20:22:00;  2025-07-01 21:04:00;  2025-07-01 20:37:00;  2025-07-01 21:18:00;  2025-07-01 20:53:00;  2025-07-01 21:33:00;  2025-07-01 21:08:00;  2025-07-01 21:48:00;  2025-07-01 21:23:00;  2025-07-01 22:04:00;  2025-07-01 21:38:00;  2025-07-01 22:18:00;  2025-07-01 21:54:00;  2025-07-01 22:32:00;  2025-07-01 22:09:00;  2025-07-01 22:47:00;  2025-07-01 22:24:00;  2025-07-01 23:02:00;  2025-07-01 22:39:00;  2025-07-01 23:15:00;  2025-07-01 22:55:00;  2025-07-01 23:30:00;  2025-07-01 23:10:00;  2025-07-01 23:45:00;  2025-07-01 23:25:00;  2025-08-01 00:00:00;  2025-07-01 23:40:00;  2025-08-01 00:15:00;  2025-07-01 23:53:00;  2025-08-01 00:30:00;  2025-08-01 00:08:00;  2025-08-01 00:45:00
    Ecublens VD, Champs-Courbes;      8591959;  DEPARTURE;  2025-07-01 05:06:00;  2025-07-01 05:48:00;  2025-07-01 05:21:00;  2025-07-01 06:03:00;  2025-07-01 05:36:00;  2025-07-01 06:18:00;  2025-07-01 05:51:00;  2025-07-01 06:36:00;  2025-07-01 06:06:00;  2025-07-01 06:51:00;  2025-07-01 06:19:00;  2025-07-01 07:06:00;  2025-07-01 06:31:00;  2025-07-01 06:45:00;  2025-07-01 07:23:00;  2025-07-01 07:00:00;  2025-07-01 07:42:00;  2025-07-01 07:14:00;  2025-07-01 07:57:00;  2025-07-01 07:29:00;  2025-07-01 08:13:00;  2025-07-01 07:44:00;  2025-07-01 08:29:00;  2025-07-01 07:59:00;  2025-07-01 08:41:00;  2025-07-01 08:13:00;  2025-07-01 08:55:00;  2025-07-01 08:29:00;  2025-07-01 09:09:00;  2025-07-01 09:22:00;  2025-07-01 08:48:00;  2025-07-01 09:36:00;  2025-07-01 09:03:00;  2025-07-01 09:51:00;  2025-07-01 09:18:00;  2025-07-01 10:06:00;  2025-07-01 09:33:00;  2025-07-01 10:21:00;  2025-07-01 09:48:00;  2025-07-01 10:36:00;  2025-07-01 10:03:00;  2025-07-01 10:51:00;  2025-07-01 10:18:00;  2025-07-01 11:06:00;  2025-07-01 10:33:00;  2025-07-01 11:21:00;  2025-07-01 10:48:00;  2025-07-01 11:36:00;  2025-07-01 11:03:00;  2025-07-01 11:51:00;  2025-07-01 11:18:00;  2025-07-01 12:09:00;  2025-07-01 11:31:00;  2025-07-01 11:45:00;  2025-07-01 12:25:00;  2025-07-01 12:39:00;  2025-07-01 12:01:00;  2025-07-01 12:52:00;  2025-07-01 12:18:00;  2025-07-01 13:06:00;  2025-07-01 12:33:00;  2025-07-01 13:21:00;  2025-07-01 12:48:00;  2025-07-01 13:00:00;  2025-07-01 13:36:00;  2025-07-01 13:51:00;  2025-07-01 13:15:00;  2025-07-01 14:06:00;  2025-07-01 13:33:00;  2025-07-01 14:21:00;  2025-07-01 13:48:00;  2025-07-01 14:36:00;  2025-07-01 14:03:00;  2025-07-01 14:51:00;  2025-07-01 14:18:00;  2025-07-01 15:06:00;  2025-07-01 14:33:00;  2025-07-01 15:22:00;  2025-07-01 14:46:00;  2025-07-01 15:00:00;  2025-07-01 15:38:00;  2025-07-01 15:14:00;  2025-07-01 15:53:00;  2025-07-01 15:29:00;  2025-07-01 16:09:00;  2025-07-01 15:43:00;  2025-07-01 16:24:00;  2025-07-01 15:57:00;  2025-07-01 16:42:00;  2025-07-01 16:12:00;  2025-07-01 17:00:00;  2025-07-01 16:27:00;  2025-07-01 17:15:00;  2025-07-01 16:42:00;  2025-07-01 17:30:00;  2025-07-01 16:56:00;  2025-07-01 17:46:00;  2025-07-01 17:11:00;  2025-07-01 18:01:00;  2025-07-01 17:27:00;  2025-07-01 18:16:00;  2025-07-01 17:44:00;  2025-07-01 18:29:00;  2025-07-01 18:00:00;  2025-07-01 18:42:00;  2025-07-01 18:55:00;  2025-07-01 18:16:00;  2025-07-01 19:09:00;  2025-07-01 18:32:00;  2025-07-01 19:23:00;  2025-07-01 18:49:00;  2025-07-01 19:37:00;  2025-07-01 19:05:00;  2025-07-01 19:52:00;  2025-07-01 19:20:00;  2025-07-01 20:06:00;  2025-07-01 19:36:00;  2025-07-01 20:21:00;  2025-07-01 19:51:00;  2025-07-01 20:34:00;  2025-07-01 20:06:00;  2025-07-01 20:49:00;  2025-07-01 20:22:00;  2025-07-01 21:04:00;  2025-07-01 20:37:00;  2025-07-01 21:18:00;  2025-07-01 20:53:00;  2025-07-01 21:33:00;  2025-07-01 21:08:00;  2025-07-01 21:48:00;  2025-07-01 21:23:00;  2025-07-01 22:04:00;  2025-07-01 21:38:00;  2025-07-01 22:18:00;  2025-07-01 21:54:00;  2025-07-01 22:32:00;  2025-07-01 22:09:00;  2025-07-01 22:47:00;  2025-07-01 22:24:00;  2025-07-01 23:02:00;  2025-07-01 22:39:00;  2025-07-01 23:15:00;  2025-07-01 22:55:00;  2025-07-01 23:30:00;  2025-07-01 23:10:00;  2025-07-01 23:45:00;  2025-07-01 23:25:00;  2025-08-01 00:00:00;  2025-07-01 23:40:00;  2025-08-01 00:15:00;  2025-07-01 23:53:00;  2025-08-01 00:30:00;  2025-08-01 00:08:00;  2025-08-01 00:45:00
          Ecublens VD, Montaney;      8594890;    ARRIVAL;  2025-07-01 05:07:00;  2025-07-01 05:48:00;  2025-07-01 05:22:00;  2025-07-01 06:03:00;  2025-07-01 05:37:00;  2025-07-01 06:18:00;  2025-07-01 05:52:00;  2025-07-01 06:36:00;  2025-07-01 06:07:00;  2025-07-01 06:51:00;  2025-07-01 06:20:00;  2025-07-01 07:06:00;  2025-07-01 06:32:00;  2025-07-01 06:46:00;  2025-07-01 07:23:00;  2025-07-01 07:01:00;  2025-07-01 07:42:00;  2025-07-01 07:15:00;  2025-07-01 07:57:00;  2025-07-01 07:30:00;  2025-07-01 08:13:00;  2025-07-01 07:45:00;  2025-07-01 08:29:00;  2025-07-01 08:00:00;  2025-07-01 08:41:00;  2025-07-01 08:14:00;  2025-07-01 08:55:00;  2025-07-01 08:30:00;  2025-07-01 09:09:00;  2025-07-01 09:22:00;  2025-07-01 08:49:00;  2025-07-01 09:36:00;  2025-07-01 09:04:00;  2025-07-01 09:51:00;  2025-07-01 09:19:00;  2025-07-01 10:06:00;  2025-07-01 09:34:00;  2025-07-01 10:21:00;  2025-07-01 09:49:00;  2025-07-01 10:36:00;  2025-07-01 10:04:00;  2025-07-01 10:51:00;  2025-07-01 10:19:00;  2025-07-01 11:06:00;  2025-07-01 10:34:00;  2025-07-01 11:21:00;  2025-07-01 10:49:00;  2025-07-01 11:36:00;  2025-07-01 11:04:00;  2025-07-01 11:51:00;  2025-07-01 11:19:00;  2025-07-01 12:09:00;  2025-07-01 11:32:00;  2025-07-01 11:46:00;  2025-07-01 12:25:00;  2025-07-01 12:39:00;  2025-07-01 12:02:00;  2025-07-01 12:52:00;  2025-07-01 12:19:00;  2025-07-01 13:06:00;  2025-07-01 12:34:00;  2025-07-01 13:21:00;  2025-07-01 12:49:00;  2025-07-01 13:01:00;  2025-07-01 13:36:00;  2025-07-01 13:51:00;  2025-07-01 13:16:00;  2025-07-01 14:06:00;  2025-07-01 13:34:00;  2025-07-01 14:21:00;  2025-07-01 13:49:00;  2025-07-01 14:36:00;  2025-07-01 14:04:00;  2025-07-01 14:51:00;  2025-07-01 14:19:00;  2025-07-01 15:06:00;  2025-07-01 14:34:00;  2025-07-01 15:22:00;  2025-07-01 14:47:00;  2025-07-01 15:01:00;  2025-07-01 15:38:00;  2025-07-01 15:15:00;  2025-07-01 15:53:00;  2025-07-01 15:30:00;  2025-07-01 16:09:00;  2025-07-01 15:44:00;  2025-07-01 16:24:00;  2025-07-01 15:58:00;  2025-07-01 16:42:00;  2025-07-01 16:13:00;  2025-07-01 17:00:00;  2025-07-01 16:28:00;  2025-07-01 17:15:00;  2025-07-01 16:43:00;  2025-07-01 17:30:00;  2025-07-01 16:57:00;  2025-07-01 17:46:00;  2025-07-01 17:12:00;  2025-07-01 18:01:00;  2025-07-01 17:28:00;  2025-07-01 18:16:00;  2025-07-01 17:45:00;  2025-07-01 18:29:00;  2025-07-01 18:01:00;  2025-07-01 18:42:00;  2025-07-01 18:55:00;  2025-07-01 18:17:00;  2025-07-01 19:09:00;  2025-07-01 18:33:00;  2025-07-01 19:23:00;  2025-07-01 18:50:00;  2025-07-01 19:37:00;  2025-07-01 19:06:00;  2025-07-01 19:52:00;  2025-07-01 19:21:00;  2025-07-01 20:06:00;  2025-07-01 19:37:00;  2025-07-01 20:21:00;  2025-07-01 19:52:00;  2025-07-01 20:34:00;  2025-07-01 20:07:00;  2025-07-01 20:49:00;  2025-07-01 20:23:00;  2025-07-01 21:03:00;  2025-07-01 20:38:00;  2025-07-01 21:17:00;  2025-07-01 20:54:00;  2025-07-01 21:32:00;  2025-07-01 21:09:00;  2025-07-01 21:47:00;  2025-07-01 21:24:00;  2025-07-01 22:03:00;  2025-07-01 21:39:00;  2025-07-01 22:17:00;  2025-07-01 21:55:00;  2025-07-01 22:31:00;  2025-07-01 22:10:00;  2025-07-01 22:46:00;  2025-07-01 22:25:00;  2025-07-01 23:01:00;  2025-07-01 22:40:00;  2025-07-01 23:14:00;  2025-07-01 22:56:00;  2025-07-01 23:29:00;  2025-07-01 23:11:00;  2025-07-01 23:44:00;  2025-07-01 23:26:00;  2025-07-01 23:59:00;  2025-07-01 23:41:00;  2025-08-01 00:14:00;  2025-07-01 23:54:00;  2025-08-01 00:29:00;  2025-08-01 00:09:00;  2025-08-01 00:44:00
          Ecublens VD, Montaney;      8594890;  DEPARTURE;  2025-07-01 05:07:00;  2025-07-01 05:48:00;  2025-07-01 05:22:00;  2025-07-01 06:03:00;  2025-07-01 05:37:00;  2025-07-01 06:18:00;  2025-07-01 05:52:00;  2025-07-01 06:36:00;  2025-07-01 06:07:00;  2025-07-01 06:51:00;  2025-07-01 06:20:00;  2025-07-01 07:06:00;  2025-07-01 06:32:00;  2025-07-01 06:46:00;  2025-07-01 07:23:00;  2025-07-01 07:01:00;  2025-07-01 07:42:00;  2025-07-01 07:15:00;  2025-07-01 07:57:00;  2025-07-01 07:30:00;  2025-07-01 08:13:00;  2025-07-01 07:45:00;  2025-07-01 08:29:00;  2025-07-01 08:00:00;  2025-07-01 08:41:00;  2025-07-01 08:14:00;  2025-07-01 08:55:00;  2025-07-01 08:30:00;  2025-07-01 09:09:00;  2025-07-01 09:22:00;  2025-07-01 08:49:00;  2025-07-01 09:36:00;  2025-07-01 09:04:00;  2025-07-01 09:51:00;  2025-07-01 09:19:00;  2025-07-01 10:06:00;  2025-07-01 09:34:00;  2025-07-01 10:21:00;  2025-07-01 09:49:00;  2025-07-01 10:36:00;  2025-07-01 10:04:00;  2025-07-01 10:51:00;  2025-07-01 10:19:00;  2025-07-01 11:06:00;  2025-07-01 10:34:00;  2025-07-01 11:21:00;  2025-07-01 10:49:00;  2025-07-01 11:36:00;  2025-07-01 11:04:00;  2025-07-01 11:51:00;  2025-07-01 11:19:00;  2025-07-01 12:09:00;  2025-07-01 11:32:00;  2025-07-01 11:46:00;  2025-07-01 12:25:00;  2025-07-01 12:39:00;  2025-07-01 12:02:00;  2025-07-01 12:52:00;  2025-07-01 12:19:00;  2025-07-01 13:06:00;  2025-07-01 12:34:00;  2025-07-01 13:21:00;  2025-07-01 12:49:00;  2025-07-01 13:01:00;  2025-07-01 13:36:00;  2025-07-01 13:51:00;  2025-07-01 13:16:00;  2025-07-01 14:06:00;  2025-07-01 13:34:00;  2025-07-01 14:21:00;  2025-07-01 13:49:00;  2025-07-01 14:36:00;  2025-07-01 14:04:00;  2025-07-01 14:51:00;  2025-07-01 14:19:00;  2025-07-01 15:06:00;  2025-07-01 14:34:00;  2025-07-01 15:22:00;  2025-07-01 14:47:00;  2025-07-01 15:01:00;  2025-07-01 15:38:00;  2025-07-01 15:15:00;  2025-07-01 15:53:00;  2025-07-01 15:30:00;  2025-07-01 16:09:00;  2025-07-01 15:44:00;  2025-07-01 16:24:00;  2025-07-01 15:58:00;  2025-07-01 16:42:00;  2025-07-01 16:13:00;  2025-07-01 17:00:00;  2025-07-01 16:28:00;  2025-07-01 17:15:00;  2025-07-01 16:43:00;  2025-07-01 17:30:00;  2025-07-01 16:57:00;  2025-07-01 17:46:00;  2025-07-01 17:12:00;  2025-07-01 18:01:00;  2025-07-01 17:28:00;  2025-07-01 18:16:00;  2025-07-01 17:45:00;  2025-07-01 18:29:00;  2025-07-01 18:01:00;  2025-07-01 18:42:00;  2025-07-01 18:55:00;  2025-07-01 18:17:00;  2025-07-01 19:09:00;  2025-07-01 18:33:00;  2025-07-01 19:23:00;  2025-07-01 18:50:00;  2025-07-01 19:37:00;  2025-07-01 19:06:00;  2025-07-01 19:52:00;  2025-07-01 19:21:00;  2025-07-01 20:06:00;  2025-07-01 19:37:00;  2025-07-01 20:21:00;  2025-07-01 19:52:00;  2025-07-01 20:34:00;  2025-07-01 20:07:00;  2025-07-01 20:49:00;  2025-07-01 20:23:00;  2025-07-01 21:03:00;  2025-07-01 20:38:00;  2025-07-01 21:17:00;  2025-07-01 20:54:00;  2025-07-01 21:32:00;  2025-07-01 21:09:00;  2025-07-01 21:47:00;  2025-07-01 21:24:00;  2025-07-01 22:03:00;  2025-07-01 21:39:00;  2025-07-01 22:17:00;  2025-07-01 21:55:00;  2025-07-01 22:31:00;  2025-07-01 22:10:00;  2025-07-01 22:46:00;  2025-07-01 22:25:00;  2025-07-01 23:01:00;  2025-07-01 22:40:00;  2025-07-01 23:14:00;  2025-07-01 22:56:00;  2025-07-01 23:29:00;  2025-07-01 23:11:00;  2025-07-01 23:44:00;  2025-07-01 23:26:00;  2025-07-01 23:59:00;  2025-07-01 23:41:00;  2025-08-01 00:14:00;  2025-07-01 23:54:00;  2025-08-01 00:29:00;  2025-08-01 00:09:00;  2025-08-01 00:44:00
