        STOP_NAME        ; STOP_NUMBER ;   EVENT   ;     85:151:3502     ;     85:151:3503     ;     85:151:3580     ;     85:151:3581     ;     85:151:3504     ;     85:151:3505     ;     85:151:3582     ;     85:151:3583     ;     85:151:3506     ;     85:151:3507     ;     85:151:3584     ;     85:151:3585     ;     85:151:3508     ;     85:151:3509     ;     85:151:3586     ;     85:151:3587     ;     85:151:3510     ;     85:151:3511     ;     85:151:3588     ;     85:151:3589     ;     85:151:3512     ;     85:151:3513     ;     85:151:3590     ;     85:151:3591     ;     85:151:3514     ;     85:151:3515     ;     85:151:3592     ;     85:151:3593     ;     85:151:3516     ;     85:151:3517     ;     85:151:3594     ;     85:151:3595     ;     85:151:3518     ;     85:151:3519     ;     85:151:3596     ;     85:151:3597     ;     85:151:3520     ;     85:151:3521     ;     85:151:3598     ;     85:151:3599     ;     85:151:3522     ;     85:151:3523     ;     85:151:3600     ;     85:151:3601     ;     85:151:3524     ;     85:151:3525     ;     85:151:3602     ;     85:151:3603     ;     85:151:3526     ;     85:151:3527     ;     85:151:3604     ;     85:151:3605     ;     85:151:3528     ;     85:151:3529     ;     85:151:3606     ;     85:151:3607     ;     85:151:3530     ;     85:151:3531     ;     85:151:3608     ;     85:151:3609     ;     85:151:3532     ;     85:151:3533     ;     85:151:3610     ;     85:151:3611     ;     85:151:3534     ;     85:151:3535     ;     85:151:3612     ;     85:151:3613     ;     85:151:3536     ;     85:151:3537     ;     85:151:3614     ;     85:151:3615     ;     85:151:3538     ;     85:151:3539     ;     85:151:3616     ;     85:151:3617     ;     85:151:3540     ;     85:151:3541     ;     85:151:3618     ;     85:151:3619     ;     85:151:3542     ;     85:151:3543     ;     85:151:3620     ;     85:151:3621     ;     85:151:3544     ;     85:151:3545     ;     85:151:3622     ;     85:151:3623     ;     85:151:3546     ;     85:151:3547     ;     85:151:3624     ;     85:151:3625     ;     85:151:3548     ;     85:151:3549     ;     85:151:3626     ;     85:151:3627     ;     85:151:3550     ;     85:151:3551     ;     85:151:3628     ;     85:151:3629     ;     85:151:3552     ;     85:151:3553     ;     85:151:3630     ;     85:151:3631     ;     85:151:3554     ;     85:151:3555     ;     85:151:3632     ;     85:151:3633     ;     85:151:3556     ;     85:151:3557     ;     85:151:3634     ;     85:151:3635     ;     85:151:3558     ;     85:151:3559     ;     85:151:3636     ;     85:151:3637     ;     85:151:3560     ;     85:151:3561     ;     85:151:3638     ;     85:151:3639     ;     85:151:3562     ;     85:151:3563     ;     85:151:3640     ;     85:151:3641     ;     85:151:3564     ;     85:151:3565     ;     85:151:3566     ;     85:151:3567     ;     85:151:3568     ;     85:151:3569     ;     85:151:3570     ;     85:151:3571     ;     85:151:3572     ;     85:151:3573     ;     85:151:3574     ;     85:151:3575     ;     85:151:3576     ;     85:151:3577     
           Prilly, église;      8592178;    ARRIVAL;                     ;  2025-07-01 05:44:00;                     ;  2025-07-01 05:59:00;                     ;  2025-07-01 06:14:00;                     ;  2025-07-01 06:30:00;                     ;  2025-07-01 06:45:00;                     ;  2025-07-01 07:00:00;                     ;  2025-07-01 07:18:00;                     ;  2025-07-01 07:33:00;                     ;  2025-07-01 07:48:00;                     ;  2025-07-01 08:03:00;                     ;  2025-07-01 08:18:00;                     ;  2025-07-01 08:33:00;                     ;  2025-07-01 08:48:00;                     ;  2025-07-01 09:02:00;                     ;  2025-07-01 09:17:00;                     ;  2025-07-01 09:32:00;                     ;  2025-07-01 09:47:00;                     ;  2025-07-01 10:02:00;                     ;  2025-07-01 10:17:00;                     ;  2025-07-01 10:32:00;                     ;  2025-07-01 10:47:00;                     ;  2025-07-01 11:02:00;                     ;  2025-07-01 11:17:00;                     ;  2025-07-01 11:32:00;                     ;  2025-07-01 11:47:00;                     ;  2025-07-01 12:03:00;                     ;  2025-07-01 12:17:00;                     ;  2025-07-01 12:32:00;                     ;  2025-07-01 12:47:00;                     ;  2025-07-01 13:02:00;                     ;  2025-07-01 13:17:00;                     ;  2025-07-01 13:32:00;                     ;  2025-07-01 13:47:00;                     ;  2025-07-01 14:02:00;                     ;  2025-07-01 14:17:00;                     ;  2025-07-01 14:32:00;                     ;  2025-07-01 14:47:00;                     ;  2025-07-01 15:02:00;                     ;  2025-07-01 15:17:00;                     ;  2025-07-01 15:32:00;                     ;  2025-07-01 15:48:00;                     ;  2025-07-01 16:03:00;                     ;  2025-07-01 16:20:00;                     ;  2025-07-01 16:35:00;                     ;  2025-07-01 16:50:00;                     ;  2025-07-01 17:05:00;                     ;  2025-07-01 17:20:00;                     ;  2025-07-01 17:35:00;                     ;  2025-07-01 17:50:00;                     ;  2025-07-01 18:05:00;                     ;  2025-07-01 18:18:00;                     ;  2025-07-01 18:32:00;                     ;  2025-07-01 18:47:00;                     ;  2025-07-01 19:02:00;                     ;  2025-07-01 19:17:00;                     ;  2025-07-01 19:32:00;                     ;  2025-07-01 19:47:00;                     ;  2025-07-01 20:02:00;                     ;  2025-07-01 20:16:00;                     ;  2025-07-01 20:31:00;                     ;  2025-07-01 20:46:00;                     ;  2025-07-01 21:01:00;                     ;  2025-07-01 21:15:00;                     ;  2025-07-01 21:49:00;                     ;  2025-07-01 22:19:00;                     ;  2025-07-01 22:49:00;                     ;  2025-07-01 23:19:00;                     ;  2025-07-01 23:48:00;                     ;  2025-08-01 00:18:00
           Prilly, église;      8592178;  DEPARTURE;  2025-07-01 05:26:00;                     ;  2025-07-01 05:41:00;                     ;  2025-07-01 05:56:00;                     ;  2025-07-01 06:11:00;                     ;  2025-07-01 06:26:00;                     ;  2025-07-01 06:41:00;                     ;  2025-07-01 06:56:00;                     ;  2025-07-01 07:11:00;                     ;  2025-07-01 07:26:00;                     ;  2025-07-01 07:41:00;                     ;  2025-07-01 07:56:00;                     ;  2025-07-01 08:11:00;                     ;  2025-07-01 08:26:00;                     ;  2025-07-01 08:41:00;                     ;  2025-07-01 08:56:00;                     ;  2025-07-01 09:11:00;                     ;  2025-07-01 09:26:00;                     ;  2025-07-01 09:41:00;                     ;  2025-07-01 09:56:00;                     ;  2025-07-01 10:11:00;                     ;  2025-07-01 10:26:00;                     ;  2025-07-01 10:41:00;                     ;  2025-07-01 10:56:00;                     ;  2025-07-01 11:11:00;                     ;  2025-07-01 11:26:00;                     ;  2025-07-01 11:41:00;                     ;  2025-07-01 11:56:00;                     ;  2025-07-01 12:11:00;                     ;  2025-07-01 12:26:00;                     ;  2025-07-01 12:41:00;                     ;  2025-07-01 12:56:00;                     ;  2025-07-01 13:11:00;                     ;  2025-07-01 13:26:00;                     ;  2025-07-01 13:41:00;                     ;  2025-07-01 13:56:00;                     ;  2025-07-01 14:11:00;                     ;  2025-07-01 14:26:00;                     ;  2025-07-01 14:41:00;                     ;  2025-07-01 14:56:00;                     ;  2025-07-01 15:11:00;                     ;  2025-07-01 15:26:00;                     ;  2025-07-01 15:41:00;                     ;  2025-07-01 15:56:00;                     ;  2025-07-01 16:11:00;                     ;  2025-07-01 16:26:00;                     ;  2025-07-01 16:41:00;                     ;  2025-07-01 16:56:00;                     ;  2025-07-01 17:11:00;                     ;  2025-07-01 17:26:00;                     ;  2025-07-01 17:41:00;                     ;  2025-07-01 17:56:00;                     ;  2025-07-01 18:11:00;                     ;  2025-07-01 18:26:00;                     ;  2025-07-01 18:41:00;                     ;  2025-07-01 18:56:00;                     ;  2025-07-01 19:11:00;                     ;  2025-07-01 19:26:00;                     ;  2025-07-01 19:41:00;                     ;  2025-07-01 19:56:00;                     ;  2025-07-01 20:11:00;                     ;  2025-07-01 20:26:00;                     ;  2025-07-01 20:41:00;                     ;  2025-07-01 20:57:00;                     ;  2025-07-01 21:31:00;                     ;  2025-07-01 22:01:00;                     ;  2025-07-01 22:31:00;                     ;  2025-07-01 23:01:00;                     ;  2025-07-01 23:31:00;                     ;  2025-08-01 00:01:00;                     
  Renens VD, Bourg-Dessus;      8592206;    ARRIVAL;  2025-07-01 05:27:00;  2025-07-01 05:42:00;  2025-07-01 05:42:00;  2025-07-01 05:57:00;  2025-07-01 05:57:00;  2025-07-01 06:12:00;  2025-07-01 06:13:00;  2025-07-01 06:28:00;  2025-07-01 06:28:00;  2025-07-01 06:43:00;  2025-07-01 06:43:00;  2025-07-01 06:58:00;  2025-07-01 06:58:00;  2025-07-01 07:16:00;  2025-07-01 07:13:00;  2025-07-01 07:31:00;  2025-07-01 07:28:00;  2025-07-01 07:46:00;  2025-07-01 07:43:00;  2025-07-01 08:01:00;  2025-07-01 07:58:00;  2025-07-01 08:16:00;  2025-07-01 08:13:00;  2025-07-01 08:31:00;  2025-07-01 08:28:00;  2025-07-01 08:46:00;  2025-07-01 08:43:00;  2025-07-01 09:00:00;  2025-07-01 08:58:00;  2025-07-01 09:15:00;  2025-07-01 09:13:00;  2025-07-01 09:30:00;  2025-07-01 09:28:00;  2025-07-01 09:45:00;  2025-07-01 09:43:00;  2025-07-01 10:00:00;  2025-07-01 09:58:00;  2025-07-01 10:15:00;  2025-07-01 10:13:00;  2025-07-01 10:30:00;  2025-07-01 10:28:00;  2025-07-01 10:45:00;  2025-07-01 10:43:00;  2025-07-01 11:00:00;  2025-07-01 10:58:00;  2025-07-01 11:15:00;  2025-07-01 11:13:00;  2025-07-01 11:30:00;  2025-07-01 11:28:00;  2025-07-01 11:45:00;  2025-07-01 11:43:00;  2025-07-01 12:01:00;  2025-07-01 11:58:00;  2025-07-01 12:15:00;  2025-07-01 12:13:00;  2025-07-01 12:30:00;  2025-07-01 12:28:00;  2025-07-01 12:45:00;  2025-07-01 12:43:00;  2025-07-01 13:00:00;  2025-07-01 12:58:00;  2025-07-01 13:15:00;  2025-07-01 13:13:00;  2025-07-01 13:30:00;  2025-07-01 13:28:00;  2025-07-01 13:45:00;  2025-07-01 13:43:00;  2025-07-01 14:00:00;  2025-07-01 13:58:00;  2025-07-01 14:15:00;  2025-07-01 14:13:00;  2025-07-01 14:30:00;  2025-07-01 14:28:00;  2025-07-01 14:45:00;  2025-07-01 14:43:00;  2025-07-01 15:00:00;  2025-07-01 14:58:00;  2025-07-01 15:15:00;  2025-07-01 15:13:00;  2025-07-01 15:30:00;  2025-07-01 15:28:00;  2025-07-01 15:46:00;  2025-07-01 15:43:00;  2025-07-01 16:01:00;  2025-07-01 15:58:00;  2025-07-01 16:18:00;  2025-07-01 16:13:00;  2025-07-01 16:33:00;  2025-07-01 16:28:00;  2025-07-01 16:48:00;  2025-07-01 16:43:00;  2025-07-01 17:03:00;  2025-07-01 16:58:00;  2025-07-01 17:18:00;  2025-07-01 17:13:00;  2025-07-01 17:33:00;  2025-07-01 17:28:00;  2025-07-01 17:48:00;  2025-07-01 17:43:00;  2025-07-01 18:03:00;  2025-07-01 17:58:00;  2025-07-01 18:16:00;  2025-07-01 18:13:00;  2025-07-01 18:30:00;  2025-07-01 18:28:00;  2025-07-01 18:45:00;  2025-07-01 18:43:00;  2025-07-01 19:00:00;  2025-07-01 18:58:00;  2025-07-01 19:15:00;  2025-07-01 19:13:00;  2025-07-01 19:30:00;  2025-07-01 19:28:00;  2025-07-01 19:45:00;  2025-07-01 19:43:00;  2025-07-01 20:00:00;  2025-07-01 19:58:00;  2025-07-01 20:14:00;  2025-07-01 20:13:00;  2025-07-01 20:29:00;  2025-07-01 20:28:00;  2025-07-01 20:44:00;  2025-07-01 20:43:00;  2025-07-01 20:59:00;  2025-07-01 20:59:00;  2025-07-01 21:13:00;  2025-07-01 21:33:00;  2025-07-01 21:47:00;  2025-07-01 22:03:00;  2025-07-01 22:17:00;  2025-07-01 22:33:00;  2025-07-01 22:47:00;  2025-07-01 23:03:00;  2025-07-01 23:17:00;  2025-07-01 23:32:00;  2025-07-01 23:46:00;  2025-08-01 00:02:00;  2025-08-01 00:16:00
  Renens VD, Bourg-Dessus;      8592206;  DEPARTURE;  2025-07-01 05:27:00;  2025-07-01 05:42:00;  2025-07-01 05:42:00;  2025-07-01 05:57:00;  2025-07-01 05:57:00;  2025-07-01 06:12:00;  2025-07-01 06:13:00;  2025-07-01 06:28:00;  2025-07-01 06:28:00;  2025-07-01 06:43:00;  2025-07-01 06:43:00;  2025-07-01 06:58:00;  2025-07-01 06:58:00;  2025-07-01 07:16:00;  2025-07-01 07:13:00;  2025-07-01 07:31:00;  2025-07-01 07:28:00;  2025-07-01 07:46:00;  2025-07-01 07:43:00;  2025-07-01 08:01:00;  2025-07-01 07:58:00;  2025-07-01 08:16:00;  2025-07-01 08:13:00;  2025-07-01 08:31:00;  2025-07-01 08:28:00;  2025-07-01 08:46:00;  2025-07-01 08:43:00;  2025-07-01 09:00:00;  2025-07-01 08:58:00;  2025-07-01 09:15:00;  2025-07-01 09:13:00;  2025-07-01 09:30:00;  2025-07-01 09:28:00;  2025-07-01 09:45:00;  2025-07-01 09:43:00;  2025-07-01 10:00:00;  2025-07-01 09:58:00;  2025-07-01 10:15:00;  2025-07-01 10:13:00;  2025-07-01 10:30:00;  2025-07-01 10:28:00;  2025-07-01 10:45:00;  2025-07-01 10:43:00;  2025-07-01 11:00:00;  2025-07-01 10:58:00;  2025-07-01 11:15:00;  2025-07-01 11:13:00;  2025-07-01 11:30:00;  2025-07-01 11:28:00;  2025-07-01 11:45:00;  2025-07-01 11:43:00;  2025-07-01 12:01:00;  2025-07-01 11:58:00;  2025-07-01 12:15:00;  2025-07-01 12:13:00;  2025-07-01 12:30:00;  2025-07-01 12:28:00;  2025-07-01 12:45:00;  2025-07-01 12:43:00;  2025-07-01 13:00:00;  2025-07-01 12:58:00;  2025-07-01 13:15:00;  2025-07-01 13:13:00;  2025-07-01 13:30:00;  2025-07-01 13:28:00;  2025-07-01 13:45:00;  2025-07-01 13:43:00;  2025-07-01 14:00:00;  2025-07-01 13:58:00;  2025-07-01 14:15:00;  2025-07-01 14:13:00;  2025-07-01 14:30:00;  2025-07-01 14:28:00;  2025-07-01 14:45:00;  2025-07-01 14:43:00;  2025-07-01 15:00:00;  2025-07-01 14:58:00;  2025-07-01 15:15:00;  2025-07-01 15:13:00;  2025-07-01 15:30:00;  2025-07-01 15:28:00;  2025-07-01 15:46:00;  2025-07-01 15:43:00;  2025-07-01 16:01:00;  2025-07-01 15:58:00;  2025-07-01 16:18:00;  2025-07-01 16:13:00;  2025-07-01 16:33:00;  2025-07-01 16:28:00;  2025-07-01 16:48:00;  2025-07-01 16:43:00;  2025-07-01 17:03:00;  2025-07-01 16:58:00;  2025-07-01 17:18:00;  2025-07-01 17:13:00;  2025-07-01 17:33:00;  2025-07-01 17:28:00;  2025-07-01 17:48:00;  2025-07-01 17:43:00;  2025-07-01 18:03:00;  2025-07-01 17:58:00;  2025-07-01 18:16:00;  2025-07-01 18:13:00;  2025-07-01 18:30:00;  2025-07-01 18:28:00;  2025-07-01 18:45:00;  2025-07-01 18:43:00;  2025-07-01 19:00:00;  2025-07-01 18:58:00;  2025-07-01 19:15:00;  2025-07-01 19:13:00;  2025-07-01 19:30:00;  2025-07-01 19:28:00;  2025-07-01 19:45:00;  2025-07-01 19:43:00;  2025-07-01 20:00:00;  2025-07-01 19:58:00;  2025-07-01 20:14:00;  2025-07-01 20:13:00;  2025-07-01 20:29:00;  2025-07-01 20:28:00;  2025-07-01 20:44:00;  2025-07-01 20:43:00;  2025-07-01 20:59:00;  2025-07-01 20:59:00;  2025-07-01 21:13:00;  2025-07-01 21:33:00;  2025-07-01 21:47:00;  2025-07-01 22:03:00;  2025-07-01 22:17:00;  2025-07-01 22:33:00;  2025-07-01 22:47:00;  2025-07-01 23:03:00;  2025-07-01 23:17:00;  2025-07-01 23:32:00;  2025-07-01 23:46:00;  2025-08-01 00:02:00;  2025-08-01 00:16:00
       Renens VD, Follieu;      8592212;    ARRIVAL;  2025-07-01 05:28:00;  2025-07-01 05:41:00;  2025-07-01 05:43:00;  2025-07-01 05:56:00;  2025-07-01 05:58:00;  2025-07-01 06:11:00;  2025-07-01 06:14:00;  2025-07-01 06:27:00;  2025-07-01 06:29:00;  2025-07-01 06:42:00;  2025-07-01 06:44:00;  2025-07-01 06:57:00;  2025-07-01 06:59:00;  2025-07-01 07:14:00;  2025-07-01 07:14:00;  2025-07-01 07:29:00;  2025-07-01 07:29:00;  2025-07-01 07:44:00;  2025-07-01 07:44:00;  2025-07-01 07:59:00;  2025-07-01 07:59:00;  2025-07-01 08:14:00;  2025-07-01 08:14:00;  2025-07-01 08:29:00;  2025-07-01 08:29:00;  2025-07-01 08:44:00;  2025-07-01 08:44:00;  2025-07-01 08:59:00;  2025-07-01 08:59:00;  2025-07-01 09:14:00;  2025-07-01 09:14:00;  2025-07-01 09:29:00;  2025-07-01 09:29:00;  2025-07-01 09:44:00;  2025-07-01 09:44:00;  2025-07-01 09:59:00;  2025-07-01 09:59:00;  2025-07-01 10:14:00;  2025-07-01 10:14:00;  2025-07-01 10:29:00;  2025-07-01 10:29:00;  2025-07-01 10:44:00;  2025-07-01 10:44:00;  2025-07-01 10:59:00;  2025-07-01 10:59:00;  2025-07-01 11:14:00;  2025-07-01 11:14:00;  2025-07-01 11:29:00;  2025-07-01 11:29:00;  2025-07-01 11:44:00;  2025-07-01 11:44:00;  2025-07-01 11:59:00;  2025-07-01 11:59:00;  2025-07-01 12:14:00;  2025-07-01 12:14:00;  2025-07-01 12:29:00;  2025-07-01 12:29:00;  2025-07-01 12:44:00;  2025-07-01 12:44:00;  2025-07-01 12:59:00;  2025-07-01 12:59:00;  2025-07-01 13:14:00;  2025-07-01 13:14:00;  2025-07-01 13:29:00;  2025-07-01 13:29:00;  2025-07-01 13:44:00;  2025-07-01 13:44:00;  2025-07-01 13:59:00;  2025-07-01 13:59:00;  2025-07-01 14:14:00;  2025-07-01 14:14:00;  2025-07-01 14:29:00;  2025-07-01 14:29:00;  2025-07-01 14:44:00;  2025-07-01 14:44:00;  2025-07-01 14:59:00;  2025-07-01 14:59:00;  2025-07-01 15:14:00;  2025-07-01 15:14:00;  2025-07-01 15:29:00;  2025-07-01 15:29:00;  2025-07-01 15:44:00;  2025-07-01 15:44:00;  2025-07-01 15:59:00;  2025-07-01 15:59:00;  2025-07-01 16:16:00;  2025-07-01 16:14:00;  2025-07-01 16:31:00;  2025-07-01 16:29:00;  2025-07-01 16:46:00;  2025-07-01 16:44:00;  2025-07-01 17:01:00;  2025-07-01 16:59:00;  2025-07-01 17:16:00;  2025-07-01 17:14:00;  2025-07-01 17:31:00;  2025-07-01 17:29:00;  2025-07-01 17:46:00;  2025-07-01 17:44:00;  2025-07-01 18:01:00;  2025-07-01 17:59:00;  2025-07-01 18:14:00;  2025-07-01 18:14:00;  2025-07-01 18:29:00;  2025-07-01 18:29:00;  2025-07-01 18:44:00;  2025-07-01 18:44:00;  2025-07-01 18:59:00;  2025-07-01 18:59:00;  2025-07-01 19:14:00;  2025-07-01 19:14:00;  2025-07-01 19:29:00;  2025-07-01 19:29:00;  2025-07-01 19:44:00;  2025-07-01 19:44:00;  2025-07-01 19:59:00;  2025-07-01 19:59:00;  2025-07-01 20:13:00;  2025-07-01 20:14:00;  2025-07-01 20:28:00;  2025-07-01 20:29:00;  2025-07-01 20:43:00;  2025-07-01 20:44:00;  2025-07-01 20:58:00;  2025-07-01 21:00:00;  2025-07-01 21:12:00;  2025-07-01 21:34:00;  2025-07-01 21:46:00;  2025-07-01 22:04:00;  2025-07-01 22:16:00;  2025-07-01 22:34:00;  2025-07-01 22:46:00;  2025-07-01 23:04:00;  2025-07-01 23:16:00;  2025-07-01 23:33:00;  2025-07-01 23:45:00;  2025-08-01 00:03:00;  2025-08-01 00:15:00
       Renens VD, Follieu;      8592212;  DEPARTURE;  2025-07-01 05:28:00;  2025-07-01 05:41:00;  2025-07-01 05:43:00;  2025-07-01 05:56:00;  2025-07-01 05:58:00;  2025-07-01 06:11:00;  2025-07-01 06:14:00;  2025-07-01 06:27:00;  2025-07-01 06:29:00;  2025-07-01 06:42:00;  2025-07-01 06:44:00;  2025-07-01 06:57:00;  2025-07-01 06:59:00;  2025-07-01 07:14:00;  2025-07-01 07:14:00;  2025-07-01 07:29:00;  2025-07-01 07:29:00;  2025-07-01 07:44:00;  2025-07-01 07:44:00;  2025-07-01 07:59:00;  2025-07-01 07:59:00;  2025-07-01 08:14:00;  2025-07-01 08:14:00;  2025-07-01 08:29:00;  2025-07-01 08:29:00;  2025-07-01 08:44:00;  2025-07-01 08:44:00;  2025-07-01 08:59:00;  2025-07-01 08:59:00;  2025-07-01 09:14:00;  2025-07-01 09:14:00;  2025-07-01 09:29:00;  2025-07-01 09:29:00;  2025-07-01 09:44:00;  2025-07-01 09:44:00;  2025-07-01 09:59:00;  2025-07-01 09:59:00;  2025-07-01 10:14:00;  2025-07-01 10:14:00;  2025-07-01 10:29:00;  2025-07-01 10:29:00;  2025-07-01 10:44:00;  2025-07-01 10:44:00;  2025-07-01 10:59:00;  2025-07-01 10:59:00;  2025-07-01 11:14:00;  2025-07-01 11:14:00;  2025-07-01 11:29:00;  2025-07-01 11:29:00;  2025-07-01 11:44:00;  2025-07-01 11:44:00;  2025-07-01 11:59:00;  2025-07-01 11:59:00;  2025-07-01 12:14:00;  2025-07-01 12:14:00;  2025-07-01 12:29:00;  2025-07-01 12:29:00;  2025-07-01 12:44:00;  2025-07-01 12:44:00;  2025-07-01 12:59:00;  2025-07-01 12:59:00;  2025-07-01 13:14:00;  2025-07-01 13:14:00;  2025-07-01 13:29:00;  2025-07-01 13:29:00;  2025-07-01 13:44:00;  2025-07-01 13:44:00;  2025-07-01 13:59:00;  2025-07-01 13:59:00;  2025-07-01 14:14:00;  2025-07-01 14:14:00;  2025-07-01 14:29:00;  2025-07-01 14:29:00;  2025-07-01 14:44:00;  2025-07-01 14:44:00;  2025-07-01 14:59:00;  2025-07-01 14:59:00;  2025-07-01 15:14:00;  2025-07-01 15:14:00;  2025-07-01 15:29:00;  2025-07-01 15:29:00;  2025-07-01 15:44:00;  2025-07-01 15:44:00;  2025-07-01 15:59:00;  2025-07-01 15:59:00;  2025-07-01 16:16:00;  2025-07-01 16:14:00;  2025-07-01 16:31:00;  2025-07-01 16:29:00;  2025-07-01 16:46:00;  2025-07-01 16:44:00;  2025-07-01 17:01:00;  2025-07-01 16:59:00;  2025-07-01 17:16:00;  2025-07-01 17:14:00;  2025-07-01 17:31:00;  2025-07-01 17:29:00;  2025-07-01 17:46:00;  2025-07-01 17:44:00;  2025-07-01 18:01:00;  2025-07-01 17:59:00;  2025-07-01 18:14:00;  2025-07-01 18:14:00;  2025-07-01 18:29:00;  2025-07-01 18:29:00;  2025-07-01 18:44:00;  2025-07-01 18:44:00;  2025-07-01 18:59:00;  2025-07-01 18:59:00;  2025-07-01 19:14:00;  2025-07-01 19:14:00;  2025-07-01 19:29:00;  2025-07-01 19:29:00;  2025-07-01 19:44:00;  2025-07-01 19:44:00;  2025-07-01 19:59:00;  2025-07-01 19:59:00;  2025-07-01 20:13:00;  2025-07-01 20:14:00;  2025-07-01 20:28:00;  2025-07-01 20:29:00;  2025-07-01 20:43:00;  2025-07-01 20:44:00;  2025-07-01 20:58:00;  2025-07-01 21:00:00;  2025-07-01 21:12:00;  2025-07-01 21:34:00;  2025-07-01 21:46:00;  2025-07-01 22:04:00;  2025-07-01 22:16:00;  2025-07-01 22:34:00;  2025-07-01 22:46:00;  2025-07-01 23:04:00;  2025-07-01 23:16:00;  2025-07-01 23:33:00;  2025-07-01 23:45:00;  2025-08-01 00:03:00;  2025-08-01 00:15:00
        Renens VD, Borjod;      8592205;    ARRIVAL;  2025-07-01 05:29:00;  2025-07-01 05:39:00;  2025-07-01 05:44:00;  2025-07-01 05:54:00;  2025-07-01 05:59:00;  2025-07-01 06:09:00;  2025-07-01 06:15:00;  2025-07-01 06:25:00;  2025-07-01 06:30:00;  2025-07-01 06:40:00;  2025-07-01 06:45:00;  2025-07-01 06:55:00;  2025-07-01 07:00:00;  2025-07-01 07:13:00;  2025-07-01 07:15:00;  2025-07-01 07:28:00;  2025-07-01 07:30:00;  2025-07-01 07:43:00;  2025-07-01 07:45:00;  2025-07-01 07:58:00;  2025-07-01 08:00:00;  2025-07-01 08:13:00;  2025-07-01 08:15:00;  2025-07-01 08:28:00;  2025-07-01 08:30:00;  2025-07-01 08:43:00;  2025-07-01 08:45:00;  2025-07-01 08:57:00;  2025-07-01 09:00:00;  2025-07-01 09:12:00;  2025-07-01 09:15:00;  2025-07-01 09:27:00;  2025-07-01 09:30:00;  2025-07-01 09:42:00;  2025-07-01 09:45:00;  2025-07-01 09:57:00;  2025-07-01 10:00:00;  2025-07-01 10:12:00;  2025-07-01 10:15:00;  2025-07-01 10:27:00;  2025-07-01 10:30:00;  2025-07-01 10:42:00;  2025-07-01 10:45:00;  2025-07-01 10:57:00;  2025-07-01 11:00:00;  2025-07-01 11:12:00;  2025-07-01 11:15:00;  2025-07-01 11:27:00;  2025-07-01 11:30:00;  2025-07-01 11:42:00;  2025-07-01 11:45:00;  2025-07-01 11:58:00;  2025-07-01 12:00:00;  2025-07-01 12:12:00;  2025-07-01 12:15:00;  2025-07-01 12:27:00;  2025-07-01 12:30:00;  2025-07-01 12:42:00;  2025-07-01 12:45:00;  2025-07-01 12:57:00;  2025-07-01 13:00:00;  2025-07-01 13:12:00;  2025-07-01 13:15:00;  2025-07-01 13:27:00;  2025-07-01 13:30:00;  2025-07-01 13:42:00;  2025-07-01 13:45:00;  2025-07-01 13:57:00;  2025-07-01 14:00:00;  2025-07-01 14:12:00;  2025-07-01 14:15:00;  2025-07-01 14:27:00;  2025-07-01 14:30:00;  2025-07-01 14:42:00;  2025-07-01 14:45:00;  2025-07-01 14:57:00;  2025-07-01 15:00:00;  2025-07-01 15:12:00;  2025-07-01 15:15:00;  2025-07-01 15:27:00;  2025-07-01 15:30:00;  2025-07-01 15:43:00;  2025-07-01 15:45:00;  2025-07-01 15:58:00;  2025-07-01 16:00:00;  2025-07-01 16:15:00;  2025-07-01 16:15:00;  2025-07-01 16:30:00;  2025-07-01 16:30:00;  2025-07-01 16:45:00;  2025-07-01 16:45:00;  2025-07-01 17:00:00;  2025-07-01 17:00:00;  2025-07-01 17:15:00;  2025-07-01 17:15:00;  2025-07-01 17:30:00;  2025-07-01 17:30:00;  2025-07-01 17:45:00;  2025-07-01 17:45:00;  2025-07-01 18:00:00;  2025-07-01 18:00:00;  2025-07-01 18:13:00;  2025-07-01 18:15:00;  2025-07-01 18:27:00;  2025-07-01 18:30:00;  2025-07-01 18:42:00;  2025-07-01 18:45:00;  2025-07-01 18:57:00;  2025-07-01 19:00:00;  2025-07-01 19:12:00;  2025-07-01 19:15:00;  2025-07-01 19:27:00;  2025-07-01 19:30:00;  2025-07-01 19:42:00;  2025-07-01 19:45:00;  2025-07-01 19:57:00;  2025-07-01 20:00:00;  2025-07-01 20:11:00;  2025-07-01 20:15:00;  2025-07-01 20:26:00;  2025-07-01 20:30:00;  2025-07-01 20:41:00;  2025-07-01 20:45:00;  2025-07-01 20:56:00;  2025-07-01 21:01:00;  2025-07-01 21:11:00;  2025-07-01 21:35:00;  2025-07-01 21:45:00;  2025-07-01 22:05:00;  2025-07-01 22:15:00;  2025-07-01 22:35:00;  2025-07-01 22:45:00;  2025-07-01 23:05:00;  2025-07-01 23:15:00;  2025-07-01 23:34:00;  2025-07-01 23:44:00;  2025-08-01 00:04:00;  2025-08-01 00:14:00
