           STOP_NAME            ; STOP_NUMBER ;   EVENT   ;     85:151:2902     ;     85:151:2872     ;     85:151:2957     ;     85:151:2928     ;     85:151:2979     ;     85:151:3008     ;     85:151:2903     ;     85:151:3014     ;     85:151:2873     ;     85:151:2958     ;     85:151:2929     ;     85:151:2980     ;     85:151:2904     ;     85:151:3009     ;     85:151:3015     ;     85:151:3020     ;     85:151:2874     ;     85:151:2959     ;     85:151:2930     ;     85:151:2981     ;     85:151:2905     ;     85:151:3010     ;     85:151:3016     ;     85:151:2875     ;     85:151:3021     ;     85:151:2931     ;     85:151:2960     ;     85:151:2906     ;     85:151:2982     ;     85:151:3017     ;     85:151:3011     ;     85:151:3022     ;     85:151:2876     ;     85:151:2961     ;     85:151:2932     ;     85:151:2907     ;     85:151:2983     ;     85:151:2877     ;     85:151:3023     ;     85:151:2933     ;     85:151:2962     ;     85:151:2908     ;     85:151:2984     ;     85:151:3024     ;     85:151:2878     ;     85:151:2963     ;     85:151:2934     ;     85:151:2985     ;     85:151:2909     ;     85:151:2879     ;     85:151:3025     ;     85:151:2935     ;     85:151:2964     ;     85:151:2986     ;     85:151:2910     ;     85:151:2880     ;     85:151:3026     ;     85:151:2936     ;     85:151:2965     ;     85:151:2911     ;     85:151:2987     ;     85:151:3027     ;     85:151:2881     ;     85:151:2966     ;     85:151:2937     ;     85:151:2988     ;     85:151:2912     ;     85:151:2882     ;     85:151:3028     ;     85:151:2938     ;     85:151:2967     ;     85:151:2989     ;     85:151:2913     ;     85:151:2883     ;     85:151:3029     ;     85:151:2939     ;     85:151:2968     ;     85:151:2914     ;     85:151:2990     ;     85:151:3030     ;     85:151:2884     ;     85:151:2969     ;     85:151:2940     ;     85:151:2991     ;     85:151:2915     ;     85:151:2885     ;     85:151:3031     ;     85:151:2941     ;     85:151:2970     ;     85:151:2916     ;     85:151:2992     ;     85:151:3032     ;     85:151:2886     ;     85:151:3037     ;     85:151:2942     ;     85:151:2971     ;     85:151:2917     ;     85:151:2993     ;     85:151:3033     ;     85:151:2887     ;     85:151:3038     ;     85:151:2943     ;     85:151:2972     ;     85:151:2918     ;     85:151:2994     ;     85:151:3034     ;     85:151:2888     ;     85:151:3039     ;     85:151:2944     ;     85:151:2973     ;     85:151:2919     ;     85:151:2995     ;     85:151:2889     ;     85:151:3040     ;     85:151:2945     ;     85:151:2974     ;     85:151:2920     ;     85:151:2996     ;     85:151:3041     ;     85:151:2890     ;     85:151:2975     ;     85:151:2946     ;     85:151:2997     ;     85:151:2921     ;     85:151:2891     ;     85:151:3042     ;     85:151:2976     ;     85:151:2947     ;     85:151:2998     ;     85:151:2922     ;     85:151:2892     ;     85:151:3043     ;     85:151:2948     ;     85:151:2999     ;     85:151:2923     ;     85:151:2893     ;     85:151:3044     ;     85:151:2949     ;     85:151:3000     ;     85:151:2924     ;     85:151:2894     ;     85:151:3045     ;     85:151:2950     ;     85:151:3001     ;     85:151:2925     ;     85:151:2895     ;     85:151:3046     ;     85:151:2951     ;     85:151:3002     ;     85:151:3047     ;     85:151:2896     ;     85:151:3003     ;     85:151:2952     ;     85:151:2897     ;     85:151:3048     ;     85:151:2953     ;     85:151:3004     ;     85:151:3049     ;     85:151:2898     ;     85:151:3005     ;     85:151:2954     ;     85:151:2899     ;     85:151:3050     
                Prilly, Galicien;      8592049;    ARRIVAL;                     ;  2025-07-01 05:55:00;                     ;  2025-07-01 06:10:00;                     ;                     ;  2025-07-01 06:25:00;  2025-07-01 06:35:00;                     ;  2025-07-01 06:48:00;                     ;  2025-07-01 07:01:00;                     ;  2025-07-01 07:15:00;                     ;                     ;  2025-07-01 07:27:00;                     ;  2025-07-01 07:41:00;                     ;  2025-07-01 07:53:00;                     ;  2025-07-01 08:06:00;                     ;  2025-07-01 08:18:00;                     ;  2025-07-01 08:30:00;                     ;  2025-07-01 08:41:00;                     ;  2025-07-01 08:51:00;                     ;  2025-07-01 09:03:00;                     ;  2025-07-01 09:14:00;  2025-07-01 09:25:00;                     ;                     ;  2025-07-01 09:37:00;                     ;  2025-07-01 09:52:00;                     ;  2025-07-01 10:07:00;                     ;  2025-07-01 10:22:00;                     ;  2025-07-01 10:37:00;                     ;  2025-07-01 10:52:00;                     ;  2025-07-01 11:07:00;                     ;  2025-07-01 11:22:00;  2025-07-01 11:38:00;                     ;  2025-07-01 11:54:00;                     ;  2025-07-01 12:11:00;                     ;  2025-07-01 12:26:00;                     ;  2025-07-01 12:39:00;                     ;  2025-07-01 12:53:00;                     ;  2025-07-01 13:08:00;                     ;  2025-07-01 13:25:00;                     ;  2025-07-01 13:38:00;                     ;                     ;  2025-07-01 13:52:00;                     ;  2025-07-01 14:07:00;                     ;  2025-07-01 14:22:00;                     ;  2025-07-01 14:37:00;                     ;  2025-07-01 14:52:00;                     ;  2025-07-01 15:07:00;                     ;  2025-07-01 15:24:00;                     ;  2025-07-01 15:39:00;                     ;  2025-07-01 15:54:00;                     ;  2025-07-01 16:11:00;                     ;  2025-07-01 16:28:00;                     ;  2025-07-01 16:45:00;                     ;  2025-07-01 17:00:00;                     ;  2025-07-01 17:15:00;                     ;  2025-07-01 17:30:00;                     ;  2025-07-01 17:46:00;                     ;  2025-07-01 18:00:00;                     ;  2025-07-01 18:14:00;                     ;  2025-07-01 18:25:00;                     ;  2025-07-01 18:39:00;                     ;                     ;  2025-07-01 18:54:00;                     ;  2025-07-01 19:08:00;                     ;  2025-07-01 19:21:00;                     ;  2025-07-01 19:36:00;                     ;  2025-07-01 19:50:00;                     ;  2025-07-01 20:05:00;                     ;  2025-07-01 20:19:00;  2025-07-01 20:26:00;                     ;  2025-07-01 20:37:00;                     ;  2025-07-01 20:52:00;                     ;  2025-07-01 21:07:00;                     ;  2025-07-01 21:21:00;                     ;  2025-07-01 21:36:00;                     ;  2025-07-01 21:51:00;                     ;  2025-07-01 22:06:00;                     ;  2025-07-01 22:21:00;                     ;  2025-07-01 22:27:00;                     ;  2025-07-01 22:43:00;                     ;  2025-07-01 22:58:00;                     ;  2025-07-01 23:11:00;                     ;  2025-07-01 23:26:00;                     ;  2025-07-01 23:41:00;                     ;  2025-07-01 23:56:00;                     ;  2025-08-01 00:11:00;                     ;  2025-08-01 00:25:00;                     ;  2025-08-01 00:40:00
                Prilly, Galicien;      8592049;  DEPARTURE;  2025-07-01 05:18:00;                     ;  2025-07-01 05:30:00;                     ;  2025-07-01 05:42:00;  2025-07-01 05:54:00;                     ;                     ;  2025-07-01 06:06:00;                     ;  2025-07-01 06:17:00;                     ;  2025-07-01 06:28:00;                     ;  2025-07-01 06:40:00;  2025-07-01 06:48:00;                     ;  2025-07-01 07:01:00;                     ;  2025-07-01 07:13:00;                     ;  2025-07-01 07:24:00;                     ;  2025-07-01 07:36:00;                     ;  2025-07-01 07:48:00;                     ;  2025-07-01 08:00:00;                     ;  2025-07-01 08:12:00;                     ;  2025-07-01 08:24:00;                     ;  2025-07-01 08:36:00;                     ;                     ;  2025-07-01 08:51:00;  2025-07-01 09:06:00;                     ;  2025-07-01 09:21:00;                     ;  2025-07-01 09:36:00;                     ;  2025-07-01 09:51:00;                     ;  2025-07-01 10:06:00;                     ;  2025-07-01 10:21:00;                     ;  2025-07-01 10:36:00;                     ;  2025-07-01 10:51:00;                     ;                     ;  2025-07-01 11:06:00;                     ;  2025-07-01 11:21:00;                     ;  2025-07-01 11:36:00;                     ;  2025-07-01 11:51:00;                     ;  2025-07-01 12:06:00;                     ;  2025-07-01 12:21:00;                     ;  2025-07-01 12:36:00;                     ;  2025-07-01 12:51:00;                     ;  2025-07-01 13:06:00;  2025-07-01 13:21:00;                     ;  2025-07-01 13:36:00;                     ;  2025-07-01 13:51:00;                     ;  2025-07-01 14:06:00;                     ;  2025-07-01 14:21:00;                     ;  2025-07-01 14:36:00;                     ;  2025-07-01 14:51:00;                     ;  2025-07-01 15:06:00;                     ;  2025-07-01 15:21:00;                     ;  2025-07-01 15:32:00;                     ;  2025-07-01 15:44:00;                     ;  2025-07-01 15:55:00;                     ;  2025-07-01 16:06:00;                     ;  2025-07-01 16:21:00;                     ;  2025-07-01 16:36:00;                     ;  2025-07-01 16:51:00;                     ;  2025-07-01 17:06:00;                     ;  2025-07-01 17:21:00;                     ;  2025-07-01 17:36:00;                     ;  2025-07-01 17:51:00;                     ;  2025-07-01 18:06:00;  2025-07-01 18:21:00;                     ;  2025-07-01 18:36:00;                     ;  2025-07-01 18:51:00;                     ;  2025-07-01 19:06:00;                     ;  2025-07-01 19:21:00;                     ;  2025-07-01 19:33:00;                     ;  2025-07-01 19:48:00;                     ;                     ;  2025-07-01 20:03:00;                     ;  2025-07-01 20:18:00;                     ;  2025-07-01 20:33:00;                     ;  2025-07-01 20:48:00;                     ;  2025-07-01 21:03:00;                     ;  2025-07-01 21:18:00;                     ;  2025-07-01 21:33:00;                     ;  2025-07-01 21:48:00;                     ;  2025-07-01 22:03:00;                     ;  2025-07-01 22:16:00;                     ;  2025-07-01 22:31:00;                     ;  2025-07-01 22:46:00;                     ;  2025-07-01 23:01:00;                     ;  2025-07-01 23:16:00;                     ;  2025-07-01 23:31:00;                     ;  2025-07-01 23:46:00;                     ;  2025-08-01 00:01:00;                     ;  2025-08-01 00:16:00;                     
                Lausanne, Malley;      8501209;    ARRIVAL;  2025-07-01 05:20:00;  2025-07-01 05:52:00;  2025-07-01 05:32:00;  2025-07-01 06:07:00;  2025-07-01 05:44:00;  2025-07-01 05:56:00;  2025-07-01 06:22:00;  2025-07-01 06:32:00;  2025-07-01 06:08:00;  2025-07-01 06:45:00;  2025-07-01 06:19:00;  2025-07-01 06:58:00;  2025-07-01 06:30:00;  2025-07-01 07:12:00;  2025-07-01 06:42:00;  2025-07-01 06:50:00;  2025-07-01 07:24:00;  2025-07-01 07:03:00;  2025-07-01 07:38:00;  2025-07-01 07:16:00;  2025-07-01 07:50:00;  2025-07-01 07:27:00;  2025-07-01 08:03:00;  2025-07-01 07:39:00;  2025-07-01 08:15:00;  2025-07-01 07:51:00;  2025-07-01 08:27:00;  2025-07-01 08:03:00;  2025-07-01 08:38:00;  2025-07-01 08:15:00;  2025-07-01 08:49:00;  2025-07-01 08:26:00;  2025-07-01 09:00:00;  2025-07-01 08:38:00;  2025-07-01 09:11:00;  2025-07-01 09:22:00;  2025-07-01 08:53:00;  2025-07-01 09:08:00;  2025-07-01 09:34:00;  2025-07-01 09:23:00;  2025-07-01 09:49:00;  2025-07-01 09:38:00;  2025-07-01 10:04:00;  2025-07-01 09:53:00;  2025-07-01 10:19:00;  2025-07-01 10:08:00;  2025-07-01 10:34:00;  2025-07-01 10:23:00;  2025-07-01 10:49:00;  2025-07-01 10:38:00;  2025-07-01 11:04:00;  2025-07-01 10:53:00;  2025-07-01 11:19:00;  2025-07-01 11:35:00;  2025-07-01 11:08:00;  2025-07-01 11:51:00;  2025-07-01 11:23:00;  2025-07-01 12:08:00;  2025-07-01 11:39:00;  2025-07-01 12:23:00;  2025-07-01 11:54:00;  2025-07-01 12:36:00;  2025-07-01 12:09:00;  2025-07-01 12:50:00;  2025-07-01 12:24:00;  2025-07-01 13:05:00;  2025-07-01 12:38:00;  2025-07-01 13:22:00;  2025-07-01 12:53:00;  2025-07-01 13:35:00;  2025-07-01 13:08:00;  2025-07-01 13:23:00;  2025-07-01 13:49:00;  2025-07-01 13:38:00;  2025-07-01 14:04:00;  2025-07-01 13:53:00;  2025-07-01 14:19:00;  2025-07-01 14:08:00;  2025-07-01 14:34:00;  2025-07-01 14:23:00;  2025-07-01 14:49:00;  2025-07-01 14:38:00;  2025-07-01 15:04:00;  2025-07-01 14:53:00;  2025-07-01 15:21:00;  2025-07-01 15:09:00;  2025-07-01 15:36:00;  2025-07-01 15:24:00;  2025-07-01 15:51:00;  2025-07-01 15:35:00;  2025-07-01 16:08:00;  2025-07-01 15:47:00;  2025-07-01 16:25:00;  2025-07-01 15:58:00;  2025-07-01 16:40:00;  2025-07-01 16:10:00;  2025-07-01 16:55:00;  2025-07-01 16:25:00;  2025-07-01 17:10:00;  2025-07-01 16:40:00;  2025-07-01 17:25:00;  2025-07-01 16:55:00;  2025-07-01 17:41:00;  2025-07-01 17:10:00;  2025-07-01 17:55:00;  2025-07-01 17:25:00;  2025-07-01 18:10:00;  2025-07-01 17:39:00;  2025-07-01 18:22:00;  2025-07-01 17:54:00;  2025-07-01 18:36:00;  2025-07-01 18:09:00;  2025-07-01 18:24:00;  2025-07-01 18:51:00;  2025-07-01 18:39:00;  2025-07-01 19:05:00;  2025-07-01 18:54:00;  2025-07-01 19:18:00;  2025-07-01 19:08:00;  2025-07-01 19:33:00;  2025-07-01 19:23:00;  2025-07-01 19:47:00;  2025-07-01 19:35:00;  2025-07-01 20:02:00;  2025-07-01 19:50:00;  2025-07-01 20:17:00;  2025-07-01 20:25:00;  2025-07-01 20:05:00;  2025-07-01 20:35:00;  2025-07-01 20:20:00;  2025-07-01 20:50:00;  2025-07-01 20:35:00;  2025-07-01 21:05:00;  2025-07-01 20:50:00;  2025-07-01 21:19:00;  2025-07-01 21:05:00;  2025-07-01 21:34:00;  2025-07-01 21:20:00;  2025-07-01 21:49:00;  2025-07-01 21:35:00;  2025-07-01 22:04:00;  2025-07-01 21:50:00;  2025-07-01 22:19:00;  2025-07-01 22:05:00;  2025-07-01 22:26:00;  2025-07-01 22:18:00;  2025-07-01 22:41:00;  2025-07-01 22:33:00;  2025-07-01 22:56:00;  2025-07-01 22:48:00;  2025-07-01 23:09:00;  2025-07-01 23:03:00;  2025-07-01 23:24:00;  2025-07-01 23:18:00;  2025-07-01 23:39:00;  2025-07-01 23:33:00;  2025-07-01 23:54:00;  2025-07-01 23:48:00;  2025-08-01 00:09:00;  2025-08-01 00:03:00;  2025-08-01 00:24:00;  2025-08-01 00:18:00;  2025-08-01 00:39:00
                Lausanne, Malley;      8501209;  DEPARTURE;  2025-07-01 05:20:00;  2025-07-01 05:52:00;  2025-07-01 05:32:00;  2025-07-01 06:07:00;  2025-07-01 05:44:00;  2025-07-01 05:56:00;  2025-07-01 06:22:00;  2025-07-01 06:32:00;  2025-07-01 06:08:00;  2025-07-01 06:45:00;  2025-07-01 06:19:00;  2025-07-01 06:58:00;  2025-07-01 06:30:00;  2025-07-01 07:12:00;  2025-07-01 06:42:00;  2025-07-01 06:50:00;  2025-07-01 07:24:00;  2025-07-01 07:03:00;  2025-07-01 07:38:00;  2025-07-01 07:16:00;  2025-07-01 07:50:00;  2025-07-01 07:27:00;  2025-07-01 08:03:00;  2025-07-01 07:39:00;  2025-07-01 08:15:00;  2025-07-01 07:51:00;  2025-07-01 08:27:00;  2025-07-01 08:03:00;  2025-07-01 08:38:00;  2025-07-01 08:15:00;  2025-07-01 08:49:00;  2025-07-01 08:26:00;  2025-07-01 09:00:00;  2025-07-01 08:38:00;  2025-07-01 09:11:00;  2025-07-01 09:22:00;  2025-07-01 08:53:00;  2025-07-01 09:08:00;  2025-07-01 09:34:00;  2025-07-01 09:23:00;  2025-07-01 09:49:00;  2025-07-01 09:38:00;  2025-07-01 10:04:00;  2025-07-01 09:53:00;  2025-07-01 10:19:00;  2025-07-01 10:08:00;  2025-07-01 10:34:00;  2025-07-01 10:23:00;  2025-07-01 10:49:00;  2025-07-01 10:38:00;  2025-07-01 11:04:00;  2025-07-01 10:53:00;  2025-07-01 11:19:00;  2025-07-01 11:35:00;  2025-07-01 11:08:00;  2025-07-01 11:51:00;  2025-07-01 11:23:00;  2025-07-01 12:08:00;  2025-07-01 11:39:00;  2025-07-01 12:23:00;  2025-07-01 11:54:00;  2025-07-01 12:36:00;  2025-07-01 12:09:00;  2025-07-01 12:50:00;  2025-07-01 12:24:00;  2025-07-01 13:05:00;  2025-07-01 12:38:00;  2025-07-01 13:22:00;  2025-07-01 12:53:00;  2025-07-01 13:35:00;  2025-07-01 13:08:00;  2025-07-01 13:23:00;  2025-07-01 13:49:00;  2025-07-01 13:38:00;  2025-07-01 14:04:00;  2025-07-01 13:53:00;  2025-07-01 14:19:00;  2025-07-01 14:08:00;  2025-07-01 14:34:00;  2025-07-01 14:23:00;  2025-07-01 14:49:00;  2025-07-01 14:38:00;  2025-07-01 15:04:00;  2025-07-01 14:53:00;  2025-07-01 15:21:00;  2025-07-01 15:09:00;  2025-07-01 15:36:00;  2025-07-01 15:24:00;  2025-07-01 15:51:00;  2025-07-01 15:35:00;  2025-07-01 16:08:00;  2025-07-01 15:47:00;  2025-07-01 16:25:00;  2025-07-01 15:58:00;  2025-07-01 16:40:00;  2025-07-01 16:10:00;  2025-07-01 16:55:00;  2025-07-01 16:25:00;  2025-07-01 17:10:00;  2025-07-01 16:40:00;  2025-07-01 17:25:00;  2025-07-01 16:55:00;  2025-07-01 17:41:00;  2025-07-01 17:10:00;  2025-07-01 17:55:00;  2025-07-01 17:25:00;  2025-07-01 18:10:00;  2025-07-01 17:39:00;  2025-07-01 18:22:00;  2025-07-01 17:54:00;  2025-07-01 18:36:00;  2025-07-01 18:09:00;  2025-07-01 18:24:00;  2025-07-01 18:51:00;  2025-07-01 18:39:00;  2025-07-01 19:05:00;  2025-07-01 18:54:00;  2025-07-01 19:18:00;  2025-07-01 19:08:00;  2025-07-01 19:33:00;  2025-07-01 19:23:00;  2025-07-01 19:47:00;  2025-07-01 19:35:00;  2025-07-01 20:02:00;  2025-07-01 19:50:00;  2025-07-01 20:17:00;  2025-07-01 20:25:00;  2025-07-01 20:05:00;  2025-07-01 20:35:00;  2025-07-01 20:20:00;  2025-07-01 20:50:00;  2025-07-01 20:35:00;  2025-07-01 21:05:00;  2025-07-01 20:50:00;  2025-07-01 21:19:00;  2025-07-01 21:05:00;  2025-07-01 21:34:00;  2025-07-01 21:20:00;  2025-07-01 21:49:00;  2025-07-01 21:35:00;  2025-07-01 22:04:00;  2025-07-01 21:50:00;  2025-07-01 22:19:00;  2025-07-01 22:05:00;  2025-07-01 22:26:00;  2025-07-01 22:18:00;  2025-07-01 22:41:00;  2025-07-01 22:33:00;  2025-07-01 22:56:00;  2025-07-01 22:48:00;  2025-07-01 23:09:00;  2025-07-01 23:03:00;  2025-07-01 23:24:00;  2025-07-01 23:18:00;  2025-07-01 23:39:00;  2025-07-01 23:33:00;  2025-07-01 23:54:00;  2025-07-01 23:48:00;  2025-08-01 00:09:00;  2025-08-01 00:03:00;  2025-08-01 00:24:00;  2025-08-01 00:18:00;  2025-08-01 00:39:00
           Renens VD, Longemalle;      8592215;    ARRIVAL;  2025-07-01 05:21:00;  2025-07-01 05:50:00;  2025-07-01 05:33:00;  2025-07-01 06:05:00;  2025-07-01 05:45:00;  2025-07-01 05:57:00;  2025-07-01 06:20:00;  2025-07-01 06:30:00;  2025-07-01 06:09:00;  2025-07-01 06:43:00;  2025-07-01 06:20:00;  2025-07-01 06:56:00;  2025-07-01 06:31:00;  2025-07-01 07:09:00;  2025-07-01 06:43:00;  2025-07-01 06:51:00;  2025-07-01 07:21:00;  2025-07-01 07:04:00;  2025-07-01 07:35:00;  2025-07-01 07:17:00;  2025-07-01 07:47:00;  2025-07-01 07:28:00;  2025-07-01 08:00:00;  2025-07-01 07:40:00;  2025-07-01 08:12:00;  2025-07-01 07:52:00;  2025-07-01 08:24:00;  2025-07-01 08:04:00;  2025-07-01 08:35:00;  2025-07-01 08:16:00;  2025-07-01 08:46:00;  2025-07-01 08:27:00;  2025-07-01 08:57:00;  2025-07-01 08:39:00;  2025-07-01 09:09:00;  2025-07-01 09:20:00;  2025-07-01 08:54:00;  2025-07-01 09:09:00;  2025-07-01 09:32:00;  2025-07-01 09:24:00;  2025-07-01 09:47:00;  2025-07-01 09:39:00;  2025-07-01 10:02:00;  2025-07-01 09:54:00;  2025-07-01 10:17:00;  2025-07-01 10:09:00;  2025-07-01 10:32:00;  2025-07-01 10:24:00;  2025-07-01 10:47:00;  2025-07-01 10:39:00;  2025-07-01 11:02:00;  2025-07-01 10:54:00;  2025-07-01 11:17:00;  2025-07-01 11:33:00;  2025-07-01 11:09:00;  2025-07-01 11:49:00;  2025-07-01 11:24:00;  2025-07-01 12:05:00;  2025-07-01 11:40:00;  2025-07-01 12:20:00;  2025-07-01 11:55:00;  2025-07-01 12:34:00;  2025-07-01 12:10:00;  2025-07-01 12:48:00;  2025-07-01 12:25:00;  2025-07-01 13:03:00;  2025-07-01 12:39:00;  2025-07-01 13:19:00;  2025-07-01 12:54:00;  2025-07-01 13:32:00;  2025-07-01 13:09:00;  2025-07-01 13:24:00;  2025-07-01 13:47:00;  2025-07-01 13:39:00;  2025-07-01 14:02:00;  2025-07-01 13:54:00;  2025-07-01 14:17:00;  2025-07-01 14:09:00;  2025-07-01 14:32:00;  2025-07-01 14:24:00;  2025-07-01 14:47:00;  2025-07-01 14:39:00;  2025-07-01 15:02:00;  2025-07-01 14:54:00;  2025-07-01 15:18:00;  2025-07-01 15:10:00;  2025-07-01 15:33:00;  2025-07-01 15:25:00;  2025-07-01 15:48:00;  2025-07-01 15:36:00;  2025-07-01 16:05:00;  2025-07-01 15:48:00;  2025-07-01 16:22:00;  2025-07-01 15:59:00;  2025-07-01 16:37:00;  2025-07-01 16:11:00;  2025-07-01 16:52:00;  2025-07-01 16:26:00;  2025-07-01 17:07:00;  2025-07-01 16:41:00;  2025-07-01 17:22:00;  2025-07-01 16:56:00;  2025-07-01 17:38:00;  2025-07-01 17:11:00;  2025-07-01 17:52:00;  2025-07-01 17:26:00;  2025-07-01 18:07:00;  2025-07-01 17:40:00;  2025-07-01 18:19:00;  2025-07-01 17:55:00;  2025-07-01 18:34:00;  2025-07-01 18:10:00;  2025-07-01 18:25:00;  2025-07-01 18:49:00;  2025-07-01 18:40:00;  2025-07-01 19:03:00;  2025-07-01 18:55:00;  2025-07-01 19:16:00;  2025-07-01 19:09:00;  2025-07-01 19:31:00;  2025-07-01 19:24:00;  2025-07-01 19:45:00;  2025-07-01 19:36:00;  2025-07-01 20:00:00;  2025-07-01 19:51:00;  2025-07-01 20:15:00;  2025-07-01 20:23:00;  2025-07-01 20:06:00;  2025-07-01 20:33:00;  2025-07-01 20:21:00;  2025-07-01 20:48:00;  2025-07-01 20:36:00;  2025-07-01 21:03:00;  2025-07-01 20:51:00;  2025-07-01 21:17:00;  2025-07-01 21:06:00;  2025-07-01 21:32:00;  2025-07-01 21:21:00;  2025-07-01 21:47:00;  2025-07-01 21:36:00;  2025-07-01 22:02:00;  2025-07-01 21:51:00;  2025-07-01 22:17:00;  2025-07-01 22:06:00;  2025-07-01 22:24:00;  2025-07-01 22:19:00;  2025-07-01 22:39:00;  2025-07-01 22:34:00;  2025-07-01 22:54:00;  2025-07-01 22:49:00;  2025-07-01 23:07:00;  2025-07-01 23:04:00;  2025-07-01 23:22:00;  2025-07-01 23:19:00;  2025-07-01 23:37:00;  2025-07-01 23:34:00;  2025-07-01 23:52:00;  2025-07-01 23:49:00;  2025-08-01 00:07:00;  2025-08-01 00:04:00;  2025-08-01 00:22:00;  2025-08-01 00:19:00;  2025-08-01 00:37:00
           Renens VD, Longemalle;      8592215;  DEPARTURE;  2025-07-01 05:21:00;  2025-07-01 05:50:00;  2025-07-01 05:33:00;  2025-07-01 06:05:00;  2025-07-01 05:45:00;  2025-07-01 05:57:00;  2025-07-01 06:20:00;  2025-07-01 06:30:00;  2025-07-01 06:09:00;  2025-07-01 06:43:00;  2025-07-01 06:20:00;  2025-07-01 06:56:00;  2025-07-01 06:31:00;  2025-07-01 07:09:00;  2025-07-01 06:43:00;  2025-07-01 06:51:00;  2025-07-01 07:21:00;  2025-07-01 07:04:00;  2025-07-01 07:35:00;  2025-07-01 07:17:00;  2025-07-01 07:47:00;  2025-07-01 07:28:00;  2025-07-01 08:00:00;  2025-07-01 07:40:00;  2025-07-01 08:12:00;  2025-07-01 07:52:00;  2025-07-01 08:24:00;  2025-07-01 08:04:00;  2025-07-01 08:35:00;  2025-07-01 08:16:00;  2025-07-01 08:46:00;  2025-07-01 08:27:00;  2025-07-01 08:57:00;  2025-07-01 08:39:00;  2025-07-01 09:09:00;  2025-07-01 09:20:00;  2025-07-01 08:54:00;  2025-07-01 09:09:00;  2025-07-01 09:32:00;  2025-07-01 09:24:00;  2025-07-01 09:47:00;  2025-07-01 09:39:00;  2025-07-01 10:02:00;  2025-07-01 09:54:00;  2025-07-01 10:17:00;  2025-07-01 10:09:00;  2025-07-01 10:32:00;  2025-07-01 10:24:00;  2025-07-01 10:47:00;  2025-07-01 10:39:00;  2025-07-01 11:02:00;  2025-07-01 10:54:00;  2025-07-01 11:17:00;  2025-07-01 11:33:00;  2025-07-01 11:09:00;  2025-07-01 11:49:00;  2025-07-01 11:24:00;  2025-07-01 12:05:00;  2025-07-01 11:40:00;  2025-07-01 12:20:00;  2025-07-01 11:55:00;  2025-07-01 12:34:00;  2025-07-01 12:10:00;  2025-07-01 12:48:00;  2025-07-01 12:25:00;  2025-07-01 13:03:00;  2025-07-01 12:39:00;  2025-07-01 13:19:00;  2025-07-01 12:54:00;  2025-07-01 13:32:00;  2025-07-01 13:09:00;  2025-07-01 13:24:00;  2025-07-01 13:47:00;  2025-07-01 13:39:00;  2025-07-01 14:02:00;  2025-07-01 13:54:00;  2025-07-01 14:17:00;  2025-07-01 14:09:00;  2025-07-01 14:32:00;  2025-07-01 14:24:00;  2025-07-01 14:47:00;  2025-07-01 14:39:00;  2025-07-01 15:02:00;  2025-07-01 14:54:00;  2025-07-01 15:18:00;  2025-07-01 15:10:00;  2025-07-01 15:33:00;  2025-07-01 15:25:00;  2025-07-01 15:48:00;  2025-07-01 15:36:00;  2025-07-01 16:05:00;  2025-07-01 15:48:00;  2025-07-01 16:22:00;  2025-07-01 15:59:00;  2025-07-01 16:37:00;  2025-07-01 16:11:00;  2025-07-01 16:52:00;  2025-07-01 16:26:00;  2025-07-01 17:07:00;  2025-07-01 16:41:00;  2025-07-01 17:22:00;  2025-07-01 16:56:00;  2025-07-01 17:38:00;  2025-07-01 17:11:00;  2025-07-01 17:52:00;  2025-07-01 17:26:00;  2025-07-01 18:07:00;  2025-07-01 17:40:00;  2025-07-01 18:19:00;  2025-07-01 17:55:00;  2025-07-01 18:34:00;  2025-07-01 18:10:00;  2025-07-01 18:25:00;  2025-07-01 18:49:00;  2025-07-01 18:40:00;  2025-07-01 19:03:00;  2025-07-01 18:55:00;  2025-07-01 19:16:00;  2025-07-01 19:09:00;  2025-07-01 19:31:00;  2025-07-01 19:24:00;  2025-07-01 19:45:00;  2025-07-01 19:36:00;  2025-07-01 20:00:00;  2025-07-01 19:51:00;  2025-07-01 20:15:00;  2025-07-01 20:23:00;  2025-07-01 20:06:00;  2025-07-01 20:33:00;  2025-07-01 20:21:00;  2025-07-01 20:48:00;  2025-07-01 20:36:00;  2025-07-01 21:03:00;  2025-07-01 20:51:00;  2025-07-01 21:17:00;  2025-07-01 21:06:00;  2025-07-01 21:32:00;  2025-07-01 21:21:00;  2025-07-01 21:47:00;  2025-07-01 21:36:00;  2025-07-01 22:02:00;  2025-07-01 21:51:00;  2025-07-01 22:17:00;  2025-07-01 22:06:00;  2025-07-01 22:24:00;  2025-07-01 22:19:00;  2025-07-01 22:39:00;  2025-07-01 22:34:00;  2025-07-01 22:54:00;  2025-07-01 22:49:00;  2025-07-01 23:07:00;  2025-07-01 23:04:00;  2025-07-01 23:22:00;  2025-07-01 23:19:00;  2025-07-01 23:37:00;  2025-07-01 23:34:00;  2025-07-01 23:52:00;  2025-07-01 23:49:00;  2025-08-01 00:07:00;  2025-08-01 00:04:00;  2025-08-01 00:22:00;  2025-08-01 00:19:00;  2025-08-01 00:37:00
