          STOP_NAME           ; STOP_NUMBER ;   EVENT   ;   85:801:36001-287  ;   85:801:36003-287  ;   85:801:36005-287  ;   85:801:36002-287  ;   85:801:36007-287  ;   85:801:36006-287  ;   85:801:36015-287  ;   85:801:36013-287  ;   85:801:36017-287  ;   85:801:36014-287  ;   85:801:36018-287  ;   85:801:36023-287  ;   85:801:36027-287  ;   85:801:36022-287  ;   85:801:36024-287  ;   85:801:36033-287  ;   85:801:36026-287  ;   85:801:36035-287  ;   85:801:36028-287  ;   85:801:36039-287  ;   85:801:36030-287  ;   85:801:36032-287  ;   85:801:36041-287  ;   85:801:36034-287  ;   85:801:36043-287  ;   85:801:36038-287  ;   85:801:36045-287  ;   85:801:36040-287  ;   85:801:36049-287  ;   85:801:36055-287  ;   85:801:36057-287  ;   85:801:36044-287  ;   85:801:36061-287  ;   85:801:36048-287  ;   85:801:36063-287  ;   85:801:36050-287  ;   85:801:36052-287  ;   85:801:36067-287  ;   85:801:36054-287  ;   85:801:36056-287  ;   85:801:36058-287  ;   85:801:36071-287  ;   85:801:36060-287  ;   85:801:36073-287  ;   85:801:36062-287  ;   85:801:36075-287  ;   85:801:36077-287  ;   85:801:36066-287  ;   85:801:36079-287  
          Servion, Mannessivaz;      8570421;  DEPARTURE;  2025-07-01 05:42:00;  2025-07-01 06:12:00;  2025-07-01 06:42:00;  2025-07-01 06:43:00;  2025-07-01 07:12:00;  2025-07-01 07:17:00;  2025-07-01 07:42:00;                     ;  2025-07-01 08:12:00;  2025-07-01 08:13:00;  2025-07-01 08:43:00;  2025-07-01 08:42:00;  2025-07-01 09:12:00;  2025-07-01 09:41:00;  2025-07-01 10:11:00;  2025-07-01 10:23:00;  2025-07-01 11:01:00;  2025-07-01 11:23:00;  2025-07-01 12:01:00;  2025-07-01 12:27:00;  2025-07-01 13:01:00;  2025-07-01 13:30:00;  2025-07-01 13:23:00;  2025-07-01 14:01:00;  2025-07-01 14:23:00;  2025-07-01 15:01:00;  2025-07-01 15:23:00;  2025-07-01 16:13:00;  2025-07-01 15:57:00;  2025-07-01 16:42:00;  2025-07-01 17:12:00;  2025-07-01 17:13:00;  2025-07-01 17:42:00;  2025-07-01 17:43:00;  2025-07-01 18:12:00;  2025-07-01 18:13:00;  2025-07-01 18:43:00;  2025-07-01 19:12:00;  2025-07-01 19:13:00;  2025-07-01 19:43:00;  2025-07-01 20:13:00;  2025-07-01 20:12:00;  2025-07-01 21:01:00;  2025-07-01 21:23:00;  2025-07-01 22:01:00;  2025-07-01 22:23:00;  2025-07-01 23:23:00;  2025-08-01 00:01:00;  2025-08-01 00:14:00
       Ropraz, Corcelles-Jorat;      8592224;    ARRIVAL;                     ;                     ;  2025-07-01 06:24:00;  2025-07-01 07:02:00;  2025-07-01 06:54:00;                     ;                     ;                     ;  2025-07-01 07:54:00;  2025-07-01 08:32:00;  2025-07-01 09:02:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:32:00;                     ;                     ;  2025-07-01 16:54:00;  2025-07-01 17:32:00;  2025-07-01 17:24:00;  2025-07-01 18:02:00;  2025-07-01 17:54:00;  2025-07-01 18:32:00;  2025-07-01 19:02:00;  2025-07-01 18:54:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
       Ropraz, Corcelles-Jorat;      8592224;  DEPARTURE;                     ;                     ;  2025-07-01 06:24:00;  2025-07-01 07:02:00;  2025-07-01 06:54:00;                     ;                     ;                     ;  2025-07-01 07:54:00;  2025-07-01 08:32:00;  2025-07-01 09:02:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:32:00;                     ;                     ;  2025-07-01 16:54:00;  2025-07-01 17:32:00;  2025-07-01 17:24:00;  2025-07-01 18:02:00;  2025-07-01 17:54:00;  2025-07-01 18:32:00;  2025-07-01 19:02:00;  2025-07-01 18:54:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
        Servion, Vieux-Collège;      8557026;    ARRIVAL;  2025-07-01 05:43:00;  2025-07-01 06:13:00;  2025-07-01 06:43:00;  2025-07-01 06:42:00;  2025-07-01 07:13:00;  2025-07-01 07:16:00;  2025-07-01 07:43:00;                     ;  2025-07-01 08:13:00;  2025-07-01 08:12:00;  2025-07-01 08:42:00;  2025-07-01 08:43:00;  2025-07-01 09:13:00;  2025-07-01 09:40:00;  2025-07-01 10:10:00;  2025-07-01 10:24:00;  2025-07-01 11:00:00;  2025-07-01 11:24:00;  2025-07-01 12:00:00;  2025-07-01 12:28:00;  2025-07-01 13:00:00;  2025-07-01 13:29:00;  2025-07-01 13:24:00;  2025-07-01 14:00:00;  2025-07-01 14:24:00;  2025-07-01 15:00:00;  2025-07-01 15:24:00;  2025-07-01 16:12:00;  2025-07-01 15:58:00;  2025-07-01 16:43:00;  2025-07-01 17:13:00;  2025-07-01 17:12:00;  2025-07-01 17:43:00;  2025-07-01 17:42:00;  2025-07-01 18:13:00;  2025-07-01 18:12:00;  2025-07-01 18:42:00;  2025-07-01 19:13:00;  2025-07-01 19:12:00;  2025-07-01 19:42:00;  2025-07-01 20:12:00;  2025-07-01 20:13:00;  2025-07-01 21:00:00;  2025-07-01 21:24:00;  2025-07-01 22:00:00;  2025-07-01 22:24:00;  2025-07-01 23:24:00;  2025-08-01 00:00:00;  2025-08-01 00:15:00
        Servion, Vieux-Collège;      8557026;  DEPARTURE;  2025-07-01 05:43:00;  2025-07-01 06:13:00;  2025-07-01 06:43:00;  2025-07-01 06:42:00;  2025-07-01 07:13:00;  2025-07-01 07:16:00;  2025-07-01 07:43:00;                     ;  2025-07-01 08:13:00;  2025-07-01 08:12:00;  2025-07-01 08:42:00;  2025-07-01 08:43:00;  2025-07-01 09:13:00;  2025-07-01 09:40:00;  2025-07-01 10:10:00;  2025-07-01 10:24:00;  2025-07-01 11:00:00;  2025-07-01 11:24:00;  2025-07-01 12:00:00;  2025-07-01 12:28:00;  2025-07-01 13:00:00;  2025-07-01 13:29:00;  2025-07-01 13:24:00;  2025-07-01 14:00:00;  2025-07-01 14:24:00;  2025-07-01 15:00:00;  2025-07-01 15:24:00;  2025-07-01 16:12:00;  2025-07-01 15:58:00;  2025-07-01 16:43:00;  2025-07-01 17:13:00;  2025-07-01 17:12:00;  2025-07-01 17:43:00;  2025-07-01 17:42:00;  2025-07-01 18:13:00;  2025-07-01 18:12:00;  2025-07-01 18:42:00;  2025-07-01 19:13:00;  2025-07-01 19:12:00;  2025-07-01 19:42:00;  2025-07-01 20:12:00;  2025-07-01 20:13:00;  2025-07-01 21:00:00;  2025-07-01 21:24:00;  2025-07-01 22:00:00;  2025-07-01 22:24:00;  2025-07-01 23:24:00;  2025-08-01 00:00:00;  2025-08-01 00:15:00
        Servion, poste/croisée;      8570420;    ARRIVAL;  2025-07-01 05:44:00;  2025-07-01 06:14:00;  2025-07-01 06:44:00;  2025-07-01 06:41:00;  2025-07-01 07:14:00;  2025-07-01 07:15:00;  2025-07-01 07:44:00;                     ;  2025-07-01 08:14:00;  2025-07-01 08:11:00;  2025-07-01 08:41:00;  2025-07-01 08:44:00;  2025-07-01 09:14:00;  2025-07-01 09:39:00;  2025-07-01 10:09:00;  2025-07-01 10:25:00;  2025-07-01 10:59:00;  2025-07-01 11:25:00;  2025-07-01 11:59:00;  2025-07-01 12:29:00;  2025-07-01 12:59:00;  2025-07-01 13:28:00;  2025-07-01 13:25:00;  2025-07-01 13:59:00;  2025-07-01 14:25:00;  2025-07-01 14:59:00;  2025-07-01 15:25:00;  2025-07-01 16:11:00;  2025-07-01 15:59:00;  2025-07-01 16:44:00;  2025-07-01 17:14:00;  2025-07-01 17:11:00;  2025-07-01 17:44:00;  2025-07-01 17:41:00;  2025-07-01 18:14:00;  2025-07-01 18:11:00;  2025-07-01 18:41:00;  2025-07-01 19:14:00;  2025-07-01 19:11:00;  2025-07-01 19:41:00;  2025-07-01 20:11:00;  2025-07-01 20:14:00;  2025-07-01 20:59:00;  2025-07-01 21:25:00;  2025-07-01 21:59:00;  2025-07-01 22:25:00;  2025-07-01 23:25:00;  2025-07-01 23:59:00;  2025-08-01 00:16:00
        Servion, poste/croisée;      8570420;  DEPARTURE;  2025-07-01 05:44:00;  2025-07-01 06:14:00;  2025-07-01 06:44:00;  2025-07-01 06:41:00;  2025-07-01 07:14:00;  2025-07-01 07:15:00;  2025-07-01 07:44:00;                     ;  2025-07-01 08:14:00;  2025-07-01 08:11:00;  2025-07-01 08:41:00;  2025-07-01 08:44:00;  2025-07-01 09:14:00;  2025-07-01 09:39:00;  2025-07-01 10:09:00;  2025-07-01 10:25:00;  2025-07-01 10:59:00;  2025-07-01 11:25:00;  2025-07-01 11:59:00;  2025-07-01 12:29:00;  2025-07-01 12:59:00;  2025-07-01 13:28:00;  2025-07-01 13:25:00;  2025-07-01 13:59:00;  2025-07-01 14:25:00;  2025-07-01 14:59:00;  2025-07-01 15:25:00;  2025-07-01 16:11:00;  2025-07-01 15:59:00;  2025-07-01 16:44:00;  2025-07-01 17:14:00;  2025-07-01 17:11:00;  2025-07-01 17:44:00;  2025-07-01 17:41:00;  2025-07-01 18:14:00;  2025-07-01 18:11:00;  2025-07-01 18:41:00;  2025-07-01 19:14:00;  2025-07-01 19:11:00;  2025-07-01 19:41:00;  2025-07-01 20:11:00;  2025-07-01 20:14:00;  2025-07-01 20:59:00;  2025-07-01 21:25:00;  2025-07-01 21:59:00;  2025-07-01 22:25:00;  2025-07-01 23:25:00;  2025-07-01 23:59:00;  2025-08-01 00:16:00
         Servion, Grange Rouge;      8581429;    ARRIVAL;  2025-07-01 05:45:00;  2025-07-01 06:15:00;  2025-07-01 06:45:00;  2025-07-01 06:40:00;  2025-07-01 07:15:00;  2025-07-01 07:14:00;  2025-07-01 07:45:00;                     ;  2025-07-01 08:15:00;  2025-07-01 08:10:00;  2025-07-01 08:40:00;  2025-07-01 08:45:00;  2025-07-01 09:15:00;  2025-07-01 09:38:00;  2025-07-01 10:08:00;  2025-07-01 10:26:00;  2025-07-01 10:58:00;  2025-07-01 11:26:00;  2025-07-01 11:58:00;  2025-07-01 12:30:00;  2025-07-01 12:58:00;  2025-07-01 13:27:00;  2025-07-01 13:26:00;  2025-07-01 13:58:00;  2025-07-01 14:26:00;  2025-07-01 14:58:00;  2025-07-01 15:26:00;  2025-07-01 16:10:00;  2025-07-01 16:00:00;  2025-07-01 16:45:00;  2025-07-01 17:15:00;  2025-07-01 17:10:00;  2025-07-01 17:45:00;  2025-07-01 17:40:00;  2025-07-01 18:15:00;  2025-07-01 18:10:00;  2025-07-01 18:40:00;  2025-07-01 19:15:00;  2025-07-01 19:10:00;  2025-07-01 19:40:00;  2025-07-01 20:10:00;  2025-07-01 20:15:00;  2025-07-01 20:58:00;  2025-07-01 21:26:00;  2025-07-01 21:58:00;  2025-07-01 22:26:00;  2025-07-01 23:26:00;  2025-07-01 23:58:00;  2025-08-01 00:17:00
         Servion, Grange Rouge;      8581429;  DEPARTURE;  2025-07-01 05:45:00;  2025-07-01 06:15:00;  2025-07-01 06:45:00;  2025-07-01 06:40:00;  2025-07-01 07:15:00;  2025-07-01 07:14:00;  2025-07-01 07:45:00;                     ;  2025-07-01 08:15:00;  2025-07-01 08:10:00;  2025-07-01 08:40:00;  2025-07-01 08:45:00;  2025-07-01 09:15:00;  2025-07-01 09:38:00;  2025-07-01 10:08:00;  2025-07-01 10:26:00;  2025-07-01 10:58:00;  2025-07-01 11:26:00;  2025-07-01 11:58:00;  2025-07-01 12:30:00;  2025-07-01 12:58:00;  2025-07-01 13:27:00;  2025-07-01 13:26:00;  2025-07-01 13:58:00;  2025-07-01 14:26:00;  2025-07-01 14:58:00;  2025-07-01 15:26:00;  2025-07-01 16:10:00;  2025-07-01 16:00:00;  2025-07-01 16:45:00;  2025-07-01 17:15:00;  2025-07-01 17:10:00;  2025-07-01 17:45:00;  2025-07-01 17:40:00;  2025-07-01 18:15:00;  2025-07-01 18:10:00;  2025-07-01 18:40:00;  2025-07-01 19:15:00;  2025-07-01 19:10:00;  2025-07-01 19:40:00;  2025-07-01 20:10:00;  2025-07-01 20:15:00;  2025-07-01 20:58:00;  2025-07-01 21:26:00;  2025-07-01 21:58:00;  2025-07-01 22:26:00;  2025-07-01 23:26:00;  2025-07-01 23:58:00;  2025-08-01 00:17:00
        Montpreveyres, village;      8570417;    ARRIVAL;                     ;                     ;  2025-07-01 06:22:00;  2025-07-01 07:04:00;  2025-07-01 06:52:00;                     ;                     ;                     ;  2025-07-01 07:52:00;  2025-07-01 08:34:00;  2025-07-01 09:04:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:34:00;                     ;                     ;  2025-07-01 16:52:00;  2025-07-01 17:34:00;  2025-07-01 17:22:00;  2025-07-01 18:04:00;  2025-07-01 17:52:00;  2025-07-01 18:34:00;  2025-07-01 19:04:00;  2025-07-01 18:52:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
        Montpreveyres, village;      8570417;  DEPARTURE;                     ;                     ;  2025-07-01 06:22:00;  2025-07-01 07:04:00;  2025-07-01 06:52:00;                     ;                     ;                     ;  2025-07-01 07:52:00;  2025-07-01 08:34:00;  2025-07-01 09:04:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:34:00;                     ;                     ;  2025-07-01 16:52:00;  2025-07-01 17:34:00;  2025-07-01 17:22:00;  2025-07-01 18:04:00;  2025-07-01 17:52:00;  2025-07-01 18:34:00;  2025-07-01 19:04:00;  2025-07-01 18:52:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
     Servion, Zoo-Tropiquarium;      8504997;    ARRIVAL;  2025-07-01 05:47:00;  2025-07-01 06:17:00;  2025-07-01 06:47:00;  2025-07-01 06:38:00;  2025-07-01 07:17:00;  2025-07-01 07:12:00;  2025-07-01 07:47:00;                     ;  2025-07-01 08:17:00;  2025-07-01 08:08:00;  2025-07-01 08:38:00;  2025-07-01 08:47:00;  2025-07-01 09:17:00;  2025-07-01 09:36:00;  2025-07-01 10:06:00;  2025-07-01 10:28:00;  2025-07-01 10:56:00;  2025-07-01 11:28:00;  2025-07-01 11:56:00;  2025-07-01 12:32:00;  2025-07-01 12:56:00;  2025-07-01 13:25:00;  2025-07-01 13:28:00;  2025-07-01 13:56:00;  2025-07-01 14:28:00;  2025-07-01 14:56:00;  2025-07-01 15:28:00;  2025-07-01 16:08:00;  2025-07-01 16:02:00;  2025-07-01 16:47:00;  2025-07-01 17:17:00;  2025-07-01 17:08:00;  2025-07-01 17:47:00;  2025-07-01 17:38:00;  2025-07-01 18:17:00;  2025-07-01 18:08:00;  2025-07-01 18:38:00;  2025-07-01 19:17:00;  2025-07-01 19:08:00;  2025-07-01 19:38:00;  2025-07-01 20:08:00;  2025-07-01 20:17:00;  2025-07-01 20:56:00;  2025-07-01 21:28:00;  2025-07-01 21:56:00;  2025-07-01 22:28:00;  2025-07-01 23:28:00;  2025-07-01 23:56:00;  2025-08-01 00:19:00
     Servion, Zoo-Tropiquarium;      8504997;  DEPARTURE;  2025-07-01 05:47:00;  2025-07-01 06:17:00;  2025-07-01 06:47:00;  2025-07-01 06:38:00;  2025-07-01 07:17:00;  2025-07-01 07:12:00;  2025-07-01 07:47:00;                     ;  2025-07-01 08:17:00;  2025-07-01 08:08:00;  2025-07-01 08:38:00;  2025-07-01 08:47:00;  2025-07-01 09:17:00;  2025-07-01 09:36:00;  2025-07-01 10:06:00;  2025-07-01 10:28:00;  2025-07-01 10:56:00;  2025-07-01 11:28:00;  2025-07-01 11:56:00;  2025-07-01 12:32:00;  2025-07-01 12:56:00;  2025-07-01 13:25:00;  2025-07-01 13:28:00;  2025-07-01 13:56:00;  2025-07-01 14:28:00;  2025-07-01 14:56:00;  2025-07-01 15:28:00;  2025-07-01 16:08:00;  2025-07-01 16:02:00;  2025-07-01 16:47:00;  2025-07-01 17:17:00;  2025-07-01 17:08:00;  2025-07-01 17:47:00;  2025-07-01 17:38:00;  2025-07-01 18:17:00;  2025-07-01 18:08:00;  2025-07-01 18:38:00;  2025-07-01 19:17:00;  2025-07-01 19:08:00;  2025-07-01 19:38:00;  2025-07-01 20:08:00;  2025-07-01 20:17:00;  2025-07-01 20:56:00;  2025-07-01 21:28:00;  2025-07-01 21:56:00;  2025-07-01 22:28:00;  2025-07-01 23:28:00;  2025-07-01 23:56:00;  2025-08-01 00:19:00
       Montpreveyres, Balances;      8579240;    ARRIVAL;                     ;                     ;  2025-07-01 06:20:00;  2025-07-01 07:06:00;  2025-07-01 06:50:00;                     ;                     ;                     ;  2025-07-01 07:50:00;  2025-07-01 08:36:00;  2025-07-01 09:06:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:36:00;                     ;                     ;  2025-07-01 16:50:00;  2025-07-01 17:36:00;  2025-07-01 17:20:00;  2025-07-01 18:06:00;  2025-07-01 17:50:00;  2025-07-01 18:36:00;  2025-07-01 19:06:00;  2025-07-01 18:50:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
       Montpreveyres, Balances;      8579240;  DEPARTURE;                     ;                     ;  2025-07-01 06:20:00;  2025-07-01 07:06:00;  2025-07-01 06:50:00;                     ;                     ;                     ;  2025-07-01 07:50:00;  2025-07-01 08:36:00;  2025-07-01 09:06:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:36:00;                     ;                     ;  2025-07-01 16:50:00;  2025-07-01 17:36:00;  2025-07-01 17:20:00;  2025-07-01 18:06:00;  2025-07-01 17:50:00;  2025-07-01 18:36:00;  2025-07-01 19:06:00;  2025-07-01 18:50:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
     Les Cullayes, Pra la Tête;      8570419;    ARRIVAL;  2025-07-01 05:49:00;  2025-07-01 06:19:00;  2025-07-01 06:49:00;  2025-07-01 06:35:00;  2025-07-01 07:19:00;  2025-07-01 07:09:00;  2025-07-01 07:49:00;                     ;  2025-07-01 08:19:00;  2025-07-01 08:05:00;  2025-07-01 08:35:00;  2025-07-01 08:49:00;  2025-07-01 09:19:00;  2025-07-01 09:33:00;  2025-07-01 10:03:00;  2025-07-01 10:30:00;  2025-07-01 10:53:00;  2025-07-01 11:30:00;  2025-07-01 11:53:00;  2025-07-01 12:34:00;  2025-07-01 12:53:00;  2025-07-01 13:22:00;  2025-07-01 13:30:00;  2025-07-01 13:53:00;  2025-07-01 14:30:00;  2025-07-01 14:53:00;  2025-07-01 15:30:00;  2025-07-01 16:05:00;  2025-07-01 16:04:00;  2025-07-01 16:49:00;  2025-07-01 17:19:00;  2025-07-01 17:05:00;  2025-07-01 17:49:00;  2025-07-01 17:35:00;  2025-07-01 18:19:00;  2025-07-01 18:05:00;  2025-07-01 18:35:00;  2025-07-01 19:19:00;  2025-07-01 19:05:00;  2025-07-01 19:35:00;  2025-07-01 20:05:00;  2025-07-01 20:19:00;  2025-07-01 20:53:00;  2025-07-01 21:30:00;  2025-07-01 21:53:00;  2025-07-01 22:30:00;  2025-07-01 23:30:00;  2025-07-01 23:53:00;  2025-08-01 00:21:00
     Les Cullayes, Pra la Tête;      8570419;  DEPARTURE;  2025-07-01 05:49:00;  2025-07-01 06:19:00;  2025-07-01 06:49:00;  2025-07-01 06:35:00;  2025-07-01 07:19:00;  2025-07-01 07:09:00;  2025-07-01 07:49:00;                     ;  2025-07-01 08:19:00;  2025-07-01 08:05:00;  2025-07-01 08:35:00;  2025-07-01 08:49:00;  2025-07-01 09:19:00;  2025-07-01 09:33:00;  2025-07-01 10:03:00;  2025-07-01 10:30:00;  2025-07-01 10:53:00;  2025-07-01 11:30:00;  2025-07-01 11:53:00;  2025-07-01 12:34:00;  2025-07-01 12:53:00;  2025-07-01 13:22:00;  2025-07-01 13:30:00;  2025-07-01 13:53:00;  2025-07-01 14:30:00;  2025-07-01 14:53:00;  2025-07-01 15:30:00;  2025-07-01 16:05:00;  2025-07-01 16:04:00;  2025-07-01 16:49:00;  2025-07-01 17:19:00;  2025-07-01 17:05:00;  2025-07-01 17:49:00;  2025-07-01 17:35:00;  2025-07-01 18:19:00;  2025-07-01 18:05:00;  2025-07-01 18:35:00;  2025-07-01 19:19:00;  2025-07-01 19:05:00;  2025-07-01 19:35:00;  2025-07-01 20:05:00;  2025-07-01 20:19:00;  2025-07-01 20:53:00;  2025-07-01 21:30:00;  2025-07-01 21:53:00;  2025-07-01 22:30:00;  2025-07-01 23:30:00;  2025-07-01 23:53:00;  2025-08-01 00:21:00
   Montpreveyres, Riau-Graubon;      8592144;    ARRIVAL;                     ;                     ;  2025-07-01 06:19:00;  2025-07-01 07:07:00;  2025-07-01 06:49:00;                     ;                     ;                     ;  2025-07-01 07:49:00;  2025-07-01 08:37:00;  2025-07-01 09:07:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:37:00;                     ;                     ;  2025-07-01 16:49:00;  2025-07-01 17:37:00;  2025-07-01 17:19:00;  2025-07-01 18:07:00;  2025-07-01 17:49:00;  2025-07-01 18:37:00;  2025-07-01 19:07:00;  2025-07-01 18:49:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
   Montpreveyres, Riau-Graubon;      8592144;  DEPARTURE;                     ;                     ;  2025-07-01 06:19:00;  2025-07-01 07:07:00;  2025-07-01 06:49:00;                     ;                     ;                     ;  2025-07-01 07:49:00;  2025-07-01 08:37:00;  2025-07-01 09:07:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:37:00;                     ;                     ;  2025-07-01 16:49:00;  2025-07-01 17:37:00;  2025-07-01 17:19:00;  2025-07-01 18:07:00;  2025-07-01 17:49:00;  2025-07-01 18:37:00;  2025-07-01 19:07:00;  2025-07-01 18:49:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
         Les Cullayes, village;      8504169;    ARRIVAL;  2025-07-01 05:51:00;  2025-07-01 06:21:00;  2025-07-01 06:51:00;  2025-07-01 06:34:00;  2025-07-01 07:21:00;  2025-07-01 07:08:00;  2025-07-01 07:51:00;                     ;  2025-07-01 08:21:00;  2025-07-01 08:04:00;  2025-07-01 08:34:00;  2025-07-01 08:51:00;  2025-07-01 09:21:00;  2025-07-01 09:32:00;  2025-07-01 10:02:00;  2025-07-01 10:32:00;  2025-07-01 10:52:00;  2025-07-01 11:32:00;  2025-07-01 11:52:00;  2025-07-01 12:36:00;  2025-07-01 12:52:00;  2025-07-01 13:21:00;  2025-07-01 13:32:00;  2025-07-01 13:52:00;  2025-07-01 14:32:00;  2025-07-01 14:52:00;  2025-07-01 15:32:00;  2025-07-01 16:04:00;  2025-07-01 16:06:00;  2025-07-01 16:51:00;  2025-07-01 17:21:00;  2025-07-01 17:04:00;  2025-07-01 17:51:00;  2025-07-01 17:34:00;  2025-07-01 18:21:00;  2025-07-01 18:04:00;  2025-07-01 18:34:00;  2025-07-01 19:21:00;  2025-07-01 19:04:00;  2025-07-01 19:34:00;  2025-07-01 20:04:00;  2025-07-01 20:21:00;  2025-07-01 20:52:00;  2025-07-01 21:32:00;  2025-07-01 21:52:00;  2025-07-01 22:32:00;  2025-07-01 23:32:00;  2025-07-01 23:52:00;  2025-08-01 00:23:00
         Les Cullayes, village;      8504169;  DEPARTURE;  2025-07-01 05:51:00;  2025-07-01 06:21:00;  2025-07-01 06:51:00;  2025-07-01 06:34:00;  2025-07-01 07:21:00;  2025-07-01 07:08:00;  2025-07-01 07:51:00;                     ;  2025-07-01 08:21:00;  2025-07-01 08:04:00;  2025-07-01 08:34:00;  2025-07-01 08:51:00;  2025-07-01 09:21:00;  2025-07-01 09:32:00;  2025-07-01 10:02:00;  2025-07-01 10:32:00;  2025-07-01 10:52:00;  2025-07-01 11:32:00;  2025-07-01 11:52:00;  2025-07-01 12:36:00;  2025-07-01 12:52:00;  2025-07-01 13:21:00;  2025-07-01 13:32:00;  2025-07-01 13:52:00;  2025-07-01 14:32:00;  2025-07-01 14:52:00;  2025-07-01 15:32:00;  2025-07-01 16:04:00;  2025-07-01 16:06:00;  2025-07-01 16:51:00;  2025-07-01 17:21:00;  2025-07-01 17:04:00;  2025-07-01 17:51:00;  2025-07-01 17:34:00;  2025-07-01 18:21:00;  2025-07-01 18:04:00;  2025-07-01 18:34:00;  2025-07-01 19:21:00;  2025-07-01 19:04:00;  2025-07-01 19:34:00;  2025-07-01 20:04:00;  2025-07-01 20:21:00;  2025-07-01 20:52:00;  2025-07-01 21:32:00;  2025-07-01 21:52:00;  2025-07-01 22:32:00;  2025-07-01 23:32:00;  2025-07-01 23:52:00;  2025-08-01 00:23:00
       Lausanne, Ste-Catherine;      8592117;    ARRIVAL;                     ;                     ;  2025-07-01 06:18:00;  2025-07-01 07:08:00;  2025-07-01 06:48:00;                     ;                     ;                     ;  2025-07-01 07:48:00;  2025-07-01 08:38:00;  2025-07-01 09:08:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:38:00;                     ;                     ;  2025-07-01 16:48:00;  2025-07-01 17:38:00;  2025-07-01 17:18:00;  2025-07-01 18:08:00;  2025-07-01 17:48:00;  2025-07-01 18:38:00;  2025-07-01 19:08:00;  2025-07-01 18:48:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
       Lausanne, Ste-Catherine;      8592117;  DEPARTURE;                     ;                     ;  2025-07-01 06:18:00;  2025-07-01 07:08:00;  2025-07-01 06:48:00;                     ;                     ;                     ;  2025-07-01 07:48:00;  2025-07-01 08:38:00;  2025-07-01 09:08:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:38:00;                     ;                     ;  2025-07-01 16:48:00;  2025-07-01 17:38:00;  2025-07-01 17:18:00;  2025-07-01 18:08:00;  2025-07-01 17:48:00;  2025-07-01 18:38:00;  2025-07-01 19:08:00;  2025-07-01 18:48:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
     Lausanne, Chalet-Fontaine;      8592006;    ARRIVAL;                     ;                     ;  2025-07-01 06:17:00;  2025-07-01 07:09:00;  2025-07-01 06:47:00;                     ;                     ;                     ;  2025-07-01 07:47:00;  2025-07-01 08:39:00;  2025-07-01 09:09:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:39:00;                     ;                     ;  2025-07-01 16:47:00;  2025-07-01 17:39:00;  2025-07-01 17:17:00;  2025-07-01 18:09:00;  2025-07-01 17:47:00;  2025-07-01 18:39:00;  2025-07-01 19:09:00;  2025-07-01 18:47:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
