          STOP_NAME           ; STOP_NUMBER ;   EVENT   ;   85:801:36001-287  ;   85:801:36003-287  ;   85:801:36005-287  ;   85:801:36002-287  ;   85:801:36007-287  ;   85:801:36006-287  ;   85:801:36015-287  ;   85:801:36013-287  ;   85:801:36017-287  ;   85:801:36014-287  ;   85:801:36018-287  ;   85:801:36023-287  ;   85:801:36027-287  ;   85:801:36022-287  ;   85:801:36024-287  ;   85:801:36033-287  ;   85:801:36026-287  ;   85:801:36035-287  ;   85:801:36028-287  ;   85:801:36039-287  ;   85:801:36030-287  ;   85:801:36032-287  ;   85:801:36041-287  ;   85:801:36034-287  ;   85:801:36043-287  ;   85:801:36038-287  ;   85:801:36045-287  ;   85:801:36040-287  ;   85:801:36049-287  ;   85:801:36055-287  ;   85:801:36057-287  ;   85:801:36044-287  ;   85:801:36061-287  ;   85:801:36048-287  ;   85:801:36063-287  ;   85:801:36050-287  ;   85:801:36052-287  ;   85:801:36067-287  ;   85:801:36054-287  ;   85:801:36056-287  ;   85:801:36058-287  ;   85:801:36071-287  ;   85:801:36060-287  ;   85:801:36073-287  ;   85:801:36062-287  ;   85:801:36075-287  ;   85:801:36077-287  ;   85:801:36066-287  ;   85:801:36079-287  
     Lausanne, Chalet-Fontaine;      8592006;  DEPARTURE;                     ;                     ;  2025-07-01 06:17:00;  2025-07-01 07:09:00;  2025-07-01 06:47:00;                     ;                     ;                     ;  2025-07-01 07:47:00;  2025-07-01 08:39:00;  2025-07-01 09:09:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:39:00;                     ;                     ;  2025-07-01 16:47:00;  2025-07-01 17:39:00;  2025-07-01 17:17:00;  2025-07-01 18:09:00;  2025-07-01 17:47:00;  2025-07-01 18:39:00;  2025-07-01 19:09:00;  2025-07-01 18:47:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
         Mollie-Margot, centre;      8579250;    ARRIVAL;  2025-07-01 05:54:00;  2025-07-01 06:24:00;  2025-07-01 06:54:00;  2025-07-01 06:30:00;  2025-07-01 07:24:00;  2025-07-01 07:04:00;  2025-07-01 07:54:00;                     ;  2025-07-01 08:24:00;  2025-07-01 08:00:00;  2025-07-01 08:30:00;  2025-07-01 08:54:00;  2025-07-01 09:24:00;  2025-07-01 09:29:00;  2025-07-01 09:59:00;  2025-07-01 10:35:00;  2025-07-01 10:49:00;  2025-07-01 11:35:00;  2025-07-01 11:49:00;  2025-07-01 12:39:00;  2025-07-01 12:49:00;  2025-07-01 13:18:00;  2025-07-01 13:35:00;  2025-07-01 13:49:00;  2025-07-01 14:35:00;  2025-07-01 14:49:00;  2025-07-01 15:35:00;  2025-07-01 16:00:00;  2025-07-01 16:09:00;  2025-07-01 16:54:00;  2025-07-01 17:24:00;  2025-07-01 17:00:00;  2025-07-01 17:54:00;  2025-07-01 17:30:00;  2025-07-01 18:24:00;  2025-07-01 18:00:00;  2025-07-01 18:30:00;  2025-07-01 19:24:00;  2025-07-01 19:00:00;  2025-07-01 19:30:00;  2025-07-01 20:00:00;  2025-07-01 20:24:00;  2025-07-01 20:49:00;  2025-07-01 21:35:00;  2025-07-01 21:49:00;  2025-07-01 22:35:00;  2025-07-01 23:35:00;  2025-07-01 23:49:00;  2025-08-01 00:26:00
         Mollie-Margot, centre;      8579250;  DEPARTURE;  2025-07-01 05:54:00;  2025-07-01 06:24:00;  2025-07-01 06:54:00;  2025-07-01 06:30:00;  2025-07-01 07:24:00;  2025-07-01 07:04:00;  2025-07-01 07:54:00;                     ;  2025-07-01 08:24:00;  2025-07-01 08:00:00;  2025-07-01 08:30:00;  2025-07-01 08:54:00;  2025-07-01 09:24:00;  2025-07-01 09:29:00;  2025-07-01 09:59:00;  2025-07-01 10:35:00;  2025-07-01 10:49:00;  2025-07-01 11:35:00;  2025-07-01 11:49:00;  2025-07-01 12:39:00;  2025-07-01 12:49:00;  2025-07-01 13:18:00;  2025-07-01 13:35:00;  2025-07-01 13:49:00;  2025-07-01 14:35:00;  2025-07-01 14:49:00;  2025-07-01 15:35:00;  2025-07-01 16:00:00;  2025-07-01 16:09:00;  2025-07-01 16:54:00;  2025-07-01 17:24:00;  2025-07-01 17:00:00;  2025-07-01 17:54:00;  2025-07-01 17:30:00;  2025-07-01 18:24:00;  2025-07-01 18:00:00;  2025-07-01 18:30:00;  2025-07-01 19:24:00;  2025-07-01 19:00:00;  2025-07-01 19:30:00;  2025-07-01 20:00:00;  2025-07-01 20:24:00;  2025-07-01 20:49:00;  2025-07-01 21:35:00;  2025-07-01 21:49:00;  2025-07-01 22:35:00;  2025-07-01 23:35:00;  2025-07-01 23:49:00;  2025-08-01 00:26:00
      Lausanne, Chalet-à-Gobet;      8587929;    ARRIVAL;                     ;                     ;  2025-07-01 06:16:00;  2025-07-01 07:10:00;  2025-07-01 06:46:00;                     ;                     ;                     ;  2025-07-01 07:46:00;  2025-07-01 08:40:00;  2025-07-01 09:10:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:40:00;                     ;                     ;  2025-07-01 16:46:00;  2025-07-01 17:40:00;  2025-07-01 17:16:00;  2025-07-01 18:10:00;  2025-07-01 17:46:00;  2025-07-01 18:40:00;  2025-07-01 19:10:00;  2025-07-01 18:46:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
      Lausanne, Chalet-à-Gobet;      8587929;  DEPARTURE;                     ;                     ;  2025-07-01 06:16:00;  2025-07-01 07:10:00;  2025-07-01 06:46:00;                     ;                     ;                     ;  2025-07-01 07:46:00;  2025-07-01 08:40:00;  2025-07-01 09:10:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:40:00;                     ;                     ;  2025-07-01 16:46:00;  2025-07-01 17:40:00;  2025-07-01 17:16:00;  2025-07-01 18:10:00;  2025-07-01 17:46:00;  2025-07-01 18:40:00;  2025-07-01 19:10:00;  2025-07-01 18:46:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
      Savigny, Grange-la-Ville;      8592231;    ARRIVAL;  2025-07-01 05:55:00;  2025-07-01 06:25:00;  2025-07-01 06:55:00;  2025-07-01 06:29:00;  2025-07-01 07:25:00;  2025-07-01 07:03:00;  2025-07-01 07:55:00;                     ;  2025-07-01 08:25:00;  2025-07-01 07:59:00;  2025-07-01 08:29:00;  2025-07-01 08:55:00;  2025-07-01 09:25:00;  2025-07-01 09:28:00;  2025-07-01 09:58:00;  2025-07-01 10:36:00;  2025-07-01 10:48:00;  2025-07-01 11:36:00;  2025-07-01 11:48:00;  2025-07-01 12:40:00;  2025-07-01 12:48:00;  2025-07-01 13:17:00;  2025-07-01 13:36:00;  2025-07-01 13:48:00;  2025-07-01 14:36:00;  2025-07-01 14:48:00;  2025-07-01 15:36:00;  2025-07-01 15:59:00;  2025-07-01 16:10:00;  2025-07-01 16:55:00;  2025-07-01 17:25:00;  2025-07-01 16:59:00;  2025-07-01 17:55:00;  2025-07-01 17:29:00;  2025-07-01 18:25:00;  2025-07-01 17:59:00;  2025-07-01 18:29:00;  2025-07-01 19:25:00;  2025-07-01 18:59:00;  2025-07-01 19:29:00;  2025-07-01 19:59:00;  2025-07-01 20:25:00;  2025-07-01 20:48:00;  2025-07-01 21:36:00;  2025-07-01 21:48:00;  2025-07-01 22:36:00;  2025-07-01 23:36:00;  2025-07-01 23:48:00;  2025-08-01 00:27:00
      Savigny, Grange-la-Ville;      8592231;  DEPARTURE;  2025-07-01 05:55:00;  2025-07-01 06:25:00;  2025-07-01 06:55:00;  2025-07-01 06:29:00;  2025-07-01 07:25:00;  2025-07-01 07:03:00;  2025-07-01 07:55:00;                     ;  2025-07-01 08:25:00;  2025-07-01 07:59:00;  2025-07-01 08:29:00;  2025-07-01 08:55:00;  2025-07-01 09:25:00;  2025-07-01 09:28:00;  2025-07-01 09:58:00;  2025-07-01 10:36:00;  2025-07-01 10:48:00;  2025-07-01 11:36:00;  2025-07-01 11:48:00;  2025-07-01 12:40:00;  2025-07-01 12:48:00;  2025-07-01 13:17:00;  2025-07-01 13:36:00;  2025-07-01 13:48:00;  2025-07-01 14:36:00;  2025-07-01 14:48:00;  2025-07-01 15:36:00;  2025-07-01 15:59:00;  2025-07-01 16:10:00;  2025-07-01 16:55:00;  2025-07-01 17:25:00;  2025-07-01 16:59:00;  2025-07-01 17:55:00;  2025-07-01 17:29:00;  2025-07-01 18:25:00;  2025-07-01 17:59:00;  2025-07-01 18:29:00;  2025-07-01 19:25:00;  2025-07-01 18:59:00;  2025-07-01 19:29:00;  2025-07-01 19:59:00;  2025-07-01 20:25:00;  2025-07-01 20:48:00;  2025-07-01 21:36:00;  2025-07-01 21:48:00;  2025-07-01 22:36:00;  2025-07-01 23:36:00;  2025-07-01 23:48:00;  2025-08-01 00:27:00
          Savigny, Clair-Matin;      8592229;    ARRIVAL;  2025-07-01 05:55:00;  2025-07-01 06:25:00;  2025-07-01 06:55:00;  2025-07-01 06:28:00;  2025-07-01 07:25:00;  2025-07-01 07:02:00;  2025-07-01 07:55:00;                     ;  2025-07-01 08:25:00;  2025-07-01 07:58:00;  2025-07-01 08:28:00;  2025-07-01 08:55:00;  2025-07-01 09:25:00;  2025-07-01 09:27:00;  2025-07-01 09:57:00;  2025-07-01 10:36:00;  2025-07-01 10:47:00;  2025-07-01 11:36:00;  2025-07-01 11:47:00;  2025-07-01 12:40:00;  2025-07-01 12:47:00;  2025-07-01 13:16:00;  2025-07-01 13:36:00;  2025-07-01 13:47:00;  2025-07-01 14:36:00;  2025-07-01 14:47:00;  2025-07-01 15:36:00;  2025-07-01 15:58:00;  2025-07-01 16:10:00;  2025-07-01 16:55:00;  2025-07-01 17:25:00;  2025-07-01 16:58:00;  2025-07-01 17:55:00;  2025-07-01 17:28:00;  2025-07-01 18:25:00;  2025-07-01 17:58:00;  2025-07-01 18:28:00;  2025-07-01 19:25:00;  2025-07-01 18:58:00;  2025-07-01 19:28:00;  2025-07-01 19:58:00;  2025-07-01 20:25:00;  2025-07-01 20:47:00;  2025-07-01 21:36:00;  2025-07-01 21:47:00;  2025-07-01 22:36:00;  2025-07-01 23:36:00;  2025-07-01 23:47:00;  2025-08-01 00:27:00
          Savigny, Clair-Matin;      8592229;  DEPARTURE;  2025-07-01 05:55:00;  2025-07-01 06:25:00;  2025-07-01 06:55:00;  2025-07-01 06:28:00;  2025-07-01 07:25:00;  2025-07-01 07:02:00;  2025-07-01 07:55:00;                     ;  2025-07-01 08:25:00;  2025-07-01 07:58:00;  2025-07-01 08:28:00;  2025-07-01 08:55:00;  2025-07-01 09:25:00;  2025-07-01 09:27:00;  2025-07-01 09:57:00;  2025-07-01 10:36:00;  2025-07-01 10:47:00;  2025-07-01 11:36:00;  2025-07-01 11:47:00;  2025-07-01 12:40:00;  2025-07-01 12:47:00;  2025-07-01 13:16:00;  2025-07-01 13:36:00;  2025-07-01 13:47:00;  2025-07-01 14:36:00;  2025-07-01 14:47:00;  2025-07-01 15:36:00;  2025-07-01 15:58:00;  2025-07-01 16:10:00;  2025-07-01 16:55:00;  2025-07-01 17:25:00;  2025-07-01 16:58:00;  2025-07-01 17:55:00;  2025-07-01 17:28:00;  2025-07-01 18:25:00;  2025-07-01 17:58:00;  2025-07-01 18:28:00;  2025-07-01 19:25:00;  2025-07-01 18:58:00;  2025-07-01 19:28:00;  2025-07-01 19:58:00;  2025-07-01 20:25:00;  2025-07-01 20:47:00;  2025-07-01 21:36:00;  2025-07-01 21:47:00;  2025-07-01 22:36:00;  2025-07-01 23:36:00;  2025-07-01 23:47:00;  2025-08-01 00:27:00
       Lausanne, Vert-Bois/EHL;      8592130;    ARRIVAL;                     ;                     ;  2025-07-01 06:15:00;  2025-07-01 07:12:00;  2025-07-01 06:45:00;                     ;                     ;                     ;  2025-07-01 07:45:00;  2025-07-01 08:42:00;  2025-07-01 09:12:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:42:00;                     ;                     ;  2025-07-01 16:45:00;  2025-07-01 17:42:00;  2025-07-01 17:15:00;  2025-07-01 18:12:00;  2025-07-01 17:45:00;  2025-07-01 18:42:00;  2025-07-01 19:12:00;  2025-07-01 18:45:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
       Lausanne, Vert-Bois/EHL;      8592130;  DEPARTURE;                     ;                     ;  2025-07-01 06:15:00;  2025-07-01 07:12:00;  2025-07-01 06:45:00;                     ;                     ;                     ;  2025-07-01 07:45:00;  2025-07-01 08:42:00;  2025-07-01 09:12:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:42:00;                     ;                     ;  2025-07-01 16:45:00;  2025-07-01 17:42:00;  2025-07-01 17:15:00;  2025-07-01 18:12:00;  2025-07-01 17:45:00;  2025-07-01 18:42:00;  2025-07-01 19:12:00;  2025-07-01 18:45:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
             Savigny, St-Amour;      8592234;    ARRIVAL;  2025-07-01 05:55:00;  2025-07-01 06:25:00;  2025-07-01 06:55:00;  2025-07-01 06:28:00;  2025-07-01 07:25:00;  2025-07-01 07:02:00;  2025-07-01 07:55:00;                     ;  2025-07-01 08:25:00;  2025-07-01 07:58:00;  2025-07-01 08:28:00;  2025-07-01 08:55:00;  2025-07-01 09:25:00;  2025-07-01 09:27:00;  2025-07-01 09:57:00;  2025-07-01 10:36:00;  2025-07-01 10:47:00;  2025-07-01 11:36:00;  2025-07-01 11:47:00;  2025-07-01 12:40:00;  2025-07-01 12:47:00;  2025-07-01 13:16:00;  2025-07-01 13:36:00;  2025-07-01 13:47:00;  2025-07-01 14:36:00;  2025-07-01 14:47:00;  2025-07-01 15:36:00;  2025-07-01 15:58:00;  2025-07-01 16:10:00;  2025-07-01 16:55:00;  2025-07-01 17:25:00;  2025-07-01 16:58:00;  2025-07-01 17:55:00;  2025-07-01 17:28:00;  2025-07-01 18:25:00;  2025-07-01 17:58:00;  2025-07-01 18:28:00;  2025-07-01 19:25:00;  2025-07-01 18:58:00;  2025-07-01 19:28:00;  2025-07-01 19:58:00;  2025-07-01 20:25:00;  2025-07-01 20:47:00;  2025-07-01 21:36:00;  2025-07-01 21:47:00;  2025-07-01 22:36:00;  2025-07-01 23:36:00;  2025-07-01 23:47:00;  2025-08-01 00:27:00
             Savigny, St-Amour;      8592234;  DEPARTURE;  2025-07-01 05:55:00;  2025-07-01 06:25:00;  2025-07-01 06:55:00;  2025-07-01 06:28:00;  2025-07-01 07:25:00;  2025-07-01 07:02:00;  2025-07-01 07:55:00;                     ;  2025-07-01 08:25:00;  2025-07-01 07:58:00;  2025-07-01 08:28:00;  2025-07-01 08:55:00;  2025-07-01 09:25:00;  2025-07-01 09:27:00;  2025-07-01 09:57:00;  2025-07-01 10:36:00;  2025-07-01 10:47:00;  2025-07-01 11:36:00;  2025-07-01 11:47:00;  2025-07-01 12:40:00;  2025-07-01 12:47:00;  2025-07-01 13:16:00;  2025-07-01 13:36:00;  2025-07-01 13:47:00;  2025-07-01 14:36:00;  2025-07-01 14:47:00;  2025-07-01 15:36:00;  2025-07-01 15:58:00;  2025-07-01 16:10:00;  2025-07-01 16:55:00;  2025-07-01 17:25:00;  2025-07-01 16:58:00;  2025-07-01 17:55:00;  2025-07-01 17:28:00;  2025-07-01 18:25:00;  2025-07-01 17:58:00;  2025-07-01 18:28:00;  2025-07-01 19:25:00;  2025-07-01 18:58:00;  2025-07-01 19:28:00;  2025-07-01 19:58:00;  2025-07-01 20:25:00;  2025-07-01 20:47:00;  2025-07-01 21:36:00;  2025-07-01 21:47:00;  2025-07-01 22:36:00;  2025-07-01 23:36:00;  2025-07-01 23:47:00;  2025-08-01 00:27:00
            Lausanne, En Marin;      8504171;    ARRIVAL;                     ;                     ;  2025-07-01 06:14:00;  2025-07-01 07:13:00;  2025-07-01 06:44:00;                     ;                     ;                     ;  2025-07-01 07:44:00;  2025-07-01 08:43:00;  2025-07-01 09:13:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:43:00;                     ;                     ;  2025-07-01 16:44:00;  2025-07-01 17:43:00;  2025-07-01 17:14:00;  2025-07-01 18:13:00;  2025-07-01 17:44:00;  2025-07-01 18:43:00;  2025-07-01 19:13:00;  2025-07-01 18:44:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
            Lausanne, En Marin;      8504171;  DEPARTURE;                     ;                     ;  2025-07-01 06:14:00;  2025-07-01 07:13:00;  2025-07-01 06:44:00;                     ;                     ;                     ;  2025-07-01 07:44:00;  2025-07-01 08:43:00;  2025-07-01 09:13:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:43:00;                     ;                     ;  2025-07-01 16:44:00;  2025-07-01 17:43:00;  2025-07-01 17:14:00;  2025-07-01 18:13:00;  2025-07-01 17:44:00;  2025-07-01 18:43:00;  2025-07-01 19:13:00;  2025-07-01 18:44:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
           Savigny, Crêt-Rouge;      8592230;    ARRIVAL;  2025-07-01 05:56:00;  2025-07-01 06:26:00;  2025-07-01 06:56:00;  2025-07-01 06:27:00;  2025-07-01 07:26:00;  2025-07-01 07:01:00;  2025-07-01 07:56:00;                     ;  2025-07-01 08:26:00;  2025-07-01 07:57:00;  2025-07-01 08:27:00;  2025-07-01 08:56:00;  2025-07-01 09:26:00;  2025-07-01 09:26:00;  2025-07-01 09:56:00;  2025-07-01 10:37:00;  2025-07-01 10:46:00;  2025-07-01 11:37:00;  2025-07-01 11:46:00;  2025-07-01 12:41:00;  2025-07-01 12:46:00;  2025-07-01 13:15:00;  2025-07-01 13:37:00;  2025-07-01 13:46:00;  2025-07-01 14:37:00;  2025-07-01 14:46:00;  2025-07-01 15:37:00;  2025-07-01 15:57:00;  2025-07-01 16:11:00;  2025-07-01 16:56:00;  2025-07-01 17:26:00;  2025-07-01 16:57:00;  2025-07-01 17:56:00;  2025-07-01 17:27:00;  2025-07-01 18:26:00;  2025-07-01 17:57:00;  2025-07-01 18:27:00;  2025-07-01 19:26:00;  2025-07-01 18:57:00;  2025-07-01 19:27:00;  2025-07-01 19:57:00;  2025-07-01 20:26:00;  2025-07-01 20:46:00;  2025-07-01 21:37:00;  2025-07-01 21:46:00;  2025-07-01 22:37:00;  2025-07-01 23:37:00;  2025-07-01 23:46:00;  2025-08-01 00:28:00
           Savigny, Crêt-Rouge;      8592230;  DEPARTURE;  2025-07-01 05:56:00;  2025-07-01 06:26:00;  2025-07-01 06:56:00;  2025-07-01 06:27:00;  2025-07-01 07:26:00;  2025-07-01 07:01:00;  2025-07-01 07:56:00;                     ;  2025-07-01 08:26:00;  2025-07-01 07:57:00;  2025-07-01 08:27:00;  2025-07-01 08:56:00;  2025-07-01 09:26:00;  2025-07-01 09:26:00;  2025-07-01 09:56:00;  2025-07-01 10:37:00;  2025-07-01 10:46:00;  2025-07-01 11:37:00;  2025-07-01 11:46:00;  2025-07-01 12:41:00;  2025-07-01 12:46:00;  2025-07-01 13:15:00;  2025-07-01 13:37:00;  2025-07-01 13:46:00;  2025-07-01 14:37:00;  2025-07-01 14:46:00;  2025-07-01 15:37:00;  2025-07-01 15:57:00;  2025-07-01 16:11:00;  2025-07-01 16:56:00;  2025-07-01 17:26:00;  2025-07-01 16:57:00;  2025-07-01 17:56:00;  2025-07-01 17:27:00;  2025-07-01 18:26:00;  2025-07-01 17:57:00;  2025-07-01 18:27:00;  2025-07-01 19:26:00;  2025-07-01 18:57:00;  2025-07-01 19:27:00;  2025-07-01 19:57:00;  2025-07-01 20:26:00;  2025-07-01 20:46:00;  2025-07-01 21:37:00;  2025-07-01 21:46:00;  2025-07-01 22:37:00;  2025-07-01 23:37:00;  2025-07-01 23:46:00;  2025-08-01 00:28:00
          Epalinges, Lion d'Or;      8587546;    ARRIVAL;                     ;                     ;  2025-07-01 06:13:00;  2025-07-01 07:14:00;  2025-07-01 06:43:00;                     ;                     ;                     ;  2025-07-01 07:43:00;  2025-07-01 08:44:00;  2025-07-01 09:14:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:44:00;                     ;                     ;  2025-07-01 16:43:00;  2025-07-01 17:44:00;  2025-07-01 17:13:00;  2025-07-01 18:14:00;  2025-07-01 17:43:00;  2025-07-01 18:44:00;  2025-07-01 19:14:00;  2025-07-01 18:43:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
          Epalinges, Lion d'Or;      8587546;  DEPARTURE;                     ;                     ;  2025-07-01 06:13:00;  2025-07-01 07:14:00;  2025-07-01 06:43:00;                     ;                     ;                     ;  2025-07-01 07:43:00;  2025-07-01 08:44:00;  2025-07-01 09:14:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:44:00;                     ;                     ;  2025-07-01 16:43:00;  2025-07-01 17:44:00;  2025-07-01 17:13:00;  2025-07-01 18:14:00;  2025-07-01 17:43:00;  2025-07-01 18:44:00;  2025-07-01 19:14:00;  2025-07-01 18:43:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
                Savigny, Palaz;      8592232;    ARRIVAL;  2025-07-01 05:57:00;  2025-07-01 06:27:00;  2025-07-01 06:57:00;  2025-07-01 06:26:00;  2025-07-01 07:27:00;  2025-07-01 07:00:00;  2025-07-01 07:57:00;                     ;  2025-07-01 08:27:00;  2025-07-01 07:56:00;  2025-07-01 08:26:00;  2025-07-01 08:57:00;  2025-07-01 09:27:00;  2025-07-01 09:25:00;  2025-07-01 09:55:00;  2025-07-01 10:38:00;  2025-07-01 10:45:00;  2025-07-01 11:38:00;  2025-07-01 11:45:00;  2025-07-01 12:42:00;  2025-07-01 12:45:00;  2025-07-01 13:14:00;  2025-07-01 13:38:00;  2025-07-01 13:45:00;  2025-07-01 14:38:00;  2025-07-01 14:45:00;  2025-07-01 15:38:00;  2025-07-01 15:56:00;  2025-07-01 16:12:00;  2025-07-01 16:57:00;  2025-07-01 17:27:00;  2025-07-01 16:56:00;  2025-07-01 17:57:00;  2025-07-01 17:26:00;  2025-07-01 18:27:00;  2025-07-01 17:56:00;  2025-07-01 18:26:00;  2025-07-01 19:27:00;  2025-07-01 18:56:00;  2025-07-01 19:26:00;  2025-07-01 19:56:00;  2025-07-01 20:27:00;  2025-07-01 20:45:00;  2025-07-01 21:38:00;  2025-07-01 21:45:00;  2025-07-01 22:38:00;  2025-07-01 23:38:00;  2025-07-01 23:45:00;  2025-08-01 00:29:00
                Savigny, Palaz;      8592232;  DEPARTURE;  2025-07-01 05:57:00;  2025-07-01 06:27:00;  2025-07-01 06:57:00;  2025-07-01 06:26:00;  2025-07-01 07:27:00;  2025-07-01 07:00:00;  2025-07-01 07:57:00;                     ;  2025-07-01 08:27:00;  2025-07-01 07:56:00;  2025-07-01 08:26:00;  2025-07-01 08:57:00;  2025-07-01 09:27:00;  2025-07-01 09:25:00;  2025-07-01 09:55:00;  2025-07-01 10:38:00;  2025-07-01 10:45:00;  2025-07-01 11:38:00;  2025-07-01 11:45:00;  2025-07-01 12:42:00;  2025-07-01 12:45:00;  2025-07-01 13:14:00;  2025-07-01 13:38:00;  2025-07-01 13:45:00;  2025-07-01 14:38:00;  2025-07-01 14:45:00;  2025-07-01 15:38:00;  2025-07-01 15:56:00;  2025-07-01 16:12:00;  2025-07-01 16:57:00;  2025-07-01 17:27:00;  2025-07-01 16:56:00;  2025-07-01 17:57:00;  2025-07-01 17:26:00;  2025-07-01 18:27:00;  2025-07-01 17:56:00;  2025-07-01 18:26:00;  2025-07-01 19:27:00;  2025-07-01 18:56:00;  2025-07-01 19:26:00;  2025-07-01 19:56:00;  2025-07-01 20:27:00;  2025-07-01 20:45:00;  2025-07-01 21:38:00;  2025-07-01 21:45:00;  2025-07-01 22:38:00;  2025-07-01 23:38:00;  2025-07-01 23:45:00;  2025-08-01 00:29:00
               Savigny, centre;      8504173;    ARRIVAL;  2025-07-01 05:59:00;  2025-07-01 06:29:00;  2025-07-01 06:59:00;  2025-07-01 06:25:00;  2025-07-01 07:29:00;  2025-07-01 06:59:00;  2025-07-01 07:59:00;                     ;  2025-07-01 08:29:00;  2025-07-01 07:55:00;  2025-07-01 08:25:00;  2025-07-01 08:59:00;  2025-07-01 09:29:00;  2025-07-01 09:24:00;  2025-07-01 09:54:00;  2025-07-01 10:40:00;  2025-07-01 10:44:00;  2025-07-01 11:40:00;  2025-07-01 11:44:00;  2025-07-01 12:44:00;  2025-07-01 12:44:00;  2025-07-01 13:13:00;  2025-07-01 13:40:00;  2025-07-01 13:44:00;  2025-07-01 14:40:00;  2025-07-01 14:44:00;  2025-07-01 15:40:00;  2025-07-01 15:55:00;  2025-07-01 16:14:00;  2025-07-01 16:59:00;  2025-07-01 17:29:00;  2025-07-01 16:55:00;  2025-07-01 17:59:00;  2025-07-01 17:25:00;  2025-07-01 18:29:00;  2025-07-01 17:55:00;  2025-07-01 18:25:00;  2025-07-01 19:29:00;  2025-07-01 18:55:00;  2025-07-01 19:25:00;  2025-07-01 19:55:00;  2025-07-01 20:29:00;  2025-07-01 20:44:00;  2025-07-01 21:40:00;  2025-07-01 21:44:00;  2025-07-01 22:40:00;  2025-07-01 23:40:00;  2025-07-01 23:44:00;  2025-08-01 00:31:00
               Savigny, centre;      8504173;  DEPARTURE;  2025-07-01 05:59:00;  2025-07-01 06:29:00;  2025-07-01 06:59:00;  2025-07-01 06:25:00;  2025-07-01 07:29:00;  2025-07-01 06:59:00;  2025-07-01 07:59:00;  2025-07-01 07:38:00;  2025-07-01 08:29:00;  2025-07-01 07:55:00;  2025-07-01 08:25:00;  2025-07-01 08:59:00;  2025-07-01 09:29:00;  2025-07-01 09:24:00;  2025-07-01 09:54:00;  2025-07-01 10:40:00;  2025-07-01 10:44:00;  2025-07-01 11:40:00;  2025-07-01 11:44:00;  2025-07-01 12:44:00;  2025-07-01 12:44:00;  2025-07-01 13:13:00;  2025-07-01 13:40:00;  2025-07-01 13:44:00;  2025-07-01 14:40:00;  2025-07-01 14:44:00;  2025-07-01 15:40:00;  2025-07-01 15:55:00;  2025-07-01 16:14:00;  2025-07-01 16:59:00;  2025-07-01 17:29:00;  2025-07-01 16:55:00;  2025-07-01 17:59:00;  2025-07-01 17:25:00;  2025-07-01 18:29:00;  2025-07-01 17:55:00;  2025-07-01 18:25:00;  2025-07-01 19:29:00;  2025-07-01 18:55:00;  2025-07-01 19:25:00;  2025-07-01 19:55:00;  2025-07-01 20:29:00;  2025-07-01 20:44:00;  2025-07-01 21:40:00;  2025-07-01 21:44:00;  2025-07-01 22:40:00;  2025-07-01 23:40:00;  2025-07-01 23:44:00;  2025-08-01 00:31:00
