          STOP_NAME           ; STOP_NUMBER ;   EVENT   ; 85:764:5001_705-A-101_0540_BPS3 ; 85:764:5003_705-A-101_0600_BPS3 ; 85:764:5000_705-R-201_0618_BPS3 ; 85:764:5005_705-A-101_0620_BPS3 ; 85:764:5007_705-A-101_0635_BPS3 ; 85:764:5002_705-R-201_0638_BPS3 ; 85:764:5009_705-A-101_0650_BPS3 ; 85:764:5004_705-R-201_0658_BPS3 ; 85:764:5011_705-A-101_0700_BPS3 ; 85:764:5006_705-R-203_0713_BPS3 ; 85:764:5013_705-A-101_0720_BPS3 ; 85:764:5008_705-R-201_0723_BPS3 ; 85:764:5015_705-A-102_0726_BPS3 ; 85:764:5017_705-A-101_0727_BPS3 ; 85:764:5010_705-R-203_0733_BPS3 ; 85:764:5012_705-R-201_0743_BPS3 ; 85:764:5014_705-R-203_0750_BPS3 ; 85:764:5019_705-A-102_0753_BPS3 ; 85:764:5021_705-A-101_0757_BPS3 ; 85:764:5016_705-R-203_0800_BPS3 ; 85:764:5023_705-A-102_0803_BPS3 ; 85:764:5018_705-R-201_0810_BPS3 ; 85:764:5020_705-R-201_0820_BPS3 ; 85:764:5025_705-A-101_0820_BPS3 ; 85:764:5027_705-A-102_0823_BPS3 ; 85:764:5022_705-R-203_0833_BPS3 ; 85:764:5029_705-A-101_0840_BPS3 ; 85:764:5024_705-R-201_0843_BPS3 ; 85:764:5031_705-A-102_0846_BPS3 ; 85:764:5026_705-R-203_0853_BPS3 ; 85:764:5033_705-A-101_0900_BPS3 ; 85:764:5028_705-R-201_0903_BPS3 ; 85:764:5035_705-A-102_0906_BPS3 ; 85:764:5030_705-R-203_0913_BPS3 ; 85:764:5037_705-A-101_0920_BPS3 ; 85:764:5032_705-R-201_0923_BPS3 ; 85:764:5039_705-A-102_0926_BPS3 ; 85:764:5034_705-R-203_0933_BPS3 ; 85:764:5041_705-A-101_0940_BPS3 ; 85:764:5036_705-R-201_0943_BPS3 ; 85:764:5043_705-A-102_0946_BPS3 ; 85:764:5038_705-R-201_0953_BPS3 ; 85:764:5045_705-A-101_1000_BPS3 ; 85:764:5040_705-R-201_1003_BPS3 ; 85:764:5047_705-A-101_1020_BPS3 ; 85:764:5042_705-R-201_1023_BPS3 ; 85:764:5049_705-A-101_1040_BPS3 ; 85:764:5044_705-R-201_1043_BPS3 ; 85:764:5051_705-A-101_1100_BPS3 ; 85:764:5046_705-R-201_1103_BPS3 ; 85:764:5053_705-A-101_1120_BPS3 ; 85:764:5048_705-R-201_1123_BPS3 ; 85:764:5055_705-A-101_1140_BPS3 ; 85:764:5050_705-R-201_1143_BPS3 ; 85:764:5057_705-A-101_1200_BPS3 ; 85:764:5052_705-R-201_1203_BPS3 ; 85:764:5059_705-A-101_1220_BPS3 ; 85:764:5054_705-R-201_1223_BPS3 ; 85:764:5061_705-A-101_1240_BPS3 ; 85:764:5056_705-R-201_1243_BPS3 ; 85:764:5063_705-A-101_1300_BPS3 ; 85:764:5058_705-R-201_1303_BPS3 ; 85:764:5065_705-A-101_1320_BPS3 ; 85:764:5060_705-R-201_1323_BPS3 ; 85:764:5067_705-A-101_1340_BPS3 ; 85:764:5062_705-R-201_1343_BPS3 ; 85:764:5069_705-A-101_1400_BPS3 ; 85:764:5064_705-R-201_1403_BPS3 ; 85:764:5071_705-A-101_1420_BPS3 ; 85:764:5066_705-R-201_1423_BPS3 ; 85:764:5073_705-A-101_1440_BPS3 ; 85:764:5068_705-R-201_1443_BPS3 ; 85:764:5075_705-A-101_1500_BPS3 ; 85:764:5070_705-R-201_1503_BPS3 ; 85:764:5077_705-A-101_1520_BPS3 ; 85:764:5072_705-R-201_1523_BPS3 ; 85:764:5079_705-A-101_1540_BPS3 ; 85:764:5074_705-R-201_1543_BPS3 ; 85:764:5081_705-A-101_1550_BPS3 ; 85:764:5083_705-A-101_1600_BPS3 ; 85:764:5076_705-R-201_1603_BPS3 ; 85:764:5078_705-R-203_1613_BPS3 ; 85:764:5085_705-A-101_1620_BPS3 ; 85:764:5080_705-R-201_1623_BPS3 ; 85:764:5087_705-A-102_1626_BPS3 ; 85:764:5082_705-R-203_1633_BPS3 ; 85:764:5089_705-A-101_1640_BPS3 ; 85:764:5084_705-R-201_1643_BPS3 ; 85:764:5091_705-A-102_1646_BPS3 ; 85:764:5086_705-R-203_1653_BPS3 ; 85:764:5093_705-A-101_1700_BPS3 ; 85:764:5088_705-R-201_1703_BPS3 ; 85:764:5095_705-A-102_1706_BPS3 ; 85:764:5090_705-R-203_1713_BPS3 ; 85:764:5097_705-A-101_1720_BPS3 ; 85:764:5092_705-R-201_1723_BPS3 ; 85:764:5099_705-A-102_1726_BPS3 ; 85:764:5094_705-R-203_1733_BPS3 ; 85:764:5101_705-A-101_1740_BPS3 ; 85:764:5096_705-R-201_1743_BPS3 ; 85:764:5103_705-A-102_1746_BPS3 ; 85:764:5098_705-R-203_1753_BPS3 ; 85:764:5105_705-A-101_1800_BPS3 ; 85:764:5100_705-R-201_1803_BPS3 ; 85:764:5107_705-A-102_1806_BPS3 ; 85:764:5102_705-R-203_1813_BPS3 ; 85:764:5109_705-A-101_1820_BPS3 ; 85:764:5104_705-R-201_1823_BPS3 ; 85:764:5111_705-A-102_1826_BPS3 ; 85:764:5106_705-R-203_1833_BPS3 ; 85:764:5113_705-A-101_1840_BPS3 ; 85:764:5108_705-R-201_1843_BPS3 ; 85:764:5115_705-A-102_1846_BPS3 ; 85:764:5110_705-R-201_1853_BPS3 ; 85:764:5117_705-A-101_1900_BPS3 ; 85:764:5112_705-R-201_1903_BPS3 ; 85:764:5119_705-A-101_1920_BPS3 ; 85:764:5114_705-R-201_1923_BPS3 ; 85:764:5121_705-A-101_1940_BPS3 ; 85:764:5116_705-R-201_1943_BPS3 ; 85:764:5123_705-A-101_2000_BPS3 ; 85:764:5118_705-R-201_2000_BPS3 ; 85:764:5120_705-R-201_2015_BPS3 ; 85:764:5125_705-A-101_2030_BPS3 ; 85:764:5122_705-R-201_2030_BPS3 ; 85:764:5124_705-R-201_2100_BPS3 ; 85:764:5127_705-A-101_2100_BPS3 ; 85:764:5126_705-R-201_2130_BPS3 ; 85:764:5129_705-A-101_2130_BPS3 ; 85:764:5131_705-A-101_2200_BPS3 ; 85:764:5128_705-R-201_2200_BPS3 ; 85:764:5130_705-R-201_2230_BPS3 ; 85:764:5133_705-A-101_2230_BPS3 ; 85:764:5132_705-R-201_2300_BPS3 ; 85:764:5135_705-A-101_2300_BPS3 ; 85:764:5134_705-R-201_2330_BPS3 ; 85:764:5137_705-A-101_2330_BPS3 ; 85:764:5139_705-A-101_2400_BPS3 ; 85:764:5136_705-R-201_2400_BPS3 ; 85:764:5138_705-R-201_2430_BPS3 
     Ecublens VD, EPFL Piccard;      8579234;    ARRIVAL;              2025-08-01 06:07:00;              2025-08-01 06:27:00;                                 ;              2025-08-01 06:47:00;              2025-08-01 07:02:00;                                 ;              2025-08-01 07:17:00;                                 ;              2025-08-01 07:29:00;                                 ;              2025-08-01 07:49:00;                                 ;              2025-08-01 07:39:00;              2025-08-01 07:56:00;                                 ;                                 ;                                 ;              2025-08-01 08:06:00;              2025-08-01 08:26:00;                                 ;              2025-08-01 08:16:00;                                 ;                                 ;              2025-08-01 08:49:00;              2025-08-01 08:36:00;                                 ;              2025-08-01 09:09:00;                                 ;              2025-08-01 08:59:00;                                 ;              2025-08-01 09:29:00;                                 ;              2025-08-01 09:19:00;                                 ;              2025-08-01 09:49:00;                                 ;              2025-08-01 09:39:00;                                 ;              2025-08-01 10:09:00;                                 ;              2025-08-01 09:59:00;                                 ;              2025-08-01 10:29:00;                                 ;              2025-08-01 10:49:00;                                 ;              2025-08-01 11:09:00;                                 ;              2025-08-01 11:29:00;                                 ;              2025-08-01 11:49:00;                                 ;              2025-08-01 12:09:00;                                 ;              2025-08-01 12:29:00;                                 ;              2025-08-01 12:49:00;                                 ;              2025-08-01 13:09:00;                                 ;              2025-08-01 13:29:00;                                 ;              2025-08-01 13:49:00;                                 ;              2025-08-01 14:09:00;                                 ;              2025-08-01 14:29:00;                                 ;              2025-08-01 14:49:00;                                 ;              2025-08-01 15:09:00;                                 ;              2025-08-01 15:29:00;                                 ;              2025-08-01 15:49:00;                                 ;              2025-08-01 16:09:00;                                 ;              2025-08-01 16:19:00;              2025-08-01 16:29:00;                                 ;                                 ;              2025-08-01 16:49:00;                                 ;              2025-08-01 16:39:00;                                 ;              2025-08-01 17:09:00;                                 ;              2025-08-01 16:59:00;                                 ;              2025-08-01 17:29:00;                                 ;              2025-08-01 17:19:00;                                 ;              2025-08-01 17:49:00;                                 ;              2025-08-01 17:39:00;                                 ;              2025-08-01 18:09:00;                                 ;              2025-08-01 17:59:00;                                 ;              2025-08-01 18:29:00;                                 ;              2025-08-01 18:19:00;                                 ;              2025-08-01 18:49:00;                                 ;              2025-08-01 18:39:00;                                 ;              2025-08-01 19:09:00;                                 ;              2025-08-01 18:59:00;                                 ;              2025-08-01 19:27:00;                                 ;              2025-08-01 19:47:00;                                 ;              2025-08-01 20:07:00;                                 ;              2025-08-01 20:27:00;                                 ;                                 ;              2025-08-01 20:57:00;                                 ;                                 ;              2025-08-01 21:27:00;                                 ;              2025-08-01 21:57:00;              2025-08-01 22:27:00;                                 ;                                 ;              2025-08-01 22:57:00;                                 ;              2025-08-01 23:27:00;                                 ;              2025-08-01 23:57:00;              2025-09-01 00:27:00;                                 ;                                 
     Ecublens VD, EPFL Piccard;      8579234;  DEPARTURE;                                 ;                                 ;              2025-08-01 06:18:00;                                 ;                                 ;              2025-08-01 06:38:00;                                 ;              2025-08-01 06:58:00;                                 ;              2025-08-01 07:13:00;                                 ;              2025-08-01 07:23:00;                                 ;                                 ;              2025-08-01 07:33:00;              2025-08-01 07:43:00;              2025-08-01 07:50:00;                                 ;                                 ;              2025-08-01 08:00:00;                                 ;              2025-08-01 08:10:00;              2025-08-01 08:20:00;                                 ;                                 ;              2025-08-01 08:33:00;                                 ;              2025-08-01 08:43:00;                                 ;              2025-08-01 08:53:00;                                 ;              2025-08-01 09:03:00;                                 ;              2025-08-01 09:13:00;                                 ;              2025-08-01 09:23:00;                                 ;              2025-08-01 09:33:00;                                 ;              2025-08-01 09:43:00;                                 ;              2025-08-01 09:53:00;                                 ;              2025-08-01 10:03:00;                                 ;              2025-08-01 10:23:00;                                 ;              2025-08-01 10:43:00;                                 ;              2025-08-01 11:03:00;                                 ;              2025-08-01 11:23:00;                                 ;              2025-08-01 11:43:00;                                 ;              2025-08-01 12:03:00;                                 ;              2025-08-01 12:23:00;                                 ;              2025-08-01 12:43:00;                                 ;              2025-08-01 13:03:00;                                 ;              2025-08-01 13:23:00;                                 ;              2025-08-01 13:43:00;                                 ;              2025-08-01 14:03:00;                                 ;              2025-08-01 14:23:00;                                 ;              2025-08-01 14:43:00;                                 ;              2025-08-01 15:03:00;                                 ;              2025-08-01 15:23:00;                                 ;              2025-08-01 15:43:00;                                 ;                                 ;              2025-08-01 16:03:00;              2025-08-01 16:13:00;                                 ;              2025-08-01 16:23:00;                                 ;              2025-08-01 16:33:00;                                 ;              2025-08-01 16:43:00;                                 ;              2025-08-01 16:53:00;                                 ;              2025-08-01 17:03:00;                                 ;              2025-08-01 17:13:00;                                 ;              2025-08-01 17:23:00;                                 ;              2025-08-01 17:33:00;                                 ;              2025-08-01 17:43:00;                                 ;              2025-08-01 17:53:00;                                 ;              2025-08-01 18:03:00;                                 ;              2025-08-01 18:13:00;                                 ;              2025-08-01 18:23:00;                                 ;              2025-08-01 18:33:00;                                 ;              2025-08-01 18:43:00;                                 ;              2025-08-01 18:53:00;                                 ;              2025-08-01 19:03:00;                                 ;              2025-08-01 19:23:00;                                 ;              2025-08-01 19:43:00;                                 ;              2025-08-01 20:00:00;              2025-08-01 20:15:00;                                 ;              2025-08-01 20:30:00;              2025-08-01 21:00:00;                                 ;              2025-08-01 21:30:00;                                 ;                                 ;              2025-08-01 22:00:00;              2025-08-01 22:30:00;                                 ;              2025-08-01 23:00:00;                                 ;              2025-08-01 23:30:00;                                 ;                                 ;              2025-09-01 00:00:00;              2025-09-01 00:30:00
           Ecublens VD, Argand;      8591944;    ARRIVAL;              2025-08-01 06:05:00;              2025-08-01 06:25:00;                                 ;              2025-08-01 06:45:00;              2025-08-01 07:00:00;                                 ;              2025-08-01 07:15:00;                                 ;              2025-08-01 07:27:00;                                 ;              2025-08-01 07:47:00;                                 ;              2025-08-01 07:37:00;              2025-08-01 07:54:00;                                 ;                                 ;                                 ;              2025-08-01 08:04:00;              2025-08-01 08:24:00;                                 ;              2025-08-01 08:14:00;                                 ;                                 ;              2025-08-01 08:47:00;              2025-08-01 08:34:00;                                 ;              2025-08-01 09:07:00;                                 ;              2025-08-01 08:57:00;                                 ;              2025-08-01 09:27:00;                                 ;              2025-08-01 09:17:00;                                 ;              2025-08-01 09:47:00;                                 ;              2025-08-01 09:37:00;                                 ;              2025-08-01 10:07:00;                                 ;              2025-08-01 09:57:00;                                 ;              2025-08-01 10:27:00;                                 ;              2025-08-01 10:47:00;                                 ;              2025-08-01 11:07:00;                                 ;              2025-08-01 11:27:00;                                 ;              2025-08-01 11:47:00;                                 ;              2025-08-01 12:07:00;                                 ;              2025-08-01 12:27:00;                                 ;              2025-08-01 12:47:00;                                 ;              2025-08-01 13:07:00;                                 ;              2025-08-01 13:27:00;                                 ;              2025-08-01 13:47:00;                                 ;              2025-08-01 14:07:00;                                 ;              2025-08-01 14:27:00;                                 ;              2025-08-01 14:47:00;                                 ;              2025-08-01 15:07:00;                                 ;              2025-08-01 15:27:00;                                 ;              2025-08-01 15:47:00;                                 ;              2025-08-01 16:07:00;                                 ;              2025-08-01 16:17:00;              2025-08-01 16:27:00;                                 ;                                 ;              2025-08-01 16:47:00;                                 ;              2025-08-01 16:37:00;                                 ;              2025-08-01 17:07:00;                                 ;              2025-08-01 16:57:00;                                 ;              2025-08-01 17:27:00;                                 ;              2025-08-01 17:17:00;                                 ;              2025-08-01 17:47:00;                                 ;              2025-08-01 17:37:00;                                 ;              2025-08-01 18:07:00;                                 ;              2025-08-01 17:57:00;                                 ;              2025-08-01 18:27:00;                                 ;              2025-08-01 18:17:00;                                 ;              2025-08-01 18:47:00;                                 ;              2025-08-01 18:37:00;                                 ;              2025-08-01 19:07:00;                                 ;              2025-08-01 18:57:00;                                 ;              2025-08-01 19:25:00;                                 ;              2025-08-01 19:45:00;                                 ;              2025-08-01 20:05:00;                                 ;              2025-08-01 20:25:00;                                 ;                                 ;              2025-08-01 20:55:00;                                 ;                                 ;              2025-08-01 21:25:00;                                 ;              2025-08-01 21:55:00;              2025-08-01 22:25:00;                                 ;                                 ;              2025-08-01 22:55:00;                                 ;              2025-08-01 23:25:00;                                 ;              2025-08-01 23:55:00;              2025-09-01 00:25:00;                                 ;                                 
           Ecublens VD, Argand;      8591944;  DEPARTURE;              2025-08-01 06:05:00;              2025-08-01 06:25:00;                                 ;              2025-08-01 06:45:00;              2025-08-01 07:00:00;                                 ;              2025-08-01 07:15:00;                                 ;              2025-08-01 07:27:00;                                 ;              2025-08-01 07:47:00;                                 ;              2025-08-01 07:37:00;              2025-08-01 07:54:00;                                 ;                                 ;                                 ;              2025-08-01 08:04:00;              2025-08-01 08:24:00;                                 ;              2025-08-01 08:14:00;                                 ;                                 ;              2025-08-01 08:47:00;              2025-08-01 08:34:00;                                 ;              2025-08-01 09:07:00;                                 ;              2025-08-01 08:57:00;                                 ;              2025-08-01 09:27:00;                                 ;              2025-08-01 09:17:00;                                 ;              2025-08-01 09:47:00;                                 ;              2025-08-01 09:37:00;                                 ;              2025-08-01 10:07:00;                                 ;              2025-08-01 09:57:00;                                 ;              2025-08-01 10:27:00;                                 ;              2025-08-01 10:47:00;                                 ;              2025-08-01 11:07:00;                                 ;              2025-08-01 11:27:00;                                 ;              2025-08-01 11:47:00;                                 ;              2025-08-01 12:07:00;                                 ;              2025-08-01 12:27:00;                                 ;              2025-08-01 12:47:00;                                 ;              2025-08-01 13:07:00;                                 ;              2025-08-01 13:27:00;                                 ;              2025-08-01 13:47:00;                                 ;              2025-08-01 14:07:00;                                 ;              2025-08-01 14:27:00;                                 ;              2025-08-01 14:47:00;                                 ;              2025-08-01 15:07:00;                                 ;              2025-08-01 15:27:00;                                 ;              2025-08-01 15:47:00;                                 ;              2025-08-01 16:07:00;                                 ;              2025-08-01 16:17:00;              2025-08-01 16:27:00;                                 ;                                 ;              2025-08-01 16:47:00;                                 ;              2025-08-01 16:37:00;                                 ;              2025-08-01 17:07:00;                                 ;              2025-08-01 16:57:00;                                 ;              2025-08-01 17:27:00;                                 ;              2025-08-01 17:17:00;                                 ;              2025-08-01 17:47:00;                                 ;              2025-08-01 17:37:00;                                 ;              2025-08-01 18:07:00;                                 ;              2025-08-01 17:57:00;                                 ;              2025-08-01 18:27:00;                                 ;              2025-08-01 18:17:00;                                 ;              2025-08-01 18:47:00;                                 ;              2025-08-01 18:37:00;                                 ;              2025-08-01 19:07:00;                                 ;              2025-08-01 18:57:00;                                 ;              2025-08-01 19:25:00;                                 ;              2025-08-01 19:45:00;                                 ;              2025-08-01 20:05:00;                                 ;              2025-08-01 20:25:00;                                 ;                                 ;              2025-08-01 20:55:00;                                 ;                                 ;              2025-08-01 21:25:00;                                 ;              2025-08-01 21:55:00;              2025-08-01 22:25:00;                                 ;                                 ;              2025-08-01 22:55:00;                                 ;              2025-08-01 23:25:00;                                 ;              2025-08-01 23:55:00;              2025-09-01 00:25:00;                                 ;                                 
       Ecublens VD, EPFL (bus);      8579233;    ARRIVAL;              2025-08-01 06:04:00;              2025-08-01 06:24:00;              2025-08-01 06:18:00;              2025-08-01 06:44:00;              2025-08-01 06:59:00;              2025-08-01 06:38:00;              2025-08-01 07:14:00;              2025-08-01 06:58:00;              2025-08-01 07:26:00;              2025-08-01 07:13:00;              2025-08-01 07:46:00;              2025-08-01 07:23:00;              2025-08-01 07:36:00;              2025-08-01 07:53:00;              2025-08-01 07:33:00;              2025-08-01 07:43:00;              2025-08-01 07:50:00;              2025-08-01 08:03:00;              2025-08-01 08:23:00;              2025-08-01 08:00:00;              2025-08-01 08:13:00;              2025-08-01 08:10:00;              2025-08-01 08:20:00;              2025-08-01 08:46:00;              2025-08-01 08:33:00;              2025-08-01 08:33:00;              2025-08-01 09:06:00;              2025-08-01 08:43:00;              2025-08-01 08:56:00;              2025-08-01 08:53:00;              2025-08-01 09:26:00;              2025-08-01 09:03:00;              2025-08-01 09:16:00;              2025-08-01 09:13:00;              2025-08-01 09:46:00;              2025-08-01 09:23:00;              2025-08-01 09:36:00;              2025-08-01 09:33:00;              2025-08-01 10:06:00;              2025-08-01 09:43:00;              2025-08-01 09:56:00;              2025-08-01 09:53:00;              2025-08-01 10:26:00;              2025-08-01 10:03:00;              2025-08-01 10:46:00;              2025-08-01 10:23:00;              2025-08-01 11:06:00;              2025-08-01 10:43:00;              2025-08-01 11:26:00;              2025-08-01 11:03:00;              2025-08-01 11:46:00;              2025-08-01 11:23:00;              2025-08-01 12:06:00;              2025-08-01 11:43:00;              2025-08-01 12:26:00;              2025-08-01 12:03:00;              2025-08-01 12:46:00;              2025-08-01 12:23:00;              2025-08-01 13:06:00;              2025-08-01 12:43:00;              2025-08-01 13:26:00;              2025-08-01 13:03:00;              2025-08-01 13:46:00;              2025-08-01 13:23:00;              2025-08-01 14:06:00;              2025-08-01 13:43:00;              2025-08-01 14:26:00;              2025-08-01 14:03:00;              2025-08-01 14:46:00;              2025-08-01 14:23:00;              2025-08-01 15:06:00;              2025-08-01 14:43:00;              2025-08-01 15:26:00;              2025-08-01 15:03:00;              2025-08-01 15:46:00;              2025-08-01 15:23:00;              2025-08-01 16:06:00;              2025-08-01 15:43:00;              2025-08-01 16:16:00;              2025-08-01 16:26:00;              2025-08-01 16:03:00;              2025-08-01 16:13:00;              2025-08-01 16:46:00;              2025-08-01 16:23:00;              2025-08-01 16:36:00;              2025-08-01 16:33:00;              2025-08-01 17:06:00;              2025-08-01 16:43:00;              2025-08-01 16:56:00;              2025-08-01 16:53:00;              2025-08-01 17:26:00;              2025-08-01 17:03:00;              2025-08-01 17:16:00;              2025-08-01 17:13:00;              2025-08-01 17:46:00;              2025-08-01 17:23:00;              2025-08-01 17:36:00;              2025-08-01 17:33:00;              2025-08-01 18:06:00;              2025-08-01 17:43:00;              2025-08-01 17:56:00;              2025-08-01 17:53:00;              2025-08-01 18:26:00;              2025-08-01 18:03:00;              2025-08-01 18:16:00;              2025-08-01 18:13:00;              2025-08-01 18:46:00;              2025-08-01 18:23:00;              2025-08-01 18:36:00;              2025-08-01 18:33:00;              2025-08-01 19:06:00;              2025-08-01 18:43:00;              2025-08-01 18:56:00;              2025-08-01 18:53:00;              2025-08-01 19:24:00;              2025-08-01 19:03:00;              2025-08-01 19:44:00;              2025-08-01 19:23:00;              2025-08-01 20:04:00;              2025-08-01 19:43:00;              2025-08-01 20:24:00;              2025-08-01 20:00:00;              2025-08-01 20:15:00;              2025-08-01 20:54:00;              2025-08-01 20:30:00;              2025-08-01 21:00:00;              2025-08-01 21:24:00;              2025-08-01 21:30:00;              2025-08-01 21:54:00;              2025-08-01 22:24:00;              2025-08-01 22:00:00;              2025-08-01 22:30:00;              2025-08-01 22:54:00;              2025-08-01 23:00:00;              2025-08-01 23:24:00;              2025-08-01 23:30:00;              2025-08-01 23:54:00;              2025-09-01 00:24:00;              2025-09-01 00:00:00;              2025-09-01 00:30:00
       Ecublens VD, EPFL (bus);      8579233;  DEPARTURE;              2025-08-01 06:04:00;              2025-08-01 06:24:00;              2025-08-01 06:18:00;              2025-08-01 06:44:00;              2025-08-01 06:59:00;              2025-08-01 06:38:00;              2025-08-01 07:14:00;              2025-08-01 06:58:00;              2025-08-01 07:26:00;              2025-08-01 07:13:00;              2025-08-01 07:46:00;              2025-08-01 07:23:00;              2025-08-01 07:36:00;              2025-08-01 07:53:00;              2025-08-01 07:33:00;              2025-08-01 07:43:00;              2025-08-01 07:50:00;              2025-08-01 08:03:00;              2025-08-01 08:23:00;              2025-08-01 08:00:00;              2025-08-01 08:13:00;              2025-08-01 08:10:00;              2025-08-01 08:20:00;              2025-08-01 08:46:00;              2025-08-01 08:33:00;              2025-08-01 08:33:00;              2025-08-01 09:06:00;              2025-08-01 08:43:00;              2025-08-01 08:56:00;              2025-08-01 08:53:00;              2025-08-01 09:26:00;              2025-08-01 09:03:00;              2025-08-01 09:16:00;              2025-08-01 09:13:00;              2025-08-01 09:46:00;              2025-08-01 09:23:00;              2025-08-01 09:36:00;              2025-08-01 09:33:00;              2025-08-01 10:06:00;              2025-08-01 09:43:00;              2025-08-01 09:56:00;              2025-08-01 09:53:00;              2025-08-01 10:26:00;              2025-08-01 10:03:00;              2025-08-01 10:46:00;              2025-08-01 10:23:00;              2025-08-01 11:06:00;              2025-08-01 10:43:00;              2025-08-01 11:26:00;              2025-08-01 11:03:00;              2025-08-01 11:46:00;              2025-08-01 11:23:00;              2025-08-01 12:06:00;              2025-08-01 11:43:00;              2025-08-01 12:26:00;              2025-08-01 12:03:00;              2025-08-01 12:46:00;              2025-08-01 12:23:00;              2025-08-01 13:06:00;              2025-08-01 12:43:00;              2025-08-01 13:26:00;              2025-08-01 13:03:00;              2025-08-01 13:46:00;              2025-08-01 13:23:00;              2025-08-01 14:06:00;              2025-08-01 13:43:00;              2025-08-01 14:26:00;              2025-08-01 14:03:00;              2025-08-01 14:46:00;              2025-08-01 14:23:00;              2025-08-01 15:06:00;              2025-08-01 14:43:00;              2025-08-01 15:26:00;              2025-08-01 15:03:00;              2025-08-01 15:46:00;              2025-08-01 15:23:00;              2025-08-01 16:06:00;              2025-08-01 15:43:00;              2025-08-01 16:16:00;              2025-08-01 16:26:00;              2025-08-01 16:03:00;              2025-08-01 16:13:00;              2025-08-01 16:46:00;              2025-08-01 16:23:00;              2025-08-01 16:36:00;              2025-08-01 16:33:00;              2025-08-01 17:06:00;              2025-08-01 16:43:00;              2025-08-01 16:56:00;              2025-08-01 16:53:00;              2025-08-01 17:26:00;              2025-08-01 17:03:00;              2025-08-01 17:16:00;              2025-08-01 17:13:00;              2025-08-01 17:46:00;              2025-08-01 17:23:00;              2025-08-01 17:36:00;              2025-08-01 17:33:00;              2025-08-01 18:06:00;              2025-08-01 17:43:00;              2025-08-01 17:56:00;              2025-08-01 17:53:00;              2025-08-01 18:26:00;              2025-08-01 18:03:00;              2025-08-01 18:16:00;              2025-08-01 18:13:00;              2025-08-01 18:46:00;              2025-08-01 18:23:00;              2025-08-01 18:36:00;              2025-08-01 18:33:00;              2025-08-01 19:06:00;              2025-08-01 18:43:00;              2025-08-01 18:56:00;              2025-08-01 18:53:00;              2025-08-01 19:24:00;              2025-08-01 19:03:00;              2025-08-01 19:44:00;              2025-08-01 19:23:00;              2025-08-01 20:04:00;              2025-08-01 19:43:00;              2025-08-01 20:24:00;              2025-08-01 20:00:00;              2025-08-01 20:15:00;              2025-08-01 20:54:00;              2025-08-01 20:30:00;              2025-08-01 21:00:00;              2025-08-01 21:24:00;              2025-08-01 21:30:00;              2025-08-01 21:54:00;              2025-08-01 22:24:00;              2025-08-01 22:00:00;              2025-08-01 22:30:00;              2025-08-01 22:54:00;              2025-08-01 23:00:00;              2025-08-01 23:24:00;              2025-08-01 23:30:00;              2025-08-01 23:54:00;              2025-09-01 00:24:00;              2025-09-01 00:00:00;              2025-09-01 00:30:00
