  index  ; Lausanne, Bourdonnette ; Lausanne, sports UNIL-EPFL ; Lausanne, Parc Bourget ; Lausanne, Siège du CIO ; Lausanne, Stade de Coubertin ; Lausanne, Vidy-Port ; Lausanne, Théâtre de Vidy ; Lausanne, Bellerive ; Lausanne, Pêcheurs ; Lausanne, Ouchy-Olympique ; Lausanne, Parc Musée Olympique ; Lausanne, Tour Haldimand-Lac ; Count ; Direction 
  Route_A;                     Yes;                         Yes;                     Yes;                     Yes;                           Yes;                  Yes;                        Yes;                  Yes;                 Yes;                        Yes;                             Yes;                           Yes;    131;         OR
