           STOP_NAME           ; STOP_NUMBER ;   EVENT   ;     85:151:5705     ;     85:151:5729     ;     85:151:5756     ;     85:151:5706     ;     85:151:5730     ;     85:151:5788     ;     85:151:5783     ;     85:151:5757     ;     85:151:5707     ;     85:151:5794     ;     85:151:5789     ;     85:151:5731     ;     85:151:5758     ;     85:151:5784     ;     85:151:5795     ;     85:151:5708     ;     85:151:5732     ;     85:151:5790     ;     85:151:5785     ;     85:151:5759     ;     85:151:5709     ;     85:151:5791     ;     85:151:5733     ;     85:151:5760     ;     85:151:5710     ;     85:151:5734     ;     85:151:5761     ;     85:151:5711     ;     85:151:5735     ;     85:151:5762     ;     85:151:5712     ;     85:151:5736     ;     85:151:5763     ;     85:151:5713     ;     85:151:5737     ;     85:151:5764     ;     85:151:5714     ;     85:151:5738     ;     85:151:5765     ;     85:151:5715     ;     85:151:5739     ;     85:151:5766     ;     85:151:5716     ;     85:151:5740     ;     85:151:5767     ;     85:151:5717     ;     85:151:5741     ;     85:151:5768     ;     85:151:5718     ;     85:151:5742     ;     85:151:5769     ;     85:151:5719     ;     85:151:5798     ;     85:151:5743     ;     85:151:5770     ;     85:151:5804     ;     85:151:5799     ;     85:151:5720     ;     85:151:5744     ;     85:151:5809     ;     85:151:5805     ;     85:151:5771     ;     85:151:5721     ;     85:151:5800     ;     85:151:5810     ;     85:151:5745     ;     85:151:5772     ;     85:151:5806     ;     85:151:5801     ;     85:151:5722     ;     85:151:5746     ;     85:151:5811     ;     85:151:5773     ;     85:151:5723     ;     85:151:5747     ;     85:151:5774     ;     85:151:5724     ;     85:151:5748     ;     85:151:5775     ;     85:151:5725     ;     85:151:5749     ;     85:151:5776     ;     85:151:5726     ;     85:151:5750     ;     85:151:5777     ;     85:151:5778     ;     85:151:5751     ;     85:151:5752     ;     85:151:5779     ;     85:151:5780     ;     85:151:5753     
         Le Mont-sur-L., Etavez;      8592141;    ARRIVAL;  2025-07-01 05:40:00;  2025-07-01 05:51:00;  2025-07-01 06:10:00;  2025-07-01 06:21:00;  2025-07-01 06:40:00;  2025-07-01 06:36:00;  2025-07-01 06:55:00;  2025-07-01 06:51:00;  2025-07-01 07:10:00;  2025-07-01 07:06:00;  2025-07-01 07:25:00;  2025-07-01 07:21:00;  2025-07-01 07:40:00;  2025-07-01 07:36:00;  2025-07-01 07:55:00;  2025-07-01 07:51:00;  2025-07-01 08:10:00;  2025-07-01 08:06:00;  2025-07-01 08:25:00;  2025-07-01 08:21:00;  2025-07-01 08:40:00;  2025-07-01 08:55:00;  2025-07-01 08:51:00;  2025-07-01 09:10:00;  2025-07-01 09:21:00;  2025-07-01 09:40:00;  2025-07-01 09:51:00;  2025-07-01 10:10:00;  2025-07-01 10:21:00;  2025-07-01 10:40:00;  2025-07-01 10:51:00;  2025-07-01 11:10:00;  2025-07-01 11:21:00;  2025-07-01 11:40:00;  2025-07-01 11:51:00;  2025-07-01 12:10:00;  2025-07-01 12:26:00;  2025-07-01 12:40:00;  2025-07-01 12:51:00;  2025-07-01 13:10:00;  2025-07-01 13:21:00;  2025-07-01 13:40:00;  2025-07-01 13:51:00;  2025-07-01 14:05:00;  2025-07-01 14:21:00;  2025-07-01 14:40:00;  2025-07-01 14:51:00;  2025-07-01 15:10:00;  2025-07-01 15:21:00;  2025-07-01 15:40:00;  2025-07-01 15:51:00;  2025-07-01 16:10:00;  2025-07-01 16:06:00;  2025-07-01 16:21:00;  2025-07-01 16:40:00;  2025-07-01 16:36:00;  2025-07-01 16:55:00;  2025-07-01 16:51:00;  2025-07-01 17:10:00;  2025-07-01 17:06:00;  2025-07-01 17:25:00;  2025-07-01 17:21:00;  2025-07-01 17:40:00;  2025-07-01 17:36:00;  2025-07-01 17:55:00;  2025-07-01 17:51:00;  2025-07-01 18:10:00;  2025-07-01 18:06:00;  2025-07-01 18:25:00;  2025-07-01 18:21:00;  2025-07-01 18:40:00;  2025-07-01 18:36:00;  2025-07-01 18:51:00;  2025-07-01 19:10:00;  2025-07-01 19:21:00;  2025-07-01 19:40:00;  2025-07-01 19:51:00;  2025-07-01 20:10:00;  2025-07-01 20:21:00;  2025-07-01 20:40:00;  2025-07-01 20:51:00;  2025-07-01 21:10:00;  2025-07-01 21:21:00;  2025-07-01 21:40:00;  2025-07-01 21:51:00;  2025-07-01 22:40:00;  2025-07-01 22:51:00;  2025-07-01 23:40:00;  2025-07-01 23:51:00;  2025-08-01 00:40:00;  2025-08-01 00:51:00
         Le Mont-sur-L., Etavez;      8592141;  DEPARTURE;  2025-07-01 05:40:00;  2025-07-01 05:51:00;  2025-07-01 06:10:00;  2025-07-01 06:21:00;  2025-07-01 06:40:00;  2025-07-01 06:36:00;  2025-07-01 06:55:00;  2025-07-01 06:51:00;  2025-07-01 07:10:00;  2025-07-01 07:06:00;  2025-07-01 07:25:00;  2025-07-01 07:21:00;  2025-07-01 07:40:00;  2025-07-01 07:36:00;  2025-07-01 07:55:00;  2025-07-01 07:51:00;  2025-07-01 08:10:00;  2025-07-01 08:06:00;  2025-07-01 08:25:00;  2025-07-01 08:21:00;  2025-07-01 08:40:00;  2025-07-01 08:55:00;  2025-07-01 08:51:00;  2025-07-01 09:10:00;  2025-07-01 09:21:00;  2025-07-01 09:40:00;  2025-07-01 09:51:00;  2025-07-01 10:10:00;  2025-07-01 10:21:00;  2025-07-01 10:40:00;  2025-07-01 10:51:00;  2025-07-01 11:10:00;  2025-07-01 11:21:00;  2025-07-01 11:40:00;  2025-07-01 11:51:00;  2025-07-01 12:10:00;  2025-07-01 12:26:00;  2025-07-01 12:40:00;  2025-07-01 12:51:00;  2025-07-01 13:10:00;  2025-07-01 13:21:00;  2025-07-01 13:40:00;  2025-07-01 13:51:00;  2025-07-01 14:05:00;  2025-07-01 14:21:00;  2025-07-01 14:40:00;  2025-07-01 14:51:00;  2025-07-01 15:10:00;  2025-07-01 15:21:00;  2025-07-01 15:40:00;  2025-07-01 15:51:00;  2025-07-01 16:10:00;  2025-07-01 16:06:00;  2025-07-01 16:21:00;  2025-07-01 16:40:00;  2025-07-01 16:36:00;  2025-07-01 16:55:00;  2025-07-01 16:51:00;  2025-07-01 17:10:00;  2025-07-01 17:06:00;  2025-07-01 17:25:00;  2025-07-01 17:21:00;  2025-07-01 17:40:00;  2025-07-01 17:36:00;  2025-07-01 17:55:00;  2025-07-01 17:51:00;  2025-07-01 18:10:00;  2025-07-01 18:06:00;  2025-07-01 18:25:00;  2025-07-01 18:21:00;  2025-07-01 18:40:00;  2025-07-01 18:36:00;  2025-07-01 18:51:00;  2025-07-01 19:10:00;  2025-07-01 19:21:00;  2025-07-01 19:40:00;  2025-07-01 19:51:00;  2025-07-01 20:10:00;  2025-07-01 20:21:00;  2025-07-01 20:40:00;  2025-07-01 20:51:00;  2025-07-01 21:10:00;  2025-07-01 21:21:00;  2025-07-01 21:40:00;  2025-07-01 21:51:00;  2025-07-01 22:40:00;  2025-07-01 22:51:00;  2025-07-01 23:40:00;  2025-07-01 23:51:00;  2025-08-01 00:40:00;  2025-08-01 00:51:00
       Le Mont-sur-L., Fougères;      8592142;    ARRIVAL;  2025-07-01 05:39:00;  2025-07-01 05:53:00;  2025-07-01 06:09:00;  2025-07-01 06:23:00;  2025-07-01 06:39:00;  2025-07-01 06:38:00;  2025-07-01 06:54:00;  2025-07-01 06:53:00;  2025-07-01 07:09:00;  2025-07-01 07:08:00;  2025-07-01 07:24:00;  2025-07-01 07:23:00;  2025-07-01 07:39:00;  2025-07-01 07:38:00;  2025-07-01 07:54:00;  2025-07-01 07:53:00;  2025-07-01 08:09:00;  2025-07-01 08:08:00;  2025-07-01 08:24:00;  2025-07-01 08:23:00;  2025-07-01 08:39:00;  2025-07-01 08:54:00;  2025-07-01 08:53:00;  2025-07-01 09:09:00;  2025-07-01 09:23:00;  2025-07-01 09:39:00;  2025-07-01 09:53:00;  2025-07-01 10:09:00;  2025-07-01 10:23:00;  2025-07-01 10:39:00;  2025-07-01 10:53:00;  2025-07-01 11:09:00;  2025-07-01 11:23:00;  2025-07-01 11:39:00;  2025-07-01 11:53:00;  2025-07-01 12:09:00;  2025-07-01 12:28:00;  2025-07-01 12:39:00;  2025-07-01 12:53:00;  2025-07-01 13:09:00;  2025-07-01 13:23:00;  2025-07-01 13:39:00;  2025-07-01 13:53:00;  2025-07-01 14:04:00;  2025-07-01 14:23:00;  2025-07-01 14:39:00;  2025-07-01 14:53:00;  2025-07-01 15:09:00;  2025-07-01 15:23:00;  2025-07-01 15:39:00;  2025-07-01 15:53:00;  2025-07-01 16:09:00;  2025-07-01 16:08:00;  2025-07-01 16:23:00;  2025-07-01 16:39:00;  2025-07-01 16:38:00;  2025-07-01 16:54:00;  2025-07-01 16:53:00;  2025-07-01 17:09:00;  2025-07-01 17:08:00;  2025-07-01 17:24:00;  2025-07-01 17:23:00;  2025-07-01 17:39:00;  2025-07-01 17:38:00;  2025-07-01 17:54:00;  2025-07-01 17:53:00;  2025-07-01 18:09:00;  2025-07-01 18:08:00;  2025-07-01 18:24:00;  2025-07-01 18:23:00;  2025-07-01 18:39:00;  2025-07-01 18:38:00;  2025-07-01 18:53:00;  2025-07-01 19:09:00;  2025-07-01 19:23:00;  2025-07-01 19:39:00;  2025-07-01 19:53:00;  2025-07-01 20:09:00;  2025-07-01 20:23:00;  2025-07-01 20:39:00;  2025-07-01 20:53:00;  2025-07-01 21:09:00;  2025-07-01 21:23:00;  2025-07-01 21:39:00;  2025-07-01 21:53:00;  2025-07-01 22:39:00;  2025-07-01 22:53:00;  2025-07-01 23:39:00;  2025-07-01 23:53:00;  2025-08-01 00:39:00;  2025-08-01 00:53:00
       Le Mont-sur-L., Fougères;      8592142;  DEPARTURE;  2025-07-01 05:39:00;  2025-07-01 05:53:00;  2025-07-01 06:09:00;  2025-07-01 06:23:00;  2025-07-01 06:39:00;  2025-07-01 06:38:00;  2025-07-01 06:54:00;  2025-07-01 06:53:00;  2025-07-01 07:09:00;  2025-07-01 07:08:00;  2025-07-01 07:24:00;  2025-07-01 07:23:00;  2025-07-01 07:39:00;  2025-07-01 07:38:00;  2025-07-01 07:54:00;  2025-07-01 07:53:00;  2025-07-01 08:09:00;  2025-07-01 08:08:00;  2025-07-01 08:24:00;  2025-07-01 08:23:00;  2025-07-01 08:39:00;  2025-07-01 08:54:00;  2025-07-01 08:53:00;  2025-07-01 09:09:00;  2025-07-01 09:23:00;  2025-07-01 09:39:00;  2025-07-01 09:53:00;  2025-07-01 10:09:00;  2025-07-01 10:23:00;  2025-07-01 10:39:00;  2025-07-01 10:53:00;  2025-07-01 11:09:00;  2025-07-01 11:23:00;  2025-07-01 11:39:00;  2025-07-01 11:53:00;  2025-07-01 12:09:00;  2025-07-01 12:28:00;  2025-07-01 12:39:00;  2025-07-01 12:53:00;  2025-07-01 13:09:00;  2025-07-01 13:23:00;  2025-07-01 13:39:00;  2025-07-01 13:53:00;  2025-07-01 14:04:00;  2025-07-01 14:23:00;  2025-07-01 14:39:00;  2025-07-01 14:53:00;  2025-07-01 15:09:00;  2025-07-01 15:23:00;  2025-07-01 15:39:00;  2025-07-01 15:53:00;  2025-07-01 16:09:00;  2025-07-01 16:08:00;  2025-07-01 16:23:00;  2025-07-01 16:39:00;  2025-07-01 16:38:00;  2025-07-01 16:54:00;  2025-07-01 16:53:00;  2025-07-01 17:09:00;  2025-07-01 17:08:00;  2025-07-01 17:24:00;  2025-07-01 17:23:00;  2025-07-01 17:39:00;  2025-07-01 17:38:00;  2025-07-01 17:54:00;  2025-07-01 17:53:00;  2025-07-01 18:09:00;  2025-07-01 18:08:00;  2025-07-01 18:24:00;  2025-07-01 18:23:00;  2025-07-01 18:39:00;  2025-07-01 18:38:00;  2025-07-01 18:53:00;  2025-07-01 19:09:00;  2025-07-01 19:23:00;  2025-07-01 19:39:00;  2025-07-01 19:53:00;  2025-07-01 20:09:00;  2025-07-01 20:23:00;  2025-07-01 20:39:00;  2025-07-01 20:53:00;  2025-07-01 21:09:00;  2025-07-01 21:23:00;  2025-07-01 21:39:00;  2025-07-01 21:53:00;  2025-07-01 22:39:00;  2025-07-01 22:53:00;  2025-07-01 23:39:00;  2025-07-01 23:53:00;  2025-08-01 00:39:00;  2025-08-01 00:53:00
         Le Mont-sur-L., Budron;      8592139;    ARRIVAL;  2025-07-01 05:38:00;  2025-07-01 05:54:00;  2025-07-01 06:08:00;  2025-07-01 06:24:00;  2025-07-01 06:38:00;  2025-07-01 06:39:00;  2025-07-01 06:53:00;  2025-07-01 06:54:00;  2025-07-01 07:08:00;  2025-07-01 07:09:00;  2025-07-01 07:23:00;  2025-07-01 07:24:00;  2025-07-01 07:38:00;  2025-07-01 07:39:00;  2025-07-01 07:53:00;  2025-07-01 07:54:00;  2025-07-01 08:08:00;  2025-07-01 08:09:00;  2025-07-01 08:23:00;  2025-07-01 08:24:00;  2025-07-01 08:38:00;  2025-07-01 08:53:00;  2025-07-01 08:54:00;  2025-07-01 09:08:00;  2025-07-01 09:24:00;  2025-07-01 09:38:00;  2025-07-01 09:54:00;  2025-07-01 10:08:00;  2025-07-01 10:24:00;  2025-07-01 10:38:00;  2025-07-01 10:54:00;  2025-07-01 11:08:00;  2025-07-01 11:24:00;  2025-07-01 11:38:00;  2025-07-01 11:54:00;  2025-07-01 12:08:00;  2025-07-01 12:29:00;  2025-07-01 12:38:00;  2025-07-01 12:54:00;  2025-07-01 13:08:00;  2025-07-01 13:24:00;  2025-07-01 13:38:00;  2025-07-01 13:54:00;  2025-07-01 14:03:00;  2025-07-01 14:24:00;  2025-07-01 14:38:00;  2025-07-01 14:54:00;  2025-07-01 15:08:00;  2025-07-01 15:24:00;  2025-07-01 15:38:00;  2025-07-01 15:54:00;  2025-07-01 16:08:00;  2025-07-01 16:09:00;  2025-07-01 16:24:00;  2025-07-01 16:38:00;  2025-07-01 16:39:00;  2025-07-01 16:53:00;  2025-07-01 16:54:00;  2025-07-01 17:08:00;  2025-07-01 17:09:00;  2025-07-01 17:23:00;  2025-07-01 17:24:00;  2025-07-01 17:38:00;  2025-07-01 17:39:00;  2025-07-01 17:53:00;  2025-07-01 17:54:00;  2025-07-01 18:08:00;  2025-07-01 18:09:00;  2025-07-01 18:23:00;  2025-07-01 18:24:00;  2025-07-01 18:38:00;  2025-07-01 18:39:00;  2025-07-01 18:54:00;  2025-07-01 19:08:00;  2025-07-01 19:24:00;  2025-07-01 19:38:00;  2025-07-01 19:54:00;  2025-07-01 20:08:00;  2025-07-01 20:24:00;  2025-07-01 20:38:00;  2025-07-01 20:54:00;  2025-07-01 21:08:00;  2025-07-01 21:24:00;  2025-07-01 21:38:00;  2025-07-01 21:54:00;  2025-07-01 22:38:00;  2025-07-01 22:54:00;  2025-07-01 23:38:00;  2025-07-01 23:54:00;  2025-08-01 00:38:00;  2025-08-01 00:54:00
         Le Mont-sur-L., Budron;      8592139;  DEPARTURE;  2025-07-01 05:38:00;  2025-07-01 05:54:00;  2025-07-01 06:08:00;  2025-07-01 06:24:00;  2025-07-01 06:38:00;  2025-07-01 06:39:00;  2025-07-01 06:53:00;  2025-07-01 06:54:00;  2025-07-01 07:08:00;  2025-07-01 07:09:00;  2025-07-01 07:23:00;  2025-07-01 07:24:00;  2025-07-01 07:38:00;  2025-07-01 07:39:00;  2025-07-01 07:53:00;  2025-07-01 07:54:00;  2025-07-01 08:08:00;  2025-07-01 08:09:00;  2025-07-01 08:23:00;  2025-07-01 08:24:00;  2025-07-01 08:38:00;  2025-07-01 08:53:00;  2025-07-01 08:54:00;  2025-07-01 09:08:00;  2025-07-01 09:24:00;  2025-07-01 09:38:00;  2025-07-01 09:54:00;  2025-07-01 10:08:00;  2025-07-01 10:24:00;  2025-07-01 10:38:00;  2025-07-01 10:54:00;  2025-07-01 11:08:00;  2025-07-01 11:24:00;  2025-07-01 11:38:00;  2025-07-01 11:54:00;  2025-07-01 12:08:00;  2025-07-01 12:29:00;  2025-07-01 12:38:00;  2025-07-01 12:54:00;  2025-07-01 13:08:00;  2025-07-01 13:24:00;  2025-07-01 13:38:00;  2025-07-01 13:54:00;  2025-07-01 14:03:00;  2025-07-01 14:24:00;  2025-07-01 14:38:00;  2025-07-01 14:54:00;  2025-07-01 15:08:00;  2025-07-01 15:24:00;  2025-07-01 15:38:00;  2025-07-01 15:54:00;  2025-07-01 16:08:00;  2025-07-01 16:09:00;  2025-07-01 16:24:00;  2025-07-01 16:38:00;  2025-07-01 16:39:00;  2025-07-01 16:53:00;  2025-07-01 16:54:00;  2025-07-01 17:08:00;  2025-07-01 17:09:00;  2025-07-01 17:23:00;  2025-07-01 17:24:00;  2025-07-01 17:38:00;  2025-07-01 17:39:00;  2025-07-01 17:53:00;  2025-07-01 17:54:00;  2025-07-01 18:08:00;  2025-07-01 18:09:00;  2025-07-01 18:23:00;  2025-07-01 18:24:00;  2025-07-01 18:38:00;  2025-07-01 18:39:00;  2025-07-01 18:54:00;  2025-07-01 19:08:00;  2025-07-01 19:24:00;  2025-07-01 19:38:00;  2025-07-01 19:54:00;  2025-07-01 20:08:00;  2025-07-01 20:24:00;  2025-07-01 20:38:00;  2025-07-01 20:54:00;  2025-07-01 21:08:00;  2025-07-01 21:24:00;  2025-07-01 21:38:00;  2025-07-01 21:54:00;  2025-07-01 22:38:00;  2025-07-01 22:54:00;  2025-07-01 23:38:00;  2025-07-01 23:54:00;  2025-08-01 00:38:00;  2025-08-01 00:54:00
             Cugy VD, Cavenette;      8591940;    ARRIVAL;  2025-07-01 05:36:00;  2025-07-01 05:55:00;  2025-07-01 06:06:00;  2025-07-01 06:25:00;  2025-07-01 06:36:00;  2025-07-01 06:40:00;  2025-07-01 06:51:00;  2025-07-01 06:55:00;  2025-07-01 07:06:00;  2025-07-01 07:10:00;  2025-07-01 07:21:00;  2025-07-01 07:25:00;  2025-07-01 07:36:00;  2025-07-01 07:40:00;  2025-07-01 07:51:00;  2025-07-01 07:55:00;  2025-07-01 08:06:00;  2025-07-01 08:10:00;  2025-07-01 08:21:00;  2025-07-01 08:25:00;  2025-07-01 08:36:00;  2025-07-01 08:51:00;  2025-07-01 08:55:00;  2025-07-01 09:06:00;  2025-07-01 09:25:00;  2025-07-01 09:36:00;  2025-07-01 09:55:00;  2025-07-01 10:06:00;  2025-07-01 10:25:00;  2025-07-01 10:36:00;  2025-07-01 10:55:00;  2025-07-01 11:06:00;  2025-07-01 11:25:00;  2025-07-01 11:36:00;  2025-07-01 11:55:00;  2025-07-01 12:06:00;  2025-07-01 12:30:00;  2025-07-01 12:36:00;  2025-07-01 12:55:00;  2025-07-01 13:06:00;  2025-07-01 13:25:00;  2025-07-01 13:36:00;  2025-07-01 13:55:00;  2025-07-01 14:01:00;  2025-07-01 14:25:00;  2025-07-01 14:36:00;  2025-07-01 14:55:00;  2025-07-01 15:06:00;  2025-07-01 15:25:00;  2025-07-01 15:36:00;  2025-07-01 15:55:00;  2025-07-01 16:06:00;  2025-07-01 16:10:00;  2025-07-01 16:25:00;  2025-07-01 16:36:00;  2025-07-01 16:40:00;  2025-07-01 16:51:00;  2025-07-01 16:55:00;  2025-07-01 17:06:00;  2025-07-01 17:10:00;  2025-07-01 17:21:00;  2025-07-01 17:25:00;  2025-07-01 17:36:00;  2025-07-01 17:40:00;  2025-07-01 17:51:00;  2025-07-01 17:55:00;  2025-07-01 18:06:00;  2025-07-01 18:10:00;  2025-07-01 18:21:00;  2025-07-01 18:25:00;  2025-07-01 18:36:00;  2025-07-01 18:40:00;  2025-07-01 18:55:00;  2025-07-01 19:06:00;  2025-07-01 19:25:00;  2025-07-01 19:36:00;  2025-07-01 19:55:00;  2025-07-01 20:06:00;  2025-07-01 20:25:00;  2025-07-01 20:36:00;  2025-07-01 20:55:00;  2025-07-01 21:06:00;  2025-07-01 21:25:00;  2025-07-01 21:36:00;  2025-07-01 21:55:00;  2025-07-01 22:36:00;  2025-07-01 22:55:00;  2025-07-01 23:36:00;  2025-07-01 23:55:00;  2025-08-01 00:36:00;  2025-08-01 00:55:00
             Cugy VD, Cavenette;      8591940;  DEPARTURE;  2025-07-01 05:36:00;  2025-07-01 05:55:00;  2025-07-01 06:06:00;  2025-07-01 06:25:00;  2025-07-01 06:36:00;  2025-07-01 06:40:00;  2025-07-01 06:51:00;  2025-07-01 06:55:00;  2025-07-01 07:06:00;  2025-07-01 07:10:00;  2025-07-01 07:21:00;  2025-07-01 07:25:00;  2025-07-01 07:36:00;  2025-07-01 07:40:00;  2025-07-01 07:51:00;  2025-07-01 07:55:00;  2025-07-01 08:06:00;  2025-07-01 08:10:00;  2025-07-01 08:21:00;  2025-07-01 08:25:00;  2025-07-01 08:36:00;  2025-07-01 08:51:00;  2025-07-01 08:55:00;  2025-07-01 09:06:00;  2025-07-01 09:25:00;  2025-07-01 09:36:00;  2025-07-01 09:55:00;  2025-07-01 10:06:00;  2025-07-01 10:25:00;  2025-07-01 10:36:00;  2025-07-01 10:55:00;  2025-07-01 11:06:00;  2025-07-01 11:25:00;  2025-07-01 11:36:00;  2025-07-01 11:55:00;  2025-07-01 12:06:00;  2025-07-01 12:30:00;  2025-07-01 12:36:00;  2025-07-01 12:55:00;  2025-07-01 13:06:00;  2025-07-01 13:25:00;  2025-07-01 13:36:00;  2025-07-01 13:55:00;  2025-07-01 14:01:00;  2025-07-01 14:25:00;  2025-07-01 14:36:00;  2025-07-01 14:55:00;  2025-07-01 15:06:00;  2025-07-01 15:25:00;  2025-07-01 15:36:00;  2025-07-01 15:55:00;  2025-07-01 16:06:00;  2025-07-01 16:10:00;  2025-07-01 16:25:00;  2025-07-01 16:36:00;  2025-07-01 16:40:00;  2025-07-01 16:51:00;  2025-07-01 16:55:00;  2025-07-01 17:06:00;  2025-07-01 17:10:00;  2025-07-01 17:21:00;  2025-07-01 17:25:00;  2025-07-01 17:36:00;  2025-07-01 17:40:00;  2025-07-01 17:51:00;  2025-07-01 17:55:00;  2025-07-01 18:06:00;  2025-07-01 18:10:00;  2025-07-01 18:21:00;  2025-07-01 18:25:00;  2025-07-01 18:36:00;  2025-07-01 18:40:00;  2025-07-01 18:55:00;  2025-07-01 19:06:00;  2025-07-01 19:25:00;  2025-07-01 19:36:00;  2025-07-01 19:55:00;  2025-07-01 20:06:00;  2025-07-01 20:25:00;  2025-07-01 20:36:00;  2025-07-01 20:55:00;  2025-07-01 21:06:00;  2025-07-01 21:25:00;  2025-07-01 21:36:00;  2025-07-01 21:55:00;  2025-07-01 22:36:00;  2025-07-01 22:55:00;  2025-07-01 23:36:00;  2025-07-01 23:55:00;  2025-08-01 00:36:00;  2025-08-01 00:55:00
                 Cugy VD, poste;      8504178;    ARRIVAL;  2025-07-01 05:35:00;  2025-07-01 05:56:00;  2025-07-01 06:05:00;  2025-07-01 06:26:00;  2025-07-01 06:35:00;  2025-07-01 06:41:00;  2025-07-01 06:50:00;  2025-07-01 06:56:00;  2025-07-01 07:05:00;  2025-07-01 07:11:00;  2025-07-01 07:20:00;  2025-07-01 07:26:00;  2025-07-01 07:35:00;  2025-07-01 07:41:00;  2025-07-01 07:50:00;  2025-07-01 07:56:00;  2025-07-01 08:05:00;  2025-07-01 08:11:00;  2025-07-01 08:20:00;  2025-07-01 08:26:00;  2025-07-01 08:35:00;  2025-07-01 08:50:00;  2025-07-01 08:56:00;  2025-07-01 09:05:00;  2025-07-01 09:26:00;  2025-07-01 09:35:00;  2025-07-01 09:56:00;  2025-07-01 10:05:00;  2025-07-01 10:26:00;  2025-07-01 10:35:00;  2025-07-01 10:56:00;  2025-07-01 11:05:00;  2025-07-01 11:26:00;  2025-07-01 11:35:00;  2025-07-01 11:56:00;  2025-07-01 12:05:00;  2025-07-01 12:31:00;  2025-07-01 12:35:00;  2025-07-01 12:56:00;  2025-07-01 13:05:00;  2025-07-01 13:26:00;  2025-07-01 13:35:00;  2025-07-01 13:56:00;  2025-07-01 14:00:00;  2025-07-01 14:26:00;  2025-07-01 14:35:00;  2025-07-01 14:56:00;  2025-07-01 15:05:00;  2025-07-01 15:26:00;  2025-07-01 15:35:00;  2025-07-01 15:56:00;  2025-07-01 16:05:00;  2025-07-01 16:11:00;  2025-07-01 16:26:00;  2025-07-01 16:35:00;  2025-07-01 16:41:00;  2025-07-01 16:50:00;  2025-07-01 16:56:00;  2025-07-01 17:05:00;  2025-07-01 17:11:00;  2025-07-01 17:20:00;  2025-07-01 17:26:00;  2025-07-01 17:35:00;  2025-07-01 17:41:00;  2025-07-01 17:50:00;  2025-07-01 17:56:00;  2025-07-01 18:05:00;  2025-07-01 18:11:00;  2025-07-01 18:20:00;  2025-07-01 18:26:00;  2025-07-01 18:35:00;  2025-07-01 18:41:00;  2025-07-01 18:56:00;  2025-07-01 19:05:00;  2025-07-01 19:26:00;  2025-07-01 19:35:00;  2025-07-01 19:56:00;  2025-07-01 20:05:00;  2025-07-01 20:26:00;  2025-07-01 20:35:00;  2025-07-01 20:56:00;  2025-07-01 21:05:00;  2025-07-01 21:26:00;  2025-07-01 21:35:00;  2025-07-01 21:56:00;  2025-07-01 22:35:00;  2025-07-01 22:56:00;  2025-07-01 23:35:00;  2025-07-01 23:56:00;  2025-08-01 00:35:00;  2025-08-01 00:56:00
                 Cugy VD, poste;      8504178;  DEPARTURE;  2025-07-01 05:35:00;  2025-07-01 05:56:00;  2025-07-01 06:05:00;  2025-07-01 06:26:00;  2025-07-01 06:35:00;  2025-07-01 06:41:00;  2025-07-01 06:50:00;  2025-07-01 06:56:00;  2025-07-01 07:05:00;  2025-07-01 07:11:00;  2025-07-01 07:20:00;  2025-07-01 07:26:00;  2025-07-01 07:35:00;  2025-07-01 07:41:00;  2025-07-01 07:50:00;  2025-07-01 07:56:00;  2025-07-01 08:05:00;  2025-07-01 08:11:00;  2025-07-01 08:20:00;  2025-07-01 08:26:00;  2025-07-01 08:35:00;  2025-07-01 08:50:00;  2025-07-01 08:56:00;  2025-07-01 09:05:00;  2025-07-01 09:26:00;  2025-07-01 09:35:00;  2025-07-01 09:56:00;  2025-07-01 10:05:00;  2025-07-01 10:26:00;  2025-07-01 10:35:00;  2025-07-01 10:56:00;  2025-07-01 11:05:00;  2025-07-01 11:26:00;  2025-07-01 11:35:00;  2025-07-01 11:56:00;  2025-07-01 12:05:00;  2025-07-01 12:31:00;  2025-07-01 12:35:00;  2025-07-01 12:56:00;  2025-07-01 13:05:00;  2025-07-01 13:26:00;  2025-07-01 13:35:00;  2025-07-01 13:56:00;  2025-07-01 14:00:00;  2025-07-01 14:26:00;  2025-07-01 14:35:00;  2025-07-01 14:56:00;  2025-07-01 15:05:00;  2025-07-01 15:26:00;  2025-07-01 15:35:00;  2025-07-01 15:56:00;  2025-07-01 16:05:00;  2025-07-01 16:11:00;  2025-07-01 16:26:00;  2025-07-01 16:35:00;  2025-07-01 16:41:00;  2025-07-01 16:50:00;  2025-07-01 16:56:00;  2025-07-01 17:05:00;  2025-07-01 17:11:00;  2025-07-01 17:20:00;  2025-07-01 17:26:00;  2025-07-01 17:35:00;  2025-07-01 17:41:00;  2025-07-01 17:50:00;  2025-07-01 17:56:00;  2025-07-01 18:05:00;  2025-07-01 18:11:00;  2025-07-01 18:20:00;  2025-07-01 18:26:00;  2025-07-01 18:35:00;  2025-07-01 18:41:00;  2025-07-01 18:56:00;  2025-07-01 19:05:00;  2025-07-01 19:26:00;  2025-07-01 19:35:00;  2025-07-01 19:56:00;  2025-07-01 20:05:00;  2025-07-01 20:26:00;  2025-07-01 20:35:00;  2025-07-01 20:56:00;  2025-07-01 21:05:00;  2025-07-01 21:26:00;  2025-07-01 21:35:00;  2025-07-01 21:56:00;  2025-07-01 22:35:00;  2025-07-01 22:56:00;  2025-07-01 23:35:00;  2025-07-01 23:56:00;  2025-08-01 00:35:00;  2025-08-01 00:56:00
