STOP_NAME                    ,STOP_NUMBER ,EVENT          ,85:764:5000_705-R-201_0612_BUSPS124-2 ,85:764:5001_705-A-101_0540_BUSPS124-2 ,85:764:5002_705-R-201_0642_BUSPS124-2 ,85:764:5003_705-A-101_0610_BUSPS124-2 ,85:764:5004_705-R-201_0702_BUSPS124-2 ,85:764:5005_705-A-101_0630_BUSPS124-2 ,85:764:5006_705-R-202_0707_BUSPS124-2 ,85:764:5007_705-A-101_0650_BUSPS124-2 ,85:764:5008_705-R-201_0722_BUSPS124-2 ,85:764:5009_705-A-101_0705_BUSPS124-2 ,85:764:5010_705-R-201_0737_BUSPS124-2 ,85:764:5011_705-A-101_0715_BUSPS124-2 ,85:764:5012_705-R-203_0747_BUSPS124-2 ,85:764:5013_705-A-101_0725_BUSPS124-2 ,85:764:5014_705-R-201_0757_BUSPS124-2 ,85:764:5015_705-A-101_0735_BUSPS124-2 ,85:764:5016_705-R-201_0807_BUSPS124-2 ,85:764:5017_705-A-101_0755_BUSPS124-2 ,85:764:5018_705-R-203_0817_BUSPS124-2 ,85:764:5019_705-A-102_0801_BUSPS124-2 ,85:764:5020_705-R-201_0827_BUSPS124-2 ,85:764:5021_705-A-101_0810_BUSPS124-2 ,85:764:5022_705-R-201_0847_BUSPS124-2 ,85:764:5023_705-A-101_0830_BUSPS124-2 ,85:764:5024_705-R-201_0907_BUSPS124-2 ,85:764:5025_705-A-102_0836_BUSPS124-2 ,85:764:5026_705-R-201_0917_BUSPS124-2 ,85:764:5027_705-A-101_0845_BUSPS124-2 ,85:764:5028_705-R-201_0937_BUSPS124-2 ,85:764:5029_705-A-101_0900_BUSPS124-2 ,85:764:5030_705-R-201_1007_BUSPS124-2 ,85:764:5031_705-A-101_0920_BUSPS124-2 ,85:764:5032_705-R-201_1037_BUSPS124-2 ,85:764:5033_705-A-101_0950_BUSPS124-2 ,85:764:5034_705-R-201_1057_BUSPS124-2 ,85:764:5035_705-A-101_1010_BUSPS124-2 ,85:764:5036_705-R-201_1117_BUSPS124-2 ,85:764:5037_705-A-101_1040_BUSPS124-2 ,85:764:5038_705-R-201_1147_BUSPS124-2 ,85:764:5039_705-A-101_1110_BUSPS124-2 ,85:764:5040_705-R-201_1217_BUSPS124-2 ,85:764:5041_705-A-101_1140_BUSPS124-2 ,85:764:5042_705-R-201_1237_BUSPS124-2 ,85:764:5043_705-A-101_1206_BUSPS124-2 ,85:764:5044_705-R-201_1257_BUSPS124-2 ,85:764:5045_705-A-101_1220_BUSPS124-2 ,85:764:5046_705-R-201_1327_BUSPS124-2 ,85:764:5047_705-A-101_1250_BUSPS124-2 ,85:764:5048_705-R-201_1357_BUSPS124-2 ,85:764:5049_705-A-101_1310_BUSPS124-2 ,85:764:5050_705-R-201_1427_BUSPS124-2 ,85:764:5051_705-A-101_1340_BUSPS124-2 ,85:764:5052_705-R-201_1457_BUSPS124-2 ,85:764:5053_705-A-101_1410_BUSPS124-2 ,85:764:5054_705-R-201_1517_BUSPS124-2 ,85:764:5055_705-A-101_1440_BUSPS124-2 ,85:764:5056_705-R-201_1537_BUSPS124-2 ,85:764:5057_705-A-101_1500_BUSPS124-2 ,85:764:5058_705-R-201_1607_BUSPS124-2 ,85:764:5059_705-A-101_1530_BUSPS124-2 ,85:764:5060_705-R-201_1627_BUSPS124-2 ,85:764:5061_705-A-101_1550_BUSPS124-2 ,85:764:5062_705-R-201_1647_BUSPS124-2 ,85:764:5063_705-A-101_1610_BUSPS124-2 ,85:764:5064_705-R-201_1717_BUSPS124-2 ,85:764:5065_705-A-101_1640_BUSPS124-2 ,85:764:5066_705-R-201_1737_BUSPS124-2 ,85:764:5067_705-A-101_1700_BUSPS124-2 ,85:764:5068_705-R-201_1757_BUSPS124-2 ,85:764:5069_705-A-101_1720_BUSPS124-2 ,85:764:5070_705-R-201_1812_BUSPS124-2 ,85:764:5071_705-A-101_1735_BUSPS124-2 ,85:764:5072_705-R-201_1827_BUSPS124-2 ,85:764:5073_705-A-101_1750_BUSPS124-2 ,85:764:5074_705-R-201_1847_BUSPS124-2 ,85:764:5075_705-A-101_1810_BUSPS124-2 ,85:764:5076_705-R-201_1907_BUSPS124-2 ,85:764:5077_705-A-101_1830_BUSPS124-2 ,85:764:5078_705-R-201_1917_BUSPS124-2 ,85:764:5079_705-A-101_1845_BUSPS124-2 ,85:764:5080_705-R-201_1937_BUSPS124-2 ,85:764:5081_705-A-101_1900_BUSPS124-2 ,85:764:5082_705-R-201_2000_BUSPS124-2 ,85:764:5083_705-A-101_1930_BUSPS124-2 ,85:764:5084_705-R-201_2030_BUSPS124-2 ,85:764:5085_705-A-101_2000_BUSPS124-2 ,85:764:5086_705-R-201_2130_BUSPS124-2 ,85:764:5087_705-A-101_2100_BUSPS124-2 ,85:764:5088_705-R-201_2230_BUSPS124-2 ,85:764:5089_705-A-101_2200_BUSPS124-2 ,85:764:5090_705-R-201_2330_BUSPS124-2 ,85:764:5091_705-A-101_2300_BUSPS124-2 ,POSITION_X    ,POSITION_Y    ,DISTANCE
"Ecublens VD, EPFL Piccard"  ,    8579234 ,ARRIVAL_REAL   ,                                      ,2024-10-12 06:07:48                   ,                                      ,2024-10-12 06:36:27                   ,                                      ,2024-10-12 07:00:05                   ,                                      ,2024-10-12 07:20:58                   ,                                      ,2024-10-12 07:35:34                   ,                                      ,2024-10-12 07:45:17                   ,                                      ,2024-10-12 08:06:17                   ,                                      ,2024-10-12 08:07:10                   ,                                      ,2024-10-12 08:25:34                   ,                                      ,2024-10-12 08:15:44                   ,                                      ,2024-10-12 08:39:20                   ,                                      ,2024-10-12 09:08:06                   ,                                      ,2024-10-12 08:49:31                   ,                                      ,2024-10-12 09:14:56                   ,                                      ,2024-10-12 09:29:48                   ,                                      ,2024-10-12 09:52:28                   ,                                      ,2024-10-12 10:20:44                   ,                                      ,2024-10-12 10:39:13                   ,                                      ,2024-10-12 11:11:22                   ,                                      ,2024-10-12 11:39:21                   ,                                      ,2024-10-12 12:09:00                   ,                                      ,2024-10-12 12:37:52                   ,                                      ,2024-10-12 12:49:17                   ,                                      ,2024-10-12 13:19:00                   ,                                      ,2024-10-12 13:42:16                   ,                                      ,2024-10-12 14:08:46                   ,                                      ,2024-10-12 14:38:56                   ,                                      ,2024-10-12 15:10:10                   ,                                      ,2024-10-12 15:29:00                   ,                                      ,2024-10-12 15:59:29                   ,                                      ,2024-10-12 16:19:36                   ,                                      ,2024-10-12 16:39:00                   ,                                      ,2024-10-12 17:12:07                   ,                                      ,2024-10-12 17:29:12                   ,                                      ,2024-10-12 17:48:18                   ,                                      ,2024-10-12 18:06:41                   ,                                      ,2024-10-12 18:22:22                   ,                                      ,2024-10-12 18:38:12                   ,                                      ,2024-10-12 18:58:03                   ,                                      ,2024-10-12 19:13:49                   ,                                      ,2024-10-12 19:29:36                   ,                                      ,2024-10-12 19:57:00                   ,                                      ,2024-10-12 20:27:00                   ,                                      ,2024-10-12 21:28:12                   ,                                      ,2024-10-12 22:27:00                   ,                                      ,2024-10-12 23:27:32                   ,2533226.62602 ,1152482.70215 ,8795.006713553317
"Ecublens VD, EPFL Piccard"  ,    8579234 ,DEPARTURE      ,2024-10-12 06:12:00                   ,                                      ,2024-10-12 06:42:00                   ,                                      ,2024-10-12 07:02:00                   ,                                      ,                                      ,                                      ,2024-10-12 07:22:00                   ,                                      ,2024-10-12 07:37:00                   ,                                      ,2024-10-12 07:47:00                   ,                                      ,2024-10-12 07:57:00                   ,                                      ,2024-10-12 08:07:00                   ,                                      ,2024-10-12 08:17:00                   ,                                      ,2024-10-12 08:27:00                   ,                                      ,2024-10-12 08:47:00                   ,                                      ,2024-10-12 09:07:00                   ,                                      ,2024-10-12 09:17:00                   ,                                      ,2024-10-12 09:37:00                   ,                                      ,2024-10-12 10:07:00                   ,                                      ,2024-10-12 10:37:00                   ,                                      ,2024-10-12 10:57:00                   ,                                      ,2024-10-12 11:17:00                   ,                                      ,2024-10-12 11:47:00                   ,                                      ,2024-10-12 12:17:00                   ,                                      ,2024-10-12 12:37:00                   ,                                      ,2024-10-12 12:57:00                   ,                                      ,2024-10-12 13:27:00                   ,                                      ,2024-10-12 13:57:00                   ,                                      ,2024-10-12 14:27:00                   ,                                      ,2024-10-12 14:57:00                   ,                                      ,2024-10-12 15:17:00                   ,                                      ,2024-10-12 15:37:00                   ,                                      ,2024-10-12 16:07:00                   ,                                      ,2024-10-12 16:27:00                   ,                                      ,2024-10-12 16:47:00                   ,                                      ,2024-10-12 17:17:00                   ,                                      ,2024-10-12 17:37:00                   ,                                      ,2024-10-12 17:57:00                   ,                                      ,2024-10-12 18:12:00                   ,                                      ,2024-10-12 18:27:00                   ,                                      ,2024-10-12 18:47:00                   ,                                      ,2024-10-12 19:07:00                   ,                                      ,2024-10-12 19:17:00                   ,                                      ,2024-10-12 19:37:00                   ,                                      ,2024-10-12 20:00:00                   ,                                      ,2024-10-12 20:30:00                   ,                                      ,2024-10-12 21:30:00                   ,                                      ,2024-10-12 22:30:00                   ,                                      ,2024-10-12 23:30:00                   ,                                      ,2533226.62602 ,1152482.70215 ,8795.006713553317
"Ecublens VD, EPFL Piccard"  ,    8579234 ,DEPARTURE_REAL ,2024-10-12 06:12:15                   ,                                      ,2024-10-12 06:42:08                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 07:37:37                   ,                                      ,2024-10-12 07:47:00                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 08:16:31                   ,                                      ,2024-10-12 08:27:37                   ,                                      ,2024-10-12 08:47:21                   ,                                      ,2024-10-12 09:08:00                   ,                                      ,2024-10-12 09:19:22                   ,                                      ,2024-10-12 09:37:21                   ,                                      ,2024-10-12 10:07:00                   ,                                      ,2024-10-12 10:38:49                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 12:18:31                   ,                                      ,2024-10-12 12:38:30                   ,                                      ,2024-10-12 12:57:57                   ,                                      ,                                      ,                                      ,2024-10-12 13:57:47                   ,                                      ,2024-10-12 14:27:32                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 15:39:08                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 16:47:59                   ,                                      ,                                      ,                                      ,2024-10-12 17:37:44                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 18:48:24                   ,                                      ,2024-10-12 19:07:14                   ,                                      ,                                      ,                                      ,2024-10-12 19:37:28                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 22:31:27                   ,                                      ,                                      ,                                      ,2533226.62602 ,1152482.70215 ,8795.006713553317
"Ecublens VD, En Enjalin"    ,    8591949 ,ARRIVAL        ,2024-10-12 06:16:00                   ,                                      ,2024-10-12 06:46:00                   ,                                      ,2024-10-12 07:06:00                   ,                                      ,                                      ,                                      ,2024-10-12 07:26:00                   ,                                      ,2024-10-12 07:41:00                   ,                                      ,2024-10-12 07:51:00                   ,                                      ,2024-10-12 08:01:00                   ,                                      ,2024-10-12 08:11:00                   ,                                      ,2024-10-12 08:21:00                   ,                                      ,2024-10-12 08:31:00                   ,                                      ,2024-10-12 08:51:00                   ,                                      ,2024-10-12 09:11:00                   ,                                      ,2024-10-12 09:21:00                   ,                                      ,2024-10-12 09:41:00                   ,                                      ,2024-10-12 10:11:00                   ,                                      ,2024-10-12 10:41:00                   ,                                      ,2024-10-12 11:01:00                   ,                                      ,2024-10-12 11:21:00                   ,                                      ,2024-10-12 11:51:00                   ,                                      ,2024-10-12 12:21:00                   ,                                      ,2024-10-12 12:41:00                   ,                                      ,2024-10-12 13:01:00                   ,                                      ,2024-10-12 13:31:00                   ,                                      ,2024-10-12 14:01:00                   ,                                      ,2024-10-12 14:31:00                   ,                                      ,2024-10-12 15:01:00                   ,                                      ,2024-10-12 15:21:00                   ,                                      ,2024-10-12 15:41:00                   ,                                      ,2024-10-12 16:11:00                   ,                                      ,2024-10-12 16:31:00                   ,                                      ,2024-10-12 16:51:00                   ,                                      ,2024-10-12 17:21:00                   ,                                      ,2024-10-12 17:41:00                   ,                                      ,2024-10-12 18:01:00                   ,                                      ,2024-10-12 18:16:00                   ,                                      ,2024-10-12 18:31:00                   ,                                      ,2024-10-12 18:51:00                   ,                                      ,2024-10-12 19:11:00                   ,                                      ,2024-10-12 19:21:00                   ,                                      ,2024-10-12 19:41:00                   ,                                      ,2024-10-12 20:04:00                   ,                                      ,2024-10-12 20:34:00                   ,                                      ,2024-10-12 21:34:00                   ,                                      ,2024-10-12 22:34:00                   ,                                      ,2024-10-12 23:34:00                   ,                                      ,2532358.0     ,1152927.0     ,    
"Ecublens VD, Ormet"         ,    8591952 ,ARRIVAL        ,2024-10-12 06:15:00                   ,                                      ,2024-10-12 06:45:00                   ,                                      ,2024-10-12 07:05:00                   ,                                      ,                                      ,                                      ,2024-10-12 07:25:00                   ,                                      ,2024-10-12 07:40:00                   ,                                      ,2024-10-12 07:50:00                   ,                                      ,2024-10-12 08:00:00                   ,                                      ,2024-10-12 08:10:00                   ,                                      ,2024-10-12 08:20:00                   ,                                      ,2024-10-12 08:30:00                   ,                                      ,2024-10-12 08:50:00                   ,                                      ,2024-10-12 09:10:00                   ,                                      ,2024-10-12 09:20:00                   ,                                      ,2024-10-12 09:40:00                   ,                                      ,2024-10-12 10:10:00                   ,                                      ,2024-10-12 10:40:00                   ,                                      ,2024-10-12 11:00:00                   ,                                      ,2024-10-12 11:20:00                   ,                                      ,2024-10-12 11:50:00                   ,                                      ,2024-10-12 12:20:00                   ,                                      ,2024-10-12 12:40:00                   ,                                      ,2024-10-12 13:00:00                   ,                                      ,2024-10-12 13:30:00                   ,                                      ,2024-10-12 14:00:00                   ,                                      ,2024-10-12 14:30:00                   ,                                      ,2024-10-12 15:00:00                   ,                                      ,2024-10-12 15:20:00                   ,                                      ,2024-10-12 15:40:00                   ,                                      ,2024-10-12 16:10:00                   ,                                      ,2024-10-12 16:30:00                   ,                                      ,2024-10-12 16:50:00                   ,                                      ,2024-10-12 17:20:00                   ,                                      ,2024-10-12 17:40:00                   ,                                      ,2024-10-12 18:00:00                   ,                                      ,2024-10-12 18:15:00                   ,                                      ,2024-10-12 18:30:00                   ,                                      ,2024-10-12 18:50:00                   ,                                      ,2024-10-12 19:10:00                   ,                                      ,2024-10-12 19:20:00                   ,                                      ,2024-10-12 19:40:00                   ,                                      ,2024-10-12 20:03:00                   ,                                      ,2024-10-12 20:33:00                   ,                                      ,2024-10-12 21:33:00                   ,                                      ,2024-10-12 22:33:00                   ,                                      ,2024-10-12 23:33:00                   ,                                      ,2532495.0     ,1152858.0     ,    
"Ecublens VD, Perrettes"     ,    8591954 ,ARRIVAL        ,2024-10-12 06:16:00                   ,                                      ,2024-10-12 06:46:00                   ,                                      ,2024-10-12 07:06:00                   ,                                      ,                                      ,                                      ,2024-10-12 07:26:00                   ,                                      ,2024-10-12 07:41:00                   ,                                      ,2024-10-12 07:51:00                   ,                                      ,2024-10-12 08:01:00                   ,                                      ,2024-10-12 08:11:00                   ,                                      ,2024-10-12 08:21:00                   ,                                      ,2024-10-12 08:31:00                   ,                                      ,2024-10-12 08:51:00                   ,                                      ,2024-10-12 09:11:00                   ,                                      ,2024-10-12 09:21:00                   ,                                      ,2024-10-12 09:41:00                   ,                                      ,2024-10-12 10:11:00                   ,                                      ,2024-10-12 10:41:00                   ,                                      ,2024-10-12 11:01:00                   ,                                      ,2024-10-12 11:21:00                   ,                                      ,2024-10-12 11:51:00                   ,                                      ,2024-10-12 12:21:00                   ,                                      ,2024-10-12 12:41:00                   ,                                      ,2024-10-12 13:01:00                   ,                                      ,2024-10-12 13:31:00                   ,                                      ,2024-10-12 14:01:00                   ,                                      ,2024-10-12 14:31:00                   ,                                      ,2024-10-12 15:01:00                   ,                                      ,2024-10-12 15:21:00                   ,                                      ,2024-10-12 15:41:00                   ,                                      ,2024-10-12 16:11:00                   ,                                      ,2024-10-12 16:31:00                   ,                                      ,2024-10-12 16:51:00                   ,                                      ,2024-10-12 17:21:00                   ,                                      ,2024-10-12 17:41:00                   ,                                      ,2024-10-12 18:01:00                   ,                                      ,2024-10-12 18:16:00                   ,                                      ,2024-10-12 18:31:00                   ,                                      ,2024-10-12 18:51:00                   ,                                      ,2024-10-12 19:11:00                   ,                                      ,2024-10-12 19:21:00                   ,                                      ,2024-10-12 19:41:00                   ,                                      ,2024-10-12 20:04:00                   ,                                      ,2024-10-12 20:34:00                   ,                                      ,2024-10-12 21:34:00                   ,                                      ,2024-10-12 22:34:00                   ,                                      ,2024-10-12 23:34:00                   ,                                      ,2532466.0     ,1153147.0     ,    
"Lonay, collège sud"         ,    8595220 ,ARRIVAL        ,2024-10-12 06:36:00                   ,                                      ,2024-10-12 07:07:00                   ,                                      ,2024-10-12 07:28:00                   ,                                      ,2024-10-12 07:21:00                   ,                                      ,2024-10-12 07:48:00                   ,                                      ,2024-10-12 08:03:00                   ,                                      ,                                      ,                                      ,2024-10-12 08:23:00                   ,                                      ,2024-10-12 08:33:00                   ,                                      ,                                      ,                                      ,2024-10-12 08:53:00                   ,                                      ,2024-10-12 09:13:00                   ,                                      ,2024-10-12 09:33:00                   ,                                      ,2024-10-12 09:43:00                   ,                                      ,2024-10-12 10:03:00                   ,                                      ,2024-10-12 10:33:00                   ,                                      ,2024-10-12 11:03:00                   ,                                      ,2024-10-12 11:23:00                   ,                                      ,2024-10-12 11:43:00                   ,                                      ,2024-10-12 12:13:00                   ,                                      ,2024-10-12 12:43:00                   ,                                      ,2024-10-12 13:03:00                   ,                                      ,2024-10-12 13:23:00                   ,                                      ,2024-10-12 13:53:00                   ,                                      ,2024-10-12 14:23:00                   ,                                      ,2024-10-12 14:53:00                   ,                                      ,2024-10-12 15:23:00                   ,                                      ,2024-10-12 15:43:00                   ,                                      ,2024-10-12 16:03:00                   ,                                      ,2024-10-12 16:33:00                   ,                                      ,2024-10-12 16:53:00                   ,                                      ,2024-10-12 17:13:00                   ,                                      ,2024-10-12 17:43:00                   ,                                      ,2024-10-12 18:03:00                   ,                                      ,2024-10-12 18:23:00                   ,                                      ,2024-10-12 18:38:00                   ,                                      ,2024-10-12 18:53:00                   ,                                      ,2024-10-12 19:13:00                   ,                                      ,2024-10-12 19:33:00                   ,                                      ,2024-10-12 19:43:00                   ,                                      ,2024-10-12 20:03:00                   ,                                      ,2024-10-12 20:25:00                   ,                                      ,2024-10-12 20:55:00                   ,                                      ,2024-10-12 21:55:00                   ,                                      ,2024-10-12 22:55:00                   ,                                      ,2024-10-12 23:55:00                   ,                                      ,2529640.51501 ,1153013.18921 ,    
"Ecublens VD, En Enjalin"    ,    8591949 ,ARRIVAL_REAL   ,2024-10-12 06:16:42                   ,                                      ,2024-10-12 06:46:04                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 07:42:05                   ,                                      ,2024-10-12 07:50:37                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 08:21:04                   ,                                      ,2024-10-12 08:32:47                   ,                                      ,2024-10-12 08:51:55                   ,                                      ,2024-10-12 09:11:44                   ,                                      ,2024-10-12 09:22:59                   ,                                      ,2024-10-12 09:42:16                   ,                                      ,2024-10-12 10:11:33                   ,                                      ,2024-10-12 10:42:56                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 12:22:34                   ,                                      ,2024-10-12 12:42:28                   ,                                      ,2024-10-12 13:01:39                   ,                                      ,                                      ,                                      ,2024-10-12 14:01:55                   ,                                      ,2024-10-12 14:31:18                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 15:42:19                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 16:51:36                   ,                                      ,                                      ,                                      ,2024-10-12 17:42:03                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 18:52:42                   ,                                      ,2024-10-12 19:10:58                   ,                                      ,                                      ,                                      ,2024-10-12 19:42:21                   ,                                      ,2024-10-12 20:04:54                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 22:35:11                   ,                                      ,                                      ,                                      ,2532358.0     ,1152927.0     ,    
"Ecublens VD, Ormet"         ,    8591952 ,ARRIVAL_REAL   ,2024-10-12 06:15:48                   ,                                      ,2024-10-12 06:45:21                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 07:41:06                   ,                                      ,2024-10-12 07:49:56                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 08:20:14                   ,                                      ,2024-10-12 08:31:59                   ,                                      ,2024-10-12 08:51:00                   ,                                      ,2024-10-12 09:11:04                   ,                                      ,2024-10-12 09:22:19                   ,                                      ,2024-10-12 09:41:04                   ,                                      ,2024-10-12 10:10:47                   ,                                      ,2024-10-12 10:42:07                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 12:21:45                   ,                                      ,2024-10-12 12:41:38                   ,                                      ,2024-10-12 13:00:51                   ,                                      ,                                      ,                                      ,2024-10-12 14:01:09                   ,                                      ,2024-10-12 14:30:36                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 15:42:02                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 16:50:54                   ,                                      ,                                      ,                                      ,2024-10-12 17:41:03                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 18:51:35                   ,                                      ,2024-10-12 19:10:18                   ,                                      ,                                      ,                                      ,2024-10-12 19:40:48                   ,                                      ,2024-10-12 20:04:15                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 22:34:29                   ,                                      ,                                      ,                                      ,2532495.0     ,1152858.0     ,    
"Ecublens VD, Perrettes"     ,    8591954 ,ARRIVAL_REAL   ,2024-10-12 06:17:13                   ,                                      ,2024-10-12 06:46:51                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 07:42:33                   ,                                      ,2024-10-12 07:51:02                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 08:21:27                   ,                                      ,2024-10-12 08:33:17                   ,                                      ,2024-10-12 08:52:29                   ,                                      ,2024-10-12 09:12:08                   ,                                      ,2024-10-12 09:23:23                   ,                                      ,2024-10-12 09:42:44                   ,                                      ,2024-10-12 10:11:59                   ,                                      ,2024-10-12 10:43:25                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 12:23:13                   ,                                      ,2024-10-12 12:43:14                   ,                                      ,2024-10-12 13:02:04                   ,                                      ,                                      ,                                      ,2024-10-12 14:02:38                   ,                                      ,2024-10-12 14:31:47                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 15:42:43                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 16:52:09                   ,                                      ,                                      ,                                      ,2024-10-12 17:42:50                   ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 18:53:24                   ,                                      ,2024-10-12 19:11:25                   ,                                      ,                                      ,                                      ,2024-10-12 19:42:27                   ,                                      ,2024-10-12 20:05:32                   ,                                      ,                                      ,                                      ,                                      ,                                      ,2024-10-12 22:35:36                   ,                                      ,                                      ,                                      ,2532466.0     ,1153147.0     ,    
"Lonay, collège sud"         ,    8595220 ,ARRIVAL_REAL   ,2024-10-12 06:38:51                   ,                                      ,2024-10-12 07:07:10                   ,                                      ,2024-10-12 07:30:58                   ,                                      ,                                      ,                                      ,2024-10-12 07:50:13                   ,                                      ,2024-10-12 08:04:14                   ,                                      ,                                      ,                                      ,2024-10-12 08:36:35                   ,                                      ,2024-10-12 08:36:38                   ,                                      ,                                      ,                                      ,2024-10-12 08:54:08                   ,                                      ,2024-10-12 09:13:32                   ,                                      ,2024-10-12 09:35:11                   ,                                      ,2024-10-12 09:42:43                   ,                                      ,2024-10-12 10:04:12                   ,                                      ,2024-10-12 10:34:14                   ,                                      ,2024-10-12 11:03:11                   ,                                      ,                                      ,                                      ,2024-10-12 11:43:43                   ,                                      ,2024-10-12 12:14:43                   ,                                      ,2024-10-12 12:43:10                   ,                                      ,2024-10-12 13:04:18                   ,                                      ,2024-10-12 13:24:04                   ,                                      ,2024-10-12 13:53:50                   ,                                      ,2024-10-12 14:23:59                   ,                                      ,2024-10-12 14:55:02                   ,                                      ,2024-10-12 15:23:43                   ,                                      ,2024-10-12 15:44:46                   ,                                      ,2024-10-12 16:03:24                   ,                                      ,2024-10-12 16:35:22                   ,                                      ,2024-10-12 16:54:53                   ,                                      ,2024-10-12 17:13:37                   ,                                      ,2024-10-12 17:45:00                   ,                                      ,2024-10-12 18:04:20                   ,                                      ,2024-10-12 18:23:37                   ,                                      ,2024-10-12 18:41:19                   ,                                      ,2024-10-12 18:57:10                   ,                                      ,2024-10-12 19:13:12                   ,                                      ,2024-10-12 19:33:13                   ,                                      ,                                      ,                                      ,2024-10-12 20:02:22                   ,                                      ,2024-10-12 20:25:26                   ,                                      ,                                      ,                                      ,2024-10-12 21:55:15                   ,                                      ,2024-10-12 22:55:25                   ,                                      ,2024-10-12 23:54:58                   ,                                      ,2529640.51501 ,1153013.18921 ,    
"Ecublens VD, En Enjalin"    ,    8591949 ,DEPARTURE      ,2024-10-12 06:16:00                   ,                                      ,2024-10-12 06:46:00                   ,                                      ,2024-10-12 07:06:00                   ,                                      ,                                      ,                                      ,2024-10-12 07:26:00                   ,                                      ,2024-10-12 07:41:00                   ,                                      ,2024-10-12 07:51:00                   ,                                      ,2024-10-12 08:01:00                   ,                                      ,2024-10-12 08:11:00                   ,                                      ,2024-10-12 08:21:00                   ,                                      ,2024-10-12 08:31:00                   ,                                      ,2024-10-12 08:51:00                   ,                                      ,2024-10-12 09:11:00                   ,                                      ,2024-10-12 09:21:00                   ,                                      ,2024-10-12 09:41:00                   ,                                      ,2024-10-12 10:11:00                   ,                                      ,2024-10-12 10:41:00                   ,                                      ,2024-10-12 11:01:00                   ,                                      ,2024-10-12 11:21:00                   ,                                      ,2024-10-12 11:51:00                   ,                                      ,2024-10-12 12:21:00                   ,                                      ,2024-10-12 12:41:00                   ,                                      ,2024-10-12 13:01:00                   ,                                      ,2024-10-12 13:31:00                   ,                                      ,2024-10-12 14:01:00                   ,                                      ,2024-10-12 14:31:00                   ,                                      ,2024-10-12 15:01:00                   ,                                      ,2024-10-12 15:21:00                   ,                                      ,2024-10-12 15:41:00                   ,                                      ,2024-10-12 16:11:00                   ,                                      ,2024-10-12 16:31:00                   ,                                      ,2024-10-12 16:51:00                   ,                                      ,2024-10-12 17:21:00                   ,                                      ,2024-10-12 17:41:00                   ,                                      ,2024-10-12 18:01:00                   ,                                      ,2024-10-12 18:16:00                   ,                                      ,2024-10-12 18:31:00                   ,                                      ,2024-10-12 18:51:00                   ,                                      ,2024-10-12 19:11:00                   ,                                      ,2024-10-12 19:21:00                   ,                                      ,2024-10-12 19:41:00                   ,                                      ,2024-10-12 20:04:00                   ,                                      ,2024-10-12 20:34:00                   ,                                      ,2024-10-12 21:34:00                   ,                                      ,2024-10-12 22:34:00                   ,                                      ,2024-10-12 23:34:00                   ,                                      ,2532358.0     ,1152927.0     ,    
